actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
179,PT11M12.00S,2021-12-14T04:11:52.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,27.11892247043363,20.588235294117652,1610612746,30,21,2021-12-14T04:11:57Z,1790000,147.0,202.0,1,left,L. Kennard 25' 3PT  (8 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.02,Made,,,,,,,,,,,8.0,I. Hartenstein,1628392.0,1.0,,,,,
181,PT10M54.00S,2021-12-14T04:12:10.4Z,2,REGULAR,3pt,Jump Shot,[],1630688,69.4316688567674,31.372549019607845,1610612756,30,21,2021-12-14T04:12:15Z,1810000,-93.0,235.0,1,right,MISS I. Wainright 25' 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M51.00S,2021-12-14T04:12:13.4Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,30,21,2021-12-14T04:12:15Z,1820000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
183,PT10M46.00S,2021-12-14T04:12:19.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626159,6.750985545335084,53.67647058823529,1610612746,32,21,2021-12-14T04:12:38Z,1830000,-18.0,11.0,1,left,J. Winslow running Layup (2 PTS) (E. Bledsoe 2 AST),"[1626159, 202339]",1610612746.0,LAC,running,,,Winslow,J. Winslow,,,,,2.14,Made,,,,,,,,,,,2.0,E. Bledsoe,202339.0,2.0,,,,,
185,PT10M30.00S,2021-12-14T04:12:34.4Z,2,REGULAR,2pt,Jump Shot,[],101108,74.68791064388962,53.431372549019606,1610612756,32,23,2021-12-14T04:12:52Z,1850000,17.0,185.0,1,right,C. Paul 18' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,18.62,Made,,,,,,,,,,,2.0,,,,,,,,
186,PT10M24.00S,2021-12-14T04:12:43.2Z,2,REGULAR,foul,personal,['2freethrow'],1630688,,,1610612746,32,23,2021-12-14T04:12:49Z,1860000,,,0,,I. Wainright shooting personal FOUL (1 PF) (Bledsoe 2 FT),"[1630688, 202339]",1610612756.0,PHX,shooting,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,201638.0,,,,,1.0,0.0,Bledsoe,202339.0,
188,PT10M24.00S,2021-12-14T04:13:14.2Z,2,REGULAR,freethrow,1 of 2,[],202339,,,1610612746,32,23,2021-12-14T04:13:14Z,1880000,,,0,,MISS E. Bledsoe Free Throw 1 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Missed,,,,,,,,,,,,,,,,,,,
189,PT10M24.00S,2021-12-14T04:13:14.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,32,23,2021-12-14T04:13:14Z,1890000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,,,
190,PT10M24.00S,2021-12-14T04:13:15.1Z,2,REGULAR,substitution,out,[],1630527,,,1610612746,32,23,2021-12-14T04:13:24Z,1900000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M24.00S,2021-12-14T04:13:15.1Z,2,REGULAR,substitution,out,[],1626159,,,1610612746,32,23,2021-12-14T04:13:24Z,1910000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M24.00S,2021-12-14T04:13:15.1Z,2,REGULAR,substitution,out,[],1626166,,,1610612746,32,23,2021-12-14T04:13:24Z,1920000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M24.00S,2021-12-14T04:13:15.1Z,2,REGULAR,substitution,in,[],202694,,,1610612746,32,23,2021-12-14T04:13:24Z,1930000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M24.00S,2021-12-14T04:13:15.1Z,2,REGULAR,substitution,in,[],202704,,,1610612746,32,23,2021-12-14T04:13:24Z,1940000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M24.00S,2021-12-14T04:13:15.1Z,2,REGULAR,substitution,in,[],203901,,,1610612746,32,23,2021-12-14T04:13:24Z,1950000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M24.00S,2021-12-14T04:13:14.2Z,2,REGULAR,freethrow,2 of 2,[],202339,,,1610612746,32,23,2021-12-14T04:13:45Z,1960000,,,0,,MISS E. Bledsoe Free Throw 2 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Missed,,,,,,,,,,,,,,,,,,,
197,PT10M21.00S,2021-12-14T04:13:17.2Z,2,REGULAR,rebound,defensive,[],1630688,,,1610612756,32,23,2021-12-14T04:13:45Z,1970000,,,0,,I. Wainright REBOUND (Off:0 Def:1),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
198,PT10M13.00S,2021-12-14T04:13:47.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,80.46977660972405,60.049019607843135,1610612756,32,25,2021-12-14T04:13:51Z,1980000,50.0,131.0,1,right,C. Paul 14' pullup Jump Shot (4 PTS) (E. Payton 2 AST),"[101108, 203901]",1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,14.04,Made,,,,,,,,,,,4.0,E. Payton,203901.0,2.0,,,,,
199,PT10M00.00S,2021-12-14T04:14:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202339,6.750985545335084,53.67647058823529,1610612746,34,25,2021-12-14T04:15:41Z,1990000,-18.0,11.0,1,left,E. Bledsoe driving reverse Layup (2 PTS),[202339],1610612746.0,LAC,driving reverse,,,Bledsoe,E. Bledsoe,,,,,2.14,Made,,,,,,,,,,,2.0,,,,,,,,
200,PT09M40.00S,2021-12-14T04:14:19.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630688,81.12680683311433,38.23529411764706,1610612756,34,25,2021-12-14T04:16:29Z,2000000,-59.0,125.0,1,right,MISS I. Wainright 13' fadeaway Shot,[1630688],1610612756.0,PHX,fadeaway,,,Wainright,I. Wainright,,,,,13.8,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M38.00S,2021-12-14T04:14:21.8Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,34,25,2021-12-14T04:14:21Z,2010000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:3),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,200.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
202,PT09M26.00S,2021-12-14T04:14:34.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,6.8823915900131425,50.0,1610612746,36,25,2021-12-14T04:14:41Z,2020000,0.0,12.0,1,left,L. Kennard cutting finger roll Layup (10 PTS) (I. Hartenstein 2 AST),"[1628379, 1628392]",1610612746.0,LAC,cutting finger roll,,,Kennard,L. Kennard,,,,,1.22,Made,,,,,,,,,,,10.0,I. Hartenstein,1628392.0,2.0,,,,,
204,PT09M24.00S,2021-12-14T04:14:42.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,36,25,2021-12-14T04:14:42Z,2040000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M24.00S,2021-12-14T04:17:28.0Z,2,REGULAR,substitution,out,[],1630688,,,1610612756,36,25,2021-12-14T04:17:38Z,2050000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M24.00S,2021-12-14T04:17:28.0Z,2,REGULAR,substitution,in,[],203109,,,1610612756,36,25,2021-12-14T04:17:38Z,2060000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M03.00S,2021-12-14T04:17:57.0Z,2,REGULAR,2pt,Jump Shot,[],101108,78.10446780551905,57.1078431372549,1610612756,36,25,2021-12-14T04:18:00Z,2070000,36.0,153.0,1,right,MISS C. Paul 15' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,15.74,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M00.00S,2021-12-14T04:18:00.0Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,36,25,2021-12-14T04:18:00Z,2080000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:4),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,208.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
210,PT08M52.00S,2021-12-14T04:18:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,16.4257555847569,42.93428308823529,1610612746,36,25,2021-12-14T04:18:14Z,2090000,35.0,102.0,1,left,MISS I. Hartenstein 10' floating Shot,[1628392],1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,10.78,Missed,,,,,,,,,,,,,,,,,,,
211,PT08M50.00S,2021-12-14T04:18:09.8Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,36,25,2021-12-14T04:18:14Z,2100000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
212,PT08M43.00S,2021-12-14T04:18:18.2Z,2,REGULAR,turnover,out-of-bounds,[],203901,,,1610612756,36,25,2021-12-14T04:18:22Z,2110000,,,0,,E. Payton lost ball out-of-bounds TURNOVER (1 TO),[203901],1610612756.0,PHX,lost ball,,,Payton,E. Payton,,,,,,,,,,,1.0,,,,,201638.0,,,,,,,,,
213,PT08M43.00S,2021-12-14T04:18:21.6Z,2,REGULAR,substitution,out,[],1629013,,,1610612746,36,25,2021-12-14T04:18:27Z,2120000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M43.00S,2021-12-14T04:18:21.6Z,2,REGULAR,substitution,in,[],1628969,,,1610612746,36,25,2021-12-14T04:18:27Z,2130000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M26.00S,2021-12-14T04:18:45.1Z,2,REGULAR,turnover,bad pass,[],1628379,,,1610612746,36,25,2021-12-14T04:18:48Z,2140000,,,0,,L. Kennard bad pass TURNOVER (2 TO),"[1628379, 101108]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,2.0,Paul,101108.0,,,,,,,,,,,,
216,PT08M26.00S,2021-12-14T04:18:45.1Z,2,REGULAR,steal,,[],101108,,,1610612756,36,25,2021-12-14T04:18:47Z,2150000,,,0,,C. Paul STEAL (2 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M22.00S,2021-12-14T04:18:49.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628969,93.08475689881735,48.774509803921575,1610612756,36,27,2021-12-14T04:19:30Z,2160000,-6.0,13.0,1,right,M. Bridges cutting DUNK (4 PTS) (C. Paul 3 AST),"[1628969, 101108]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,1.39,Made,,,,,,,,,,,4.0,C. Paul,101108.0,3.0,,,,,
219,PT08M07.00S,2021-12-14T04:19:06.1Z,2,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612746,36,27,2021-12-14T04:19:21Z,2180000,,,0,,C. Johnson shooting personal FOUL (2 PF) (Hartenstein 2 FT),"[1629661, 1628392]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,201640.0,,,,,2.0,0.0,Hartenstein,1628392.0,
221,PT08M07.00S,2021-12-14T04:19:36.2Z,2,REGULAR,freethrow,1 of 2,[],1628392,,,1610612746,37,27,2021-12-14T04:22:02Z,2200000,,,0,,I. Hartenstein Free Throw 1 of 2 (3 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
224,PT08M07.00S,2021-12-14T04:19:36.2Z,2,REGULAR,freethrow,2 of 2,[],1628392,,,1610612746,38,27,2021-12-14T04:22:02Z,2205000,,,0,,I. Hartenstein Free Throw 2 of 2 (4 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
222,PT08M07.00S,2021-12-14T04:19:36.9Z,2,REGULAR,substitution,out,[],202339,,,1610612756,38,27,2021-12-14T04:22:02Z,2210000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M07.00S,2021-12-14T04:19:36.9Z,2,REGULAR,substitution,in,[],1629611,,,1610612756,38,27,2021-12-14T04:22:02Z,2220000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M57.00S,2021-12-14T04:20:15.2Z,2,REGULAR,3pt,Jump Shot,[],203901,72.45400788436268,21.813725490196077,1610612756,38,30,2021-12-14T04:21:03Z,2225000,-141.0,206.0,1,right,E. Payton 24' 3PT  (3 PTS) (C. Paul 4 AST),"[203901, 101108]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,24.99,Made,,,,,,,,,,,3.0,C. Paul,101108.0,4.0,,,,,
227,PT07M31.00S,2021-12-14T04:20:36.1Z,2,REGULAR,2pt,Jump Shot,[],202694,12.13863337713535,79.90196078431373,1610612746,40,30,2021-12-14T04:20:44Z,2260000,-150.0,62.0,1,left,M. Morris Sr. 16' Jump Shot (5 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,16.17,Made,,,,,,,,,,,5.0,,,,,,,,
228,PT07M16.00S,2021-12-14T04:20:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203901,92.95335085413929,45.833333333333336,1610612756,40,30,2021-12-14T04:21:27Z,2270000,-21.0,14.0,1,right,MISS E. Payton driving Layup,[203901],1610612756.0,PHX,driving,,,Payton,E. Payton,,,,,2.49,Missed,,,,,,,,,,,,,,,,,,,
229,PT07M16.00S,2021-12-14T04:20:52.1Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,40,30,2021-12-14T04:20:57Z,2280000,,,0,,L. Kennard REBOUND (Off:0 Def:5),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,228.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
230,PT06M58.00S,2021-12-14T04:21:09.8Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612746,40,30,2021-12-14T04:21:14Z,2290000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1628969]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,,,,,,,,
231,PT06M58.00S,2021-12-14T04:21:09.8Z,2,REGULAR,steal,,[],1628969,,,1610612756,40,30,2021-12-14T04:21:11Z,2300000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M43.00S,2021-12-14T04:21:24.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,69.95729303547964,70.83333333333333,1610612756,40,30,2021-12-14T04:21:28Z,2310000,104.0,230.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
233,PT06M40.00S,2021-12-14T04:21:27.6Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,40,30,2021-12-14T04:21:28Z,2320000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:5),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,232.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
234,PT06M30.00S,2021-12-14T04:21:37.1Z,2,REGULAR,2pt,Jump Shot,[],202694,18.84034165571616,81.61764705882354,1610612746,42,30,2021-12-14T04:21:48Z,2330000,-158.0,125.0,1,left,M. Morris Sr. 20' turnaround Jump Shot (7 PTS),[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,20.13,Made,,,,,,,,,,,7.0,,,,,,,,
235,PT06M17.00S,2021-12-14T04:21:50.3Z,2,REGULAR,3pt,Jump Shot,[],1629661,79.41852825229961,93.38235294117646,1610612756,42,33,2021-12-14T04:21:54Z,2340000,217.0,141.0,1,right,C. Johnson 25' 3PT  (8 PTS) (E. Payton 3 AST),"[1629661, 203901]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.87,Made,,,,,,,,,,,8.0,E. Payton,203901.0,3.0,,,,,
237,PT05M53.00S,2021-12-14T04:22:13.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,9.641918528252305,47.549019607843135,1610612746,44,33,2021-12-14T04:22:18Z,2360000,12.0,38.0,1,left,I. Hartenstein turnaround Hook (6 PTS) (L. Kennard 2 AST),"[1628392, 1628379]",1610612746.0,LAC,turnaround,,,Hartenstein,I. Hartenstein,,,,,4.0,Made,,,,,,,,,,,6.0,L. Kennard,1628379.0,2.0,,,,,
239,PT05M33.00S,2021-12-14T04:22:34.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],101108,93.47897503285151,48.0392156862745,1610612756,44,35,2021-12-14T04:24:07Z,2380000,-10.0,9.0,1,right,C. Paul driving finger roll Layup (6 PTS),[101108],1610612756.0,PHX,driving finger roll,,,Paul,C. Paul,,,,,1.32,Made,,,,,,,,,,,6.0,,,,,,,,
240,PT05M33.00S,2021-12-14T04:22:39.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,44,35,2021-12-14T04:22:39Z,2390000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M33.00S,2021-12-14T04:25:13.4Z,2,REGULAR,substitution,out,[],1628392,,,1610612746,44,35,2021-12-14T04:25:40Z,2400000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M33.00S,2021-12-14T04:25:13.4Z,2,REGULAR,substitution,out,[],1629661,,,1610612746,44,35,2021-12-14T04:25:40Z,2410000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M33.00S,2021-12-14T04:25:13.4Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,44,35,2021-12-14T04:25:40Z,2420000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M33.00S,2021-12-14T04:25:13.4Z,2,REGULAR,substitution,in,[],201580,,,1610612746,44,35,2021-12-14T04:25:40Z,2430000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M18.00S,2021-12-14T04:25:47.1Z,2,REGULAR,2pt,Jump Shot,[],202694,23.308147174770042,42.64705882352941,1610612746,44,35,2021-12-14T04:25:50Z,2440000,37.0,167.0,1,left,MISS M. Morris Sr. 17' fadeaway Shot,[202694],1610612746.0,LAC,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,17.06,Missed,,,,,,,,,,,,,,,,,,,
246,PT05M15.00S,2021-12-14T04:25:50.1Z,2,REGULAR,rebound,defensive,[],203901,,,1610612756,44,35,2021-12-14T04:25:50Z,2450000,,,0,,E. Payton REBOUND (Off:0 Def:1),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,245.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
247,PT05M05.00S,2021-12-14T04:25:59.5Z,2,REGULAR,2pt,Jump Shot,[],101108,84.1491458607096,66.91176470588235,1610612756,44,37,2021-12-14T04:26:03Z,2460000,85.0,96.0,1,right,C. Paul 12' pullup Jump Shot (8 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,12.83,Made,,,,,,,,,,,8.0,,,,,,,,
248,PT04M40.00S,2021-12-14T04:26:25.0Z,2,REGULAR,3pt,Jump Shot,[],202694,24.885019710906704,89.70588235294117,1610612746,47,37,2021-12-14T04:26:30Z,2470000,-199.0,181.0,1,left,M. Morris Sr. 26' 3PT  (10 PTS) (R. Jackson 1 AST),"[202694, 202704]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.89,Made,,,,,,,,,,,10.0,R. Jackson,202704.0,1.0,,,,,
250,PT04M21.00S,2021-12-14T04:26:43.7Z,2,REGULAR,2pt,Jump Shot,[],203109,88.61695137976346,90.93137254901961,1610612756,47,37,2021-12-14T04:26:49Z,2490000,205.0,55.0,1,right,MISS J. Crowder 21' Jump Shot,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,21.18,Missed,,,,,,,,,,,,,,,,,,,
251,PT04M19.00S,2021-12-14T04:26:45.7Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,47,37,2021-12-14T04:26:49Z,2500000,,,0,,J. McGee REBOUND (Off:1 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,250.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
252,PT04M17.00S,2021-12-14T04:26:48.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203901,75.87056504599212,28.92156862745098,1610612756,47,37,2021-12-14T04:42:08Z,2510000,-105.0,174.0,1,right,MISS E. Payton 20' pullup Shot,[203901],1610612756.0,PHX,pullup,,,Payton,E. Payton,,,,,20.37,Missed,,,,,,,,,,,,,,,,,,,
253,PT04M12.00S,2021-12-14T04:26:53.7Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,47,37,2021-12-14T04:26:56Z,2520000,,,0,,L. Kennard REBOUND (Off:0 Def:6),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,252.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
254,PT04M05.00S,2021-12-14T04:26:59.5Z,2,REGULAR,2pt,Jump Shot,[],202694,14.241130091984232,29.65686274509804,1610612746,47,37,2021-12-14T04:27:11Z,2530000,102.0,81.0,1,left,MISS M. Morris Sr. 13' Jump Shot,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,13.03,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M02.00S,2021-12-14T04:27:02.5Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,47,37,2021-12-14T04:27:11Z,2540000,,,0,,J. McGee REBOUND (Off:1 Def:5),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,254.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
256,PT03M44.00S,2021-12-14T04:27:21.5Z,2,REGULAR,foul,offensive,[],101108,,,1610612756,47,37,2021-12-14T04:27:34Z,2550000,,,0,,C. Paul offensive FOUL (1 PF),"[101108, 1627826]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,201640.0,,,,,1.0,0.0,Zubac,1627826.0,
258,PT03M44.00S,2021-12-14T04:27:21.5Z,2,REGULAR,turnover,offensive foul,[],101108,,,1610612756,47,37,2021-12-14T04:27:21Z,2570000,,,0,,C. Paul offensive foul TURNOVER (2 TO),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,2.0,,,,,201640.0,,,,,,,,,
259,PT03M44.00S,2021-12-14T04:27:33.8Z,2,REGULAR,foul,technical,['1freethrow'],101108,,,1610612746,47,37,2021-12-14T04:28:04Z,2580000,,,0,,C. Paul technical FOUL (1 Tech),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,201640.0,,,,,1.0,1.0,,,
260,PT03M44.00S,2021-12-14T04:28:06.4Z,2,REGULAR,freethrow,1 of 1,[],1628379,,,1610612746,48,37,2021-12-14T04:28:06Z,2590000,,,0,,L. Kennard technical Free Throw 1 of 1 (11 PTS),[1628379],1610612746.0,LAC,technical,,,Kennard,L. Kennard,,,,,,Made,,,,,,,,,,,11.0,,,,,,,,
261,PT03M44.00S,2021-12-14T04:28:10.4Z,2,REGULAR,substitution,out,[],1628379,,,1610612746,48,37,2021-12-14T04:28:20Z,2600000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M44.00S,2021-12-14T04:28:10.4Z,2,REGULAR,substitution,in,[],202339,,,1610612746,48,37,2021-12-14T04:28:20Z,2610000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M44.00S,2021-12-14T04:28:10.4Z,2,REGULAR,substitution,out,[],203901,,,1610612746,48,37,2021-12-14T04:37:13Z,2615000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M44.00S,2021-12-14T04:28:10.4Z,2,REGULAR,substitution,in,[],1626166,,,1610612746,48,37,2021-12-14T04:37:13Z,2617500,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M27.00S,2021-12-14T04:28:38.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629611,6.356767411300922,46.81372549019608,1610612746,48,37,2021-12-14T04:28:59Z,2620000,16.0,7.0,1,left,MISS T. Mann driving finger roll Layup,[1629611],1610612746.0,LAC,driving finger roll,,,Mann,T. Mann,,,,,1.75,Missed,,,,,,,,,,,,,,,,,,,
