actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
175,PT08M41.00S,2022-04-11T02:09:48.6Z,2,REGULAR,turnover,bad pass,[],1629875,,,1610612746,45,27,2022-04-11T02:10:54Z,1740000,,,0,,X. Moon bad pass TURNOVER (1 TO),"[1629875, 1629676]",1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,1.0,,,,,,,,Roby,1629676.0,,
176,PT08M41.00S,2022-04-11T02:09:48.6Z,2,REGULAR,steal,,[],1629676,,,1610612760,45,27,2022-04-11T02:09:52Z,1750000,,,0,,I. Roby STEAL (2 STL),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M39.00S,2022-04-11T02:09:56.5Z,2,REGULAR,foul,personal,[],1628392,,,1610612760,45,27,2022-04-11T02:10:05Z,1760000,,,0,,I. Hartenstein take personal FOUL (1 PF),"[1628392, 1629676]",1610612746.0,LAC,take,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,1363.0,,,,,1.0,0.0,Roby,1629676.0,,,,
179,PT08M26.00S,2022-04-11T02:10:19.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628982,6.8823915900131425,41.91176470588235,1610612760,45,27,2022-04-11T02:10:45Z,1780000,40.0,12.0,1,left,MISS M. Frazier Jr. bank Hook,[1628982],1610612760.0,OKC,bank,,,Frazier Jr.,M. Frazier Jr.,,,,,4.22,Missed,,,,,,,,,,,,,,,,,,
180,PT08M26.00S,2022-04-11T02:10:19.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,45,27,2022-04-11T02:10:45Z,1790000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,,
181,PT08M26.00S,2022-04-11T02:10:23.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,45,27,2022-04-11T02:10:23Z,1800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M15.00S,2022-04-11T02:10:48.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629676,8.065045992115643,46.81372549019608,1610612760,45,29,2022-04-11T02:10:59Z,1810000,16.0,23.0,1,left,I. Roby Hook (13 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,2.82,Made,13.0,,,,,,,,,,,,,,,,,
183,PT08M13.00S,2022-04-11T02:10:54.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,45,29,2022-04-11T02:10:54Z,1820000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M00.00S,2022-04-11T02:13:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,93.87319316688567,47.79411764705882,1610612746,47,29,2022-04-11T02:14:00Z,1830000,-11.0,5.0,1,right,B. Boston Jr. reverse Layup (8 PTS) (I. Hartenstein 2 AST),"[1630527, 1628392]",1610612746.0,LAC,reverse,,,Boston Jr.,B. Boston Jr.,,,,,1.21,Made,8.0,,,,,,,I. Hartenstein,1628392.0,2.0,,,,,,,,
186,PT07M47.00S,2022-04-11T02:14:08.8Z,2,REGULAR,3pt,Jump Shot,[],1630686,22.125492772667542,90.93137254901961,1610612760,47,29,2022-04-11T02:14:18Z,1850000,-205.0,155.0,1,left,MISS G. Kalaitzakis 25' 3PT,[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
187,PT07M44.00S,2022-04-11T02:14:11.8Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,47,29,2022-04-11T02:14:18Z,1860000,,,0,,A. Coffey REBOUND (Off:0 Def:4),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,186.0,4.0,4.0,0.0,,,,,,,,,,,,,
188,PT07M35.00S,2022-04-11T02:14:23.0Z,2,REGULAR,3pt,Jump Shot,[],1628392,71.40275952693824,74.01960784313725,1610612746,47,29,2022-04-11T02:14:36Z,1870000,120.0,216.0,1,right,MISS I. Hartenstein 24' 3PT,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,
189,PT07M33.00S,2022-04-11T02:14:25.0Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,47,29,2022-04-11T02:14:36Z,1880000,,,0,,J. Hoard REBOUND (Off:1 Def:3),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,188.0,4.0,3.0,1.0,,,,,,,,,,,,,
190,PT07M21.00S,2022-04-11T02:14:33.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629676,7.933639947437584,57.1078431372549,1610612760,47,29,2022-04-11T02:14:50Z,1890000,-36.0,22.0,1,left,MISS I. Roby floating Shot,[1629676],1610612760.0,OKC,floating,,,Roby,I. Roby,,,,,4.18,Missed,,,,,,,,,,,,,,,,,,
191,PT07M21.00S,2022-04-11T02:14:33.8Z,2,REGULAR,rebound,offensive,[],1630686,,,1610612760,47,29,2022-04-11T02:14:50Z,1900000,,,0,,G. Kalaitzakis REBOUND (Off:1 Def:2),[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,190.0,3.0,2.0,1.0,,,,,,,,,,,,,
192,PT07M17.00S,2022-04-11T02:14:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630686,5.590000152587891,50.0,1610612760,47,31,2022-04-11T02:14:38Z,1910000,0.0,0.0,1,left,G. Kalaitzakis tip Layup (4 PTS),[1630686],1610612760.0,OKC,tip,,,Kalaitzakis,G. Kalaitzakis,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
193,PT07M12.00S,2022-04-11T02:14:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,92.82194480946123,46.568627450980394,1610612746,49,31,2022-04-11T02:33:57Z,1920000,-17.0,15.0,1,right,I. Hartenstein cutting Layup (6 PTS) (B. Boston Jr. 1 AST),"[1628392, 1630527]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,2.28,Made,6.0,,,,,,,B. Boston Jr.,1630527.0,1.0,,,,,,,,
195,PT07M12.00S,2022-04-11T02:14:49.4Z,2,REGULAR,foul,personal,['1freethrow'],1628982,,,1610612746,49,31,2022-04-11T02:15:01Z,1940000,,,0,,M. Frazier Jr. shooting personal FOUL (2 PF) (Hartenstein 1 FT),"[1628982, 1628392]",1610612760.0,OKC,shooting,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,2534.0,,,,,2.0,0.0,Hartenstein,1628392.0,,,,
197,PT07M12.00S,2022-04-11T02:15:03.8Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,49,31,2022-04-11T02:15:21Z,1960000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M12.00S,2022-04-11T02:15:03.8Z,2,REGULAR,substitution,in,[],1628379,,,1610612746,49,31,2022-04-11T02:15:21Z,1970000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M12.00S,2022-04-11T02:15:09.3Z,2,REGULAR,freethrow,1 of 1,[],1628392,,,1610612746,50,31,2022-04-11T02:15:09Z,1980000,,,0,,I. Hartenstein Free Throw 1 of 1 (7 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
200,PT07M03.00S,2022-04-11T02:15:19.9Z,2,REGULAR,turnover,bad pass,[],1630686,,,1610612760,50,31,2022-04-11T02:15:23Z,1990000,,,0,,G. Kalaitzakis bad pass TURNOVER (2 TO),"[1630686, 1628392]",1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,2.0,,,,,,,,Hartenstein,1628392.0,,
201,PT07M03.00S,2022-04-11T02:15:19.9Z,2,REGULAR,steal,,[],1628392,,,1610612746,50,31,2022-04-11T02:15:21Z,2000000,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M00.00S,2022-04-11T02:15:22.9Z,2,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612746,50,31,2022-04-11T02:15:33Z,2010000,,,0,,V. Krejci shooting personal FOUL (1 PF) (Boston Jr. 2 FT),"[1630249, 1630527]",1610612760.0,OKC,shooting,,,Krejci,V. Krejci,,,,,,,,,,,,1363.0,,,,,1.0,0.0,Boston Jr.,1630527.0,,,,
204,PT07M00.00S,2022-04-11T02:15:54.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630527,,,1610612746,50,31,2022-04-11T02:15:54Z,2030000,,,0,,MISS B. Boston Jr. Free Throw 1 of 2,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
205,PT07M00.00S,2022-04-11T02:15:54.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,50,31,2022-04-11T02:15:54Z,2040000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,
207,PT07M00.00S,2022-04-11T02:16:09.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630527,,,1610612746,51,31,2022-04-11T02:16:09Z,2050000,,,0,,B. Boston Jr. Free Throw 2 of 2 (9 PTS),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
208,PT06M39.00S,2022-04-11T02:16:32.1Z,2,REGULAR,3pt,Jump Shot,[],1629676,10.561760840998687,97.05882352941177,1610612760,51,31,2022-04-11T02:35:13Z,2060000,-235.0,47.0,1,left,MISS I. Roby pullup 3PT,[1629676],1610612760.0,OKC,pullup,,,Roby,I. Roby,,,,,23.99,Missed,,,,,,,,,,,,,,,,,,
209,PT06M36.00S,2022-04-11T02:16:35.1Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,51,31,2022-04-11T02:16:36Z,2070000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:2),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,208.0,2.0,2.0,0.0,,,,,,,,,,,,,
210,PT06M27.00S,2022-04-11T02:16:46.8Z,2,REGULAR,foul,personal,['2freethrow'],1630686,,,1610612746,51,31,2022-04-11T02:16:57Z,2080000,,,0,,G. Kalaitzakis shooting personal FOUL (1 PF) (Kennard 2 FT),"[1630686, 1628379]",1610612760.0,OKC,shooting,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,1363.0,,,,,1.0,0.0,Kennard,1628379.0,,,,
212,PT06M27.00S,2022-04-11T02:17:12.7Z,2,REGULAR,freethrow,1 of 2,[],1628379,,,1610612746,52,31,2022-04-11T02:17:12Z,2100000,,,0,,L. Kennard Free Throw 1 of 2 (12 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
213,PT06M27.00S,2022-04-11T02:17:13.6Z,2,REGULAR,substitution,out,[],1630249,,,1610612746,52,31,2022-04-11T02:17:18Z,2110000,,,0,,SUB out: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M27.00S,2022-04-11T02:17:13.6Z,2,REGULAR,substitution,in,[],1630285,,,1610612746,52,31,2022-04-11T02:17:18Z,2120000,,,0,,SUB in: Z. Simpson,[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M27.00S,2022-04-11T02:17:28.1Z,2,REGULAR,freethrow,2 of 2,[],1628379,,,1610612746,53,31,2022-04-11T02:17:28Z,2130000,,,0,,L. Kennard Free Throw 2 of 2 (13 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
216,PT06M10.00S,2022-04-11T02:17:46.3Z,2,REGULAR,3pt,Jump Shot,[],1629658,24.490801576872528,84.55882352941177,1610612760,53,34,2022-04-11T02:17:52Z,2140000,-173.0,178.0,1,left,J. Hoard 24' 3PT  (3 PTS),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,24.79,Made,3.0,,,,,,,,,,,,,,,,,
217,PT05M56.00S,2022-04-11T02:18:00.0Z,2,REGULAR,2pt,Jump Shot,[],1630527,84.36268068331144,70.30867034313725,1610612746,53,34,2022-04-11T02:36:40Z,2150000,102.0,94.0,1,right,MISS B. Boston Jr. 13' pullup Shot,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,13.87,Missed,,,,,,,,,,,,,,,,,,
218,PT05M53.00S,2022-04-11T02:18:03.0Z,2,REGULAR,rebound,defensive,[],1630686,,,1610612760,53,34,2022-04-11T02:18:06Z,2160000,,,0,,G. Kalaitzakis REBOUND (Off:1 Def:3),[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,217.0,4.0,3.0,1.0,,,,,,,,,,,,,
219,PT05M46.00S,2022-04-11T02:18:12.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,53,34,2022-04-11T02:18:12Z,2170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M46.00S,2022-04-11T02:18:14.3Z,2,REGULAR,substitution,out,[],1629875,,,1610612760,53,34,2022-04-11T02:18:32Z,2180000,,,0,,SUB out: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M46.00S,2022-04-11T02:18:14.3Z,2,REGULAR,substitution,out,[],203918,,,1610612760,53,34,2022-04-11T02:18:32Z,2190000,,,0,,SUB out: R. Hood,[203918],1610612746.0,LAC,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M46.00S,2022-04-11T02:18:14.3Z,2,REGULAR,substitution,out,[],1628392,,,1610612760,53,34,2022-04-11T02:18:32Z,2200000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M46.00S,2022-04-11T02:18:14.3Z,2,REGULAR,substitution,in,[],1629611,,,1610612760,53,34,2022-04-11T02:18:32Z,2210000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M46.00S,2022-04-11T02:18:14.3Z,2,REGULAR,substitution,in,[],1627826,,,1610612760,53,34,2022-04-11T02:18:32Z,2220000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M46.00S,2022-04-11T02:18:14.3Z,2,REGULAR,substitution,in,[],203496,,,1610612760,53,34,2022-04-11T02:18:32Z,2230000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M34.00S,2022-04-11T02:18:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,7.145203679369246,52.94117647058824,1610612760,53,34,2022-04-11T02:18:59Z,2240000,-15.0,15.0,1,left,MISS I. Roby driving finger roll Layup,[1629676],1610612760.0,OKC,driving finger roll,,,Roby,I. Roby,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,
227,PT05M31.00S,2022-04-11T02:18:57.8Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,53,34,2022-04-11T02:18:59Z,2250000,,,0,,R. Covington REBOUND (Off:1 Def:4),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,226.0,5.0,4.0,1.0,,,,,,,,,,,,,
228,PT05M28.00S,2022-04-11T02:19:02.5Z,2,REGULAR,foul,personal,[],1630285,,,1610612746,53,34,2022-04-11T02:19:07Z,2260000,,,0,,Z. Simpson personal FOUL (2 PF),"[1630285, 1627826]",1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,,,,,201246.0,,,,,2.0,0.0,Zubac,1627826.0,,,,
230,PT05M17.00S,2022-04-11T02:19:31.6Z,2,REGULAR,2pt,Jump Shot,[],1628379,89.14257555847568,77.45098039215686,1610612746,53,34,2022-04-11T02:19:38Z,2280000,137.0,50.0,1,right,MISS L. Kennard 14' turnaround fadeaway Shot,[1628379],1610612746.0,LAC,turnaround fadeaway,,,Kennard,L. Kennard,,,,,14.6,Missed,,,,,,,,,,,,,,,,,,
231,PT05M13.00S,2022-04-11T02:19:35.6Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,53,34,2022-04-11T02:19:38Z,2290000,,,0,,J. Hoard REBOUND (Off:1 Def:4),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,230.0,5.0,4.0,1.0,,,,,,,,,,,,,
232,PT05M08.00S,2022-04-11T02:19:40.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630686,7.670827858081481,55.3921568627451,1610612760,53,34,2022-04-11T02:19:47Z,2300000,-27.0,20.0,1,left,MISS G. Kalaitzakis running Layup,[1630686],1610612760.0,OKC,running,,,Kalaitzakis,G. Kalaitzakis,,,,,3.34,Missed,,,,,,,,,,,,,,,,,,
233,PT05M05.00S,2022-04-11T02:19:43.8Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,53,34,2022-04-11T02:19:47Z,2310000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,232.0,1.0,1.0,0.0,,,,,,,,,,,,,
234,PT04M53.00S,2022-04-11T02:19:55.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,88.87976346911958,51.96078431372549,1610612746,53,34,2022-04-11T02:20:02Z,2320000,10.0,52.0,1,right,MISS I. Zubac Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,5.29,Missed,,,,,,,,,,,,,,,,,,
235,PT04M47.00S,2022-04-11T02:20:00.8Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,53,34,2022-04-11T02:20:00Z,2330000,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,234.0,6.0,4.0,2.0,,,,,,,,,,,,,
236,PT04M47.00S,2022-04-11T02:20:00.8Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,55,34,2022-04-11T02:20:05Z,2340000,0.0,0.0,1,right,I. Zubac putback DUNK (6 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,
237,PT04M35.00S,2022-04-11T02:20:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629658,7.802233902759525,56.127450980392155,1610612760,55,34,2022-04-11T02:38:30Z,2350000,-31.0,21.0,1,left,MISS J. Hoard driving reverse Layup,[1629658],1610612760.0,OKC,driving reverse,,,Hoard,J. Hoard,,,,,3.7,Missed,,,,,,,,,,,,,,,,,,
238,PT04M33.00S,2022-04-11T02:20:16.1Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,55,34,2022-04-11T02:20:17Z,2360000,,,0,,R. Covington REBOUND (Off:1 Def:5),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,237.0,6.0,5.0,1.0,,,,,,,,,,,,,
239,PT04M31.00S,2022-04-11T02:20:19.5Z,2,REGULAR,turnover,out-of-bounds,[],203496,,,1610612746,55,34,2022-04-11T03:07:14Z,2370000,,,0,,R. Covington bad pass out-of-bounds TURNOVER (1 TO),[203496],1610612746.0,LAC,bad pass,,,Covington,R. Covington,,,,,,,,,,,,2534.0,1.0,,,,,,,,,,,
240,PT04M15.00S,2022-04-11T02:20:39.8Z,2,REGULAR,turnover,bad pass,[],1630686,,,1610612760,55,34,2022-04-11T02:20:43Z,2380000,,,0,,G. Kalaitzakis bad pass TURNOVER (3 TO),"[1630686, 1630527]",1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,3.0,,,,,,,,Boston Jr.,1630527.0,,
241,PT04M15.00S,2022-04-11T02:20:39.8Z,2,REGULAR,steal,,[],1630527,,,1610612746,55,34,2022-04-11T02:20:41Z,2390000,,,0,,B. Boston Jr. STEAL (1 STL),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M08.00S,2022-04-11T02:20:46.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203496,92.82194480946123,96.32352941176471,1610612746,58,34,2022-04-11T02:20:54Z,2400000,232.0,15.0,1,right,R. Covington 3PT  (9 PTS) (L. Kennard 3 AST),"[203496, 1628379]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,23.21,Made,9.0,,,,,,,L. Kennard,1628379.0,3.0,,,,,,,,
244,PT03M53.00S,2022-04-11T02:21:02.0Z,2,REGULAR,3pt,Jump Shot,[],1629658,21.468462549277262,92.40196078431373,1610612760,58,34,2022-04-11T02:21:06Z,2420000,-212.0,149.0,1,left,MISS J. Hoard 25' 3PT,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
245,PT03M50.00S,2022-04-11T02:21:05.0Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,58,34,2022-04-11T02:21:06Z,2430000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:3),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,244.0,3.0,3.0,0.0,,,,,,,,,,,,,
246,PT03M47.00S,2022-04-11T02:21:08.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,73.71879106438897,86.74172794117646,1610612746,61,34,2022-04-11T02:21:59Z,2440000,184.0,195.0,1,right,T. Mann 26' 3PT running pullup (5 PTS) (B. Boston Jr. 2 AST),"[1629611, 1630527]",1610612746.0,LAC,running pullup,,,Mann,T. Mann,,,,,26.75,Made,5.0,,,,,,,B. Boston Jr.,1630527.0,2.0,,,,,,,,
247,PT03M35.00S,2022-04-11T02:21:26.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,61,34,2022-04-11T02:21:26Z,2450000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M23.00S,2022-04-11T02:24:33.9Z,2,REGULAR,3pt,Jump Shot,[],1629676,7.227332457293031,95.3201593137255,1610612760,61,34,2022-04-11T02:24:42Z,2460000,-227.0,15.0,1,left,MISS I. Roby step back 3PT,[1629676],1610612760.0,OKC,step back,,,Roby,I. Roby,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,
250,PT03M18.00S,2022-04-11T02:24:38.9Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,61,34,2022-04-11T02:24:38Z,2470000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:4),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,249.0,4.0,4.0,0.0,,,,,,,,,,,,,
251,PT03M11.00S,2022-04-11T02:24:45.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,87.9599211563732,46.81372549019608,1610612746,63,34,2022-04-11T02:24:48Z,2480000,-16.0,61.0,1,right,I. Zubac 6' turnaround Hook (8 PTS) (B. Boston Jr. 3 AST),"[1627826, 1630527]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,6.27,Made,8.0,,,,,,,B. Boston Jr.,1630527.0,3.0,,,,,,,,
253,PT02M56.00S,2022-04-11T02:25:00.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630285,11.350197109067011,49.50980392156863,1610612760,63,36,2022-04-11T02:25:05Z,2500000,2.0,54.0,1,left,Z. Simpson driving Hook (7 PTS),[1630285],1610612760.0,OKC,driving,,,Simpson,Z. Simpson,,,,,5.43,Made,7.0,,,,,,,,,,,,,,,,,
254,PT02M42.00S,2022-04-11T02:25:14.7Z,2,REGULAR,3pt,Jump Shot,[],203496,69.30026281208936,35.5392156862745,1610612746,63,36,2022-04-11T02:25:21Z,2510000,-72.0,236.0,1,right,MISS R. Covington 24' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,
255,PT02M41.00S,2022-04-11T02:25:18.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,63,36,2022-04-11T02:25:18Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,
256,PT02M41.00S,2022-04-11T02:25:19.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,63,36,2022-04-11T02:25:19Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M41.00S,2022-04-11T02:25:21.7Z,2,REGULAR,substitution,out,[],203496,,,1610612746,63,36,2022-04-11T02:25:27Z,2540000,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
258,PT02M41.00S,2022-04-11T02:25:21.7Z,2,REGULAR,substitution,in,[],1629599,,,1610612746,63,36,2022-04-11T02:25:27Z,2550000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M38.00S,2022-04-11T02:25:41.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628379,84.28055190538765,80.14705882352942,1610612746,63,36,2022-04-11T02:25:46Z,2560000,151.0,95.0,1,right,MISS L. Kennard 17' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,17.83,Missed,,,,,,,,,,,,,,,,,,
260,PT02M35.00S,2022-04-11T02:25:44.4Z,2,REGULAR,rebound,defensive,[],1630686,,,1610612760,63,36,2022-04-11T02:25:46Z,2570000,,,0,,G. Kalaitzakis REBOUND (Off:1 Def:4),[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,259.0,5.0,4.0,1.0,,,,,,,,,,,,,
