actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
179,PT08M59.00S,2021-12-11T21:11:03.3Z,2,REGULAR,turnover,bad pass,[],1630532,,,1610612753,29,31,2021-12-11T21:11:10Z,1780000,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 1626159]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,1.0,,,,,,,,Winslow,1626159.0
180,PT08M59.00S,2021-12-11T21:11:03.3Z,2,REGULAR,steal,,[],1626159,,,1610612746,29,31,2021-12-11T21:11:05Z,1790000,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M55.00S,2021-12-11T21:11:07.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626159,8.590670170827863,50.98039215686275,1610612746,29,31,2021-12-11T21:11:42Z,1800000,-5.0,28.0,1,left,MISS J. Winslow running Layup,[1626159],1610612746.0,LAC,running,,,Winslow,J. Winslow,,,,,2.87,Missed,,,,,,,,,,,,,,,,,,
182,PT08M55.00S,2021-12-11T21:11:07.8Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612746,29,31,2021-12-11T21:11:42Z,1810000,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,181.0,4.0,2.0,2.0,,,,,,,,,,,,,,
183,PT08M54.00S,2021-12-11T21:11:11.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628392,5.590000152587891,50.0,1610612746,31,31,2021-12-11T21:11:23Z,1820000,0.0,0.0,1,left,I. Hartenstein tip Layup (4 PTS),[1628392],1610612746.0,LAC,tip,,,Hartenstein,I. Hartenstein,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,
184,PT08M54.00S,2021-12-11T21:11:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,31,31,2021-12-11T21:11:14Z,1830000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M54.00S,2021-12-11T21:13:44.2Z,2,REGULAR,substitution,out,[],1630527,,,1610612753,31,31,2021-12-11T21:14:03Z,1840000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M54.00S,2021-12-11T21:13:44.2Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,31,31,2021-12-11T21:14:03Z,1850000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M54.00S,2021-12-11T21:13:44.2Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,31,31,2021-12-11T21:14:03Z,1860000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M54.00S,2021-12-11T21:13:44.2Z,2,REGULAR,substitution,in,[],202694,,,1610612753,31,31,2021-12-11T21:14:03Z,1870000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M54.00S,2021-12-11T21:13:44.2Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,31,31,2021-12-11T21:14:03Z,1880000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M54.00S,2021-12-11T21:13:44.2Z,2,REGULAR,substitution,in,[],203914,,,1610612753,31,31,2021-12-11T21:14:03Z,1890000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M39.00S,2021-12-11T21:14:16.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203914,92.16491458607096,53.431372549019606,1610612753,31,33,2021-12-11T21:14:52Z,1900000,17.0,21.0,1,right,G. Harris driving finger roll Layup (4 PTS),[203914],1610612753.0,ORL,driving finger roll,,,Harris,G. Harris,,,,,2.72,Made,,,,,4.0,,,,,,,,,,,,,
192,PT08M26.00S,2021-12-11T21:14:34.2Z,2,REGULAR,foul,personal,[],1630532,,,1610612746,31,33,2021-12-11T21:14:43Z,1910000,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 202694]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Morris Sr.,202694.0,,,,
194,PT08M18.00S,2021-12-11T21:14:59.5Z,2,REGULAR,2pt,Jump Shot,[],202694,16.606438896189218,85.7843137254902,1610612746,33,33,2021-12-11T21:15:03Z,1930000,-179.0,104.0,1,left,M. Morris Sr. 20' Jump Shot (2 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,20.67,Made,,,,,2.0,,,,,,,,,,,,,
195,PT07M59.00S,2021-12-11T21:15:17.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203914,90.5880420499343,63.970588235294116,1610612753,33,33,2021-12-11T21:15:26Z,1940000,70.0,36.0,1,right,MISS G. Harris 7' driving Layup,[203914],1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,7.86,Missed,,,,,,,,,,,,,,,,,,
196,PT07M57.00S,2021-12-11T21:15:19.8Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,33,33,2021-12-11T21:15:26Z,1950000,,,0,,J. Winslow REBOUND (Off:0 Def:3),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,195.0,3.0,3.0,0.0,,,,,,,,,,,,,,
197,PT07M50.00S,2021-12-11T21:15:26.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,14.898160315374511,52.69607843137255,1610612746,35,33,2021-12-11T21:15:31Z,1960000,-13.0,88.0,1,left,R. Jackson 8' driving floating Jump Shot (7 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,8.85,Made,,,,,7.0,,,,,,,,,,,,,
198,PT07M37.00S,2021-12-11T21:15:41.9Z,2,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612753,35,33,2021-12-11T21:16:10Z,1970000,,,0,,I. Hartenstein shooting personal FOUL (3 PF) (Ross 2 FT),"[1628392, 203082]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,1628487.0,3.0,0.0,Ross,203082.0,,,,
200,PT07M37.00S,2021-12-11T21:16:11.7Z,2,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,35,34,2021-12-11T21:16:11Z,1990000,,,0,,T. Ross Free Throw 1 of 2 (6 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
201,PT07M37.00S,2021-12-11T21:16:12.3Z,2,REGULAR,substitution,out,[],1628392,,,1610612753,35,34,2021-12-11T21:16:16Z,2000000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M37.00S,2021-12-11T21:16:12.3Z,2,REGULAR,substitution,in,[],1627826,,,1610612753,35,34,2021-12-11T21:16:16Z,2010000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M37.00S,2021-12-11T21:16:29.9Z,2,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,35,35,2021-12-11T21:16:30Z,2020000,,,0,,T. Ross Free Throw 2 of 2 (7 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
204,PT07M19.00S,2021-12-11T21:16:49.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,8.853482260183966,50.49019607843137,1610612746,37,35,2021-12-11T21:16:55Z,2030000,-2.0,31.0,1,left,I. Zubac Layup (5 PTS) (M. Morris Sr. 2 AST),"[1627826, 202694]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,3.08,Made,,,,,5.0,M. Morris Sr.,202694.0,2.0,,,,,,,,,,
206,PT07M07.00S,2021-12-11T21:17:01.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,88.48554533508542,60.78431372549019,1610612753,37,35,2021-12-11T21:17:13Z,2050000,54.0,56.0,1,right,MISS C. Anthony 7' driving bank Shot,[1630175],1610612753.0,ORL,driving bank,,,Anthony,C. Anthony,,,,,7.75,Missed,,,,,,,,,,,,,,,,,,
207,PT07M05.00S,2021-12-11T21:17:08.9Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,37,35,2021-12-11T21:17:09Z,2060000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,206.0,7.0,5.0,2.0,,,,,,,,,,,,,,
208,PT07M05.00S,2021-12-11T21:17:11.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,37,35,2021-12-11T21:17:11Z,2070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M05.00S,2021-12-11T21:17:12.5Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,37,35,2021-12-11T21:17:16Z,2080000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M05.00S,2021-12-11T21:17:12.5Z,2,REGULAR,substitution,in,[],1629021,,,1610612753,37,35,2021-12-11T21:17:16Z,2090000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M52.00S,2021-12-11T21:17:37.1Z,2,REGULAR,turnover,lost ball,[],1630175,,,1610612753,37,35,2021-12-11T21:17:43Z,2100000,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 202694]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1.0,,,,,,,,Morris Sr.,202694.0
212,PT06M52.00S,2021-12-11T21:17:37.1Z,2,REGULAR,steal,,[],202694,,,1610612746,37,35,2021-12-11T21:17:41Z,2110000,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M45.00S,2021-12-11T21:17:43.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626159,6.619579500657039,52.450980392156865,1610612746,39,35,2021-12-11T21:17:57Z,2120000,-12.0,10.0,1,left,J. Winslow running alley-oop DUNK (2 PTS) (E. Bledsoe 2 AST),"[1626159, 202339]",1610612746.0,LAC,running alley-oop,,,Winslow,J. Winslow,,,,,1.57,Made,,,,,2.0,E. Bledsoe,202339.0,2.0,,,,,,,,,,
215,PT06M21.00S,2021-12-11T21:18:07.3Z,2,REGULAR,2pt,Jump Shot,[],203082,94.00459921156373,84.31372549019608,1610612753,39,37,2021-12-11T21:18:13Z,2140000,172.0,4.0,1,right,T. Ross 17' pullup Jump Shot (9 PTS) (M. Wagner 1 AST),"[203082, 1629021]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,17.16,Made,,,,,9.0,M. Wagner,1629021.0,1.0,,,,,,,,,,
217,PT06M02.00S,2021-12-11T21:18:26.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,10.82457293035479,48.529411764705884,1610612746,41,37,2021-12-11T21:18:30Z,2160000,7.0,49.0,1,left,J. Winslow cutting Layup (4 PTS) (R. Jackson 1 AST),"[1626159, 202704]",1610612746.0,LAC,cutting,,,Winslow,J. Winslow,,,,,4.99,Made,,,,,4.0,R. Jackson,202704.0,1.0,,,,,,,,,,
219,PT05M52.00S,2021-12-11T21:18:36.6Z,2,REGULAR,3pt,Jump Shot,[],203082,75.34494086727989,87.00980392156862,1610612753,41,37,2021-12-11T21:18:41Z,2180000,185.0,179.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
220,PT05M49.00S,2021-12-11T21:18:39.6Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,41,37,2021-12-11T21:18:41Z,2190000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,219.0,1.0,1.0,0.0,,,,,,,,,,,,,,
221,PT05M30.00S,2021-12-11T21:18:58.3Z,2,REGULAR,2pt,Jump Shot,[],202694,7.490144546649148,28.163296568627445,1610612746,41,37,2021-12-11T21:19:05Z,2200000,109.0,18.0,1,left,MISS M. Morris Sr. 11' turnaround Shot - blocked,"[202694, 203082]",1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,11.07,Missed,,,,,,,,,,,,,,,Ross,203082.0,,
222,PT05M30.00S,2021-12-11T21:18:58.3Z,2,REGULAR,block,,[],203082,,,1610612746,41,37,2021-12-11T21:19:01Z,2210000,,,0,,T. Ross BLOCK (1 BLK),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M26.00S,2021-12-11T21:19:02.3Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,41,37,2021-12-11T21:19:05Z,2220000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,
224,PT05M23.00S,2021-12-11T21:19:05.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,91.50788436268068,49.754901960784316,1610612753,41,37,2021-12-11T21:20:19Z,2230000,-1.0,27.0,1,right,MISS C. Anthony running Layup,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,2.73,Missed,,,,,,,,,,,,,,,,,,
225,PT05M20.00S,2021-12-11T21:19:08.4Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,41,37,2021-12-11T21:20:19Z,2240000,,,0,,M. Wagner REBOUND (Off:2 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,224.0,2.0,0.0,2.0,,,,,,,,,,,,,,
226,PT05M20.00S,2021-12-11T21:19:08.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629021,94.40999984741211,50.0,1610612753,41,37,2021-12-11T21:20:24Z,2250000,0.0,0.0,1,right,MISS M. Wagner tip Layup,[1629021],1610612753.0,ORL,tip,,,Wagner,M. Wagner,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
227,PT05M19.00S,2021-12-11T21:19:09.8Z,2,REGULAR,rebound,offensive,[],203914,,,1610612753,41,37,2021-12-11T21:19:15Z,2260000,,,0,,G. Harris REBOUND (Off:1 Def:2),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,226.0,3.0,2.0,1.0,,,,,,,,,,,,,,
228,PT05M10.00S,2021-12-11T21:19:18.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629021,80.20696452036793,8.088235294117652,1610612753,41,37,2021-12-11T21:19:22Z,2270000,-210.0,134.0,1,right,MISS M. Wagner 24' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,
229,PT05M07.00S,2021-12-11T21:19:21.6Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,41,37,2021-12-11T21:19:22Z,2280000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,228.0,2.0,2.0,0.0,,,,,,,,,,,,,,
230,PT04M50.00S,2021-12-11T21:19:38.9Z,2,REGULAR,3pt,Jump Shot,[],202339,34.21484888304862,49.754901960784316,1610612746,41,37,2021-12-11T21:19:44Z,2290000,1.0,269.0,1,left,MISS E. Bledsoe 26' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,
231,PT04M47.00S,2021-12-11T21:19:41.9Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,41,37,2021-12-11T21:19:44Z,2300000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,230.0,1.0,1.0,0.0,,,,,,,,,,,,,,
232,PT04M33.00S,2021-12-11T21:19:55.9Z,2,REGULAR,turnover,lost ball,[],1628976,,,1610612753,41,37,2021-12-11T21:20:03Z,2310000,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 202694]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1.0,,,,,,,,Morris Sr.,202694.0
233,PT04M33.00S,2021-12-11T21:19:55.9Z,2,REGULAR,steal,,[],202694,,,1610612746,41,37,2021-12-11T21:19:58Z,2320000,,,0,,M. Morris Sr. STEAL (2 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M25.00S,2021-12-11T21:20:09.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,41,37,2021-12-11T21:20:09Z,2330000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M25.00S,2021-12-11T21:22:54.0Z,2,REGULAR,substitution,out,[],202339,,,1610612746,41,37,2021-12-11T21:23:10Z,2340000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M25.00S,2021-12-11T21:22:54.0Z,2,REGULAR,substitution,out,[],203082,,,1610612746,41,37,2021-12-11T21:23:10Z,2350000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M25.00S,2021-12-11T21:22:54.0Z,2,REGULAR,substitution,out,[],1629021,,,1610612746,41,37,2021-12-11T21:23:10Z,2360000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M25.00S,2021-12-11T21:22:54.0Z,2,REGULAR,substitution,in,[],1628379,,,1610612746,41,37,2021-12-11T21:23:10Z,2370000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M25.00S,2021-12-11T21:22:54.0Z,2,REGULAR,substitution,in,[],1630532,,,1610612746,41,37,2021-12-11T21:23:10Z,2380000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M25.00S,2021-12-11T21:22:54.0Z,2,REGULAR,substitution,in,[],1628964,,,1610612746,41,37,2021-12-11T21:23:10Z,2390000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M17.00S,2021-12-11T21:23:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202704,9.773324572930349,49.01960784313726,1610612746,41,37,2021-12-11T21:23:18Z,2400000,5.0,39.0,1,left,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,3.97,Missed,,,,,,,,,,,,,,,,,,
242,PT04M14.00S,2021-12-11T21:23:16.3Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,41,37,2021-12-11T21:23:18Z,2410000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,241.0,8.0,6.0,2.0,,,,,,,,,,,,,,
243,PT04M14.00S,2021-12-11T21:23:21.9Z,2,REGULAR,foul,personal,['2freethrow'],202694,,,1610612753,41,37,2021-12-11T21:23:47Z,2420000,,,0,,M. Morris Sr. shooting personal FOUL (2 PF) (Harris 2 FT),"[202694, 203914]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Harris,203914.0,,,,
245,PT04M14.00S,2021-12-11T21:23:44.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203914,,,1610612753,41,38,2021-12-11T21:23:44Z,2440000,,,0,,G. Harris Free Throw 1 of 2 (5 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
246,PT04M14.00S,2021-12-11T21:23:59.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203914,,,1610612753,41,39,2021-12-11T21:23:59Z,2450000,,,0,,G. Harris Free Throw 2 of 2 (6 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
247,PT03M57.00S,2021-12-11T21:24:19.0Z,2,REGULAR,foul,personal,[],1630175,,,1610612746,41,39,2021-12-11T21:24:29Z,2460000,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1628379]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Kennard,1628379.0,,,,
249,PT03M57.00S,2021-12-11T21:24:26.7Z,2,REGULAR,substitution,out,[],1626159,,,1610612746,41,39,2021-12-11T21:24:32Z,2480000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M57.00S,2021-12-11T21:24:26.7Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,41,39,2021-12-11T21:24:32Z,2490000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M48.00S,2021-12-11T21:24:48.8Z,2,REGULAR,2pt,Jump Shot,[],202704,18.183311432325894,73.77450980392157,1610612746,43,39,2021-12-11T21:24:53Z,2500000,-119.0,118.0,1,left,R. Jackson 16' pullup Jump Shot (9 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,16.78,Made,,,,,9.0,,,,,,,,,,,,,
252,PT03M32.00S,2021-12-11T21:25:06.8Z,2,REGULAR,3pt,Jump Shot,[],1630175,67.85479632063075,30.637254901960787,1610612753,43,39,2021-12-11T21:27:07Z,2510000,-97.0,250.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,
253,PT03M31.00S,2021-12-11T21:25:07.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,43,39,2021-12-11T21:27:07Z,2520000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,
254,PT03M31.00S,2021-12-11T21:25:11.3Z,2,REGULAR,foul,personal,[],1628976,,,1610612746,43,39,2021-12-11T21:25:20Z,2530000,,,0,,W. Carter Jr. loose ball personal FOUL (1 PF),"[1628976, 1627826]",1610612753.0,ORL,loose ball,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Zubac,1627826.0,,,,
256,PT03M13.00S,2021-12-11T21:25:37.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,16.212220762155056,51.96078431372549,1610612746,45,39,2021-12-11T21:25:41Z,2550000,-10.0,100.0,1,left,I. Zubac 10' turnaround Hook (7 PTS) (R. Jackson 2 AST),"[1627826, 202704]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,10.04,Made,,,,,7.0,R. Jackson,202704.0,2.0,,,,,,,,,,
258,PT02M56.00S,2021-12-11T21:25:53.8Z,2,REGULAR,3pt,Jump Shot,[],1628964,73.89947437582128,18.872549019607845,1610612753,45,39,2021-12-11T21:25:58Z,2570000,-156.0,193.0,1,right,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,
259,PT02M52.00S,2021-12-11T21:25:57.3Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,45,39,2021-12-11T21:25:57Z,2580000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,258.0,1.0,1.0,0.0,,,,,,,,,,,,,,
260,PT02M40.00S,2021-12-11T21:26:09.7Z,2,REGULAR,3pt,Jump Shot,[],202694,32.24375821287779,62.00980392156863,1610612746,45,39,2021-12-11T21:26:15Z,2590000,-60.0,251.0,1,left,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
261,PT02M36.00S,2021-12-11T21:26:13.7Z,2,REGULAR,rebound,defensive,[],203914,,,1610612753,45,39,2021-12-11T21:26:15Z,2600000,,,0,,G. Harris REBOUND (Off:1 Def:3),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,260.0,4.0,3.0,1.0,,,,,,,,,,,,,,
262,PT02M23.00S,2021-12-11T21:26:26.4Z,2,REGULAR,2pt,Jump Shot,[],1628976,91.50788436268068,28.92156862745098,1610612753,45,39,2021-12-11T21:28:33Z,2610000,-105.0,27.0,1,right,MISS W. Carter Jr. 10' floating Shot,[1628976],1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,10.89,Missed,,,,,,,,,,,,,,,,,,
263,PT02M20.00S,2021-12-11T21:26:29.4Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,45,39,2021-12-11T21:26:31Z,2620000,,,0,,M. Morris Sr. REBOUND (Off:2 Def:4),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,262.0,6.0,4.0,2.0,,,,,,,,,,,,,,
264,PT02M06.00S,2021-12-11T21:26:43.9Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612746,45,39,2021-12-11T21:26:49Z,2630000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1628976]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,1.0,,,,,,,,Carter Jr.,1628976.0
