actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
180,PT10M40.00S,2021-11-24T04:14:23.8Z,2,REGULAR,foul,technical,['1freethrow'],201586,,,1610612742,27,21,2021-11-24T04:14:34Z,1800000,,,0,,S. Ibaka defensive-3-second technical FOUL (1 Tech),[201586],1610612746.0,LAC,defensive-3-second,,,Ibaka,S. Ibaka,,,,,,,,,,,202053.0,0.0,1.0,,,,,,,,,,,,
181,PT10M40.00S,2021-11-24T04:14:42.2Z,2,REGULAR,freethrow,1 of 1,[],204001,,,1610612742,27,22,2021-11-24T04:14:42Z,1810000,,,0,,K. Porzingis technical Free Throw 1 of 1 (6 PTS),[204001],1610612742.0,DAL,technical,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
182,PT10M40.00S,2021-11-24T04:14:43.9Z,2,REGULAR,substitution,out,[],203504,,,1610612742,27,22,2021-11-24T04:14:50Z,1820000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M40.00S,2021-11-24T04:14:43.9Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,27,22,2021-11-24T04:14:50Z,1830000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M30.00S,2021-11-24T04:15:06.5Z,2,REGULAR,foul,personal,['2freethrow'],202694,,,1610612742,27,22,2021-11-24T04:15:12Z,1840000,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Doncic 2 FT),"[202694, 1629029]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,1627541.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,
186,PT10M30.00S,2021-11-24T04:15:33.7Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,27,23,2021-11-24T04:15:33Z,1860000,,,0,,L. Doncic Free Throw 1 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
187,PT10M30.00S,2021-11-24T04:15:35.6Z,2,REGULAR,substitution,out,[],201586,,,1610612742,27,23,2021-11-24T04:15:41Z,1870000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M30.00S,2021-11-24T04:15:35.6Z,2,REGULAR,substitution,in,[],1627826,,,1610612742,27,23,2021-11-24T04:15:41Z,1880000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M30.00S,2021-11-24T04:15:54.1Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,27,24,2021-11-24T04:15:54Z,1890000,,,0,,L. Doncic Free Throw 2 of 2 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
190,PT10M10.00S,2021-11-24T04:16:14.6Z,2,REGULAR,3pt,Jump Shot,[],1629599,73.37385019710908,83.08823529411765,1610612746,30,24,2021-11-24T04:16:24Z,1900000,165.0,198.0,1,right,A. Coffey 25' 3PT  (3 PTS) (P. George 3 AST),"[1629599, 202331]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.78,Made,,,,,,,,,,3.0,,,,P. George,202331.0,3.0,,,
192,PT09M54.00S,2021-11-24T04:16:31.0Z,2,REGULAR,3pt,Jump Shot,[],1629029,34.8718791064389,47.549019607843135,1610612742,30,24,2021-11-24T04:16:36Z,1920000,12.0,275.0,1,left,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,,
193,PT09M51.00S,2021-11-24T04:16:34.0Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,30,24,2021-11-24T04:16:36Z,1930000,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,192.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
194,PT09M44.00S,2021-11-24T04:16:41.0Z,2,REGULAR,2pt,Jump Shot,[],202694,75.73915900131406,33.33333333333334,1610612746,32,24,2021-11-24T04:51:42Z,1940000,-83.0,176.0,1,right,M. Morris Sr. 19' pullup Jump Shot (5 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,19.44,Made,,,,,,,,,,5.0,,,,,,,,,
195,PT09M27.00S,2021-11-24T04:16:57.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,10.82457293035479,51.22549019607843,1610612742,32,24,2021-11-24T04:18:40Z,1950000,-6.0,49.0,1,left,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,4.97,Missed,,,,,,,,,,,,,,,,,,,
196,PT09M22.00S,2021-11-24T04:17:02.6Z,2,REGULAR,rebound,offensive,[],1629029,,,1610612742,32,24,2021-11-24T04:18:40Z,1960000,,,0,,L. Doncic REBOUND (Off:1 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,195.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
197,PT09M22.00S,2021-11-24T04:17:02.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,5.590000152587891,50.0,1610612742,32,24,2021-11-24T04:17:02Z,1970000,0.0,0.0,1,left,MISS L. Doncic putback Layup,[1629029],1610612742.0,DAL,putback,,,Doncic,L. Doncic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M22.00S,2021-11-24T04:17:02.9Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,32,24,2021-11-24T04:17:02Z,1980000,,,0,,E. Bledsoe REBOUND (Off:1 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,197.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
199,PT09M12.00S,2021-11-24T04:17:12.4Z,2,REGULAR,turnover,bad pass,[],202694,,,1610612746,32,24,2021-11-24T04:17:28Z,1990000,,,0,,M. Morris Sr. bad pass TURNOVER (1 TO),"[202694, 204001]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,1.0,,,,,,Porzingis,204001.0,
200,PT09M12.00S,2021-11-24T04:17:12.4Z,2,REGULAR,steal,,[],204001,,,1610612742,32,24,2021-11-24T04:17:14Z,2000000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M00.00S,2021-11-24T04:17:28.3Z,2,REGULAR,foul,offensive,[],204001,,,1610612742,32,24,2021-11-24T04:17:44Z,2010000,,,0,,K. Porzingis charge offensive FOUL (2 PF),"[204001, 202331]",1610612742.0,DAL,charge,,,Porzingis,K. Porzingis,,,,,,,,,,,202053.0,2.0,0.0,George,202331.0,,,,,,,,,,
203,PT09M00.00S,2021-11-24T04:17:28.3Z,2,REGULAR,turnover,offensive foul,[],204001,,,1610612742,32,24,2021-11-24T04:17:28Z,2030000,,,0,,K. Porzingis offensive foul TURNOVER (2 TO),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,202053.0,,,,,,2.0,,,,,,,,
204,PT08M44.00S,2021-11-24T04:18:05.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,80.33837056504599,41.42156862745098,1610612746,32,24,2021-11-24T04:18:10Z,2040000,-43.0,132.0,1,right,MISS P. George 13' step back Shot,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,13.91,Missed,,,,,,,,,,,,,,,,,,,
205,PT08M40.00S,2021-11-24T04:18:09.1Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,32,24,2021-11-24T04:18:10Z,2050000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,204.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
206,PT08M33.00S,2021-11-24T04:18:19.1Z,2,REGULAR,turnover,out-of-bounds,[],1627827,,,1610612742,32,24,2021-11-24T04:18:24Z,2060000,,,0,,D. Finney-Smith step out-of-bounds TURNOVER (1 TO),[1627827],1610612742.0,DAL,step,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,1627541.0,,,,,,1.0,,,,,,,,
207,PT08M33.00S,2021-11-24T04:18:23.4Z,2,REGULAR,substitution,out,[],1628973,,,1610612746,32,24,2021-11-24T04:18:29Z,2070000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M33.00S,2021-11-24T04:18:23.4Z,2,REGULAR,substitution,out,[],1628467,,,1610612746,32,24,2021-11-24T04:18:29Z,2080000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M33.00S,2021-11-24T04:18:23.4Z,2,REGULAR,substitution,in,[],203501,,,1610612746,32,24,2021-11-24T04:18:29Z,2090000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M33.00S,2021-11-24T04:18:23.4Z,2,REGULAR,substitution,in,[],1628425,,,1610612746,32,24,2021-11-24T04:18:29Z,2100000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M24.00S,2021-11-24T04:18:44.9Z,2,REGULAR,foul,offensive,[],202694,,,1610612746,32,24,2021-11-24T04:19:07Z,2110000,,,0,,M. Morris Sr. offensive FOUL (2 PF),"[202694, 1628425]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,201640.0,2.0,0.0,Brown,1628425.0,,,,,,,,,,
213,PT08M24.00S,2021-11-24T04:18:44.9Z,2,REGULAR,turnover,offensive foul,[],202694,,,1610612746,32,24,2021-11-24T04:19:07Z,2130000,,,0,,M. Morris Sr. offensive foul TURNOVER (2 TO),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,201640.0,,,,,,2.0,,,,,,,,
214,PT08M14.00S,2021-11-24T04:19:04.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204001,6.8823915900131425,45.833333333333336,1610612742,32,26,2021-11-24T04:19:11Z,2140000,21.0,12.0,1,left,K. Porzingis alley-oop Layup (8 PTS) (L. Doncic 2 AST),"[204001, 1629029]",1610612742.0,DAL,alley-oop,,,Porzingis,K. Porzingis,,,,,2.41,Made,,,,,,,,,,8.0,,,,L. Doncic,1629029.0,2.0,,,
216,PT08M00.00S,2021-11-24T04:19:18.1Z,2,REGULAR,3pt,Jump Shot,[],202694,77.71024967148489,7.35294117647058,1610612746,32,26,2021-11-24T04:19:27Z,2160000,-213.0,157.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
217,PT07M54.00S,2021-11-24T04:19:24.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,32,26,2021-11-24T04:19:27Z,2170000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
218,PT07M46.00S,2021-11-24T04:19:30.9Z,2,REGULAR,3pt,Jump Shot,[],1627827,7.539421813403408,95.58823529411765,1610612742,32,26,2021-11-24T04:19:37Z,2180000,-228.0,18.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,,
219,PT07M41.00S,2021-11-24T04:19:35.9Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,32,26,2021-11-24T04:19:37Z,2190000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:4),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,218.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
220,PT07M36.00S,2021-11-24T04:19:42.0Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,32,26,2021-11-24T04:19:46Z,2200000,,,0,,E. Bledsoe bad pass TURNOVER (1 TO),"[202339, 1627827]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,1.0,,,,,,Finney-Smith,1627827.0,
221,PT07M36.00S,2021-11-24T04:19:42.0Z,2,REGULAR,steal,,[],1627827,,,1610612742,32,26,2021-11-24T04:19:43Z,2210000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M29.00S,2021-11-24T04:19:48.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627827,8.722076215505908,53.67647058823529,1610612742,32,28,2021-11-24T04:19:58Z,2220000,-18.0,29.0,1,left,D. Finney-Smith running Layup (4 PTS) (L. Doncic 3 AST),"[1627827, 1629029]",1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,3.48,Made,,,,,,,,,,4.0,,,,L. Doncic,1629029.0,3.0,,,
224,PT07M29.00S,2021-11-24T04:19:53.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,32,28,2021-11-24T04:19:53Z,2240000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M29.00S,2021-11-24T04:22:02.0Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,32,28,2021-11-24T04:22:35Z,2250000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M29.00S,2021-11-24T04:22:02.0Z,2,REGULAR,substitution,out,[],204001,,,1610612746,32,28,2021-11-24T04:22:35Z,2260000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M29.00S,2021-11-24T04:22:02.0Z,2,REGULAR,substitution,in,[],202704,,,1610612746,32,28,2021-11-24T04:22:35Z,2270000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M29.00S,2021-11-24T04:22:02.0Z,2,REGULAR,substitution,in,[],1626161,,,1610612746,32,28,2021-11-24T04:22:35Z,2280000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M17.00S,2021-11-24T04:22:57.3Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,32,28,2021-11-24T04:23:00Z,2290000,,,0,,E. Bledsoe bad pass TURNOVER (2 TO),"[202339, 1626161]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,2.0,,,,,,Cauley-Stein,1626161.0,
230,PT07M17.00S,2021-11-24T04:22:57.3Z,2,REGULAR,steal,,[],1626161,,,1610612742,32,28,2021-11-24T04:22:59Z,2300000,,,0,,W. Cauley-Stein STEAL (1 STL),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M12.00S,2021-11-24T04:23:06.0Z,2,REGULAR,foul,personal,[],202339,,,1610612742,32,28,2021-11-24T04:23:12Z,2310000,,,0,,E. Bledsoe personal FOUL (2 PF),"[202339, 1627827]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,201640.0,2.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,
233,PT07M06.00S,2021-11-24T04:23:31.8Z,2,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,32,28,2021-11-24T04:23:39Z,2330000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (2 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,1627541.0,,,,,,2.0,,,,,,,,
234,PT06M50.00S,2021-11-24T04:23:53.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202704,71.66557161629436,17.64705882352942,1610612746,35,28,2021-11-24T04:23:57Z,2340000,-162.0,214.0,1,right,R. Jackson 26' 3PT step back (12 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,26.81,Made,,,,,,,,,,12.0,,,,,,,,,
235,PT06M27.00S,2021-11-24T04:24:19.8Z,2,REGULAR,foul,offensive,[],1629029,,,1610612742,35,28,2021-11-24T04:24:30Z,2350000,,,0,,L. Doncic offensive FOUL (3 PF),"[1629029, 202339]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,201640.0,3.0,1.0,Bledsoe,202339.0,,,,,,,,,,
237,PT06M27.00S,2021-11-24T04:24:19.8Z,2,REGULAR,turnover,offensive foul,[],1629029,,,1610612742,35,28,2021-11-24T04:24:30Z,2370000,,,0,,L. Doncic offensive foul TURNOVER (3 TO),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,201640.0,,,,,,3.0,,,,,,,,
238,PT06M27.00S,2021-11-24T04:24:35.4Z,2,REGULAR,substitution,out,[],1629029,,,1610612746,35,28,2021-11-24T04:24:37Z,2380000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M27.00S,2021-11-24T04:24:35.4Z,2,REGULAR,substitution,in,[],1628973,,,1610612746,35,28,2021-11-24T04:24:37Z,2390000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M16.00S,2021-11-24T04:25:04.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627826,93.08475689881735,49.754901960784316,1610612746,37,28,2021-11-24T04:25:09Z,2400000,-1.0,13.0,1,right,I. Zubac driving reverse Layup (4 PTS) (P. George 4 AST),"[1627826, 202331]",1610612746.0,LAC,driving reverse,,,Zubac,I. Zubac,,,,,1.26,Made,,,,,,,,,,4.0,,,,P. George,202331.0,4.0,,,
242,PT05M59.00S,2021-11-24T04:25:21.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628425,15.292378449408673,48.774509803921575,1610612742,37,28,2021-11-24T04:25:29Z,2420000,6.0,91.0,1,left,MISS S. Brown 9' driving floating Shot,[1628425],1610612742.0,DAL,driving floating,,,Brown,S. Brown,,,,,9.14,Missed,,,,,,,,,,,,,,,,,,,
243,PT05M57.00S,2021-11-24T04:25:23.3Z,2,REGULAR,rebound,offensive,[],1628425,,,1610612742,37,28,2021-11-24T04:25:29Z,2430000,,,0,,S. Brown REBOUND (Off:1 Def:0),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,242.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
244,PT05M57.00S,2021-11-24T04:25:28.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628425,5.590000152587891,50.0,1610612742,37,28,2021-11-24T04:25:34Z,2440000,0.0,0.0,1,left,MISS S. Brown putback Layup - blocked,"[1628425, 202694]",1610612742.0,DAL,putback,,,Brown,S. Brown,,,,,0.0,Missed,,,,,,,,,,,,Morris Sr.,202694.0,,,,,,
245,PT05M57.00S,2021-11-24T04:25:28.0Z,2,REGULAR,block,,[],202694,,,1610612742,37,28,2021-11-24T04:25:29Z,2450000,,,0,,M. Morris Sr. BLOCK (1 BLK),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M57.00S,2021-11-24T04:25:28.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,37,28,2021-11-24T04:25:34Z,2460000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,
247,PT05M57.00S,2021-11-24T04:25:31.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,37,28,2021-11-24T04:25:31Z,2470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M55.00S,2021-11-24T04:25:40.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203501,14.635348226018394,81.37254901960785,1610612742,37,28,2021-11-24T04:25:46Z,2480000,-157.0,85.0,1,left,MISS T. Hardaway Jr. 17' bank Shot,[203501],1610612742.0,DAL,bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,17.85,Missed,,,,,,,,,,,,,,,,,,,
249,PT05M51.00S,2021-11-24T04:25:44.1Z,2,REGULAR,rebound,offensive,[],1628425,,,1610612742,37,28,2021-11-24T04:25:46Z,2490000,,,0,,S. Brown REBOUND (Off:2 Def:0),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,248.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
250,PT05M51.00S,2021-11-24T04:25:44.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628425,6.4881734559789805,47.79411764705882,1610612742,37,30,2021-11-24T04:25:48Z,2500000,11.0,8.0,1,left,S. Brown putback Layup (2 PTS),[1628425],1610612742.0,DAL,putback,,,Brown,S. Brown,,,,,1.39,Made,,,,,,,,,,2.0,,,,,,,,,
251,PT05M33.00S,2021-11-24T04:26:01.6Z,2,REGULAR,3pt,Jump Shot,[],202331,70.74572930354796,23.039215686274503,1610612746,37,30,2021-11-24T04:30:43Z,2510000,-135.0,222.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
252,PT05M29.00S,2021-11-24T04:26:05.6Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,37,30,2021-11-24T04:26:07Z,2520000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,251.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
253,PT05M15.00S,2021-11-24T04:26:20.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,16.606438896189218,59.80392156862745,1610612742,37,32,2021-11-24T04:33:58Z,2530000,-49.0,104.0,1,left,J. Brunson 11' turnaround fadeaway Jump Shot (4 PTS),[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,11.46,Made,,,,,,,,,,4.0,,,,,,,,,
254,PT05M02.00S,2021-11-24T04:26:33.0Z,2,REGULAR,3pt,Jump Shot,[],202339,73.242444152431,81.61764705882354,1610612746,37,32,2021-11-24T04:26:37Z,2540000,158.0,199.0,1,right,MISS E. Bledsoe 25' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M59.00S,2021-11-24T04:26:36.0Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,37,32,2021-11-24T04:26:37Z,2550000,,,0,,S. Brown REBOUND (Off:2 Def:1),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,254.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
256,PT04M56.00S,2021-11-24T04:26:41.9Z,2,REGULAR,turnover,traveling,[],1628973,,,1610612742,37,32,2021-11-24T04:26:48Z,2560000,,,0,,J. Brunson traveling TURNOVER (2 TO),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,201640.0,,,,,,2.0,,,,,,,,
257,PT04M56.00S,2021-11-24T04:26:53.7Z,2,REGULAR,substitution,out,[],202339,,,1610612746,37,32,2021-11-24T04:26:56Z,2570000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M56.00S,2021-11-24T04:26:53.7Z,2,REGULAR,substitution,in,[],1628379,,,1610612746,37,32,2021-11-24T04:26:56Z,2580000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M56.00S,2021-11-24T04:27:13.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,37,32,2021-11-24T04:27:13Z,2590000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M56.00S,2021-11-24T04:29:59.7Z,2,REGULAR,substitution,out,[],1628425,,,1610612746,37,32,2021-11-24T04:30:15Z,2600000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M56.00S,2021-11-24T04:29:59.7Z,2,REGULAR,substitution,out,[],1628973,,,1610612746,37,32,2021-11-24T04:30:15Z,2610000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M56.00S,2021-11-24T04:29:59.7Z,2,REGULAR,substitution,out,[],1626161,,,1610612746,37,32,2021-11-24T04:30:15Z,2620000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M56.00S,2021-11-24T04:29:59.7Z,2,REGULAR,substitution,in,[],204001,,,1610612746,37,32,2021-11-24T04:30:15Z,2630000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M56.00S,2021-11-24T04:29:59.7Z,2,REGULAR,substitution,in,[],1628467,,,1610612746,37,32,2021-11-24T04:30:15Z,2640000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M56.00S,2021-11-24T04:29:59.7Z,2,REGULAR,substitution,in,[],203504,,,1610612746,37,32,2021-11-24T04:30:15Z,2650000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
