actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
440,PT04M57.00S,2021-11-24T05:15:44.0Z,3,REGULAR,rebound,offensive,[],1628467,,,1610612742,67,62,2021-11-24T05:15:44Z,4400000,,,0,,M. Kleber REBOUND (Off:1 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,439.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
441,PT04M55.00S,2021-11-24T05:15:46.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628467,92.0335085413929,3.67647058823529,1610612742,67,62,2021-11-24T05:15:51Z,4410000,-232.0,22.0,1,right,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,,
442,PT04M51.00S,2021-11-24T05:15:50.1Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,67,62,2021-11-24T05:15:51Z,4420000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,441.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
443,PT04M49.00S,2021-11-24T05:15:51.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203501,67.9862023653088,30.637254901960787,1610612742,67,62,2021-11-24T05:15:55Z,4430000,-97.0,248.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
444,PT04M46.00S,2021-11-24T05:15:54.2Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,67,62,2021-11-24T05:15:55Z,4440000,,,0,,I. Zubac REBOUND (Off:2 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,443.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
445,PT04M27.00S,2021-11-24T05:16:13.9Z,3,REGULAR,3pt,Jump Shot,[],202704,37.877792378449406,60.55070465686275,1610612746,67,62,2021-11-24T05:20:22Z,4450000,-53.0,304.0,1,left,MISS R. Jackson 30' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,30.82,Missed,,,,,,,,,,,,,,,,,,,
446,PT04M25.00S,2021-11-24T05:16:15.9Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,67,62,2021-11-24T05:16:19Z,4460000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,445.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
447,PT04M19.00S,2021-11-24T05:16:26.5Z,3,REGULAR,violation,kicked ball,[],1627826,,,1610612742,67,62,2021-11-24T05:16:31Z,4470000,,,0,,I. Zubac kicked ball VIOLATION,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,202053.0,,,,,,,,,,,,,,
448,PT04M19.00S,2021-11-24T05:16:28.9Z,3,REGULAR,substitution,out,[],1627826,,,1610612742,67,62,2021-11-24T05:16:33Z,4480000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M19.00S,2021-11-24T05:16:28.9Z,3,REGULAR,substitution,in,[],1628392,,,1610612742,67,62,2021-11-24T05:16:33Z,4490000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M05.00S,2021-11-24T05:16:59.9Z,3,REGULAR,3pt,Jump Shot,[],203501,73.76806833114324,12.990196078431367,1610612742,67,65,2021-11-24T05:17:04Z,4500000,-185.0,194.0,1,right,T. Hardaway Jr. 26' 3PT  (8 PTS) (L. Doncic 7 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.81,Made,,,,,,,,,,8.0,,,,L. Doncic,1629029.0,7.0,,,
452,PT03M57.00S,2021-11-24T05:17:11.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612746,67,65,2021-11-24T05:17:15Z,4520000,,,0,,T. Hardaway Jr. personal FOUL (4 PF) (Jackson 2 FT),"[203501, 202704]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,202053.0,4.0,0.0,Jackson,202704.0,,,,,,,,,,
454,PT03M57.00S,2021-11-24T05:17:45.4Z,3,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,67,65,2021-11-24T05:17:45Z,4540000,,,0,,MISS R. Jackson Free Throw 1 of 2,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
455,PT03M57.00S,2021-11-24T05:17:45.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,67,65,2021-11-24T05:17:45Z,4550000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,,,,
456,PT03M57.00S,2021-11-24T05:17:46.3Z,3,REGULAR,substitution,out,[],202331,,,1610612746,67,65,2021-11-24T05:17:56Z,4560000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M57.00S,2021-11-24T05:17:46.3Z,3,REGULAR,substitution,out,[],203501,,,1610612746,67,65,2021-11-24T05:17:56Z,4570000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M57.00S,2021-11-24T05:17:46.3Z,3,REGULAR,substitution,in,[],1629599,,,1610612746,67,65,2021-11-24T05:17:56Z,4580000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M57.00S,2021-11-24T05:17:46.3Z,3,REGULAR,substitution,in,[],1628425,,,1610612746,67,65,2021-11-24T05:17:56Z,4590000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M57.00S,2021-11-24T05:18:17.5Z,3,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,68,65,2021-11-24T05:18:17Z,4600000,,,0,,R. Jackson Free Throw 2 of 2 (20 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,,,,,,,,,,20.0,,,,,,,,,
461,PT03M42.00S,2021-11-24T05:18:33.0Z,3,REGULAR,3pt,Jump Shot,[],1629029,71.53416557161628,11.029411764705884,1610612742,68,68,2021-11-24T05:18:37Z,4610000,-195.0,215.0,1,right,L. Doncic 29' 3PT step back (24 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,29.03,Made,,,,,,,,,,24.0,,,,,,,,,
462,PT03M16.00S,2021-11-24T05:18:58.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,15.949408672798953,58.088235294117645,1610612746,70,68,2021-11-24T05:19:07Z,4620000,-40.0,97.0,1,left,R. Jackson 10' fadeaway Jump Shot (22 PTS),[202704],1610612746.0,LAC,fadeaway,,,Jackson,R. Jackson,,,,,10.54,Made,,,,,,,,,,22.0,,,,,,,,,
463,PT02M57.00S,2021-11-24T05:19:18.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,89.14257555847568,41.17647058823529,1610612742,70,70,2021-11-24T05:19:26Z,4630000,-44.0,50.0,1,right,L. Doncic 6' driving floating bank Jump Shot (26 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,6.64,Made,,,,,,,,,,26.0,,,,,,,,,
464,PT02M35.00S,2021-11-24T05:19:40.7Z,3,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612746,70,70,2021-11-24T05:23:42Z,4640000,,,0,,T. Mann flagrant-type-1 personal FOUL (4 PF) (Powell 2 FT),"[1629611, 203939]",1610612746.0,LAC,flagrant-type-1,,,Mann,T. Mann,,,,,,,,,,,202053.0,4.0,0.0,Powell,203939.0,,,,,,,,,,
473,PT02M35.00S,2021-11-24T05:19:40.7Z,3,REGULAR,turnover,,[],1629611,,,1610612746,70,70,2021-11-24T05:19:40Z,4660000,,,0,,T. Mann TURNOVER (3 TO),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,202053.0,,,,,,3.0,,,,,,,,
483,PT02M35.00S,2021-11-24T05:19:47.2Z,3,REGULAR,instantreplay,request,[],0,,,1610612742,70,70,2021-11-24T05:31:44Z,4665000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,201640.0,,,,,,,,,,,,,,Common Foul to Flagrant 1
467,PT02M35.00S,2021-11-24T05:19:53.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,70,70,2021-11-24T05:19:40Z,4670000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M35.00S,2021-11-24T05:22:28.4Z,3,REGULAR,substitution,out,[],1627827,,,1610612742,70,70,2021-11-24T05:19:40Z,4680000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M35.00S,2021-11-24T05:22:28.4Z,3,REGULAR,substitution,in,[],203504,,,1610612742,70,70,2021-11-24T05:19:40Z,4690000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M35.00S,2021-11-24T05:23:33.3Z,3,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,70,70,2021-11-24T05:24:01Z,4700000,,,0,,MISS D. Powell flagrant Free Throw 1 of 2,[203939],1610612742.0,DAL,flagrant,,,Powell,D. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
471,PT02M35.00S,2021-11-24T05:23:33.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,70,70,2021-11-24T05:24:01Z,4710000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,,
472,PT02M35.00S,2021-11-24T05:23:33.3Z,3,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,70,70,2021-11-24T05:24:01Z,4720000,,,0,,MISS D. Powell flagrant Free Throw 2 of 2,[203939],1610612742.0,DAL,flagrant,,,Powell,D. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
474,PT02M35.00S,2021-11-24T05:23:33.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,70,70,2021-11-24T05:24:01Z,4730000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,,
475,PT02M15.00S,2021-11-24T05:23:52.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,93.74178712220763,3.9215686274509807,1610612742,70,70,2021-11-24T05:26:59Z,4740000,-230.0,6.0,1,right,MISS L. Doncic step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
476,PT02M13.00S,2021-11-24T05:23:54.2Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,70,70,2021-11-24T05:23:54Z,4750000,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,475.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
477,PT02M07.00S,2021-11-24T05:24:00.0Z,3,REGULAR,turnover,bad pass,[],202704,,,1610612746,70,70,2021-11-24T05:24:10Z,4760000,,,0,,R. Jackson bad pass TURNOVER (3 TO),"[202704, 1629029]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,3.0,,,,,,Doncic,1629029.0,
478,PT02M07.00S,2021-11-24T05:24:00.0Z,3,REGULAR,steal,,[],1629029,,,1610612742,70,70,2021-11-24T05:24:01Z,4770000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M49.00S,2021-11-24T05:24:25.4Z,3,REGULAR,foul,personal,['3freethrow'],1629611,,,1610612742,70,70,2021-11-24T05:24:31Z,4790000,,,0,,T. Mann shooting personal FOUL (5 PF) (Burke 3 FT),"[1629611, 203504]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,,,,,,201640.0,5.0,0.0,Burke,203504.0,,,,,,,,,,
482,PT01M49.00S,2021-11-24T05:25:01.0Z,3,REGULAR,freethrow,1 of 3,['fromturnover'],203504,,,1610612742,70,71,2021-11-24T05:25:01Z,4810000,,,0,,T. Burke Free Throw 1 of 3 (1 PTS),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
484,PT01M49.00S,2021-11-24T05:25:18.4Z,3,REGULAR,freethrow,2 of 3,['fromturnover'],203504,,,1610612742,70,72,2021-11-24T05:25:18Z,4820000,,,0,,T. Burke Free Throw 2 of 3 (2 PTS),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
485,PT01M49.00S,2021-11-24T05:25:18.9Z,3,REGULAR,substitution,out,[],1629611,,,1610612742,70,72,2021-11-24T05:25:24Z,4830000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M49.00S,2021-11-24T05:25:18.9Z,3,REGULAR,substitution,out,[],1629029,,,1610612742,70,72,2021-11-24T05:25:24Z,4840000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT01M49.00S,2021-11-24T05:25:18.9Z,3,REGULAR,substitution,in,[],202331,,,1610612742,70,72,2021-11-24T05:25:24Z,4850000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M49.00S,2021-11-24T05:25:18.9Z,3,REGULAR,substitution,in,[],1627827,,,1610612742,70,72,2021-11-24T05:25:24Z,4860000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M49.00S,2021-11-24T05:25:40.2Z,3,REGULAR,freethrow,3 of 3,['fromturnover'],203504,,,1610612742,70,73,2021-11-24T05:25:40Z,4870000,,,0,,T. Burke Free Throw 3 of 3 (3 PTS),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
490,PT01M33.00S,2021-11-24T05:25:57.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,19.579500657030223,35.51623774509804,1610612746,72,73,2021-11-24T05:26:04Z,4880000,72.0,132.0,1,left,R. Jackson 15' pullup Jump Shot (24 PTS) (I. Hartenstein 1 AST),"[202704, 1628392]",1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,15.01,Made,,,,,,,,,,24.0,,,,I. Hartenstein,1628392.0,1.0,,,
492,PT01M33.00S,2021-11-24T05:26:03.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203504,,,1610612746,72,73,2021-11-24T05:26:09Z,4900000,,,0,,T. Burke shooting personal FOUL (2 PF) (Jackson 1 FT),"[203504, 202704]",1610612742.0,DAL,shooting,,,Burke,T. Burke,,,,,,,,,,,202053.0,2.0,0.0,Jackson,202704.0,,,,,,,,,,
494,PT01M33.00S,2021-11-24T05:26:12.1Z,3,REGULAR,substitution,out,[],203939,,,1610612746,72,73,2021-11-24T05:26:38Z,4920000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M33.00S,2021-11-24T05:26:12.1Z,3,REGULAR,substitution,in,[],204001,,,1610612746,72,73,2021-11-24T05:26:38Z,4930000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M33.00S,2021-11-24T05:26:34.7Z,3,REGULAR,freethrow,1 of 1,[],202704,,,1610612746,72,73,2021-11-24T05:26:40Z,4940000,,,0,,MISS R. Jackson Free Throw 1 of 1,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
497,PT01M32.00S,2021-11-24T05:26:35.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,72,73,2021-11-24T05:26:40Z,4950000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,,,,
498,PT01M32.00S,2021-11-24T05:26:39.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,72,73,2021-11-24T05:26:39Z,4960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT01M21.00S,2021-11-24T05:27:06.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202331,5.699737187910642,33.57843137254902,1610612746,72,73,2021-11-24T05:27:09Z,4970000,82.0,1.0,1,left,MISS P. George 8' turnaround fadeaway Shot,[202331],1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,8.21,Missed,,,,,,,,,,,,,,,,,,,
500,PT01M19.00S,2021-11-24T05:27:08.9Z,3,REGULAR,rebound,defensive,[],1628425,,,1610612742,72,73,2021-11-24T05:27:09Z,4980000,,,0,,S. Brown REBOUND (Off:2 Def:2),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,499.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
501,PT01M03.00S,2021-11-24T05:27:24.9Z,3,REGULAR,2pt,Jump Shot,[],203504,75.34494086727989,62.745098039215684,1610612742,72,75,2021-11-24T05:27:31Z,4990000,64.0,179.0,1,right,T. Burke 19' pullup Jump Shot (5 PTS),[203504],1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,19.03,Made,,,,,,,,,,5.0,,,,,,,,,
502,PT00M48.60S,2021-11-24T05:27:40.3Z,3,REGULAR,2pt,Jump Shot,[],202704,18.183311432325894,76.22549019607843,1610612746,74,75,2021-11-24T05:27:44Z,5000000,-131.0,118.0,1,left,R. Jackson 17' step back Jump Shot (26 PTS) (P. George 5 AST),"[202704, 202331]",1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,17.67,Made,,,,,,,,,,26.0,,,,P. George,202331.0,5.0,,,
504,PT00M31.90S,2021-11-24T05:27:59.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203504,92.0335085413929,39.950980392156865,1610612742,74,75,2021-11-24T05:28:02Z,5020000,-50.0,22.0,1,right,MISS T. Burke driving Layup,[203504],1610612742.0,DAL,driving,,,Burke,T. Burke,,,,,5.5,Missed,,,,,,,,,,,,,,,,,,,
505,PT00M30.50S,2021-11-24T05:28:01.0Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,74,75,2021-11-24T05:28:02Z,5030000,,,0,,R. Jackson REBOUND (Off:1 Def:4),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,504.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
506,PT00M28.40S,2021-11-24T05:28:04.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612746,74,75,2021-11-24T05:28:25Z,5040000,,,0,,M. Kleber take personal FOUL (3 PF) (George 2 FT),"[1628467, 202331]",1610612742.0,DAL,take,,,Kleber,M. Kleber,,,,,,,,,,,1627541.0,3.0,0.0,George,202331.0,,,,,,,,,,
508,PT00M28.40S,2021-11-24T05:28:28.8Z,3,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,75,75,2021-11-24T05:28:28Z,5060000,,,0,,P. George Free Throw 1 of 2 (17 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
509,PT00M28.40S,2021-11-24T05:28:45.4Z,3,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,76,75,2021-11-24T05:28:45Z,5070000,,,0,,P. George Free Throw 2 of 2 (18 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,,,,,,18.0,,,,,,,,,
510,PT00M09.70S,2021-11-24T05:29:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628425,92.42772667542707,50.49019607843137,1610612742,76,77,2021-11-24T05:29:13Z,5080000,2.0,19.0,1,right,S. Brown cutting Layup (4 PTS) (K. Porzingis 1 AST),"[1628425, 204001]",1610612742.0,DAL,cutting,,,Brown,S. Brown,,,,,1.89,Made,,,,,,,,,,4.0,,,,K. Porzingis,204001.0,1.0,,,
512,PT00M02.20S,2021-11-24T05:29:17.8Z,3,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,76,77,2021-11-24T05:29:23Z,5100000,,,0,,P. George bad pass out-of-bounds TURNOVER (3 TO),[202331],1610612746.0,LAC,bad pass,,,George,P. George,,,,,,,,,,,1627541.0,,,,,,3.0,,,,,,,,
513,PT00M01.10S,2021-11-24T05:29:37.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628425,73.50525624178712,87.74509803921569,1610612742,76,80,2021-11-24T05:29:46Z,5110000,189.0,197.0,1,right,S. Brown 27' 3PT bank (7 PTS) (M. Kleber 1 AST),"[1628425, 1628467]",1610612742.0,DAL,bank,,,Brown,S. Brown,,,,,27.25,Made,,,,,,,,,,7.0,,,,M. Kleber,1628467.0,1.0,,,
516,PT00M01.10S,2021-11-24T05:29:39.2Z,3,REGULAR,instantreplay,request,[],0,,,1610612746,76,80,2021-11-24T05:30:17Z,5125000,,,0,,,[],,,support,,,,,,,,,,,,,,,201640.0,,,,,,,,,,,,,,End Period - Good Basket
515,PT00M00.00S,2021-11-24T05:29:41.4Z,3,REGULAR,period,end,[],0,,,1610612746,76,80,2021-11-24T05:29:41Z,5130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2021-11-24T05:32:14.5Z,4,REGULAR,substitution,out,['startperiod'],202704,,,1610612746,76,80,2021-11-24T05:32:26Z,5140000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2021-11-24T05:32:14.5Z,4,REGULAR,substitution,in,['startperiod'],202339,,,1610612746,76,80,2021-11-24T05:32:26Z,5150000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2021-11-24T05:32:31.6Z,4,REGULAR,period,start,[],0,,,1610612742,76,80,2021-11-24T05:32:31Z,5160000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M44.00S,2021-11-24T05:32:49.4Z,4,REGULAR,turnover,out-of-bounds,[],204001,,,1610612742,76,80,2021-11-24T05:32:55Z,5170000,,,0,,K. Porzingis lost ball out-of-bounds TURNOVER (3 TO),[204001],1610612742.0,DAL,lost ball,,,Porzingis,K. Porzingis,,,,,,,,,,,1627541.0,,,,,,3.0,,,,,,,,
521,PT11M23.00S,2021-11-24T05:33:16.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629599,30.535479632063073,26.960784313725497,1610612746,76,80,2021-11-24T05:33:21Z,5180000,115.0,235.0,1,left,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
522,PT11M18.00S,2021-11-24T05:33:21.5Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612746,76,80,2021-11-24T05:33:21Z,5190000,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,521.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
523,PT11M18.00S,2021-11-24T05:33:20.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628392,5.590000152587891,50.0,1610612746,76,80,2021-11-24T05:33:20Z,5200000,0.0,0.0,1,left,MISS I. Hartenstein tip Layup,[1628392],1610612746.0,LAC,tip,,,Hartenstein,I. Hartenstein,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
524,PT11M18.00S,2021-11-24T05:33:21.5Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612746,76,80,2021-11-24T05:33:21Z,5210000,,,0,,I. Hartenstein REBOUND (Off:2 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,523.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
525,PT11M10.00S,2021-11-24T05:33:29.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202331,8.196452036793687,53.18627450980392,1610612746,76,80,2021-11-24T05:33:34Z,5220000,-16.0,25.0,1,left,MISS P. George driving Layup - blocked,"[202331, 1627827]",1610612746.0,LAC,driving,,,George,P. George,,,,,2.92,Missed,,,,,,,,,,,,Finney-Smith,1627827.0,,,,,,
526,PT11M10.00S,2021-11-24T05:33:29.4Z,4,REGULAR,block,,[],1627827,,,1610612746,76,80,2021-11-24T05:33:31Z,5230000,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT11M07.00S,2021-11-24T05:33:32.4Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612746,76,80,2021-11-24T05:33:34Z,5240000,,,0,,I. Hartenstein REBOUND (Off:3 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,525.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
528,PT11M07.00S,2021-11-24T05:33:33.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628392,5.590000152587891,50.0,1610612746,78,80,2021-11-24T05:33:37Z,5250000,0.0,0.0,1,left,I. Hartenstein tip Layup (2 PTS),[1628392],1610612746.0,LAC,tip,,,Hartenstein,I. Hartenstein,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
