actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
175,PT10M22.00S,2024-11-17T01:43:12.9Z,2,REGULAR,block,,[],1630573,,,1610612761,32,28,2024-11-17T01:43:15Z,1710000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
176,PT10M18.00S,2024-11-17T01:43:16.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,32,28,2024-11-17T01:43:20Z,1720000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,In The Paint (Non-RA),0-8 Center,,,,,,,174.0,2.0,2.0,0.0,,,,,,,,,,
177,PT10M14.00S,2024-11-17T01:43:21.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,8.360709592641262,40.44117647058824,1610612738,32,28,2024-11-17T01:43:29Z,1730000,False,48.0,26.0,1,left,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,,,,,Brown,J. Brown,In The Paint (Non-RA),0-8 Center,5.45,Missed,,,,,,,,,,,,,,,,,,
178,PT10M12.00S,2024-11-17T01:43:23.0Z,2,REGULAR,rebound,defensive,[],1642367,,,1610612761,32,28,2024-11-17T01:43:29Z,1740000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:1),[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,In The Paint (Non-RA),0-8 Center,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,
179,PT10M06.00S,2024-11-17T01:43:29.7Z,2,REGULAR,3pt,Jump Shot,[],1642347,67.36202365308804,47.549019607843135,1610612761,32,28,2024-11-17T01:43:34Z,1750000,False,-12.0,254.0,1,right,MISS J. Shead 25' 3PT,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,Above the Break 3,24+ Center,25.46,Missed,,,,,,,,,,,,,,,,,,
180,PT10M02.00S,2024-11-17T01:43:32.6Z,2,REGULAR,rebound,offensive,[],1642367,,,1610612761,32,28,2024-11-17T01:43:32Z,1760000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:1),[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,Above the Break 3,24+ Center,,,,,,,179.0,2.0,1.0,1.0,,,,,,,,,,
181,PT09M51.00S,2024-11-17T01:43:44.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627751,87.99277266754271,58.333333333333336,1610612761,32,30,2024-11-17T01:43:49Z,1770000,False,42.0,60.0,1,right,J. Pöltl 7' driving Hook (4 PTS) (J. Shead 2 AST),"[1627751, 1642347]",1610612761.0,TOR,driving,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),0-8 Center,7.34,Made,4.0,,,,,,,,,,,,J. Shead,1642347.0,2.0,,,
182,PT09M26.00S,2024-11-17T01:44:09.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,16.770696452036795,41.42156862745098,1610612738,34,30,2024-11-17T01:44:15Z,1780000,False,43.0,105.0,1,left,J. Brown 11' driving floating Jump Shot (7 PTS) (N. Queta 2 AST),"[1627759, 1629674]",1610612738.0,BOS,driving floating,,,,,,,Brown,J. Brown,In The Paint (Non-RA),8-16 Center,11.35,Made,7.0,,,,,,,,,,,,N. Queta,1629674.0,2.0,,,
184,PT09M15.00S,2024-11-17T01:44:25.7Z,2,REGULAR,foul,offensive,[],1627751,,,1610612761,34,30,2024-11-17T01:44:35Z,1800000,False,,,0,,J. Pöltl offensive FOUL (1 PF),"[1627751, 1630573]",1610612761.0,TOR,,,,,,,203593.0,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Hauser,1630573.0,,,,,,
186,PT09M15.00S,2024-11-17T01:44:25.7Z,2,REGULAR,turnover,offensive foul,[],1627751,,,1610612761,34,30,2024-11-17T01:44:25Z,1820000,False,,,0,,J. Pöltl offensive foul TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,,,,203593.0,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Center,,,,1.0,,,,,,,,,,,,,,,,
187,PT09M04.00S,2024-11-17T01:44:47.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,34.773324572930356,44.85294117647059,1610612738,37,30,2024-11-17T01:44:52Z,1830000,False,26.0,274.0,1,left,D. White 27' 3PT  (8 PTS) (J. Brown 3 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,,,,,White,D. White,Above the Break 3,24+ Center,27.56,Made,8.0,,,,,,,,,,,,J. Brown,1627759.0,3.0,,,
189,PT08M52.00S,2024-11-17T01:44:59.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641711,87.33574244415243,49.50980392156863,1610612761,37,30,2024-11-17T01:46:29Z,1850000,False,-2.0,67.0,1,right,MISS G. Dick 6' floating Shot,[1641711],1610612761.0,TOR,floating,,,,,,,Dick,G. Dick,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
190,PT08M49.00S,2024-11-17T01:45:02.9Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,37,30,2024-11-17T01:45:19Z,1860000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),0-8 Center,,,,,,,189.0,2.0,1.0,1.0,,,,,,,,,,
191,PT08M48.00S,2024-11-17T01:45:04.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,94.40999984741211,50.0,1610612761,37,32,2024-11-17T01:45:29Z,1870000,False,0.0,0.0,1,right,J. Pöltl tip Layup (6 PTS),[1627751],1610612761.0,TOR,tip,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
192,PT08M36.00S,2024-11-17T01:45:17.4Z,2,REGULAR,2pt,Layup,[],1630573,11.777266754270697,29.901960784313726,1610612738,39,32,2024-11-17T01:47:00Z,1880000,False,100.0,58.0,1,left,S. Hauser 11' driving Layup (4 PTS) (J. Brown 4 AST),"[1630573, 1627759]",1610612738.0,BOS,driving,,,,,,,Hauser,S. Hauser,Mid-Range,8-16 Right,11.61,Made,4.0,,,,,,,,,,,,J. Brown,1627759.0,4.0,,,
194,PT08M36.00S,2024-11-17T01:45:26.5Z,2,REGULAR,foul,personal,['1freethrow'],1641711,,,1610612738,39,32,2024-11-17T01:45:44Z,1900000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Hauser 1 FT),"[1641711, 1630573]",1610612761.0,TOR,shooting,,,,,,1628481.0,Dick,G. Dick,Mid-Range,8-16 Right,,,,,,,,,,,1.0,0.0,Hauser,1630573.0,,,,,,
196,PT08M36.00S,2024-11-17T01:45:39.1Z,2,REGULAR,substitution,out,[],1641711,,,1610612738,39,32,2024-11-17T01:45:41Z,1920000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,
197,PT08M36.00S,2024-11-17T01:45:39.1Z,2,REGULAR,substitution,in,[],1629628,,,1610612738,39,32,2024-11-17T01:45:41Z,1930000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,
198,PT08M36.00S,2024-11-17T01:45:51.9Z,2,REGULAR,freethrow,1 of 1,[],1630573,,,1610612738,40,32,2024-11-17T01:45:51Z,1940000,False,,,0,,S. Hauser Free Throw 1 of 1 (5 PTS),[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,,,,Made,5.0,,,,,,,,,,,,,,,,,
200,PT08M21.00S,2024-11-17T01:46:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,86.28449408672799,40.19607843137255,1610612761,40,34,2024-11-17T01:47:43Z,1950000,False,-49.0,76.0,1,right,J. Pöltl 9' floating Jump Shot (8 PTS) (R. Barrett 2 AST),"[1627751, 1629628]",1610612761.0,TOR,floating,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Left,9.08,Made,8.0,,,,,,,,,,,,R. Barrett,1629628.0,2.0,,,
202,PT08M02.00S,2024-11-17T01:46:30.2Z,2,REGULAR,foul,personal,['2freethrow'],1642367,,,1610612738,40,34,2024-11-17T01:46:44Z,1970000,False,,,0,,J. Mogbo shooting personal FOUL (1 PF) (Brown 2 FT),"[1642367, 1627759]",1610612761.0,TOR,shooting,,,,,,202041.0,Mogbo,J. Mogbo,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,
204,PT08M02.00S,2024-11-17T01:47:03.9Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,41,34,2024-11-17T01:47:03Z,1990000,False,,,0,,J. Brown Free Throw 1 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,,,,Made,8.0,,,,,,,,,,,,,,,,,
205,PT08M02.00S,2024-11-17T01:47:25.7Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,42,34,2024-11-17T01:47:25Z,2000000,False,,,0,,J. Brown Free Throw 2 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,,,,Made,9.0,,,,,,,,,,,,,,,,,
206,PT07M44.00S,2024-11-17T01:47:45.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,87.46714848883047,50.245098039215684,1610612761,42,36,2024-11-17T01:47:51Z,2010000,False,1.0,65.0,1,right,J. Pöltl 6' turnaround Hook (10 PTS) (R. Barrett 3 AST),"[1627751, 1629628]",1610612761.0,TOR,turnaround,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),0-8 Center,6.53,Made,10.0,,,,,,,,,,,,R. Barrett,1629628.0,3.0,,,
208,PT07M24.00S,2024-11-17T01:48:05.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,15.193823915900131,50.0,1610612738,42,36,2024-11-17T01:48:33Z,2030000,False,0.0,90.0,1,left,MISS J. Brown 9' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,,,,,Brown,J. Brown,In The Paint (Non-RA),8-16 Center,9.03,Missed,,,,,,,,,,,,,,,,,,
209,PT07M22.00S,2024-11-17T01:48:07.2Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,42,36,2024-11-17T01:48:12Z,2040000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,In The Paint (Non-RA),8-16 Center,,,,,,,208.0,3.0,2.0,1.0,,,,,,,,,,
210,PT07M21.00S,2024-11-17T01:48:10.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,6.521024967148489,50.49019607843137,1610612738,44,36,2024-11-17T01:48:31Z,2050000,False,-2.0,9.0,1,left,J. Brown tip Layup (11 PTS),[1627759],1610612738.0,BOS,tip,,,,,,,Brown,J. Brown,Restricted Area,0-8 Center,0.91,Made,11.0,,,,,,,,,,,,,,,,,
211,PT07M08.00S,2024-11-17T01:48:27.6Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612761,44,36,2024-11-17T01:48:39Z,2060000,False,,,0,,D. White shooting personal FOUL (1 PF) (Mogbo 2 FT),"[1628401, 1642367]",1610612738.0,BOS,shooting,,,,,,202041.0,White,D. White,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Mogbo,1642367.0,,,,,,
213,PT07M08.00S,2024-11-17T01:49:02.4Z,2,REGULAR,freethrow,1 of 2,[],1642367,,,1610612761,44,37,2024-11-17T01:49:33Z,2080000,False,,,0,,J. Mogbo Free Throw 1 of 2 (1 PTS),[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,Made,1.0,,,,,,,,,,,,,,,,,
214,PT07M08.00S,2024-11-17T01:49:03.5Z,2,REGULAR,substitution,out,[],1630573,,,1610612761,44,37,2024-11-17T01:49:09Z,2090000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,
215,PT07M08.00S,2024-11-17T01:49:03.5Z,2,REGULAR,substitution,out,[],1642347,,,1610612761,44,37,2024-11-17T01:49:09Z,2100000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
216,PT07M08.00S,2024-11-17T01:49:03.5Z,2,REGULAR,substitution,in,[],201143,,,1610612761,44,37,2024-11-17T01:49:09Z,2110000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,
217,PT07M08.00S,2024-11-17T01:49:03.5Z,2,REGULAR,substitution,in,[],1630558,,,1610612761,44,37,2024-11-17T01:49:09Z,2120000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,
218,PT07M08.00S,2024-11-17T01:49:02.4Z,2,REGULAR,freethrow,2 of 2,[],1642367,,,1610612761,44,37,2024-11-17T01:49:33Z,2130000,False,,,0,,MISS J. Mogbo Free Throw 2 of 2,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,Missed,,,,,,,,,,,,,,,,,,
219,PT07M05.00S,2024-11-17T01:49:05.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,44,37,2024-11-17T01:49:33Z,2140000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,,,,,,,,,218.0,2.0,1.0,1.0,,,,,,,,,,
220,PT06M49.00S,2024-11-17T01:49:48.8Z,2,REGULAR,3pt,Jump Shot,[],1630202,25.18068331143233,12.745098039215685,1610612738,44,37,2024-11-17T01:49:54Z,2150000,False,186.0,184.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,,,,,Pritchard,P. Pritchard,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
221,PT06M46.00S,2024-11-17T01:49:51.8Z,2,REGULAR,rebound,defensive,[],1642367,,,1610612761,44,37,2024-11-17T01:49:54Z,2160000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:2),[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,Above the Break 3,24+ Right Center,,,,,,,220.0,3.0,2.0,1.0,,,,,,,,,,
222,PT06M40.00S,2024-11-17T01:49:58.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629628,90.3580814717477,58.08823529411765,1610612761,44,39,2024-11-17T01:50:34Z,2170000,False,40.0,38.0,1,right,R. Barrett driving floating Jump Shot (8 PTS) (D. Mitchell 2 AST),"[1629628, 1630558]",1610612761.0,TOR,driving floating,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,5.55,Made,8.0,,,,,,,,,,,,D. Mitchell,1630558.0,2.0,,,
224,PT06M38.00S,2024-11-17T01:50:08.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,44,39,2024-11-17T01:50:08Z,2190000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M38.00S,2024-11-17T01:51:39.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,44,39,2024-11-17T01:52:49Z,2200000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,
226,PT06M38.00S,2024-11-17T01:51:39.1Z,2,REGULAR,substitution,out,[],1642367,,,1610612738,44,39,2024-11-17T01:52:49Z,2210000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,
227,PT06M38.00S,2024-11-17T01:51:39.1Z,2,REGULAR,substitution,out,[],1627751,,,1610612738,44,39,2024-11-17T01:52:49Z,2220000,False,,,0,,SUB out: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,,,,,
228,PT06M38.00S,2024-11-17T01:51:39.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,44,39,2024-11-17T01:52:49Z,2230000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,
229,PT06M38.00S,2024-11-17T01:51:39.1Z,2,REGULAR,substitution,in,[],1628981,,,1610612738,44,39,2024-11-17T01:52:49Z,2240000,False,,,0,,SUB in: B. Fernando,[1628981],1610612761.0,TOR,,,,,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,
230,PT06M38.00S,2024-11-17T01:51:39.1Z,2,REGULAR,substitution,in,[],1630534,,,1610612738,44,39,2024-11-17T01:52:49Z,2250000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,
231,PT06M22.00S,2024-11-17T01:53:15.4Z,2,REGULAR,2pt,Jump Shot,[],1628401,14.931011826544022,33.82352941176471,1610612738,44,39,2024-11-17T01:53:21Z,2260000,False,81.0,88.0,1,left,MISS D. White 11' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,,,,,White,D. White,Mid-Range,8-16 Right,11.95,Missed,,,,,,,,,,,,,,,,,,
232,PT06M20.00S,2024-11-17T01:53:17.4Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,44,39,2024-11-17T01:53:21Z,2270000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Mid-Range,8-16 Right,,,,,,,231.0,3.0,3.0,0.0,,,,,,,,,,
233,PT06M12.00S,2024-11-17T01:53:25.9Z,2,REGULAR,3pt,Jump Shot,[],1630558,68.28186596583443,71.81372549019608,1610612761,44,42,2024-11-17T01:53:30Z,2280000,False,109.0,246.0,1,right,D. Mitchell 26' 3PT  (3 PTS) (B. Fernando 2 AST),"[1630558, 1628981]",1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,Above the Break 3,24+ Right Center,26.88,Made,3.0,,,,,,,,,,,,B. Fernando,1628981.0,2.0,,,
235,PT05M56.00S,2024-11-17T01:53:41.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,6.521024967148489,96.81372549019608,1610612738,44,42,2024-11-17T01:53:47Z,2300000,False,-234.0,9.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
236,PT05M53.00S,2024-11-17T01:53:44.6Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612761,44,42,2024-11-17T01:53:47Z,2310000,False,,,0,,B. Fernando REBOUND (Off:0 Def:1),[1628981],1610612761.0,TOR,,,,,,,,Fernando,B. Fernando,Left Corner 3,24+ Left,,,,,,,235.0,1.0,1.0,0.0,,,,,,,,,,
237,PT05M48.00S,2024-11-17T01:53:56.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,44,42,2024-11-17T01:53:56Z,2320000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M48.00S,2024-11-17T01:54:41.6Z,2,REGULAR,substitution,out,[],1628981,,,1610612761,44,42,2024-11-17T01:56:24Z,2330000,False,,,0,,SUB out: B. Fernando,[1628981],1610612761.0,TOR,,,,,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,
239,PT05M48.00S,2024-11-17T01:54:41.6Z,2,REGULAR,substitution,in,[],1642367,,,1610612761,44,42,2024-11-17T01:56:24Z,2340000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,
240,PT05M37.00S,2024-11-17T01:57:06.4Z,2,REGULAR,3pt,Jump Shot,[],1642419,88.12417871222075,96.32352941176471,1610612761,44,45,2024-11-17T01:57:20Z,2350000,False,232.0,59.0,1,right,J. Battle 3PT  (3 PTS) (O. Agbaji 2 AST),"[1642419, 1630534]",1610612761.0,TOR,,,,,,,,Battle,J. Battle,Right Corner 3,24+ Right,23.9,Made,3.0,,,,,,,,,,,,O. Agbaji,1630534.0,2.0,,,
242,PT05M20.00S,2024-11-17T01:57:17.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,32.933639947437584,49.26470588235294,1610612738,44,45,2024-11-17T01:57:41Z,2370000,False,4.0,257.0,1,left,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,,,,,White,D. White,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
243,PT05M19.00S,2024-11-17T01:57:18.2Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612761,44,45,2024-11-17T01:57:41Z,2380000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:3),[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,Above the Break 3,24+ Center,,,,,,,242.0,3.0,3.0,0.0,,,,,,,,,,
244,PT05M14.00S,2024-11-17T01:57:26.2Z,2,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,44,45,2024-11-17T01:57:34Z,2390000,False,,,0,,R. Barrett step out-of-bounds TURNOVER (1 TO),[1629628],1610612761.0,TOR,step,,,,,,1628481.0,Barrett,R. Barrett,Right Corner 3,24+ Right,,,,1.0,,,,,,,,,,,,,,,,
245,PT04M58.00S,2024-11-17T01:57:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629674,8.886333771353483,47.549019607843135,1610612738,46,45,2024-11-17T01:58:21Z,2400000,False,12.0,31.0,1,left,N. Queta reverse Layup (6 PTS) (J. Brown 5 AST),"[1629674, 1627759]",1610612738.0,BOS,reverse,,,,,,,Queta,N. Queta,Restricted Area,0-8 Center,3.34,Made,6.0,,,,,,,,,,,,J. Brown,1627759.0,5.0,,,
247,PT04M40.00S,2024-11-17T01:58:15.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,87.33574244415243,58.333333333333336,1610612761,46,47,2024-11-17T01:58:21Z,2420000,False,42.0,67.0,1,right,D. Mitchell 7' driving floating Jump Shot (5 PTS) (R. Barrett 4 AST),"[1630558, 1629628]",1610612761.0,TOR,driving floating,,,,,,,Mitchell,D. Mitchell,In The Paint (Non-RA),0-8 Center,7.85,Made,5.0,,,,,,,,,,,,R. Barrett,1629628.0,4.0,,,
249,PT04M24.00S,2024-11-17T01:58:32.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.40801576872536,65.93137254901961,1610612738,49,47,2024-11-17T01:58:36Z,2440000,False,-80.0,252.0,1,left,J. Tatum 26' 3PT pullup (16 PTS),[1628369],1610612738.0,BOS,pullup,,,,,,,Tatum,J. Tatum,Above the Break 3,24+ Center,26.44,Made,16.0,,,,,,,,,,,,,,,,,
250,PT04M01.00S,2024-11-17T01:58:56.6Z,2,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612761,49,47,2024-11-17T01:59:08Z,2450000,False,,,0,,N. Queta shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629674, 1629628]",1610612738.0,BOS,shooting,,,,,,203593.0,Queta,N. Queta,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Barrett,1629628.0,,,,,,
252,PT04M01.00S,2024-11-17T01:59:25.7Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,49,48,2024-11-17T01:59:57Z,2470000,False,,,0,,R. Barrett Free Throw 1 of 2 (9 PTS),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Made,9.0,,,,,,,,,,,,,,,,,
253,PT04M01.00S,2024-11-17T01:59:26.7Z,2,REGULAR,substitution,out,[],1642419,,,1610612761,49,48,2024-11-17T01:59:32Z,2480000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,
254,PT04M01.00S,2024-11-17T01:59:26.7Z,2,REGULAR,substitution,out,[],1642367,,,1610612761,49,48,2024-11-17T01:59:32Z,2490000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,
255,PT04M01.00S,2024-11-17T01:59:26.7Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,49,48,2024-11-17T01:59:32Z,2500000,False,,,0,,SUB in: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,,,,,
256,PT04M01.00S,2024-11-17T01:59:26.7Z,2,REGULAR,substitution,in,[],1641711,,,1610612761,49,48,2024-11-17T01:59:32Z,2510000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,
257,PT04M01.00S,2024-11-17T01:59:25.7Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,49,48,2024-11-17T01:59:57Z,2520000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Missed,,,,,,,,,,,,,,,,,,
258,PT04M01.00S,2024-11-17T01:59:25.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,49,48,2024-11-17T01:59:57Z,2530000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,,,,,,,,,257.0,4.0,4.0,0.0,,,,,,,,,,
259,PT03M41.00S,2024-11-17T02:00:07.8Z,2,REGULAR,3pt,Jump Shot,[],201143,28.203022339027594,22.058823529411764,1610612738,52,48,2024-11-17T02:00:11Z,2540000,False,140.0,213.0,1,left,A. Horford 25' 3PT  (6 PTS) (D. White 1 AST),"[201143, 1628401]",1610612738.0,BOS,,,,,,,,Horford,A. Horford,Above the Break 3,24+ Right Center,25.44,Made,6.0,,,,,,,,,,,,D. White,1628401.0,1.0,,,
