actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
609,PT02M11.00S,2024-11-17T03:15:34.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628401,,,1610612738,108,107,2024-11-17T03:15:34Z,5900000,False,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612738.0,BOS,,,,,,,,White,D. White,,,,Missed,,,,,,,,,,,,,,,,,,
610,PT02M11.00S,2024-11-17T03:15:34.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,108,107,2024-11-17T03:15:34Z,5910000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,609.0,,,,,,,,,,,,,
611,PT02M11.00S,2024-11-17T03:15:50.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628401,,,1610612738,109,107,2024-11-17T03:15:50Z,5920000,False,,,0,,D. White Free Throw 2 of 2 (18 PTS),[1628401],1610612738.0,BOS,,,,,,,,White,D. White,,,,Made,18.0,,,,,,,,,,,,,,,,,
612,PT02M01.00S,2024-11-17T03:16:03.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.652431011826544,45.09803921568628,1610612761,109,109,2024-11-17T03:16:15Z,5930000,False,25.0,10.0,1,left,D. Mitchell driving Layup (9 PTS),[1630558],1610612761.0,TOR,driving,,,,,,,Mitchell,D. Mitchell,Restricted Area,0-8 Center,2.65,Made,9.0,,,,,,,,,,,,,,,,,
613,PT02M01.00S,2024-11-17T03:16:11.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628369,,,1610612761,109,109,2024-11-17T03:16:23Z,5940000,False,,,0,,J. Tatum shooting personal FOUL (3 PF) (Mitchell 1 FT),"[1628369, 1630558]",1610612738.0,BOS,shooting,,,,,,1628481.0,Tatum,J. Tatum,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,0.0,Mitchell,1630558.0,,,,,,
615,PT02M01.00S,2024-11-17T03:16:35.3Z,4,REGULAR,freethrow,1 of 1,[],1630558,,,1610612761,109,110,2024-11-17T03:16:35Z,5960000,False,,,0,,D. Mitchell Free Throw 1 of 1 (10 PTS),[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,,,,Made,10.0,,,,,,,,,,,,,,,,,
616,PT01M45.00S,2024-11-17T03:16:53.5Z,4,REGULAR,3pt,Jump Shot,[],201143,69.07030223390277,24.019607843137255,1610612738,112,110,2024-11-17T03:16:58Z,5970000,False,-130.0,238.0,1,right,A. Horford 27' 3PT  (18 PTS) (J. Tatum 9 AST),"[201143, 1628369]",1610612738.0,BOS,,,,,,,,Horford,A. Horford,Above the Break 3,24+ Left Center,27.13,Made,18.0,,,,,,,,,,,,J. Tatum,1628369.0,9.0,,,
619,PT01M27.00S,2024-11-17T03:17:38.8Z,4,REGULAR,2pt,Jump Shot,[],1641711,22.158344283837057,44.11764705882353,1610612761,112,112,2024-11-17T03:19:05Z,6000000,False,29.0,156.0,1,left,G. Dick 15' pullup Jump Shot (9 PTS) (R. Barrett 13 AST),"[1641711, 1629628]",1610612761.0,TOR,pullup,,,,,,,Dick,G. Dick,Mid-Range,8-16 Center,15.85,Made,9.0,,,,,,,,,,,,R. Barrett,1629628.0,13.0,,,
622,PT01M05.00S,2024-11-17T03:18:44.4Z,4,REGULAR,3pt,Jump Shot,[],1628401,79.45137976346912,91.91176470588235,1610612738,112,112,2024-11-17T03:18:48Z,6030000,False,210.0,141.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,,,,,White,D. White,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
623,PT01M03.00S,2024-11-17T03:18:47.1Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,112,112,2024-11-17T03:18:47Z,6040000,False,,,0,,R. Barrett REBOUND (Off:0 Def:10),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Above the Break 3,24+ Right Center,,,,,,,622.0,10.0,10.0,0.0,,,,,,,,,,
624,PT00M59.20S,2024-11-17T03:18:53.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,7.835085413929041,60.049019607843135,1610612761,112,114,2024-11-17T03:20:01Z,6050000,False,-50.0,21.0,1,left,R. Barrett floating Jump Shot (23 PTS),[1629628],1610612761.0,TOR,floating,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,5.45,Made,23.0,,,,,,,,,,,,,,,,,
625,PT00M59.20S,2024-11-17T03:19:00.1Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612761,112,114,2024-11-17T03:19:08Z,6060000,False,,,0,,J. Brown shooting personal FOUL (5 PF) (Barrett 1 FT),"[1627759, 1629628]",1610612738.0,BOS,shooting,,,,,,203593.0,Brown,J. Brown,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,5.0,0.0,Barrett,1629628.0,,,,,,
627,PT00M59.20S,2024-11-17T03:19:22.0Z,4,REGULAR,freethrow,1 of 1,[],1629628,,,1610612761,112,114,2024-11-17T03:19:30Z,6080000,False,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Missed,,,,,,,,,,,,,,,,,,
628,PT00M59.20S,2024-11-17T03:19:22.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,112,114,2024-11-17T03:19:30Z,6090000,False,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,,,,,,,,,627.0,11.0,11.0,0.0,,,,,,,,,,
629,PT00M42.50S,2024-11-17T03:19:38.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629674,90.75229960578186,55.63725490196079,1610612738,114,114,2024-11-17T03:19:43Z,6100000,False,28.0,34.0,1,right,N. Queta cutting Layup (12 PTS) (J. Brown 7 AST),"[1629674, 1627759]",1610612738.0,BOS,cutting,,,,,,,Queta,N. Queta,In The Paint (Non-RA),0-8 Center,4.45,Made,12.0,,,,,,,,,,,,J. Brown,1627759.0,7.0,,,
631,PT00M42.50S,2024-11-17T03:19:49.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,114,114,2024-11-17T03:20:21Z,6120000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M35.80S,2024-11-17T03:21:32.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.886333771353483,48.28431372549019,1610612761,114,114,2024-11-17T03:22:03Z,6130000,False,9.0,31.0,1,left,MISS R. Barrett driving Layup - blocked,"[1629628, 1627759]",1610612761.0,TOR,driving,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,Brown,1627759.0,
633,PT00M35.80S,2024-11-17T03:21:32.5Z,4,REGULAR,block,,[],1627759,,,1610612761,114,114,2024-11-17T03:21:35Z,6140000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
634,PT00M34.80S,2024-11-17T03:21:33.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,114,114,2024-11-17T03:22:03Z,6150000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,632.0,,,,,,,,,,,,,
637,PT00M22.50S,2024-11-17T03:22:29.6Z,4,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612761,114,114,2024-11-17T03:22:38Z,6180000,False,,,0,,J. Pöltl lost ball out-of-bounds TURNOVER (2 TO),[1627751],1610612761.0,TOR,lost ball,,,,,,202041.0,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Center,,,,2.0,,,,,,,,,,,,,,,,
638,PT00M00.50S,2024-11-17T03:22:54.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,78.0059132720105,48.03921568627451,1610612738,114,114,2024-11-17T03:23:58Z,6190000,False,-10.0,154.0,1,right,MISS J. Tatum 15' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,,,,,Tatum,J. Tatum,Mid-Range,8-16 Center,15.45,Missed,,,,,,,,,,,,,,,,,,
639,PT00M00.50S,2024-11-17T03:22:54.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,114,114,2024-11-17T03:23:00Z,6200000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,638.0,,,,,,,,,,,,,
640,PT00M00.00S,2024-11-17T03:23:18.4Z,4,REGULAR,period,end,[],0,,,1610612738,114,114,2024-11-17T03:23:18Z,6210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT05M00.00S,2024-11-17T03:23:30.3Z,5,OVERTIME,substitution,out,['startperiod'],201143,,,1610612738,114,114,2024-11-17T03:25:28Z,6220000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,
642,PT05M00.00S,2024-11-17T03:23:30.3Z,5,OVERTIME,substitution,out,['startperiod'],1629674,,,1610612738,114,114,2024-11-17T03:25:28Z,6230000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,
643,PT05M00.00S,2024-11-17T03:23:30.3Z,5,OVERTIME,substitution,in,['startperiod'],1630573,,,1610612738,114,114,2024-11-17T03:25:28Z,6240000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,
644,PT05M00.00S,2024-11-17T03:23:30.3Z,5,OVERTIME,substitution,in,['startperiod'],1628436,,,1610612738,114,114,2024-11-17T03:25:28Z,6250000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,
645,PT05M00.00S,2024-11-17T03:25:52.3Z,5,OVERTIME,period,start,[],0,,,0,114,114,2024-11-17T03:25:52Z,6260000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT04M57.00S,2024-11-17T03:25:55.0Z,5,OVERTIME,jumpball,recovered,[],1627759,,,1610612738,114,114,2024-11-17T03:25:55Z,6280000,False,,,0,,Jump Ball L. Kornet vs. J. Pöltl: Tip to J. Brown,"[1627759, 1628436, 1627751]",1610612738.0,BOS,startperiod,J. Brown,Kornet,1628436.0,Pöltl,1627751.0,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,1627759.0
650,PT04M46.00S,2024-11-17T03:26:06.1Z,5,OVERTIME,3pt,Jump Shot,[],1627759,66.5735873850197,40.44117647058824,1610612738,117,114,2024-11-17T03:26:13Z,6310000,False,-48.0,262.0,1,right,J. Brown 26' 3PT step back (24 PTS) (L. Kornet 3 AST),"[1627759, 1628436]",1610612738.0,BOS,step back,,,,,,,Brown,J. Brown,Above the Break 3,24+ Center,26.6,Made,24.0,,,,,,,,,,,,L. Kornet,1628436.0,3.0,,,
652,PT04M22.00S,2024-11-17T03:26:29.6Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629628,7.30946123521682,55.63725490196079,1610612761,117,114,2024-11-17T03:26:35Z,6330000,False,-28.0,16.0,1,left,MISS R. Barrett cutting Layup,[1629628],1610612761.0,TOR,cutting,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,,
653,PT04M17.00S,2024-11-17T03:26:34.6Z,5,OVERTIME,rebound,offensive,[],1627751,,,1610612761,117,114,2024-11-17T03:26:35Z,6340000,False,,,0,,J. Pöltl REBOUND (Off:6 Def:5),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,,,,,,,652.0,11.0,5.0,6.0,,,,,,,,,,
654,PT04M17.00S,2024-11-17T03:26:33.7Z,5,OVERTIME,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612761,117,116,2024-11-17T03:26:37Z,6350000,False,0.0,0.0,1,left,J. Pöltl tip Layup (33 PTS),[1627751],1610612761.0,TOR,tip,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,0.0,Made,33.0,,,,,,,,,,,,,,,,,
655,PT04M01.00S,2024-11-17T03:26:52.6Z,5,OVERTIME,turnover,out-of-bounds,[],1627759,,,1610612738,117,116,2024-11-17T03:27:02Z,6360000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,lost ball,,,,,,202041.0,Brown,J. Brown,Above the Break 3,24+ Left Center,,,,3.0,,,,,,,,,,,,,,,,
656,PT03M48.00S,2024-11-17T03:27:14.6Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,7.30946123521682,43.38235294117647,1610612761,117,118,2024-11-17T03:27:20Z,6370000,False,33.0,16.0,1,left,J. Pöltl cutting Layup (35 PTS) (R. Barrett 14 AST),"[1627751, 1629628]",1610612761.0,TOR,cutting,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,3.69,Made,35.0,,,,,,,,,,,,R. Barrett,1629628.0,14.0,,,
658,PT03M32.00S,2024-11-17T03:27:30.3Z,5,OVERTIME,3pt,Jump Shot,[],1628401,67.49342969776609,28.676470588235293,1610612738,117,118,2024-11-17T03:27:34Z,6390000,False,-107.0,253.0,1,right,MISS D. White 27' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,,,,,White,D. White,Above the Break 3,24+ Left Center,27.46,Missed,,,,,,,,,,,,,,,,,,
659,PT03M30.00S,2024-11-17T03:27:32.3Z,5,OVERTIME,rebound,defensive,[],1630534,,,1610612761,117,118,2024-11-17T03:27:34Z,6400000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:5),[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,Above the Break 3,24+ Left Center,,,,,,,658.0,5.0,5.0,0.0,,,,,,,,,,
660,PT03M25.00S,2024-11-17T03:27:42.2Z,5,OVERTIME,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,9.280551905387648,59.31372549019608,1610612761,117,118,2024-11-17T03:28:18Z,6410000,False,-47.0,35.0,1,left,MISS R. Barrett running Layup - blocked,"[1629628, 1628401]",1610612761.0,TOR,running,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,White,1628401.0,
661,PT03M25.00S,2024-11-17T03:27:42.2Z,5,OVERTIME,block,,[],1628401,,,1610612761,117,118,2024-11-17T03:27:45Z,6420000,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,,,,,White,D. White,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
662,PT03M24.00S,2024-11-17T03:27:43.2Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612738,117,118,2024-11-17T03:28:12Z,6430000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,660.0,,,,,,,,,,,,,
664,PT03M13.00S,2024-11-17T03:27:55.7Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628369,92.32917214191852,46.568627450980394,1610612738,119,118,2024-11-17T03:28:04Z,6450000,False,-17.0,20.0,1,right,J. Tatum driving Layup (20 PTS),[1628369],1610612738.0,BOS,driving,,,,,,,Tatum,J. Tatum,Restricted Area,0-8 Center,2.61,Made,20.0,,,,,,,,,,,,,,,,,
665,PT02M49.00S,2024-11-17T03:28:19.4Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1629628,15.719448094612352,54.65686274509803,1610612761,119,118,2024-11-17T03:28:24Z,6460000,False,-23.0,95.0,1,left,MISS R. Barrett 9' driving floating Shot,[1629628],1610612761.0,TOR,driving floating,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),8-16 Center,9.81,Missed,,,,,,,,,,,,,,,,,,
666,PT02M47.00S,2024-11-17T03:28:21.4Z,5,OVERTIME,rebound,defensive,[],1628436,,,1610612738,119,118,2024-11-17T03:28:24Z,6470000,False,,,0,,L. Kornet REBOUND (Off:3 Def:3),[1628436],1610612738.0,BOS,,,,,,,,Kornet,L. Kornet,In The Paint (Non-RA),8-16 Center,,,,,,,665.0,6.0,3.0,3.0,,,,,,,,,,
667,PT02M31.00S,2024-11-17T03:28:37.2Z,5,OVERTIME,3pt,Jump Shot,[],1630573,88.12417871222075,96.56862745098039,1610612738,119,118,2024-11-17T03:29:18Z,6480000,False,233.0,59.0,1,right,MISS S. Hauser 24' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,,,,,Hauser,S. Hauser,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
668,PT02M29.00S,2024-11-17T03:28:39.2Z,5,OVERTIME,rebound,defensive,[],1627751,,,1610612761,119,118,2024-11-17T03:28:41Z,6490000,False,,,0,,J. Pöltl REBOUND (Off:6 Def:6),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,Right Corner 3,24+ Right,,,,,,,667.0,12.0,6.0,6.0,,,,,,,,,,
669,PT02M25.00S,2024-11-17T03:28:43.6Z,5,OVERTIME,3pt,Jump Shot,['fastbreak'],1630534,6.389618922470433,97.05882352941177,1610612761,119,121,2024-11-17T03:30:04Z,6500000,False,-235.0,8.0,1,left,O. Agbaji 3PT running (13 PTS) (R. Barrett 15 AST),"[1630534, 1629628]",1610612761.0,TOR,running,,,,,,,Agbaji,O. Agbaji,Left Corner 3,24+ Left,23.54,Made,13.0,,,,,,,,,,,,R. Barrett,1629628.0,15.0,,,
671,PT01M57.00S,2024-11-17T03:29:12.0Z,5,OVERTIME,3pt,Jump Shot,[],1628369,60.791721419185286,51.71568627450981,1610612738,119,121,2024-11-17T03:29:18Z,6520000,False,9.0,316.0,1,right,MISS J. Tatum 31' 3PT,[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,Above the Break 3,24+ Center,31.62,Missed,,,,,,,,,,,,,,,,,,
672,PT01M54.00S,2024-11-17T03:29:15.0Z,5,OVERTIME,rebound,offensive,[],1628401,,,1610612738,119,121,2024-11-17T03:29:18Z,6530000,False,,,0,,D. White REBOUND (Off:2 Def:3),[1628401],1610612738.0,BOS,,,,,,,,White,D. White,Above the Break 3,24+ Center,,,,,,,671.0,5.0,3.0,2.0,,,,,,,,,,
673,PT01M51.00S,2024-11-17T03:29:17.6Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1630573,76.69185282522996,8.57843137254902,1610612738,119,121,2024-11-17T03:29:26Z,6540000,False,-207.0,167.0,1,right,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,Above the Break 3,24+ Left Center,26.58,Missed,,,,,,,,,,,,,,,,,,
674,PT01M50.00S,2024-11-17T03:29:18.6Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612738,119,121,2024-11-17T03:29:26Z,6550000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,673.0,,,,,,,,,,,,,
675,PT01M50.00S,2024-11-17T03:29:27.8Z,5,OVERTIME,foul,personal,[],1627751,,,1610612738,119,121,2024-11-17T03:29:38Z,6560000,False,,,0,,J. Pöltl loose ball personal FOUL (2 PF),"[1627751, 1628436]",1610612761.0,TOR,loose ball,,,,,,202041.0,Pöltl,J. Pöltl,Mid-Range,8-16 Left,,,,,,,,,,,2.0,0.0,Kornet,1628436.0,,,,,,
677,PT01M50.00S,2024-11-17T03:29:46.8Z,5,OVERTIME,foul,personal,"['inpenalty', '1freethrow']",1630558,,,1610612738,119,121,2024-11-17T03:33:46Z,6580000,False,,,0,,D. Mitchell away-from-play personal FOUL (4 PF) (Brown 1 FT),"[1630558, 1627759]",1610612761.0,TOR,away-from-play,,,,,,203593.0,Mitchell,D. Mitchell,Mid-Range,16-24 Left,,,,,,,,,,,4.0,0.0,Brown,1627759.0,,,,,,
679,PT01M50.00S,2024-11-17T03:30:23.5Z,5,OVERTIME,freethrow,1 of 1,['2ndchance'],1628369,,,1610612738,120,121,2024-11-17T03:35:15Z,6600000,False,,,0,,J. Tatum away-from-play Free Throw 1 of 1 (21 PTS),[1628369],1610612738.0,BOS,away-from-play,,,,,,,Tatum,J. Tatum,,,,Made,21.0,,,,,,,,,,,,,,,,,
680,PT01M50.00S,2024-11-17T03:30:29.7Z,5,OVERTIME,substitution,out,[],1630573,,,1610612761,120,121,2024-11-17T03:30:43Z,6610000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,
681,PT01M50.00S,2024-11-17T03:30:29.7Z,5,OVERTIME,substitution,out,[],1628436,,,1610612761,120,121,2024-11-17T03:30:43Z,6620000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,
682,PT01M50.00S,2024-11-17T03:30:29.7Z,5,OVERTIME,substitution,in,[],1629674,,,1610612761,120,121,2024-11-17T03:30:43Z,6630000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,
683,PT01M50.00S,2024-11-17T03:30:29.7Z,5,OVERTIME,substitution,in,[],201143,,,1610612761,120,121,2024-11-17T03:30:43Z,6640000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,
684,PT01M34.00S,2024-11-17T03:31:15.2Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1629674,89.70105124835742,97.30392156862744,1610612738,120,121,2024-11-17T03:31:19Z,6650000,False,237.0,44.0,1,right,MISS N. Queta 24' 3PT,[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,Right Corner 3,24+ Right,24.06,Missed,,,,,,,,,,,,,,,,,,
685,PT01M32.00S,2024-11-17T03:31:17.8Z,5,OVERTIME,rebound,defensive,[],1630534,,,1610612761,120,121,2024-11-17T03:31:17Z,6660000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:6),[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,Right Corner 3,24+ Right,,,,,,,684.0,6.0,6.0,0.0,,,,,,,,,,
686,PT01M30.00S,2024-11-17T03:31:22.5Z,5,OVERTIME,turnover,out-of-bounds,[],1630534,,,1610612761,120,121,2024-11-17T03:31:39Z,6670000,False,,,0,,O. Agbaji bad pass out-of-bounds TURNOVER (1 TO),[1630534],1610612761.0,TOR,bad pass,,,,,,202041.0,Agbaji,O. Agbaji,In The Paint (Non-RA),0-8 Center,,,,1.0,,,,,,,,,,,,,,,,
687,PT01M09.00S,2024-11-17T03:31:55.1Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],1627759,89.43823915900131,95.58823529411765,1610612738,123,121,2024-11-17T03:31:59Z,6680000,False,228.0,47.0,1,right,J. Brown 3PT  (27 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,,,,,,,,Brown,J. Brown,Right Corner 3,24+ Right,23.27,Made,27.0,,,,,,,,,,,,A. Horford,201143.0,2.0,,,
689,PT00M55.30S,2024-11-17T03:32:14.9Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629628,6.389618922470433,43.13725490196079,1610612761,123,123,2024-11-17T03:32:19Z,6700000,False,34.0,8.0,1,left,R. Barrett driving Layup (25 PTS),[1629628],1610612761.0,TOR,driving,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,3.51,Made,25.0,,,,,,,,,,,,,,,,,
690,PT00M35.00S,2024-11-17T03:32:40.3Z,5,OVERTIME,3pt,Jump Shot,[],201143,88.38699080157687,3.6764705882352944,1610612738,123,123,2024-11-17T03:32:45Z,6710000,False,-232.0,57.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,Left Corner 3,24+ Left,23.84,Missed,,,,,,,,,,,,,,,,,,
691,PT00M33.60S,2024-11-17T03:32:41.7Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612761,123,123,2024-11-17T03:35:58Z,6720000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,690.0,,,,,,,,,,,,,
695,PT00M33.60S,2024-11-17T03:35:24.8Z,5,OVERTIME,timeout,full,['team'],0,,,1610612761,123,123,2024-11-17T03:35:24Z,6760000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT00M22.10S,2024-11-17T03:36:53.7Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629628,10.726018396846255,34.31372549019608,1610612761,123,123,2024-11-17T03:37:02Z,6770000,False,78.0,48.0,1,left,MISS R. Barrett 9' driving Layup - blocked,"[1629628, 1629674]",1610612761.0,TOR,driving,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),8-16 Right,9.21,Missed,,,,,,,,,,,,,,,,Queta,1629674.0,
697,PT00M22.10S,2024-11-17T03:36:53.7Z,5,OVERTIME,block,,[],1629674,,,1610612761,123,123,2024-11-17T03:36:56Z,6780000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
698,PT00M20.20S,2024-11-17T03:36:55.6Z,5,OVERTIME,rebound,defensive,[],1629674,,,1610612738,123,123,2024-11-17T03:37:02Z,6790000,False,,,0,,N. Queta REBOUND (Off:4 Def:4),[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,In The Paint (Non-RA),8-16 Right,,,,,,,696.0,8.0,4.0,4.0,,,,,,,,,,
699,PT00M20.20S,2024-11-17T03:37:02.4Z,5,OVERTIME,timeout,full,['team'],0,,,1610612738,123,123,2024-11-17T03:37:02Z,6800000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M20.20S,2024-11-17T03:38:06.4Z,5,OVERTIME,substitution,out,[],1629674,,,1610612738,123,123,2024-11-17T03:38:18Z,6810000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,
