actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
431,PT04M04.00S,2024-10-29T01:11:40.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612749,79,75,2024-10-29T01:11:40Z,4230000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M04.00S,2024-10-29T01:12:48.9Z,3,REGULAR,substitution,out,[],203507,,,1610612749,79,75,2024-10-29T01:13:13Z,4240000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M04.00S,2024-10-29T01:12:48.9Z,3,REGULAR,substitution,in,[],201572,,,1610612749,79,75,2024-10-29T01:13:13Z,4250000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M49.00S,2024-10-29T01:13:34.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.64323258869908,57.84313725490197,1610612749,79,77,2024-10-29T01:13:39Z,4260000,False,39.0,7.0,1,right,D. Lillard driving Layup (23 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.99,Made,,,,,,,23.0,,,,,,,,,,,
435,PT03M29.00S,2024-10-29T01:13:54.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,12.302890932982917,59.55882352941176,1610612738,79,77,2024-10-29T01:14:00Z,4270000,False,-48.0,63.0,1,left,MISS J. Holiday 7' driving floating Shot,[201950],1610612738.0,BOS,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
436,PT03M27.00S,2024-10-29T01:13:56.5Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,79,77,2024-10-29T01:14:00Z,4280000,False,,,0,,B. Portis REBOUND (Off:1 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,435.0,6.0,5.0,1.0,,,,,,,,,,,,,,
437,PT03M09.00S,2024-10-29T01:14:14.6Z,3,REGULAR,2pt,Jump Shot,[],1626171,75.1149802890933,29.65686274509804,1610612749,79,79,2024-10-29T01:14:19Z,4290000,False,-102.0,181.0,1,right,B. Portis 20' Jump Shot (4 PTS) (T. Prince 1 AST),"[1626171, 1627752]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left Center,20.8,Made,,,,,,,4.0,,,,,,,,,T. Prince,1627752.0,1.0
439,PT02M49.00S,2024-10-29T01:14:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,9.543363994743759,56.61764705882353,1610612738,79,79,2024-10-29T01:14:49Z,4310000,False,-33.0,37.0,1,left,MISS X. Tillman driving Layup - blocked,"[1630214, 1626171]",1610612738.0,BOS,driving,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,Portis,1626171.0,,,,,,,,,,,,
440,PT02M49.00S,2024-10-29T01:14:35.0Z,3,REGULAR,block,,[],1626171,,,1610612738,79,79,2024-10-29T01:14:39Z,4320000,False,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
441,PT02M48.00S,2024-10-29T01:14:36.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,79,2024-10-29T01:14:49Z,4330000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,439.0,,,,,,,,,,,,,,,,,
443,PT02M48.00S,2024-10-29T01:14:42.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,79,79,2024-10-29T01:14:51Z,4350000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M48.00S,2024-10-29T01:14:42.7Z,3,REGULAR,substitution,in,[],1641775,,,1610612738,79,79,2024-10-29T01:14:51Z,4360000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M43.00S,2024-10-29T01:15:12.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,9.543363994743759,59.068627450980394,1610612738,79,79,2024-10-29T01:16:10Z,4370000,False,-45.0,37.0,1,left,MISS J. Holiday driving Layup,[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.86,Missed,,,,,,,,,,,,,,,,,,
446,PT02M42.00S,2024-10-29T01:15:13.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,79,2024-10-29T01:16:10Z,4380000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,445.0,,,,,,,,,,,,,,,,,
447,PT02M42.00S,2024-10-29T01:15:24.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,79,79,2024-10-29T01:16:57Z,4390000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,,,,,,,
448,PT02M42.00S,2024-10-29T01:16:19.9Z,3,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612749,79,79,2024-10-29T01:16:29Z,4400000,False,,,0,,TEAM foul technical,[],1610612738.0,BOS,delay,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,
449,PT02M42.00S,2024-10-29T01:16:38.8Z,3,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,79,80,2024-10-29T01:16:38Z,4410000,False,,,0,,D. Lillard technical Free Throw 1 of 1 (24 PTS),[203081],1610612749.0,MIL,technical,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,,
450,PT02M28.00S,2024-10-29T01:17:06.2Z,3,REGULAR,turnover,traveling,[],1626171,,,1610612749,79,80,2024-10-29T01:17:13Z,4420000,False,,,0,,B. Portis traveling TURNOVER (3 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,3.0,,,1155.0,,,,,,,
451,PT02M28.00S,2024-10-29T01:17:11.1Z,3,REGULAR,substitution,out,[],201950,,,1610612738,79,80,2024-10-29T01:17:22Z,4430000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M28.00S,2024-10-29T01:17:11.1Z,3,REGULAR,substitution,out,[],201572,,,1610612738,79,80,2024-10-29T01:17:22Z,4440000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M28.00S,2024-10-29T01:17:11.1Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,79,80,2024-10-29T01:17:22Z,4450000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M28.00S,2024-10-29T01:17:11.1Z,3,REGULAR,substitution,in,[],203507,,,1610612738,79,80,2024-10-29T01:17:22Z,4460000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M07.00S,2024-10-29T01:17:44.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,28.991458607095925,76.47058823529412,1610612738,79,80,2024-10-29T01:18:18Z,4470000,False,-132.0,220.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
456,PT02M04.00S,2024-10-29T01:17:47.8Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,79,80,2024-10-29T01:29:55Z,4480000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,455.0,4.0,2.0,2.0,,,,,,,,,,,,,,
457,PT01M58.00S,2024-10-29T01:17:54.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628401,23.73521681997372,86.51960784313727,1610612738,82,80,2024-10-29T01:19:08Z,4490000,False,-183.0,171.0,1,left,D. White 24' 3PT pullup (10 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,24.99,Made,,,,,,,10.0,,,,,,,,,,,
458,PT01M35.00S,2024-10-29T01:18:16.5Z,3,REGULAR,2pt,Jump Shot,[],1626171,90.48948751642575,23.774509803921568,1610612749,82,80,2024-10-29T01:19:35Z,4500000,False,-131.0,37.0,1,right,MISS B. Portis 13' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,13.62,Missed,,,,,,,,,,,,,,,,,,
459,PT01M32.00S,2024-10-29T01:18:19.5Z,3,REGULAR,rebound,defensive,[],1641775,,,1610612738,82,80,2024-10-29T01:18:23Z,4510000,False,,,0,,J. Walsh REBOUND (Off:0 Def:1),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Left,,,458.0,1.0,1.0,0.0,,,,,,,,,,,,,,
460,PT01M24.00S,2024-10-29T01:18:28.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,34.37910643889619,37.745098039215684,1610612738,85,80,2024-10-29T01:20:02Z,4520000,False,61.0,271.0,1,left,D. White 27' 3PT pullup (13 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,27.76,Made,,,,,,,13.0,,,,,,,,,,,
461,PT01M09.00S,2024-10-29T01:18:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,86.5473061760841,46.568627450980394,1610612749,85,80,2024-10-29T01:21:05Z,4530000,False,-17.0,74.0,1,right,MISS G. Antetokounmpo 7' cutting Layup - blocked,"[203507, 1628401]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,White,1628401.0,,,,,,,,,,,,
462,PT01M09.00S,2024-10-29T01:18:42.6Z,3,REGULAR,block,,[],1628401,,,1610612749,85,80,2024-10-29T01:18:44Z,4540000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
463,PT01M07.00S,2024-10-29T01:18:44.6Z,3,REGULAR,rebound,defensive,[],1641775,,,1610612738,85,80,2024-10-29T01:18:50Z,4550000,False,,,0,,J. Walsh REBOUND (Off:0 Def:2),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),0-8 Center,,,461.0,2.0,2.0,0.0,,,,,,,,,,,,,,
464,PT01M04.00S,2024-10-29T01:18:47.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,30.042706964520367,24.264705882352942,1610612738,85,80,2024-10-29T01:18:59Z,4560000,False,129.0,230.0,1,left,MISS P. Pritchard 26' running pullup 3PT,[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
465,PT01M04.00S,2024-10-29T01:18:47.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,85,80,2024-10-29T01:27:45Z,4570000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,464.0,,,,,,,,,,,,,,,,,
468,PT01M04.00S,2024-10-29T01:18:59.8Z,3,REGULAR,foul,personal,[],1627752,,,1610612738,85,80,2024-10-29T01:19:15Z,4600000,False,,,0,,T. Prince loose ball personal FOUL (4 PF),"[1627752, 1641775]",1610612749.0,MIL,loose ball,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202056.0,4.0,0.0,Walsh,1641775.0,,,
470,PT01M04.00S,2024-10-29T01:19:20.1Z,3,REGULAR,substitution,out,[],203081,,,1610612738,85,80,2024-10-29T01:19:28Z,4620000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M04.00S,2024-10-29T01:19:20.1Z,3,REGULAR,substitution,in,[],1626153,,,1610612738,85,80,2024-10-29T01:19:28Z,4630000,False,,,0,,SUB in: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M52.70S,2024-10-29T01:19:43.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,28.86005256241787,21.568627450980394,1610612738,85,80,2024-10-29T01:22:21Z,4640000,False,142.0,219.0,1,left,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
473,PT00M50.60S,2024-10-29T01:19:45.3Z,3,REGULAR,rebound,offensive,[],1641775,,,1610612738,85,80,2024-10-29T01:19:50Z,4650000,False,,,0,,J. Walsh REBOUND (Off:1 Def:2),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right Center,,,472.0,3.0,2.0,1.0,,,,,,,,,,,,,,
474,PT00M50.60S,2024-10-29T01:19:48.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641775,5.590000152587891,50.0,1610612738,87,80,2024-10-29T01:19:48Z,4660000,False,0.0,0.0,1,left,J. Walsh tip Layup (2 PTS),[1641775],1610612738.0,BOS,tip,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
475,PT00M42.00S,2024-10-29T01:20:00.6Z,3,REGULAR,foul,offensive,[],1626171,,,1610612749,87,80,2024-10-29T01:20:09Z,4670000,False,,,0,,B. Portis offensive FOUL (1 PF),"[1626171, 1628369]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1155.0,1.0,0.0,Tatum,1628369.0,,,
477,PT00M42.00S,2024-10-29T01:20:00.6Z,3,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,87,80,2024-10-29T01:20:00Z,4690000,False,,,0,,B. Portis offensive foul TURNOVER (4 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,4.0,,,1155.0,,,,,,,
478,PT00M29.80S,2024-10-29T01:20:28.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,29.25427069645204,17.892156862745097,1610612738,87,80,2024-10-29T01:21:44Z,4700000,False,161.0,222.0,1,left,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,27.43,Missed,,,,,,,,,,,,,,,,,,
483,PT00M24.20S,2024-10-29T01:20:34.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,87,80,2024-10-29T01:21:44Z,4720000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,478.0,,,,,,,,,,,,,,,,,
486,PT00M24.20S,2024-10-29T01:21:01.6Z,3,REGULAR,substitution,out,[],1629018,,,1610612749,87,80,2024-10-29T01:22:00Z,4725000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M24.20S,2024-10-29T01:21:01.6Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,87,80,2024-10-29T01:22:00Z,4727500,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M24.20S,2024-10-29T01:21:34.5Z,3,REGULAR,jumpball,recovered,[],0,,,1610612749,87,80,2024-10-29T01:21:34Z,4730000,False,,,0,,Jump Ball T. Prince vs. P. Pritchard: Tip to Team (MIL),"[1627752, 1630202]",1610612749.0,MIL,heldball,Team (MIL),,,,Prince,1627752.0,Pritchard,1630202.0,,,,,,,,,,,,,,,,,,,,,,
484,PT00M24.20S,2024-10-29T01:21:35.9Z,3,REGULAR,foul,personal,[],1630202,,,1610612749,87,80,2024-10-29T01:21:41Z,4760000,False,,,0,,P. Pritchard loose ball personal FOUL (1 PF),"[1630202, 1627752]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1146.0,1.0,0.0,Prince,1627752.0,,,
488,PT00M06.50S,2024-10-29T01:22:10.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612749,87,80,2024-10-29T01:22:16Z,4780000,False,,,0,,J. Tatum personal FOUL (4 PF) (Connaughton 2 FT),"[1628369, 1626192]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1146.0,4.0,1.0,Connaughton,1626192.0,,,
490,PT00M06.50S,2024-10-29T01:22:39.1Z,3,REGULAR,freethrow,1 of 2,[],1626192,,,1610612749,87,81,2024-10-29T01:22:39Z,4800000,False,,,0,,P. Connaughton Free Throw 1 of 2 (4 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
491,PT00M06.50S,2024-10-29T01:22:40.0Z,3,REGULAR,substitution,out,[],1627752,,,1610612749,87,81,2024-10-29T01:22:44Z,4810000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M06.50S,2024-10-29T01:22:40.0Z,3,REGULAR,substitution,in,[],1629018,,,1610612749,87,81,2024-10-29T01:22:44Z,4820000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M06.50S,2024-10-29T01:22:58.4Z,3,REGULAR,freethrow,2 of 2,[],1626192,,,1610612749,87,82,2024-10-29T01:22:58Z,4830000,False,,,0,,P. Connaughton Free Throw 2 of 2 (5 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
494,PT00M01.20S,2024-10-29T01:23:05.9Z,3,REGULAR,3pt,Jump Shot,[],1630202,26.10052562417871,14.950980392156863,1610612738,90,82,2024-10-29T01:29:43Z,4840000,False,175.0,193.0,1,left,P. Pritchard 26' 3PT step back (22 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,26.05,Made,,,,,,,22.0,,,,,,,,,,,
495,PT00M00.00S,2024-10-29T01:23:14.6Z,3,REGULAR,period,end,[],0,,,1610612749,90,82,2024-10-29T01:23:14Z,4850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2024-10-29T01:25:26.5Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612749,90,82,2024-10-29T01:25:38Z,4860000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2024-10-29T01:25:26.5Z,4,REGULAR,substitution,out,['startperiod'],1630214,,,1610612749,90,82,2024-10-29T01:25:38Z,4870000,False,,,0,,SUB out: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2024-10-29T01:25:26.5Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612749,90,82,2024-10-29T01:25:38Z,4880000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2024-10-29T01:25:26.5Z,4,REGULAR,substitution,in,['startperiod'],1628436,,,1610612749,90,82,2024-10-29T01:25:38Z,4890000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2024-10-29T01:25:53.1Z,4,REGULAR,period,start,[],0,,,1610612749,90,82,2024-10-29T01:25:53Z,4900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT11M50.00S,2024-10-29T01:26:02.9Z,4,REGULAR,foul,offensive,[],203507,,,1610612749,90,82,2024-10-29T01:26:18Z,4910000,False,,,0,,G. Antetokounmpo offensive FOUL (3 PF),"[203507, 1628436]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,3.0,0.0,Kornet,1628436.0,,,
503,PT11M50.00S,2024-10-29T01:26:02.9Z,4,REGULAR,turnover,offensive foul,[],203507,,,1610612749,90,82,2024-10-29T01:26:02Z,4930000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (5 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,5.0,,,1146.0,,,,,,,
504,PT11M33.00S,2024-10-29T01:26:30.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,9.674770039421814,42.40196078431372,1610612738,92,82,2024-10-29T01:31:12Z,4940000,False,38.0,38.0,1,left,J. Brown finger roll Layup (23 PTS) (L. Kornet 1 AST),"[1627759, 1628436]",1610612738.0,BOS,finger roll,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.4,Made,,,,,,,23.0,,,,,,,,,L. Kornet,1628436.0,1.0
506,PT11M14.00S,2024-10-29T01:26:52.8Z,4,REGULAR,turnover,traveling,[],203507,,,1610612749,92,82,2024-10-29T01:26:58Z,4960000,False,,,0,,G. Antetokounmpo traveling TURNOVER (6 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,6.0,,,1155.0,,,,,,,
507,PT11M14.00S,2024-10-29T01:27:00.2Z,4,REGULAR,substitution,out,[],1626153,,,1610612738,92,82,2024-10-29T01:27:02Z,4970000,False,,,0,,SUB out: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT11M14.00S,2024-10-29T01:27:00.2Z,4,REGULAR,substitution,in,[],203081,,,1610612738,92,82,2024-10-29T01:27:02Z,4980000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT10M55.00S,2024-10-29T01:27:24.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,9.280551905387648,4.411764705882353,1610612738,95,82,2024-10-29T01:27:28Z,4990000,False,228.0,35.0,1,left,P. Pritchard 3PT  (25 PTS) (J. Brown 4 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,23.05,Made,,,,,,,25.0,,,,,,,,,J. Brown,1627759.0,4.0
511,PT10M54.00S,2024-10-29T01:27:32.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,95,82,2024-10-29T01:27:32Z,5010000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M39.00S,2024-10-29T01:30:39.1Z,4,REGULAR,3pt,Jump Shot,[],1626171,69.46452036793693,22.794117647058822,1610612749,95,82,2024-10-29T01:30:49Z,5020000,False,-136.0,235.0,1,right,MISS B. Portis 27' 3PT - blocked,"[1626171, 1628436]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,Kornet,1628436.0,,,,,,,,,,,,
513,PT10M39.00S,2024-10-29T01:30:39.1Z,4,REGULAR,block,,[],1628436,,,1610612749,95,82,2024-10-29T01:30:42Z,5030000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
514,PT10M38.00S,2024-10-29T01:30:40.1Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,95,82,2024-10-29T01:30:49Z,5040000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,512.0,9.0,8.0,1.0,,,,,,,,,,,,,,
515,PT10M38.00S,2024-10-29T01:30:48.5Z,4,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612749,95,82,2024-10-29T01:31:03Z,5050000,False,,,0,,D. White shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1628401, 203507]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1146.0,2.0,0.0,Antetokounmpo,203507.0,,,
517,PT10M38.00S,2024-10-29T01:31:12.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,95,82,2024-10-29T01:31:41Z,5070000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
518,PT10M38.00S,2024-10-29T01:31:12.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,95,82,2024-10-29T01:31:41Z,5080000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,,,
