actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
178,PT11M32.00S,2024-10-29T00:09:58.8Z,2,REGULAR,turnover,lost ball,[],1626171,,,1610612749,30,29,2024-10-29T01:38:57Z,1770000,False,,,0,,B. Portis lost ball TURNOVER (1 TO),"[1626171, 1628401]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1.0,White,1628401.0,,,,,,,,
179,PT11M32.00S,2024-10-29T00:09:58.8Z,2,REGULAR,steal,,[],1628401,,,1610612738,30,29,2024-10-29T00:10:00Z,1780000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
180,PT11M23.00S,2024-10-29T00:10:07.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,90.48948751642575,65.19607843137256,1610612738,30,29,2024-10-29T00:12:23Z,1790000,False,76.0,37.0,1,right,MISS J. Brown 8' driving Layup - blocked,"[1627759, 201572]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,8.45,Missed,,,,,Lopez,201572.0,,,,,,,,,,,,
181,PT11M23.00S,2024-10-29T00:10:07.3Z,2,REGULAR,block,,[],201572,,,1610612738,30,29,2024-10-29T00:10:09Z,1800000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
182,PT11M21.00S,2024-10-29T00:10:09.3Z,2,REGULAR,rebound,defensive,[],203081,,,1610612749,30,29,2024-10-29T00:10:15Z,1810000,False,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Right,,,180.0,4.0,4.0,0.0,,,,,,,,,,,,,,
183,PT11M18.00S,2024-10-29T00:10:13.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,28.465834428383708,25.0,1610612749,30,32,2024-10-29T00:12:36Z,1820000,False,125.0,215.0,1,left,G. Trent Jr. 24' 3PT running (6 PTS) (D. Lillard 2 AST),"[1629018, 203081]",1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,24.88,Made,,,,,,,6.0,,,,,,,,,D. Lillard,203081.0,2.0
185,PT11M01.00S,2024-10-29T00:10:30.1Z,2,REGULAR,3pt,Jump Shot,[],1628401,72.09264126149803,80.14705882352942,1610612738,30,32,2024-10-29T00:12:51Z,1840000,False,151.0,210.0,1,right,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
186,PT11M00.00S,2024-10-29T00:10:31.1Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,30,32,2024-10-29T00:11:24Z,1850000,False,,,0,,B. Lopez REBOUND (Off:1 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,185.0,3.0,2.0,1.0,,,,,,,,,,,,,,
187,PT10M50.00S,2024-10-29T00:10:42.7Z,2,REGULAR,foul,personal,['3freethrow'],1627759,,,1610612749,30,32,2024-10-29T00:10:54Z,1860000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Lillard 3 FT),"[1627759, 203081]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1155.0,1.0,0.0,Lillard,203081.0,,,
190,PT10M50.00S,2024-10-29T00:11:11.7Z,2,REGULAR,freethrow,1 of 3,[],203081,,,1610612749,30,33,2024-10-29T00:11:11Z,1880000,False,,,0,,D. Lillard Free Throw 1 of 3 (11 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
191,PT10M50.00S,2024-10-29T00:11:32.1Z,2,REGULAR,freethrow,2 of 3,[],203081,,,1610612749,30,34,2024-10-29T00:11:32Z,1890000,False,,,0,,D. Lillard Free Throw 2 of 3 (12 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
192,PT10M50.00S,2024-10-29T00:11:50.4Z,2,REGULAR,freethrow,3 of 3,[],203081,,,1610612749,30,35,2024-10-29T00:11:50Z,1900000,False,,,0,,D. Lillard Free Throw 3 of 3 (13 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
193,PT10M39.00S,2024-10-29T00:12:09.9Z,2,REGULAR,turnover,out-of-bounds,[],1630214,,,1610612738,30,35,2024-10-29T00:12:15Z,1910000,False,,,0,,X. Tillman step out-of-bounds TURNOVER (1 TO),[1630214],1610612738.0,BOS,step,,,Tillman,X. Tillman,,,,,Mid-Range,8-16 Left,,,,,,,,,,1.0,,,1146.0,,,,,,,
194,PT10M23.00S,2024-10-29T00:12:29.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,28.86005256241787,14.705882352941178,1610612749,30,35,2024-10-29T00:12:39Z,1920000,False,176.0,219.0,1,left,MISS G. Trent Jr. 28' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,28.11,Missed,,,,,,,,,,,,,,,,,,
195,PT10M20.00S,2024-10-29T00:12:32.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,30,35,2024-10-29T00:12:39Z,1930000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,194.0,,,,,,,,,,,,,,,,,
197,PT10M17.00S,2024-10-29T00:12:51.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203081,26.10052562417871,17.401960784313726,1610612749,30,35,2024-10-29T00:12:56Z,1950000,False,163.0,193.0,1,left,MISS D. Lillard 25' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
198,PT10M14.00S,2024-10-29T00:12:54.4Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612738,30,35,2024-10-29T00:12:56Z,1960000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,197.0,1.0,1.0,0.0,,,,,,,,,,,,,,
199,PT10M09.00S,2024-10-29T00:12:58.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,69.46452036793693,77.69607843137256,1610612738,33,35,2024-10-29T00:14:23Z,1970000,False,138.0,235.0,1,right,P. Pritchard 27' 3PT running (11 PTS) (D. White 3 AST),"[1630202, 1628401]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,27.23,Made,,,,,,,11.0,,,,,,,,,D. White,1628401.0,3.0
201,PT09M50.00S,2024-10-29T00:13:17.9Z,2,REGULAR,2pt,Jump Shot,[],1626171,17.821944809461236,69.6078431372549,1610612749,33,35,2024-10-29T00:14:44Z,1990000,False,-98.0,115.0,1,left,MISS B. Portis 15' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,15.11,Missed,,,,,,,,,,,,,,,,,,
202,PT09M47.00S,2024-10-29T00:13:20.9Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,33,35,2024-10-29T00:13:25Z,2000000,False,,,0,,B. Lopez REBOUND (Off:2 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,201.0,4.0,2.0,2.0,,,,,,,,,,,,,,
203,PT09M47.00S,2024-10-29T00:13:21.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,5.590000152587891,50.0,1610612749,33,35,2024-10-29T00:13:21Z,2010000,False,0.0,0.0,1,left,MISS B. Lopez tip Layup,[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
204,PT09M47.00S,2024-10-29T00:13:22.7Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,33,35,2024-10-29T00:13:22Z,2020000,False,,,0,,B. Lopez REBOUND (Off:3 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,203.0,5.0,2.0,3.0,,,,,,,,,,,,,,
205,PT09M47.00S,2024-10-29T00:13:25.2Z,2,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612749,33,35,2024-10-29T00:13:33Z,2030000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (Lopez 2 FT),"[1630214, 201572]",1610612738.0,BOS,shooting,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,1.0,0.0,Lopez,201572.0,,,
207,PT09M47.00S,2024-10-29T00:13:49.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201572,,,1610612749,33,36,2024-10-29T00:13:49Z,2050000,False,,,0,,B. Lopez Free Throw 1 of 2 (3 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
208,PT09M47.00S,2024-10-29T00:14:07.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201572,,,1610612749,33,37,2024-10-29T00:14:07Z,2060000,False,,,0,,B. Lopez Free Throw 2 of 2 (4 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
209,PT09M36.00S,2024-10-29T00:14:24.0Z,2,REGULAR,3pt,Jump Shot,[],1630202,67.88764783180025,19.607843137254903,1610612738,33,37,2024-10-29T00:15:54Z,2070000,False,-152.0,249.0,1,right,MISS P. Pritchard 29' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,29.21,Missed,,,,,,,,,,,,,,,,,,
210,PT09M32.00S,2024-10-29T00:14:28.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,33,37,2024-10-29T00:14:31Z,2080000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT09M25.00S,2024-10-29T00:14:34.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203081,6.915243101182654,58.333333333333336,1610612749,33,37,2024-10-29T00:17:30Z,2090000,False,-42.0,13.0,1,left,MISS D. Lillard running Layup,[203081],1610612749.0,MIL,running,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,,
213,PT09M21.00S,2024-10-29T00:14:38.8Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612738,33,37,2024-10-29T00:26:31Z,2110000,False,,,0,,X. Tillman REBOUND (Off:0 Def:2),[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,211.0,2.0,2.0,0.0,,,,,,,,,,,,,,
214,PT09M20.00S,2024-10-29T00:14:39.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,93.38042049934296,49.50980392156863,1610612738,35,37,2024-10-29T00:14:53Z,2120000,False,-2.0,10.0,1,right,P. Pritchard running Layup (13 PTS) (J. Brown 3 AST),"[1630202, 1627759]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,13.0,,,,,,,,,J. Brown,1627759.0,3.0
216,PT09M03.00S,2024-10-29T00:14:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,7.703679369250986,58.82352941176471,1610612749,35,37,2024-10-29T03:06:38Z,2140000,False,-44.0,20.0,1,left,MISS B. Lopez driving Layup,[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,,
217,PT09M01.00S,2024-10-29T00:14:58.7Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,35,37,2024-10-29T00:15:19Z,2150000,False,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,216.0,3.0,2.0,1.0,,,,,,,,,,,,,,
218,PT08M59.00S,2024-10-29T00:15:01.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,5.590000152587891,50.0,1610612749,35,39,2024-10-29T00:15:27Z,2160000,False,0.0,0.0,1,left,B. Portis tip Layup (2 PTS),[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
219,PT08M56.00S,2024-10-29T00:15:06.7Z,2,REGULAR,foul,personal,[],1629018,,,1610612738,35,39,2024-10-29T00:15:20Z,2170000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1627759]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1146.0,1.0,0.0,Brown,1627759.0,,,
222,PT08M54.00S,2024-10-29T00:15:39.2Z,2,REGULAR,3pt,Jump Shot,[],1630202,58.295006570302235,38.23529411764706,1610612738,38,39,2024-10-29T00:15:47Z,2200000,False,-59.0,340.0,1,right,P. Pritchard 34' 3PT  (16 PTS) (D. White 4 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,34.46,Made,,,,,,,16.0,,,,,,,,,D. White,1628401.0,4.0
224,PT08M30.00S,2024-10-29T00:16:03.4Z,2,REGULAR,2pt,Jump Shot,[],1629018,24.4661629434954,69.140625,1610612749,38,41,2024-10-29T00:16:14Z,2220000,False,-96.0,177.0,1,left,G. Trent Jr. 20' step back Jump Shot (8 PTS),[1629018],1610612749.0,MIL,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,20.17,Made,,,,,,,8.0,,,,,,,,,,,
225,PT08M11.00S,2024-10-29T00:16:21.4Z,2,REGULAR,3pt,Jump Shot,[],1630214,88.25558475689881,3.431372549019608,1610612738,38,41,2024-10-29T00:16:31Z,2230000,False,-233.0,58.0,1,right,MISS X. Tillman 3PT,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,23.99,Missed,,,,,,,,,,,,,,,,,,
226,PT08M06.00S,2024-10-29T00:16:26.4Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,38,41,2024-10-29T00:27:41Z,2240000,False,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,,,225.0,4.0,3.0,1.0,,,,,,,,,,,,,,
285,PT08M05.00S,2024-10-29T00:16:26.7Z,2,REGULAR,turnover,lost ball,[],1626171,,,1610612749,38,41,2024-10-29T00:29:30Z,2245000,False,,,0,,B. Portis lost ball TURNOVER (2 TO),"[1626171, 1630202]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,Pritchard,1630202.0,,,,,,,,
286,PT08M05.00S,2024-10-29T00:16:26.7Z,2,REGULAR,steal,,[],1630202,,,1610612738,38,41,2024-10-29T00:28:21Z,2247500,False,,,0,,P. Pritchard STEAL (2 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT08M01.00S,2024-10-29T00:16:32.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630214,93.77463863337714,61.029411764705884,1610612738,38,41,2024-10-29T00:28:21Z,2250000,False,55.0,6.0,1,right,MISS X. Tillman Layup - blocked,"[1630214, 201572]",1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,Lopez,201572.0,,,,,,,,,,,,
228,PT08M01.00S,2024-10-29T00:16:32.0Z,2,REGULAR,block,,[],201572,,,1610612738,38,41,2024-10-29T00:16:33Z,2260000,False,,,0,,B. Lopez BLOCK (3 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
229,PT07M58.00S,2024-10-29T00:16:35.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,38,41,2024-10-29T00:16:38Z,2270000,False,,,0,,B. Portis REBOUND (Off:1 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,227.0,5.0,4.0,1.0,,,,,,,,,,,,,,
230,PT07M51.00S,2024-10-29T00:16:42.2Z,2,REGULAR,3pt,Jump Shot,[],201572,34.90473061760841,42.15686274509804,1610612749,38,41,2024-10-29T00:16:50Z,2280000,False,39.0,276.0,1,left,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,27.84,Missed,,,,,,,,,,,,,,,,,,
231,PT07M48.00S,2024-10-29T00:16:45.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,38,41,2024-10-29T00:16:50Z,2290000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,230.0,,,,,,,,,,,,,,,,,
233,PT07M34.00S,2024-10-29T00:17:04.7Z,2,REGULAR,3pt,Jump Shot,[],1627759,72.22404730617609,19.607843137254903,1610612738,38,41,2024-10-29T00:20:08Z,2310000,False,-152.0,209.0,1,right,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
234,PT07M29.00S,2024-10-29T00:17:09.7Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,38,41,2024-10-29T00:17:13Z,2320000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,233.0,3.0,2.0,1.0,,,,,,,,,,,,,,
235,PT07M27.00S,2024-10-29T00:17:12.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,71.17279894875165,75.49019607843137,1610612738,41,41,2024-10-29T00:17:17Z,2330000,False,127.0,218.0,1,right,P. Pritchard 25' 3PT  (19 PTS) (D. White 5 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.3,Made,,,,,,,19.0,,,,,,,,,D. White,1628401.0,5.0
237,PT07M25.00S,2024-10-29T00:17:18.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,41,41,2024-10-29T00:17:18Z,2350000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M25.00S,2024-10-29T00:19:46.2Z,2,REGULAR,substitution,out,[],1630214,,,1610612749,41,41,2024-10-29T00:19:58Z,2360000,False,,,0,,SUB out: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M25.00S,2024-10-29T00:19:46.2Z,2,REGULAR,substitution,out,[],1629018,,,1610612749,41,41,2024-10-29T00:19:58Z,2370000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M25.00S,2024-10-29T00:19:46.2Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,41,41,2024-10-29T00:19:58Z,2380000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M25.00S,2024-10-29T00:19:46.2Z,2,REGULAR,substitution,in,[],201143,,,1610612749,41,41,2024-10-29T00:19:58Z,2390000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M25.00S,2024-10-29T00:19:46.2Z,2,REGULAR,substitution,in,[],1627752,,,1610612749,41,41,2024-10-29T00:19:58Z,2400000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M25.00S,2024-10-29T00:19:46.2Z,2,REGULAR,substitution,in,[],203507,,,1610612749,41,41,2024-10-29T00:19:58Z,2410000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M12.00S,2024-10-29T00:20:29.5Z,2,REGULAR,foul,offensive,[],203507,,,1610612749,41,41,2024-10-29T00:20:37Z,2420000,False,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1628401]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1155.0,1.0,0.0,White,1628401.0,,,
246,PT07M12.00S,2024-10-29T00:20:29.5Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,41,41,2024-10-29T00:20:29Z,2440000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,3.0,,,1155.0,,,,,,,
247,PT06M54.00S,2024-10-29T00:20:59.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,78.40013140604468,33.33333333333333,1610612738,41,41,2024-10-29T00:21:31Z,2450000,False,-83.0,151.0,1,right,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,17.2,Missed,,,,,,,,,,,,,,,,,,
248,PT06M51.00S,2024-10-29T00:21:02.2Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,41,41,2024-10-29T00:21:05Z,2460000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Left Center,,,247.0,1.0,1.0,0.0,,,,,,,,,,,,,,
249,PT06M45.00S,2024-10-29T00:21:07.6Z,2,REGULAR,3pt,Jump Shot,[],203081,31.225361366622867,50.245098039215684,1610612749,41,41,2024-10-29T00:21:51Z,2470000,False,-1.0,241.0,1,left,MISS D. Lillard 24' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,24.1,Missed,,,,,,,,,,,,,,,,,,
250,PT06M43.00S,2024-10-29T00:21:10.7Z,2,REGULAR,rebound,offensive,[],203081,,,1610612749,41,41,2024-10-29T00:21:10Z,2480000,False,,,0,,D. Lillard REBOUND (Off:1 Def:4),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,249.0,5.0,4.0,1.0,,,,,,,,,,,,,,
251,PT06M42.00S,2024-10-29T00:21:11.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203081,9.674770039421814,96.81372549019608,1610612749,41,44,2024-10-29T00:21:15Z,2490000,False,-234.0,38.0,1,left,D. Lillard 3PT  (16 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,23.72,Made,,,,,,,16.0,,,,,,,,,,,
252,PT06M22.00S,2024-10-29T00:21:33.6Z,2,REGULAR,foul,personal,[],1627752,,,1610612738,41,44,2024-10-29T00:21:47Z,2500000,False,,,0,,T. Prince personal FOUL (3 PF),"[1627752, 1627759]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,3.0,0.0,Brown,1627759.0,,,
254,PT06M22.00S,2024-10-29T00:21:46.7Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,41,44,2024-10-29T00:21:58Z,2520000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M22.00S,2024-10-29T00:21:46.7Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,41,44,2024-10-29T00:21:58Z,2530000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M22.00S,2024-10-29T00:21:46.7Z,2,REGULAR,substitution,out,[],1627752,,,1610612738,41,44,2024-10-29T00:21:58Z,2540000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M22.00S,2024-10-29T00:21:46.7Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,41,44,2024-10-29T00:21:58Z,2550000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M22.00S,2024-10-29T00:21:46.7Z,2,REGULAR,substitution,in,[],201950,,,1610612738,41,44,2024-10-29T00:21:58Z,2560000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M22.00S,2024-10-29T00:21:46.7Z,2,REGULAR,substitution,in,[],1629018,,,1610612738,41,44,2024-10-29T00:21:58Z,2570000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M16.00S,2024-10-29T00:22:13.7Z,2,REGULAR,2pt,Jump Shot,[],201143,73.42312746386334,61.00643382352941,1610612738,43,44,2024-10-29T00:22:21Z,2580000,False,55.0,197.0,1,right,A. Horford 20' Jump Shot (2 PTS) (P. Pritchard 2 AST),"[201143, 1630202]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Center,20.48,Made,,,,,,,2.0,,,,,,,,,P. Pritchard,1630202.0,2.0
