actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
397,PT12M00.00S,2025-11-12T03:28:56.3Z,3,REGULAR,substitution,in,['startperiod'],1641718,,,1610612754,70,57,2025-11-12T03:29:49Z,3920000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT12M00.00S,2025-11-12T03:28:56.3Z,3,REGULAR,substitution,in,['startperiod'],1628396,,,1610612754,70,57,2025-11-12T03:29:49Z,3930000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT12M00.00S,2025-11-12T03:28:56.3Z,3,REGULAR,substitution,in,['startperiod'],1629614,,,1610612754,70,57,2025-11-12T03:29:49Z,3940000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT12M00.00S,2025-11-12T03:29:40.3Z,3,REGULAR,period,start,[],0,,,1610612754,70,57,2025-11-12T03:29:49Z,3950000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT11M39.00S,2025-11-12T03:30:00.6Z,3,REGULAR,2pt,Jump Shot,[],1629614,22.026938239159,59.31372549019608,1610612754,70,59,2025-11-12T03:30:08Z,3960000,False,-47.0,155.0,1,left,A. Nembhard 16' step back Jump Shot (14 PTS),[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,16.15,Made,,,,,,,14.0,,,,,,,,,,,
402,PT11M24.00S,2025-11-12T03:30:15.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,92.9862023653088,56.127450980392155,1610612762,72,59,2025-11-12T03:30:20Z,3970000,False,31.0,13.0,1,right,L. Markkanen driving DUNK (17 PTS) (K. George 5 AST),"[1628374, 1641718]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,,17.0,,,,,,,,,K. George,1641718.0,5.0
404,PT11M12.00S,2025-11-12T03:30:26.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,16.507884362680684,50.98039215686274,1610612754,72,61,2025-11-12T03:30:30Z,3990000,False,-5.0,103.0,1,left,A. Nembhard 10' pullup Jump Shot (16 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,10.28,Made,,,,,,,16.0,,,,,,,,,,,
405,PT10M59.00S,2025-11-12T03:30:40.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,79.84559789750328,52.20588235294118,1610612762,74,61,2025-11-12T03:30:43Z,4000000,False,11.0,137.0,1,right,L. Markkanen 13' pullup Jump Shot (19 PTS) (K. George 6 AST),"[1628374, 1641718]",1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,13.74,Made,,,,,,,19.0,,,,,,,,,K. George,1641718.0,6.0
407,PT10M49.00S,2025-11-12T03:30:50.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,14.273981603153747,50.0,1610612754,74,63,2025-11-12T03:33:07Z,4020000,False,0.0,82.0,1,left,P. Siakam 8' driving floating Jump Shot (18 PTS) (A. Nembhard 2 AST),"[1627783, 1629614]",1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,8.17,Made,,,,,,,18.0,,,,,,,,,A. Nembhard,1629614.0,2.0
409,PT10M28.00S,2025-11-12T03:31:11.0Z,3,REGULAR,3pt,Jump Shot,[],1642846,93.11760840998686,95.34313725490196,1610612762,77,63,2025-11-12T03:31:17Z,4040000,False,227.0,12.0,1,right,A. Bailey 3PT step back (20 PTS),[1642846],1610612762.0,UTA,step back,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,22.7,Made,,,,,,,20.0,,,,,,,,,,,
410,PT10M12.00S,2025-11-12T03:31:27.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,8.09789750328515,36.029411764705884,1610612754,77,63,2025-11-12T03:31:34Z,4050000,False,70.0,24.0,1,left,MISS A. Nembhard 7' driving floating bank Shot,[1629614],1610612754.0,IND,driving floating bank,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,,
411,PT10M12.00S,2025-11-12T03:31:27.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,77,63,2025-11-12T03:31:34Z,4060000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,410.0,,,,,,,,,,,,,,,,,
412,PT10M12.00S,2025-11-12T03:31:31.3Z,3,REGULAR,foul,personal,[],1628374,,,1610612754,77,63,2025-11-12T03:31:39Z,4070000,False,,,0,,L. Markkanen loose ball personal FOUL (1 PF),"[1628374, 1628396]",1610612762.0,UTA,loose ball,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627524.0,1.0,0.0,Bradley,1628396.0,,,,,,
414,PT10M07.00S,2025-11-12T03:32:03.1Z,3,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,77,63,2025-11-12T03:32:10Z,4090000,False,,,0,,A. Nembhard lost ball out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,lost ball,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627524.0,,,,,1.0,,,,,
415,PT10M00.00S,2025-11-12T03:32:18.5Z,3,REGULAR,foul,personal,[],1630526,,,1610612762,77,63,2025-11-12T03:32:27Z,4100000,False,,,0,,J. Robinson-Earl personal FOUL (2 PF),"[1630526, 1628374]",1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1628484.0,2.0,0.0,Markkanen,1628374.0,,,,,,
417,PT10M00.00S,2025-11-12T03:32:37.5Z,3,REGULAR,foul,personal,['1freethrow'],1629614,,,1610612762,77,63,2025-11-12T03:33:11Z,4120000,False,,,0,,A. Nembhard away-from-play personal FOUL (4 PF) (George 1 FT),"[1629614, 1641718]",1610612754.0,IND,away-from-play,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left,,,,,,,,,,1148.0,4.0,0.0,George,1641718.0,,,,,,
419,PT10M00.00S,2025-11-12T03:33:12.5Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1628374,,,1610612762,78,63,2025-11-12T03:33:12Z,4140000,False,,,0,,L. Markkanen away-from-play Free Throw 1 of 1 (20 PTS),[1628374],1610612762.0,UTA,away-from-play,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
420,PT09M53.00S,2025-11-12T03:33:19.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,76.5604467805519,7.8431372549019605,1610612762,81,63,2025-11-12T03:33:24Z,4150000,False,-211.0,168.0,1,right,L. Markkanen 26' 3PT  (23 PTS) (K. George 7 AST),"[1628374, 1641718]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.94,Made,,,,,,,23.0,,,,,,,,,K. George,1641718.0,7.0
422,PT09M43.00S,2025-11-12T03:33:29.2Z,3,REGULAR,3pt,Jump Shot,[],1630174,24.129434954007884,13.23529411764706,1610612754,81,66,2025-11-12T03:33:33Z,4170000,False,184.0,174.0,1,left,A. Nesmith 25' 3PT  (9 PTS) (A. Nembhard 3 AST),"[1630174, 1629614]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,25.33,Made,,,,,,,9.0,,,,,,,,,A. Nembhard,1629614.0,3.0
424,PT09M25.00S,2025-11-12T03:33:46.5Z,3,REGULAR,3pt,Jump Shot,[],1642846,67.23061760840999,48.529411764705884,1610612762,81,66,2025-11-12T03:33:50Z,4190000,False,-7.0,256.0,1,right,MISS A. Bailey 25' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
425,PT09M23.00S,2025-11-12T03:33:48.5Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,81,66,2025-11-12T03:33:50Z,4200000,False,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,424.0,5.0,3.0,2.0,,,,,,,,,,,,,,
426,PT09M13.00S,2025-11-12T03:34:01.2Z,3,REGULAR,foul,offensive,[],1627783,,,1610612754,81,66,2025-11-12T03:36:01Z,4210000,False,,,0,,P. Siakam offensive FOUL (2 PF),"[1627783, 203994]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628484.0,2.0,0.0,Nurkić,203994.0,,,,,,
430,PT09M13.00S,2025-11-12T03:34:01.2Z,3,REGULAR,turnover,offensive foul,[],1627783,,,1610612754,81,66,2025-11-12T03:34:01Z,4225000,False,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628484.0,,,,,1.0,,,,,
428,PT09M13.00S,2025-11-12T03:34:18.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,81,66,2025-11-12T03:34:01Z,4230000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT09M08.00S,2025-11-12T03:37:12.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642846,92.9862023653088,95.58823529411765,1610612762,81,66,2025-11-12T03:37:17Z,4250000,False,228.0,13.0,1,right,MISS A. Bailey 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,,
432,PT09M05.00S,2025-11-12T03:37:16.3Z,3,REGULAR,rebound,offensive,[],1629004,,,1610612762,81,66,2025-11-12T03:37:16Z,4260000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Right Corner 3,24+ Right,,,431.0,2.0,1.0,1.0,,,,,,,,,,,,,,
433,PT08M53.00S,2025-11-12T03:37:28.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629004,93.24901445466492,34.31372549019608,1610612762,83,66,2025-11-12T03:37:36Z,4270000,False,-78.0,11.0,1,right,S. Mykhailiuk 7' fadeaway Jump Shot (10 PTS),[1629004],1610612762.0,UTA,fadeaway,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,,,,,,10.0,,,,,,,,,,,
434,PT08M35.00S,2025-11-12T03:37:45.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628396,12.959921156373195,50.0,1610612754,83,68,2025-11-12T03:37:53Z,4280000,False,0.0,69.0,1,left,T. Bradley 6' floating Jump Shot (6 PTS) (J. Robinson-Earl 3 AST),"[1628396, 1630526]",1610612754.0,IND,floating,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,6.93,Made,,,,,,,6.0,,,,,,,,,J. Robinson-Earl,1630526.0,3.0
436,PT08M21.00S,2025-11-12T03:38:01.4Z,3,REGULAR,turnover,out-of-bounds,[],1629004,,,1610612762,83,68,2025-11-12T03:38:08Z,4300000,False,,,0,,S. Mykhailiuk bad pass out-of-bounds TURNOVER (1 TO),[1629004],1610612762.0,UTA,bad pass,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628484.0,,,,,1.0,,,,,
437,PT08M12.00S,2025-11-12T03:38:16.3Z,3,REGULAR,foul,personal,['2freethrow'],1641718,,,1610612754,83,68,2025-11-12T03:38:35Z,4310000,False,,,0,,K. George shooting personal FOUL (5 PF) (Nembhard 2 FT),"[1641718, 1629614]",1610612762.0,UTA,shooting,,,George,K. George,,,,,Mid-Range,16-24 Right,,,,,,,,,,1628484.0,5.0,0.0,Nembhard,1629614.0,,,,,,
439,PT08M12.00S,2025-11-12T03:38:42.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629614,,,1610612754,83,69,2025-11-12T03:38:42Z,4330000,False,,,0,,A. Nembhard Free Throw 1 of 2 (17 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
440,PT08M12.00S,2025-11-12T03:38:43.1Z,3,REGULAR,substitution,out,[],1641718,,,1610612754,83,69,2025-11-12T03:38:46Z,4340000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT08M12.00S,2025-11-12T03:38:43.1Z,3,REGULAR,substitution,in,[],1642268,,,1610612754,83,69,2025-11-12T03:38:46Z,4350000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT08M12.00S,2025-11-12T03:39:02.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629614,,,1610612754,83,70,2025-11-12T03:39:02Z,4360000,False,,,0,,A. Nembhard Free Throw 2 of 2 (18 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
443,PT08M02.00S,2025-11-12T03:39:17.5Z,3,REGULAR,foul,personal,[],1630174,,,1610612762,83,70,2025-11-12T03:39:23Z,4370000,False,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 1628374]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left,,,,,,,,,,1148.0,2.0,0.0,Markkanen,1628374.0,,,,,,
445,PT07M54.00S,2025-11-12T03:39:43.0Z,3,REGULAR,3pt,Jump Shot,[],1628374,75.24638633377135,6.862745098039216,1610612762,86,70,2025-11-12T03:39:47Z,4390000,False,-216.0,180.0,1,right,L. Markkanen 28' 3PT  (26 PTS) (A. Bailey 1 AST),"[1628374, 1642846]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,28.11,Made,,,,,,,26.0,,,,,,,,,A. Bailey,1642846.0,1.0
447,PT07M31.00S,2025-11-12T03:40:06.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,6.783837056504599,44.36274509803921,1610612754,86,70,2025-11-12T03:40:10Z,4410000,False,28.0,11.0,1,left,MISS A. Nesmith driving reverse Layup,[1630174],1610612754.0,IND,driving reverse,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
448,PT07M28.00S,2025-11-12T03:40:09.2Z,3,REGULAR,rebound,offensive,[],1628396,,,1610612754,86,70,2025-11-12T03:40:10Z,4420000,False,,,0,,T. Bradley REBOUND (Off:1 Def:0),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,,,447.0,1.0,0.0,1.0,,,,,,,,,,,,,,
449,PT07M28.00S,2025-11-12T03:40:09.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628396,5.590000152587891,50.0,1610612754,86,70,2025-11-12T03:40:09Z,4430000,False,0.0,0.0,1,left,MISS T. Bradley tip Layup,[1628396],1610612754.0,IND,tip,,,Bradley,T. Bradley,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
450,PT07M27.00S,2025-11-12T03:40:10.1Z,3,REGULAR,rebound,defensive,[],203994,,,1610612762,86,70,2025-11-12T03:40:10Z,4440000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:7),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Left,,,449.0,8.0,7.0,1.0,,,,,,,,,,,,,,
451,PT07M21.00S,2025-11-12T03:40:16.2Z,3,REGULAR,3pt,Jump Shot,[],1642268,66.83639947437582,37.99019607843137,1610612762,89,70,2025-11-12T03:40:20Z,4450000,False,-60.0,259.0,1,right,I. Collier 26' 3PT  (8 PTS) (S. Mykhailiuk 2 AST),"[1642268, 1629004]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,26.61,Made,,,,,,,8.0,,,,,,,,,S. Mykhailiuk,1629004.0,2.0
453,PT07M18.00S,2025-11-12T03:40:22.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,89,70,2025-11-12T03:40:22Z,4470000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT07M18.00S,2025-11-12T03:40:52.4Z,3,REGULAR,foul,technical,['1freethrow'],1630174,,,1610612754,89,70,2025-11-12T03:41:06Z,4480000,False,,,0,,A. Nesmith technical FOUL (1 Tech),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,1148.0,2.0,1.0,,,,,,,,
455,PT07M18.00S,2025-11-12T03:41:12.2Z,3,REGULAR,substitution,out,[],1628396,,,1610612754,89,70,2025-11-12T03:42:54Z,4490000,False,,,0,,SUB out: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT07M18.00S,2025-11-12T03:41:12.2Z,3,REGULAR,substitution,out,[],1630174,,,1610612754,89,70,2025-11-12T03:42:54Z,4500000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT07M18.00S,2025-11-12T03:41:12.2Z,3,REGULAR,substitution,out,[],1630526,,,1610612754,89,70,2025-11-12T03:42:54Z,4510000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT07M18.00S,2025-11-12T03:41:12.2Z,3,REGULAR,substitution,in,[],1630543,,,1610612754,89,70,2025-11-12T03:42:54Z,4520000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT07M18.00S,2025-11-12T03:41:12.2Z,3,REGULAR,substitution,in,[],1641716,,,1610612754,89,70,2025-11-12T03:42:54Z,4530000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT07M18.00S,2025-11-12T03:41:12.2Z,3,REGULAR,substitution,in,[],1641767,,,1610612754,89,70,2025-11-12T03:42:54Z,4540000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT07M18.00S,2025-11-12T03:43:22.0Z,3,REGULAR,freethrow,1 of 1,[],1628374,,,1610612754,90,70,2025-11-12T03:43:22Z,4550000,False,,,0,,L. Markkanen technical Free Throw 1 of 1 (27 PTS),[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,27.0,,,,,,,,,,,
462,PT07M18.00S,2025-11-12T03:43:30.7Z,3,REGULAR,substitution,out,[],1628374,,,1610612754,90,70,2025-11-12T03:43:34Z,4560000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT07M18.00S,2025-11-12T03:43:30.7Z,3,REGULAR,substitution,in,[],1641729,,,1610612754,90,70,2025-11-12T03:43:34Z,4570000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT07M01.00S,2025-11-12T03:44:02.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,7.5722733245729295,52.94117647058824,1610612754,90,72,2025-11-12T03:44:43Z,4580000,False,-15.0,19.0,1,left,I. Jackson cutting Layup (6 PTS) (A. Nembhard 4 AST),"[1630543, 1629614]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,,6.0,,,,,,,,,A. Nembhard,1629614.0,4.0
466,PT06M39.00S,2025-11-12T03:44:23.2Z,3,REGULAR,2pt,Jump Shot,[],1642846,88.38699080157687,32.35294117647059,1610612762,90,72,2025-11-12T03:45:16Z,4600000,False,-88.0,57.0,1,right,MISS A. Bailey 10' driving floating Shot,[1642846],1610612762.0,UTA,driving floating,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Left,10.49,Missed,,,,,,,,,,,,,,,,,,
467,PT06M37.00S,2025-11-12T03:44:25.2Z,3,REGULAR,rebound,offensive,[],203994,,,1610612762,90,72,2025-11-12T03:44:27Z,4610000,False,,,0,,J. Nurkić REBOUND (Off:2 Def:7),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Left,,,466.0,9.0,7.0,2.0,,,,,,,,,,,,,,
468,PT06M33.00S,2025-11-12T03:44:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642268,89.43823915900131,58.82352941176471,1610612762,92,72,2025-11-12T03:44:35Z,4620000,False,44.0,47.0,1,right,I. Collier 6' driving Layup (10 PTS) (S. Mykhailiuk 3 AST),"[1642268, 1629004]",1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,6.43,Made,,,,,,,10.0,,,,,,,,,S. Mykhailiuk,1629004.0,3.0
470,PT06M16.00S,2025-11-12T03:44:47.0Z,3,REGULAR,2pt,Jump Shot,[],1629614,15.982260183968464,24.509803921568626,1610612754,92,74,2025-11-12T03:44:50Z,4640000,False,127.0,98.0,1,left,A. Nembhard 16' pullup Jump Shot (20 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,16.06,Made,,,,,,,20.0,,,,,,,,,,,
471,PT06M01.00S,2025-11-12T03:45:01.1Z,3,REGULAR,turnover,bad pass,[],203994,,,1610612762,92,74,2025-11-12T03:45:04Z,4650000,False,,,0,,J. Nurkić bad pass TURNOVER (1 TO),"[203994, 1630543]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,Jackson,1630543.0,,,
472,PT06M01.00S,2025-11-12T03:45:01.1Z,3,REGULAR,steal,,[],1630543,,,1610612754,92,74,2025-11-12T03:45:02Z,4660000,False,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
473,PT05M53.00S,2025-11-12T03:45:09.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,13.485545335085414,49.01960784313725,1610612754,92,74,2025-11-12T03:45:16Z,4670000,False,5.0,74.0,1,left,MISS P. Siakam 7' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.45,Missed,,,,,,,,,,,,,,,,,,
474,PT05M50.00S,2025-11-12T03:45:13.0Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,92,74,2025-11-12T03:45:13Z,4680000,False,,,0,,I. Jackson REBOUND (Off:3 Def:4),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,473.0,7.0,4.0,3.0,,,,,,,,,,,,,,
475,PT05M50.00S,2025-11-12T03:45:13.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630543,5.590000152587891,50.0,1610612754,92,74,2025-11-12T03:45:35Z,4690000,False,0.0,0.0,1,left,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
476,PT05M50.00S,2025-11-12T03:45:13.0Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,92,74,2025-11-12T03:45:35Z,4700000,False,,,0,,I. Jackson REBOUND (Off:4 Def:4),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,475.0,8.0,4.0,4.0,,,,,,,,,,,,,,
477,PT05M48.00S,2025-11-12T03:45:14.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630543,8.754927726675426,45.09803921568628,1610612754,92,76,2025-11-12T03:47:52Z,4710000,False,25.0,30.0,1,left,I. Jackson putback Layup (8 PTS),[1630543],1610612754.0,IND,putback,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,3.86,Made,,,,,,,8.0,,,,,,,,,,,
478,PT05M38.00S,2025-11-12T03:45:24.1Z,3,REGULAR,3pt,Jump Shot,[],1641729,94.82588699080158,3.6764705882352944,1610612762,95,76,2025-11-12T03:45:27Z,4720000,False,-232.0,-4.0,1,right,B. Sensabaugh 3PT  (8 PTS) (S. Mykhailiuk 4 AST),"[1641729, 1629004]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,,,8.0,,,,,,,,,S. Mykhailiuk,1629004.0,4.0
480,PT05M30.00S,2025-11-12T03:45:32.4Z,3,REGULAR,3pt,Jump Shot,[],1641716,31.750985545335087,60.29411764705882,1610612754,95,76,2025-11-12T03:45:38Z,4740000,False,-51.0,246.0,1,left,MISS J. Walker 25' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,25.13,Missed,,,,,,,,,,,,,,,,,,
481,PT05M30.00S,2025-11-12T03:45:32.4Z,3,REGULAR,rebound,defensive,[],1641729,,,1610612762,95,76,2025-11-12T03:45:38Z,4750000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:4),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,480.0,4.0,4.0,0.0,,,,,,,,,,,,,,
