actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
426,PT02M31.00S,2026-03-03T03:45:10.5Z,3,REGULAR,substitution,in,[],1641729,,,1610612743,91,93,2026-03-03T03:45:15Z,4200000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M31.00S,2026-03-03T03:45:10.5Z,3,REGULAR,substitution,in,[],1629618,,,1610612743,91,93,2026-03-03T03:45:15Z,4210000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M15.00S,2026-03-03T03:45:44.4Z,3,REGULAR,3pt,Jump Shot,[],1628971,8.09789750328515,3.1862745098039214,1610612743,91,93,2026-03-03T03:45:47Z,4220000,False,234.0,24.0,1,left,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
429,PT02M12.00S,2026-03-03T03:45:47.4Z,3,REGULAR,rebound,defensive,[],1642268,,,1610612762,91,93,2026-03-03T03:45:47Z,4230000,False,,,0,,I. Collier REBOUND (Off:0 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Right Corner 3,24+ Right,,,428.0,,,,,,,,,,,,,2.0,2.0,0.0,,
430,PT02M08.00S,2026-03-03T03:45:51.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642268,91.80354796320631,44.85294117647059,1610612762,93,93,2026-03-03T03:45:54Z,4240000,False,-26.0,25.0,1,right,I. Collier running Layup (10 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.55,Made,,,,,,,10.0,,,,,,,,,,,
431,PT01M58.00S,2026-03-03T03:46:00.3Z,3,REGULAR,3pt,Jump Shot,[],203501,6.783837056504599,95.83333333333334,1610612743,93,93,2026-03-03T03:46:04Z,4250000,False,-229.0,11.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
432,PT01M56.00S,2026-03-03T03:46:03.1Z,3,REGULAR,rebound,offensive,[],202685,,,1610612743,93,93,2026-03-03T03:46:03Z,4260000,False,,,0,,J. Valančiūnas REBOUND (Off:3 Def:2),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Left Corner 3,24+ Left,,,431.0,,,,,,,,,,,,,5.0,2.0,3.0,,
433,PT01M55.00S,2026-03-03T03:46:04.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,7.703679369250986,47.30392156862745,1610612743,93,95,2026-03-03T03:47:14Z,4270000,False,13.0,20.0,1,left,J. Valančiūnas putback Layup (9 PTS),[202685],1610612743.0,DEN,putback,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,2.4,Made,,,,,,,9.0,,,,,,,,,,,
434,PT01M34.00S,2026-03-03T03:46:24.8Z,3,REGULAR,3pt,Jump Shot,[],1629004,86.81011826544021,3.6764705882352944,1610612762,93,95,2026-03-03T03:46:29Z,4280000,False,-232.0,71.0,1,right,MISS S. Mykhailiuk 24' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,24.24,Missed,,,,,,,,,,,,,,,,,,
435,PT01M31.00S,2026-03-03T03:46:27.8Z,3,REGULAR,rebound,defensive,[],203501,,,1610612743,93,95,2026-03-03T03:46:29Z,4290000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,434.0,,,,,,,,,,,,,4.0,4.0,0.0,,
436,PT01M17.00S,2026-03-03T03:46:48.1Z,3,REGULAR,foul,personal,[],1641729,,,1610612743,93,95,2026-03-03T03:46:52Z,4300000,False,,,0,,B. Sensabaugh personal FOUL (2 PF),"[1641729, 202685]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Left,,,,1629183.0,2.0,0.0,Valančiūnas,202685.0,,,,,,,,,,,,
438,PT01M12.00S,2026-03-03T03:47:04.1Z,3,REGULAR,3pt,Jump Shot,[],1627750,21.895532194480946,89.2156862745098,1610612743,93,98,2026-03-03T03:47:49Z,4320000,False,-196.0,153.0,1,left,J. Murray 24' 3PT pullup (35 PTS) (J. Valančiūnas 1 AST),"[1627750, 202685]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,,,35.0,,,,J. Valančiūnas,202685.0,1.0,,,,,
440,PT00M52.60S,2026-03-03T03:47:24.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,84.31340341655716,37.5,1610612762,93,98,2026-03-03T03:47:28Z,4340000,False,-62.0,95.0,1,right,MISS B. Sensabaugh 11' pullup Shot,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Left,11.37,Missed,,,,,,,,,,,,,,,,,,
441,PT00M51.50S,2026-03-03T03:47:25.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,93,98,2026-03-03T03:47:28Z,4350000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,440.0,,,,,,,,,,,,,,,,,
442,PT00M51.50S,2026-03-03T03:47:29.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631131,,,1610612743,93,98,2026-03-03T03:47:45Z,4360000,False,,,0,,O. Tshiebwe loose ball personal FOUL (1 PF) (Valančiūnas 2 FT),"[1631131, 202685]",1610612762.0,UTA,loose ball,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),0-8 Center,,,,1627534.0,1.0,0.0,Valančiūnas,202685.0,,,,,,,,,,,,
444,PT00M51.50S,2026-03-03T03:48:02.0Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612743,93,99,2026-03-03T03:48:02Z,4380000,False,,,0,,J. Valančiūnas Free Throw 1 of 2 (10 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
445,PT00M51.50S,2026-03-03T03:48:22.3Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612743,93,100,2026-03-03T03:48:22Z,4390000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (11 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
446,PT00M32.60S,2026-03-03T03:48:46.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631131,90.48948751642575,55.392156862745104,1610612762,93,100,2026-03-03T03:48:49Z,4400000,False,27.0,37.0,1,right,MISS O. Tshiebwe Layup,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
447,PT00M30.60S,2026-03-03T03:48:48.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612743,93,100,2026-03-03T03:48:49Z,4410000,False,,,0,,J. Valančiūnas REBOUND (Off:3 Def:3),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,446.0,,,,,,,,,,,,,6.0,3.0,3.0,,
448,PT00M12.20S,2026-03-03T03:49:06.8Z,3,REGULAR,3pt,Jump Shot,[],1627750,33.590670170827856,48.03921568627451,1610612743,93,100,2026-03-03T03:50:01Z,4420000,False,10.0,263.0,1,left,MISS J. Murray 26' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.35,Missed,,,,,,,,,,,,,,,,,,
449,PT00M08.60S,2026-03-03T03:49:10.4Z,3,REGULAR,rebound,defensive,[],1631131,,,1610612762,93,100,2026-03-03T03:49:12Z,4430000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:4),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Above the Break 3,24+ Center,,,448.0,,,,,,,,,,,,,5.0,4.0,1.0,,
450,PT00M00.60S,2026-03-03T03:49:18.3Z,3,REGULAR,turnover,lost ball,[],1642268,,,1610612762,93,100,2026-03-03T03:49:24Z,4440000,False,,,0,,I. Collier lost ball TURNOVER (1 TO),"[1642268, 1627750]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,8-16 Right,,,,,,,,,,1.0,Murray,1627750.0,,,,,,,,
451,PT00M00.60S,2026-03-03T03:49:18.3Z,3,REGULAR,steal,,[],1627750,,,1610612743,93,100,2026-03-03T03:49:20Z,4450000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
452,PT00M00.00S,2026-03-03T03:49:21.5Z,3,REGULAR,heave,,['fromturnover'],0,,,1610612743,93,100,2026-03-03T03:51:11Z,4460000,False,,,0,,DEN Heave,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,70.19,,,,,,,,,,,,,,,,,,,
453,PT00M00.00S,2026-03-03T03:49:21.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,93,100,2026-03-03T03:51:11Z,4470000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,452.0,,,,,,,,,,,,,,,,,
454,PT00M00.00S,2026-03-03T03:49:25.0Z,3,REGULAR,period,end,[],0,,,1610612743,93,100,2026-03-03T03:49:25Z,4480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2026-03-03T03:51:28.7Z,4,REGULAR,substitution,out,['startperiod'],202685,,,1610612743,93,100,2026-03-03T03:51:53Z,4490000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2026-03-03T03:51:28.7Z,4,REGULAR,substitution,out,['startperiod'],1627750,,,1610612743,93,100,2026-03-03T03:51:53Z,4500000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2026-03-03T03:51:28.7Z,4,REGULAR,substitution,in,['startperiod'],203999,,,1610612743,93,100,2026-03-03T03:51:53Z,4510000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2026-03-03T03:51:28.7Z,4,REGULAR,substitution,in,['startperiod'],1631124,,,1610612743,93,100,2026-03-03T03:51:53Z,4520000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2026-03-03T03:52:08.3Z,4,REGULAR,period,start,[],0,,,1610612762,93,100,2026-03-03T03:52:08Z,4530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT11M43.00S,2026-03-03T03:52:25.0Z,4,REGULAR,turnover,bad pass,[],1629004,,,1610612762,93,100,2026-03-03T03:52:28Z,4540000,False,,,0,,S. Mykhailiuk bad pass TURNOVER (1 TO),"[1629004, 1628971]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,Brown,1628971.0,,,,,,,,
461,PT11M43.00S,2026-03-03T03:52:25.0Z,4,REGULAR,steal,,[],1628971,,,1610612743,93,100,2026-03-03T03:52:26Z,4550000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
462,PT11M28.00S,2026-03-03T03:52:39.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629618,29.25427069645204,81.37254901960785,1610612743,93,100,2026-03-03T03:52:43Z,4560000,False,-157.0,222.0,1,left,MISS J. Pickett 27' 3PT,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
463,PT11M24.00S,2026-03-03T03:52:43.1Z,4,REGULAR,rebound,defensive,[],1631131,,,1610612762,93,100,2026-03-03T03:52:43Z,4570000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:5),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Above the Break 3,24+ Left Center,,,462.0,,,,,,,,,,,,,6.0,5.0,1.0,,
464,PT11M15.00S,2026-03-03T03:52:52.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,91.40932982917214,40.931372549019606,1610612762,93,100,2026-03-03T03:52:57Z,4580000,False,-45.0,28.0,1,right,MISS I. Collier driving Layup,[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
465,PT11M14.00S,2026-03-03T03:52:53.7Z,4,REGULAR,rebound,defensive,[],203501,,,1610612743,93,100,2026-03-03T03:52:57Z,4590000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:5),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,464.0,,,,,,,,,,,,,5.0,5.0,0.0,,
466,PT11M14.00S,2026-03-03T03:52:59.7Z,4,REGULAR,turnover,out-of-bounds,[],203501,,,1610612743,93,100,2026-03-03T03:53:06Z,4600000,False,,,0,,T. Hardaway Jr. lost ball out-of-bounds TURNOVER (2 TO),[203501],1610612743.0,DEN,lost ball,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1627534.0,,,,,,2.0,,,,,,,,,,
467,PT11M07.00S,2026-03-03T03:53:34.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629004,80.76544021024968,49.754901960784316,1610612762,95,100,2026-03-03T03:53:40Z,4610000,False,-1.0,128.0,1,right,S. Mykhailiuk 12' driving floating Jump Shot (12 PTS) (O. Tshiebwe 1 AST),"[1629004, 1631131]",1610612762.0,UTA,driving floating,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Center,12.83,Made,,,,,,,12.0,,,,O. Tshiebwe,1631131.0,1.0,,,,,
469,PT10M50.00S,2026-03-03T03:53:54.4Z,4,REGULAR,foul,personal,[],1629723,,,1610612743,95,100,2026-03-03T03:54:01Z,4630000,False,,,0,,J. Konchar personal FOUL (2 PF),"[1629723, 203999]",1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Left,,,,1629183.0,2.0,0.0,Jokić,203999.0,,,,,,,,,,,,
471,PT10M43.00S,2026-03-03T03:54:18.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,14.536793692509855,50.245098039215684,1610612743,95,100,2026-03-03T03:54:58Z,4650000,False,-1.0,84.0,1,left,MISS N. Jokić 8' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,8.41,Missed,,,,,,,,,,,,,,,,,,
472,PT10M41.00S,2026-03-03T03:54:20.9Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612762,95,100,2026-03-03T03:54:22Z,4660000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,471.0,,,,,,,,,,,,,2.0,2.0,0.0,,
473,PT10M37.00S,2026-03-03T03:54:29.9Z,4,REGULAR,turnover,out-of-bounds,[],1641729,,,1610612762,95,100,2026-03-03T04:06:26Z,4670000,False,,,0,,B. Sensabaugh bad pass out-of-bounds TURNOVER (1 TO),[1641729],1610612762.0,UTA,bad pass,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,1629183.0,,,,,,1.0,,,,,,,,,,
475,PT10M19.00S,2026-03-03T03:54:54.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203501,6.258212877792378,71.56862745098039,1610612743,95,100,2026-03-03T03:54:58Z,4690000,False,-108.0,6.0,1,left,MISS T. Hardaway Jr. 10' pullup Shot - blocked,"[203501, 1629723]",1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,10.8,Missed,,,,,,,,,,,,,,,,,Konchar,1629723.0
477,PT10M19.00S,2026-03-03T03:54:54.7Z,4,REGULAR,block,,[],1629723,,,1610612743,95,100,2026-03-03T03:55:00Z,4695000,False,,,0,,J. Konchar BLOCK (2 BLK),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
476,PT10M16.00S,2026-03-03T03:54:57.7Z,4,REGULAR,rebound,defensive,[],1631131,,,1610612762,95,100,2026-03-03T03:54:58Z,4700000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:6),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Mid-Range,8-16 Left,,,475.0,,,,,,,,,,,,,7.0,6.0,1.0,,
478,PT10M08.00S,2026-03-03T03:55:06.0Z,4,REGULAR,3pt,Jump Shot,[],1629723,74.98357424441524,13.725490196078432,1610612762,95,100,2026-03-03T03:55:09Z,4710000,False,-181.0,183.0,1,right,MISS J. Konchar 25' 3PT,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
479,PT10M05.00S,2026-03-03T03:55:09.0Z,4,REGULAR,rebound,defensive,[],203501,,,1610612743,95,100,2026-03-03T03:55:09Z,4720000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:6),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,478.0,,,,,,,,,,,,,6.0,6.0,0.0,,
480,PT09M54.00S,2026-03-03T03:55:22.6Z,4,REGULAR,foul,personal,[],1642268,,,1610612743,95,100,2026-03-03T03:55:38Z,4730000,False,,,0,,I. Collier personal FOUL (1 PF),"[1642268, 1631124]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Right,,,,203591.0,1.0,0.0,Strawther,1631124.0,,,,,,,,,,,,
483,PT09M44.00S,2026-03-03T03:56:07.0Z,4,REGULAR,3pt,Jump Shot,[],203501,34.90473061760841,57.59803921568627,1610612743,95,100,2026-03-03T03:57:38Z,4760000,False,-38.0,276.0,1,left,MISS T. Hardaway Jr. 27' pullup 3PT,[203501],1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,27.82,Missed,,,,,,,,,,,,,,,,,,
484,PT09M42.00S,2026-03-03T03:56:09.0Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612743,95,100,2026-03-03T03:56:11Z,4770000,False,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,483.0,,,,,,,,,,,,,3.0,2.0,1.0,,
485,PT09M41.00S,2026-03-03T03:56:10.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631124,28.07161629434954,17.647058823529413,1610612743,95,100,2026-03-03T03:56:16Z,4780000,False,162.0,211.0,1,left,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
486,PT09M39.00S,2026-03-03T03:56:12.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,95,100,2026-03-03T03:56:16Z,4790000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,485.0,,,,,,,,,,,,,,,,,
488,PT09M27.00S,2026-03-03T03:56:37.8Z,4,REGULAR,3pt,Jump Shot,[],1641729,75.50919842312747,13.970588235294118,1610612762,95,100,2026-03-03T03:58:09Z,4810000,False,-180.0,178.0,1,right,MISS B. Sensabaugh 25' pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
489,PT09M24.00S,2026-03-03T03:56:40.7Z,4,REGULAR,rebound,offensive,[],1629004,,,1610612762,95,100,2026-03-03T03:56:40Z,4820000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,488.0,,,,,,,,,,,,,2.0,1.0,1.0,,
490,PT09M21.00S,2026-03-03T03:56:43.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641729,90.22667542706965,40.931372549019606,1610612762,95,100,2026-03-03T03:56:46Z,4830000,False,-45.0,39.0,1,right,MISS B. Sensabaugh 6' driving Layup,[1641729],1610612762.0,UTA,driving,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
491,PT09M19.00S,2026-03-03T03:56:45.7Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,95,100,2026-03-03T03:56:46Z,4840000,False,,,0,,N. Jokić REBOUND (Off:2 Def:8),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,490.0,,,,,,,,,,,,,10.0,8.0,2.0,,
492,PT09M15.00S,2026-03-03T03:56:51.8Z,4,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612743,95,100,2026-03-03T04:06:40Z,4850000,False,,,0,,B. Brown lost ball out-of-bounds TURNOVER (1 TO),[1628971],1610612743.0,DEN,lost ball,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,1629183.0,,,,,,1.0,,,,,,,,,,
493,PT09M12.00S,2026-03-03T03:57:02.4Z,4,REGULAR,foul,personal,[],1628971,,,1610612762,95,100,2026-03-03T03:57:08Z,4860000,False,,,0,,B. Brown personal FOUL (4 PF),"[1628971, 1642268]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,1629183.0,4.0,0.0,Collier,1642268.0,,,,,,,,,,,,
495,PT08M54.00S,2026-03-03T03:57:39.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629004,85.75886990801577,47.549019607843135,1610612762,95,100,2026-03-03T04:01:58Z,4880000,False,-12.0,81.0,1,right,MISS S. Mykhailiuk 8' driving floating Shot,[1629004],1610612762.0,UTA,driving floating,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,,,,,,,,,,,,,,,,,,
496,PT08M52.00S,2026-03-03T03:57:41.7Z,4,REGULAR,rebound,offensive,[],1631131,,,1610612762,95,100,2026-03-03T04:01:58Z,4890000,False,,,0,,O. Tshiebwe REBOUND (Off:2 Def:6),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),8-16 Center,,,495.0,,,,,,,,,,,,,8.0,6.0,2.0,,
497,PT08M52.00S,2026-03-03T03:57:44.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631131,94.40999984741211,50.0,1610612762,97,100,2026-03-03T04:02:09Z,4900000,False,0.0,0.0,1,right,O. Tshiebwe tip Layup (8 PTS),[1631131],1610612762.0,UTA,tip,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,8.0,,,,,,,,,,,
498,PT08M45.00S,2026-03-03T03:57:51.1Z,4,REGULAR,foul,personal,[],1642268,,,1610612743,97,100,2026-03-03T03:58:06Z,4910000,False,,,0,,I. Collier personal FOUL (2 PF),"[1642268, 203501]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,8-16 Right,,,,1627534.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,,
500,PT08M37.00S,2026-03-03T03:58:29.0Z,4,REGULAR,foul,personal,['2freethrow'],1629004,,,1610612743,97,100,2026-03-03T03:58:34Z,4930000,False,,,0,,S. Mykhailiuk shooting personal FOUL (1 PF) (Strawther 2 FT),"[1629004, 1631124]",1610612762.0,UTA,shooting,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,,,,203591.0,1.0,0.0,Strawther,1631124.0,,,,,,,,,,,,
502,PT08M37.00S,2026-03-03T03:59:04.9Z,4,REGULAR,freethrow,1 of 2,[],1631124,,,1610612743,97,101,2026-03-03T03:59:04Z,4950000,False,,,0,,J. Strawther Free Throw 1 of 2 (14 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
503,PT08M37.00S,2026-03-03T03:59:21.3Z,4,REGULAR,freethrow,2 of 2,[],1631124,,,1610612743,97,102,2026-03-03T03:59:21Z,4960000,False,,,0,,J. Strawther Free Throw 2 of 2 (15 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
504,PT08M14.00S,2026-03-03T03:59:50.4Z,4,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,97,102,2026-03-03T03:59:56Z,4970000,False,,,0,,I. Collier step out-of-bounds TURNOVER (2 TO),[1642268],1610612762.0,UTA,step,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,,1629183.0,,,,,,2.0,,,,,,,,,,
505,PT08M14.00S,2026-03-03T03:59:55.3Z,4,REGULAR,substitution,out,[],1642268,,,1610612743,97,102,2026-03-03T04:00:03Z,4980000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
