actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
168,PT11M27.00S,2026-03-03T02:40:02.9Z,2,REGULAR,3pt,Jump Shot,[],1629004,7.703679369250986,95.58823529411765,1610612762,34,36,2026-03-03T02:40:06Z,1680000,False,-228.0,20.0,1,left,MISS S. Mykhailiuk 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,22.88,Missed,,,,,,,,,,,,,,,,,,
169,PT11M24.00S,2026-03-03T02:40:05.9Z,2,REGULAR,rebound,defensive,[],1629618,,,1610612743,34,36,2026-03-03T02:40:07Z,1690000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Left Corner 3,24+ Left,,,168.0,,,,,,,,,,,,,1.0,1.0,0.0,,
170,PT11M18.00S,2026-03-03T02:40:11.9Z,2,REGULAR,3pt,Jump Shot,[],1627750,77.34888304862024,5.392156862745098,1610612743,34,36,2026-03-03T02:40:16Z,1700000,False,-223.0,160.0,1,right,MISS J. Murray 27' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,27.47,Missed,,,,,,,,,,,,,,,,,,
171,PT11M16.00S,2026-03-03T02:40:13.9Z,2,REGULAR,rebound,defensive,[],1642268,,,1610612762,34,36,2026-03-03T02:40:16Z,1710000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,170.0,,,,,,,,,,,,,1.0,1.0,0.0,,
172,PT11M07.00S,2026-03-03T02:40:23.6Z,2,REGULAR,3pt,Jump Shot,[],1629004,27.151773981603156,79.90196078431373,1610612762,37,36,2026-03-03T02:40:28Z,1720000,False,-150.0,203.0,1,left,S. Mykhailiuk 25' 3PT  (6 PTS) (I. Collier 3 AST),"[1629004, 1642268]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,25.19,Made,,,,,,,6.0,,,,I. Collier,1642268.0,3.0,,,,,
174,PT10M42.00S,2026-03-03T02:40:48.9Z,2,REGULAR,2pt,Jump Shot,[],1627750,77.34888304862024,70.09803921568627,1610612743,37,36,2026-03-03T02:44:15Z,1740000,False,100.0,160.0,1,right,MISS J. Murray 18' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,18.93,Missed,,,,,,,,,,,,,,,,,,
175,PT10M38.00S,2026-03-03T02:40:52.9Z,2,REGULAR,rebound,defensive,[],1631131,,,1610612762,37,36,2026-03-03T02:40:59Z,1750000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:2),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Mid-Range,16-24 Right Center,,,174.0,,,,,,,,,,,,,3.0,2.0,1.0,,
176,PT10M33.00S,2026-03-03T02:40:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642268,6.389618922470433,43.13725490196079,1610612762,39,36,2026-03-03T02:41:03Z,1760000,False,34.0,8.0,1,left,I. Collier running Layup (6 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,,,6.0,,,,,,,,,,,
177,PT10M15.00S,2026-03-03T02:41:14.8Z,2,REGULAR,3pt,Jump Shot,[],1631124,73.53810775295663,5.392156862745098,1610612743,39,39,2026-03-03T02:41:20Z,1770000,False,-223.0,196.0,1,right,J. Strawther 29' 3PT  (3 PTS) (J. Murray 3 AST),"[1631124, 1627750]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,29.7,Made,,,,,,,3.0,,,,J. Murray,1627750.0,3.0,,,,,
179,PT10M14.00S,2026-03-03T02:41:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,39,39,2026-03-03T02:41:19Z,1790000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M55.00S,2026-03-03T02:44:34.0Z,2,REGULAR,2pt,Jump Shot,[],1642268,24.52365308804205,59.80392156862745,1610612762,39,39,2026-03-03T02:44:38Z,1800000,False,-49.0,178.0,1,left,MISS I. Collier 18' pullup Shot,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Mid-Range,16-24 Center,18.46,Missed,,,,,,,,,,,,,,,,,,
181,PT09M52.00S,2026-03-03T02:44:37.0Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,39,39,2026-03-03T02:44:38Z,1810000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Center,,,180.0,,,,,,,,,,,,,1.0,1.0,0.0,,
182,PT09M45.00S,2026-03-03T02:44:44.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,91.01511169513797,42.40196078431372,1610612743,39,41,2026-03-03T02:45:47Z,1820000,False,-38.0,32.0,1,right,J. Strawther driving finger roll Layup (5 PTS),[1631124],1610612743.0,DEN,driving finger roll,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,,,,,,,5.0,,,,,,,,,,,
183,PT09M33.00S,2026-03-03T02:44:57.7Z,2,REGULAR,foul,personal,[],1630192,,,1610612762,39,41,2026-03-03T02:45:07Z,1830000,False,,,0,,Z. Nnaji personal FOUL (1 PF),"[1630192, 1629723]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,1.0,0.0,Konchar,1629723.0,,,,,,,,,,,,
185,PT09M26.00S,2026-03-03T02:45:19.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,12.565703022339028,44.6078431372549,1610612762,41,41,2026-03-03T02:46:10Z,1850000,False,27.0,66.0,1,left,I. Collier 7' driving floating Jump Shot (8 PTS) (B. Sensabaugh 1 AST),"[1642268, 1641729]",1610612762.0,UTA,driving floating,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,,,,,,,8.0,,,,B. Sensabaugh,1641729.0,1.0,,,,,
186,PT09M11.00S,2026-03-03T02:45:34.7Z,2,REGULAR,3pt,Jump Shot,[],1631124,68.54467805519053,37.745098039215684,1610612743,41,41,2026-03-03T02:45:39Z,1860000,False,-61.0,243.0,1,right,MISS J. Strawther 25' pullup 3PT,[1631124],1610612743.0,DEN,pullup,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
187,PT09M08.00S,2026-03-03T02:45:37.7Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612762,41,41,2026-03-03T02:45:39Z,1870000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,186.0,,,,,,,,,,,,,1.0,1.0,0.0,,
188,PT08M59.00S,2026-03-03T02:45:46.6Z,2,REGULAR,3pt,Jump Shot,[],1641729,21.76412614980289,10.53921568627451,1610612762,44,41,2026-03-03T02:45:51Z,1880000,False,197.0,152.0,1,left,B. Sensabaugh 24' 3PT  (3 PTS) (S. Mykhailiuk 2 AST),"[1641729, 1629004]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,24.91,Made,,,,,,,3.0,,,,S. Mykhailiuk,1629004.0,2.0,,,,,
190,PT08M42.00S,2026-03-03T02:46:03.6Z,2,REGULAR,3pt,Jump Shot,[],1629618,87.59855453350855,3.9215686274509802,1610612743,44,44,2026-03-03T02:46:07Z,1900000,False,-230.0,64.0,1,right,J. Pickett 3PT  (6 PTS) (J. Murray 4 AST),"[1629618, 1627750]",1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Left Corner 3,24+ Left,23.92,Made,,,,,,,6.0,,,,J. Murray,1627750.0,4.0,,,,,
192,PT08M23.00S,2026-03-03T02:46:22.0Z,2,REGULAR,3pt,Jump Shot,[],1641729,6.783837056504599,4.166666666666666,1610612762,47,44,2026-03-03T02:46:26Z,1920000,False,229.0,11.0,1,left,B. Sensabaugh 3PT  (6 PTS) (I. Collier 4 AST),"[1641729, 1642268]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,22.95,Made,,,,,,,6.0,,,,I. Collier,1642268.0,4.0,,,,,
194,PT08M07.00S,2026-03-03T02:46:38.6Z,2,REGULAR,3pt,Jump Shot,[],1631124,92.59198423127464,94.36274509803921,1610612743,47,47,2026-03-03T02:46:43Z,1940000,False,222.0,17.0,1,right,J. Strawther 3PT  (8 PTS) (J. Murray 5 AST),"[1631124, 1627750]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,22.25,Made,,,,,,,8.0,,,,J. Murray,1627750.0,5.0,,,,,
196,PT07M53.00S,2026-03-03T02:46:52.5Z,2,REGULAR,3pt,Jump Shot,[],1641729,33.98488830486202,31.862745098039213,1610612762,47,47,2026-03-03T02:46:57Z,1960000,False,91.0,267.0,1,left,MISS B. Sensabaugh 28' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,28.2,Missed,,,,,,,,,,,,,,,,,,
197,PT07M49.00S,2026-03-03T02:46:56.5Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,47,47,2026-03-03T02:46:57Z,1970000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,196.0,,,,,,,,,,,,,2.0,2.0,0.0,,
198,PT07M34.00S,2026-03-03T02:47:11.7Z,2,REGULAR,3pt,Jump Shot,[],1631124,68.28186596583443,56.127450980392155,1610612743,47,47,2026-03-03T02:47:15Z,1980000,False,31.0,246.0,1,right,MISS J. Strawther 24' pullup 3PT,[1631124],1610612743.0,DEN,pullup,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,24.76,Missed,,,,,,,,,,,,,,,,,,
199,PT07M31.00S,2026-03-03T02:47:14.7Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,47,47,2026-03-03T02:47:15Z,1990000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,198.0,,,,,,,,,,,,,1.0,1.0,0.0,,
200,PT07M19.00S,2026-03-03T02:47:27.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631131,7.046649145860711,46.07843137254902,1610612762,49,47,2026-03-03T02:48:13Z,2000000,False,20.0,14.0,1,left,O. Tshiebwe reverse Layup (6 PTS) (I. Collier 5 AST),"[1631131, 1642268]",1610612762.0,UTA,reverse,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,,,6.0,,,,I. Collier,1642268.0,5.0,,,,,
202,PT07M08.00S,2026-03-03T02:47:37.7Z,2,REGULAR,3pt,Jump Shot,[],1630192,67.36202365308804,42.40196078431372,1610612743,49,50,2026-03-03T02:47:41Z,2020000,False,-38.0,254.0,1,right,Z. Nnaji 25' 3PT  (3 PTS) (J. Murray 6 AST),"[1630192, 1627750]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Center,25.71,Made,,,,,,,3.0,,,,J. Murray,1627750.0,6.0,,,,,
204,PT06M44.00S,2026-03-03T02:48:01.1Z,2,REGULAR,3pt,Jump Shot,[],1629004,24.78646517739816,13.725490196078432,1610612762,52,50,2026-03-03T02:48:05Z,2040000,False,181.0,180.0,1,left,S. Mykhailiuk 25' 3PT step back (9 PTS),[1629004],1610612762.0,UTA,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,25.59,Made,,,,,,,9.0,,,,,,,,,,,
206,PT06M27.00S,2026-03-03T02:48:18.8Z,2,REGULAR,3pt,Jump Shot,[],1627750,67.23061760840999,35.294117647058826,1610612743,52,50,2026-03-03T02:49:50Z,2060000,False,-74.0,256.0,1,right,MISS J. Murray 26' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.59,Missed,,,,,,,,,,,,,,,,,,
207,PT06M26.00S,2026-03-03T02:48:19.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,52,50,2026-03-03T02:48:23Z,2070000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,206.0,,,,,,,,,,,,,,,,,
209,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,out,[],1642268,,,1610612762,52,50,2026-03-03T02:48:42Z,2090000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,out,[],1629004,,,1610612762,52,50,2026-03-03T02:48:42Z,2100000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,out,[],1631131,,,1610612762,52,50,2026-03-03T02:48:42Z,2110000,False,,,0,,SUB out: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,out,[],1629723,,,1610612762,52,50,2026-03-03T02:48:42Z,2120000,False,,,0,,SUB out: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,out,[],1629618,,,1610612762,52,50,2026-03-03T02:48:42Z,2130000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,out,[],1630192,,,1610612762,52,50,2026-03-03T02:48:42Z,2140000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,in,[],1641718,,,1610612762,52,50,2026-03-03T02:48:42Z,2150000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,in,[],1641989,,,1610612762,52,50,2026-03-03T02:48:42Z,2160000,False,,,0,,SUB in: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,in,[],1642271,,,1610612762,52,50,2026-03-03T02:48:42Z,2170000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,in,[],1642846,,,1610612762,52,50,2026-03-03T02:48:42Z,2180000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,in,[],1631128,,,1610612762,52,50,2026-03-03T02:48:42Z,2190000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M26.00S,2026-03-03T02:48:26.9Z,2,REGULAR,substitution,in,[],203999,,,1610612762,52,50,2026-03-03T02:48:42Z,2200000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M15.00S,2026-03-03T02:48:52.0Z,2,REGULAR,3pt,Jump Shot,[],1641729,3.235873850197109,94.85294117647058,1610612762,52,50,2026-03-03T02:48:56Z,2210000,False,-224.0,-22.0,1,left,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,22.54,Missed,,,,,,,,,,,,,,,,,,
222,PT06M13.00S,2026-03-03T02:48:54.0Z,2,REGULAR,rebound,offensive,[],1642271,,,1610612762,52,50,2026-03-03T02:48:56Z,2220000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Left Corner 3,24+ Left,,,221.0,,,,,,,,,,,,,3.0,2.0,1.0,,
223,PT06M09.00S,2026-03-03T02:48:58.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642271,13.61695137976347,46.568627450980394,1610612762,54,50,2026-03-03T02:49:01Z,2230000,False,17.0,75.0,1,left,K. Filipowski 7' turnaround Jump Shot (4 PTS),[1642271],1610612762.0,UTA,turnaround,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,7.74,Made,,,,,,,4.0,,,,,,,,,,,
224,PT06M02.00S,2026-03-03T02:49:11.0Z,2,REGULAR,foul,personal,[],1641729,,,1610612743,54,50,2026-03-03T02:49:17Z,2240000,False,,,0,,B. Sensabaugh personal FOUL (1 PF),"[1641729, 203999]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Center,,,,1627534.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,
226,PT06M02.00S,2026-03-03T02:49:21.8Z,2,REGULAR,substitution,out,[],1627750,,,1610612743,54,50,2026-03-03T02:49:25Z,2260000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M02.00S,2026-03-03T02:49:21.8Z,2,REGULAR,substitution,in,[],203501,,,1610612743,54,50,2026-03-03T02:49:25Z,2270000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M49.00S,2026-03-03T02:49:51.9Z,2,REGULAR,3pt,Jump Shot,[],203501,93.64323258869908,3.431372549019608,1610612743,54,50,2026-03-03T02:49:55Z,2280000,False,-233.0,7.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
229,PT05M46.00S,2026-03-03T02:49:54.9Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,54,50,2026-03-03T02:49:55Z,2290000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,228.0,,,,,,,,,,,,,1.0,1.0,0.0,,
230,PT05M41.00S,2026-03-03T02:49:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641718,9.149145860709593,60.5392156862745,1610612762,56,50,2026-03-03T02:50:03Z,2300000,False,-53.0,34.0,1,left,K. George 6' running Layup (7 PTS),[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,6.24,Made,,,,,,,7.0,,,,,,,,,,,
231,PT05M32.00S,2026-03-03T02:50:08.4Z,2,REGULAR,3pt,Jump Shot,[],203501,67.49342969776609,45.588235294117645,1610612743,56,53,2026-03-03T02:50:11Z,2310000,False,-22.0,253.0,1,right,T. Hardaway Jr. 25' 3PT  (7 PTS) (B. Brown 3 AST),"[203501, 1628971]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,25.41,Made,,,,,,,7.0,,,,B. Brown,1628971.0,3.0,,,,,
233,PT05M04.00S,2026-03-03T02:50:37.6Z,2,REGULAR,3pt,Jump Shot,[],1642846,27.94021024967148,79.16666666666666,1610612762,56,53,2026-03-03T03:14:46Z,2330000,False,-146.0,210.0,1,left,MISS A. Bailey 25' pullup 3PT,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
234,PT05M02.00S,2026-03-03T02:50:39.6Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,56,53,2026-03-03T03:14:46Z,2340000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,233.0,,,,,,,,,,,,,1.0,1.0,0.0,,
235,PT04M55.00S,2026-03-03T02:50:46.1Z,2,REGULAR,3pt,Jump Shot,[],203501,89.17542706964521,96.56862745098039,1610612743,56,53,2026-03-03T02:50:50Z,2350000,False,233.0,49.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.8,Missed,,,,,,,,,,,,,,,,,,
236,PT04M52.00S,2026-03-03T02:50:49.1Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,56,53,2026-03-03T02:50:50Z,2360000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,,,235.0,,,,,,,,,,,,,2.0,2.0,0.0,,
237,PT04M46.00S,2026-03-03T02:50:54.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642271,8.360709592641262,4.166666666666666,1610612762,56,53,2026-03-03T02:50:59Z,2370000,False,229.0,26.0,1,left,MISS K. Filipowski running 3PT,[1642271],1610612762.0,UTA,running,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
238,PT04M44.00S,2026-03-03T02:50:56.5Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,56,53,2026-03-03T02:50:59Z,2380000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,237.0,,,,,,,,,,,,,2.0,2.0,0.0,,
239,PT04M34.00S,2026-03-03T02:51:11.3Z,2,REGULAR,foul,personal,[],1641718,,,1610612743,56,53,2026-03-03T02:51:30Z,2390000,False,,,0,,K. George personal FOUL (1 PF),"[1641718, 203999]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,203591.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,
241,PT04M24.00S,2026-03-03T02:51:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,85.3646517739816,49.754901960784316,1610612743,56,55,2026-03-03T02:52:04Z,2410000,False,-1.0,85.0,1,right,N. Jokić 8' driving floating Jump Shot (10 PTS) (T. Hardaway Jr. 1 AST),"[203999, 203501]",1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,8.51,Made,,,,,,,10.0,,,,T. Hardaway Jr.,203501.0,1.0,,,,,
243,PT04M09.00S,2026-03-03T02:51:54.8Z,2,REGULAR,3pt,Jump Shot,[],1641718,34.11629434954008,45.83333333333333,1610612762,56,55,2026-03-03T02:51:58Z,2430000,False,21.0,268.0,1,left,MISS K. George 26' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,26.9,Missed,,,,,,,,,,,,,,,,,,
244,PT04M06.00S,2026-03-03T02:51:57.8Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,56,55,2026-03-03T02:51:58Z,2440000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,,,243.0,,,,,,,,,,,,,1.0,1.0,0.0,,
245,PT03M55.00S,2026-03-03T02:52:08.7Z,2,REGULAR,turnover,bad pass,[],203999,,,1610612743,56,55,2026-03-03T02:52:12Z,2450000,False,,,0,,N. Jokić bad pass TURNOVER (2 TO),"[203999, 1641729]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,2.0,Sensabaugh,1641729.0,,,,,,,,
246,PT03M55.00S,2026-03-03T02:52:08.7Z,2,REGULAR,steal,,[],1641729,,,1610612762,56,55,2026-03-03T02:52:10Z,2460000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
247,PT03M44.00S,2026-03-03T02:52:22.5Z,2,REGULAR,foul,personal,[],1631124,,,1610612762,56,55,2026-03-03T02:52:28Z,2470000,False,,,0,,J. Strawther personal FOUL (2 PF),"[1631124, 1641718]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Right Center,,,,1629183.0,2.0,0.0,George,1641718.0,,,,,,,,,,,,
249,PT03M44.00S,2026-03-03T02:52:29.2Z,2,REGULAR,substitution,out,[],1631124,,,1610612762,56,55,2026-03-03T02:52:32Z,2490000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M44.00S,2026-03-03T02:52:29.2Z,2,REGULAR,substitution,in,[],1627750,,,1610612762,56,55,2026-03-03T02:52:32Z,2500000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M40.00S,2026-03-03T02:52:54.6Z,2,REGULAR,foul,personal,[],1628971,,,1610612762,56,55,2026-03-03T02:53:09Z,2510000,False,,,0,,B. Brown personal FOUL (2 PF),"[1628971, 1641718]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Center,,,,203591.0,2.0,0.0,George,1641718.0,,,,,,,,,,,,
