actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
296,PT05M24.00S,2025-12-21T03:31:16.1Z,2,REGULAR,turnover,lost ball,[],1641718,,,1610612762,47,54,2025-12-21T03:31:19Z,2940000,False,,,0,,K. George lost ball TURNOVER (3 TO),"[1641718, 1626145]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,3.0,,,,,,,,,,Jones,1626145.0
297,PT05M24.00S,2025-12-21T03:31:16.1Z,2,REGULAR,steal,,[],1626145,,,1610612753,47,54,2025-12-21T03:43:40Z,2950000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
298,PT05M21.00S,2025-12-21T03:31:19.7Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626145,27.151773981603156,80.3921568627451,1610612753,47,54,2025-12-21T03:40:11Z,2960000,False,-152.0,203.0,1,left,MISS T. Jones 25' running pullup 3PT,[1626145],1610612753.0,ORL,running pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
299,PT05M19.00S,2025-12-21T03:31:21.7Z,2,REGULAR,rebound,offensive,[],1642869,,,1610612753,47,54,2025-12-21T03:40:28Z,2970000,False,,,0,,N. Penda REBOUND (Off:3 Def:1),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Above the Break 3,24+ Left Center,,,298.0,,,,,,,4.0,1.0,3.0,,,,,,,,
300,PT05M19.00S,2025-12-21T03:31:23.8Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1642869,5.590000152587891,50.0,1610612753,47,56,2025-12-21T03:41:07Z,2980000,False,0.0,0.0,1,left,N. Penda tip DUNK (7 PTS),[1642869],1610612753.0,ORL,tip,,,Penda,N. Penda,,,,,Restricted Area,0-8 Center,0.0,Made,,7.0,,,,,,,,,,,,,,,,
301,PT05M01.00S,2025-12-21T03:31:42.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631094,,,1610612762,47,56,2025-12-21T03:31:47Z,2990000,False,,,0,,P. Banchero personal FOUL (2 PF) (Filipowski 2 FT),"[1631094, 1642271]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200834.0,,,,,2.0,0.0,Filipowski,1642271.0,,,,
303,PT05M01.00S,2025-12-21T03:32:10.8Z,2,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,47,56,2025-12-21T03:32:10Z,3010000,False,,,0,,MISS K. Filipowski Free Throw 1 of 2,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
304,PT05M01.00S,2025-12-21T03:32:10.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,47,56,2025-12-21T03:32:10Z,3020000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,
305,PT05M01.00S,2025-12-21T03:32:11.7Z,2,REGULAR,substitution,out,[],1629004,,,1610612762,47,56,2025-12-21T03:32:18Z,3030000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT05M01.00S,2025-12-21T03:32:11.7Z,2,REGULAR,substitution,out,[],1642846,,,1610612762,47,56,2025-12-21T03:32:18Z,3040000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT05M01.00S,2025-12-21T03:32:11.7Z,2,REGULAR,substitution,in,[],1642262,,,1610612762,47,56,2025-12-21T03:32:18Z,3050000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT05M01.00S,2025-12-21T03:32:11.7Z,2,REGULAR,substitution,in,[],1641729,,,1610612762,47,56,2025-12-21T03:32:18Z,3060000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT05M01.00S,2025-12-21T03:32:32.2Z,2,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,48,56,2025-12-21T03:32:32Z,3070000,False,,,0,,K. Filipowski Free Throw 2 of 2 (3 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
310,PT04M42.00S,2025-12-21T03:32:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642869,6.389618922470433,56.86274509803921,1610612753,48,58,2025-12-21T03:32:57Z,3080000,False,-34.0,8.0,1,left,N. Penda reverse Layup (9 PTS) (P. Banchero 3 AST),"[1642869, 1631094]",1610612753.0,ORL,reverse,,,Penda,N. Penda,,,,,Restricted Area,0-8 Center,3.51,Made,,9.0,P. Banchero,1631094.0,3.0,,,,,,,,,,,,,
312,PT04M28.00S,2025-12-21T03:33:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,92.59198423127464,41.17647058823529,1610612762,48,58,2025-12-21T03:33:09Z,3100000,False,-44.0,17.0,1,right,MISS C. Williams driving Layup - blocked,"[1642262, 1631094]",1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,,,,,,,,,,,,,,Banchero,1631094.0,,
313,PT04M28.00S,2025-12-21T03:33:06.4Z,2,REGULAR,block,,[],1631094,,,1610612762,48,58,2025-12-21T03:33:08Z,3110000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
314,PT04M26.00S,2025-12-21T03:33:08.4Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,48,58,2025-12-21T03:33:09Z,3120000,False,,,0,,P. Banchero REBOUND (Off:1 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,312.0,,,,,,,4.0,3.0,1.0,,,,,,,,
315,PT04M21.00S,2025-12-21T03:33:13.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631094,6.915243101182654,41.911764705882355,1610612753,48,58,2025-12-21T03:43:42Z,3130000,False,40.0,13.0,1,left,MISS P. Banchero running Layup,[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,,,,,,
316,PT04M19.00S,2025-12-21T03:33:15.3Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,48,58,2025-12-21T03:33:17Z,3140000,False,,,0,,K. Love REBOUND (Off:2 Def:3),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,315.0,,,,,,,5.0,3.0,2.0,,,,,,,,
317,PT04M17.00S,2025-12-21T03:33:20.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642869,,,1610612762,48,58,2025-12-21T03:44:44Z,3150000,False,,,0,,N. Penda shooting personal FOUL (2 PF) (George 2 FT),"[1642869, 1641718]",1610612753.0,ORL,shooting,,,Penda,N. Penda,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1628484.0,,,,,2.0,0.0,George,1641718.0,,,,
319,PT04M17.00S,2025-12-21T03:33:47.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641718,,,1610612762,48,58,2025-12-21T03:44:48Z,3170000,False,,,0,,MISS K. George Free Throw 1 of 2,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
320,PT04M17.00S,2025-12-21T03:33:47.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,48,58,2025-12-21T03:44:48Z,3180000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,
321,PT04M17.00S,2025-12-21T03:33:47.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641718,,,1610612762,49,58,2025-12-21T03:44:48Z,3190000,False,,,0,,K. George Free Throw 2 of 2 (8 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
322,PT04M06.00S,2025-12-21T03:34:14.3Z,2,REGULAR,2pt,Jump Shot,[],1641710,24.655059132720105,55.63725490196079,1610612753,49,58,2025-12-21T03:34:19Z,3200000,False,-28.0,179.0,1,left,MISS A. Black 18' pullup Shot,[1641710],1610612753.0,ORL,pullup,,,Black,A. Black,,,,,Mid-Range,16-24 Center,18.15,Missed,,,,,,,,,,,,,,,,,,
323,PT04M02.00S,2025-12-21T03:34:18.3Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,49,58,2025-12-21T03:34:19Z,3210000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,,,322.0,,,,,,,2.0,2.0,0.0,,,,,,,,
324,PT03M54.00S,2025-12-21T03:34:25.6Z,2,REGULAR,3pt,Jump Shot,[],1641729,65.91655716162943,29.166666666666668,1610612762,49,58,2025-12-21T03:34:30Z,3220000,False,-104.0,268.0,1,right,MISS B. Sensabaugh 28' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,28.75,Missed,,,,,,,,,,,,,,,,,,
325,PT03M52.00S,2025-12-21T03:34:27.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,49,58,2025-12-21T03:34:30Z,3230000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,324.0,,,,,,,,,,,,,,,,,
327,PT03M50.00S,2025-12-21T03:34:44.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201567,94.95729303547962,95.09803921568627,1610612762,52,58,2025-12-21T03:34:47Z,3250000,False,225.0,-5.0,1,right,K. Love 3PT  (11 PTS) (K. George 4 AST),"[201567, 1641718]",1610612762.0,UTA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,22.56,Made,,11.0,K. George,1641718.0,4.0,,,,,,,,,,,,,
329,PT03M31.00S,2025-12-21T03:35:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,10.726018396846255,49.01960784313725,1610612753,52,58,2025-12-21T03:35:08Z,3270000,False,5.0,48.0,1,left,MISS W. Carter Jr. Layup - blocked,"[1628976, 201567]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,,Love,201567.0,,
330,PT03M31.00S,2025-12-21T03:35:03.8Z,2,REGULAR,block,,[],201567,,,1610612753,52,58,2025-12-21T03:35:05Z,3280000,False,,,0,,K. Love BLOCK (1 BLK),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
331,PT03M29.00S,2025-12-21T03:35:05.8Z,2,REGULAR,rebound,defensive,[],1642262,,,1610612762,52,58,2025-12-21T03:35:08Z,3290000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,329.0,,,,,,,1.0,1.0,0.0,,,,,,,,
332,PT03M26.00S,2025-12-21T03:35:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641718,91.5407358738502,42.8921568627451,1610612762,54,58,2025-12-21T03:35:13Z,3300000,False,-36.0,27.0,1,right,K. George running Layup (10 PTS) (C. Williams 1 AST),"[1641718, 1642262]",1610612762.0,UTA,running,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,,10.0,C. Williams,1642262.0,1.0,,,,,,,,,,,,,
334,PT03M26.00S,2025-12-21T03:35:13.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,54,58,2025-12-21T03:35:13Z,3320000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT03M26.00S,2025-12-21T03:36:30.2Z,2,REGULAR,substitution,out,[],1642869,,,1610612753,54,58,2025-12-21T03:36:48Z,3330000,False,,,0,,SUB out: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT03M26.00S,2025-12-21T03:36:30.2Z,2,REGULAR,substitution,in,[],1630217,,,1610612753,54,58,2025-12-21T03:36:48Z,3340000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT03M04.00S,2025-12-21T03:37:09.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,9.411957950065702,36.51960784313725,1610612753,54,58,2025-12-21T03:37:14Z,3350000,False,67.0,36.0,1,left,MISS P. Banchero 7' driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,,,,,,
338,PT03M01.00S,2025-12-21T03:37:12.3Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,54,58,2025-12-21T03:37:12Z,3360000,False,,,0,,K. Love REBOUND (Off:2 Def:4),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,337.0,,,,,,,6.0,4.0,2.0,,,,,,,,
339,PT02M56.00S,2025-12-21T03:37:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,92.59198423127464,57.35294117647059,1610612762,56,58,2025-12-21T03:37:22Z,3370000,False,37.0,17.0,1,right,K. Filipowski driving Layup (5 PTS) (K. George 5 AST),"[1642271, 1641718]",1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,4.06,Made,,5.0,K. George,1641718.0,5.0,,,,,,,,,,,,,
341,PT02M42.00S,2025-12-21T03:37:31.9Z,2,REGULAR,3pt,Jump Shot,[],1628976,4.812746386333772,3.431372549019608,1610612753,56,58,2025-12-21T03:37:36Z,3390000,False,233.0,-7.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
342,PT02M39.00S,2025-12-21T03:37:34.9Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,56,58,2025-12-21T03:37:36Z,3400000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:3),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,,,341.0,,,,,,,3.0,3.0,0.0,,,,,,,,
343,PT02M26.00S,2025-12-21T03:37:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,88.25558475689881,42.15686274509804,1610612762,56,58,2025-12-21T03:48:25Z,3410000,False,-39.0,58.0,1,right,MISS K. Filipowski 6' driving Layup,[1642271],1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
344,PT02M24.00S,2025-12-21T03:37:50.8Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,56,58,2025-12-21T03:37:51Z,3420000,False,,,0,,P. Banchero REBOUND (Off:1 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,343.0,,,,,,,5.0,4.0,1.0,,,,,,,,
345,PT02M17.00S,2025-12-21T03:37:57.2Z,2,REGULAR,3pt,Jump Shot,[],1626145,7.835085413929041,94.36274509803921,1610612753,56,58,2025-12-21T03:38:00Z,3430000,False,-222.0,21.0,1,left,MISS T. Jones 3PT,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,22.28,Missed,,,,,,,,,,,,,,,,,,
346,PT02M13.00S,2025-12-21T03:38:01.2Z,2,REGULAR,rebound,defensive,[],1642262,,,1610612762,56,58,2025-12-21T03:38:00Z,3440000,False,,,0,,C. Williams REBOUND (Off:0 Def:2),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,,,345.0,,,,,,,2.0,2.0,0.0,,,,,,,,
347,PT02M00.00S,2025-12-21T03:38:13.2Z,2,REGULAR,2pt,Jump Shot,[],1641718,77.21747700394218,63.48039215686274,1610612762,56,58,2025-12-21T03:38:17Z,3450000,False,67.0,162.0,1,right,MISS K. George 17' pullup Shot,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Mid-Range,16-24 Right Center,17.52,Missed,,,,,,,,,,,,,,,,,,
348,PT01M58.00S,2025-12-21T03:38:15.2Z,2,REGULAR,rebound,defensive,[],1641710,,,1610612753,56,58,2025-12-21T03:38:17Z,3460000,False,,,0,,A. Black REBOUND (Off:0 Def:3),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,16-24 Right Center,,,347.0,,,,,,,3.0,3.0,0.0,,,,,,,,
349,PT01M52.00S,2025-12-21T03:38:51.8Z,2,REGULAR,jumpball,recovered,[],1641710,,,1610612753,56,58,2025-12-21T04:04:24Z,3470000,False,,,0,,Jump Ball P. Banchero vs. C. Williams: Tip to A. Black,"[1641710, 1631094, 1642262]",1610612753.0,ORL,heldball,A. Black,1641710.0,Black,A. Black,Banchero,1631094.0,Williams,1642262.0,,,,,,,,,,,,,,,,,,,,,,
352,PT01M43.00S,2025-12-21T03:38:57.8Z,2,REGULAR,3pt,Jump Shot,[],1630217,27.283180026281208,77.20588235294117,1610612753,56,61,2025-12-21T03:39:02Z,3500000,False,-136.0,204.0,1,left,D. Bane 24' 3PT step back (19 PTS),[1630217],1610612753.0,ORL,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,24.52,Made,,19.0,,,,,,,,,,,,,,,,
354,PT01M32.00S,2025-12-21T03:39:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,89.70105124835742,37.254901960784316,1610612762,58,61,2025-12-21T03:50:18Z,3520000,False,-64.0,44.0,1,right,K. George 7' driving Layup (12 PTS),[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,7.76,Made,,12.0,,,,,,,,,,,,,,,,
355,PT01M14.00S,2025-12-21T03:39:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.783837056504599,43.872549019607845,1610612753,58,63,2025-12-21T03:50:38Z,3530000,False,31.0,11.0,1,left,D. Bane driving finger roll Layup (21 PTS) (A. Black 4 AST),"[1630217, 1641710]",1610612753.0,ORL,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.26,Made,,21.0,A. Black,1641710.0,4.0,,,,,,,,,,,,,
356,PT00M55.50S,2025-12-21T03:39:45.6Z,2,REGULAR,3pt,Jump Shot,[],201567,67.09921156373193,52.69607843137255,1610612762,58,63,2025-12-21T03:39:50Z,3540000,False,13.0,257.0,1,right,MISS K. Love 25' 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
357,PT00M52.90S,2025-12-21T03:39:48.2Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,58,63,2025-12-21T03:39:50Z,3550000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,356.0,,,,,,,5.0,3.0,2.0,,,,,,,,
358,PT00M40.80S,2025-12-21T03:40:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,7.703679369250986,43.872549019607845,1610612753,58,63,2025-12-21T03:40:07Z,3560000,False,31.0,20.0,1,left,MISS D. Bane driving reverse Layup,[1630217],1610612753.0,ORL,driving reverse,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
359,PT00M38.90S,2025-12-21T03:40:03.1Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,58,63,2025-12-21T03:40:07Z,3570000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,358.0,,,,,,,3.0,3.0,0.0,,,,,,,,
360,PT00M33.10S,2025-12-21T03:40:09.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641729,90.3580814717477,50.0,1610612762,60,63,2025-12-21T03:52:07Z,3580000,False,0.0,38.0,1,right,B. Sensabaugh driving floating Jump Shot (10 PTS) (C. Williams 2 AST),"[1641729, 1642262]",1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,3.81,Made,,10.0,C. Williams,1642262.0,2.0,,,,,,,,,,,,,
362,PT00M17.30S,2025-12-21T03:40:31.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641718,,,1610612753,60,63,2025-12-21T03:40:43Z,3600000,False,,,0,,K. George shooting personal FOUL (1 PF) (Banchero 2 FT),"[1641718, 1631094]",1610612762.0,UTA,shooting,,,George,K. George,,,,,Mid-Range,8-16 Right,,,,,,,,1628484.0,,,,,1.0,0.0,Banchero,1631094.0,,,,
364,PT00M17.30S,2025-12-21T03:40:55.2Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,60,64,2025-12-21T03:40:55Z,3620000,False,,,0,,P. Banchero Free Throw 1 of 2 (13 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
365,PT00M17.30S,2025-12-21T03:40:56.7Z,2,REGULAR,substitution,out,[],1626145,,,1610612753,60,64,2025-12-21T03:41:04Z,3630000,False,,,0,,SUB out: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT00M17.30S,2025-12-21T03:40:56.7Z,2,REGULAR,substitution,out,[],1630217,,,1610612753,60,64,2025-12-21T03:41:04Z,3640000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT00M17.30S,2025-12-21T03:40:56.7Z,2,REGULAR,substitution,in,[],1628371,,,1610612753,60,64,2025-12-21T03:41:04Z,3650000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT00M17.30S,2025-12-21T03:40:56.7Z,2,REGULAR,substitution,in,[],1642869,,,1610612753,60,64,2025-12-21T03:41:04Z,3660000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT00M17.30S,2025-12-21T03:41:19.9Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,60,65,2025-12-21T03:41:19Z,3670000,False,,,0,,P. Banchero Free Throw 2 of 2 (14 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
370,PT00M01.20S,2025-12-21T03:41:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,91.5407358738502,41.911764705882355,1610612762,60,65,2025-12-21T03:41:43Z,3680000,False,-40.0,27.0,1,right,MISS K. George driving Layup,[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,4.86,Missed,,,,,,,,,,,,,,,,,,
371,PT00M01.20S,2025-12-21T03:41:40.4Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,60,65,2025-12-21T03:41:43Z,3690000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,370.0,,,,,,,6.0,4.0,2.0,,,,,,,,
372,PT00M00.00S,2025-12-21T03:41:44.5Z,2,REGULAR,period,end,[],0,,,1610612753,60,65,2025-12-21T03:41:44Z,3700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2025-12-21T03:54:13.6Z,3,REGULAR,substitution,out,['startperiod'],1642262,,,1610612753,60,65,2025-12-21T03:56:57Z,3710000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2025-12-21T03:54:13.6Z,3,REGULAR,substitution,out,['startperiod'],1641729,,,1610612753,60,65,2025-12-21T03:56:57Z,3720000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2025-12-21T03:54:13.6Z,3,REGULAR,substitution,out,['startperiod'],201567,,,1610612753,60,65,2025-12-21T03:56:57Z,3730000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2025-12-21T03:54:13.6Z,3,REGULAR,substitution,out,['startperiod'],1628371,,,1610612753,60,65,2025-12-21T03:56:57Z,3740000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2025-12-21T03:54:13.6Z,3,REGULAR,substitution,out,['startperiod'],1642869,,,1610612753,60,65,2025-12-21T03:56:57Z,3750000,False,,,0,,SUB out: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2025-12-21T03:54:13.6Z,3,REGULAR,substitution,in,['startperiod'],1629004,,,1610612753,60,65,2025-12-21T03:56:57Z,3760000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
