actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
402,PT10M32.00S,2025-12-21T03:59:36.5Z,3,REGULAR,rebound,offensive,[],203994,,,1610612762,60,70,2025-12-21T04:02:03Z,3990000,False,,,0,,J. Nurkić REBOUND (Off:3 Def:1),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Center,,,401.0,,,,,,,4.0,1.0,3.0,,,,,,,,
403,PT10M32.00S,2025-12-21T03:59:40.6Z,3,REGULAR,foul,personal,[],1641710,,,1610612762,60,70,2025-12-21T03:59:48Z,4000000,False,,,0,,A. Black personal FOUL (1 PF),"[1641710, 203994]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200834.0,,,,,1.0,0.0,Nurkić,203994.0,,,,
405,PT10M20.00S,2025-12-21T04:00:26.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629004,31.488173455978973,64.95098039215686,1610612762,60,70,2025-12-21T04:00:31Z,4020000,False,-75.0,243.0,1,left,MISS S. Mykhailiuk 25' step back 3PT,[1629004],1610612762.0,UTA,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
406,PT10M17.00S,2025-12-21T04:00:29.0Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612753,60,70,2025-12-21T04:00:31Z,4030000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,405.0,,,,,,,2.0,2.0,0.0,,,,,,,,
407,PT10M08.00S,2025-12-21T04:00:37.2Z,3,REGULAR,3pt,Jump Shot,[],1630217,67.36202365308804,62.254901960784316,1610612753,60,70,2025-12-21T04:00:42Z,4040000,False,61.0,254.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
408,PT10M07.00S,2025-12-21T04:00:38.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,60,70,2025-12-21T04:02:40Z,4050000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,407.0,,,,,,,,,,,,,,,,,
410,PT10M07.00S,2025-12-21T04:00:56.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,60,70,2025-12-21T04:02:40Z,4070000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT10M01.00S,2025-12-21T04:03:53.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,8.229303547963205,52.20588235294118,1610612762,62,70,2025-12-21T04:05:21Z,4090000,False,-11.0,25.0,1,left,S. Mykhailiuk driving Layup (9 PTS),[1629004],1610612762.0,UTA,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,2.72,Made,,9.0,,,,,,,,,,,,,,,,
413,PT09M40.00S,2025-12-21T04:04:14.5Z,3,REGULAR,3pt,Jump Shot,[],1628976,94.82588699080158,3.1862745098039214,1610612753,62,73,2025-12-21T04:04:18Z,4100000,False,-234.0,-4.0,1,right,W. Carter Jr. 3PT  (9 PTS) (A. Black 5 AST),"[1628976, 1641710]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,23.41,Made,,9.0,A. Black,1641710.0,5.0,,,,,,,,,,,,,
415,PT09M27.00S,2025-12-21T04:04:27.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.178055190538765,43.872549019607845,1610612762,64,73,2025-12-21T04:04:33Z,4120000,False,31.0,15.0,1,left,J. Nurkić finger roll Layup (4 PTS) (K. George 6 AST),"[203994, 1641718]",1610612762.0,UTA,finger roll,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,3.41,Made,,4.0,K. George,1641718.0,6.0,,,,,,,,,,,,,
417,PT09M08.00S,2025-12-21T04:04:47.0Z,3,REGULAR,2pt,Jump Shot,[],1641710,93.24901445466492,7.8431372549019605,1610612753,64,75,2025-12-21T04:05:28Z,4140000,False,-211.0,11.0,1,right,A. Black 21' Jump Shot (11 PTS) (P. Banchero 4 AST),"[1641710, 1631094]",1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,16-24 Left,21.11,Made,,11.0,P. Banchero,1631094.0,4.0,,,,,,,,,,,,,
419,PT08M48.00S,2025-12-21T04:05:08.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629004,11.777266754270697,45.83333333333333,1610612762,64,75,2025-12-21T04:07:25Z,4160000,False,21.0,58.0,1,left,MISS S. Mykhailiuk 6' driving floating bank Shot,[1629004],1610612762.0,UTA,driving floating bank,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,,,,
420,PT08M46.00S,2025-12-21T04:05:10.7Z,3,REGULAR,rebound,offensive,[],1642271,,,1610612762,64,75,2025-12-21T04:07:25Z,4170000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,419.0,,,,,,,4.0,3.0,1.0,,,,,,,,
421,PT08M46.00S,2025-12-21T04:05:13.8Z,3,REGULAR,foul,personal,['2freethrow'],1641710,,,1610612762,64,75,2025-12-21T04:05:19Z,4180000,False,,,0,,A. Black shooting personal FOUL (2 PF) (Filipowski 2 FT),"[1641710, 1642271]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,,,,,2.0,0.0,Filipowski,1642271.0,,,,
423,PT08M46.00S,2025-12-21T04:05:40.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1642271,,,1610612762,64,75,2025-12-21T04:05:40Z,4200000,False,,,0,,MISS K. Filipowski Free Throw 1 of 2,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
424,PT08M46.00S,2025-12-21T04:05:40.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,64,75,2025-12-21T04:05:40Z,4210000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,423.0,,,,,,,,,,,,,,,,,
425,PT08M46.00S,2025-12-21T04:05:57.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1642271,,,1610612762,65,75,2025-12-21T04:05:57Z,4220000,False,,,0,,K. Filipowski Free Throw 2 of 2 (6 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
426,PT08M32.00S,2025-12-21T04:06:14.9Z,3,REGULAR,3pt,Jump Shot,[],1631094,67.49342969776609,53.18627450980392,1610612753,65,75,2025-12-21T04:08:19Z,4230000,False,16.0,253.0,1,right,MISS P. Banchero 25' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
427,PT08M29.00S,2025-12-21T04:06:17.9Z,3,REGULAR,rebound,defensive,[],203994,,,1610612762,65,75,2025-12-21T04:06:19Z,4240000,False,,,0,,J. Nurkić REBOUND (Off:3 Def:2),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,426.0,,,,,,,5.0,2.0,3.0,,,,,,,,
428,PT08M25.00S,2025-12-21T04:06:22.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642846,12.040078843626807,38.970588235294116,1610612762,67,75,2025-12-21T04:06:32Z,4250000,False,55.0,61.0,1,left,A. Bailey 8' running DUNK (9 PTS) (J. Nurkić 4 AST),"[1642846, 203994]",1610612762.0,UTA,running,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Right,8.2,Made,,9.0,J. Nurkić,203994.0,4.0,,,,,,,,,,,,,
430,PT08M03.00S,2025-12-21T04:06:53.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,81.94809461235218,46.568627450980394,1610612753,67,77,2025-12-21T04:06:58Z,4270000,False,-17.0,117.0,1,right,D. Bane 11' pullup Jump Shot (23 PTS),[1630217],1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,11.85,Made,,23.0,,,,,,,,,,,,,,,,
431,PT07M50.00S,2025-12-21T04:07:06.3Z,3,REGULAR,3pt,Jump Shot,[],1629004,21.107095926412615,9.068627450980392,1610612762,70,77,2025-12-21T04:07:12Z,4280000,False,205.0,146.0,1,left,S. Mykhailiuk 25' 3PT  (12 PTS) (K. George 7 AST),"[1629004, 1641718]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,25.14,Made,,12.0,K. George,1641718.0,7.0,,,,,,,,,,,,,
433,PT07M40.00S,2025-12-21T04:07:33.3Z,3,REGULAR,foul,personal,[],203994,,,1610612753,70,77,2025-12-21T04:07:46Z,4300000,False,,,0,,J. Nurkić personal FOUL (3 PF),"[203994, 1628976]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,200834.0,,,,,3.0,0.0,Carter Jr.,1628976.0,,,,
435,PT07M40.00S,2025-12-21T04:07:44.4Z,3,REGULAR,substitution,out,[],1630217,,,1610612753,70,77,2025-12-21T04:07:52Z,4320000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT07M40.00S,2025-12-21T04:07:44.4Z,3,REGULAR,substitution,in,[],1641724,,,1610612753,70,77,2025-12-21T04:07:52Z,4330000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT07M30.00S,2025-12-21T04:08:06.3Z,3,REGULAR,3pt,Jump Shot,[],1626145,70.77858081471747,12.745098039215685,1610612753,70,77,2025-12-21T04:08:09Z,4340000,False,-186.0,222.0,1,right,MISS T. Jones 29' 3PT,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,29.0,Missed,,,,,,,,,,,,,,,,,,
438,PT07M28.00S,2025-12-21T04:08:08.3Z,3,REGULAR,rebound,defensive,[],203994,,,1610612762,70,77,2025-12-21T04:08:09Z,4350000,False,,,0,,J. Nurkić REBOUND (Off:3 Def:3),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,,,437.0,,,,,,,6.0,3.0,3.0,,,,,,,,
439,PT07M21.00S,2025-12-21T04:08:15.7Z,3,REGULAR,3pt,Jump Shot,[],1629004,1.6590013140604467,96.07843137254902,1610612762,73,77,2025-12-21T04:08:20Z,4360000,False,-230.0,-37.0,1,left,S. Mykhailiuk 3PT  (15 PTS) (K. George 8 AST),"[1629004, 1641718]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,23.33,Made,,15.0,K. George,1641718.0,8.0,,,,,,,,,,,,,
441,PT07M18.00S,2025-12-21T04:08:22.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,73,77,2025-12-21T04:08:22Z,4380000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT07M18.00S,2025-12-21T04:10:41.3Z,3,REGULAR,substitution,out,[],1626145,,,1610612753,73,77,2025-12-21T04:10:59Z,4390000,False,,,0,,SUB out: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT07M18.00S,2025-12-21T04:10:41.3Z,3,REGULAR,substitution,in,[],1642859,,,1610612753,73,77,2025-12-21T04:10:59Z,4400000,False,,,0,,SUB in: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT07M05.00S,2025-12-21T04:11:25.0Z,3,REGULAR,3pt,Jump Shot,[],1642859,72.22404730617609,78.43137254901961,1610612753,73,77,2025-12-21T04:11:29Z,4410000,False,142.0,209.0,1,right,MISS J. Richardson 25' 3PT,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
446,PT07M02.00S,2025-12-21T04:11:28.0Z,3,REGULAR,rebound,defensive,[],1629004,,,1610612762,73,77,2025-12-21T04:11:29Z,4420000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:2),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,,,445.0,,,,,,,3.0,2.0,1.0,,,,,,,,
447,PT06M55.00S,2025-12-21T04:11:35.7Z,3,REGULAR,3pt,Jump Shot,[],1642271,10.33180026281209,3.1862745098039214,1610612762,73,77,2025-12-21T04:11:41Z,4430000,False,234.0,45.0,1,left,MISS K. Filipowski 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,23.83,Missed,,,,,,,,,,,,,,,,,,
448,PT06M52.00S,2025-12-21T04:11:38.7Z,3,REGULAR,rebound,defensive,[],1641724,,,1610612753,73,77,2025-12-21T04:12:16Z,4440000,False,,,0,,J. Howard REBOUND (Off:0 Def:1),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Right Corner 3,24+ Right,,,447.0,,,,,,,1.0,1.0,0.0,,,,,,,,
449,PT06M34.00S,2025-12-21T04:11:56.0Z,3,REGULAR,3pt,Jump Shot,[],1631094,70.12155059132719,71.56862745098039,1610612753,73,77,2025-12-21T04:12:00Z,4450000,False,108.0,228.0,1,right,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
450,PT06M33.00S,2025-12-21T04:11:57.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,73,77,2025-12-21T04:12:19Z,4460000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,449.0,,,,,,,,,,,,,,,,,
451,PT06M33.00S,2025-12-21T04:12:01.6Z,3,REGULAR,foul,personal,[],1628976,,,1610612762,73,77,2025-12-21T04:12:10Z,4470000,False,,,0,,W. Carter Jr. loose ball personal FOUL (2 PF),"[1628976, 203994]",1610612753.0,ORL,loose ball,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628484.0,,,,,2.0,0.0,Nurkić,203994.0,,,,
453,PT06M33.00S,2025-12-21T04:12:10.4Z,3,REGULAR,substitution,out,[],1642846,,,1610612762,73,77,2025-12-21T04:12:16Z,4490000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT06M33.00S,2025-12-21T04:12:10.4Z,3,REGULAR,substitution,out,[],1642271,,,1610612762,73,77,2025-12-21T04:12:16Z,4500000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT06M33.00S,2025-12-21T04:12:10.4Z,3,REGULAR,substitution,in,[],1641707,,,1610612762,73,77,2025-12-21T04:12:16Z,4510000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M33.00S,2025-12-21T04:12:10.4Z,3,REGULAR,substitution,in,[],1642268,,,1610612762,73,77,2025-12-21T04:12:16Z,4520000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT06M18.00S,2025-12-21T04:12:42.6Z,3,REGULAR,2pt,Jump Shot,[],1641718,20.05584756898817,23.03921568627451,1610612762,73,77,2025-12-21T04:12:47Z,4530000,False,135.0,136.0,1,left,MISS K. George 19' pullup Shot,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Mid-Range,16-24 Right Center,19.15,Missed,,,,,,,,,,,,,,,,,,
458,PT06M14.00S,2025-12-21T04:12:46.6Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,73,77,2025-12-21T04:12:47Z,4540000,False,,,0,,P. Banchero REBOUND (Off:1 Def:6),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,457.0,,,,,,,7.0,6.0,1.0,,,,,,,,
459,PT06M10.00S,2025-12-21T04:12:52.7Z,3,REGULAR,foul,personal,['2freethrow'],1641718,,,1610612753,73,77,2025-12-21T04:13:44Z,4550000,False,,,0,,K. George shooting personal FOUL (2 PF) (Banchero 2 FT),"[1641718, 1631094]",1610612762.0,UTA,shooting,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,203592.0,,,,,2.0,0.0,Banchero,1631094.0,,,,
461,PT06M10.00S,2025-12-21T04:13:22.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,73,78,2025-12-21T04:13:42Z,4570000,False,,,0,,P. Banchero Free Throw 1 of 2 (15 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,15.0,,,,,,,,,,,,,,,,
462,PT06M10.00S,2025-12-21T04:13:22.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,73,78,2025-12-21T04:13:42Z,4580000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
463,PT06M09.00S,2025-12-21T04:13:23.0Z,3,REGULAR,rebound,defensive,[],203994,,,1610612762,73,78,2025-12-21T04:13:42Z,4590000,False,,,0,,J. Nurkić REBOUND (Off:3 Def:4),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,462.0,,,,,,,7.0,4.0,3.0,,,,,,,,
465,PT05M57.00S,2025-12-21T04:14:10.5Z,3,REGULAR,3pt,Jump Shot,[],1641718,26.888961892247043,78.43137254901961,1610612762,76,78,2025-12-21T04:14:14Z,4610000,False,-142.0,200.0,1,left,K. George 24' 3PT  (15 PTS) (S. Mykhailiuk 1 AST),"[1641718, 1629004]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.56,Made,,15.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,,,,
467,PT05M35.00S,2025-12-21T04:14:36.0Z,3,REGULAR,foul,personal,[],203994,,,1610612753,76,78,2025-12-21T04:14:43Z,4630000,False,,,0,,J. Nurkić personal FOUL (4 PF),"[203994, 1628976]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,16-24 Center,,,,,,,,203592.0,,,,,4.0,0.0,Carter Jr.,1628976.0,,,,
469,PT05M35.00S,2025-12-21T04:14:42.8Z,3,REGULAR,substitution,out,[],203994,,,1610612753,76,78,2025-12-21T04:14:46Z,4650000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT05M35.00S,2025-12-21T04:14:42.8Z,3,REGULAR,substitution,in,[],201567,,,1610612753,76,78,2025-12-21T04:14:46Z,4660000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT05M25.00S,2025-12-21T04:15:12.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,90.09526938239159,60.78431372549019,1610612753,76,80,2025-12-21T04:15:16Z,4670000,False,54.0,41.0,1,right,A. Black 6' driving Layup (13 PTS) (P. Banchero 5 AST),"[1641710, 1631094]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,6.75,Made,,13.0,P. Banchero,1631094.0,5.0,,,,,,,,,,,,,
473,PT05M03.00S,2025-12-21T04:15:34.0Z,3,REGULAR,3pt,Jump Shot,[],201567,30.56833114323259,31.372549019607842,1610612762,76,80,2025-12-21T04:33:11Z,4690000,False,93.0,235.0,1,left,MISS K. Love 25' pullup 3PT,[201567],1610612762.0,UTA,pullup,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
474,PT05M00.00S,2025-12-21T04:15:37.0Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,76,80,2025-12-21T04:15:37Z,4700000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,473.0,,,,,,,7.0,5.0,2.0,,,,,,,,
475,PT04M54.00S,2025-12-21T04:15:45.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641707,,,1610612753,76,80,2025-12-21T04:15:56Z,4710000,False,,,0,,T. Hendricks personal FOUL (2 PF) (Banchero 2 FT),"[1641707, 1631094]",1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Mid-Range,16-24 Left Center,,,,,,,,200834.0,,,,,2.0,0.0,Banchero,1631094.0,,,,
477,PT04M54.00S,2025-12-21T04:16:19.1Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,76,80,2025-12-21T04:16:19Z,4730000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
478,PT04M54.00S,2025-12-21T04:16:19.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,76,80,2025-12-21T04:16:19Z,4740000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,477.0,,,,,,,,,,,,,,,,,
479,PT04M54.00S,2025-12-21T04:16:36.3Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,76,81,2025-12-21T04:16:36Z,4750000,False,,,0,,P. Banchero Free Throw 2 of 2 (16 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
480,PT04M46.00S,2025-12-21T04:16:48.1Z,3,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,76,81,2025-12-21T04:16:57Z,4760000,False,,,0,,I. Collier lost ball out-of-bounds TURNOVER (1 TO),[1642268],1610612762.0,UTA,lost ball,,,Collier,I. Collier,,,,,Mid-Range,8-16 Right,,,,,,,,200834.0,1.0,,,,,,,,,,,
481,PT04M38.00S,2025-12-21T04:17:09.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641710,88.51839684625493,50.49019607843137,1610612753,76,83,2025-12-21T04:17:14Z,4770000,False,2.0,55.0,1,right,A. Black driving DUNK (15 PTS),[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,,15.0,,,,,,,,,,,,,,,,
482,PT04M21.00S,2025-12-21T04:17:26.3Z,3,REGULAR,3pt,Jump Shot,[],1629004,24.26084099868594,13.23529411764706,1610612762,76,83,2025-12-21T04:17:31Z,4780000,False,184.0,176.0,1,left,MISS S. Mykhailiuk 25' pullup 3PT,[1629004],1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
483,PT04M18.00S,2025-12-21T04:17:29.3Z,3,REGULAR,rebound,defensive,[],1641724,,,1610612753,76,83,2025-12-21T04:17:31Z,4790000,False,,,0,,J. Howard REBOUND (Off:0 Def:2),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right Center,,,482.0,,,,,,,2.0,2.0,0.0,,,,,,,,
484,PT04M14.00S,2025-12-21T04:17:36.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631094,90.22667542706965,58.82352941176471,1610612753,76,85,2025-12-21T04:33:57Z,4800000,False,44.0,39.0,1,right,P. Banchero running finger roll Layup (18 PTS) (J. Howard 1 AST),"[1631094, 1641724]",1610612753.0,ORL,running finger roll,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.91,Made,,18.0,J. Howard,1641724.0,1.0,,,,,,,,,,,,,
486,PT04M14.00S,2025-12-21T04:17:41.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641707,,,1610612753,76,85,2025-12-21T04:17:48Z,4820000,False,,,0,,T. Hendricks shooting personal FOUL (3 PF) (Banchero 1 FT),"[1641707, 1631094]",1610612762.0,UTA,shooting,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203592.0,,,,,3.0,0.0,Banchero,1631094.0,,,,
488,PT04M14.00S,2025-12-21T04:17:52.5Z,3,REGULAR,substitution,out,[],1641707,,,1610612753,76,85,2025-12-21T04:17:55Z,4840000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT04M14.00S,2025-12-21T04:17:52.5Z,3,REGULAR,substitution,out,[],1629004,,,1610612753,76,85,2025-12-21T04:17:55Z,4850000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT04M14.00S,2025-12-21T04:17:52.5Z,3,REGULAR,substitution,in,[],1641729,,,1610612753,76,85,2025-12-21T04:17:55Z,4860000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT04M14.00S,2025-12-21T04:17:52.5Z,3,REGULAR,substitution,in,[],1642262,,,1610612753,76,85,2025-12-21T04:17:55Z,4870000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
