actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
254,PT05M29.00S,2025-11-14T02:56:03.5Z,2,REGULAR,3pt,Jump Shot,[],1642271,88.25558475689881,94.36274509803921,1610612762,54,63,2025-11-14T02:56:07Z,2530000,False,222.0,58.0,1,right,K. Filipowski 3PT  (8 PTS) (B. Sensabaugh 2 AST),"[1642271, 1641729]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,22.92,Made,,,,,,,8.0,,,,,,,B. Sensabaugh,1641729.0,2.0,,
256,PT05M15.00S,2025-11-14T02:56:17.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,11.777266754270697,52.94117647058824,1610612737,54,63,2025-11-14T02:56:23Z,2550000,False,-15.0,58.0,1,left,MISS J. Johnson 6' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
257,PT05M14.00S,2025-11-14T02:56:20.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,54,63,2025-11-14T02:56:20Z,2560000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,256.0,,,,,,,,,,,,,,,,,
259,PT05M14.00S,2025-11-14T02:56:23.4Z,2,REGULAR,substitution,out,[],1641729,,,1610612737,54,63,2025-11-14T02:56:38Z,2580000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M14.00S,2025-11-14T02:56:23.4Z,2,REGULAR,substitution,out,[],1642846,,,1610612737,54,63,2025-11-14T02:56:38Z,2590000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M14.00S,2025-11-14T02:56:23.4Z,2,REGULAR,substitution,out,[],1630249,,,1610612737,54,63,2025-11-14T02:56:38Z,2600000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M14.00S,2025-11-14T02:56:23.4Z,2,REGULAR,substitution,out,[],1631243,,,1610612737,54,63,2025-11-14T02:56:38Z,2610000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M14.00S,2025-11-14T02:56:23.4Z,2,REGULAR,substitution,in,[],1628374,,,1610612737,54,63,2025-11-14T02:56:38Z,2620000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M14.00S,2025-11-14T02:56:23.4Z,2,REGULAR,substitution,in,[],1629004,,,1610612737,54,63,2025-11-14T02:56:38Z,2630000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M14.00S,2025-11-14T02:56:23.4Z,2,REGULAR,substitution,in,[],1642258,,,1610612737,54,63,2025-11-14T02:56:38Z,2640000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M14.00S,2025-11-14T02:56:23.4Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,54,63,2025-11-14T02:56:38Z,2650000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M01.00S,2025-11-14T02:56:58.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630552,13.748357424441524,64.95098039215686,1610612737,54,63,2025-11-14T02:57:34Z,2660000,False,-75.0,77.0,1,left,MISS J. Johnson 10' turnaround Shot - blocked,"[1630552, 1642271]",1610612737.0,ATL,turnaround,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,10.71,Missed,,,,,,,,,,,,,,,,,Filipowski,1642271.0
268,PT05M01.00S,2025-11-14T02:56:58.4Z,2,REGULAR,block,,[],1642271,,,1610612737,54,63,2025-11-14T02:57:02Z,2670000,False,,,0,,K. Filipowski BLOCK (2 BLK),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
269,PT05M01.00S,2025-11-14T02:56:58.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,54,63,2025-11-14T02:57:34Z,2680000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,267.0,,,,,,,,,,,,,,,,,
270,PT05M01.00S,2025-11-14T02:57:05.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,54,63,2025-11-14T02:57:23Z,2690000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,203592.0,,,,,,,,,,,,,
271,PT04M46.00S,2025-11-14T02:57:36.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,81.94809461235218,4.411764705882353,1610612762,54,63,2025-11-14T02:57:40Z,2700000,False,-228.0,117.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
272,PT04M45.00S,2025-11-14T02:57:38.5Z,2,REGULAR,rebound,offensive,[],1641718,,,1610612762,54,63,2025-11-14T02:57:38Z,2710000,False,,,0,,K. George REBOUND (Off:2 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,271.0,3.0,1.0,2.0,,,,,,,,,,,,,,
273,PT04M43.00S,2025-11-14T02:57:40.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628374,92.59198423127464,45.09803921568628,1610612762,56,63,2025-11-14T02:57:47Z,2720000,False,-25.0,17.0,1,right,L. Markkanen alley-oop DUNK (17 PTS) (K. Love 2 AST),"[1628374, 201567]",1610612762.0,UTA,alley-oop,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,17.0,,,,,,,K. Love,201567.0,2.0,,
275,PT04M31.00S,2025-11-14T02:57:51.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,9.149145860709593,43.38235294117647,1610612737,56,63,2025-11-14T02:57:56Z,2740000,False,33.0,34.0,1,left,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
276,PT04M30.00S,2025-11-14T02:57:52.8Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,56,63,2025-11-14T02:57:56Z,2750000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:5),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,275.0,6.0,5.0,1.0,,,,,,,,,,,,,,
277,PT04M25.00S,2025-11-14T02:57:58.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628374,93.64323258869908,58.57843137254902,1610612762,58,63,2025-11-14T04:00:05Z,2760000,False,43.0,7.0,1,right,L. Markkanen running DUNK (19 PTS) (K. George 3 AST),"[1628374, 1641718]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,4.35,Made,,,,,,,19.0,,,,,,,K. George,1641718.0,3.0,,
279,PT04M24.00S,2025-11-14T02:58:05.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,58,63,2025-11-14T02:58:05Z,2780000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M06.00S,2025-11-14T03:01:32.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,9.149145860709593,50.49019607843137,1610612737,58,65,2025-11-14T03:02:29Z,2800000,False,-2.0,34.0,1,left,J. Johnson cutting Layup (16 PTS) (N. Alexander-Walker 3 AST),"[1630552, 1629638]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.36,Made,,,,,,,16.0,,,,,,,N. Alexander-Walker,1629638.0,3.0,,
283,PT03M52.00S,2025-11-14T03:01:48.6Z,2,REGULAR,2pt,Jump Shot,[],1628374,85.89027595269383,65.93137254901961,1610612762,60,65,2025-11-14T03:01:55Z,2820000,False,80.0,80.0,1,right,L. Markkanen 11' floating Jump Shot (21 PTS) (K. George 4 AST),"[1628374, 1641718]",1610612762.0,UTA,floating,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,11.3,Made,,,,,,,21.0,,,,,,,K. George,1641718.0,4.0,,
285,PT03M52.00S,2025-11-14T03:01:51.5Z,2,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612762,60,65,2025-11-14T03:01:59Z,2840000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Markkanen 1 FT),"[1630700, 1628374]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,,,,,,204059.0,,,2.0,0.0,Markkanen,1628374.0,,,,,,,
287,PT03M52.00S,2025-11-14T03:02:02.1Z,2,REGULAR,substitution,out,[],1642271,,,1610612762,60,65,2025-11-14T03:02:29Z,2860000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M52.00S,2025-11-14T03:02:02.1Z,2,REGULAR,substitution,out,[],201567,,,1610612762,60,65,2025-11-14T03:02:29Z,2870000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M52.00S,2025-11-14T03:02:02.1Z,2,REGULAR,substitution,in,[],1642846,,,1610612762,60,65,2025-11-14T03:02:29Z,2880000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M52.00S,2025-11-14T03:02:02.1Z,2,REGULAR,substitution,in,[],203994,,,1610612762,60,65,2025-11-14T03:02:29Z,2890000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M52.00S,2025-11-14T03:02:26.0Z,2,REGULAR,violation,lane,[],1629638,,,1610612762,60,65,2025-11-14T03:02:56Z,2895000,False,,,0,,N. Alexander-Walker lane VIOLATION,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M52.00S,2025-11-14T03:02:26.0Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,61,65,2025-11-14T03:02:48Z,2900000,False,,,0,,L. Markkanen Free Throw 1 of 1 (22 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
293,PT03M38.00S,2025-11-14T03:03:05.5Z,2,REGULAR,3pt,Jump Shot,[],1630168,5.075558475689881,96.56862745098039,1610612737,61,68,2025-11-14T03:03:10Z,2910000,False,-233.0,-5.0,1,left,O. Okongwu 3PT  (11 PTS) (J. Johnson 6 AST),"[1630168, 1630552]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,,,11.0,,,,,,,J. Johnson,1630552.0,6.0,,
295,PT03M29.00S,2025-11-14T03:03:20.1Z,2,REGULAR,foul,personal,[],1630700,,,1610612762,61,68,2025-11-14T03:03:25Z,2930000,False,,,0,,D. Daniels personal FOUL (3 PF),"[1630700, 1628374]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,1201.0,,,3.0,0.0,Markkanen,1628374.0,,,,,,,
297,PT03M29.00S,2025-11-14T03:03:35.3Z,2,REGULAR,substitution,out,[],1630700,,,1610612762,61,68,2025-11-14T03:03:37Z,2950000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M29.00S,2025-11-14T03:03:35.3Z,2,REGULAR,substitution,in,[],1630249,,,1610612762,61,68,2025-11-14T03:03:37Z,2960000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M24.00S,2025-11-14T03:03:54.8Z,2,REGULAR,foul,personal,[],1630249,,,1610612762,61,68,2025-11-14T03:04:08Z,2970000,False,,,0,,V. Krejčí personal FOUL (1 PF),"[1630249, 1628374]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,16-24 Left Center,,,,,,,204059.0,,,1.0,0.0,Markkanen,1628374.0,,,,,,,
301,PT03M11.00S,2025-11-14T03:04:19.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,84.44480946123521,60.049019607843135,1610612762,61,68,2025-11-14T03:04:23Z,2990000,False,50.0,94.0,1,right,MISS K. George 10' pullup Shot,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,10.63,Missed,,,,,,,,,,,,,,,,,,
302,PT03M08.00S,2025-11-14T03:04:22.8Z,2,REGULAR,rebound,offensive,[],203994,,,1610612762,61,68,2025-11-14T03:04:23Z,3000000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:4),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,,,301.0,5.0,4.0,1.0,,,,,,,,,,,,,,
303,PT03M05.00S,2025-11-14T03:04:25.2Z,2,REGULAR,turnover,bad pass,[],203994,,,1610612762,61,68,2025-11-14T03:04:29Z,3010000,False,,,0,,J. Nurkić bad pass TURNOVER (1 TO),"[203994, 1629638]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,Alexander-Walker,1629638.0,,,,,
304,PT03M05.00S,2025-11-14T03:04:25.2Z,2,REGULAR,steal,,[],1629638,,,1610612737,61,68,2025-11-14T03:04:27Z,3020000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
305,PT02M59.00S,2025-11-14T03:04:31.7Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1642258,4.862023653088042,91.68964460784314,1610612737,61,70,2025-11-14T03:05:16Z,3030000,False,-208.0,-7.0,1,left,Z. Risacher 20' running Jump Shot (5 PTS) (J. Johnson 7 AST),"[1642258, 1630552]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Left,20.85,Made,,,,,,,5.0,,,,,,,J. Johnson,1630552.0,7.0,,
308,PT02M47.00S,2025-11-14T03:04:42.9Z,2,REGULAR,3pt,Jump Shot,[],1628374,87.20433639947439,97.05882352941177,1610612762,64,70,2025-11-14T03:04:48Z,3060000,False,235.0,68.0,1,right,L. Markkanen 24' 3PT  (25 PTS) (K. George 5 AST),"[1628374, 1641718]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,24.49,Made,,,,,,,25.0,,,,,,,K. George,1641718.0,5.0,,
310,PT02M34.00S,2025-11-14T03:04:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,7.835085413929041,50.98039215686274,1610612737,64,72,2025-11-14T03:05:01Z,3080000,False,-5.0,21.0,1,left,J. Johnson driving reverse Layup (18 PTS) (O. Okongwu 1 AST),"[1630552, 1630168]",1610612737.0,ATL,driving reverse,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,18.0,,,,,,,O. Okongwu,1630168.0,1.0,,
311,PT02M28.00S,2025-11-14T03:05:03.0Z,2,REGULAR,turnover,bad pass,[],203994,,,1610612762,64,72,2025-11-14T03:05:06Z,3090000,False,,,0,,J. Nurkić bad pass TURNOVER (2 TO),"[203994, 1630552]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,Johnson,1630552.0,,,,,
312,PT02M28.00S,2025-11-14T03:05:03.0Z,2,REGULAR,steal,,[],1630552,,,1610612737,64,72,2025-11-14T03:05:04Z,3100000,False,,,0,,J. Johnson STEAL (4 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
313,PT02M19.00S,2025-11-14T03:05:11.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630168,31.882391590013142,33.82352941176471,1610612737,64,72,2025-11-14T03:05:14Z,3110000,False,81.0,247.0,1,left,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
314,PT02M17.00S,2025-11-14T03:05:13.0Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,64,72,2025-11-14T03:05:13Z,3120000,False,,,0,,K. George REBOUND (Off:2 Def:2),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,313.0,4.0,2.0,2.0,,,,,,,,,,,,,,
315,PT02M07.00S,2025-11-14T03:05:23.4Z,2,REGULAR,3pt,Jump Shot,[],1629004,97.45400788436268,2.2058823529411766,1610612762,64,72,2025-11-14T03:05:28Z,3130000,False,-239.0,-29.0,1,right,MISS S. Mykhailiuk 24' step back 3PT,[1629004],1610612762.0,UTA,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,24.07,Missed,,,,,,,,,,,,,,,,,,
316,PT02M04.00S,2025-11-14T03:05:26.4Z,2,REGULAR,rebound,defensive,[],1642258,,,1610612737,64,72,2025-11-14T03:05:28Z,3140000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,315.0,1.0,1.0,0.0,,,,,,,,,,,,,,
318,PT01M49.00S,2025-11-14T03:05:56.7Z,2,REGULAR,2pt,Jump Shot,[],1630552,6.521024967148489,74.26470588235294,1610612737,64,74,2025-11-14T03:06:01Z,3160000,False,-121.0,9.0,1,left,J. Johnson 12' pullup Jump Shot (20 PTS),[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,12.16,Made,,,,,,,20.0,,,,,,,,,,,
319,PT01M33.00S,2025-11-14T03:06:12.4Z,2,REGULAR,turnover,bad pass,[],1641718,,,1610612762,64,74,2025-11-14T03:06:19Z,3170000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1641718, 1630552]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,Johnson,1630552.0,,,,,
320,PT01M33.00S,2025-11-14T03:06:12.4Z,2,REGULAR,steal,,[],1630552,,,1610612737,64,74,2025-11-14T03:06:25Z,3180000,False,,,0,,J. Johnson STEAL (5 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
321,PT01M30.00S,2025-11-14T03:06:19.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642258,9.280551905387648,49.50980392156863,1610612737,64,76,2025-11-14T04:00:52Z,3190000,False,2.0,35.0,1,left,Z. Risacher running DUNK (7 PTS) (J. Johnson 8 AST),"[1642258, 1630552]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,,,7.0,,,,,,,J. Johnson,1630552.0,8.0,,
323,PT01M30.00S,2025-11-14T03:06:26.6Z,2,REGULAR,foul,personal,['1freethrow'],203994,,,1610612737,64,76,2025-11-14T03:06:36Z,3210000,False,,,0,,J. Nurkić shooting personal FOUL (1 PF) (Risacher 1 FT),"[203994, 1642258]",1610612762.0,UTA,shooting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,204059.0,,,1.0,0.0,Risacher,1642258.0,,,,,,,
325,PT01M30.00S,2025-11-14T03:06:40.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612737,64,76,2025-11-14T03:06:46Z,3230000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M30.00S,2025-11-14T03:08:13.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1642258,,,1610612737,64,76,2025-11-14T03:08:13Z,3240000,False,,,0,,MISS Z. Risacher Free Throw 1 of 1,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
328,PT01M29.00S,2025-11-14T03:08:14.1Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612762,64,76,2025-11-14T03:08:14Z,3250000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,327.0,1.0,1.0,0.0,,,,,,,,,,,,,,
329,PT01M20.00S,2025-11-14T03:08:22.4Z,2,REGULAR,3pt,Jump Shot,[],1628374,68.67608409986859,70.83333333333334,1610612762,64,76,2025-11-14T03:08:27Z,3260000,False,104.0,242.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,26.34,Missed,,,,,,,,,,,,,,,,,,
330,PT01M16.00S,2025-11-14T03:08:26.4Z,2,REGULAR,rebound,defensive,[],1642258,,,1610612737,64,76,2025-11-14T03:08:27Z,3270000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,329.0,2.0,2.0,0.0,,,,,,,,,,,,,,
331,PT01M06.00S,2025-11-14T03:08:36.7Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,64,76,2025-11-14T03:08:41Z,3280000,False,,,0,,J. Johnson bad pass TURNOVER (3 TO),"[1630552, 203994]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,,,,,,Nurkić,203994.0,,,,,
332,PT01M06.00S,2025-11-14T03:08:36.7Z,2,REGULAR,steal,,[],203994,,,1610612762,64,76,2025-11-14T03:10:11Z,3290000,False,,,0,,J. Nurkić STEAL (2 STL),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
334,PT01M04.00S,2025-11-14T03:08:38.8Z,2,REGULAR,turnover,bad pass,[],1628374,,,1610612762,64,76,2025-11-14T03:08:46Z,3310000,False,,,0,,L. Markkanen bad pass TURNOVER (2 TO),"[1628374, 1630168]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,Okongwu,1630168.0,,,,,
335,PT01M04.00S,2025-11-14T03:08:38.8Z,2,REGULAR,steal,,[],1630168,,,1610612737,64,76,2025-11-14T03:10:33Z,3320000,False,,,0,,O. Okongwu STEAL (2 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
337,PT01M00.00S,2025-11-14T03:08:42.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630552,13.091327201051248,44.11764705882353,1610612737,64,76,2025-11-14T03:08:52Z,3340000,False,29.0,71.0,1,left,MISS J. Johnson 7' floating Shot,[1630552],1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
338,PT00M58.50S,2025-11-14T03:08:44.5Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,64,76,2025-11-14T03:08:44Z,3350000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,337.0,4.0,3.0,1.0,,,,,,,,,,,,,,
339,PT00M54.00S,2025-11-14T03:08:50.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612737,64,76,2025-11-14T03:09:08Z,3360000,False,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1628374, 1629638]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,,,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,
341,PT00M54.00S,2025-11-14T03:09:24.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629638,,,1610612737,64,77,2025-11-14T03:13:00Z,3380000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (5 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
342,PT00M54.00S,2025-11-14T03:09:24.3Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629638,,,1610612737,64,78,2025-11-14T03:13:00Z,3390000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (6 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
343,PT00M43.80S,2025-11-14T03:09:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642846,93.24901445466492,53.67647058823529,1610612762,66,78,2025-11-14T03:09:54Z,3400000,False,18.0,11.0,1,right,A. Bailey reverse Layup (12 PTS) (L. Markkanen 2 AST),"[1642846, 1628374]",1610612762.0,UTA,reverse,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,12.0,,,,,,,L. Markkanen,1628374.0,2.0,,
