actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
588,PT08M30.00S,2026-01-11T04:27:52.1Z,4,REGULAR,substitution,in,[],1642262,,,1610612766,70,124,2026-01-11T04:27:57Z,5760000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT08M30.00S,2026-01-11T04:27:45.3Z,4,REGULAR,freethrow,2 of 2,[],1631217,,,1610612766,70,124,2026-01-11T04:28:15Z,5770000,False,,,0,,MISS M. Diabaté Free Throw 2 of 2,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
590,PT08M28.00S,2026-01-11T04:27:47.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,70,124,2026-01-11T04:28:15Z,5780000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,589.0,,,,,,,,,,,,
592,PT08M28.00S,2026-01-11T04:28:13.3Z,4,REGULAR,substitution,out,[],1631217,,,1610612762,70,124,2026-01-11T04:28:15Z,5800000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT08M28.00S,2026-01-11T04:28:13.3Z,4,REGULAR,substitution,in,[],1641750,,,1610612762,70,124,2026-01-11T04:28:15Z,5810000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT08M07.00S,2026-01-11T04:28:41.2Z,4,REGULAR,2pt,Jump Shot,[],1641729,84.70762155059133,65.93137254901961,1610612762,72,124,2026-01-11T04:29:44Z,5820000,False,80.0,91.0,1,right,B. Sensabaugh 12' pullup Jump Shot (23 PTS) (I. Collier 5 AST),"[1641729, 1642268]",1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,,Mid-Range,8-16 Right,12.11,Made,23.0,I. Collier,1642268.0,5.0,,,,,,,,,,,,,
596,PT07M50.00S,2026-01-11T04:28:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,6.521024967148489,56.372549019607845,1610612766,72,126,2026-01-11T04:29:02Z,5840000,False,-32.0,9.0,1,left,T. Mann driving Layup (7 PTS),[1630544],1610612766.0,CHA,driving,,,Mann,T. Mann,,,,,,Restricted Area,0-8 Center,3.31,Made,7.0,,,,,,,,,,,,,,,,
597,PT07M44.00S,2026-01-11T04:29:13.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,72,126,2026-01-11T04:29:13Z,5850000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M44.00S,2026-01-11T04:31:34.7Z,4,REGULAR,substitution,out,[],203937,,,1610612762,72,126,2026-01-11T04:31:56Z,5860000,False,,,0,,SUB out: K. Anderson,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M44.00S,2026-01-11T04:31:34.7Z,4,REGULAR,substitution,out,[],1629012,,,1610612762,72,126,2026-01-11T04:31:56Z,5870000,False,,,0,,SUB out: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M44.00S,2026-01-11T04:31:34.7Z,4,REGULAR,substitution,in,[],1642271,,,1610612762,72,126,2026-01-11T04:31:56Z,5880000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M44.00S,2026-01-11T04:31:34.7Z,4,REGULAR,substitution,in,[],1630182,,,1610612762,72,126,2026-01-11T04:31:56Z,5890000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M35.00S,2026-01-11T04:32:10.1Z,4,REGULAR,3pt,Jump Shot,[],1642268,67.62483574244416,54.41176470588235,1610612762,72,126,2026-01-11T04:32:29Z,5900000,False,22.0,252.0,1,right,MISS I. Collier 25' pullup 3PT,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,,Above the Break 3,24+ Center,25.28,Missed,,,,,,,,,,,,,,,,,
603,PT07M31.00S,2026-01-11T04:32:14.1Z,4,REGULAR,rebound,defensive,[],1642275,,,1610612766,72,126,2026-01-11T04:32:15Z,5910000,False,,,0,,T. Salaün REBOUND (Off:1 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Above the Break 3,24+ Center,,,,,,,602.0,2.0,1.0,1.0,,,,,,,,,
604,PT07M25.00S,2026-01-11T04:32:19.5Z,4,REGULAR,3pt,Jump Shot,[],1630544,32.013797634691194,48.77450980392157,1610612766,72,129,2026-01-11T04:32:54Z,5920000,False,6.0,248.0,1,left,T. Mann 24' 3PT step back (10 PTS),[1630544],1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,,Above the Break 3,24+ Center,24.85,Made,10.0,,,,,,,,,,,,,,,,
605,PT07M09.00S,2026-01-11T04:32:35.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,85.23324572930355,63.48039215686274,1610612762,74,129,2026-01-11T05:16:35Z,5930000,False,67.0,86.0,1,right,B. Sensabaugh 10' driving floating Jump Shot (25 PTS) (I. Collier 6 AST),"[1641729, 1642268]",1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,,In The Paint (Non-RA),8-16 Right,10.95,Made,25.0,I. Collier,1642268.0,6.0,,,,,,,,,,,,,
607,PT07M00.00S,2026-01-11T04:32:44.4Z,4,REGULAR,3pt,Jump Shot,[],1642275,34.11629434954008,24.019607843137255,1610612766,74,129,2026-01-11T04:32:49Z,5950000,False,130.0,268.0,1,left,MISS T. Salaün 29' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Above the Break 3,24+ Right Center,29.8,Missed,,,,,,,,,,,,,,,,,
608,PT06M59.00S,2026-01-11T04:32:49.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,74,129,2026-01-11T04:32:49Z,5960000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,607.0,,,,,,,,,,,,
609,PT06M59.00S,2026-01-11T04:32:49.6Z,4,REGULAR,foul,personal,[],1642383,,,1610612766,74,129,2026-01-11T04:32:58Z,5970000,False,,,0,,W. Clayton Jr. loose ball personal FOUL (4 PF),"[1642383, 1641750]",1610612762.0,UTA,loose ball,,,Clayton Jr.,W. Clayton Jr.,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,4.0,0.0,Kalkbrenner,1641750.0,,
611,PT06M46.00S,2026-01-11T04:33:19.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630544,14.14257555847569,33.82352941176471,1610612766,74,129,2026-01-11T04:33:25Z,5990000,False,81.0,80.0,1,left,MISS T. Mann 11' turnaround Shot,[1630544],1610612766.0,CHA,turnaround,,,Mann,T. Mann,,,,,,Mid-Range,8-16 Right,11.41,Missed,,,,,,,,,,,,,,,,,
612,PT06M42.00S,2026-01-11T04:33:23.7Z,4,REGULAR,rebound,offensive,[],1641750,,,1610612766,74,129,2026-01-11T04:33:25Z,6000000,False,,,0,,R. Kalkbrenner REBOUND (Off:5 Def:4),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,Mid-Range,8-16 Right,,,,,,,611.0,9.0,4.0,5.0,,,,,,,,,
613,PT06M42.00S,2026-01-11T04:33:24.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641750,5.590000152587891,50.0,1610612766,74,131,2026-01-11T04:33:24Z,6010000,False,0.0,0.0,1,left,R. Kalkbrenner putback Layup (12 PTS),[1641750],1610612766.0,CHA,putback,,,Kalkbrenner,R. Kalkbrenner,,,,,,Mid-Range,8-16 Left,0.0,Made,12.0,,,,,,,,,,,,,,,,
614,PT06M33.00S,2026-01-11T04:33:33.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,91.01511169513797,51.9607843137255,1610612762,76,131,2026-01-11T04:33:38Z,6020000,False,10.0,32.0,1,right,K. Filipowski driving DUNK (4 PTS) (I. Collier 7 AST),"[1642271, 1642268]",1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,,Restricted Area,0-8 Center,3.35,Made,4.0,I. Collier,1642268.0,7.0,,,,,,,,,,,,,
616,PT06M17.00S,2026-01-11T04:33:51.0Z,4,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612766,76,131,2026-01-11T04:33:55Z,6040000,False,,,0,,K. Filipowski shooting personal FOUL (4 PF) (James 2 FT),"[1642271, 1642883]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,1627526.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,4.0,0.0,James,1642883.0,,
618,PT06M17.00S,2026-01-11T04:34:06.6Z,4,REGULAR,foul,technical,['1freethrow'],1642275,,,1610612766,76,131,2026-01-11T04:34:17Z,6060000,False,,,0,,T. Salaün technical FOUL (1 Tech),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,202026.0,,,,,,,,,,,,,,,,1.0,1.0,,,,
619,PT06M17.00S,2026-01-11T04:34:23.3Z,4,REGULAR,freethrow,1 of 1,[],1641729,,,1610612766,77,131,2026-01-11T04:34:23Z,6070000,False,,,0,,B. Sensabaugh technical Free Throw 1 of 1 (26 PTS),[1641729],1610612762.0,UTA,technical,,,Sensabaugh,B. Sensabaugh,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,
620,PT06M17.00S,2026-01-11T04:34:55.9Z,4,REGULAR,freethrow,1 of 2,[],1642883,,,1610612766,77,132,2026-01-11T04:34:56Z,6080000,False,,,0,,S. James Free Throw 1 of 2 (1 PTS),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
621,PT06M17.00S,2026-01-11T04:35:10.8Z,4,REGULAR,freethrow,2 of 2,[],1642883,,,1610612766,77,133,2026-01-11T04:35:10Z,6090000,False,,,0,,S. James Free Throw 2 of 2 (2 PTS),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
622,PT06M00.00S,2026-01-11T04:35:31.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642383,88.78120893561103,38.23529411764706,1610612762,79,133,2026-01-11T04:35:36Z,6100000,False,-59.0,53.0,1,right,W. Clayton Jr. 7' driving floating bank Jump Shot (4 PTS) (I. Collier 8 AST),"[1642383, 1642268]",1610612762.0,UTA,driving floating bank,,,Clayton Jr.,W. Clayton Jr.,,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,4.0,I. Collier,1642268.0,8.0,,,,,,,,,,,,,
623,PT05M47.00S,2026-01-11T04:35:44.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641750,8.360709592641262,41.42156862745098,1610612766,79,133,2026-01-11T04:36:10Z,6110000,False,43.0,26.0,1,left,MISS R. Kalkbrenner cutting Layup,[1641750],1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,,In The Paint (Non-RA),0-8 Center,5.02,Missed,,,,,,,,,,,,,,,,,
624,PT05M45.00S,2026-01-11T04:35:46.7Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,79,133,2026-01-11T04:35:47Z,6120000,False,,,0,,K. Filipowski REBOUND (Off:3 Def:5),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,623.0,8.0,5.0,3.0,,,,,,,,,
625,PT05M37.00S,2026-01-11T04:35:56.1Z,4,REGULAR,turnover,traveling,[],1641729,,,1610612762,79,133,2026-01-11T04:36:03Z,6130000,False,,,0,,B. Sensabaugh traveling TURNOVER (4 TO),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,202026.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,4.0,,,,,,
626,PT05M25.00S,2026-01-11T04:36:16.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642275,11.908672798948752,41.42156862745098,1610612766,79,133,2026-01-11T04:36:22Z,6140000,False,43.0,59.0,1,left,MISS T. Salaün 7' driving floating bank Shot,[1642275],1610612766.0,CHA,driving floating bank,,,Salaün,T. Salaün,,,,,,In The Paint (Non-RA),0-8 Center,7.33,Missed,,,,,,,,,,,,,,,,,
627,PT05M23.00S,2026-01-11T04:36:18.9Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,79,133,2026-01-11T04:36:22Z,6150000,False,,,0,,K. Filipowski REBOUND (Off:3 Def:6),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,626.0,9.0,6.0,3.0,,,,,,,,,
628,PT05M15.00S,2026-01-11T04:36:26.5Z,4,REGULAR,3pt,Jump Shot,[],1642262,67.09921156373193,46.07843137254902,1610612762,82,133,2026-01-11T04:36:30Z,6160000,False,-20.0,257.0,1,right,C. Williams 25' 3PT  (13 PTS) (W. Clayton Jr. 4 AST),"[1642262, 1642383]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,,Above the Break 3,24+ Center,25.75,Made,13.0,W. Clayton Jr.,1642383.0,4.0,,,,,,,,,,,,,
630,PT05M02.00S,2026-01-11T04:36:39.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,6.521024967148489,43.38235294117647,1610612766,82,135,2026-01-11T04:37:33Z,6180000,False,33.0,9.0,1,left,J. Green cutting Layup (12 PTS) (T. Mann 1 AST),"[1630182, 1630544]",1610612766.0,CHA,cutting,,,Green,J. Green,,,,,,Restricted Area,0-8 Center,3.42,Made,12.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,
632,PT04M46.00S,2026-01-11T04:36:56.1Z,4,REGULAR,3pt,Jump Shot,[],1641729,73.01248357424441,13.480392156862745,1610612762,82,135,2026-01-11T04:36:59Z,6200000,False,-183.0,201.0,1,right,MISS B. Sensabaugh 27' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Above the Break 3,24+ Left Center,27.17,Missed,,,,,,,,,,,,,,,,,
633,PT04M45.00S,2026-01-11T04:36:57.1Z,4,REGULAR,rebound,defensive,[],1642275,,,1610612766,82,135,2026-01-11T04:36:59Z,6210000,False,,,0,,T. Salaün REBOUND (Off:1 Def:2),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Above the Break 3,24+ Left Center,,,,,,,632.0,3.0,2.0,1.0,,,,,,,,,
634,PT04M36.00S,2026-01-11T04:37:07.1Z,4,REGULAR,3pt,Jump Shot,[],1630544,26.757555847568987,86.27450980392157,1610612766,82,138,2026-01-11T04:38:04Z,6220000,False,-181.0,199.0,1,left,T. Mann 26' 3PT pullup (13 PTS) (T. Salaün 2 AST),"[1630544, 1642275]",1610612766.0,CHA,pullup,,,Mann,T. Mann,,,,,,Above the Break 3,24+ Left Center,26.93,Made,13.0,T. Salaün,1642275.0,2.0,,,,,,,,,,,,,
636,PT04M20.00S,2026-01-11T04:37:22.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,84.57621550591328,42.8921568627451,1610612762,82,138,2026-01-11T04:37:26Z,6240000,False,-36.0,92.0,1,right,MISS I. Collier 9' pullup Shot,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,,In The Paint (Non-RA),8-16 Center,9.91,Missed,,,,,,,,,,,,,,,,,
637,PT04M18.00S,2026-01-11T04:37:24.5Z,4,REGULAR,rebound,defensive,[],1642275,,,1610612766,82,138,2026-01-11T04:37:33Z,6250000,False,,,0,,T. Salaün REBOUND (Off:1 Def:3),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,636.0,4.0,3.0,1.0,,,,,,,,,
638,PT04M18.00S,2026-01-11T04:37:28.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,82,138,2026-01-11T04:37:38Z,6260000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M18.00S,2026-01-11T04:39:23.6Z,4,REGULAR,substitution,out,[],1641729,,,1610612766,82,138,2026-01-11T04:40:14Z,6270000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT04M18.00S,2026-01-11T04:39:23.6Z,4,REGULAR,substitution,in,[],1641707,,,1610612766,82,138,2026-01-11T04:40:14Z,6280000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M58.00S,2026-01-11T04:40:46.3Z,4,REGULAR,3pt,Jump Shot,[],1630544,39.50394218134034,50.0,1610612766,82,138,2026-01-11T04:41:03Z,6290000,False,0.0,319.0,1,left,MISS T. Mann 31' pullup 3PT,[1630544],1610612766.0,CHA,pullup,,,Mann,T. Mann,,,,,,Above the Break 3,24+ Center,31.88,Missed,,,,,,,,,,,,,,,,,
643,PT03M55.00S,2026-01-11T04:40:49.3Z,4,REGULAR,rebound,defensive,[],1641707,,,1610612762,82,138,2026-01-11T04:40:52Z,6300000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:4),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,Above the Break 3,24+ Center,,,,,,,642.0,4.0,4.0,0.0,,,,,,,,,
644,PT03M50.00S,2026-01-11T04:40:54.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642383,68.28186596583443,64.95098039215686,1610612762,85,138,2026-01-11T04:41:26Z,6310000,False,75.0,246.0,1,right,W. Clayton Jr. 25' 3PT running pullup (7 PTS) (T. Hendricks 1 AST),"[1642383, 1641707]",1610612762.0,UTA,running pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,,Above the Break 3,24+ Center,25.68,Made,7.0,T. Hendricks,1641707.0,1.0,,,,,,,,,,,,,
646,PT03M39.00S,2026-01-11T04:41:05.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642883,9.017739816031538,59.80392156862745,1610612766,85,140,2026-01-11T04:41:10Z,6330000,False,-49.0,32.0,1,left,S. James driving Layup (4 PTS),[1642883],1610612766.0,CHA,driving,,,James,S. James,,,,,,In The Paint (Non-RA),0-8 Center,5.87,Made,4.0,,,,,,,,,,,,,,,,
647,PT03M21.00S,2026-01-11T04:41:22.5Z,4,REGULAR,3pt,Jump Shot,[],1642262,94.95729303547962,2.696078431372549,1610612762,85,140,2026-01-11T04:41:26Z,6340000,False,-237.0,-5.0,1,right,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,
648,PT03M19.00S,2026-01-11T04:41:24.5Z,4,REGULAR,rebound,defensive,[],1642883,,,1610612766,85,140,2026-01-11T04:41:26Z,6350000,False,,,0,,S. James REBOUND (Off:1 Def:6),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,Left Corner 3,24+ Left,,,,,,,647.0,7.0,6.0,1.0,,,,,,,,,
649,PT03M16.00S,2026-01-11T04:41:30.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642383,,,1610612766,85,140,2026-01-11T04:41:41Z,6360000,False,,,0,,W. Clayton Jr. shooting personal FOUL (5 PF) (Green 2 FT),"[1642383, 1630182]",1610612762.0,UTA,shooting,,,Clayton Jr.,W. Clayton Jr.,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,5.0,0.0,Green,1630182.0,,
651,PT03M16.00S,2026-01-11T04:41:56.3Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630182,,,1610612766,85,141,2026-01-11T04:41:56Z,6380000,False,,,0,,J. Green Free Throw 1 of 2 (13 PTS),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
652,PT03M16.00S,2026-01-11T04:41:56.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630182,,,1610612766,85,141,2026-01-11T04:42:11Z,6390000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
653,PT03M15.00S,2026-01-11T04:41:57.3Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,85,141,2026-01-11T04:42:11Z,6400000,False,,,0,,K. Filipowski REBOUND (Off:3 Def:7),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,652.0,10.0,7.0,3.0,,,,,,,,,
654,PT03M06.00S,2026-01-11T04:42:18.0Z,4,REGULAR,3pt,Jump Shot,[],1642383,69.46452036793693,21.568627450980394,1610612762,88,141,2026-01-11T04:42:22Z,6410000,False,-142.0,235.0,1,right,W. Clayton Jr. 27' 3PT  (10 PTS) (I. Collier 9 AST),"[1642383, 1642268]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,Above the Break 3,24+ Left Center,27.42,Made,10.0,I. Collier,1642268.0,9.0,,,,,,,,,,,,,
656,PT02M48.00S,2026-01-11T04:42:38.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642271,,,1610612766,88,141,2026-01-11T04:42:52Z,6430000,False,,,0,,K. Filipowski shooting personal FOUL (5 PF) (Mann 2 FT),"[1642271, 1630544]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,1627526.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,5.0,0.0,Mann,1630544.0,,
658,PT02M48.00S,2026-01-11T04:43:02.5Z,4,REGULAR,freethrow,1 of 2,[],1630544,,,1610612766,88,142,2026-01-11T04:43:02Z,6450000,False,,,0,,T. Mann Free Throw 1 of 2 (14 PTS),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
659,PT02M48.00S,2026-01-11T04:43:18.9Z,4,REGULAR,freethrow,2 of 2,[],1630544,,,1610612766,88,143,2026-01-11T04:43:18Z,6460000,False,,,0,,T. Mann Free Throw 2 of 2 (15 PTS),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,
660,PT02M40.00S,2026-01-11T04:43:28.8Z,4,REGULAR,3pt,Jump Shot,[],1642383,66.5735873850197,55.392156862745104,1610612762,91,143,2026-01-11T04:43:32Z,6470000,False,27.0,262.0,1,right,W. Clayton Jr. 26' 3PT pullup (13 PTS),[1642383],1610612762.0,UTA,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,,Above the Break 3,24+ Center,26.31,Made,13.0,,,,,,,,,,,,,,,,
661,PT02M21.00S,2026-01-11T04:43:47.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642275,5.995400788436268,55.63725490196079,1610612766,91,145,2026-01-11T04:43:53Z,6480000,False,-28.0,4.0,1,left,T. Salaün driving reverse Layup (5 PTS) (S. James 5 AST),"[1642275, 1642883]",1610612766.0,CHA,driving reverse,,,Salaün,T. Salaün,,,,,,Restricted Area,0-8 Center,2.85,Made,5.0,S. James,1642883.0,5.0,,,,,,,,,,,,,
663,PT02M08.00S,2026-01-11T04:44:00.8Z,4,REGULAR,3pt,Jump Shot,[],1642262,70.38436268068331,71.07843137254902,1610612762,91,145,2026-01-11T04:44:04Z,6500000,False,105.0,226.0,1,right,MISS C. Williams 24' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,
664,PT02M05.00S,2026-01-11T04:44:03.8Z,4,REGULAR,rebound,defensive,[],1642275,,,1610612766,91,145,2026-01-11T04:44:04Z,6510000,False,,,0,,T. Salaün REBOUND (Off:1 Def:4),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Above the Break 3,24+ Right Center,,,,,,,663.0,5.0,4.0,1.0,,,,,,,,,
665,PT02M00.00S,2026-01-11T04:44:08.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630182,6.521024967148489,51.9607843137255,1610612766,91,145,2026-01-11T04:45:01Z,6520000,False,-10.0,9.0,1,left,MISS J. Green running reverse Layup - blocked,"[1630182, 1642271]",1610612766.0,CHA,running reverse,,,Green,J. Green,,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,Filipowski,1642271.0,,,,,,,
666,PT02M00.00S,2026-01-11T04:44:08.0Z,4,REGULAR,block,,[],1642271,,,1610612766,91,145,2026-01-11T04:44:10Z,6530000,False,,,0,,K. Filipowski BLOCK (1 BLK),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
667,PT01M57.00S,2026-01-11T04:44:11.0Z,4,REGULAR,rebound,defensive,[],1642262,,,1610612762,91,145,2026-01-11T04:44:17Z,6540000,False,,,0,,C. Williams REBOUND (Off:1 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,Restricted Area,0-8 Center,,,,,,,665.0,2.0,1.0,1.0,,,,,,,,,
668,PT01M54.00S,2026-01-11T04:44:15.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642383,75.1149802890933,14.705882352941178,1610612762,91,145,2026-01-11T04:45:33Z,6550000,False,-176.0,181.0,1,right,MISS W. Clayton Jr. 25' running 3PT,[1642383],1610612762.0,UTA,running,,,Clayton Jr.,W. Clayton Jr.,,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,
669,PT01M54.00S,2026-01-11T04:44:15.1Z,4,REGULAR,rebound,defensive,[],1630182,,,1610612766,91,145,2026-01-11T04:44:20Z,6560000,False,,,0,,J. Green REBOUND (Off:3 Def:1),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,Above the Break 3,24+ Left Center,,,,,,,668.0,4.0,1.0,3.0,,,,,,,,,
