actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
165,PT00M00.00S,2026-01-11T03:05:10.7Z,1,REGULAR,period,end,[],0,,,1610612762,14,45,2026-01-11T03:05:10Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,out,['startperiod'],1641718,,,1610612762,14,45,2026-01-11T03:07:47Z,1660000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,out,['startperiod'],1642271,,,1610612762,14,45,2026-01-11T03:07:47Z,1670000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,out,['startperiod'],1642883,,,1610612762,14,45,2026-01-11T03:07:47Z,1680000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,out,['startperiod'],1641750,,,1610612762,14,45,2026-01-11T03:07:47Z,1690000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612762,14,45,2026-01-11T03:07:47Z,1700000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,in,['startperiod'],1642383,,,1610612762,14,45,2026-01-11T03:07:47Z,1710000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,in,['startperiod'],201567,,,1610612762,14,45,2026-01-11T03:07:47Z,1720000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,in,['startperiod'],1631217,,,1610612762,14,45,2026-01-11T03:07:47Z,1730000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,in,['startperiod'],1628970,,,1610612762,14,45,2026-01-11T03:07:47Z,1740000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-01-11T03:05:40.2Z,2,REGULAR,substitution,in,['startperiod'],1630182,,,1610612762,14,45,2026-01-11T03:07:47Z,1750000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-01-11T03:07:43.0Z,2,REGULAR,period,start,[],0,,,1610612762,14,45,2026-01-11T03:07:48Z,1760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M40.00S,2026-01-11T03:08:02.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642268,12.697109067017081,46.568627450980394,1610612762,14,45,2026-01-11T03:08:07Z,1770000,False,17.0,67.0,1,left,MISS I. Collier 6' driving Hook - blocked,"[1642268, 1631217]",1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,,In The Paint (Non-RA),0-8 Center,6.91,Missed,,,,,,,,,Diabaté,1631217.0,,,,,,,
180,PT11M40.00S,2026-01-11T03:08:02.4Z,2,REGULAR,block,,[],1631217,,,1610612762,14,45,2026-01-11T03:08:09Z,1775000,False,,,0,,M. Diabaté BLOCK (1 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
179,PT11M36.00S,2026-01-11T03:08:06.4Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612766,14,45,2026-01-11T03:08:07Z,1780000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,
181,PT11M33.00S,2026-01-11T03:08:13.9Z,2,REGULAR,turnover,out-of-bounds,[],1629012,,,1610612766,14,45,2026-01-11T03:09:46Z,1790000,False,,,0,,C. Sexton bad pass out-of-bounds TURNOVER (2 TO),[1629012],1610612766.0,CHA,bad pass,,,Sexton,C. Sexton,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,,,,,,
182,PT11M22.00S,2026-01-11T03:08:25.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203937,11.777266754270697,35.53921568627451,1610612762,14,45,2026-01-11T03:08:29Z,1800000,False,72.0,58.0,1,left,MISS K. Anderson 9' turnaround Hook,[203937],1610612762.0,UTA,turnaround,,,Anderson,K. Anderson,,,,,,In The Paint (Non-RA),8-16 Right,9.28,Missed,,,,,,,,,,,,,,,,,
183,PT11M19.00S,2026-01-11T03:08:27.7Z,2,REGULAR,rebound,offensive,[],201567,,,1610612762,14,45,2026-01-11T03:08:27Z,1810000,False,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,182.0,2.0,1.0,1.0,,,,,,,,,
184,PT11M18.00S,2026-01-11T03:08:28.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201567,11.908672798948752,59.068627450980394,1610612762,16,45,2026-01-11T03:11:34Z,1820000,False,-45.0,59.0,1,left,K. Love 7' putback Layup (2 PTS),[201567],1610612762.0,UTA,putback,,,Love,K. Love,,,,,,In The Paint (Non-RA),0-8 Center,7.47,Made,2.0,,,,,,,,,,,,,,,,
185,PT11M02.00S,2026-01-11T03:08:45.4Z,2,REGULAR,3pt,Jump Shot,[],1642851,68.28186596583443,31.372549019607842,1610612766,16,48,2026-01-11T03:11:58Z,1830000,False,-93.0,246.0,1,right,K. Knueppel 26' 3PT pullup (10 PTS),[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,,Above the Break 3,24+ Left Center,26.27,Made,10.0,,,,,,,,,,,,,,,,
186,PT10M49.00S,2026-01-11T03:08:58.2Z,2,REGULAR,3pt,Jump Shot,[],1642383,33.722076215505915,66.66666666666666,1610612762,16,48,2026-01-11T03:09:04Z,1840000,False,-83.0,264.0,1,left,MISS W. Clayton Jr. 27' 3PT,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,Above the Break 3,24+ Center,27.73,Missed,,,,,,,,,,,,,,,,,
187,PT10M44.00S,2026-01-11T03:09:03.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,16,48,2026-01-11T03:09:04Z,1850000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Above the Break 3,24+ Center,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,
188,PT10M40.00S,2026-01-11T03:09:09.6Z,2,REGULAR,foul,personal,[],1642383,,,1610612766,16,48,2026-01-11T03:09:14Z,1860000,False,,,0,,W. Clayton Jr. personal FOUL (1 PF),"[1642383, 1631217]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Diabaté,1631217.0,,
190,PT10M31.00S,2026-01-11T03:09:39.3Z,2,REGULAR,3pt,Jump Shot,[],1630182,92.19776609724047,3.6764705882352944,1610612766,16,51,2026-01-11T03:09:43Z,1880000,False,-232.0,21.0,1,right,J. Green 3PT  (3 PTS) (K. Knueppel 4 AST),"[1630182, 1642851]",1610612766.0,CHA,,,,Green,J. Green,,,,,,Left Corner 3,24+ Left,23.25,Made,3.0,K. Knueppel,1642851.0,4.0,,,,,,,,,,,,,
192,PT10M03.00S,2026-01-11T03:10:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,7.440867279894875,45.34313725490196,1610612762,18,51,2026-01-11T03:10:10Z,1900000,False,23.0,17.0,1,left,I. Collier driving Layup (6 PTS),[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,,Restricted Area,0-8 Center,2.91,Made,6.0,,,,,,,,,,,,,,,,
193,PT09M51.00S,2026-01-11T03:10:19.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,90.88370565045992,48.529411764705884,1610612766,18,53,2026-01-11T03:10:22Z,1910000,False,-7.0,33.0,1,right,C. Sexton driving Layup (4 PTS),[1629012],1610612766.0,CHA,driving,,,Sexton,C. Sexton,,,,,,Restricted Area,0-8 Center,3.4,Made,4.0,,,,,,,,,,,,,,,,
194,PT09M40.00S,2026-01-11T03:10:30.0Z,2,REGULAR,3pt,Jump Shot,[],201567,33.196452036793694,23.284313725490197,1610612762,18,53,2026-01-11T03:10:34Z,1920000,False,134.0,260.0,1,left,MISS K. Love 29' 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,Above the Break 3,24+ Right Center,29.19,Missed,,,,,,,,,,,,,,,,,
195,PT09M38.00S,2026-01-11T03:10:32.0Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612766,18,53,2026-01-11T03:10:34Z,1930000,False,,,0,,C. Sexton REBOUND (Off:0 Def:2),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,Above the Break 3,24+ Right Center,,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,
196,PT09M22.00S,2026-01-11T03:10:48.0Z,2,REGULAR,3pt,Jump Shot,[],1629012,67.23061760840999,51.470588235294116,1610612766,18,53,2026-01-11T03:10:52Z,1940000,False,7.0,256.0,1,right,MISS C. Sexton 25' pullup 3PT,[1629012],1610612766.0,CHA,pullup,,,Sexton,C. Sexton,,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,
197,PT09M20.00S,2026-01-11T03:10:50.0Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,18,53,2026-01-11T03:10:52Z,1950000,False,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,Above the Break 3,24+ Center,,,,,,,196.0,3.0,2.0,1.0,,,,,,,,,
198,PT09M16.00S,2026-01-11T03:10:57.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641729,10.068988173455978,40.931372549019606,1610612762,20,53,2026-01-11T03:13:45Z,1960000,False,45.0,42.0,1,left,B. Sensabaugh 6' running Layup (4 PTS) (W. Clayton Jr. 1 AST),"[1641729, 1642383]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,,In The Paint (Non-RA),0-8 Center,6.18,Made,4.0,W. Clayton Jr.,1642383.0,1.0,,,,,,,,,,,,,
200,PT09M16.00S,2026-01-11T03:10:59.2Z,2,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612762,20,53,2026-01-11T03:11:09Z,1980000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Sensabaugh 1 FT),"[1628970, 1641729]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,1627534.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Sensabaugh,1641729.0,,
202,PT09M16.00S,2026-01-11T03:11:10.1Z,2,REGULAR,substitution,out,[],203937,,,1610612762,20,53,2026-01-11T03:12:16Z,2000000,False,,,0,,SUB out: K. Anderson,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M16.00S,2026-01-11T03:11:10.1Z,2,REGULAR,substitution,in,[],1641707,,,1610612762,20,53,2026-01-11T03:12:16Z,2010000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M16.00S,2026-01-11T03:11:27.1Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1641729,,,1610612762,21,53,2026-01-11T03:11:27Z,2020000,False,,,0,,B. Sensabaugh Free Throw 1 of 1 (5 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
205,PT08M59.00S,2026-01-11T03:11:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642851,90.62089356110381,57.59803921568627,1610612766,21,55,2026-01-11T03:11:50Z,2030000,False,38.0,36.0,1,right,K. Knueppel driving finger roll Layup (12 PTS),[1642851],1610612766.0,CHA,driving finger roll,,,Knueppel,K. Knueppel,,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,12.0,,,,,,,,,,,,,,,,
206,PT08M44.00S,2026-01-11T03:12:02.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,11.908672798948752,50.73529411764706,1610612762,23,55,2026-01-11T03:12:08Z,2040000,False,-4.0,59.0,1,left,I. Collier turnaround Jump Shot (8 PTS) (W. Clayton Jr. 2 AST),"[1642268, 1642383]",1610612762.0,UTA,turnaround,,,Collier,I. Collier,,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,8.0,W. Clayton Jr.,1642383.0,2.0,,,,,,,,,,,,,
207,PT08M33.00S,2026-01-11T03:12:12.6Z,2,REGULAR,3pt,Jump Shot,[],1628970,91.67214191852825,3.9215686274509802,1610612766,23,55,2026-01-11T03:12:17Z,2050000,False,-230.0,26.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,
208,PT08M30.00S,2026-01-11T03:12:16.0Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,23,55,2026-01-11T03:12:16Z,2060000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,Left Corner 3,24+ Left,,,,,,,207.0,3.0,1.0,2.0,,,,,,,,,
209,PT08M27.00S,2026-01-11T03:12:18.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642851,75.1149802890933,13.23529411764706,1610612766,23,55,2026-01-11T03:12:26Z,2070000,False,-184.0,181.0,1,right,MISS K. Knueppel 25' 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,
210,PT08M25.00S,2026-01-11T03:12:20.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,23,55,2026-01-11T03:12:26Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,209.0,,,,,,,,,,,,
211,PT08M25.00S,2026-01-11T03:12:25.2Z,2,REGULAR,foul,personal,[],201567,,,1610612766,23,55,2026-01-11T03:12:37Z,2090000,False,,,0,,K. Love loose ball personal FOUL (1 PF),"[201567, 1631217]",1610612762.0,UTA,loose ball,,,Love,K. Love,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Diabaté,1631217.0,,
213,PT08M17.00S,2026-01-11T03:12:54.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,77.4802890932983,10.53921568627451,1610612766,23,55,2026-01-11T03:12:58Z,2110000,False,-197.0,159.0,1,right,MISS J. Green 25' 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,
214,PT08M14.00S,2026-01-11T03:12:57.2Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,23,55,2026-01-11T03:12:58Z,2120000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Above the Break 3,24+ Left Center,,,,,,,213.0,2.0,1.0,1.0,,,,,,,,,
215,PT08M01.00S,2026-01-11T03:13:09.3Z,2,REGULAR,3pt,Jump Shot,[],1642383,34.37910643889619,33.088235294117645,1610612762,23,55,2026-01-11T03:16:38Z,2130000,False,85.0,271.0,1,left,MISS W. Clayton Jr. 28' pullup 3PT,[1642383],1610612762.0,UTA,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,,Above the Break 3,24+ Center,28.36,Missed,,,,,,,,,,,,,,,,,
216,PT08M00.00S,2026-01-11T03:13:10.3Z,2,REGULAR,rebound,offensive,[],201567,,,1610612762,23,55,2026-01-11T03:26:41Z,2140000,False,,,0,,K. Love REBOUND (Off:2 Def:2),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,Above the Break 3,24+ Center,,,,,,,215.0,4.0,2.0,2.0,,,,,,,,,
293,PT08M00.00S,2026-01-11T03:13:11.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,8.229303547963205,48.28431372549019,1610612762,23,55,2026-01-11T03:26:44Z,2145000,False,9.0,25.0,1,left,MISS K. Love tip Layup,[201567],1610612762.0,UTA,tip,,,Love,K. Love,,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,
294,PT08M00.00S,2026-01-11T03:13:11.8Z,2,REGULAR,rebound,offensive,[],201567,,,1610612762,23,55,2026-01-11T03:26:44Z,2147500,False,,,0,,K. Love REBOUND (Off:3 Def:2),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,Restricted Area,0-8 Center,,,,,,,293.0,5.0,2.0,3.0,,,,,,,,,
217,PT07M56.00S,2026-01-11T03:13:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,5.590000152587891,50.0,1610612762,23,55,2026-01-11T03:26:34Z,2150000,False,0.0,0.0,1,left,MISS K. Love tip Layup,[201567],1610612762.0,UTA,tip,,,Love,K. Love,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
218,PT07M56.00S,2026-01-11T03:13:14.4Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,23,55,2026-01-11T03:13:16Z,2160000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,Restricted Area,0-8 Center,,,,,,,217.0,4.0,2.0,2.0,,,,,,,,,
219,PT07M44.00S,2026-01-11T03:13:26.4Z,2,REGULAR,3pt,Jump Shot,[],1630182,78.13731931668858,87.5,1610612766,23,58,2026-01-11T03:13:30Z,2170000,False,188.0,153.0,1,right,J. Green 24' 3PT  (6 PTS) (M. Bridges 2 AST),"[1630182, 1628970]",1610612766.0,CHA,,,,Green,J. Green,,,,,,Above the Break 3,24+ Right Center,24.2,Made,6.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,
221,PT07M43.00S,2026-01-11T03:13:31.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,23,58,2026-01-11T03:13:31Z,2190000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M43.00S,2026-01-11T03:15:53.2Z,2,REGULAR,substitution,out,[],1642268,,,1610612762,23,58,2026-01-11T03:16:01Z,2200000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M43.00S,2026-01-11T03:15:53.2Z,2,REGULAR,substitution,out,[],1641729,,,1610612762,23,58,2026-01-11T03:16:01Z,2210000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M43.00S,2026-01-11T03:15:53.2Z,2,REGULAR,substitution,in,[],1642262,,,1610612762,23,58,2026-01-11T03:16:01Z,2220000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M43.00S,2026-01-11T03:15:53.2Z,2,REGULAR,substitution,in,[],1641718,,,1610612762,23,58,2026-01-11T03:16:01Z,2230000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M28.00S,2026-01-11T03:16:39.8Z,2,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612762,23,58,2026-01-11T03:16:47Z,2240000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Hendricks 2 FT),"[1630182, 1641707]",1610612766.0,CHA,shooting,,,Green,J. Green,,,,,1627534.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,0.0,Hendricks,1641707.0,,
229,PT07M28.00S,2026-01-11T03:17:00.8Z,2,REGULAR,freethrow,1 of 2,[],1641707,,,1610612762,24,58,2026-01-11T03:17:16Z,2260000,False,,,0,,T. Hendricks Free Throw 1 of 2 (1 PTS),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
230,PT07M28.00S,2026-01-11T03:17:00.8Z,2,REGULAR,freethrow,2 of 2,[],1641707,,,1610612762,24,58,2026-01-11T03:17:16Z,2270000,False,,,0,,MISS T. Hendricks Free Throw 2 of 2,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
231,PT07M26.00S,2026-01-11T03:17:02.8Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,24,58,2026-01-11T03:17:16Z,2280000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,
232,PT07M09.00S,2026-01-11T03:17:33.3Z,2,REGULAR,2pt,Jump Shot,[],1629012,88.64980289093299,65.93137254901961,1610612766,24,58,2026-01-11T03:17:37Z,2290000,False,80.0,54.0,1,right,MISS C. Sexton 9' pullup Shot,[1629012],1610612766.0,CHA,pullup,,,Sexton,C. Sexton,,,,,,Mid-Range,8-16 Right,9.64,Missed,,,,,,,,,,,,,,,,,
233,PT07M06.00S,2026-01-11T03:17:36.3Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612766,24,58,2026-01-11T03:17:37Z,2300000,False,,,0,,C. Sexton REBOUND (Off:1 Def:2),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,Mid-Range,8-16 Right,,,,,,,232.0,3.0,2.0,1.0,,,,,,,,,
234,PT07M03.00S,2026-01-11T03:17:39.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,80.1084099868594,7.107843137254902,1610612766,24,61,2026-01-11T03:17:43Z,2310000,False,-214.0,134.0,1,right,C. Sexton 25' 3PT  (7 PTS) (M. Bridges 3 AST),"[1629012, 1628970]",1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,Above the Break 3,24+ Left Center,25.32,Made,7.0,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,
236,PT06M36.00S,2026-01-11T03:18:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,6.783837056504599,58.82352941176471,1610612762,26,61,2026-01-11T03:18:11Z,2330000,False,-44.0,11.0,1,left,K. George driving finger roll Layup (4 PTS),[1641718],1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,4.0,,,,,,,,,,,,,,,,
237,PT06M15.00S,2026-01-11T03:18:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.85479632063075,53.67647058823529,1610612766,26,63,2026-01-11T03:18:29Z,2340000,False,18.0,15.0,1,right,M. Bridges driving Layup (8 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,2.36,Made,8.0,,,,,,,,,,,,,,,,
238,PT05M58.00S,2026-01-11T03:18:46.0Z,2,REGULAR,turnover,traveling,[],1641718,,,1610612762,26,63,2026-01-11T03:19:10Z,2350000,False,,,0,,K. George traveling TURNOVER (3 TO),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,1627526.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,3.0,,,,,,
239,PT05M58.00S,2026-01-11T03:18:48.4Z,2,REGULAR,substitution,out,[],201567,,,1610612766,26,63,2026-01-11T03:19:00Z,2360000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M58.00S,2026-01-11T03:18:48.4Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,26,63,2026-01-11T03:19:00Z,2370000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M58.00S,2026-01-11T03:18:48.4Z,2,REGULAR,substitution,out,[],1642851,,,1610612766,26,63,2026-01-11T03:19:00Z,2380000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M58.00S,2026-01-11T03:18:48.4Z,2,REGULAR,substitution,out,[],1629012,,,1610612766,26,63,2026-01-11T03:19:00Z,2390000,False,,,0,,SUB out: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M58.00S,2026-01-11T03:18:48.4Z,2,REGULAR,substitution,in,[],1642271,,,1610612766,26,63,2026-01-11T03:19:00Z,2400000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M58.00S,2026-01-11T03:18:48.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612766,26,63,2026-01-11T03:19:00Z,2410000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
