actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
167,PT10M39.00S,2023-01-11T04:12:33.1Z,2,REGULAR,rebound,offensive,[],201580,,,1610612742,33,29,2023-01-11T04:12:35Z,1660000,False,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,166.0,,,,,1.0,0.0,1.0,,,,,,,,,
168,PT10M39.00S,2023-01-11T04:12:32.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201580,5.590000152587891,50.0,1610612742,33,31,2023-01-11T04:12:55Z,1670000,False,0.0,0.0,1,left,J. McGee tip DUNK (2 PTS),[201580],1610612742.0,DAL,tip,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
169,PT10M37.00S,2023-01-11T04:12:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202322,93.2161629434954,51.22549019607843,1610612746,35,31,2023-01-11T04:12:45Z,1680000,False,6.0,11.0,1,right,J. Wall driving Layup (2 PTS),[202322],1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,1.28,Made,2.0,,,,,,,,,,,,,,,,,
170,PT10M25.00S,2023-01-11T04:12:53.9Z,2,REGULAR,foul,personal,['2freethrow'],203496,,,1610612742,35,31,2023-01-11T04:13:18Z,1690000,False,,,0,,R. Covington shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[203496, 203915]",1610612746.0,LAC,shooting,,,Covington,R. Covington,,,,,Mid-Range,8-16 Left,,,,,1662.0,,,,,,,,,,1.0,0.0,Dinwiddie,203915.0,,
172,PT10M25.00S,2023-01-11T04:13:30.9Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,35,32,2023-01-11T04:13:30Z,1710000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (6 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
173,PT10M25.00S,2023-01-11T04:13:46.4Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,35,33,2023-01-11T04:13:46Z,1720000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (7 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
174,PT10M14.00S,2023-01-11T04:13:57.4Z,2,REGULAR,2pt,Jump Shot,[],202322,87.69710906701708,76.22549019607843,1610612746,35,33,2023-01-11T04:15:12Z,1730000,False,131.0,63.0,1,right,MISS J. Wall 14' pullup Shot,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,8-16 Right,14.55,Missed,,,,,,,,,,,,,,,,,,
175,PT10M11.00S,2023-01-11T04:14:00.4Z,2,REGULAR,rebound,defensive,[],1630702,,,1610612742,35,33,2023-01-11T04:14:03Z,1740000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Right,,,,174.0,,,,,1.0,1.0,0.0,,,,,,,,,
176,PT10M06.00S,2023-01-11T04:14:05.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630702,9.379106438896187,55.3921568627451,1610612742,35,33,2023-01-11T04:14:18Z,1750000,False,-27.0,36.0,1,left,MISS J. Hardy running Layup - blocked,"[1630702, 203496]",1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,4.48,Missed,,,,,,,,,,,,,,,,,Covington,203496.0
177,PT10M06.00S,2023-01-11T04:14:05.3Z,2,REGULAR,block,,[],203496,,,1610612742,35,33,2023-01-11T04:14:08Z,1760000,False,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT10M06.00S,2023-01-11T04:14:05.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,35,33,2023-01-11T04:14:18Z,1770000,False,,,0,,R. Covington REBOUND (Off:2 Def:2),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,In The Paint (Non-RA),0-8 Center,,,,176.0,,,,,4.0,2.0,2.0,,,,,,,,,
180,PT09M50.00S,2023-01-11T04:14:31.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,91.77069645203679,47.30392156862745,1610612746,35,33,2023-01-11T04:14:44Z,1790000,False,-13.0,25.0,1,right,MISS M. Brown DUNK - blocked,"[1629650, 201580]",1610612746.0,LAC,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,McGee,201580.0
181,PT09M50.00S,2023-01-11T04:14:31.9Z,2,REGULAR,block,,[],201580,,,1610612746,35,33,2023-01-11T04:14:33Z,1800000,False,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
182,PT09M48.00S,2023-01-11T04:14:33.9Z,2,REGULAR,rebound,offensive,[],1629650,,,1610612746,35,33,2023-01-11T04:14:44Z,1810000,False,,,0,,M. Brown REBOUND (Off:1 Def:0),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,180.0,,,,,1.0,0.0,1.0,,,,,,,,,
183,PT09M46.00S,2023-01-11T04:14:35.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629650,91.11366622864652,52.69607843137255,1610612746,35,33,2023-01-11T04:14:47Z,1820000,False,13.0,31.0,1,right,MISS M. Brown putback Layup,[1629650],1610612746.0,LAC,putback,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
184,PT09M44.00S,2023-01-11T04:14:37.5Z,2,REGULAR,rebound,defensive,[],201580,,,1610612742,35,33,2023-01-11T04:14:37Z,1830000,False,,,0,,J. McGee REBOUND (Off:1 Def:1),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,183.0,,,,,2.0,1.0,1.0,,,,,,,,,
185,PT09M40.00S,2023-01-11T04:14:41.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202722,5.699737187910642,4.901960784313729,1610612742,35,33,2023-01-11T04:14:52Z,1840000,False,225.0,1.0,1,left,MISS D. Bertans running 3PT,[202722],1610612742.0,DAL,running,,,Bertans,D. Bertans,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
186,PT09M38.00S,2023-01-11T04:14:43.5Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612746,35,33,2023-01-11T04:14:52Z,1850000,False,,,0,,M. Brown REBOUND (Off:1 Def:1),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Right Corner 3,24+ Right,,,,185.0,,,,,2.0,1.0,1.0,,,,,,,,,
187,PT09M30.00S,2023-01-11T04:14:52.6Z,2,REGULAR,foul,personal,['3freethrow'],202722,,,1610612746,35,33,2023-01-11T04:15:00Z,1860000,False,,,0,,D. Bertans shooting personal FOUL (1 PF) (Covington 3 FT),"[202722, 203496]",1610612742.0,DAL,shooting,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,,,,,1628951.0,,,,,,,,,,1.0,0.0,Covington,203496.0,,
189,PT09M30.00S,2023-01-11T04:15:20.8Z,2,REGULAR,freethrow,1 of 3,[],203496,,,1610612746,35,33,2023-01-11T04:15:56Z,1880000,False,,,0,,MISS R. Covington Free Throw 1 of 3,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT09M30.00S,2023-01-11T04:15:20.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,35,33,2023-01-11T04:15:56Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,
191,PT09M30.00S,2023-01-11T04:15:20.8Z,2,REGULAR,freethrow,2 of 3,[],203496,,,1610612746,35,33,2023-01-11T04:15:56Z,1900000,False,,,0,,MISS R. Covington Free Throw 2 of 3,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT09M30.00S,2023-01-11T04:15:20.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,35,33,2023-01-11T04:15:56Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,
193,PT09M30.00S,2023-01-11T04:15:20.8Z,2,REGULAR,freethrow,3 of 3,[],203496,,,1610612746,35,33,2023-01-11T04:15:56Z,1920000,False,,,0,,MISS R. Covington Free Throw 3 of 3,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
194,PT09M29.00S,2023-01-11T04:15:21.8Z,2,REGULAR,rebound,offensive,[],1629650,,,1610612746,35,33,2023-01-11T04:15:56Z,1930000,False,,,0,,M. Brown REBOUND (Off:2 Def:1),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,193.0,,,,,3.0,1.0,2.0,,,,,,,,,
195,PT09M29.00S,2023-01-11T04:15:55.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629650,92.95335085413929,49.754901960784316,1610612746,37,33,2023-01-11T04:15:59Z,1940000,False,-1.0,14.0,1,right,M. Brown putback Layup (2 PTS),[1629650],1610612746.0,LAC,putback,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,,,,,,,,,,,,,,,,,
196,PT09M29.00S,2023-01-11T04:15:57.5Z,2,REGULAR,foul,personal,['1freethrow'],201580,,,1610612746,37,33,2023-01-11T04:16:02Z,1950000,False,,,0,,J. McGee shooting personal FOUL (1 PF) (Brown 1 FT),"[201580, 1629650]",1610612742.0,DAL,shooting,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,1.0,0.0,Brown,1629650.0,,
198,PT09M29.00S,2023-01-11T04:16:18.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629650,,,1610612746,37,33,2023-01-11T04:16:20Z,1970000,False,,,0,,MISS M. Brown Free Throw 1 of 1,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
199,PT09M27.00S,2023-01-11T04:16:20.2Z,2,REGULAR,rebound,defensive,[],201580,,,1610612742,37,33,2023-01-11T04:16:20Z,1980000,False,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,198.0,,,,,3.0,2.0,1.0,,,,,,,,,
200,PT09M13.00S,2023-01-11T04:16:32.4Z,2,REGULAR,3pt,Jump Shot,[],203493,10.167542706964511,96.32352941176471,1610612742,37,33,2023-01-11T04:16:37Z,1990000,False,-232.0,43.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,23.56,Missed,,,,,,,,,,,,,,,,,,
201,PT09M10.00S,2023-01-11T04:16:35.4Z,2,REGULAR,rebound,defensive,[],202322,,,1610612746,37,33,2023-01-11T04:16:37Z,2000000,False,,,0,,J. Wall REBOUND (Off:0 Def:1),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Left Corner 3,24+ Left,,,,200.0,,,,,1.0,1.0,0.0,,,,,,,,,
202,PT09M04.00S,2023-01-11T04:16:41.6Z,2,REGULAR,3pt,Jump Shot,[],1629611,92.95335085413929,95.83333333333333,1610612746,37,33,2023-01-11T04:16:51Z,2010000,False,229.0,14.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,22.96,Missed,,,,,,,,,,,,,,,,,,
203,PT09M03.00S,2023-01-11T04:16:42.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,37,33,2023-01-11T04:16:51Z,2020000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Right Corner 3,24+ Right,,,,202.0,,,,,,,,,,,,,,,,
204,PT09M03.00S,2023-01-11T04:16:51.6Z,2,REGULAR,foul,personal,[],1629650,,,1610612742,37,33,2023-01-11T04:16:57Z,2030000,False,,,0,,M. Brown loose ball personal FOUL (2 PF),"[1629650, 201580]",1610612746.0,LAC,loose ball,,,Brown,M. Brown,,,,,Right Corner 3,24+ Right,,,,,1628951.0,,,,,,,,,,2.0,0.0,McGee,201580.0,,
206,PT08M49.00S,2023-01-11T04:17:16.7Z,2,REGULAR,turnover,out-of-bounds,[],203915,,,1610612742,37,33,2023-01-11T04:17:24Z,2050000,False,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612742.0,DAL,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,1627962.0,,,,,,,1.0,,,,,,,,
207,PT08M49.00S,2023-01-11T04:17:21.1Z,2,REGULAR,substitution,out,[],201580,,,1610612746,37,33,2023-01-11T04:17:31Z,2060000,False,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M49.00S,2023-01-11T04:17:21.1Z,2,REGULAR,substitution,in,[],1626174,,,1610612746,37,33,2023-01-11T04:17:31Z,2070000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M33.00S,2023-01-11T04:17:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202322,93.34756898817345,55.3921568627451,1610612746,37,33,2023-01-11T04:17:56Z,2080000,False,27.0,10.0,1,right,MISS J. Wall driving Layup - blocked,"[202322, 202722]",1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,Bertans,202722.0
215,PT08M33.00S,2023-01-11T04:17:53.5Z,2,REGULAR,block,,[],202722,,,1610612746,37,33,2023-01-11T04:18:39Z,2085000,False,,,0,,D. Bertans BLOCK (1 BLK),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT08M31.00S,2023-01-11T04:17:55.5Z,2,REGULAR,rebound,offensive,[],203496,,,1610612746,37,33,2023-01-11T04:18:39Z,2090000,False,,,0,,R. Covington REBOUND (Off:3 Def:2),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,209.0,,,,,5.0,2.0,3.0,,,,,,,,,
211,PT08M29.00S,2023-01-11T04:17:57.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626181,79.02431011826545,5.14705882352942,1610612746,40,33,2023-01-11T04:20:10Z,2100000,False,-224.0,145.0,1,right,N. Powell 26' 3PT step back (5 PTS) (R. Covington 2 AST),"[1626181, 203496]",1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.69,Made,5.0,,,R. Covington,203496.0,2.0,,,,,,,,,,,,
213,PT08M11.00S,2023-01-11T04:18:19.3Z,2,REGULAR,foul,personal,[],1629650,,,1610612742,40,33,2023-01-11T04:18:26Z,2120000,False,,,0,,M. Brown personal FOUL (3 PF),"[1629650, 1626174]",1610612746.0,LAC,,,,Brown,M. Brown,,,,,Mid-Range,16-24 Left Center,,,,,1627962.0,,,,,,,,,,3.0,0.0,Wood,1626174.0,,
216,PT08M11.00S,2023-01-11T04:18:30.4Z,2,REGULAR,substitution,out,[],1629650,,,1610612742,40,33,2023-01-11T04:18:45Z,2140000,False,,,0,,SUB out: M. Brown,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M11.00S,2023-01-11T04:18:30.4Z,2,REGULAR,substitution,out,[],203493,,,1610612742,40,33,2023-01-11T04:18:45Z,2150000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M11.00S,2023-01-11T04:18:30.4Z,2,REGULAR,substitution,in,[],201587,,,1610612742,40,33,2023-01-11T04:18:45Z,2160000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M11.00S,2023-01-11T04:18:30.4Z,2,REGULAR,substitution,in,[],1628373,,,1610612742,40,33,2023-01-11T04:18:45Z,2170000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M59.00S,2023-01-11T04:19:03.1Z,2,REGULAR,turnover,lost ball,[],1630702,,,1610612742,40,33,2023-01-11T04:19:08Z,2180000,False,,,0,,J. Hardy lost ball TURNOVER (1 TO),"[1630702, 1626181]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Powell,1626181.0,,,,,,
221,PT07M59.00S,2023-01-11T04:19:03.1Z,2,REGULAR,steal,,[],1626181,,,1610612746,40,33,2023-01-11T04:19:06Z,2190000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT07M48.00S,2023-01-11T04:19:13.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202322,85.72601839684626,48.529411764705884,1610612746,40,33,2023-01-11T04:19:18Z,2200000,False,-7.0,82.0,1,right,MISS J. Wall 8' floating Shot,[202322],1610612746.0,LAC,floating,,,Wall,J. Wall,,,,,In The Paint (Non-RA),8-16 Center,8.2,Missed,,,,,,,,,,,,,,,,,,
223,PT07M44.00S,2023-01-11T04:19:17.9Z,2,REGULAR,rebound,offensive,[],203496,,,1610612746,40,33,2023-01-11T04:19:18Z,2210000,False,,,0,,R. Covington REBOUND (Off:4 Def:2),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,In The Paint (Non-RA),8-16 Center,,,,222.0,,,,,6.0,2.0,4.0,,,,,,,,,
224,PT07M44.00S,2023-01-11T04:19:18.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203496,92.16491458607096,48.774509803921575,1610612746,42,33,2023-01-11T04:21:21Z,2220000,False,-6.0,21.0,1,right,R. Covington putback Layup (4 PTS),[203496],1610612746.0,LAC,putback,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,2.2,Made,4.0,,,,,,,,,,,,,,,,,
225,PT07M44.00S,2023-01-11T04:19:24.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,42,33,2023-01-11T04:19:24Z,2230000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M44.00S,2023-01-11T04:21:40.2Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,42,33,2023-01-11T04:22:18Z,2240000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M44.00S,2023-01-11T04:21:40.2Z,2,REGULAR,substitution,out,[],202722,,,1610612742,42,33,2023-01-11T04:22:18Z,2250000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M44.00S,2023-01-11T04:21:40.2Z,2,REGULAR,substitution,in,[],203501,,,1610612742,42,33,2023-01-11T04:22:18Z,2260000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M44.00S,2023-01-11T04:21:40.2Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,42,33,2023-01-11T04:22:18Z,2270000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M33.00S,2023-01-11T04:22:26.1Z,2,REGULAR,turnover,traveling,[],1626174,,,1610612742,42,33,2023-01-11T04:22:36Z,2280000,False,,,0,,C. Wood traveling TURNOVER (1 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,,,1627962.0,,,,,,,1.0,,,,,,,,
231,PT07M20.00S,2023-01-11T04:22:50.4Z,2,REGULAR,turnover,bad pass,[],202322,,,1610612746,42,33,2023-01-11T04:22:54Z,2290000,False,,,0,,J. Wall bad pass TURNOVER (1 TO),"[202322, 1629029]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Doncic,1629029.0,,,,,,
232,PT07M20.00S,2023-01-11T04:22:50.4Z,2,REGULAR,steal,,[],1629029,,,1610612742,42,33,2023-01-11T04:22:52Z,2300000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
233,PT07M14.00S,2023-01-11T04:22:55.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203501,5.305519053876466,5.14705882352942,1610612742,42,36,2023-01-11T04:23:03Z,2310000,False,224.0,-3.0,1,left,T. Hardaway Jr. 3PT running (9 PTS) (L. Doncic 2 AST),"[203501, 1629029]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,22.43,Made,9.0,,,L. Doncic,1629029.0,2.0,,,,,,,,,,,,
235,PT06M57.00S,2023-01-11T04:23:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202322,92.42772667542707,47.30392156862745,1610612746,44,36,2023-01-11T04:23:18Z,2330000,False,-13.0,19.0,1,right,J. Wall driving finger roll Layup (4 PTS),[202322],1610612746.0,LAC,driving finger roll,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,2.31,Made,4.0,,,,,,,,,,,,,,,,,
236,PT06M45.00S,2023-01-11T04:23:31.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612742,44,36,2023-01-11T04:23:36Z,2340000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629611, 1629029]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,1628951.0,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,
238,PT06M45.00S,2023-01-11T04:23:58.9Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,44,36,2023-01-11T04:23:58Z,2360000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT06M45.00S,2023-01-11T04:23:58.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,44,36,2023-01-11T04:23:58Z,2370000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,
240,PT06M45.00S,2023-01-11T04:24:07.7Z,2,REGULAR,foul,technical,"['team', 'inpenalty', '1freethrow']",0,,,1610612742,44,36,2023-01-11T04:24:30Z,2380000,False,,,0,,TEAM foul technical,[],1610612746.0,LAC,bench,,,,,,,,,,,,,,,1628951.0,,,,,,,,,,,,,,,
241,PT06M45.00S,2023-01-11T04:24:24.2Z,2,REGULAR,substitution,out,[],203496,,,1610612742,44,36,2023-01-11T04:24:29Z,2390000,False,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M45.00S,2023-01-11T04:24:24.2Z,2,REGULAR,substitution,in,[],202695,,,1610612742,44,36,2023-01-11T04:24:29Z,2400000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M45.00S,2023-01-11T04:24:45.6Z,2,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,44,37,2023-01-11T04:24:45Z,2410000,False,,,0,,L. Doncic technical Free Throw 1 of 1 (9 PTS),[1629029],1610612742.0,DAL,technical,,,Doncic,L. Doncic,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
244,PT06M45.00S,2023-01-11T04:23:58.9Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,44,37,2023-01-11T04:25:19Z,2420000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
245,PT06M42.00S,2023-01-11T04:24:01.9Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,44,37,2023-01-11T04:25:19Z,2430000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,244.0,,,,,1.0,1.0,0.0,,,,,,,,,
246,PT06M29.00S,2023-01-11T04:25:34.1Z,2,REGULAR,foul,personal,['2freethrow'],1628373,,,1610612746,44,37,2023-01-11T04:25:39Z,2440000,False,,,0,,F. Ntilikina shooting personal FOUL (1 PF) (Leonard 2 FT),"[1628373, 202695]",1610612742.0,DAL,shooting,,,Ntilikina,F. Ntilikina,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,1.0,0.0,Leonard,202695.0,,
248,PT06M29.00S,2023-01-11T04:26:01.8Z,2,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,45,37,2023-01-11T04:26:01Z,2460000,False,,,0,,K. Leonard Free Throw 1 of 2 (12 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
249,PT06M29.00S,2023-01-11T04:26:20.5Z,2,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,46,37,2023-01-11T04:26:20Z,2470000,False,,,0,,K. Leonard Free Throw 2 of 2 (13 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
