actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
422,PT04M35.00S,2023-01-11T05:13:07.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.74178712220763,47.549019607843135,1610612742,81,64,2023-01-11T05:13:12Z,4180000,False,-12.0,6.0,1,right,L. Doncic driving Layup (20 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.38,Made,20.0,,,,,,,,,,,,,,,,,
423,PT04M09.00S,2023-01-11T05:13:33.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203496,7.408015768725363,47.30392156862745,1610612746,83,64,2023-01-11T05:13:36Z,4190000,False,13.0,17.0,1,left,R. Covington cutting Layup (9 PTS) (M. Morris Sr. 3 AST),"[203496, 202694]",1610612746.0,LAC,cutting,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,2.18,Made,9.0,,,M. Morris Sr.,202694.0,3.0,,,,,,,,,,,,
425,PT03M57.00S,2023-01-11T05:13:47.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201587,,,1610612742,83,64,2023-01-11T05:13:51Z,4210000,False,,,0,,N. Batum personal FOUL (2 PF) (Doncic 2 FT),"[201587, 1629029]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,1627962.0,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,
427,PT03M57.00S,2023-01-11T05:14:14.2Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,83,65,2023-01-11T05:14:43Z,4230000,False,,,0,,L. Doncic Free Throw 1 of 2 (21 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
428,PT03M57.00S,2023-01-11T05:14:14.9Z,3,REGULAR,substitution,out,[],202722,,,1610612742,83,65,2023-01-11T05:14:19Z,4240000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M57.00S,2023-01-11T05:14:14.9Z,3,REGULAR,substitution,in,[],1630702,,,1610612742,83,65,2023-01-11T05:14:19Z,4250000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M57.00S,2023-01-11T05:14:14.2Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,83,65,2023-01-11T05:14:43Z,4260000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
431,PT03M54.00S,2023-01-11T05:14:17.2Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,83,65,2023-01-11T05:14:43Z,4270000,False,,,0,,N. Batum REBOUND (Off:2 Def:4),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,430.0,,,,,6.0,4.0,2.0,,,,,,,,,
432,PT03M47.00S,2023-01-11T05:14:52.7Z,3,REGULAR,turnover,traveling,[],1626181,,,1610612746,83,65,2023-01-11T05:15:01Z,4280000,False,,,0,,N. Powell traveling TURNOVER (1 TO),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,1628951.0,,,,,,,1.0,,,,,,,,
433,PT03M36.00S,2023-01-11T05:15:12.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203915,69.4316688567674,20.588235294117652,1610612742,83,68,2023-01-11T05:15:17Z,4290000,False,-147.0,235.0,1,right,S. Dinwiddie 27' 3PT  (13 PTS) (L. Doncic 6 AST),"[203915, 1629029]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,27.71,Made,13.0,,,L. Doncic,1629029.0,6.0,,,,,,,,,,,,
435,PT03M28.00S,2023-01-11T05:15:24.9Z,3,REGULAR,turnover,traveling,[],202695,,,1610612746,83,68,2023-01-11T05:15:31Z,4310000,False,,,0,,K. Leonard traveling TURNOVER (2 TO),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,1628951.0,,,,,,,2.0,,,,,,,,
436,PT03M28.00S,2023-01-11T05:15:33.1Z,3,REGULAR,substitution,out,[],201587,,,1610612742,83,68,2023-01-11T05:15:36Z,4320000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M28.00S,2023-01-11T05:15:33.1Z,3,REGULAR,substitution,in,[],202322,,,1610612742,83,68,2023-01-11T05:15:36Z,4330000,False,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M17.00S,2023-01-11T05:15:58.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202322,,,1610612742,83,68,2023-01-11T05:16:06Z,4340000,False,,,0,,J. Wall shooting personal FOUL (2 PF) (Wood 2 FT),"[202322, 1626174]",1610612746.0,LAC,shooting,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,2.0,0.0,Wood,1626174.0,,
440,PT03M17.00S,2023-01-11T05:16:20.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626174,,,1610612742,83,69,2023-01-11T05:16:20Z,4360000,False,,,0,,C. Wood Free Throw 1 of 2 (11 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
441,PT03M17.00S,2023-01-11T05:16:38.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626174,,,1610612742,83,70,2023-01-11T05:16:38Z,4370000,False,,,0,,C. Wood Free Throw 2 of 2 (12 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
442,PT03M02.00S,2023-01-11T05:16:56.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626181,7.276609724047319,53.67647058823529,1610612746,85,70,2023-01-11T05:17:02Z,4380000,False,-18.0,16.0,1,left,N. Powell driving DUNK (20 PTS) (J. Wall 2 AST),"[1626181, 202322]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.43,Made,20.0,,,J. Wall,202322.0,2.0,,,,,,,,,,,,
444,PT02M45.00S,2023-01-11T05:17:17.7Z,3,REGULAR,turnover,3-second-violation,[],1626174,,,1610612742,85,70,2023-01-11T05:17:28Z,4400000,False,,,0,,C. Wood 3-second-violation TURNOVER (3 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,1662.0,,,,,,,3.0,,,,,,,,
445,PT02M45.00S,2023-01-11T05:17:27.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,85,70,2023-01-11T05:17:27Z,4410000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M45.00S,2023-01-11T05:20:04.8Z,3,REGULAR,substitution,out,[],203915,,,1610612746,85,70,2023-01-11T05:20:23Z,4420000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M45.00S,2023-01-11T05:20:04.8Z,3,REGULAR,substitution,out,[],1626174,,,1610612746,85,70,2023-01-11T05:20:23Z,4430000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M45.00S,2023-01-11T05:20:04.8Z,3,REGULAR,substitution,in,[],203493,,,1610612746,85,70,2023-01-11T05:20:23Z,4440000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M45.00S,2023-01-11T05:20:04.8Z,3,REGULAR,substitution,in,[],1628373,,,1610612746,85,70,2023-01-11T05:20:23Z,4450000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M29.00S,2023-01-11T05:20:33.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202694,33.163600525624176,51.96078431372549,1610612746,85,70,2023-01-11T05:20:38Z,4460000,False,-10.0,259.0,1,left,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,25.94,Missed,,,,,,,,,,,,,,,,,,
451,PT02M26.00S,2023-01-11T05:20:36.0Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,85,70,2023-01-11T05:20:38Z,4470000,False,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,450.0,,,,,6.0,6.0,0.0,,,,,,,,,
452,PT02M13.00S,2023-01-11T05:20:49.6Z,3,REGULAR,3pt,Jump Shot,[],1630702,93.2161629434954,5.14705882352942,1610612742,85,70,2023-01-11T05:20:57Z,4480000,False,-224.0,11.0,1,right,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,22.46,Missed,,,,,,,,,,,,,,,,,,
453,PT02M08.00S,2023-01-11T05:20:54.6Z,3,REGULAR,rebound,defensive,[],203496,,,1610612746,85,70,2023-01-11T05:20:57Z,4490000,False,,,0,,R. Covington REBOUND (Off:4 Def:3),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Left Corner 3,24+ Left,,,,452.0,,,,,7.0,3.0,4.0,,,,,,,,,
454,PT01M57.00S,2023-01-11T05:21:05.1Z,3,REGULAR,3pt,Jump Shot,[],202322,25.54204993429697,83.57843137254902,1610612746,85,70,2023-01-11T05:21:10Z,4500000,False,-168.0,188.0,1,left,MISS J. Wall 25' 3PT,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
455,PT01M54.00S,2023-01-11T05:21:08.1Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,85,70,2023-01-11T05:21:10Z,4510000,False,,,0,,L. Doncic REBOUND (Off:0 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,454.0,,,,,7.0,7.0,0.0,,,,,,,,,
456,PT01M39.00S,2023-01-11T05:21:23.6Z,3,REGULAR,3pt,Jump Shot,[],203493,70.08869908015768,29.65686274509804,1610612742,85,73,2023-01-11T05:21:29Z,4520000,False,-102.0,229.0,1,right,R. Bullock 25' 3PT  (3 PTS) (F. Ntilikina 1 AST),"[203493, 1628373]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,25.03,Made,3.0,,,F. Ntilikina,1628373.0,1.0,,,,,,,,,,,,
458,PT01M16.00S,2023-01-11T05:21:45.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,14.635348226018394,62.5,1610612746,85,73,2023-01-11T05:21:51Z,4540000,False,-62.0,85.0,1,left,MISS M. Morris Sr. 10' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Left,10.56,Missed,,,,,,,,,,,,,,,,,,
459,PT01M14.00S,2023-01-11T05:21:47.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,85,73,2023-01-11T05:21:51Z,4550000,False,,,0,,L. Doncic REBOUND (Off:0 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Left,,,,458.0,,,,,8.0,8.0,0.0,,,,,,,,,
460,PT01M01.00S,2023-01-11T05:22:02.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,86.12023653088042,51.96078431372549,1610612742,85,75,2023-01-11T05:22:16Z,4560000,False,10.0,78.0,1,right,L. Doncic 7' fadeaway Jump Shot (23 PTS),[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,23.0,,,,,,,,,,,,,,,,,
461,PT00M47.10S,2023-01-11T05:22:18.5Z,3,REGULAR,2pt,Jump Shot,[],1626181,7.933639947437584,84.80392156862746,1610612746,85,75,2023-01-11T05:24:03Z,4570000,False,-174.0,22.0,1,left,MISS N. Powell 17' step back Shot,[1626181],1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left,17.54,Missed,,,,,,,,,,,,,,,,,,
462,PT00M45.20S,2023-01-11T05:22:20.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,85,75,2023-01-11T05:22:23Z,4580000,False,,,0,,L. Doncic REBOUND (Off:0 Def:9),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left,,,,461.0,,,,,9.0,9.0,0.0,,,,,,,,,
463,PT00M35.40S,2023-01-11T05:22:31.0Z,3,REGULAR,3pt,Jump Shot,[],1629029,66.40932982917215,61.27450980392157,1610612742,85,75,2023-01-11T05:22:35Z,4590000,False,56.0,263.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,26.93,Missed,,,,,,,,,,,,,,,,,,
464,PT00M33.10S,2023-01-11T05:22:33.3Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612746,85,75,2023-01-11T05:22:35Z,4600000,False,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,463.0,,,,,3.0,3.0,0.0,,,,,,,,,
465,PT00M27.70S,2023-01-11T05:22:38.7Z,3,REGULAR,3pt,Jump Shot,[],202695,33.163600525624176,59.068627450980394,1610612746,88,75,2023-01-11T05:22:43Z,4610000,False,-45.0,259.0,1,left,K. Leonard 26' 3PT  (27 PTS) (J. Wall 3 AST),"[202695, 202322]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,26.31,Made,27.0,,,J. Wall,202322.0,3.0,,,,,,,,,,,,
467,PT00M04.50S,2023-01-11T05:23:05.5Z,3,REGULAR,3pt,Jump Shot,[],203493,95.58147174770039,4.166666666666657,1610612742,88,78,2023-01-11T05:23:09Z,4630000,False,-229.0,-11.0,1,right,R. Bullock 3PT  (6 PTS) (L. Doncic 7 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,22.95,Made,6.0,,,L. Doncic,1629029.0,7.0,,,,,,,,,,,,
469,PT00M00.30S,2023-01-11T05:23:17.4Z,3,REGULAR,3pt,Jump Shot,[],202694,32.50657030223391,88.48039215686275,1610612746,88,78,2023-01-11T05:23:32Z,4650000,False,-192.0,253.0,1,left,MISS M. Morris Sr. 31' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,31.79,Missed,,,,,,,,,,,,,,,,,,
470,PT00M00.10S,2023-01-11T05:23:17.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,88,78,2023-01-11T05:23:32Z,4660000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,469.0,,,,,,,,,,,,,,,,
471,PT00M00.00S,2023-01-11T05:23:21.2Z,3,REGULAR,period,end,[],0,,,1610612746,88,78,2023-01-11T05:23:21Z,4670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2023-01-11T05:25:44.4Z,4,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,88,78,2023-01-11T05:26:08Z,4680000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2023-01-11T05:25:44.4Z,4,REGULAR,substitution,out,['startperiod'],202694,,,1610612746,88,78,2023-01-11T05:26:08Z,4690000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2023-01-11T05:25:44.4Z,4,REGULAR,substitution,out,['startperiod'],1630702,,,1610612746,88,78,2023-01-11T05:26:08Z,4700000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2023-01-11T05:25:44.4Z,4,REGULAR,substitution,out,['startperiod'],1628373,,,1610612746,88,78,2023-01-11T05:26:08Z,4710000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2023-01-11T05:25:44.4Z,4,REGULAR,substitution,in,['startperiod'],1627826,,,1610612746,88,78,2023-01-11T05:26:08Z,4720000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2023-01-11T05:25:44.4Z,4,REGULAR,substitution,in,['startperiod'],1629611,,,1610612746,88,78,2023-01-11T05:26:08Z,4730000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2023-01-11T05:25:44.4Z,4,REGULAR,substitution,in,['startperiod'],203915,,,1610612746,88,78,2023-01-11T05:26:08Z,4740000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2023-01-11T05:25:44.4Z,4,REGULAR,substitution,in,['startperiod'],202722,,,1610612746,88,78,2023-01-11T05:26:08Z,4750000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2023-01-11T05:26:09.6Z,4,REGULAR,period,start,[],0,,,1610612746,88,78,2023-01-11T05:26:09Z,4760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT11M49.00S,2023-01-11T05:26:20.5Z,4,REGULAR,2pt,Jump Shot,[],202322,26.856110381077528,40.931372549019606,1610612746,88,78,2023-01-11T05:26:27Z,4770000,False,45.0,200.0,1,left,MISS J. Wall 20' Jump Shot,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,20.5,Missed,,,,,,,,,,,,,,,,,,
482,PT11M46.00S,2023-01-11T05:26:23.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,88,78,2023-01-11T05:26:27Z,4780000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,16-24 Center,,,,481.0,,,,,,,,,,,,,,,,
484,PT11M42.00S,2023-01-11T05:26:45.0Z,4,REGULAR,turnover,traveling,[],203496,,,1610612746,88,78,2023-01-11T05:26:49Z,4800000,False,,,0,,R. Covington traveling TURNOVER (1 TO),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,,,,,1627962.0,,,,,,,1.0,,,,,,,,
485,PT11M28.00S,2023-01-11T05:27:05.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203493,91.77069645203679,79.65686274509804,1610612742,88,78,2023-01-11T05:27:09Z,4810000,False,148.0,25.0,1,right,MISS R. Bullock 15' Jump Shot,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Mid-Range,8-16 Right,15.04,Missed,,,,,,,,,,,,,,,,,,
486,PT11M25.00S,2023-01-11T05:27:08.0Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,88,78,2023-01-11T05:27:09Z,4820000,False,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,,,,485.0,,,,,5.0,3.0,2.0,,,,,,,,,
487,PT11M10.00S,2023-01-11T05:27:22.6Z,4,REGULAR,3pt,Jump Shot,[],1629611,23.176741130091983,11.274509803921575,1610612746,91,78,2023-01-11T05:27:27Z,4830000,False,194.0,165.0,1,left,T. Mann 25' 3PT  (5 PTS) (I. Zubac 2 AST),"[1629611, 1627826]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,25.46,Made,5.0,,,I. Zubac,1627826.0,2.0,,,,,,,,,,,,
489,PT10M47.00S,2023-01-11T05:27:45.2Z,4,REGULAR,3pt,Jump Shot,[],203493,79.68134034165571,90.93137254901961,1610612742,91,78,2023-01-11T05:27:50Z,4850000,False,205.0,138.0,1,right,MISS R. Bullock 24' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
490,PT10M45.00S,2023-01-11T05:27:47.2Z,4,REGULAR,rebound,defensive,[],202322,,,1610612746,91,78,2023-01-11T05:27:50Z,4860000,False,,,0,,J. Wall REBOUND (Off:0 Def:2),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,,,,489.0,,,,,2.0,2.0,0.0,,,,,,,,,
491,PT10M39.00S,2023-01-11T05:27:53.4Z,4,REGULAR,3pt,Jump Shot,[],203496,30.798291721419176,83.08823529411765,1610612746,91,78,2023-01-11T05:28:02Z,4870000,False,-165.0,237.0,1,left,MISS R. Covington 28' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,28.9,Missed,,,,,,,,,,,,,,,,,,
492,PT10M37.00S,2023-01-11T05:27:55.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,91,78,2023-01-11T05:28:02Z,4880000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,491.0,,,,,,,,,,,,,,,,
494,PT10M27.00S,2023-01-11T05:28:13.6Z,4,REGULAR,3pt,Jump Shot,[],202722,72.58541392904074,79.16666666666666,1610612742,91,78,2023-01-11T05:28:18Z,4900000,False,146.0,205.0,1,right,MISS D. Bertans 25' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
495,PT10M24.00S,2023-01-11T05:28:16.6Z,4,REGULAR,rebound,defensive,[],202322,,,1610612746,91,78,2023-01-11T05:28:18Z,4910000,False,,,0,,J. Wall REBOUND (Off:0 Def:3),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,,,,494.0,,,,,3.0,3.0,0.0,,,,,,,,,
496,PT10M21.00S,2023-01-11T05:28:20.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202322,8.853482260183966,51.22549019607843,1610612746,91,78,2023-01-11T05:28:29Z,4920000,False,-6.0,31.0,1,left,MISS J. Wall running finger roll Layup,[202322],1610612746.0,LAC,running finger roll,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
497,PT10M18.00S,2023-01-11T05:28:23.4Z,4,REGULAR,rebound,defensive,[],203915,,,1610612742,91,78,2023-01-11T05:28:29Z,4930000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,496.0,,,,,2.0,2.0,0.0,,,,,,,,,
498,PT10M15.00S,2023-01-11T05:28:25.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203493,81.25821287779237,93.13725490196079,1610612742,91,78,2023-01-11T05:28:41Z,4940000,False,216.0,124.0,1,right,MISS R. Bullock 24' running pullup 3PT,[203493],1610612742.0,DAL,running pullup,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
499,PT10M15.00S,2023-01-11T05:28:25.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,91,78,2023-01-11T05:28:41Z,4950000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,498.0,,,,,,,,,,,,,,,,
501,PT10M03.00S,2023-01-11T05:28:50.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202722,66.40932982917215,42.892156862745104,1610612742,91,78,2023-01-11T05:28:55Z,4970000,False,-36.0,263.0,1,right,MISS D. Bertans 26' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
502,PT09M59.00S,2023-01-11T05:28:54.7Z,4,REGULAR,rebound,defensive,[],1626181,,,1610612746,91,78,2023-01-11T05:28:55Z,4980000,False,,,0,,N. Powell REBOUND (Off:0 Def:4),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,501.0,,,,,4.0,4.0,0.0,,,,,,,,,
503,PT09M38.00S,2023-01-11T05:29:14.8Z,4,REGULAR,3pt,Jump Shot,[],1629611,30.14126149802891,28.67647058823529,1610612746,94,78,2023-01-11T05:30:26Z,4990000,False,107.0,231.0,1,left,T. Mann 25' 3PT step back (8 PTS) (J. Wall 4 AST),"[1629611, 202322]",1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,25.42,Made,8.0,,,J. Wall,202322.0,4.0,,,,,,,,,,,,
507,PT09M23.00S,2023-01-11T05:30:01.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,94,78,2023-01-11T05:34:09Z,5030000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT09M23.00S,2023-01-11T05:33:35.2Z,4,REGULAR,foul,personal,['2freethrow'],202322,,,1610612742,94,78,2023-01-11T05:33:54Z,5050000,False,,,0,,J. Wall shooting personal FOUL (3 PF) (Doncic 2 FT),"[202322, 1629029]",1610612746.0,LAC,shooting,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,,,,,1628951.0,,,,,,,,,,3.0,0.0,Doncic,1629029.0,,
