actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
168,PT10M13.00S,2023-03-06T03:45:50.3Z,2,REGULAR,freethrow,1 of 2,[],201569,,,1610612746,36,33,2023-03-06T03:45:50Z,1660000,False,,,0,,E. Gordon Free Throw 1 of 2 (8 PTS),[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
169,PT10M13.00S,2023-03-06T03:45:51.6Z,2,REGULAR,substitution,out,[],201587,,,1610612746,36,33,2023-03-06T03:45:54Z,1670000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M13.00S,2023-03-06T03:45:51.6Z,2,REGULAR,substitution,in,[],202331,,,1610612746,36,33,2023-03-06T03:45:54Z,1680000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M13.00S,2023-03-06T03:46:12.2Z,2,REGULAR,freethrow,2 of 2,[],201569,,,1610612746,37,33,2023-03-06T03:46:12Z,1690000,False,,,0,,E. Gordon Free Throw 2 of 2 (9 PTS),[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
172,PT09M58.00S,2023-03-06T03:46:28.7Z,2,REGULAR,3pt,Jump Shot,[],1630217,70.3515111695138,75.73529411764706,1610612763,37,33,2023-03-06T03:46:34Z,1700000,False,129.0,226.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,26.03,Missed,,,,,,,,,,,,,,,
173,PT09M55.00S,2023-03-06T03:46:31.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,37,33,2023-03-06T04:17:35Z,1710000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,172.0,,,,,
174,PT09M55.00S,2023-03-06T03:46:43.0Z,2,REGULAR,foul,personal,[],1630583,,,1610612746,37,33,2023-03-06T04:17:28Z,1720000,False,,,0,,S. Aldama loose ball personal FOUL (2 PF),"[1630583, 201566]",1610612763.0,MEM,loose ball,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,202901.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,
176,PT09M43.00S,2023-03-06T03:46:57.8Z,2,REGULAR,2pt,Jump Shot,[],201566,19.760183968462556,29.90196078431373,1610612746,39,33,2023-03-06T03:54:11Z,1740000,False,100.0,133.0,1,left,R. Westbrook 16' pullup Jump Shot (2 PTS),[201566],1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,,16.69,Made,2.0,,,,,,,,,,,,,,
177,PT09M30.00S,2023-03-06T03:47:09.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,87.3850197109067,54.85600490196079,1610612763,39,35,2023-03-06T03:55:41Z,1750000,False,24.0,66.0,1,right,X. Tillman 7' driving floating Jump Shot (6 PTS),[1630214],1610612763.0,MEM,driving floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,7.04,Made,6.0,,,,,,,,,,,,,,
178,PT09M20.00S,2023-03-06T03:47:21.0Z,2,REGULAR,3pt,Jump Shot,[],202331,33.295006570302235,51.71568627450981,1610612746,39,35,2023-03-06T03:47:25Z,1760000,False,-9.0,260.0,1,left,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,26.06,Missed,,,,,,,,,,,,,,,
179,PT09M16.00S,2023-03-06T03:47:25.0Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,39,35,2023-03-06T03:47:25Z,1770000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,178.0,2.0,2.0,0.0,,
180,PT09M10.00S,2023-03-06T03:47:30.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630217,91.06438896189225,55.04365808823529,1610612763,39,35,2023-03-06T03:56:33Z,1780000,False,25.0,31.0,1,right,MISS D. Bane running Layup,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,4.03,Missed,,,,,,,,,,,,,,,
181,PT09M08.00S,2023-03-06T03:47:32.1Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,39,35,2023-03-06T03:47:36Z,1790000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,180.0,2.0,2.0,0.0,,
182,PT09M04.00S,2023-03-06T03:48:00.0Z,2,REGULAR,jumpball,recovered,[],1630583,,,1610612746,39,35,2023-03-06T03:57:34Z,1800000,False,,,0,,Jump Ball Z. Williams vs. T. Mann: Tip to S. Aldama,"[1630583, 1630533, 1629611]",1610612763.0,MEM,heldball,S. Aldama,1630583.0,Aldama,S. Aldama,Williams,1630533.0,Mann,1629611.0,,,,,,,,,,,,,,,,,,,,,,
185,PT09M04.00S,2023-03-06T03:48:00.0Z,2,REGULAR,turnover,lost ball,[],1629611,,,1610612746,39,35,2023-03-06T03:58:12Z,1830000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1630533]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,1.0,Williams,1630533.0,,,,,,,,,,,,,,,,,
186,PT09M04.00S,2023-03-06T03:48:00.0Z,2,REGULAR,steal,,[],1630533,,,1610612763,39,35,2023-03-06T03:48:00Z,1840000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
187,PT08M51.00S,2023-03-06T03:48:09.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630583,91.37647831800263,57.59803921568628,1610612763,39,37,2023-03-06T03:59:14Z,1850000,False,38.0,29.0,1,right,S. Aldama driving finger roll Layup (2 PTS),[1630583],1610612763.0,MEM,driving finger roll,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,4.76,Made,2.0,,,,,,,,,,,,,,
188,PT08M39.00S,2023-03-06T03:48:25.4Z,2,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612746,39,37,2023-03-06T03:48:34Z,1860000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (George 2 FT),"[1630214, 202331]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,1.0,0.0,George,202331.0,,,,,,,,,
190,PT08M39.00S,2023-03-06T03:48:52.3Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,40,37,2023-03-06T03:48:52Z,1880000,False,,,0,,P. George Free Throw 1 of 2 (9 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
191,PT08M39.00S,2023-03-06T03:49:11.2Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,41,37,2023-03-06T03:49:11Z,1890000,False,,,0,,P. George Free Throw 2 of 2 (10 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
192,PT08M22.00S,2023-03-06T03:49:30.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,85.20039421813404,56.61764705882353,1610612763,41,37,2023-03-06T03:49:33Z,1900000,False,33.0,87.0,1,right,MISS X. Tillman 9' floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,9.27,Missed,,,,,,,,,,,,,,,
193,PT08M20.00S,2023-03-06T03:49:32.0Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,41,37,2023-03-06T03:49:33Z,1910000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,192.0,3.0,3.0,0.0,,
194,PT08M17.00S,2023-03-06T03:49:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,11.613009198423129,42.40196078431373,1610612746,43,37,2023-03-06T03:49:47Z,1920000,False,38.0,57.0,1,left,P. George 6' driving floating Jump Shot (12 PTS),[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,6.83,Made,12.0,,,,,,,,,,,,,,
195,PT08M17.00S,2023-03-06T03:49:42.5Z,2,REGULAR,foul,personal,['1freethrow'],1630533,,,1610612746,43,37,2023-03-06T03:49:50Z,1930000,False,,,0,,Z. Williams shooting personal FOUL (2 PF) (George 1 FT),"[1630533, 202331]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,2.0,0.0,George,202331.0,,,,,,,,,
197,PT08M17.00S,2023-03-06T03:49:51.3Z,2,REGULAR,substitution,out,[],1630583,,,1610612746,43,37,2023-03-06T03:49:58Z,1950000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M17.00S,2023-03-06T03:49:51.3Z,2,REGULAR,substitution,in,[],1629723,,,1610612746,43,37,2023-03-06T03:49:58Z,1960000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M17.00S,2023-03-06T03:50:11.8Z,2,REGULAR,freethrow,1 of 1,[],202331,,,1610612746,44,37,2023-03-06T03:50:11Z,1970000,False,,,0,,P. George Free Throw 1 of 1 (13 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
200,PT07M58.00S,2023-03-06T03:50:33.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,82.9664914586071,36.76470588235294,1610612763,44,37,2023-03-06T04:02:20Z,1980000,False,-66.0,108.0,1,right,MISS L. Kennard 12' pullup Shot,[1628379],1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Left,,,,12.63,Missed,,,,,,,,,,,,,,,
201,PT07M56.00S,2023-03-06T03:50:35.5Z,2,REGULAR,rebound,defensive,[],201566,,,1610612746,44,37,2023-03-06T03:50:38Z,1990000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,200.0,2.0,2.0,0.0,,
202,PT07M51.00S,2023-03-06T03:50:39.7Z,2,REGULAR,3pt,Jump Shot,[],202331,34.08344283837057,52.450980392156865,1610612746,44,37,2023-03-06T03:50:45Z,2000000,False,-12.0,268.0,1,left,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,26.82,Missed,,,,,,,,,,,,,,,
203,PT07M46.00S,2023-03-06T03:50:44.7Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,44,37,2023-03-06T03:50:45Z,2010000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,202.0,1.0,1.0,0.0,,
204,PT07M39.00S,2023-03-06T03:50:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.90210249671485,49.26470588235294,1610612763,44,39,2023-03-06T03:50:55Z,2020000,False,-4.0,24.0,1,right,D. Bane driving Layup (10 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,2.39,Made,10.0,,,,,,,,,,,,,,
206,PT07M20.00S,2023-03-06T03:51:23.0Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630533,,,1610612746,44,39,2023-03-06T03:51:35Z,2040000,False,,,0,,Z. Williams shooting personal FOUL (3 PF) (George 3 FT),"[1630533, 202331]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,1193.0,3.0,0.0,George,202331.0,,,,,,,,,
208,PT07M20.00S,2023-03-06T03:51:43.8Z,2,REGULAR,freethrow,1 of 3,[],202331,,,1610612746,45,39,2023-03-06T03:51:43Z,2060000,False,,,0,,P. George Free Throw 1 of 3 (14 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
209,PT07M20.00S,2023-03-06T03:51:43.8Z,2,REGULAR,freethrow,2 of 3,[],202331,,,1610612746,46,39,2023-03-06T03:52:25Z,2070000,False,,,0,,P. George Free Throw 2 of 3 (15 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
210,PT07M20.00S,2023-03-06T03:51:43.8Z,2,REGULAR,freethrow,3 of 3,[],202331,,,1610612746,46,39,2023-03-06T03:52:25Z,2080000,False,,,0,,MISS P. George Free Throw 3 of 3,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
211,PT07M17.00S,2023-03-06T03:51:46.8Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,46,39,2023-03-06T03:52:25Z,2090000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,210.0,2.0,2.0,0.0,,
212,PT07M10.00S,2023-03-06T03:52:33.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,93.61038107752957,46.568627450980394,1610612763,46,41,2023-03-06T04:03:52Z,2100000,False,-17.0,8.0,1,right,X. Tillman cutting Layup (8 PTS) (D. Bane 3 AST),"[1630214, 1630217]",1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,1.88,Made,8.0,,,,,,D. Bane,1630217.0,3.0,,,,,,
214,PT07M10.00S,2023-03-06T03:52:38.6Z,2,REGULAR,foul,personal,['1freethrow'],201566,,,1610612763,46,41,2023-03-06T03:52:45Z,2120000,False,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Tillman 1 FT),"[201566, 1630214]",1610612746.0,LAC,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,2.0,0.0,Tillman,1630214.0,,,,,,,,,
216,PT07M10.00S,2023-03-06T03:52:59.8Z,2,REGULAR,freethrow,1 of 1,[],1630214,,,1610612763,46,42,2023-03-06T03:52:59Z,2140000,False,,,0,,X. Tillman Free Throw 1 of 1 (9 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
217,PT06M54.00S,2023-03-06T03:53:19.6Z,2,REGULAR,3pt,Jump Shot,[],201569,36.0545335085414,26.470588235294116,1610612746,49,42,2023-03-06T03:53:23Z,2150000,False,118.0,286.0,1,left,E. Gordon 30' 3PT  (12 PTS) (P. George 2 AST),"[201569, 202331]",1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,30.96,Made,12.0,,,,,,P. George,202331.0,2.0,,,,,,
219,PT06M44.00S,2023-03-06T03:53:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,92.0335085413929,52.94117647058824,1610612763,49,44,2023-03-06T03:53:33Z,2170000,False,15.0,22.0,1,right,X. Tillman cutting Layup (11 PTS) (J. Konchar 1 AST),"[1630214, 1629723]",1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,2.68,Made,11.0,,,,,,J. Konchar,1629723.0,1.0,,,,,,
222,PT06M28.00S,2023-03-06T03:53:50.6Z,2,REGULAR,turnover,offensive goaltending,[],203486,,,1610612746,49,44,2023-03-06T03:54:00Z,2200000,False,,,0,,M. Plumlee offensive goaltending TURNOVER (1 TO),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.0,,,,,,201639.0,,,,,,,,,,,,,
223,PT06M28.00S,2023-03-06T03:53:59.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,49,44,2023-03-06T03:53:59Z,2210000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M28.00S,2023-03-06T03:56:47.8Z,2,REGULAR,substitution,out,[],1629611,,,1610612763,49,44,2023-03-06T03:57:21Z,2220000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M28.00S,2023-03-06T03:56:47.8Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,49,44,2023-03-06T03:57:21Z,2230000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M28.00S,2023-03-06T03:56:47.8Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,49,44,2023-03-06T03:57:21Z,2240000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M28.00S,2023-03-06T03:56:47.8Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,49,44,2023-03-06T03:57:21Z,2250000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M28.00S,2023-03-06T03:56:47.8Z,2,REGULAR,substitution,in,[],202695,,,1610612763,49,44,2023-03-06T03:57:21Z,2260000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M28.00S,2023-03-06T03:56:47.8Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,49,44,2023-03-06T03:57:21Z,2270000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M28.00S,2023-03-06T03:56:47.8Z,2,REGULAR,substitution,in,[],1631223,,,1610612763,49,44,2023-03-06T03:57:21Z,2280000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M28.00S,2023-03-06T03:56:47.8Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,49,44,2023-03-06T03:57:21Z,2290000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M10.00S,2023-03-06T03:57:35.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631223,90.98226018396846,0.9803921568627345,1610612763,49,44,2023-03-06T03:57:41Z,2300000,False,-245.0,32.0,1,right,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,,,,24.72,Missed,,,,,,,,,,,,,,,
233,PT06M08.00S,2023-03-06T03:57:37.0Z,2,REGULAR,rebound,defensive,[],203486,,,1610612746,49,44,2023-03-06T03:57:41Z,2310000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,232.0,3.0,2.0,1.0,,
234,PT05M52.00S,2023-03-06T03:57:53.0Z,2,REGULAR,2pt,Jump Shot,[],202331,25.410643889618925,28.67647058823529,1610612746,49,44,2023-03-06T03:57:56Z,2320000,False,107.0,186.0,1,left,MISS P. George 21' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,,,21.47,Missed,,,,,,,,,,,,,,,
235,PT05M49.00S,2023-03-06T03:57:56.0Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,49,44,2023-03-06T03:57:56Z,2330000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,234.0,2.0,2.0,0.0,,
236,PT05M39.00S,2023-03-06T03:58:05.7Z,2,REGULAR,3pt,Jump Shot,[],1628379,69.4316688567674,32.1078431372549,1610612763,49,47,2023-03-06T03:58:09Z,2340000,False,-89.0,235.0,1,right,L. Kennard 25' 3PT  (6 PTS) (T. Jones 4 AST),"[1628379, 1626145]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,25.13,Made,6.0,,,,,,T. Jones,1626145.0,4.0,,,,,,
238,PT05M23.00S,2023-03-06T03:58:22.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.750985545335084,50.98039215686275,1610612746,51,47,2023-03-06T03:58:26Z,2360000,False,-5.0,11.0,1,left,M. Plumlee reverse DUNK (8 PTS) (R. Westbrook 2 AST),"[203486, 201566]",1610612746.0,LAC,reverse,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,1.2,Made,8.0,,,,,,R. Westbrook,201566.0,2.0,,,,,,
240,PT05M12.00S,2023-03-06T03:58:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,94.00459921156373,48.0392156862745,1610612763,51,49,2023-03-06T04:06:23Z,2380000,False,-10.0,4.0,1,right,J. Jackson Jr. driving Layup (6 PTS) (T. Jones 5 AST),"[1628991, 1626145]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,1.05,Made,6.0,,,,,,T. Jones,1626145.0,5.0,,,,,,
241,PT04M55.00S,2023-03-06T03:58:49.5Z,2,REGULAR,2pt,Jump Shot,[],202695,12.220762155059134,73.60600490196079,1610612746,51,49,2023-03-06T03:58:56Z,2390000,False,-118.0,62.0,1,left,MISS K. Leonard 13' Jump Shot,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,13.35,Missed,,,,,,,,,,,,,,,
242,PT04M54.00S,2023-03-06T03:58:50.5Z,2,REGULAR,rebound,offensive,[],203486,,,1610612746,51,49,2023-03-06T03:58:56Z,2400000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,241.0,4.0,2.0,2.0,,
243,PT04M53.00S,2023-03-06T03:58:54.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631223,,,1610612746,51,49,2023-03-06T03:59:00Z,2410000,False,,,0,,D. Roddy personal FOUL (2 PF) (Leonard 2 FT),"[1631223, 202695]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,2.0,0.0,Leonard,202695.0,,,,,,,,,
246,PT04M53.00S,2023-03-06T03:59:21.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202695,,,1610612746,52,49,2023-03-06T03:59:21Z,2430000,False,,,0,,K. Leonard Free Throw 1 of 2 (8 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
247,PT04M53.00S,2023-03-06T03:59:38.4Z,2,REGULAR,substitution,out,[],201569,,,1610612746,52,49,2023-03-06T03:59:42Z,2440000,False,,,0,,SUB out: E. Gordon,[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M53.00S,2023-03-06T03:59:38.4Z,2,REGULAR,substitution,out,[],203486,,,1610612746,52,49,2023-03-06T03:59:42Z,2450000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M53.00S,2023-03-06T03:59:38.4Z,2,REGULAR,substitution,in,[],202694,,,1610612746,52,49,2023-03-06T03:59:42Z,2460000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M53.00S,2023-03-06T03:59:38.4Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,52,49,2023-03-06T03:59:42Z,2470000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M53.00S,2023-03-06T03:59:44.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202695,,,1610612746,53,49,2023-03-06T03:59:44Z,2480000,False,,,0,,K. Leonard Free Throw 2 of 2 (9 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
252,PT04M34.00S,2023-03-06T04:00:05.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,89.61892247043365,50.91528799019608,1610612763,53,49,2023-03-06T04:10:08Z,2490000,False,5.0,45.0,1,right,MISS J. Jackson Jr. floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,4.53,Missed,,,,,,,,,,,,,,,
253,PT04M32.00S,2023-03-06T04:00:07.7Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,53,49,2023-03-06T04:00:09Z,2500000,False,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,252.0,4.0,3.0,1.0,,
254,PT04M29.00S,2023-03-06T04:00:12.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202331,8.459264126149804,51.470588235294116,1610612746,55,49,2023-03-06T04:00:19Z,2510000,False,-7.0,27.0,1,left,P. George running Layup (17 PTS),[202331],1610612746.0,LAC,running,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,2.8,Made,17.0,,,,,,,,,,,,,,
