actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
172,PT10M11.00S,2022-10-24T02:45:33.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,17.000657030223394,50.245098039215684,1610612746,20,38,2022-10-24T02:45:40Z,1690000,-1.0,107.0,1,left,T. Mann 10' pullup Jump Shot (2 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,10.73,Made,,,,,,,,,,,2.0,,,,,,,
173,PT09M59.00S,2022-10-24T02:45:46.1Z,2,REGULAR,3pt,Jump Shot,[],101108,94.00459921156373,2.941176470588232,1610612756,20,38,2022-10-24T02:45:51Z,1700000,-235.0,4.0,1,right,MISS C. Paul 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
174,PT09M55.00S,2022-10-24T02:45:49.5Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612756,20,38,2022-10-24T02:45:49Z,1710000,,,0,,C. Johnson REBOUND (Off:1 Def:4),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,173.0,5.0,4.0,1.0,,,,,,,,,,,,,,
175,PT09M54.00S,2022-10-24T02:45:50.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629661,91.50788436268068,28.92156862745098,1610612756,20,38,2022-10-24T02:45:56Z,1720000,-105.0,27.0,1,right,MISS C. Johnson 10' Jump Shot,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,10.89,Missed,,,,,,,,,,,,,,,,,,
176,PT09M51.00S,2022-10-24T02:45:53.9Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,20,38,2022-10-24T02:45:56Z,1730000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Mid-Range,8-16 Left,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT09M38.00S,2022-10-24T02:46:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202322,8.853482260183966,49.50980392156863,1610612746,22,38,2022-10-24T02:46:14Z,1740000,2.0,31.0,1,left,J. Wall driving Layup (5 PTS),[202322],1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.08,Made,,,,,,,,,,,5.0,,,,,,,
178,PT09M38.00S,2022-10-24T02:46:10.8Z,2,REGULAR,foul,personal,['1freethrow'],1629661,,,1610612746,22,38,2022-10-24T02:46:15Z,1750000,,,0,,C. Johnson shooting personal FOUL (2 PF) (Wall 1 FT),"[1629661, 202322]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,2.0,0.0,Wall,202322.0,,,,,,,,,
180,PT09M38.00S,2022-10-24T02:46:38.1Z,2,REGULAR,freethrow,1 of 1,[],202322,,,1610612746,22,38,2022-10-24T02:46:40Z,1770000,,,0,,MISS J. Wall Free Throw 1 of 1,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
181,PT09M36.00S,2022-10-24T02:46:40.1Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,22,38,2022-10-24T02:46:40Z,1780000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,,,
182,PT09M31.00S,2022-10-24T02:46:51.2Z,2,REGULAR,foul,personal,[],201587,,,1610612756,22,38,2022-10-24T02:46:58Z,1790000,,,0,,N. Batum personal FOUL (1 PF),"[201587, 1629661]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,203593.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,
184,PT09M31.00S,2022-10-24T02:46:57.6Z,2,REGULAR,substitution,out,[],202322,,,1610612756,22,38,2022-10-24T02:46:59Z,1810000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M31.00S,2022-10-24T02:46:57.6Z,2,REGULAR,substitution,in,[],202704,,,1610612756,22,38,2022-10-24T02:46:59Z,1820000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M19.00S,2022-10-24T02:47:27.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,93.2161629434954,49.01960784313726,1610612756,22,40,2022-10-24T02:47:32Z,1830000,-5.0,11.0,1,right,J. Landale cutting DUNK (6 PTS) (D. Lee 1 AST),"[1629111, 1627814]",1610612756.0,PHX,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,,6.0,D. Lee,1627814.0,1.0,,,,
188,PT09M02.00S,2022-10-24T02:47:46.9Z,2,REGULAR,foul,personal,[],1627814,,,1610612746,22,40,2022-10-24T02:47:52Z,1850000,,,0,,D. Lee personal FOUL (1 PF),"[1627814, 1628379]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Right Center,,,,,,,2004.0,1.0,0.0,Kennard,1628379.0,,,,,,,,,
190,PT09M02.00S,2022-10-24T02:48:01.9Z,2,REGULAR,substitution,out,[],201587,,,1610612746,22,40,2022-10-24T02:48:04Z,1870000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M02.00S,2022-10-24T02:48:01.9Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,22,40,2022-10-24T02:48:04Z,1880000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M00.00S,2022-10-24T02:48:19.7Z,2,REGULAR,foul,offensive,[],1628379,,,1610612746,22,40,2022-10-24T02:48:26Z,1890000,,,0,,L. Kennard offensive FOUL (1 PF),"[1628379, 1627814]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Left Center,,,,,,,203593.0,1.0,0.0,Lee,1627814.0,,,,,,,,,
194,PT09M00.00S,2022-10-24T02:48:19.7Z,2,REGULAR,turnover,offensive foul,[],1628379,,,1610612746,22,40,2022-10-24T02:48:19Z,1910000,,,0,,L. Kennard offensive foul TURNOVER (1 TO),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Left Center,,,,,,,203593.0,,,,,1.0,,,,,,,,
195,PT08M41.00S,2022-10-24T02:48:48.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629111,88.48554533508542,56.61764705882353,1610612756,22,40,2022-10-24T02:48:52Z,1920000,33.0,56.0,1,right,MISS J. Landale 6' turnaround Hook,[1629111],1610612756.0,PHX,turnaround,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
196,PT08M39.00S,2022-10-24T02:48:50.8Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,22,40,2022-10-24T02:48:52Z,1930000,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,195.0,4.0,3.0,1.0,,,,,,,,,,,,,,
197,PT08M34.00S,2022-10-24T02:48:55.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203496,29.747043363994734,21.813725490196077,1610612746,22,40,2022-10-24T02:49:03Z,1940000,141.0,227.0,1,left,MISS R. Covington 26' running pullup 3PT,[203496],1610612746.0,LAC,running pullup,,,Covington,R. Covington,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
198,PT08M32.00S,2022-10-24T02:48:57.0Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,22,40,2022-10-24T02:49:03Z,1950000,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,197.0,3.0,3.0,0.0,,,,,,,,,,,,,,
199,PT08M13.00S,2022-10-24T02:49:16.6Z,2,REGULAR,3pt,Jump Shot,[],101108,88.2227332457293,96.32352941176471,1610612756,22,40,2022-10-24T02:49:22Z,1960000,232.0,58.0,1,right,MISS C. Paul 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
200,PT08M09.00S,2022-10-24T02:49:20.6Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,22,40,2022-10-24T02:49:22Z,1970000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Right Corner 3,24+ Right,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,,
201,PT07M52.00S,2022-10-24T02:49:38.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,7.013797634691201,48.774509803921575,1610612746,24,40,2022-10-24T02:49:42Z,1980000,6.0,13.0,1,left,T. Mann cutting DUNK (4 PTS) (I. Zubac 2 AST),"[1629611, 1627826]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,,4.0,I. Zubac,1627826.0,2.0,,,,
203,PT07M34.00S,2022-10-24T02:49:54.8Z,2,REGULAR,3pt,Jump Shot,[],1629661,72.19119579500656,89.2156862745098,1610612756,24,40,2022-10-24T02:50:00Z,2000000,196.0,209.0,1,right,MISS C. Johnson 28' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,28.65,Missed,,,,,,,,,,,,,,,,,,
204,PT07M32.00S,2022-10-24T02:49:56.8Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,24,40,2022-10-24T02:50:00Z,2010000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,,
205,PT07M19.00S,2022-10-24T02:50:10.2Z,2,REGULAR,3pt,Jump Shot,[],1629611,29.878449408672807,27.941176470588232,1610612746,24,40,2022-10-24T02:50:45Z,2020000,110.0,228.0,1,left,MISS T. Mann 25' step back 3PT,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
206,PT07M17.00S,2022-10-24T02:50:12.2Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612756,24,40,2022-10-24T02:50:15Z,2030000,,,0,,J. Landale REBOUND (Off:2 Def:3),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,205.0,5.0,3.0,2.0,,,,,,,,,,,,,,
207,PT07M04.00S,2022-10-24T02:50:24.8Z,2,REGULAR,3pt,Jump Shot,[],1629013,69.1688567674113,35.049019607843135,1610612756,24,43,2022-10-24T02:50:31Z,2040000,-75.0,237.0,1,right,L. Shamet 24' 3PT  (3 PTS) (C. Paul 5 AST),"[1629013, 101108]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,24.88,Made,,,,,,,,,,,3.0,C. Paul,101108.0,5.0,,,,
209,PT07M04.00S,2022-10-24T02:50:32.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,24,43,2022-10-24T02:50:32Z,2060000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,out,[],1628379,,,1610612746,24,43,2022-10-24T02:53:31Z,2070000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,24,43,2022-10-24T02:53:31Z,2080000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,out,[],203496,,,1610612746,24,43,2022-10-24T02:53:31Z,2090000,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,out,[],1627814,,,1610612746,24,43,2022-10-24T02:53:31Z,2100000,,,0,,SUB out: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,out,[],1629111,,,1610612746,24,43,2022-10-24T02:53:31Z,2110000,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,in,[],202695,,,1610612746,24,43,2022-10-24T02:53:31Z,2120000,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,in,[],202331,,,1610612746,24,43,2022-10-24T02:53:31Z,2130000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,in,[],1626181,,,1610612746,24,43,2022-10-24T02:53:31Z,2140000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,in,[],1628969,,,1610612746,24,43,2022-10-24T02:53:31Z,2150000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M04.00S,2022-10-24T02:53:19.9Z,2,REGULAR,substitution,in,[],1629028,,,1610612746,24,43,2022-10-24T02:53:31Z,2160000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M49.00S,2022-10-24T02:53:41.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,6.750985545335084,44.11764705882353,1610612746,24,43,2022-10-24T02:53:45Z,2170000,29.0,11.0,1,left,MISS R. Jackson driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
221,PT06M46.00S,2022-10-24T02:53:44.5Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,24,43,2022-10-24T02:53:44Z,2180000,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,220.0,5.0,3.0,2.0,,,,,,,,,,,,,,
222,PT06M46.00S,2022-10-24T02:53:45.1Z,2,REGULAR,turnover,lost ball,[],1627826,,,1610612746,24,43,2022-10-24T02:53:49Z,2190000,,,0,,I. Zubac lost ball TURNOVER (2 TO),"[1627826, 1629661]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,,,Johnson,1629661.0,,
223,PT06M46.00S,2022-10-24T02:53:45.1Z,2,REGULAR,steal,,[],1629661,,,1610612756,24,43,2022-10-24T02:53:46Z,2200000,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT06M38.00S,2022-10-24T02:53:52.9Z,2,REGULAR,turnover,lost ball,[],1628969,,,1610612756,24,43,2022-10-24T02:53:55Z,2210000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628969, 202695]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,Leonard,202695.0,,
225,PT06M38.00S,2022-10-24T02:53:52.9Z,2,REGULAR,steal,,[],202695,,,1610612746,24,43,2022-10-24T02:55:41Z,2220000,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
226,PT06M34.00S,2022-10-24T02:53:59.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202695,8.196452036793687,50.245098039215684,1610612746,26,43,2022-10-24T02:54:49Z,2230000,-1.0,25.0,1,left,K. Leonard running Layup (2 PTS),[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,,,,,2.0,,,,,,,
227,PT06M34.00S,2022-10-24T02:54:03.1Z,2,REGULAR,foul,personal,['1freethrow'],1629661,,,1610612746,26,43,2022-10-24T02:54:08Z,2240000,,,0,,C. Johnson shooting personal FOUL (3 PF) (Leonard 1 FT),"[1629661, 202695]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,3.0,0.0,Leonard,202695.0,,,,,,,,,
229,PT06M34.00S,2022-10-24T02:54:28.1Z,2,REGULAR,substitution,out,[],1629013,,,1610612746,26,43,2022-10-24T02:54:32Z,2260000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M34.00S,2022-10-24T02:54:28.1Z,2,REGULAR,substitution,out,[],1629661,,,1610612746,26,43,2022-10-24T02:54:32Z,2270000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M34.00S,2022-10-24T02:54:28.1Z,2,REGULAR,substitution,in,[],1626164,,,1610612746,26,43,2022-10-24T02:54:32Z,2280000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M34.00S,2022-10-24T02:54:28.1Z,2,REGULAR,substitution,in,[],1628470,,,1610612746,26,43,2022-10-24T02:54:32Z,2290000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M34.00S,2022-10-24T02:54:50.6Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",202695,,,1610612746,27,43,2022-10-24T02:54:50Z,2300000,,,0,,K. Leonard Free Throw 1 of 1 (3 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
234,PT06M20.00S,2022-10-24T02:55:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,87.69710906701708,63.23529411764706,1610612756,27,43,2022-10-24T04:18:26Z,2310000,66.0,63.0,1,right,MISS M. Bridges 9' driving floating Shot,[1628969],1610612756.0,PHX,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,9.15,Missed,,,,,,,,,,,,,,,,,,
235,PT06M17.00S,2022-10-24T02:55:10.3Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,27,43,2022-10-24T02:55:12Z,2320000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Right,,,234.0,2.0,2.0,0.0,,,,,,,,,,,,,,
236,PT06M12.00S,2022-10-24T02:55:17.7Z,2,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,27,43,2022-10-24T02:55:22Z,2330000,,,0,,P. George lost ball out-of-bounds TURNOVER (2 TO),[202331],1610612746.0,LAC,lost ball,,,George,P. George,,,,,Mid-Range,8-16 Left,,,,,,,203593.0,,,,,2.0,,,,,,,,
237,PT06M12.00S,2022-10-24T02:55:19.7Z,2,REGULAR,substitution,out,[],1627826,,,1610612756,27,43,2022-10-24T02:55:25Z,2340000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M12.00S,2022-10-24T02:55:19.7Z,2,REGULAR,substitution,in,[],202694,,,1610612756,27,43,2022-10-24T02:55:25Z,2350000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M57.00S,2022-10-24T02:55:46.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,88.74835742444152,95.34313725490196,1610612756,27,46,2022-10-24T02:55:50Z,2360000,227.0,53.0,1,right,T. Craig 3PT  (3 PTS) (M. Bridges 1 AST),"[1628470, 1628969]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,23.29,Made,,,,,,,,,,,3.0,M. Bridges,1628969.0,1.0,,,,
241,PT05M41.00S,2022-10-24T02:56:02.6Z,2,REGULAR,3pt,Jump Shot,[],202694,33.163600525624176,53.92156862745098,1610612746,27,46,2022-10-24T02:56:08Z,2380000,-20.0,259.0,1,left,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,25.99,Missed,,,,,,,,,,,,,,,,,,
242,PT05M39.00S,2022-10-24T02:56:04.6Z,2,REGULAR,rebound,offensive,[],202694,,,1610612746,27,46,2022-10-24T02:56:08Z,2390000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:0),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,241.0,1.0,0.0,1.0,,,,,,,,,,,,,,
243,PT05M36.00S,2022-10-24T02:56:08.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202694,6.750985545335084,46.81372549019608,1610612746,29,46,2022-10-24T02:56:11Z,2400000,16.0,11.0,1,left,M. Morris Sr. putback Layup (6 PTS),[202694],1610612746.0,LAC,putback,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,,,,6.0,,,,,,,
244,PT05M23.00S,2022-10-24T02:56:20.6Z,2,REGULAR,3pt,Jump Shot,[],1626164,68.9060446780552,33.08823529411765,1610612756,29,46,2022-10-24T04:18:36Z,2410000,-85.0,240.0,1,right,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
245,PT05M19.00S,2022-10-24T02:56:24.5Z,2,REGULAR,rebound,offensive,[],101108,,,1610612756,29,46,2022-10-24T02:56:24Z,2420000,,,0,,C. Paul REBOUND (Off:1 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,244.0,4.0,3.0,1.0,,,,,,,,,,,,,,
246,PT05M07.00S,2022-10-24T02:56:41.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612756,29,46,2022-10-24T02:56:49Z,2430000,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,,,,,,,,,,,,,
247,PT05M07.00S,2022-10-24T02:56:44.6Z,2,REGULAR,substitution,out,[],101108,,,1610612746,29,46,2022-10-24T02:56:48Z,2440000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M07.00S,2022-10-24T02:56:44.6Z,2,REGULAR,substitution,in,[],1626166,,,1610612746,29,46,2022-10-24T02:56:48Z,2450000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M48.00S,2022-10-24T02:57:36.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202694,30.535479632063073,31.127450980392155,1610612746,29,46,2022-10-24T02:57:40Z,2470000,94.0,235.0,1,left,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
251,PT04M44.00S,2022-10-24T02:57:40.7Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,29,46,2022-10-24T02:57:40Z,2480000,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,250.0,4.0,4.0,0.0,,,,,,,,,,,,,,
252,PT04M26.00S,2022-10-24T02:57:58.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,87.0400788436268,62.745098039215684,1610612756,29,46,2022-10-24T02:58:01Z,2490000,64.0,69.0,1,right,MISS C. Payne 9' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Right,9.41,Missed,,,,,,,,,,,,,,,,,,
253,PT04M24.00S,2022-10-24T02:58:00.0Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,29,46,2022-10-24T02:58:01Z,2500000,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Right,,,252.0,3.0,3.0,0.0,,,,,,,,,,,,,,
254,PT04M21.00S,2022-10-24T02:58:07.0Z,2,REGULAR,turnover,traveling,[],202694,,,1610612746,29,46,2022-10-24T02:58:10Z,2510000,,,0,,M. Morris Sr. traveling TURNOVER (1 TO),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627524.0,,,,,1.0,,,,,,,,
