actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
177,PT09M38.00S,2023-03-28T03:15:01.2Z,2,REGULAR,turnover,bad pass,[],203486,,,1610612746,34,34,2023-03-28T03:15:05Z,1740000,False,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1630245]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Left Center,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,1.0,Dosunmu,1630245.0
178,PT09M38.00S,2023-03-28T03:15:01.2Z,2,REGULAR,steal,,[],1630245,,,1610612741,34,34,2023-03-28T03:15:03Z,1750000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
179,PT09M30.00S,2023-03-28T03:15:08.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,78.63009198423127,93.87254901960785,1610612741,34,34,2023-03-28T03:15:15Z,1760000,False,219.0,148.0,1,right,MISS A. Dosunmu 26' 3PT,[1630245],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,26.49,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
180,PT09M24.00S,2023-03-28T03:15:14.8Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,34,34,2023-03-28T03:15:15Z,1770000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Mann,T. Mann,,,,,,,,,179.0,3.0,3.0,0.0,,,,,
181,PT09M17.00S,2023-03-28T03:15:21.8Z,2,REGULAR,3pt,Jump Shot,[],1630538,7.802233902759525,96.56862745098039,1610612746,37,34,2023-03-28T03:15:27Z,1780000,False,-233.0,21.0,1,left,B. Hyland 3PT  (5 PTS) (T. Mann 3 AST),"[1630538, 1629611]",1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,23.37,Made,5.0,Hyland,B. Hyland,T. Mann,1629611.0,3.0,,,,,,,,,,,,,,
183,PT09M01.00S,2023-03-28T03:15:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,82.44086727989487,53.67647058823529,1610612741,37,34,2023-03-28T03:16:34Z,1800000,False,18.0,113.0,1,right,MISS C. White 11' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.41,Missed,,White,C. White,,,,,,,,,,,,,,,,,
184,PT09M01.00S,2023-03-28T03:15:38.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,37,34,2023-03-28T03:15:43Z,1810000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,183.0,,,,,,,,
185,PT09M01.00S,2023-03-28T03:15:43.3Z,2,REGULAR,foul,personal,[],1629611,,,1610612741,37,34,2023-03-28T03:15:52Z,1820000,False,,,0,,T. Mann loose ball personal FOUL (2 PF),"[1629611, 203083]",1610612746.0,LAC,loose ball,,,,,,Restricted Area,0-8 Center,,,,Mann,T. Mann,,,,1628171.0,2.0,0.0,Drummond,203083.0,,,,,,,,,
187,PT08M54.00S,2023-03-28T03:16:11.6Z,2,REGULAR,turnover,lost ball,[],1629632,,,1610612741,37,34,2023-03-28T03:16:15Z,1840000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1630538]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,White,C. White,,,,,,,,,,,,,,,1.0,Hyland,1630538.0
188,PT08M54.00S,2023-03-28T03:16:11.6Z,2,REGULAR,steal,,[],1630538,,,1610612746,37,34,2023-03-28T03:16:13Z,1850000,False,,,0,,B. Hyland STEAL (1 STL),[1630538],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
189,PT08M48.00S,2023-03-28T03:16:17.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201566,7.802233902759525,51.96078431372549,1610612746,39,34,2023-03-28T03:16:26Z,1860000,False,-10.0,21.0,1,left,R. Westbrook running Layup (4 PTS) (B. Hyland 2 AST),"[201566, 1630538]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,2.3,Made,4.0,Westbrook,R. Westbrook,B. Hyland,1630538.0,2.0,,,,,,,,,,,,,,
191,PT08M32.00S,2023-03-28T03:16:33.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,92.55913272010513,60.049019607843135,1610612741,39,34,2023-03-28T03:16:56Z,1880000,False,50.0,17.0,1,right,MISS A. Dosunmu floating Shot,[1630245],1610612741.0,CHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
192,PT08M29.00S,2023-03-28T03:16:36.6Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,39,34,2023-03-28T03:16:37Z,1890000,False,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Covington,R. Covington,,,,,,,,,191.0,1.0,1.0,0.0,,,,,
193,PT08M26.00S,2023-03-28T03:16:40.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,29.352825229960573,78.67647058823529,1610612746,39,34,2023-03-28T03:16:51Z,1900000,False,-143.0,223.0,1,left,MISS B. Hyland 26' running pullup 3PT,[1630538],1610612746.0,LAC,running pullup,,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
194,PT08M26.00S,2023-03-28T03:16:40.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,39,34,2023-03-28T03:16:51Z,1910000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,193.0,,,,,,,,
196,PT08M26.00S,2023-03-28T03:16:45.1Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,39,34,2023-03-28T03:17:09Z,1930000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
197,PT08M26.00S,2023-03-28T03:16:45.1Z,2,REGULAR,substitution,out,[],203083,,,1610612741,39,34,2023-03-28T03:17:09Z,1940000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
198,PT08M26.00S,2023-03-28T03:16:45.1Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,39,34,2023-03-28T03:17:09Z,1950000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
199,PT08M26.00S,2023-03-28T03:16:45.1Z,2,REGULAR,substitution,in,[],202696,,,1610612741,39,34,2023-03-28T03:17:09Z,1960000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
200,PT08M26.00S,2023-03-28T03:16:45.1Z,2,REGULAR,substitution,in,[],203897,,,1610612741,39,34,2023-03-28T03:17:09Z,1970000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
201,PT08M26.00S,2023-03-28T03:16:45.1Z,2,REGULAR,substitution,in,[],201976,,,1610612741,39,34,2023-03-28T03:17:09Z,1980000,False,,,0,,SUB in: P. Beverley,[201976],1610612741.0,CHI,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
202,PT08M16.00S,2023-03-28T03:17:16.3Z,2,REGULAR,turnover,bad pass,[],201976,,,1610612741,39,34,2023-03-28T03:17:19Z,1990000,False,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 1630538]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,1.0,Hyland,1630538.0
203,PT08M16.00S,2023-03-28T03:17:16.3Z,2,REGULAR,steal,,[],1630538,,,1610612746,39,34,2023-03-28T03:17:18Z,2000000,False,,,0,,B. Hyland STEAL (2 STL),[1630538],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
204,PT08M12.00S,2023-03-28T03:17:20.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203496,31.980946123521676,69.36274509803921,1610612746,39,34,2023-03-28T03:17:29Z,2010000,False,-97.0,248.0,1,left,MISS R. Covington 26' running pullup 3PT,[203496],1610612746.0,LAC,running pullup,,,,,,Above the Break 3,24+ Left Center,26.63,Missed,,Covington,R. Covington,,,,,,,,,,,,,,,,,
205,PT08M09.00S,2023-03-28T03:17:23.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,39,34,2023-03-28T03:17:29Z,2020000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Vucevic,N. Vucevic,,,,,,,,,204.0,4.0,3.0,1.0,,,,,
206,PT07M58.00S,2023-03-28T03:17:33.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,92.29632063074901,51.470588235294116,1610612741,39,36,2023-03-28T03:17:39Z,2030000,False,7.0,20.0,1,right,Z. LaVine driving reverse Layup (10 PTS),[203897],1610612741.0,CHI,driving reverse,,,,,,Restricted Area,0-8 Center,2.12,Made,10.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
207,PT07M39.00S,2023-03-28T03:17:53.1Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612746,39,36,2023-03-28T03:17:57Z,2040000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 201942]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Center,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,1.0,DeRozan,201942.0
208,PT07M39.00S,2023-03-28T03:17:53.1Z,2,REGULAR,steal,,[],201942,,,1610612741,39,36,2023-03-28T03:17:55Z,2050000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
209,PT07M24.00S,2023-03-28T03:18:09.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201976,70.08869908015768,81.86274509803921,1610612741,39,39,2023-03-28T03:18:13Z,2060000,False,159.0,229.0,1,right,P. Beverley 27' 3PT  (6 PTS) (N. Vucevic 3 AST),"[201976, 202696]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,27.87,Made,6.0,Beverley,P. Beverley,N. Vucevic,202696.0,3.0,,,,,,,,,,,,,,
211,PT07M24.00S,2023-03-28T03:18:15.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,39,39,2023-03-28T03:18:15Z,2080000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M24.00S,2023-03-28T03:20:41.6Z,2,REGULAR,substitution,out,[],203496,,,1610612746,39,39,2023-03-28T03:21:03Z,2090000,False,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,,,,,,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,
213,PT07M24.00S,2023-03-28T03:20:41.6Z,2,REGULAR,substitution,out,[],1627884,,,1610612746,39,39,2023-03-28T03:21:03Z,2100000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
214,PT07M24.00S,2023-03-28T03:20:41.6Z,2,REGULAR,substitution,out,[],201942,,,1610612746,39,39,2023-03-28T03:21:03Z,2110000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
215,PT07M24.00S,2023-03-28T03:20:41.6Z,2,REGULAR,substitution,in,[],201569,,,1610612746,39,39,2023-03-28T03:21:03Z,2120000,False,,,0,,SUB in: E. Gordon,[201569],1610612746.0,LAC,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
216,PT07M24.00S,2023-03-28T03:20:41.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612746,39,39,2023-03-28T03:21:03Z,2130000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
217,PT07M24.00S,2023-03-28T03:20:41.6Z,2,REGULAR,substitution,in,[],1630172,,,1610612746,39,39,2023-03-28T03:21:03Z,2140000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
218,PT07M08.00S,2023-03-28T03:21:18.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.327858081471746,50.49019607843137,1610612746,39,39,2023-03-28T03:26:40Z,2150000,False,-2.0,26.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,2.59,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
219,PT07M07.00S,2023-03-28T03:21:19.0Z,2,REGULAR,rebound,offensive,[],203486,,,1610612746,39,39,2023-03-28T03:26:40Z,2160000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Plumlee,M. Plumlee,,,,,,,,,218.0,1.0,0.0,1.0,,,,,
255,PT07M07.00S,2023-03-28T03:21:23.1Z,2,REGULAR,turnover,lost ball,[],203486,,,1610612746,39,39,2023-03-28T03:27:01Z,2165000,False,,,0,,M. Plumlee lost ball TURNOVER (2 TO),"[203486, 201976]",1610612746.0,LAC,,,,,,,Mid-Range,8-16 Center,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,2.0,Beverley,201976.0
256,PT07M07.00S,2023-03-28T03:21:23.1Z,2,REGULAR,steal,,[],201976,,,1610612741,39,39,2023-03-28T03:27:01Z,2167500,False,,,0,,P. Beverley STEAL (1 STL),[201976],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Center,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
220,PT06M55.00S,2023-03-28T03:21:28.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202696,67.06636005256242,36.76470588235294,1610612741,39,42,2023-03-28T03:27:01Z,2170000,False,-66.0,257.0,1,right,N. Vucevic 26' 3PT  (9 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,26.55,Made,9.0,Vucevic,N. Vucevic,C. White,1629632.0,1.0,,,,,,,,,,,,,,
223,PT06M43.00S,2023-03-28T03:21:45.7Z,2,REGULAR,substitution,out,[],1630538,,,1610612746,39,42,2023-03-28T03:21:53Z,2200000,False,,,0,,SUB out: B. Hyland,[1630538],1610612746.0,LAC,,,,,,,,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
224,PT06M43.00S,2023-03-28T03:21:45.7Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,39,42,2023-03-28T03:21:53Z,2210000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,
225,PT06M43.00S,2023-03-28T03:21:45.7Z,2,REGULAR,substitution,out,[],203486,,,1610612746,39,42,2023-03-28T03:21:53Z,2220000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,
226,PT06M43.00S,2023-03-28T03:21:45.7Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,39,42,2023-03-28T03:21:53Z,2230000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
227,PT06M43.00S,2023-03-28T03:21:45.7Z,2,REGULAR,substitution,in,[],202695,,,1610612746,39,42,2023-03-28T03:21:53Z,2240000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
228,PT06M43.00S,2023-03-28T03:21:45.7Z,2,REGULAR,substitution,in,[],201587,,,1610612746,39,42,2023-03-28T03:21:53Z,2250000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,
229,PT06M42.00S,2023-03-28T03:22:05.1Z,2,REGULAR,foul,personal,[],1629632,,,1610612746,39,42,2023-03-28T03:22:32Z,2260000,False,,,0,,C. White personal FOUL (2 PF),"[1629632, 201569]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,White,C. White,,,,1626300.0,2.0,0.0,Gordon,201569.0,,,,,,,,,
231,PT06M28.00S,2023-03-28T03:22:35.3Z,2,REGULAR,3pt,Jump Shot,[],201566,32.11235216819975,27.696078431372555,1610612746,39,42,2023-03-28T03:22:43Z,2280000,False,112.0,249.0,1,left,MISS R. Westbrook 27' 3PT,[201566],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,27.32,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
232,PT06M25.00S,2023-03-28T03:22:38.3Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,39,42,2023-03-28T03:22:43Z,2290000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Williams,P. Williams,,,,,,,,,231.0,1.0,1.0,0.0,,,,,
233,PT06M16.00S,2023-03-28T03:22:47.2Z,2,REGULAR,2pt,Jump Shot,[],203897,94.13600525624179,73.52941176470588,1610612741,39,42,2023-03-28T03:22:54Z,2300000,False,118.0,3.0,1,right,MISS Z. LaVine 11' fadeaway bank Shot,[203897],1610612741.0,CHI,fadeaway bank,,,,,,Mid-Range,8-16 Right,11.76,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
234,PT06M12.00S,2023-03-28T03:22:51.2Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,39,42,2023-03-28T03:22:54Z,2310000,False,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,Batum,N. Batum,,,,,,,,,233.0,2.0,2.0,0.0,,,,,
235,PT06M07.00S,2023-03-28T03:22:55.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201569,33.55781865965835,68.38235294117646,1610612746,42,42,2023-03-28T03:23:45Z,2320000,False,-92.0,263.0,1,left,E. Gordon 27' 3PT running pullup (11 PTS),[201569],1610612746.0,LAC,running pullup,,,,,,Above the Break 3,24+ Left Center,27.85,Made,11.0,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
236,PT05M40.00S,2023-03-28T03:23:23.2Z,2,REGULAR,2pt,Jump Shot,[],202696,91.24507227332458,30.882352941176478,1610612741,42,42,2023-03-28T03:23:26Z,2330000,False,-96.0,30.0,1,right,MISS N. Vucevic 10' floating Shot,[202696],1610612741.0,CHI,floating,,,,,,Mid-Range,8-16 Left,10.01,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
237,PT05M38.00S,2023-03-28T03:23:25.2Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,42,42,2023-03-28T03:23:26Z,2340000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Left,,,,Zubac,I. Zubac,,,,,,,,,236.0,3.0,3.0,0.0,,,,,
238,PT05M32.00S,2023-03-28T03:23:30.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201587,14.241130091984232,3.67647058823529,1610612746,45,42,2023-03-28T03:23:38Z,2350000,False,232.0,81.0,1,left,N. Batum 24' 3PT running (9 PTS) (R. Westbrook 5 AST),"[201587, 201566]",1610612746.0,LAC,running,,,,,,Right Corner 3,24+ Right,24.55,Made,9.0,Batum,N. Batum,R. Westbrook,201566.0,5.0,,,,,,,,,,,,,,
240,PT05M19.00S,2023-03-28T03:23:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.08475689881735,45.34313725490197,1610612741,45,44,2023-03-28T03:24:25Z,2370000,False,-23.0,13.0,1,right,N. Vucevic driving Layup (11 PTS) (P. Beverley 1 AST),"[202696, 201976]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.64,Made,11.0,Vucevic,N. Vucevic,P. Beverley,201976.0,1.0,,,,,,,,,,,,,,
242,PT04M59.00S,2023-03-28T03:24:03.3Z,2,REGULAR,2pt,Jump Shot,[],202695,20.942838370565042,63.970588235294116,1610612746,47,44,2023-03-28T03:24:08Z,2390000,False,-70.0,144.0,1,left,K. Leonard 16' pullup Jump Shot (7 PTS) (E. Gordon 2 AST),"[202695, 201569]",1610612746.0,LAC,pullup,,,,,,Mid-Range,16-24 Left Center,16.04,Made,7.0,Leonard,K. Leonard,E. Gordon,201569.0,2.0,,,,,,,,,,,,,,
244,PT04M39.00S,2023-03-28T03:24:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,90.71944809461235,49.754901960784316,1610612741,47,44,2023-03-28T03:24:29Z,2410000,False,-1.0,35.0,1,right,MISS P. Williams driving Layup,[1630172],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,3.47,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,,
245,PT04M37.00S,2023-03-28T03:24:25.9Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,47,44,2023-03-28T03:24:29Z,2420000,False,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Batum,N. Batum,,,,,,,,,244.0,3.0,3.0,0.0,,,,,
246,PT04M21.00S,2023-03-28T03:24:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,9.510512483574246,49.01960784313726,1610612746,49,44,2023-03-28T03:24:45Z,2430000,False,5.0,37.0,1,left,E. Gordon driving Layup (13 PTS) (N. Batum 2 AST),"[201569, 201587]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,3.72,Made,13.0,Gordon,E. Gordon,N. Batum,201587.0,2.0,,,,,,,,,,,,,,
248,PT04M06.00S,2023-03-28T03:24:58.0Z,2,REGULAR,2pt,Jump Shot,[],1630172,77.71024967148489,74.50980392156863,1610612741,49,46,2023-03-28T03:25:02Z,2450000,False,123.0,157.0,1,right,P. Williams 19' pullup Jump Shot (7 PTS) (P. Beverley 2 AST),"[1630172, 201976]",1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Right Center,19.91,Made,7.0,Williams,P. Williams,P. Beverley,201976.0,2.0,,,,,,,,,,,,,,
250,PT03M51.00S,2023-03-28T03:25:11.5Z,2,REGULAR,3pt,Jump Shot,[],201587,27.38173455978975,82.35294117647058,1610612746,52,46,2023-03-28T03:25:17Z,2470000,False,-162.0,205.0,1,left,N. Batum 26' 3PT  (12 PTS) (I. Zubac 1 AST),"[201587, 1627826]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,26.11,Made,12.0,Batum,N. Batum,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,
252,PT03M51.00S,2023-03-28T03:25:19.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612741,52,46,2023-03-28T03:25:26Z,2490000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M51.00S,2023-03-28T03:26:41.4Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,52,46,2023-03-28T03:26:54Z,2500000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
254,PT03M51.00S,2023-03-28T03:26:41.4Z,2,REGULAR,substitution,in,[],201942,,,1610612741,52,46,2023-03-28T03:26:54Z,2510000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
257,PT03M35.00S,2023-03-28T03:27:05.9Z,2,REGULAR,turnover,bad pass,[],202696,,,1610612741,52,46,2023-03-28T03:27:10Z,2520000,False,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 201566]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,1.0,Westbrook,201566.0
258,PT03M35.00S,2023-03-28T03:27:05.9Z,2,REGULAR,steal,,[],201566,,,1610612746,52,46,2023-03-28T03:32:28Z,2530000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
259,PT03M30.00S,2023-03-28T03:27:10.4Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201569,29.61563731931669,15.931372549019613,1610612746,52,46,2023-03-28T03:27:18Z,2540000,False,170.0,226.0,1,left,MISS E. Gordon 28' running 3PT,[201569],1610612746.0,LAC,running,,,,,,Above the Break 3,24+ Right Center,28.29,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
260,PT03M28.00S,2023-03-28T03:27:12.4Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,52,46,2023-03-28T03:27:18Z,2550000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Williams,P. Williams,,,,,,,,,259.0,2.0,2.0,0.0,,,,,
261,PT03M10.00S,2023-03-28T03:27:31.1Z,2,REGULAR,turnover,lost ball,[],203897,,,1610612741,52,46,2023-03-28T03:27:35Z,2560000,False,,,0,,Z. LaVine lost ball TURNOVER (1 TO),"[203897, 201566]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,1.0,Westbrook,201566.0
262,PT03M10.00S,2023-03-28T03:27:31.1Z,2,REGULAR,steal,,[],201566,,,1610612746,52,46,2023-03-28T03:27:33Z,2570000,False,,,0,,R. Westbrook STEAL (3 STL),[201566],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
