actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
438,PT02M06.00S,2023-12-02T04:50:04.5Z,3,REGULAR,substitution,out,[],203999,,,1610612743,89,91,2023-12-02T05:00:53Z,4299375,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M06.00S,2023-12-02T04:50:04.5Z,3,REGULAR,substitution,in,[],1629234,,,1610612743,89,91,2023-12-02T05:00:53Z,4299687,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M06.00S,2023-12-02T04:50:04.5Z,3,REGULAR,substitution,in,[],201599,,,1610612743,89,91,2023-12-02T05:00:53Z,4299843,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M06.00S,2023-12-02T04:50:04.5Z,3,REGULAR,substitution,in,[],202704,,,1610612743,89,91,2023-12-02T05:00:53Z,4299921,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M52.00S,2023-12-02T04:52:18.3Z,3,REGULAR,3pt,Jump Shot,[],1631124,67.23061760840999,55.14705882352941,1610612743,89,91,2023-12-02T04:52:21Z,4390000,False,26.0,256.0,1,right,MISS J. Strawther 25' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
443,PT01M49.00S,2023-12-02T04:52:21.3Z,3,REGULAR,rebound,defensive,[],1630692,,,1610612756,89,91,2023-12-02T04:52:21Z,4400000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:3),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,,,,442.0,,,,,,,,4.0,3.0,1.0,,,
444,PT01M31.00S,2023-12-02T04:52:39.4Z,3,REGULAR,2pt,Jump Shot,[],201142,20.581471747700395,36.51960784313725,1610612756,89,91,2023-12-02T04:52:43Z,4410000,False,67.0,141.0,1,left,MISS K. Durant 15' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,15.63,Missed,,,,,,,,,,,,,,,,,,
445,PT01M30.00S,2023-12-02T04:52:40.9Z,3,REGULAR,rebound,offensive,[],1630692,,,1610612756,89,91,2023-12-02T04:52:40Z,4420000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:3),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Center,,,,,,,444.0,,,,,,,,5.0,3.0,2.0,,,
446,PT01M25.00S,2023-12-02T04:52:47.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201142,31.882391590013142,53.67647058823529,1610612756,89,91,2023-12-02T04:52:53Z,4430000,False,-18.0,247.0,1,left,MISS K. Durant 24' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,24.79,Missed,,,,,,,,,,,,,,,,,,
447,PT01M25.00S,2023-12-02T04:52:47.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,89,91,2023-12-02T04:52:53Z,4440000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,446.0,,,,,,,,,,,,,
448,PT01M25.00S,2023-12-02T04:52:52.0Z,3,REGULAR,foul,personal,[],1629234,,,1610612743,89,91,2023-12-02T04:53:12Z,4450000,False,,,0,,D. Eubanks loose ball personal FOUL (2 PF),"[1629234, 201599]",1610612756.0,PHX,loose ball,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,2.0,0.0,Jordan,201599.0,,,,,,,,
450,PT01M08.00S,2023-12-02T04:53:20.5Z,3,REGULAR,3pt,Jump Shot,[],1631124,76.03482260183968,91.17647058823529,1610612743,89,91,2023-12-02T04:53:24Z,4470000,False,206.0,173.0,1,right,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
451,PT01M05.00S,2023-12-02T04:53:23.5Z,3,REGULAR,rebound,defensive,[],1630692,,,1610612756,89,91,2023-12-02T04:53:24Z,4480000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:4),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,,450.0,,,,,,,,6.0,4.0,2.0,,,
452,PT00M49.70S,2023-12-02T04:53:39.9Z,3,REGULAR,2pt,Jump Shot,[],201142,21.369908015768726,69.85294117647058,1610612756,89,91,2023-12-02T04:53:44Z,4490000,False,-99.0,148.0,1,left,MISS K. Durant 17' turnaround Shot,[201142],1610612756.0,PHX,turnaround,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,17.86,Missed,,,,,,,,,,,,,,,,,,
453,PT00M48.10S,2023-12-02T04:53:41.5Z,3,REGULAR,rebound,defensive,[],201599,,,1610612743,89,91,2023-12-02T04:53:44Z,4500000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Left Center,,,,,,,452.0,,,,,,,,2.0,2.0,0.0,,,
455,PT00M43.20S,2023-12-02T04:53:46.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,91.93495400788436,49.50980392156863,1610612743,89,93,2023-12-02T04:54:55Z,4520000,False,-2.0,23.0,1,right,C. Braun running Layup (6 PTS) (R. Jackson 4 AST),"[1631128, 202704]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.34,Made,6.0,R. Jackson,202704.0,4.0,,,,,,,,,,,,,,
457,PT00M27.30S,2023-12-02T04:54:09.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201599,,,1610612756,89,93,2023-12-02T04:54:34Z,4540000,False,,,0,,D. Jordan shooting personal FOUL (2 PF) (Okogie 2 FT),"[201599, 1629006]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,2.0,0.0,Okogie,1629006.0,,,,,,,,
459,PT00M27.30S,2023-12-02T04:54:35.2Z,3,REGULAR,freethrow,1 of 2,[],1629006,,,1610612756,90,93,2023-12-02T04:54:35Z,4560000,False,,,0,,J. Okogie Free Throw 1 of 2 (8 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
460,PT00M27.30S,2023-12-02T04:54:38.3Z,3,REGULAR,substitution,out,[],1630692,,,1610612756,90,93,2023-12-02T04:54:46Z,4570000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT00M27.30S,2023-12-02T04:54:38.3Z,3,REGULAR,substitution,out,[],201142,,,1610612756,90,93,2023-12-02T04:54:46Z,4580000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT00M27.30S,2023-12-02T04:54:38.3Z,3,REGULAR,substitution,in,[],1628966,,,1610612756,90,93,2023-12-02T04:54:46Z,4590000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M27.30S,2023-12-02T04:54:38.3Z,3,REGULAR,substitution,in,[],201569,,,1610612756,90,93,2023-12-02T04:54:46Z,4600000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M27.30S,2023-12-02T04:55:00.4Z,3,REGULAR,freethrow,2 of 2,[],1629006,,,1610612756,91,93,2023-12-02T04:55:00Z,4610000,False,,,0,,J. Okogie Free Throw 2 of 2 (9 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
465,PT00M06.90S,2023-12-02T04:55:32.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629006,,,1610612743,91,93,2023-12-02T04:56:06Z,4620000,False,,,0,,J. Okogie personal FOUL (2 PF) (Jackson 2 FT),"[1629006, 202704]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,,1830.0,2.0,0.0,Jackson,202704.0,,,,,,,,
467,PT00M06.90S,2023-12-02T04:56:12.3Z,3,REGULAR,freethrow,1 of 2,[],202704,,,1610612743,91,94,2023-12-02T04:56:12Z,4640000,False,,,0,,R. Jackson Free Throw 1 of 2 (20 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
468,PT00M06.90S,2023-12-02T04:56:14.0Z,3,REGULAR,substitution,out,[],1629006,,,1610612743,91,94,2023-12-02T04:56:21Z,4650000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M06.90S,2023-12-02T04:56:14.0Z,3,REGULAR,substitution,out,[],1628966,,,1610612743,91,94,2023-12-02T04:56:21Z,4660000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M06.90S,2023-12-02T04:56:14.0Z,3,REGULAR,substitution,out,[],1631124,,,1610612743,91,94,2023-12-02T04:56:21Z,4670000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M06.90S,2023-12-02T04:56:14.0Z,3,REGULAR,substitution,in,[],1628960,,,1610612743,91,94,2023-12-02T04:56:21Z,4680000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M06.90S,2023-12-02T04:56:14.0Z,3,REGULAR,substitution,in,[],201142,,,1610612743,91,94,2023-12-02T04:56:21Z,4690000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT00M06.90S,2023-12-02T04:56:14.0Z,3,REGULAR,substitution,in,[],203484,,,1610612743,91,94,2023-12-02T04:56:21Z,4700000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT00M06.90S,2023-12-02T04:56:12.3Z,3,REGULAR,freethrow,2 of 2,[],202704,,,1610612743,91,94,2023-12-02T04:57:00Z,4710000,False,,,0,,MISS R. Jackson Free Throw 2 of 2,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
475,PT00M06.90S,2023-12-02T04:56:12.3Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612756,91,94,2023-12-02T04:57:00Z,4720000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,474.0,,,,,,,,3.0,3.0,0.0,,,
476,PT00M00.00S,2023-12-02T04:56:56.9Z,3,REGULAR,3pt,Jump Shot,[],201142,30.042706964520367,22.54901960784314,1610612756,91,94,2023-12-02T04:57:04Z,4730000,False,137.0,230.0,1,left,MISS K. Durant 26' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,26.78,Missed,,,,,,,,,,,,,,,,,,
477,PT00M00.00S,2023-12-02T04:57:00.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,91,94,2023-12-02T04:57:00Z,4740000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,476.0,,,,,,,,,,,,,
478,PT00M00.00S,2023-12-02T04:57:01.8Z,3,REGULAR,period,end,[],0,,,1610612756,91,94,2023-12-02T04:57:01Z,4750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2023-12-02T04:59:28.5Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,91,94,2023-12-02T05:00:16Z,4760000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2023-12-02T04:59:28.5Z,4,REGULAR,substitution,out,['startperiod'],203484,,,1610612756,91,94,2023-12-02T05:00:16Z,4770000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2023-12-02T04:59:28.5Z,4,REGULAR,substitution,in,['startperiod'],1629006,,,1610612756,91,94,2023-12-02T05:00:16Z,4780000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2023-12-02T04:59:28.5Z,4,REGULAR,substitution,in,['startperiod'],1631124,,,1610612756,91,94,2023-12-02T05:00:16Z,4790000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2023-12-02T05:00:35.0Z,4,REGULAR,period,start,[],0,,,1610612743,91,94,2023-12-02T05:00:35Z,4800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT11M42.00S,2023-12-02T05:00:51.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,91.14651773981603,39.705882352941174,1610612743,91,94,2023-12-02T05:00:57Z,4810000,False,-51.0,31.0,1,right,MISS R. Jackson 6' driving Layup - blocked,"[202704, 1629006]",1610612743.0,DEN,driving,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,Okogie,1629006.0,,,,,,
485,PT11M42.00S,2023-12-02T05:00:51.7Z,4,REGULAR,block,,[],1629006,,,1610612743,91,94,2023-12-02T05:00:53Z,4820000,False,,,0,,J. Okogie BLOCK (2 BLK),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
486,PT11M40.00S,2023-12-02T05:00:53.7Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612756,91,94,2023-12-02T05:00:57Z,4830000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:4),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,484.0,,,,,,,,4.0,4.0,0.0,,,
487,PT11M31.00S,2023-12-02T05:01:02.7Z,4,REGULAR,3pt,Jump Shot,[],201569,31.750985545335087,78.43137254901961,1610612756,91,94,2023-12-02T05:01:07Z,4840000,False,-142.0,246.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,28.41,Missed,,,,,,,,,,,,,,,,,,
488,PT11M28.00S,2023-12-02T05:01:05.7Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,91,94,2023-12-02T05:01:07Z,4850000,False,,,0,,J. Strawther REBOUND (Off:0 Def:2),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,,,,,,,487.0,,,,,,,,2.0,2.0,0.0,,,
489,PT11M09.00S,2023-12-02T05:01:26.4Z,4,REGULAR,turnover,out-of-bounds,[],201599,,,1610612743,91,94,2023-12-02T05:01:35Z,4860000,False,,,0,,D. Jordan bad pass out-of-bounds TURNOVER (2 TO),[201599],1610612743.0,DEN,bad pass,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,203592.0,,,,,,,,,,2.0,,
490,PT11M09.00S,2023-12-02T05:01:31.4Z,4,REGULAR,substitution,out,[],1631212,,,1610612756,91,94,2023-12-02T05:01:39Z,4870000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT11M09.00S,2023-12-02T05:01:31.4Z,4,REGULAR,substitution,in,[],1629008,,,1610612756,91,94,2023-12-02T05:01:39Z,4880000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT10M57.00S,2023-12-02T05:01:53.1Z,4,REGULAR,turnover,bad pass,[],201569,,,1610612756,91,94,2023-12-02T05:01:57Z,4890000,False,,,0,,E. Gordon bad pass TURNOVER (3 TO),"[201569, 1631128]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,3.0,Braun,1631128.0
493,PT10M57.00S,2023-12-02T05:01:53.1Z,4,REGULAR,steal,,[],1631128,,,1610612743,91,94,2023-12-02T05:05:28Z,4900000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
494,PT10M45.00S,2023-12-02T05:02:05.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631124,76.5604467805519,90.19607843137256,1610612743,91,94,2023-12-02T05:02:10Z,4910000,False,201.0,168.0,1,right,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
495,PT10M41.00S,2023-12-02T05:02:09.3Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612756,91,94,2023-12-02T05:02:10Z,4920000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:5),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,,,,,494.0,,,,,,,,5.0,5.0,0.0,,,
496,PT10M35.00S,2023-12-02T05:02:14.7Z,4,REGULAR,3pt,Jump Shot,[],1628960,31.488173455978973,12.009803921568627,1610612756,94,94,2023-12-02T05:02:20Z,4930000,False,190.0,243.0,1,left,G. Allen 30' 3PT pullup (11 PTS) (E. Gordon 3 AST),"[1628960, 201569]",1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,30.89,Made,11.0,E. Gordon,201569.0,3.0,,,,,,,,,,,,,,
498,PT10M33.00S,2023-12-02T05:02:20.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,94,94,2023-12-02T05:02:20Z,4950000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT10M33.00S,2023-12-02T05:05:24.3Z,4,REGULAR,substitution,out,[],202704,,,1610612743,94,94,2023-12-02T05:05:38Z,4960000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT10M33.00S,2023-12-02T05:05:24.3Z,4,REGULAR,substitution,in,[],203200,,,1610612743,94,94,2023-12-02T05:05:38Z,4970000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT10M18.00S,2023-12-02T05:06:02.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,86.67871222076215,49.26470588235294,1610612743,94,96,2023-12-02T05:06:13Z,4980000,False,-4.0,73.0,1,right,M. Porter Jr. 7' driving floating Jump Shot (12 PTS) (J. Holiday 4 AST),"[1629008, 203200]",1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.28,Made,12.0,J. Holiday,203200.0,4.0,,,,,,,,,,,,,,
502,PT10M02.00S,2023-12-02T05:06:18.8Z,4,REGULAR,3pt,Jump Shot,[],1628960,16.770696452036795,96.32352941176471,1610612756,94,96,2023-12-02T05:06:22Z,4990000,False,-232.0,105.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
503,PT10M00.00S,2023-12-02T05:06:20.8Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,94,96,2023-12-02T05:06:22Z,5000000,False,,,0,,J. Strawther REBOUND (Off:0 Def:3),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,,,,,,,502.0,,,,,,,,3.0,3.0,0.0,,,
505,PT09M41.00S,2023-12-02T05:06:51.8Z,4,REGULAR,2pt,Jump Shot,[],1631128,93.11760840998686,29.65686274509804,1610612743,94,96,2023-12-02T05:06:58Z,5020000,False,-102.0,12.0,1,right,MISS C. Braun 10' driving floating bank Shot,[1631128],1610612743.0,DEN,driving floating bank,,,Braun,C. Braun,,,,,Mid-Range,8-16 Left,10.24,Missed,,,,,,,,,,,,,,,,,,
506,PT09M39.00S,2023-12-02T05:06:53.8Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612756,94,96,2023-12-02T05:06:58Z,5030000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:6),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Left,,,,,,,505.0,,,,,,,,6.0,6.0,0.0,,,
507,PT09M25.00S,2023-12-02T05:07:07.5Z,4,REGULAR,3pt,Jump Shot,[],1628960,30.17411300919842,71.32352941176471,1610612756,94,96,2023-12-02T05:07:12Z,5040000,False,-107.0,231.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
508,PT09M21.00S,2023-12-02T05:07:11.5Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,94,96,2023-12-02T05:07:12Z,5050000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,,507.0,,,,,,,,3.0,3.0,0.0,,,
509,PT09M14.00S,2023-12-02T05:07:19.5Z,4,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612743,94,96,2023-12-02T05:07:25Z,5060000,False,,,0,,M. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629008],1610612743.0,DEN,bad pass,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,1830.0,,,,,,,,,,1.0,,
510,PT09M01.00S,2023-12-02T05:07:38.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629006,25.837713534822605,87.74509803921569,1610612756,94,96,2023-12-02T05:07:41Z,5070000,False,-189.0,190.0,1,left,MISS J. Okogie 26' 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
511,PT09M01.00S,2023-12-02T05:07:38.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,94,96,2023-12-02T05:07:41Z,5080000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,510.0,,,,,,,,,,,,,
513,PT08M49.00S,2023-12-02T05:08:02.5Z,4,REGULAR,2pt,Jump Shot,[],1629008,77.87450722733246,78.18627450980392,1610612743,94,96,2023-12-02T05:08:08Z,5100000,False,141.0,155.0,1,right,MISS M. Porter Jr. 20' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,20.98,Missed,,,,,,,,,,,,,,,,,,
514,PT08M44.00S,2023-12-02T05:08:07.5Z,4,REGULAR,rebound,offensive,[],1631128,,,1610612743,94,96,2023-12-02T05:08:08Z,5110000,False,,,0,,C. Braun REBOUND (Off:1 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Right Center,,,,,,,513.0,,,,,,,,4.0,3.0,1.0,,,
515,PT08M44.00S,2023-12-02T05:08:07.4Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631128,94.40999984741211,50.0,1610612743,94,98,2023-12-02T05:08:12Z,5120000,False,0.0,0.0,1,right,C. Braun tip DUNK (8 PTS),[1631128],1610612743.0,DEN,tip,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
516,PT08M32.00S,2023-12-02T05:08:20.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,7.703679369250986,50.49019607843137,1610612756,96,98,2023-12-02T05:08:25Z,5130000,False,-2.0,20.0,1,left,G. Allen driving Layup (13 PTS),[1628960],1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2.01,Made,13.0,,,,,,,,,,,,,,,,,
517,PT08M12.00S,2023-12-02T05:08:40.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631128,87.59855453350855,50.49019607843137,1610612743,96,98,2023-12-02T05:09:02Z,5140000,False,2.0,64.0,1,right,MISS C. Braun 6' driving floating Shot - blocked,"[1631128, 1629642]",1610612743.0,DEN,driving floating,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,Little,1629642.0,,,,,,
522,PT08M12.00S,2023-12-02T05:08:40.5Z,4,REGULAR,block,,[],1629642,,,1610612743,96,98,2023-12-02T06:27:09Z,5145000,False,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
