actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
180,PT08M57.00S,2023-12-02T03:51:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,92.19776609724047,45.83333333333333,1610612756,37,49,2023-12-02T03:54:59Z,1790000,False,-21.0,21.0,1,right,MISS G. Allen driving finger roll Layup,[1628960],1610612756.0,PHX,driving finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
181,PT08M57.00S,2023-12-02T03:51:39.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,37,49,2023-12-02T03:51:45Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,180.0,,,,,,,,,,,,,
182,PT08M57.00S,2023-12-02T03:51:42.2Z,2,REGULAR,foul,personal,[],202704,,,1610612756,37,49,2023-12-02T03:51:54Z,1810000,False,,,0,,R. Jackson loose ball personal FOUL (2 PF),"[202704, 1629234]",1610612743.0,DEN,loose ball,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,2.0,0.0,Eubanks,1629234.0,,,,,,,,
184,PT08M57.00S,2023-12-02T03:51:50.9Z,2,REGULAR,substitution,out,[],201569,,,1610612756,37,49,2023-12-02T03:51:53Z,1830000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M57.00S,2023-12-02T03:51:50.9Z,2,REGULAR,substitution,in,[],1630692,,,1610612756,37,49,2023-12-02T03:51:53Z,1840000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M45.00S,2023-12-02T03:52:14.8Z,2,REGULAR,turnover,out-of-bounds,[],1629006,,,1610612756,37,49,2023-12-02T03:52:21Z,1850000,False,,,0,,J. Okogie bad pass out-of-bounds TURNOVER (1 TO),[1629006],1610612756.0,PHX,bad pass,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202026.0,,,,,,,,,,1.0,,
187,PT08M34.00S,2023-12-02T03:52:40.3Z,2,REGULAR,foul,personal,[],1629006,,,1610612743,37,49,2023-12-02T03:52:53Z,1860000,False,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 202704]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,,1830.0,1.0,0.0,Jackson,202704.0,,,,,,,,
189,PT08M30.00S,2023-12-02T03:53:01.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631124,25.706307490144546,88.48039215686273,1610612743,37,49,2023-12-02T03:53:07Z,1880000,False,-192.0,189.0,1,left,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
190,PT08M26.00S,2023-12-02T03:53:05.4Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612756,37,49,2023-12-02T03:53:07Z,1890000,False,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Left Center,,,,,,,189.0,,,,,,,,1.0,1.0,0.0,,,
191,PT08M12.00S,2023-12-02T03:53:18.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629006,91.14651773981603,59.80392156862745,1610612756,39,49,2023-12-02T03:53:24Z,1900000,False,49.0,31.0,1,right,J. Okogie driving floating bank Jump Shot (7 PTS) (D. Eubanks 1 AST),"[1629006, 1629234]",1610612756.0,PHX,driving floating bank,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,5.78,Made,7.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,,,,
193,PT08M01.00S,2023-12-02T03:53:30.2Z,2,REGULAR,3pt,Jump Shot,[],202704,25.18068331143233,87.25490196078431,1610612743,39,49,2023-12-02T03:53:34Z,1920000,False,-186.0,184.0,1,left,MISS R. Jackson 26' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
194,PT07M58.00S,2023-12-02T03:53:33.2Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612756,39,49,2023-12-02T03:53:34Z,1930000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,,,193.0,,,,,,,,2.0,2.0,0.0,,,
195,PT07M44.00S,2023-12-02T03:53:46.0Z,2,REGULAR,2pt,Jump Shot,[],1630692,84.83902759526939,29.166666666666668,1610612756,39,49,2023-12-02T03:53:51Z,1940000,False,-104.0,90.0,1,right,MISS J. Goodwin 13' step back Shot,[1630692],1610612756.0,PHX,step back,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Left,13.77,Missed,,,,,,,,,,,,,,,,,,
196,PT07M43.00S,2023-12-02T03:53:47.0Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,39,49,2023-12-02T03:53:51Z,1950000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,,,195.0,,,,,,,,1.0,1.0,0.0,,,
197,PT07M36.00S,2023-12-02T03:53:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,10.200394218134035,57.84313725490197,1610612743,39,51,2023-12-02T03:53:57Z,1960000,False,-39.0,43.0,1,left,C. Braun Layup (4 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,5.85,Made,4.0,,,,,,,,,,,,,,,,,
198,PT07M31.00S,2023-12-02T03:54:03.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,39,51,2023-12-02T03:54:03Z,1970000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,out,[],1629006,,,1610612756,39,51,2023-12-02T03:57:14Z,1980000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,out,[],1629002,,,1610612756,39,51,2023-12-02T03:57:14Z,1990000,False,,,0,,SUB out: C. Metu,[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,out,[],1629234,,,1610612756,39,51,2023-12-02T03:57:14Z,2000000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,out,[],1631128,,,1610612756,39,51,2023-12-02T03:57:14Z,2010000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,out,[],201599,,,1610612756,39,51,2023-12-02T03:57:14Z,2020000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,out,[],202704,,,1610612756,39,51,2023-12-02T03:57:14Z,2030000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,out,[],203200,,,1610612756,39,51,2023-12-02T03:57:14Z,2040000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,in,[],201142,,,1610612756,39,51,2023-12-02T03:57:14Z,2050000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,in,[],203994,,,1610612756,39,51,2023-12-02T03:57:14Z,2060000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,in,[],1628966,,,1610612756,39,51,2023-12-02T03:57:14Z,2070000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,in,[],1629008,,,1610612756,39,51,2023-12-02T03:57:14Z,2080000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,in,[],203484,,,1610612756,39,51,2023-12-02T03:57:14Z,2090000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,in,[],1631212,,,1610612756,39,51,2023-12-02T03:57:14Z,2100000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M31.00S,2023-12-02T03:56:54.2Z,2,REGULAR,substitution,in,[],203999,,,1610612756,39,51,2023-12-02T03:57:14Z,2110000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M25.00S,2023-12-02T03:57:39.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,93.11760840998686,51.470588235294116,1610612756,41,51,2023-12-02T03:57:43Z,2120000,False,7.0,12.0,1,right,J. Nurkic cutting DUNK (11 PTS) (K. Durant 3 AST),"[203994, 201142]",1610612756.0,PHX,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.43,Made,11.0,K. Durant,201142.0,3.0,,,,,,,,,,,,,,
215,PT07M08.00S,2023-12-02T03:57:55.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,6.389618922470433,50.0,1610612743,41,53,2023-12-02T03:57:59Z,2140000,False,0.0,8.0,1,left,P. Watson cutting DUNK (2 PTS) (N. Jokic 6 AST),"[1631212, 203999]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,0.76,Made,2.0,N. Jokic,203999.0,6.0,,,,,,,,,,,,,,
217,PT06M49.00S,2023-12-02T03:58:14.3Z,2,REGULAR,2pt,Jump Shot,[],201142,78.53153745072274,47.794117647058826,1610612756,41,53,2023-12-02T03:58:19Z,2160000,False,-11.0,149.0,1,right,MISS K. Durant 14' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,14.97,Missed,,,,,,,,,,,,,,,,,,
218,PT06M48.00S,2023-12-02T03:58:15.3Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,41,53,2023-12-02T03:58:19Z,2170000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Center,,,,,,,217.0,,,,,,,,1.0,1.0,0.0,,,
219,PT06M37.00S,2023-12-02T03:58:26.9Z,2,REGULAR,3pt,Jump Shot,[],1631124,32.53942181340342,50.73529411764706,1610612743,41,56,2023-12-02T03:58:33Z,2180000,False,-4.0,253.0,1,left,J. Strawther 25' 3PT pullup (8 PTS) (N. Jokic 7 AST),"[1631124, 203999]",1610612743.0,DEN,pullup,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,25.34,Made,8.0,N. Jokic,203999.0,7.0,,,,,,,,,,,,,,
221,PT06M12.00S,2023-12-02T03:58:53.6Z,2,REGULAR,foul,personal,['2freethrow'],1631124,,,1610612756,41,56,2023-12-02T03:59:04Z,2200000,False,,,0,,J. Strawther shooting personal FOUL (2 PF) (Bates-Diop 2 FT),"[1631124, 1628966]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203592.0,2.0,0.0,Bates-Diop,1628966.0,,,,,,,,
223,PT06M12.00S,2023-12-02T03:59:28.3Z,2,REGULAR,freethrow,1 of 2,[],1628966,,,1610612756,42,56,2023-12-02T03:59:28Z,2220000,False,,,0,,K. Bates-Diop Free Throw 1 of 2 (1 PTS),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
224,PT06M12.00S,2023-12-02T03:59:29.1Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,42,56,2023-12-02T03:59:33Z,2230000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M12.00S,2023-12-02T03:59:29.1Z,2,REGULAR,substitution,in,[],201569,,,1610612756,42,56,2023-12-02T03:59:33Z,2240000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M12.00S,2023-12-02T03:59:46.3Z,2,REGULAR,freethrow,2 of 2,[],1628966,,,1610612756,43,56,2023-12-02T03:59:46Z,2250000,False,,,0,,K. Bates-Diop Free Throw 2 of 2 (2 PTS),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
228,PT06M00.00S,2023-12-02T04:00:00.5Z,2,REGULAR,2pt,Jump Shot,[],203484,22.552562417871222,47.549019607843135,1610612743,43,58,2023-12-02T04:00:05Z,2270000,False,12.0,159.0,1,left,K. Caldwell-Pope 16' pullup Jump Shot (9 PTS) (N. Jokic 8 AST),"[203484, 203999]",1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Center,16.0,Made,9.0,N. Jokic,203999.0,8.0,,,,,,,,,,,,,,
230,PT05M48.00S,2023-12-02T04:00:16.7Z,2,REGULAR,foul,personal,[],1631212,,,1610612756,43,58,2023-12-02T04:00:25Z,2290000,False,,,0,,P. Watson personal FOUL (1 PF),"[1631212, 201142]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Left Center,,,,,,,,1830.0,1.0,0.0,Durant,201142.0,,,,,,,,
232,PT05M41.00S,2023-12-02T04:01:01.3Z,2,REGULAR,jumpball,recovered,[],203994,,,1610612756,43,58,2023-12-02T04:01:01Z,2310000,False,,,0,,Jump Ball K. Durant vs. P. Watson: Tip to J. Nurkic,"[203994, 201142, 1631212]",1610612756.0,PHX,heldball,J. Nurkic,203994.0,Nurkic,J. Nurkic,Durant,201142.0,Watson,1631212.0,,,,,,,,,,,,,,,,,,,,,,
235,PT05M36.00S,2023-12-02T04:01:06.7Z,2,REGULAR,2pt,Jump Shot,[],201142,74.72076215505913,54.90196078431373,1610612756,43,58,2023-12-02T04:01:11Z,2340000,False,25.0,185.0,1,right,MISS K. Durant 18' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,18.67,Missed,,,,,,,,,,,,,,,,,,
236,PT05M33.00S,2023-12-02T04:01:09.7Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,43,58,2023-12-02T04:01:11Z,2350000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Center,,,,,,,235.0,,,,,,,,2.0,2.0,0.0,,,
237,PT05M18.00S,2023-12-02T04:01:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,13.87976346911958,41.42156862745098,1610612743,43,60,2023-12-02T04:01:31Z,2360000,False,43.0,78.0,1,left,P. Watson 8' driving floating Jump Shot (4 PTS),[1631212],1610612743.0,DEN,driving floating,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,8.9,Made,4.0,,,,,,,,,,,,,,,,,
238,PT04M56.00S,2023-12-02T04:01:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.72339027595268,51.71568627450981,1610612756,45,60,2023-12-02T04:01:49Z,2370000,False,9.0,16.0,1,right,J. Nurkic reverse Layup (13 PTS),[203994],1610612756.0,PHX,reverse,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.81,Made,13.0,,,,,,,,,,,,,,,,,
240,PT04M45.00S,2023-12-02T04:01:57.4Z,2,REGULAR,3pt,Jump Shot,[],1631124,29.517082785808146,25.98039215686275,1610612743,45,60,2023-12-02T04:02:01Z,2390000,False,120.0,225.0,1,left,MISS J. Strawther 25' pullup 3PT,[1631124],1610612743.0,DEN,pullup,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
241,PT04M43.00S,2023-12-02T04:01:59.4Z,2,REGULAR,rebound,defensive,[],201569,,,1610612756,45,60,2023-12-02T04:01:59Z,2400000,False,,,0,,E. Gordon REBOUND (Off:1 Def:1),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,240.0,,,,,,,,2.0,1.0,1.0,,,
242,PT04M38.00S,2023-12-02T04:02:08.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612756,45,60,2023-12-02T04:03:13Z,2410000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Bates-Diop 2 FT),"[203999, 1628966]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,1.0,0.0,Bates-Diop,1628966.0,,,,,,,,
244,PT04M38.00S,2023-12-02T04:02:35.8Z,2,REGULAR,freethrow,1 of 2,[],1628966,,,1610612756,46,60,2023-12-02T04:02:35Z,2430000,False,,,0,,K. Bates-Diop Free Throw 1 of 2 (3 PTS),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
245,PT04M38.00S,2023-12-02T04:02:36.7Z,2,REGULAR,substitution,out,[],1630692,,,1610612756,46,60,2023-12-02T04:02:38Z,2440000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M38.00S,2023-12-02T04:02:36.7Z,2,REGULAR,substitution,in,[],1629642,,,1610612756,46,60,2023-12-02T04:02:38Z,2450000,False,,,0,,SUB in: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M38.00S,2023-12-02T04:02:42.5Z,2,REGULAR,substitution,out,[],1631124,,,1610612756,46,60,2023-12-02T04:02:44Z,2460000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M38.00S,2023-12-02T04:02:42.5Z,2,REGULAR,substitution,in,[],202704,,,1610612756,46,60,2023-12-02T04:02:44Z,2470000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M38.00S,2023-12-02T04:02:57.5Z,2,REGULAR,freethrow,2 of 2,[],1628966,,,1610612756,47,60,2023-12-02T04:02:57Z,2480000,False,,,0,,K. Bates-Diop Free Throw 2 of 2 (4 PTS),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
250,PT04M22.00S,2023-12-02T04:03:19.7Z,2,REGULAR,foul,personal,[],203994,,,1610612743,47,60,2023-12-02T04:03:35Z,2490000,False,,,0,,J. Nurkic personal FOUL (2 PF),"[203994, 203999]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,203592.0,2.0,0.0,Jokic,203999.0,,,,,,,,
252,PT04M15.00S,2023-12-02T04:03:39.3Z,2,REGULAR,3pt,Jump Shot,[],202704,32.40801576872536,30.392156862745097,1610612743,47,63,2023-12-02T04:03:43Z,2510000,False,98.0,252.0,1,left,R. Jackson 27' 3PT  (12 PTS) (N. Jokic 9 AST),"[202704, 203999]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,27.05,Made,12.0,N. Jokic,203999.0,9.0,,,,,,,,,,,,,,
255,PT03M53.00S,2023-12-02T04:04:12.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631212,,,1610612756,47,63,2023-12-02T04:04:32Z,2540000,False,,,0,,P. Watson shooting personal FOUL (2 PF) (Durant 2 FT),"[1631212, 201142]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Mid-Range,8-16 Left,,,,,,,,203592.0,2.0,0.0,Durant,201142.0,,,,,,,,
257,PT03M53.00S,2023-12-02T04:04:41.7Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,48,63,2023-12-02T04:05:12Z,2560000,False,,,0,,K. Durant Free Throw 1 of 2 (13 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
258,PT03M53.00S,2023-12-02T04:04:41.7Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,49,63,2023-12-02T04:05:12Z,2570000,False,,,0,,K. Durant Free Throw 2 of 2 (14 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
259,PT03M29.00S,2023-12-02T04:05:22.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,5.469776609724048,51.225490196078425,1610612743,49,65,2023-12-02T04:05:28Z,2580000,False,-6.0,-1.0,1,left,P. Watson cutting DUNK (6 PTS) (N. Jokic 10 AST),"[1631212, 203999]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,0.62,Made,6.0,N. Jokic,203999.0,10.0,,,,,,,,,,,,,,
261,PT03M13.00S,2023-12-02T04:05:38.3Z,2,REGULAR,2pt,Jump Shot,[],201142,84.70762155059133,70.83333333333334,1610612756,49,65,2023-12-02T04:05:43Z,2600000,False,104.0,91.0,1,right,MISS K. Durant 13' fadeaway Shot,[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,13.85,Missed,,,,,,,,,,,,,,,,,,
262,PT03M11.00S,2023-12-02T04:05:40.3Z,2,REGULAR,rebound,offensive,[],203994,,,1610612756,49,65,2023-12-02T04:07:01Z,2610000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,,,,,261.0,,,,,,,,1.0,0.0,1.0,,,
264,PT03M04.00S,2023-12-02T04:06:05.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,84.31340341655716,56.86274509803921,1610612756,51,65,2023-12-02T04:06:12Z,2630000,False,34.0,95.0,1,right,K. Durant 10' pullup Jump Shot (16 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,10.1,Made,16.0,,,,,,,,,,,,,,,,,
266,PT02M47.00S,2023-12-02T04:06:22.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,7.5722733245729295,47.794117647058826,1610612743,51,67,2023-12-02T04:08:28Z,2640000,False,11.0,19.0,1,left,R. Jackson driving finger roll Layup (14 PTS),[202704],1610612743.0,DEN,driving finger roll,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,2.17,Made,14.0,,,,,,,,,,,,,,,,,
267,PT02M47.00S,2023-12-02T04:06:26.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,51,67,2023-12-02T04:06:26Z,2650000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M47.00S,2023-12-02T04:07:09.4Z,2,REGULAR,substitution,out,[],1628966,,,1610612756,51,67,2023-12-02T04:09:49Z,2660000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M47.00S,2023-12-02T04:07:09.4Z,2,REGULAR,substitution,out,[],1629642,,,1610612756,51,67,2023-12-02T04:09:49Z,2670000,False,,,0,,SUB out: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M47.00S,2023-12-02T04:07:09.4Z,2,REGULAR,substitution,in,[],1629006,,,1610612756,51,67,2023-12-02T04:09:49Z,2680000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M47.00S,2023-12-02T04:07:09.4Z,2,REGULAR,substitution,in,[],1628960,,,1610612756,51,67,2023-12-02T04:09:49Z,2690000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M25.00S,2023-12-02T04:10:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,90.75229960578186,56.61764705882353,1610612756,51,67,2023-12-02T04:10:31Z,2700000,False,33.0,34.0,1,right,MISS J. Nurkic Layup,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,4.77,Missed,,,,,,,,,,,,,,,,,,
