actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
164,PT11M11.00S,2024-02-07T03:38:00.3Z,2,REGULAR,2pt,Jump Shot,[],1626171,10.430354796320628,73.52941176470588,1610612749,24,23,2024-02-07T03:38:03Z,1630000,False,-118.0,46.0,1,left,MISS B. Portis 12' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,12.61,Missed,,,,,,,,,,,,,,,,,,
165,PT11M09.00S,2024-02-07T03:38:02.3Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612756,24,23,2024-02-07T03:38:03Z,1640000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,
166,PT10M58.00S,2024-02-07T03:38:14.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,85.85742444152432,39.950980392156865,1610612756,24,23,2024-02-07T03:46:39Z,1650000,False,-50.0,80.0,1,right,MISS E. Gordon 9' turnaround Shot - blocked,"[201569, 1626171]",1610612756.0,PHX,turnaround,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,9.48,Missed,,,,,,,,,,,,,,,,,Portis,1626171.0
182,PT10M58.00S,2024-02-07T03:38:14.5Z,2,REGULAR,block,,[],1626171,,,1610612756,24,23,2024-02-07T03:40:54Z,1655000,False,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
167,PT10M56.00S,2024-02-07T03:38:16.5Z,2,REGULAR,rebound,defensive,[],203109,,,1610612749,24,23,2024-02-07T03:46:39Z,1660000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),8-16 Center,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,
206,PT10M55.00S,2024-02-07T03:38:19.0Z,2,REGULAR,turnover,lost ball,[],203109,,,1610612749,24,23,2024-02-07T03:47:05Z,1665000,False,,,0,,J. Crowder lost ball TURNOVER (1 TO),"[203109, 203078]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Beal,203078.0,,,,,,,,,
207,PT10M55.00S,2024-02-07T03:38:19.0Z,2,REGULAR,steal,,[],203078,,,1610612756,24,23,2024-02-07T03:47:05Z,1667500,False,,,0,,B. Beal STEAL (1 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
169,PT10M46.00S,2024-02-07T03:39:13.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203078,86.90867279894876,47.30392156862745,1610612756,26,23,2024-02-07T03:47:05Z,1680000,False,-13.0,71.0,1,right,B. Beal 7' pullup Jump Shot (4 PTS),[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,7.19,Made,,,,,4.0,,,,,,,,,,,,,
170,PT10M46.00S,2024-02-07T03:39:17.3Z,2,REGULAR,foul,personal,['1freethrow'],1626166,,,1610612756,26,23,2024-02-07T03:39:35Z,1690000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (Beal 1 FT),"[1626166, 203078]",1610612749.0,MIL,shooting,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,,,,,,,1.0,0.0,Beal,203078.0,,
172,PT10M46.00S,2024-02-07T03:39:37.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203078,,,1610612756,27,23,2024-02-07T03:47:05Z,1710000,False,,,0,,B. Beal Free Throw 1 of 1 (5 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
173,PT10M37.00S,2024-02-07T03:39:47.4Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612749,27,23,2024-02-07T03:39:51Z,1720000,False,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 1629234]",1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Eubanks,1629234.0,,,,,,,,,
174,PT10M37.00S,2024-02-07T03:39:47.4Z,2,REGULAR,steal,,[],1629234,,,1610612756,27,23,2024-02-07T03:39:49Z,1730000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
175,PT10M28.00S,2024-02-07T03:39:56.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201142,88.2227332457293,29.90196078431373,1610612756,27,23,2024-02-07T03:40:01Z,1740000,False,-100.0,58.0,1,right,MISS K. Durant 11' driving floating Shot,[201142],1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,11.61,Missed,,,,,,,,,,,,,,,,,,
176,PT10M26.00S,2024-02-07T03:39:58.6Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,27,23,2024-02-07T03:40:01Z,1750000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,175.0,5.0,2.0,3.0,,,,,,,,,,,,,,
177,PT10M21.00S,2024-02-07T03:40:03.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631260,7.933639947437584,97.79411764705883,1610612749,27,23,2024-02-07T03:40:11Z,1760000,False,-239.0,22.0,1,left,MISS A. Green 24' running 3PT - blocked,"[1631260, 1629626]",1610612749.0,MIL,running,,,Green,A. Green,,,,,Left Corner 3,24+ Left,24.0,Missed,,,,,,,,,,,,,,,,,Bol,1629626.0
178,PT10M21.00S,2024-02-07T03:40:03.6Z,2,REGULAR,block,,[],1629626,,,1610612749,27,23,2024-02-07T03:40:05Z,1770000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
179,PT10M20.00S,2024-02-07T03:40:04.6Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,27,23,2024-02-07T03:40:11Z,1780000,False,,,0,,B. Beal REBOUND (Off:1 Def:4),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,177.0,5.0,4.0,1.0,,,,,,,,,,,,,,
180,PT10M08.00S,2024-02-07T03:40:16.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,85.20039421813404,62.99019607843137,1610612756,29,23,2024-02-07T03:42:00Z,1790000,False,65.0,87.0,1,right,B. Beal 10' turnaround fadeaway Jump Shot (7 PTS),[203078],1610612756.0,PHX,turnaround fadeaway,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Right,10.83,Made,,,,,7.0,,,,,,,,,,,,,
181,PT10M08.00S,2024-02-07T03:40:20.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,29,23,2024-02-07T03:40:20Z,1800000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M53.00S,2024-02-07T03:44:01.9Z,2,REGULAR,2pt,Jump Shot,[],203507,25.279237844940866,69.6078431372549,1610612749,29,23,2024-02-07T03:44:06Z,1810000,False,-98.0,185.0,1,left,MISS G. Antetokounmpo 20' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,20.94,Missed,,,,,,,,,,,,,,,,,,
184,PT09M50.00S,2024-02-07T03:44:04.9Z,2,REGULAR,rebound,defensive,[],201569,,,1610612756,29,23,2024-02-07T03:44:06Z,1820000,False,,,0,,E. Gordon REBOUND (Off:0 Def:3),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Left Center,,,183.0,3.0,3.0,0.0,,,,,,,,,,,,,,
185,PT09M33.00S,2024-02-07T03:44:23.0Z,2,REGULAR,turnover,out-of-bounds,[],201142,,,1610612756,29,23,2024-02-07T03:44:30Z,1830000,False,,,0,,K. Durant bad pass out-of-bounds TURNOVER (1 TO),[201142],1610612756.0,PHX,bad pass,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628954.0,1.0,,,,,,,,,,,
186,PT09M18.00S,2024-02-07T03:44:44.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626166,12.401445466491452,58.82352941176471,1610612749,29,23,2024-02-07T03:44:48Z,1840000,False,-44.0,64.0,1,left,MISS C. Payne 7' driving floating Shot,[1626166],1610612749.0,MIL,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,,,,,,,,,,,,,,,,,,
187,PT09M16.00S,2024-02-07T03:44:46.9Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612756,29,23,2024-02-07T03:44:48Z,1850000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,
188,PT09M02.00S,2024-02-07T03:45:00.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,89.4053876478318,53.92156862745098,1610612756,29,23,2024-02-07T03:48:43Z,1860000,False,20.0,47.0,1,right,MISS D. Eubanks driving Hook,[1629234],1610612756.0,PHX,driving,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,,,,,,,,,,,,,,,,,
189,PT09M01.00S,2024-02-07T03:45:01.5Z,2,REGULAR,rebound,defensive,[],203109,,,1610612749,29,23,2024-02-07T03:45:03Z,1870000,False,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,,
190,PT08M50.00S,2024-02-07T03:45:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,7.802233902759525,57.1078431372549,1610612749,29,23,2024-02-07T03:45:19Z,1880000,False,-36.0,21.0,1,left,MISS J. Crowder driving floating Shot,[203109],1610612749.0,MIL,driving floating,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
191,PT08M47.00S,2024-02-07T03:45:15.5Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,29,23,2024-02-07T03:45:28Z,1890000,False,,,0,,B. Portis REBOUND (Off:1 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,190.0,5.0,4.0,1.0,,,,,,,,,,,,,,
192,PT08M46.00S,2024-02-07T03:45:15.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203109,6.093955321944804,52.205882352941174,1610612749,29,25,2024-02-07T03:45:49Z,1900000,False,-11.0,5.0,1,left,J. Crowder Layup (2 PTS) (B. Portis 1 AST),"[203109, 1626171]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,2.0,,,,,B. Portis,1626171.0,1.0,,,,,,
194,PT08M24.00S,2024-02-07T03:45:37.7Z,2,REGULAR,3pt,Jump Shot,[],203078,66.80354796320631,65.19607843137254,1610612756,29,25,2024-02-07T03:45:45Z,1920000,False,76.0,260.0,1,right,MISS B. Beal 27' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,27.04,Missed,,,,,,,,,,,,,,,,,,
195,PT08M22.00S,2024-02-07T03:45:39.7Z,2,REGULAR,rebound,defensive,[],203109,,,1610612749,29,25,2024-02-07T03:45:45Z,1930000,False,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Center,,,194.0,3.0,3.0,0.0,,,,,,,,,,,,,,
196,PT08M16.00S,2024-02-07T03:45:48.9Z,2,REGULAR,foul,personal,['2freethrow'],1629626,,,1610612749,29,25,2024-02-07T03:45:59Z,1940000,False,,,0,,B. Bol shooting personal FOUL (1 PF) (Crowder 2 FT),"[1629626, 203109]",1610612756.0,PHX,shooting,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,,,,2882.0,,,,,,,1.0,0.0,Crowder,203109.0,,
199,PT08M16.00S,2024-02-07T03:46:19.4Z,2,REGULAR,substitution,out,[],1629626,,,1610612749,29,25,2024-02-07T03:46:30Z,1970000,False,,,0,,SUB out: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M16.00S,2024-02-07T03:46:19.4Z,2,REGULAR,substitution,out,[],201569,,,1610612749,29,25,2024-02-07T03:46:30Z,1980000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M16.00S,2024-02-07T03:46:19.4Z,2,REGULAR,substitution,out,[],1631260,,,1610612749,29,25,2024-02-07T03:46:30Z,1990000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M16.00S,2024-02-07T03:46:19.4Z,2,REGULAR,substitution,in,[],1629006,,,1610612749,29,25,2024-02-07T03:46:30Z,2000000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M16.00S,2024-02-07T03:46:19.4Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,29,25,2024-02-07T03:46:30Z,2010000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M16.00S,2024-02-07T03:46:19.4Z,2,REGULAR,substitution,in,[],1627736,,,1610612749,29,25,2024-02-07T03:46:30Z,2020000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M16.00S,2024-02-07T03:46:19.8Z,2,REGULAR,freethrow,1 of 2,[],203109,,,1610612749,29,26,2024-02-07T04:08:55Z,2022500,False,,,0,,J. Crowder Free Throw 1 of 2 (3 PTS),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
205,PT08M16.00S,2024-02-07T03:46:19.8Z,2,REGULAR,freethrow,2 of 2,[],203109,,,1610612749,29,27,2024-02-07T04:08:55Z,2023750,False,,,0,,J. Crowder Free Throw 2 of 2 (4 PTS),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
317,PT08M00.00S,2024-02-07T03:46:19.9Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612756,29,27,2024-02-07T04:09:01Z,2025000,False,,,0,,K. Durant lost ball TURNOVER (2 TO),"[201142, 1626166]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,Payne,1626166.0,,,,,,,,,
318,PT08M00.00S,2024-02-07T03:46:19.9Z,2,REGULAR,steal,,[],1626166,,,1610612749,29,27,2024-02-07T04:05:50Z,2027500,False,,,0,,C. Payne STEAL (1 STL),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
211,PT07M55.00S,2024-02-07T03:47:12.5Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627736,6.4881734559789805,97.05882352941177,1610612749,29,27,2024-02-07T04:05:50Z,2070000,False,-235.0,8.0,1,left,MISS M. Beasley running 3PT,[1627736],1610612749.0,MIL,running,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
212,PT07M54.00S,2024-02-07T03:47:13.5Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,29,27,2024-02-07T03:53:58Z,2080000,False,,,0,,B. Portis REBOUND (Off:2 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,,,211.0,6.0,4.0,2.0,,,,,,,,,,,,,,
213,PT07M54.00S,2024-02-07T03:47:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1626171,7.013797634691201,50.73529411764706,1610612749,29,27,2024-02-07T04:05:50Z,2090000,False,-4.0,13.0,1,left,MISS B. Portis tip Layup,[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
214,PT07M53.00S,2024-02-07T03:47:19.6Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,29,27,2024-02-07T03:54:51Z,2100000,False,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,213.0,6.0,2.0,4.0,,,,,,,,,,,,,,
215,PT07M53.00S,2024-02-07T03:47:21.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",203507,8.327858081471746,55.3921568627451,1610612749,29,29,2024-02-07T04:05:50Z,2102500,False,-27.0,26.0,1,left,G. Antetokounmpo tip Layup (6 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,6.0,,,,,,,,,,,,,
216,PT07M50.00S,2024-02-07T03:47:24.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,29,29,2024-02-07T03:54:58Z,2105000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M50.00S,2024-02-07T03:50:31.6Z,2,REGULAR,substitution,out,[],1629234,,,1610612756,29,29,2024-02-07T03:50:49Z,2130000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M50.00S,2024-02-07T03:50:31.6Z,2,REGULAR,substitution,in,[],203994,,,1610612756,29,29,2024-02-07T03:50:49Z,2140000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M33.00S,2024-02-07T03:51:06.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,85.46320630749014,47.79411764705882,1610612756,31,29,2024-02-07T03:55:24Z,2150000,False,-11.0,84.0,1,right,K. Durant 8' pullup Jump Shot (8 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,8.48,Made,,,,,8.0,,,,,,,,,,,,,
220,PT07M16.00S,2024-02-07T03:51:24.0Z,2,REGULAR,3pt,Jump Shot,[],1627736,4.517082785808142,3.67647058823529,1610612749,31,29,2024-02-07T03:51:30Z,2160000,False,232.0,-10.0,1,left,MISS M. Beasley 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
221,PT07M11.00S,2024-02-07T03:51:29.0Z,2,REGULAR,rebound,offensive,[],1627736,,,1610612749,31,29,2024-02-07T03:51:30Z,2170000,False,,,0,,M. Beasley REBOUND (Off:2 Def:0),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,220.0,2.0,0.0,2.0,,,,,,,,,,,,,,
222,PT07M11.00S,2024-02-07T03:51:29.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,33.295006570302235,34.803921568627445,1610612749,31,32,2024-02-07T03:51:32Z,2180000,False,76.0,260.0,1,left,B. Portis 27' 3PT  (5 PTS) (M. Beasley 1 AST),"[1626171, 1627736]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,27.14,Made,,,,,5.0,,,,,M. Beasley,1627736.0,1.0,,,,,,
224,PT06M45.00S,2024-02-07T03:51:55.1Z,2,REGULAR,2pt,Jump Shot,[],201142,84.54336399474376,72.54901960784314,1610612756,31,32,2024-02-07T04:29:55Z,2200000,False,113.0,93.0,1,right,MISS K. Durant 14' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,14.6,Missed,,,,,,,,,,,,,,,,,,
225,PT06M43.00S,2024-02-07T03:51:57.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,31,32,2024-02-07T04:00:27Z,2210000,False,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,224.0,7.0,3.0,4.0,,,,,,,,,,,,,,
226,PT06M38.00S,2024-02-07T03:52:01.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203109,29.221419185282528,22.794117647058826,1610612749,31,32,2024-02-07T03:52:10Z,2220000,False,136.0,222.0,1,left,MISS J. Crowder 26' running 3PT,[203109],1610612749.0,MIL,running,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
227,PT06M36.00S,2024-02-07T03:52:04.4Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,31,32,2024-02-07T03:52:04Z,2230000,False,,,0,,B. Portis REBOUND (Off:3 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,226.0,7.0,4.0,3.0,,,,,,,,,,,,,,
228,PT06M31.00S,2024-02-07T03:52:09.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203507,31.718134034165573,73.0392156862745,1610612749,31,35,2024-02-07T03:52:13Z,2240000,False,-115.0,246.0,1,left,G. Antetokounmpo 27' 3PT  (9 PTS) (B. Portis 2 AST),"[203507, 1626171]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,27.14,Made,,,,,9.0,,,,,B. Portis,1626171.0,2.0,,,,,,
230,PT06M17.00S,2024-02-07T03:52:24.8Z,2,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612756,31,35,2024-02-07T03:52:48Z,2260000,False,,,0,,C. Payne shooting personal FOUL (2 PF) (Beal 2 FT),"[1626166, 203078]",1610612749.0,MIL,shooting,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2882.0,,,,,,,2.0,0.0,Beal,203078.0,,
232,PT06M17.00S,2024-02-07T03:52:49.0Z,2,REGULAR,freethrow,1 of 2,[],203078,,,1610612756,32,35,2024-02-07T03:52:49Z,2280000,False,,,0,,B. Beal Free Throw 1 of 2 (8 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
233,PT06M17.00S,2024-02-07T03:52:50.3Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,32,35,2024-02-07T03:52:52Z,2290000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M17.00S,2024-02-07T03:52:50.3Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,32,35,2024-02-07T03:52:52Z,2300000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M17.00S,2024-02-07T03:53:08.1Z,2,REGULAR,freethrow,2 of 2,[],203078,,,1610612756,33,35,2024-02-07T03:53:08Z,2310000,False,,,0,,B. Beal Free Throw 2 of 2 (9 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
236,PT06M04.00S,2024-02-07T03:53:21.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.4881734559789805,46.81372549019608,1610612749,33,37,2024-02-07T04:00:15Z,2320000,False,16.0,8.0,1,left,C. Payne driving finger roll Layup (2 PTS),[1626166],1610612749.0,MIL,driving finger roll,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.8,Made,,,,,2.0,,,,,,,,,,,,,
237,PT05M40.00S,2024-02-07T03:53:46.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,88.87976346911958,47.30392156862745,1610612756,33,37,2024-02-07T03:53:50Z,2330000,False,-13.0,52.0,1,right,MISS B. Beal driving floating Shot,[203078],1610612756.0,PHX,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,,,,,,,,
238,PT05M39.00S,2024-02-07T03:53:47.3Z,2,REGULAR,rebound,offensive,[],203994,,,1610612756,33,37,2024-02-07T03:53:47Z,2340000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,237.0,3.0,1.0,2.0,,,,,,,,,,,,,,
239,PT05M37.00S,2024-02-07T03:53:56.9Z,2,REGULAR,foul,personal,['2freethrow'],203507,,,1610612756,33,37,2024-02-07T03:54:12Z,2350000,False,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Durant 2 FT),"[203507, 201142]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,,,,,,,2.0,0.0,Durant,201142.0,,
241,PT05M37.00S,2024-02-07T03:54:26.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201142,,,1610612756,33,37,2024-02-07T03:54:26Z,2370000,False,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
242,PT05M37.00S,2024-02-07T03:54:26.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,33,37,2024-02-07T03:54:26Z,2380000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,
