actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
413,PT04M13.00S,2024-02-07T04:42:09.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,94.00459921156373,50.0,1610612749,71,64,2024-02-07T04:42:53Z,4020000,False,0.0,4.0,1,right,G. Antetokounmpo driving DUNK (22 PTS) (C. Payne 3 AST),"[203507, 1626166]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,22.0,,,,,C. Payne,1626166.0,3.0,,,,,,
415,PT04M03.00S,2024-02-07T04:42:20.0Z,3,REGULAR,3pt,Jump Shot,[],201142,34.74047306176085,55.14705882352941,1610612756,71,64,2024-02-07T04:42:23Z,4040000,False,-26.0,274.0,1,left,MISS K. Durant 27' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,27.53,Missed,,,,,,,,,,,,,,,,,,
416,PT04M01.00S,2024-02-07T04:42:22.0Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612749,71,64,2024-02-07T04:42:23Z,4050000,False,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,415.0,3.0,3.0,0.0,,,,,,,,,,,,,,
417,PT03M53.00S,2024-02-07T04:42:29.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203109,94.66162943495401,58.33333333333333,1610612749,71,66,2024-02-07T04:42:34Z,4060000,False,42.0,-2.0,1,right,J. Crowder Layup (6 PTS) (G. Antetokounmpo 4 AST),"[203109, 203507]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,6.0,,,,,G. Antetokounmpo,203507.0,4.0,,,,,,
419,PT03M36.00S,2024-02-07T04:42:46.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,8.722076215505908,51.22549019607843,1610612756,73,66,2024-02-07T04:43:39Z,4080000,False,-6.0,29.0,1,left,D. Eubanks turnaround Hook (2 PTS) (G. Allen 2 AST),"[1629234, 1628960]",1610612756.0,PHX,turnaround,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,3.01,Made,,,,,2.0,,,,,G. Allen,1628960.0,2.0,,,,,,
421,PT03M26.00S,2024-02-07T04:42:56.4Z,3,REGULAR,3pt,Jump Shot,[],203507,66.67214191852825,50.49019607843137,1610612749,73,66,2024-02-07T04:42:59Z,4100000,False,2.0,261.0,1,right,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
422,PT03M25.00S,2024-02-07T04:42:57.4Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612756,73,66,2024-02-07T04:42:59Z,4110000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,421.0,3.0,3.0,0.0,,,,,,,,,,,,,,
423,PT03M15.00S,2024-02-07T04:43:07.5Z,3,REGULAR,3pt,Jump Shot,[],1628960,6.356767411300922,96.81372549019608,1610612756,73,66,2024-02-07T04:43:11Z,4120000,False,-234.0,7.0,1,left,MISS G. Allen 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
424,PT03M14.00S,2024-02-07T04:43:08.5Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612749,73,66,2024-02-07T04:43:11Z,4130000,False,,,0,,C. Payne REBOUND (Off:0 Def:4),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Left Corner 3,24+ Left,,,423.0,4.0,4.0,0.0,,,,,,,,,,,,,,
425,PT03M11.00S,2024-02-07T04:43:15.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612749,73,66,2024-02-07T04:44:02Z,4140000,False,,,0,,K. Durant personal FOUL (3 PF) (Antetokounmpo 2 FT),"[201142, 203507]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,,,,,,,3.0,0.0,Antetokounmpo,203507.0,,
427,PT03M11.00S,2024-02-07T04:44:02.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,73,67,2024-02-07T04:44:45Z,4160000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (23 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
428,PT03M11.00S,2024-02-07T04:44:03.4Z,3,REGULAR,substitution,out,[],1628960,,,1610612749,73,67,2024-02-07T04:44:08Z,4170000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M11.00S,2024-02-07T04:44:03.4Z,3,REGULAR,substitution,out,[],201142,,,1610612749,73,67,2024-02-07T04:44:08Z,4180000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M11.00S,2024-02-07T04:44:03.4Z,3,REGULAR,substitution,in,[],1629626,,,1610612749,73,67,2024-02-07T04:44:08Z,4190000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M11.00S,2024-02-07T04:44:03.4Z,3,REGULAR,substitution,in,[],203078,,,1610612749,73,67,2024-02-07T04:44:08Z,4200000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M11.00S,2024-02-07T04:44:02.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,73,68,2024-02-07T04:44:45Z,4210000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (24 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
434,PT02M59.00S,2024-02-07T04:44:55.2Z,3,REGULAR,substitution,out,[],203507,,,1610612756,73,68,2024-02-07T04:44:57Z,4230000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M59.00S,2024-02-07T04:44:55.2Z,3,REGULAR,substitution,in,[],1631260,,,1610612756,73,68,2024-02-07T04:44:57Z,4240000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M53.00S,2024-02-07T04:45:15.4Z,3,REGULAR,turnover,lost ball,[],203078,,,1610612756,73,68,2024-02-07T04:45:19Z,4250000,False,,,0,,B. Beal lost ball TURNOVER (3 TO),"[203078, 1626171]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Center,,,,,,,,,3.0,Portis,1626171.0,,,,,,,,,
437,PT02M53.00S,2024-02-07T04:45:15.4Z,3,REGULAR,steal,,[],1626171,,,1610612749,73,68,2024-02-07T04:45:17Z,4260000,False,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
438,PT02M48.00S,2024-02-07T04:45:21.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627736,94.26741130091985,2.4509803921568647,1610612749,73,71,2024-02-07T04:45:27Z,4270000,False,-238.0,1.0,1,right,M. Beasley 3PT running (14 PTS) (J. Crowder 2 AST),"[1627736, 203109]",1610612749.0,MIL,running,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.77,Made,,,,,14.0,,,,,J. Crowder,203109.0,2.0,,,,,,
440,PT02M46.00S,2024-02-07T04:45:28.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612756,73,71,2024-02-07T04:45:28Z,4290000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M28.00S,2024-02-07T04:47:33.5Z,3,REGULAR,2pt,Jump Shot,[],1626164,7.408015768725363,28.92156862745098,1610612756,75,71,2024-02-07T04:48:44Z,4300000,False,105.0,17.0,1,left,D. Booker 10' driving floating Jump Shot (32 PTS),[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,10.68,Made,,,,,32.0,,,,,,,,,,,,,
442,PT02M13.00S,2024-02-07T04:47:48.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,91.90210249671485,54.65686274509804,1610612749,75,73,2024-02-07T04:49:11Z,4310000,False,23.0,24.0,1,right,C. Payne driving finger roll Layup (6 PTS),[1626166],1610612749.0,MIL,driving finger roll,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,3.32,Made,,,,,6.0,,,,,,,,,,,,,
443,PT01M58.00S,2024-02-07T04:48:02.9Z,3,REGULAR,3pt,Jump Shot,[],1626164,34.60906701708278,50.98039215686275,1610612756,75,73,2024-02-07T04:48:56Z,4320000,False,-5.0,273.0,1,left,MISS D. Booker 27' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,27.28,Missed,,,,,,,,,,,,,,,,,,
447,PT01M56.00S,2024-02-07T04:48:04.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,75,73,2024-02-07T04:48:56Z,4330000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,443.0,,,,,,,,,,,,,,,,,
444,PT01M56.00S,2024-02-07T04:48:53.7Z,3,REGULAR,jumpball,recovered,[],1626164,,,1610612756,75,73,2024-02-07T04:49:32Z,4340000,False,,,0,,Jump Ball B. Bol vs. B. Portis: Tip to D. Booker,"[1626164, 1629626, 1626171]",1610612756.0,PHX,outofbounds,D. Booker,1626164.0,Booker,D. Booker,Bol,1629626.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,,,,,
448,PT01M46.00S,2024-02-07T04:49:03.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203078,23.570959264126145,9.803921568627445,1610612756,75,73,2024-02-07T04:49:07Z,4370000,False,201.0,169.0,1,left,MISS B. Beal 26' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
449,PT01M43.00S,2024-02-07T04:49:06.9Z,3,REGULAR,rebound,defensive,[],203109,,,1610612749,75,73,2024-02-07T04:49:07Z,4380000,False,,,0,,J. Crowder REBOUND (Off:0 Def:5),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,,,448.0,5.0,5.0,0.0,,,,,,,,,,,,,,
450,PT01M34.00S,2024-02-07T04:49:17.7Z,3,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,75,73,2024-02-07T04:57:24Z,4390000,False,,,0,,B. Portis lost ball out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,lost ball,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628954.0,1.0,,,,,,,,,,,
451,PT01M19.00S,2024-02-07T04:49:41.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629626,8.853482260183966,44.11764705882353,1610612756,77,73,2024-02-07T04:49:46Z,4400000,False,29.0,31.0,1,left,B. Bol driving finger roll Layup (4 PTS) (B. Beal 2 AST),"[1629626, 203078]",1610612756.0,PHX,driving finger roll,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,4.25,Made,,,,,4.0,,,,,B. Beal,203078.0,2.0,,,,,,
452,PT01M04.00S,2024-02-07T04:49:56.9Z,3,REGULAR,3pt,Jump Shot,[],1631260,71.53416557161628,18.382352941176478,1610612749,77,73,2024-02-07T04:51:58Z,4410000,False,-158.0,215.0,1,right,MISS A. Green 26' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,
453,PT01M02.00S,2024-02-07T04:49:58.9Z,3,REGULAR,rebound,defensive,[],203078,,,1610612756,77,73,2024-02-07T04:50:00Z,4420000,False,,,0,,B. Beal REBOUND (Off:1 Def:6),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,452.0,7.0,6.0,1.0,,,,,,,,,,,,,,
454,PT00M48.90S,2024-02-07T04:50:12.1Z,3,REGULAR,3pt,Jump Shot,[],201569,35.66031537450722,51.470588235294116,1610612756,77,73,2024-02-07T04:50:16Z,4430000,False,-7.0,283.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,28.28,Missed,,,,,,,,,,,,,,,,,,
455,PT00M47.60S,2024-02-07T04:50:13.4Z,3,REGULAR,rebound,offensive,[],1629234,,,1610612756,77,73,2024-02-07T04:50:13Z,4440000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:3),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,454.0,4.0,3.0,1.0,,,,,,,,,,,,,,
456,PT00M35.70S,2024-02-07T04:50:26.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203078,14.241130091984232,74.01960784313725,1610612756,79,73,2024-02-07T04:50:31Z,4450000,False,-120.0,81.0,1,left,B. Beal 14' step back Jump Shot (13 PTS),[203078],1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,14.51,Made,,,,,13.0,,,,,,,,,,,,,
457,PT00M18.60S,2024-02-07T04:50:52.7Z,3,REGULAR,substitution,out,[],203109,,,1610612749,79,73,2024-02-07T04:50:58Z,4460000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M18.60S,2024-02-07T04:50:52.7Z,3,REGULAR,substitution,in,[],203507,,,1610612749,79,73,2024-02-07T04:50:58Z,4470000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M18.60S,2024-02-07T04:50:52.7Z,3,REGULAR,substitution,out,[],1629234,,,1610612749,79,73,2024-02-07T04:51:17Z,4480000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M18.60S,2024-02-07T04:50:52.7Z,3,REGULAR,substitution,in,[],203994,,,1610612749,79,73,2024-02-07T04:51:17Z,4490000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT00M18.60S,2024-02-07T04:51:31.2Z,3,REGULAR,jumpball,recovered,[],1626164,,,1610612749,79,73,2024-02-07T04:52:56Z,4500000,False,,,0,,Jump Ball B. Beal vs. M. Beasley: Tip to D. Booker,"[1626164, 203078, 1627736]",1610612756.0,PHX,heldball,D. Booker,1626164.0,Booker,D. Booker,Beal,203078.0,Beasley,1627736.0,,,,,,,,,,,,,,,,,,,,,,
464,PT00M16.30S,2024-02-07T04:51:31.2Z,3,REGULAR,turnover,lost ball,[],1627736,,,1610612749,79,73,2024-02-07T04:51:31Z,4530000,False,,,0,,M. Beasley lost ball TURNOVER (3 TO),"[1627736, 203078]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,3.0,Beal,203078.0,,,,,,,,,
465,PT00M16.30S,2024-02-07T04:51:31.2Z,3,REGULAR,steal,,[],203078,,,1610612756,79,73,2024-02-07T04:51:31Z,4540000,False,,,0,,B. Beal STEAL (3 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M06.10S,2024-02-07T04:51:43.7Z,3,REGULAR,foul,personal,[],1631260,,,1610612756,79,73,2024-02-07T04:51:48Z,4550000,False,,,0,,A. Green personal FOUL (1 PF),"[1631260, 201569]",1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,1628954.0,,,,,,,1.0,0.0,Gordon,201569.0,,
469,PT00M03.80S,2024-02-07T04:52:01.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,29.878449408672807,81.37254901960785,1610612756,79,73,2024-02-07T04:54:42Z,4570000,False,-157.0,228.0,1,left,MISS D. Booker 27' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,27.71,Missed,,,,,,,,,,,,,,,,,,
470,PT00M02.10S,2024-02-07T04:52:03.0Z,3,REGULAR,rebound,defensive,[],1631260,,,1610612749,79,73,2024-02-07T04:54:42Z,4580000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,469.0,1.0,1.0,0.0,,,,,,,,,,,,,,
473,PT00M00.00S,2024-02-07T04:52:10.9Z,3,REGULAR,period,end,[],0,,,1610612749,79,73,2024-02-07T04:52:10Z,4610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2024-02-07T04:54:53.6Z,4,REGULAR,substitution,out,['startperiod'],1626164,,,1610612749,79,73,2024-02-07T04:55:15Z,4620000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2024-02-07T04:54:53.6Z,4,REGULAR,substitution,out,['startperiod'],1627736,,,1610612749,79,73,2024-02-07T04:55:15Z,4630000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2024-02-07T04:54:53.6Z,4,REGULAR,substitution,in,['startperiod'],201142,,,1610612749,79,73,2024-02-07T04:55:15Z,4640000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2024-02-07T04:54:53.6Z,4,REGULAR,substitution,in,['startperiod'],1626192,,,1610612749,79,73,2024-02-07T04:55:15Z,4650000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2024-02-07T04:55:44.6Z,4,REGULAR,period,start,[],0,,,1610612749,79,73,2024-02-07T04:55:44Z,4660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT11M38.00S,2024-02-07T04:56:05.3Z,4,REGULAR,3pt,Jump Shot,[],1626192,86.38304862023654,96.32352941176471,1610612749,79,73,2024-02-07T04:56:09Z,4670000,False,232.0,75.0,1,right,MISS P. Connaughton 24' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,24.36,Missed,,,,,,,,,,,,,,,,,,
480,PT11M35.00S,2024-02-07T04:56:08.3Z,4,REGULAR,rebound,defensive,[],201142,,,1610612756,79,73,2024-02-07T04:56:09Z,4680000,False,,,0,,K. Durant REBOUND (Off:0 Def:7),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,479.0,7.0,7.0,0.0,,,,,,,,,,,,,,
481,PT11M21.00S,2024-02-07T04:56:22.2Z,4,REGULAR,3pt,Jump Shot,[],203078,32.24375821287779,28.92156862745098,1610612756,82,73,2024-02-07T04:56:25Z,4690000,False,105.0,251.0,1,left,B. Beal 27' 3PT  (16 PTS) (K. Durant 1 AST),"[203078, 201142]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,27.19,Made,,,,,16.0,,,,,K. Durant,201142.0,1.0,,,,,,
483,PT11M12.00S,2024-02-07T04:56:32.2Z,4,REGULAR,3pt,Jump Shot,[],1626171,73.37385019710908,15.686274509803923,1610612749,82,73,2024-02-07T04:56:36Z,4710000,False,-172.0,198.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
484,PT11M08.00S,2024-02-07T04:56:36.2Z,4,REGULAR,rebound,defensive,[],203078,,,1610612756,82,73,2024-02-07T04:56:36Z,4720000,False,,,0,,B. Beal REBOUND (Off:1 Def:7),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,483.0,8.0,7.0,1.0,,,,,,,,,,,,,,
485,PT10M59.00S,2024-02-07T04:56:45.1Z,4,REGULAR,turnover,lost ball,[],201142,,,1610612756,82,73,2024-02-07T04:56:55Z,4730000,False,,,0,,K. Durant lost ball TURNOVER (3 TO),"[201142, 1626166]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,3.0,Payne,1626166.0,,,,,,,,,
486,PT10M59.00S,2024-02-07T04:56:45.1Z,4,REGULAR,steal,,[],1626166,,,1610612749,82,73,2024-02-07T04:56:47Z,4740000,False,,,0,,C. Payne STEAL (2 STL),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
487,PT10M56.00S,2024-02-07T04:56:54.9Z,4,REGULAR,foul,personal,['2freethrow'],203078,,,1610612749,82,73,2024-02-07T04:57:35Z,4750000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Payne 2 FT),"[203078, 1626166]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,,,,,,,1.0,0.0,Payne,1626166.0,,
489,PT10M56.00S,2024-02-07T04:57:35.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626166,,,1610612749,82,74,2024-02-07T04:57:57Z,4770000,False,,,0,,C. Payne Free Throw 1 of 2 (7 PTS),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
490,PT10M56.00S,2024-02-07T04:57:35.7Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626166,,,1610612749,82,74,2024-02-07T04:57:57Z,4780000,False,,,0,,MISS C. Payne Free Throw 2 of 2,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
491,PT10M53.00S,2024-02-07T04:57:38.7Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612756,82,74,2024-02-07T04:57:57Z,4790000,False,,,0,,B. Bol REBOUND (Off:0 Def:5),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,490.0,5.0,5.0,0.0,,,,,,,,,,,,,,
492,PT10M41.00S,2024-02-07T04:58:12.4Z,4,REGULAR,foul,personal,[],203507,,,1610612756,82,74,2024-02-07T04:58:51Z,4800000,False,,,0,,G. Antetokounmpo personal FOUL (3 PF),"[203507, 201142]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,203591.0,,,,,,,3.0,0.0,Durant,201142.0,,
494,PT10M38.00S,2024-02-07T04:58:34.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.408015768725363,46.81372549019608,1610612756,84,74,2024-02-07T04:58:40Z,4820000,False,16.0,17.0,1,left,J. Nurkic driving Layup (10 PTS),[203994],1610612756.0,PHX,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,10.0,,,,,,,,,,,,,
495,PT10M38.00S,2024-02-07T04:58:36.4Z,4,REGULAR,foul,personal,['1freethrow'],1626192,,,1610612756,84,74,2024-02-07T04:59:05Z,4830000,False,,,0,,P. Connaughton shooting personal FOUL (2 PF) (Nurkic 1 FT),"[1626192, 203994]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,,,,,,,2.0,0.0,Nurkic,203994.0,,
497,PT10M38.00S,2024-02-07T04:59:06.4Z,4,REGULAR,freethrow,1 of 1,[],203994,,,1610612756,84,74,2024-02-07T04:59:08Z,4850000,False,,,0,,MISS J. Nurkic Free Throw 1 of 1,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
498,PT10M35.00S,2024-02-07T04:59:09.4Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,84,74,2024-02-07T04:59:08Z,4860000,False,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,497.0,9.0,5.0,4.0,,,,,,,,,,,,,,
499,PT10M19.00S,2024-02-07T04:59:23.4Z,4,REGULAR,3pt,Jump Shot,[],1626166,78.89290407358739,95.83333333333333,1610612749,84,77,2024-02-07T04:59:29Z,4870000,False,229.0,146.0,1,right,C. Payne 27' 3PT  (10 PTS) (P. Connaughton 3 AST),"[1626166, 1626192]",1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,27.17,Made,,,,,10.0,,,,,P. Connaughton,1626192.0,3.0,,,,,,
501,PT10M04.00S,2024-02-07T04:59:38.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,8.327858081471746,42.15686274509803,1610612756,86,77,2024-02-07T05:00:24Z,4890000,False,39.0,26.0,1,left,K. Durant driving floating bank Jump Shot (16 PTS),[201142],1610612756.0,PHX,driving floating bank,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,,,,,16.0,,,,,,,,,,,,,
502,PT09M52.00S,2024-02-07T04:59:58.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203507,91.11366622864652,57.35294117647059,1610612749,86,79,2024-02-07T05:00:14Z,4900000,False,37.0,31.0,1,right,G. Antetokounmpo driving Layup (26 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,,,,,26.0,,,,,,,,,,,,,
