actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
265,PT04M50.00S,2023-11-22T02:56:25.0Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,44,42,2023-11-22T02:56:33Z,2630000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,264.0,,2.0,2.0,0.0,,,,,,,,,,
266,PT04M45.00S,2023-11-22T02:56:30.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629642,92.32917214191852,49.754901960784316,1610612756,46,42,2023-11-22T02:56:42Z,2640000,False,-1.0,20.0,1,right,N. Little running Layup (4 PTS) (K. Durant 4 AST),"[1629642, 201142]",1610612756.0,PHX,running,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,,1.96,Made,,,,,,4.0,K. Durant,201142.0,4.0,,,,,,
268,PT04M29.00S,2023-11-22T02:56:45.8Z,2,REGULAR,2pt,Jump Shot,[],1629028,21.895532194480946,31.372549019607842,1610612757,46,44,2023-11-22T02:57:03Z,2660000,False,93.0,153.0,1,left,D. Ayton 17' Jump Shot (14 PTS) (S. Mays 2 AST),"[1629028, 1630219]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Right Center,,,,17.94,Made,,,,,,14.0,S. Mays,1630219.0,2.0,,,,,,
270,PT04M10.00S,2023-11-22T02:57:05.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.21090670170827,39.950980392156865,1610612756,48,44,2023-11-22T03:01:15Z,2680000,False,-50.0,115.0,1,right,D. Booker 12' pullup Jump Shot (8 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,12.52,Made,,,,,,8.0,,,,,,,,,
271,PT03M58.00S,2023-11-22T02:57:16.5Z,2,REGULAR,3pt,Jump Shot,[],1631101,24.655059132720105,14.460784313725492,1610612757,48,44,2023-11-22T02:57:34Z,2690000,False,178.0,179.0,1,left,MISS S. Sharpe 25' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,25.24,Missed,,,,,,,,,,,,,,,
272,PT03M54.00S,2023-11-22T02:57:20.5Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612756,48,44,2023-11-22T02:57:34Z,2700000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,271.0,,1.0,1.0,0.0,,,,,,,,,,
273,PT03M44.00S,2023-11-22T02:57:30.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,87.07293035479631,46.81372549019608,1610612756,48,44,2023-11-22T02:57:38Z,2710000,False,-16.0,69.0,1,right,MISS D. Booker 7' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,7.08,Missed,,,,,,,,,,,,,,,
274,PT03M42.00S,2023-11-22T02:57:32.9Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,48,44,2023-11-22T02:57:38Z,2720000,False,,,0,,T. Camara REBOUND (Off:0 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,273.0,,3.0,3.0,0.0,,,,,,,,,,
275,PT03M40.00S,2023-11-22T02:57:37.8Z,2,REGULAR,foul,personal,['2freethrow'],201142,,,1610612757,48,44,2023-11-22T02:57:46Z,2730000,False,,,0,,K. Durant shooting personal FOUL (1 PF) (Camara 2 FT),"[201142, 1641739]",1610612756.0,PHX,shooting,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203054.0,,,,,,,,1.0,0.0,Camara,1641739.0,,
277,PT03M40.00S,2023-11-22T02:58:03.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641739,,,1610612757,48,44,2023-11-22T02:58:03Z,2750000,False,,,0,,MISS T. Camara Free Throw 1 of 2,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
278,PT03M40.00S,2023-11-22T02:58:03.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,48,44,2023-11-22T02:58:03Z,2760000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,
279,PT03M40.00S,2023-11-22T02:58:17.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641739,,,1610612757,48,45,2023-11-22T02:58:17Z,2770000,False,,,0,,T. Camara Free Throw 2 of 2 (1 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
280,PT03M22.00S,2023-11-22T02:58:36.9Z,2,REGULAR,2pt,Jump Shot,[],201142,81.2910643889619,23.284313725490197,1610612756,48,45,2023-11-22T03:04:29Z,2780000,False,-134.0,123.0,1,right,MISS K. Durant 18' turnaround Shot,[201142],1610612756.0,PHX,turnaround,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,18.19,Missed,,,,,,,,,,,,,,,
281,PT03M18.00S,2023-11-22T02:58:40.9Z,2,REGULAR,rebound,offensive,[],1629006,,,1610612756,48,45,2023-11-22T02:58:59Z,2790000,False,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Left Center,,,,,,280.0,,2.0,1.0,1.0,,,,,,,,,,
282,PT03M07.00S,2023-11-22T02:58:51.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,81.15965834428384,40.931372549019606,1610612756,48,45,2023-11-22T02:59:01Z,2800000,False,-45.0,125.0,1,right,MISS K. Durant 13' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,13.26,Missed,,,,,,,,,,,,,,,
283,PT03M05.00S,2023-11-22T02:58:53.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,48,45,2023-11-22T02:59:01Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,282.0,,,,,,,,,,,,,,
285,PT02M56.00S,2023-11-22T02:59:21.5Z,2,REGULAR,foul,offensive,[],203994,,,1610612756,48,45,2023-11-22T02:59:42Z,2830000,False,,,0,,J. Nurkic offensive FOUL (3 PF),"[203994, 1641739]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203054.0,,,,,,,,3.0,0.0,Camara,1641739.0,,
287,PT02M56.00S,2023-11-22T02:59:21.5Z,2,REGULAR,turnover,offensive foul,[],203994,,,1610612756,48,45,2023-11-22T02:59:21Z,2850000,False,,,0,,J. Nurkic offensive foul TURNOVER (2 TO),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,203054.0,,,,,,,,,,,,,
288,PT02M56.00S,2023-11-22T02:59:53.7Z,2,REGULAR,substitution,out,[],203994,,,1610612757,48,45,2023-11-22T02:59:58Z,2860000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M56.00S,2023-11-22T02:59:53.7Z,2,REGULAR,substitution,in,[],1629234,,,1610612757,48,45,2023-11-22T02:59:58Z,2870000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M44.00S,2023-11-22T03:00:16.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,26.49474375821288,16.666666666666664,1610612757,48,45,2023-11-22T03:00:21Z,2880000,False,167.0,197.0,1,left,MISS S. Sharpe 25' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,25.78,Missed,,,,,,,,,,,,,,,
291,PT02M41.00S,2023-11-22T03:00:19.0Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,48,45,2023-11-22T03:00:21Z,2890000,False,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,290.0,,3.0,3.0,0.0,,,,,,,,,,
292,PT02M36.00S,2023-11-22T03:00:28.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641739,,,1610612756,48,45,2023-11-22T03:00:42Z,2900000,False,,,0,,T. Camara personal FOUL (1 PF) (Eubanks 2 FT),"[1641739, 1629234]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right Center,,,,,,,203054.0,,,,,,,,1.0,0.0,Eubanks,1629234.0,,
294,PT02M36.00S,2023-11-22T03:00:54.5Z,2,REGULAR,freethrow,1 of 2,[],1629234,,,1610612756,49,45,2023-11-22T03:00:54Z,2920000,False,,,0,,D. Eubanks Free Throw 1 of 2 (6 PTS),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
295,PT02M36.00S,2023-11-22T03:00:55.2Z,2,REGULAR,substitution,out,[],1629006,,,1610612756,49,45,2023-11-22T03:01:19Z,2930000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M36.00S,2023-11-22T03:00:55.2Z,2,REGULAR,substitution,out,[],1629642,,,1610612756,49,45,2023-11-22T03:01:19Z,2940000,False,,,0,,SUB out: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M36.00S,2023-11-22T03:00:55.2Z,2,REGULAR,substitution,out,[],1629680,,,1610612756,49,45,2023-11-22T03:01:19Z,2950000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M36.00S,2023-11-22T03:00:55.2Z,2,REGULAR,substitution,out,[],1630219,,,1610612756,49,45,2023-11-22T03:01:19Z,2960000,False,,,0,,SUB out: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M36.00S,2023-11-22T03:00:55.2Z,2,REGULAR,substitution,in,[],1628960,,,1610612756,49,45,2023-11-22T03:01:19Z,2970000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M36.00S,2023-11-22T03:00:55.2Z,2,REGULAR,substitution,in,[],201569,,,1610612756,49,45,2023-11-22T03:01:19Z,2980000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M36.00S,2023-11-22T03:00:55.2Z,2,REGULAR,substitution,in,[],203924,,,1610612756,49,45,2023-11-22T03:01:19Z,2990000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M36.00S,2023-11-22T03:00:55.2Z,2,REGULAR,substitution,in,[],1627763,,,1610612756,49,45,2023-11-22T03:01:19Z,3000000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M36.00S,2023-11-22T03:01:25.6Z,2,REGULAR,freethrow,2 of 2,[],1629234,,,1610612756,50,45,2023-11-22T03:01:25Z,3010000,False,,,0,,D. Eubanks Free Throw 2 of 2 (7 PTS),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,Made,,,,,,7.0,,,,,,,,,
304,PT02M22.00S,2023-11-22T03:01:42.2Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612757,50,45,2023-11-22T03:01:48Z,3020000,False,,,0,,M. Brogdon bad pass TURNOVER (2 TO),"[1627763, 201569]",1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,2.0,Gordon,201569.0,,,,,,,,,,,,,,,,,
305,PT02M22.00S,2023-11-22T03:01:42.2Z,2,REGULAR,steal,,[],201569,,,1610612756,50,45,2023-11-22T03:01:43Z,3030000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
306,PT02M17.00S,2023-11-22T03:01:46.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201569,93.38042049934296,49.754901960784316,1610612756,52,45,2023-11-22T03:01:55Z,3040000,False,-1.0,10.0,1,right,E. Gordon running Layup (7 PTS),[201569],1610612756.0,PHX,running,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,0.98,Made,,,,,,7.0,,,,,,,,,
307,PT01M59.00S,2023-11-22T03:02:06.1Z,2,REGULAR,turnover,out-of-bounds,[],1629028,,,1610612757,52,45,2023-11-22T03:02:15Z,3050000,False,,,0,,D. Ayton bad pass out-of-bounds TURNOVER (2 TO),[1629028],1610612757.0,POR,bad pass,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,2.0,,,,,,2882.0,,,,,,,,,,,,,
308,PT01M52.00S,2023-11-22T03:02:18.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,67.36202365308804,36.51960784313725,1610612756,52,45,2023-11-22T03:02:23Z,3060000,False,-67.0,254.0,1,right,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,26.31,Missed,,,,,,,,,,,,,,,
309,PT01M47.00S,2023-11-22T03:02:23.7Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,52,45,2023-11-22T03:02:23Z,3070000,False,,,0,,J. Grant REBOUND (Off:1 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,,,,308.0,,3.0,2.0,1.0,,,,,,,,,,
310,PT01M39.00S,2023-11-22T03:02:30.6Z,2,REGULAR,3pt,Jump Shot,[],203924,31.35676741130092,38.72549019607843,1610612757,52,48,2023-11-22T03:02:35Z,3080000,False,56.0,242.0,1,left,J. Grant 24' 3PT  (7 PTS) (D. Ayton 2 AST),"[203924, 1629028]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,,24.88,Made,,,,,,7.0,D. Ayton,1629028.0,2.0,,,,,,
312,PT01M22.00S,2023-11-22T03:02:47.5Z,2,REGULAR,2pt,Jump Shot,[],1626164,79.58278580814718,71.07843137254902,1610612756,52,48,2023-11-22T03:10:12Z,3100000,False,105.0,139.0,1,right,MISS D. Booker 17' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,,,,17.48,Missed,,,,,,,,,,,,,,,
313,PT01M20.00S,2023-11-22T03:02:49.5Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612756,52,48,2023-11-22T03:02:56Z,3110000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:0),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,,,,,,312.0,,2.0,0.0,2.0,,,,,,,,,,
314,PT01M20.00S,2023-11-22T03:02:53.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641739,,,1610612756,52,48,2023-11-22T03:02:59Z,3120000,False,,,0,,T. Camara shooting personal FOUL (2 PF) (Booker 2 FT),"[1641739, 1626164]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,,,,,,,,2.0,0.0,Booker,1626164.0,,
316,PT01M20.00S,2023-11-22T03:03:18.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612756,52,48,2023-11-22T03:03:18Z,3140000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M20.00S,2023-11-22T03:04:40.0Z,2,REGULAR,substitution,out,[],1629234,,,1610612756,52,48,2023-11-22T03:05:15Z,3150000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M20.00S,2023-11-22T03:04:40.0Z,2,REGULAR,substitution,in,[],1629002,,,1610612756,52,48,2023-11-22T03:05:15Z,3160000,False,,,0,,SUB in: C. Metu,[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M20.00S,2023-11-22T03:05:16.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626164,,,1610612756,53,48,2023-11-22T03:05:16Z,3170000,False,,,0,,D. Booker Free Throw 1 of 2 (9 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,,,,,,9.0,,,,,,,,,
320,PT01M20.00S,2023-11-22T03:05:24.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626164,,,1610612756,54,48,2023-11-22T03:05:24Z,3180000,False,,,0,,D. Booker Free Throw 2 of 2 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,,,,,,10.0,,,,,,,,,
321,PT00M58.50S,2023-11-22T03:05:49.6Z,2,REGULAR,3pt,Jump Shot,[],203924,23.603810775295663,12.5,1610612757,54,48,2023-11-22T03:05:59Z,3190000,False,188.0,169.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,25.27,Missed,,,,,,,,,,,,,,,
322,PT00M53.00S,2023-11-22T03:05:55.1Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,54,48,2023-11-22T03:05:59Z,3200000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,321.0,,1.0,0.0,1.0,,,,,,,,,,
323,PT00M47.90S,2023-11-22T03:06:00.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203924,28.07161629434954,22.54901960784314,1610612757,54,51,2023-11-22T03:06:05Z,3210000,False,137.0,211.0,1,left,J. Grant 25' 3PT  (10 PTS) (D. Ayton 3 AST),"[203924, 1629028]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,25.21,Made,,,,,,10.0,D. Ayton,1629028.0,3.0,,,,,,
325,PT00M33.00S,2023-11-22T03:06:19.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629028,,,1610612756,54,51,2023-11-22T03:06:38Z,3230000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Booker 2 FT),"[1629028, 1626164]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,203054.0,,,,,,,,1.0,0.0,Booker,1626164.0,,
327,PT00M33.00S,2023-11-22T03:06:43.8Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,55,51,2023-11-22T03:06:43Z,3250000,False,,,0,,D. Booker Free Throw 1 of 2 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,,,,,,11.0,,,,,,,,,
328,PT00M33.00S,2023-11-22T03:06:57.0Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,56,51,2023-11-22T03:06:57Z,3260000,False,,,0,,D. Booker Free Throw 2 of 2 (12 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,,,,,,12.0,,,,,,,,,
329,PT00M10.50S,2023-11-22T03:07:23.2Z,2,REGULAR,turnover,lost ball,[],1631101,,,1610612757,56,51,2023-11-22T03:07:26Z,3270000,False,,,0,,S. Sharpe lost ball TURNOVER (4 TO),"[1631101, 1629002]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,4.0,Metu,1629002.0,,,,,,,,,,,,,,,,,
330,PT00M10.50S,2023-11-22T03:07:23.2Z,2,REGULAR,steal,,[],1629002,,,1610612756,56,51,2023-11-22T03:07:25Z,3280000,False,,,0,,C. Metu STEAL (1 STL),[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
331,PT00M01.40S,2023-11-22T03:07:32.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201142,90.09526938239159,55.88235294117647,1610612756,56,51,2023-11-22T03:07:41Z,3290000,False,29.0,41.0,1,right,MISS K. Durant driving Layup,[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,5.01,Missed,,,,,,,,,,,,,,,
332,PT00M01.40S,2023-11-22T03:07:32.3Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,56,51,2023-11-22T03:07:41Z,3300000,False,,,0,,T. Camara REBOUND (Off:0 Def:4),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,331.0,,4.0,4.0,0.0,,,,,,,,,,
333,PT00M00.00S,2023-11-22T03:07:38.8Z,2,REGULAR,period,end,[],0,,,1610612757,56,51,2023-11-22T03:07:38Z,3310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2023-11-22T03:22:40.4Z,3,REGULAR,substitution,out,['startperiod'],1629002,,,1610612757,56,51,2023-11-22T03:23:35Z,3320000,False,,,0,,SUB out: C. Metu,[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-11-22T03:22:40.4Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,56,51,2023-11-22T03:23:35Z,3330000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-11-22T03:23:45.3Z,3,REGULAR,period,start,[],0,,,1610612756,56,51,2023-11-22T03:23:45Z,3340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M41.00S,2023-11-22T03:24:03.5Z,3,REGULAR,2pt,Jump Shot,[],201142,22.946780551905388,64.2156862745098,1610612756,56,51,2023-11-22T03:24:08Z,3350000,False,-71.0,163.0,1,left,MISS K. Durant 17' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,17.8,Missed,,,,,,,,,,,,,,,
338,PT11M38.00S,2023-11-22T03:24:06.5Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,56,51,2023-11-22T03:24:08Z,3360000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,,337.0,,2.0,1.0,1.0,,,,,,,,,,
339,PT11M22.00S,2023-11-22T03:24:24.2Z,3,REGULAR,foul,personal,['2freethrow'],201142,,,1610612757,56,51,2023-11-22T03:24:35Z,3370000,False,,,0,,K. Durant shooting personal FOUL (2 PF) (Grant 2 FT),"[201142, 203924]",1610612756.0,PHX,shooting,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,,,,,,,,2.0,0.0,Grant,203924.0,,
341,PT11M22.00S,2023-11-22T03:24:50.2Z,3,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,56,51,2023-11-22T03:24:50Z,3390000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
342,PT11M22.00S,2023-11-22T03:24:50.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,56,51,2023-11-22T03:24:50Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,
343,PT11M22.00S,2023-11-22T03:25:06.5Z,3,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,56,52,2023-11-22T03:25:06Z,3410000,False,,,0,,J. Grant Free Throw 2 of 2 (11 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,Made,,,,,,11.0,,,,,,,,,
344,PT11M09.00S,2023-11-22T03:25:22.0Z,3,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612756,56,52,2023-11-22T03:25:29Z,3420000,False,,,0,,M. Brogdon shooting personal FOUL (2 PF) (Booker 2 FT),"[1627763, 1626164]",1610612757.0,POR,shooting,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,203593.0,,,,,,,,2.0,0.0,Booker,1626164.0,,
346,PT11M09.00S,2023-11-22T03:25:47.6Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,57,52,2023-11-22T03:25:47Z,3440000,False,,,0,,D. Booker Free Throw 1 of 2 (13 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,,,,,,13.0,,,,,,,,,
347,PT11M09.00S,2023-11-22T03:26:01.0Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,58,52,2023-11-22T03:26:01Z,3450000,False,,,0,,D. Booker Free Throw 2 of 2 (14 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,,,,,,14.0,,,,,,,,,
348,PT10M56.00S,2023-11-22T03:26:15.7Z,3,REGULAR,2pt,Jump Shot,[],1627763,79.58278580814718,73.77450980392157,1610612757,58,52,2023-11-22T03:26:19Z,3460000,False,119.0,139.0,1,right,MISS M. Brogdon 18' pullup Shot,[1627763],1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,,,,18.32,Missed,,,,,,,,,,,,,,,
