actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
168,PT00M09.70S,2026-02-01T02:06:02.6Z,1,REGULAR,turnover,bad pass,[],1630314,,,1610612742,30,28,2026-02-01T02:06:10Z,1670000,False,,,0,,B. Williams bad pass TURNOVER (1 TO),"[1630314, 1641708]",1610612742.0,DAL,,,,Williams,B. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Thompson,1641708.0
169,PT00M09.70S,2026-02-01T02:06:02.6Z,1,REGULAR,steal,,[],1641708,,,1610612745,30,28,2026-02-01T02:06:04Z,1680000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
170,PT00M09.70S,2026-02-01T02:06:06.9Z,1,REGULAR,foul,personal,['2freethrow'],1630314,,,1610612745,30,28,2026-02-01T02:07:53Z,1690000,False,,,0,,B. Williams clear-path personal FOUL (1 PF) (Thompson 2 FT),"[1630314, 1641708]",1610612742.0,DAL,clear-path,,,Williams,B. Williams,,,,,Above the Break 3,24+ Center,,,,1628481.0,1.0,0.0,Thompson,1641708.0,,,,,,,,,,,,
173,PT00M09.70S,2026-02-01T02:07:56.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641708,,,1610612745,31,28,2026-02-01T02:07:56Z,1720000,False,,,0,,A. Thompson clear-path Free Throw 1 of 2 (4 PTS),[1641708],1610612745.0,HOU,clear-path,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
174,PT00M09.70S,2026-02-01T02:07:56.7Z,1,REGULAR,substitution,out,[],1630314,,,1610612745,31,28,2026-02-01T02:08:00Z,1730000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M09.70S,2026-02-01T02:07:56.7Z,1,REGULAR,substitution,in,[],1631108,,,1610612745,31,28,2026-02-01T02:08:00Z,1740000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M09.70S,2026-02-01T02:07:56.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641708,,,1610612745,31,28,2026-02-01T02:08:21Z,1750000,False,,,0,,MISS A. Thompson clear-path Free Throw 2 of 2,[1641708],1610612745.0,HOU,clear-path,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
177,PT00M09.70S,2026-02-01T02:07:56.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,31,28,2026-02-01T02:08:21Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,
178,PT00M01.30S,2026-02-01T02:08:33.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642263,68.15045992115637,37.254901960784316,1610612745,31,28,2026-02-01T02:08:45Z,1770000,False,-64.0,247.0,1,right,MISS R. Sheppard 25' fadeaway 3PT,[1642263],1610612745.0,HOU,fadeaway,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
179,PT00M00.10S,2026-02-01T02:08:34.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,31,28,2026-02-01T02:09:07Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,178.0,,,,,,,,,,,,,,,,,
180,PT00M00.00S,2026-02-01T02:08:51.3Z,1,REGULAR,period,end,[],0,,,1610612745,31,28,2026-02-01T02:08:51Z,1790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-02-01T02:08:58.0Z,2,REGULAR,substitution,out,['startperiod'],1631095,,,1610612745,31,28,2026-02-01T02:12:15Z,1800000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-02-01T02:08:58.0Z,2,REGULAR,substitution,out,['startperiod'],1630619,,,1610612745,31,28,2026-02-01T02:12:15Z,1810000,False,,,0,,SUB out: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-02-01T02:08:58.0Z,2,REGULAR,substitution,out,['startperiod'],1631108,,,1610612745,31,28,2026-02-01T02:12:15Z,1820000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-02-01T02:08:58.0Z,2,REGULAR,substitution,in,['startperiod'],1627827,,,1610612745,31,28,2026-02-01T02:12:15Z,1830000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2026-02-01T02:08:58.0Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612745,31,28,2026-02-01T02:12:15Z,1840000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2026-02-01T02:08:58.0Z,2,REGULAR,substitution,in,['startperiod'],1630314,,,1610612745,31,28,2026-02-01T02:12:15Z,1850000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2026-02-01T02:12:18.1Z,2,REGULAR,period,start,[],0,,,1610612742,31,28,2026-02-01T02:12:18Z,1860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M51.00S,2026-02-01T02:12:26.2Z,2,REGULAR,3pt,Jump Shot,[],202691,29.517082785808146,75.73529411764706,1610612742,31,28,2026-02-01T02:12:32Z,1870000,False,-129.0,225.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
189,PT11M50.00S,2026-02-01T02:12:27.2Z,2,REGULAR,rebound,offensive,[],202691,,,1610612742,31,28,2026-02-01T02:12:32Z,1880000,False,,,0,,K. Thompson REBOUND (Off:1 Def:0),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,188.0,,,,,,1.0,0.0,1.0,,,,,,,,,
190,PT11M40.00S,2026-02-01T02:12:36.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630230,17.95335085413929,39.950980392156865,1610612742,31,28,2026-02-01T02:13:09Z,1890000,False,50.0,116.0,1,left,MISS N. Marshall 12' pullup Shot,[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,12.67,Missed,,,,,,,,,,,,,,,,,,
191,PT11M40.00S,2026-02-01T02:12:36.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612745,31,28,2026-02-01T02:12:45Z,1900000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,190.0,,,,,,1.0,1.0,0.0,,,,,,,,,
192,PT11M24.00S,2026-02-01T02:12:53.9Z,2,REGULAR,2pt,Jump Shot,[],1642263,74.85216819973719,41.66666666666667,1610612745,33,28,2026-02-01T02:13:00Z,1910000,False,-42.0,184.0,1,right,R. Sheppard 18' Jump Shot (4 PTS) (A. Thompson 3 AST),"[1642263, 1641708]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,16-24 Center,18.86,Made,,,,,,,,,,4.0,A. Thompson,1641708.0,3.0,,,,,
194,PT11M04.00S,2026-02-01T02:13:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,6.521024967148489,42.15686274509804,1610612742,33,30,2026-02-01T02:13:17Z,1930000,False,39.0,9.0,1,left,D. Gafford Layup (4 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,4.02,Made,,,,,,,,,,4.0,,,,,,,,
195,PT10M43.00S,2026-02-01T02:13:35.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,91.67214191852825,43.627450980392155,1610612745,35,30,2026-02-01T02:13:42Z,1940000,False,-32.0,26.0,1,right,D. Finney-Smith turnaround fadeaway bank Jump Shot (2 PTS),[1627827],1610612745.0,HOU,turnaround fadeaway bank,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,4.1,Made,,,,,,,,,,2.0,,,,,,,,
196,PT10M26.00S,2026-02-01T02:13:50.6Z,2,REGULAR,2pt,Jump Shot,[],202691,16.507884362680684,73.0392156862745,1610612742,35,30,2026-02-01T02:13:59Z,1950000,False,-115.0,103.0,1,left,MISS K. Thompson 15' pullup Shot,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,15.43,Missed,,,,,,,,,,,,,,,,,,
197,PT10M26.00S,2026-02-01T02:13:50.6Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,35,30,2026-02-01T02:13:59Z,1960000,False,,,0,,D. Gafford REBOUND (Off:2 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,196.0,,,,,,4.0,2.0,2.0,,,,,,,,,
198,PT10M25.00S,2026-02-01T02:13:55.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629655,5.590000152587891,50.0,1610612742,35,32,2026-02-01T02:14:02Z,1970000,False,0.0,0.0,1,left,D. Gafford tip Layup (6 PTS),[1629655],1610612742.0,DAL,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,6.0,,,,,,,,
199,PT10M12.00S,2026-02-01T02:14:05.8Z,2,REGULAR,3pt,Jump Shot,[],1627827,79.71419185282524,8.333333333333332,1610612745,35,32,2026-02-01T02:14:12Z,1980000,False,-208.0,138.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
200,PT10M12.00S,2026-02-01T02:14:05.8Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612742,35,32,2026-02-01T02:14:12Z,1990000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,199.0,,,,,,1.0,1.0,0.0,,,,,,,,,
201,PT09M54.00S,2026-02-01T02:14:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,10.5946123521682,48.28431372549019,1610612742,35,32,2026-02-01T02:14:34Z,2000000,False,9.0,47.0,1,left,MISS D. Gafford cutting Layup - blocked,"[1629655, 1642263]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,Sheppard,1642263.0,,,
202,PT09M54.00S,2026-02-01T02:14:25.1Z,2,REGULAR,block,,[],1642263,,,1610612742,35,32,2026-02-01T02:14:27Z,2010000,False,,,0,,R. Sheppard BLOCK (1 BLK),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
203,PT09M54.00S,2026-02-01T02:14:25.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,35,32,2026-02-01T02:14:34Z,2020000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,201.0,,,,,,,,,,,,,,,,,
204,PT09M52.00S,2026-02-01T02:14:41.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202691,4.812746386333772,97.05882352941177,1610612742,35,35,2026-02-01T02:14:46Z,2030000,False,-235.0,-7.0,1,left,K. Thompson 3PT  (3 PTS) (N. Marshall 1 AST),"[202691, 1630230]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,23.54,Made,,,,,,,,,,3.0,N. Marshall,1630230.0,1.0,,,,,
206,PT09M29.00S,2026-02-01T02:15:05.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203991,89.83245729303549,52.94117647058824,1610612745,37,35,2026-02-01T02:15:12Z,2050000,False,15.0,43.0,1,right,C. Capela turnaround Hook (6 PTS) (K. Durant 4 AST),"[203991, 201142]",1610612745.0,HOU,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,,,,,,,,,,6.0,K. Durant,201142.0,4.0,,,,,
289,PT09M07.00S,2026-02-01T02:15:29.1Z,2,REGULAR,turnover,lost ball,[],202691,,,1610612742,37,35,2026-02-01T02:29:24Z,2090000,False,,,0,,K. Thompson lost ball TURNOVER (1 TO),"[202691, 1642263]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Sheppard,1642263.0
290,PT09M07.00S,2026-02-01T02:15:29.1Z,2,REGULAR,steal,,[],1642263,,,1610612745,37,35,2026-02-01T02:29:24Z,2100000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
212,PT09M04.00S,2026-02-01T02:15:42.7Z,2,REGULAR,foul,personal,[],1630230,,,1610612745,37,35,2026-02-01T02:29:24Z,2110000,False,,,0,,N. Marshall personal FOUL (1 PF),"[1630230, 1642263]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,1628481.0,1.0,0.0,Sheppard,1642263.0,,,,,,,,,,,,
214,PT09M04.00S,2026-02-01T02:15:52.8Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,37,35,2026-02-01T02:15:42Z,2130000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M04.00S,2026-02-01T02:15:52.8Z,2,REGULAR,substitution,out,[],1630230,,,1610612745,37,35,2026-02-01T02:15:42Z,2140000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M04.00S,2026-02-01T02:15:52.8Z,2,REGULAR,substitution,out,[],1628997,,,1610612745,37,35,2026-02-01T02:15:42Z,2150000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M04.00S,2026-02-01T02:15:52.8Z,2,REGULAR,substitution,in,[],1631095,,,1610612745,37,35,2026-02-01T02:15:42Z,2160000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M04.00S,2026-02-01T02:15:52.8Z,2,REGULAR,substitution,in,[],1629023,,,1610612745,37,35,2026-02-01T02:15:42Z,2170000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M04.00S,2026-02-01T02:15:52.8Z,2,REGULAR,substitution,in,[],1642843,,,1610612745,37,35,2026-02-01T02:15:42Z,2180000,False,,,0,,SUB in: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M04.00S,2026-02-01T02:15:52.8Z,2,REGULAR,substitution,out,[],1630314,,,1610612745,37,35,2026-02-01T02:15:42Z,2190000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M04.00S,2026-02-01T02:15:52.8Z,2,REGULAR,substitution,in,[],1642948,,,1610612745,37,35,2026-02-01T02:15:42Z,2200000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M55.00S,2026-02-01T02:16:36.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203991,90.62089356110381,46.81372549019608,1610612745,37,35,2026-02-01T02:15:42Z,2210000,False,-16.0,36.0,1,right,MISS C. Capela cutting Layup,[203991],1610612745.0,HOU,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
223,PT08M54.00S,2026-02-01T02:16:37.6Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,37,35,2026-02-01T02:16:44Z,2220000,False,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,222.0,,,,,,5.0,3.0,2.0,,,,,,,,,
224,PT08M47.00S,2026-02-01T02:16:44.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629655,8.09789750328515,46.81372549019608,1610612742,37,35,2026-02-01T02:20:27Z,2230000,False,16.0,24.0,1,left,MISS D. Gafford running Layup,[1629655],1610612742.0,DAL,running,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,,
225,PT08M46.00S,2026-02-01T02:16:45.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,37,35,2026-02-01T02:16:53Z,2240000,False,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,224.0,,,,,,5.0,5.0,0.0,,,,,,,,,
226,PT08M41.00S,2026-02-01T02:16:48.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201142,66.5735873850197,58.08823529411765,1610612745,37,35,2026-02-01T04:19:56Z,2250000,False,40.0,262.0,1,right,MISS K. Durant 26' running pullup 3PT,[201142],1610612745.0,HOU,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
227,PT08M38.00S,2026-02-01T02:16:51.7Z,2,REGULAR,rebound,defensive,[],1642843,,,1610612742,37,35,2026-02-01T02:16:58Z,2260000,False,,,0,,C. Flagg REBOUND (Off:0 Def:3),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Center,,,226.0,,,,,,3.0,3.0,0.0,,,,,,,,,
228,PT08M22.00S,2026-02-01T02:17:08.1Z,2,REGULAR,3pt,Jump Shot,[],1642843,28.465834428383708,75.0,1610612742,37,35,2026-02-01T02:17:15Z,2270000,False,-125.0,215.0,1,left,MISS C. Flagg 24' pullup 3PT,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
229,PT08M20.00S,2026-02-01T02:17:10.1Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,37,35,2026-02-01T02:17:15Z,2280000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,228.0,,,,,,2.0,2.0,0.0,,,,,,,,,
231,PT08M07.00S,2026-02-01T02:17:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,81.02825229960578,37.99019607843137,1610612745,37,35,2026-02-01T02:17:30Z,2290000,False,-60.0,126.0,1,right,MISS J. Smith Jr. 13' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.94,Missed,,,,,,,,,,,,,,,,,,
232,PT08M05.00S,2026-02-01T02:17:25.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,37,35,2026-02-01T02:17:30Z,2300000,False,,,0,,D. Gafford REBOUND (Off:2 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,231.0,,,,,,6.0,4.0,2.0,,,,,,,,,
233,PT07M59.00S,2026-02-01T02:17:31.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642843,9.280551905387648,47.05882352941176,1610612742,37,37,2026-02-01T02:17:40Z,2310000,False,15.0,35.0,1,left,C. Flagg running DUNK (11 PTS) (R. Nembhard 1 AST),"[1642843, 1642948]",1610612742.0,DAL,running,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,3.77,Made,,,,,,,,,,11.0,R. Nembhard,1642948.0,1.0,,,,,
234,PT07M57.00S,2026-02-01T02:17:41.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,37,37,2026-02-01T02:17:41Z,2320000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M57.00S,2026-02-01T02:20:30.4Z,2,REGULAR,substitution,out,[],1642263,,,1610612745,37,37,2026-02-01T02:20:53Z,2330000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M57.00S,2026-02-01T02:20:30.4Z,2,REGULAR,substitution,out,[],203991,,,1610612745,37,37,2026-02-01T02:20:53Z,2340000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M57.00S,2026-02-01T02:20:30.4Z,2,REGULAR,substitution,out,[],1627827,,,1610612745,37,37,2026-02-01T02:20:53Z,2350000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M57.00S,2026-02-01T02:20:30.4Z,2,REGULAR,substitution,out,[],1629655,,,1610612745,37,37,2026-02-01T02:20:53Z,2360000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M57.00S,2026-02-01T02:20:30.4Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,37,37,2026-02-01T02:20:53Z,2370000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M57.00S,2026-02-01T02:20:30.4Z,2,REGULAR,substitution,in,[],1641708,,,1610612745,37,37,2026-02-01T02:20:53Z,2380000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M57.00S,2026-02-01T02:20:30.4Z,2,REGULAR,substitution,in,[],1631106,,,1610612745,37,37,2026-02-01T02:20:53Z,2390000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M57.00S,2026-02-01T02:20:30.4Z,2,REGULAR,substitution,in,[],203939,,,1610612745,37,37,2026-02-01T02:20:53Z,2400000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M40.00S,2026-02-01T02:21:21.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,85.62746386333771,45.34313725490196,1610612745,37,37,2026-02-01T02:21:29Z,2410000,False,-23.0,83.0,1,right,MISS A. Sengun 8' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.58,Missed,,,,,,,,,,,,,,,,,,
245,PT07M39.00S,2026-02-01T02:21:22.9Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,37,37,2026-02-01T02:21:29Z,2420000,False,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,244.0,,,,,,2.0,2.0,0.0,,,,,,,,,
246,PT07M27.00S,2026-02-01T02:21:36.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,10.200394218134035,36.76470588235294,1610612742,37,39,2026-02-01T02:21:45Z,2430000,False,66.0,43.0,1,left,C. Flagg 7' driving floating bank Jump Shot (13 PTS) (R. Nembhard 2 AST),"[1642843, 1642948]",1610612742.0,DAL,driving floating bank,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,,,,,,,,,13.0,R. Nembhard,1642948.0,2.0,,,,,
247,PT07M16.00S,2026-02-01T02:21:45.1Z,2,REGULAR,3pt,Jump Shot,[],1631095,66.70499342969777,54.166666666666664,1610612745,40,39,2026-02-01T02:21:50Z,2440000,False,21.0,260.0,1,right,J. Smith Jr. 26' 3PT  (6 PTS) (A. Thompson 4 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.13,Made,,,,,,,,,,6.0,A. Thompson,1641708.0,4.0,,,,,
249,PT07M01.00S,2026-02-01T02:22:00.4Z,2,REGULAR,2pt,Jump Shot,[],1642843,16.507884362680684,23.774509803921568,1610612742,40,39,2026-02-01T02:22:07Z,2460000,False,131.0,103.0,1,left,MISS C. Flagg 16' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,16.65,Missed,,,,,,,,,,,,,,,,,,
250,PT07M00.00S,2026-02-01T02:22:01.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,40,39,2026-02-01T02:22:07Z,2470000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,249.0,,,,,,3.0,3.0,0.0,,,,,,,,,
