actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
251,PT06M48.00S,2026-02-24T03:24:18.1Z,2,REGULAR,block,,[],1631095,,,1610612762,48,37,2026-02-24T03:24:20Z,2460000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
252,PT06M47.00S,2026-02-24T03:24:19.1Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,48,37,2026-02-24T03:24:22Z,2470000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,250.0,2.0,2.0,0.0,,,,
253,PT06M43.00S,2026-02-24T03:24:24.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629006,7.046649145860711,56.127450980392155,1610612745,50,37,2026-02-24T03:24:32Z,2480000,False,-31.0,14.0,1,left,J. Okogie running reverse Layup (2 PTS) (K. Durant 5 AST),"[1629006, 201142]",1610612745.0,HOU,running reverse,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,3.35,Made,2.0,K. Durant,201142.0,5.0,,,,,,,,,,,,,,
255,PT06M43.00S,2026-02-24T03:24:33.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,50,37,2026-02-24T03:24:33Z,2500000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M43.00S,2026-02-24T03:26:38.6Z,2,REGULAR,substitution,out,[],1629006,,,1610612762,50,37,2026-02-24T03:27:53Z,2510000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M43.00S,2026-02-24T03:26:38.6Z,2,REGULAR,substitution,in,[],1641708,,,1610612762,50,37,2026-02-24T03:27:53Z,2520000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M30.00S,2026-02-24T03:28:09.0Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612762,50,37,2026-02-24T03:28:19Z,2530000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Filipowski 2 FT),"[1631095, 1642271]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,,,,,,,1.0,0.0,Filipowski,1642271.0
260,PT06M30.00S,2026-02-24T03:28:38.4Z,2,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,50,37,2026-02-24T03:28:38Z,2550000,False,,,0,,MISS K. Filipowski Free Throw 1 of 2,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
261,PT06M30.00S,2026-02-24T03:28:38.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,50,37,2026-02-24T03:28:38Z,2560000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,260.0,,,,,,,
262,PT06M30.00S,2026-02-24T03:28:38.4Z,2,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,50,37,2026-02-24T03:29:00Z,2570000,False,,,0,,MISS K. Filipowski Free Throw 2 of 2,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
263,PT06M30.00S,2026-02-24T03:28:38.4Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,50,37,2026-02-24T03:29:00Z,2580000,False,,,0,,T. Eason REBOUND (Off:0 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,262.0,3.0,3.0,0.0,,,,
264,PT06M09.00S,2026-02-24T03:29:12.8Z,2,REGULAR,2pt,Jump Shot,[],201142,23.47240473061761,43.627450980392155,1610612745,52,37,2026-02-24T03:29:16Z,2590000,False,32.0,168.0,1,left,K. Durant 17' Jump Shot (8 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,17.11,Made,8.0,,,,,,,,,,,,,,,,,
265,PT05M53.00S,2026-02-24T03:29:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,85.49605781865965,46.81372549019608,1610612762,52,37,2026-02-24T03:29:36Z,2600000,False,-16.0,84.0,1,right,MISS I. Collier 8' turnaround Shot,[1642268],1610612762.0,UTA,turnaround,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,8.53,Missed,,,,,,,,,,,,,,,,,,
266,PT05M52.00S,2026-02-24T03:29:29.4Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,52,37,2026-02-24T03:29:36Z,2610000,False,,,0,,T. Eason REBOUND (Off:0 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,265.0,4.0,4.0,0.0,,,,
267,PT05M46.00S,2026-02-24T03:29:36.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,7.440867279894875,57.35294117647059,1610612745,54,37,2026-02-24T03:31:05Z,2620000,False,-37.0,17.0,1,left,J. Smith Jr. cutting DUNK (18 PTS) (K. Durant 6 AST),"[1631095, 201142]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,4.07,Made,18.0,K. Durant,201142.0,6.0,,,,,,,,,,,,,,
269,PT05M24.00S,2026-02-24T03:29:58.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,89.30683311432325,46.07843137254902,1610612762,54,37,2026-02-24T03:30:13Z,2640000,False,-20.0,48.0,1,right,MISS I. Collier driving Layup,[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,,,,,,,,
270,PT05M21.00S,2026-02-24T03:30:01.5Z,2,REGULAR,rebound,offensive,[],1642271,,,1610612762,54,37,2026-02-24T03:30:03Z,2650000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:0),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,269.0,1.0,0.0,1.0,,,,
271,PT05M21.00S,2026-02-24T03:30:01.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642271,94.40999984741211,50.0,1610612762,54,37,2026-02-24T03:30:10Z,2660000,False,0.0,0.0,1,right,MISS K. Filipowski tip Layup,[1642271],1610612762.0,UTA,tip,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
272,PT05M21.00S,2026-02-24T03:30:01.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,54,37,2026-02-24T03:30:10Z,2670000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,271.0,,,,,,,
274,PT05M21.00S,2026-02-24T03:30:05.5Z,2,REGULAR,substitution,out,[],1642263,,,1610612745,54,37,2026-02-24T03:30:16Z,2690000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M21.00S,2026-02-24T03:30:05.5Z,2,REGULAR,substitution,out,[],1642262,,,1610612745,54,37,2026-02-24T03:30:16Z,2700000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M21.00S,2026-02-24T03:30:05.5Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,54,37,2026-02-24T03:30:16Z,2710000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M21.00S,2026-02-24T03:30:05.5Z,2,REGULAR,substitution,in,[],1628374,,,1610612745,54,37,2026-02-24T03:30:16Z,2720000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M08.00S,2026-02-24T03:30:37.4Z,2,REGULAR,turnover,discontinued dribble,[],1630578,,,1610612745,54,37,2026-02-24T03:31:35Z,2730000,False,,,0,,A. Sengun discontinued dribble TURNOVER (2 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,1146.0,,,,,,,,,,
279,PT05M02.00S,2026-02-24T03:30:54.4Z,2,REGULAR,turnover,bad pass,[],1642271,,,1610612762,54,37,2026-02-24T03:30:59Z,2740000,False,,,0,,K. Filipowski bad pass TURNOVER (3 TO),"[1642271, 1631095]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,3.0,Smith Jr.,1631095.0,,,,,,,,,,,
280,PT05M02.00S,2026-02-24T03:30:54.4Z,2,REGULAR,steal,,[],1631095,,,1610612745,54,37,2026-02-24T03:30:56Z,2750000,False,,,0,,J. Smith Jr. STEAL (2 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
281,PT04M50.00S,2026-02-24T03:31:05.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631106,17.16491458607096,49.26470588235294,1610612745,54,37,2026-02-24T03:31:26Z,2760000,False,4.0,109.0,1,left,MISS T. Eason 10' driving floating Shot,[1631106],1610612745.0,HOU,driving floating,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,10.9,Missed,,,,,,,,,,,,,,,,,,
282,PT04M49.00S,2026-02-24T03:31:06.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,54,37,2026-02-24T03:31:26Z,2770000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,281.0,,,,,,,
283,PT04M49.00S,2026-02-24T03:31:10.9Z,2,REGULAR,foul,personal,[],1630578,,,1610612762,54,37,2026-02-24T03:31:15Z,2780000,False,,,0,,A. Sengun loose ball personal FOUL (2 PF),"[1630578, 1642271]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1146.0,,,,,,,2.0,0.0,Filipowski,1642271.0
285,PT04M40.00S,2026-02-24T03:31:33.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,89.43823915900131,51.9607843137255,1610612762,54,37,2026-02-24T03:33:18Z,2800000,False,10.0,47.0,1,right,MISS L. Markkanen driving floating Shot,[1628374],1610612762.0,UTA,driving floating,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
286,PT04M38.00S,2026-02-24T03:31:35.4Z,2,REGULAR,rebound,offensive,[],1642271,,,1610612762,54,37,2026-02-24T03:31:40Z,2810000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:0),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,285.0,2.0,0.0,2.0,,,,
287,PT04M38.00S,2026-02-24T03:31:35.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642271,94.40999984741211,50.0,1610612762,54,37,2026-02-24T03:32:36Z,2820000,False,0.0,0.0,1,right,MISS K. Filipowski tip Layup - blocked,"[1642271, 1630578]",1610612762.0,UTA,tip,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,Sengun,1630578.0,,,,,,,,
297,PT04M38.00S,2026-02-24T03:31:35.7Z,2,REGULAR,block,,[],1630578,,,1610612762,54,37,2026-02-24T03:32:36Z,2825000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
288,PT04M37.00S,2026-02-24T03:31:36.7Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,54,37,2026-02-24T03:32:36Z,2830000,False,,,0,,T. Eason REBOUND (Off:0 Def:5),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,287.0,5.0,5.0,0.0,,,,
289,PT04M33.00S,2026-02-24T03:31:40.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641708,7.835085413929041,47.30392156862745,1610612745,56,37,2026-02-24T03:31:50Z,2840000,False,13.0,21.0,1,left,A. Thompson running DUNK (10 PTS) (K. Durant 7 AST),"[1641708, 201142]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.5,Made,10.0,K. Durant,201142.0,7.0,,,,,,,,,,,,,,
291,PT04M08.00S,2026-02-24T03:32:13.8Z,2,REGULAR,3pt,Jump Shot,[],1628374,77.7431011826544,11.76470588235294,1610612762,56,37,2026-02-24T03:32:20Z,2860000,False,-191.0,157.0,1,right,MISS L. Markkanen 24' 3PT - blocked,"[1628374, 1631095]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,,,,,,,,Smith Jr.,1631095.0,,,,,,,,
292,PT04M08.00S,2026-02-24T03:32:13.8Z,2,REGULAR,block,,[],1631095,,,1610612762,56,37,2026-02-24T03:32:16Z,2870000,False,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
293,PT04M08.00S,2026-02-24T03:32:13.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,56,37,2026-02-24T03:32:20Z,2880000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,291.0,,,,,,,
294,PT04M08.00S,2026-02-24T03:32:18.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612762,56,37,2026-02-24T03:32:24Z,2890000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1146.0,,,,,,,,,,
295,PT03M58.00S,2026-02-24T03:32:33.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641708,15.588042049934298,41.911764705882355,1610612745,58,37,2026-02-24T03:32:39Z,2900000,False,40.0,94.0,1,left,A. Thompson 10' driving floating Jump Shot (12 PTS) (A. Sengun 4 AST),"[1641708, 1630578]",1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.23,Made,12.0,A. Sengun,1630578.0,4.0,,,,,,,,,,,,,,
298,PT03M45.00S,2026-02-24T03:32:46.0Z,2,REGULAR,3pt,Jump Shot,[],1642271,74.45795006570303,16.666666666666664,1610612762,58,37,2026-02-24T03:32:52Z,2920000,False,-167.0,188.0,1,right,MISS K. Filipowski 25' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,25.1,Missed,,,,,,,,,,,,,,,,,,
299,PT03M44.00S,2026-02-24T03:32:47.0Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,58,37,2026-02-24T03:32:52Z,2930000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,298.0,5.0,5.0,0.0,,,,
300,PT03M37.00S,2026-02-24T03:32:54.0Z,2,REGULAR,turnover,lost ball,[],1641708,,,1610612745,58,37,2026-02-24T03:32:59Z,2940000,False,,,0,,A. Thompson lost ball TURNOVER (4 TO),"[1641708, 1642271]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,4.0,Filipowski,1642271.0,,,,,,,,,,,
301,PT03M37.00S,2026-02-24T03:32:54.0Z,2,REGULAR,steal,,[],1642271,,,1610612762,58,37,2026-02-24T03:32:56Z,2950000,False,,,0,,K. Filipowski STEAL (2 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
302,PT03M29.00S,2026-02-24T03:33:02.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642268,92.72339027595268,96.56862745098039,1610612762,58,37,2026-02-24T03:33:25Z,2960000,False,233.0,16.0,1,right,MISS I. Collier 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Right Corner 3,24+ Right,23.33,Missed,,,,,,,,,,,,,,,,,,
303,PT03M28.00S,2026-02-24T03:33:03.5Z,2,REGULAR,rebound,offensive,[],1628374,,,1610612762,58,37,2026-02-24T03:33:25Z,2970000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,302.0,2.0,0.0,2.0,,,,
304,PT03M26.00S,2026-02-24T03:33:07.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628374,92.72339027595268,48.03921568627451,1610612762,58,39,2026-02-24T03:36:34Z,2980000,False,-10.0,16.0,1,right,L. Markkanen driving DUNK (14 PTS),[1628374],1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.87,Made,14.0,,,,,,,,,,,,,,,,,
305,PT02M57.00S,2026-02-24T03:33:35.4Z,2,REGULAR,2pt,Jump Shot,[],1631106,20.581471747700395,70.58823529411765,1610612745,58,39,2026-02-24T03:36:30Z,2990000,False,-103.0,141.0,1,left,MISS T. Eason 17' fadeaway Shot,[1631106],1610612745.0,HOU,fadeaway,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,17.46,Missed,,,,,,,,,,,,,,,,,,
306,PT02M52.00S,2026-02-24T03:33:40.4Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,58,39,2026-02-24T03:36:30Z,3000000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,305.0,6.0,5.0,1.0,,,,
307,PT02M52.00S,2026-02-24T03:33:39.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631095,5.590000152587891,50.0,1610612745,60,39,2026-02-24T03:33:47Z,3010000,False,0.0,0.0,1,left,J. Smith Jr. tip Layup (20 PTS),[1631095],1610612745.0,HOU,tip,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,20.0,,,,,,,,,,,,,,,,,
308,PT02M35.00S,2026-02-24T03:33:56.2Z,2,REGULAR,3pt,Jump Shot,[],1642846,71.30420499342969,79.16666666666666,1610612762,60,39,2026-02-24T03:34:01Z,3020000,False,146.0,217.0,1,right,MISS A. Bailey 26' pullup 3PT,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
309,PT02M32.00S,2026-02-24T03:33:59.2Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,60,39,2026-02-24T03:34:01Z,3030000,False,,,0,,A. Thompson REBOUND (Off:0 Def:5),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,308.0,5.0,5.0,0.0,,,,
310,PT02M27.00S,2026-02-24T03:34:03.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,7.178055190538765,55.63725490196079,1610612745,62,39,2026-02-24T03:34:09Z,3040000,False,-28.0,15.0,1,left,T. Eason running Layup (6 PTS) (K. Durant 8 AST),"[1631106, 201142]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.19,Made,6.0,K. Durant,201142.0,8.0,,,,,,,,,,,,,,
312,PT02M15.00S,2026-02-24T03:34:21.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631095,,,1610612762,62,39,2026-02-24T03:34:32Z,3060000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Markkanen 2 FT),"[1631095, 1628374]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1146.0,,,,,,,2.0,0.0,Markkanen,1628374.0
314,PT02M15.00S,2026-02-24T03:34:45.5Z,2,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,62,40,2026-02-24T03:34:45Z,3080000,False,,,0,,L. Markkanen Free Throw 1 of 2 (15 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
315,PT02M15.00S,2026-02-24T03:34:47.8Z,2,REGULAR,substitution,out,[],1631106,,,1610612762,62,40,2026-02-24T03:34:57Z,3090000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M15.00S,2026-02-24T03:34:47.8Z,2,REGULAR,substitution,in,[],1627827,,,1610612762,62,40,2026-02-24T03:34:57Z,3100000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M15.00S,2026-02-24T03:35:06.2Z,2,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,62,41,2026-02-24T03:35:06Z,3110000,False,,,0,,L. Markkanen Free Throw 2 of 2 (16 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
318,PT02M06.00S,2026-02-24T03:35:23.4Z,2,REGULAR,foul,personal,[],1642271,,,1610612745,62,41,2026-02-24T03:35:26Z,3120000,False,,,0,,K. Filipowski personal FOUL (1 PF),"[1642271, 1630578]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1626301.0,,,,,,,1.0,0.0,Sengun,1630578.0
320,PT02M01.00S,2026-02-24T03:35:50.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,14.799605781865965,55.392156862745104,1610612745,64,41,2026-02-24T03:35:55Z,3140000,False,-27.0,87.0,1,left,A. Sengun 9' driving Hook (8 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,9.07,Made,8.0,,,,,,,,,,,,,,,,,
321,PT01M39.00S,2026-02-24T03:36:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,92.46057818659659,61.029411764705884,1610612762,64,43,2026-02-24T03:36:16Z,3150000,False,55.0,18.0,1,right,K. Filipowski driving Layup (7 PTS) (L. Markkanen 2 AST),"[1642271, 1628374]",1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,5.81,Made,7.0,L. Markkanen,1628374.0,2.0,,,,,,,,,,,,,,
323,PT01M30.00S,2026-02-24T03:36:21.5Z,2,REGULAR,3pt,Jump Shot,[],1631095,31.750985545335087,34.31372549019608,1610612745,64,43,2026-02-24T03:36:25Z,3170000,False,78.0,246.0,1,left,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,25.82,Missed,,,,,,,,,,,,,,,,,,
324,PT01M28.00S,2026-02-24T03:36:24.2Z,2,REGULAR,rebound,offensive,[],201142,,,1610612745,64,43,2026-02-24T03:36:24Z,3180000,False,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,323.0,3.0,2.0,1.0,,,,
325,PT01M22.00S,2026-02-24T03:36:28.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630578,11.251642575558476,53.67647058823529,1610612745,66,43,2026-02-24T03:36:34Z,3190000,False,-18.0,53.0,1,left,A. Sengun turnaround Hook (10 PTS) (K. Durant 9 AST),"[1630578, 201142]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,10.0,K. Durant,201142.0,9.0,,,,,,,,,,,,,,
327,PT01M03.00S,2026-02-24T03:36:48.3Z,2,REGULAR,2pt,Jump Shot,[],1642846,74.72076215505913,50.0,1610612762,66,43,2026-02-24T03:36:54Z,3210000,False,0.0,185.0,1,right,MISS A. Bailey 18' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Center,18.51,Missed,,,,,,,,,,,,,,,,,,
328,PT01M00.00S,2026-02-24T03:36:51.3Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612745,66,43,2026-02-24T03:36:54Z,3220000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,327.0,2.0,2.0,0.0,,,,
329,PT00M59.70S,2026-02-24T03:36:55.2Z,2,REGULAR,foul,personal,[],1642271,,,1610612745,66,43,2026-02-24T03:36:58Z,3230000,False,,,0,,K. Filipowski personal FOUL (2 PF),"[1642271, 1630578]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,202053.0,,,,,,,2.0,0.0,Sengun,1630578.0
331,PT00M45.80S,2026-02-24T03:37:50.0Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612745,66,43,2026-02-24T03:37:54Z,3250000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1642271]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Filipowski,1642271.0,,,,,,,,,,,
