actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
579,PT06M16.00S,2026-02-24T04:36:11.3Z,4,REGULAR,steal,,[],1641989,,,1610612762,112,91,2026-02-24T04:36:13Z,5710000,False,,,0,,E. Harkless STEAL (2 STL),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
580,PT06M13.00S,2026-02-24T04:36:14.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641729,6.652431011826544,51.71568627450981,1610612762,112,93,2026-02-24T04:38:31Z,5720000,False,-9.0,10.0,1,left,B. Sensabaugh driving DUNK (24 PTS) (E. Harkless 4 AST),"[1641729, 1641989]",1610612762.0,UTA,driving,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,1.32,Made,24.0,E. Harkless,1641989.0,4.0,,,,,,,,,,,,,,
607,PT05M56.00S,2026-02-24T04:36:28.1Z,4,REGULAR,turnover,lost ball,[],201142,,,1610612745,112,93,2026-02-24T04:42:42Z,5745000,False,,,0,,K. Durant lost ball TURNOVER (4 TO),"[201142, 1629723]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,4.0,Konchar,1629723.0,,,,,,,,,,,
608,PT05M56.00S,2026-02-24T04:36:28.1Z,4,REGULAR,steal,,[],1629723,,,1610612762,112,93,2026-02-24T04:42:42Z,5752500,False,,,0,,J. Konchar STEAL (3 STL),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
584,PT05M55.00S,2026-02-24T04:36:42.1Z,4,REGULAR,substitution,out,[],1642263,,,1610612762,112,93,2026-02-24T04:42:42Z,5760000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT05M55.00S,2026-02-24T04:36:42.1Z,4,REGULAR,substitution,out,[],1631106,,,1610612762,112,93,2026-02-24T04:42:42Z,5770000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M55.00S,2026-02-24T04:36:42.1Z,4,REGULAR,substitution,in,[],1628988,,,1610612762,112,93,2026-02-24T04:42:42Z,5780000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M55.00S,2026-02-24T04:36:42.1Z,4,REGULAR,substitution,in,[],1629006,,,1610612762,112,93,2026-02-24T04:42:42Z,5790000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M55.00S,2026-02-24T04:36:57.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,112,93,2026-02-24T04:42:42Z,5800000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M55.00S,2026-02-24T04:39:47.8Z,4,REGULAR,substitution,out,[],201142,,,1610612762,112,93,2026-02-24T04:42:42Z,5820000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT05M55.00S,2026-02-24T04:39:47.8Z,4,REGULAR,substitution,in,[],1630578,,,1610612762,112,93,2026-02-24T04:42:42Z,5830000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M39.00S,2026-02-24T04:40:32.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,30.436925098554536,73.52941176470588,1610612762,112,93,2026-02-24T04:42:42Z,5840000,False,-118.0,234.0,1,left,MISS J. Konchar 26' 3PT,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
593,PT05M39.00S,2026-02-24T04:40:32.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,112,93,2026-02-24T04:40:39Z,5850000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,592.0,,,,,,,
594,PT05M39.00S,2026-02-24T04:40:38.6Z,4,REGULAR,foul,personal,[],1627827,,,1610612762,112,93,2026-02-24T04:40:58Z,5860000,False,,,0,,D. Finney-Smith loose ball personal FOUL (4 PF),"[1627827, 201567]",1610612745.0,HOU,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1146.0,,,,,,,4.0,0.0,Love,201567.0
596,PT05M39.00S,2026-02-24T04:40:47.5Z,4,REGULAR,substitution,out,[],1628374,,,1610612762,112,93,2026-02-24T04:40:57Z,5880000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT05M39.00S,2026-02-24T04:40:47.5Z,4,REGULAR,substitution,in,[],1642846,,,1610612762,112,93,2026-02-24T04:40:57Z,5890000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M33.00S,2026-02-24T04:41:02.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641989,27.020367936925098,81.61764705882352,1610612762,112,93,2026-02-24T04:41:08Z,5900000,False,-158.0,201.0,1,left,MISS E. Harkless 25' 3PT,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
599,PT05M27.00S,2026-02-24T04:41:08.7Z,4,REGULAR,rebound,offensive,[],201567,,,1610612762,112,93,2026-02-24T04:41:08Z,5910000,False,,,0,,K. Love REBOUND (Off:2 Def:7),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,598.0,9.0,7.0,2.0,,,,
600,PT05M27.00S,2026-02-24T04:41:07.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201567,5.590000152587891,50.0,1610612762,112,93,2026-02-24T04:41:10Z,5920000,False,0.0,0.0,1,left,MISS K. Love tip Layup,[201567],1610612762.0,UTA,tip,,,Love,K. Love,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
601,PT05M27.00S,2026-02-24T04:41:07.8Z,4,REGULAR,rebound,offensive,[],1642846,,,1610612762,112,93,2026-02-24T04:41:10Z,5930000,False,,,0,,A. Bailey REBOUND (Off:3 Def:3),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,600.0,6.0,3.0,3.0,,,,
602,PT05M16.00S,2026-02-24T04:41:19.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641729,16.376478318002626,49.01960784313725,1610612762,112,95,2026-02-24T04:41:23Z,5940000,False,5.0,101.0,1,left,B. Sensabaugh 10' turnaround fadeaway Jump Shot (26 PTS),[1641729],1610612762.0,UTA,turnaround fadeaway,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,10.15,Made,26.0,,,,,,,,,,,,,,,,,
604,PT04M54.00S,2026-02-24T04:41:58.5Z,4,REGULAR,foul,personal,['2freethrow'],1641729,,,1610612745,112,95,2026-02-24T04:42:11Z,5960000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1641729, 1631095]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1146.0,,,,,,,1.0,0.0,Smith Jr.,1631095.0
606,PT04M54.00S,2026-02-24T04:42:27.0Z,4,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,113,95,2026-02-24T04:42:59Z,5980000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (28 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
609,PT04M54.00S,2026-02-24T04:42:27.0Z,4,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,113,95,2026-02-24T04:42:59Z,5990000,False,,,0,,MISS J. Smith Jr. Free Throw 2 of 2,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
610,PT04M54.00S,2026-02-24T04:42:27.0Z,4,REGULAR,rebound,defensive,[],1642846,,,1610612762,113,95,2026-02-24T04:48:49Z,6000000,False,,,0,,A. Bailey REBOUND (Off:3 Def:4),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,609.0,7.0,4.0,3.0,,,,
611,PT04M28.00S,2026-02-24T04:43:14.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641989,6.783837056504599,43.38235294117647,1610612762,113,95,2026-02-24T04:43:20Z,6010000,False,33.0,11.0,1,left,MISS E. Harkless driving Layup - blocked,"[1641989, 1630578]",1610612762.0,UTA,driving,,,Harkless,E. Harkless,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,Sengun,1630578.0,,,,,,,,
612,PT04M28.00S,2026-02-24T04:43:14.7Z,4,REGULAR,block,,[],1630578,,,1610612762,113,95,2026-02-24T04:43:16Z,6020000,False,,,0,,A. Sengun BLOCK (2 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
613,PT04M28.00S,2026-02-24T04:43:14.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,113,95,2026-02-24T04:43:20Z,6030000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,611.0,,,,,,,
615,PT04M24.00S,2026-02-24T04:43:33.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1642846,5.075558475689881,9.558823529411764,1610612762,113,95,2026-02-24T04:43:54Z,6050000,False,202.0,-5.0,1,left,MISS A. Bailey 20' Jump Shot,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Right,20.23,Missed,,,,,,,,,,,,,,,,,,
616,PT04M24.00S,2026-02-24T04:43:38.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,113,95,2026-02-24T04:43:38Z,6060000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,615.0,,,,,,,
618,PT04M21.00S,2026-02-24T04:43:46.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641729,32.013797634691194,74.50980392156863,1610612762,113,95,2026-02-24T04:43:54Z,6080000,False,-123.0,248.0,1,left,MISS B. Sensabaugh 27' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,27.7,Missed,,,,,,,,,,,,,,,,,,
619,PT04M18.00S,2026-02-24T04:43:49.9Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612745,113,95,2026-02-24T04:43:54Z,6090000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,618.0,1.0,1.0,0.0,,,,
620,PT04M03.00S,2026-02-24T04:44:08.4Z,4,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,113,95,2026-02-24T04:44:14Z,6100000,False,,,0,,A. Sengun step out-of-bounds TURNOVER (3 TO),[1630578],1610612745.0,HOU,step,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,3.0,,,1626301.0,,,,,,,,,,
621,PT04M03.00S,2026-02-24T04:44:12.8Z,4,REGULAR,substitution,out,[],201567,,,1610612762,113,95,2026-02-24T04:44:31Z,6110000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT04M03.00S,2026-02-24T04:44:12.8Z,4,REGULAR,substitution,in,[],1642271,,,1610612762,113,95,2026-02-24T04:44:31Z,6130000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M03.00S,2026-02-24T04:44:12.8Z,4,REGULAR,substitution,out,[],1629723,,,1610612762,113,95,2026-02-24T04:46:20Z,6140000,False,,,0,,SUB out: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT04M03.00S,2026-02-24T04:44:12.8Z,4,REGULAR,substitution,in,[],1642268,,,1610612762,113,95,2026-02-24T04:46:20Z,6145000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M50.00S,2026-02-24T04:45:03.6Z,4,REGULAR,turnover,bad pass,[],1642271,,,1610612762,113,95,2026-02-24T04:45:08Z,6150000,False,,,0,,K. Filipowski bad pass TURNOVER (6 TO),"[1642271, 1631095]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,6.0,Smith Jr.,1631095.0,,,,,,,,,,,
626,PT03M50.00S,2026-02-24T04:45:03.6Z,4,REGULAR,steal,,[],1631095,,,1610612745,113,95,2026-02-24T04:45:05Z,6160000,False,,,0,,J. Smith Jr. STEAL (3 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
627,PT03M46.00S,2026-02-24T04:45:12.5Z,4,REGULAR,foul,offensive,[],1629006,,,1610612745,113,95,2026-02-24T04:46:52Z,6170000,False,,,0,,J. Okogie offensive FOUL (1 PF),"[1629006, 1641989]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1146.0,,,,,,,1.0,0.0,Harkless,1641989.0
629,PT03M46.00S,2026-02-24T04:45:12.5Z,4,REGULAR,turnover,offensive foul,[],1629006,,,1610612745,113,95,2026-02-24T04:46:52Z,6190000,False,,,0,,J. Okogie offensive foul TURNOVER (1 TO),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,1146.0,,,,,,,,,,
630,PT03M32.00S,2026-02-24T04:45:41.3Z,4,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612762,113,95,2026-02-24T04:45:46Z,6200000,False,,,0,,A. Sengun shooting personal FOUL (3 PF) (Filipowski 2 FT),"[1630578, 1642271]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1146.0,,,,,,,3.0,0.0,Filipowski,1642271.0
632,PT03M32.00S,2026-02-24T04:46:06.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1642271,,,1610612762,113,96,2026-02-24T04:46:06Z,6220000,False,,,0,,K. Filipowski Free Throw 1 of 2 (8 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
635,PT03M32.00S,2026-02-24T04:46:25.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1642271,,,1610612762,113,97,2026-02-24T04:46:25Z,6230000,False,,,0,,K. Filipowski Free Throw 2 of 2 (9 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
636,PT03M13.00S,2026-02-24T04:46:58.0Z,4,REGULAR,foul,personal,['2freethrow'],1642268,,,1610612745,113,97,2026-02-24T04:47:04Z,6240000,False,,,0,,I. Collier shooting personal FOUL (3 PF) (Sengun 2 FT),"[1642268, 1630578]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202053.0,,,,,,,3.0,0.0,Sengun,1630578.0
638,PT03M13.00S,2026-02-24T04:47:14.1Z,4,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,114,97,2026-02-24T04:47:14Z,6260000,False,,,0,,A. Sengun Free Throw 1 of 2 (15 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
639,PT03M13.00S,2026-02-24T04:47:26.9Z,4,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,115,97,2026-02-24T04:47:26Z,6270000,False,,,0,,A. Sengun Free Throw 2 of 2 (16 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
640,PT02M56.00S,2026-02-24T04:47:45.6Z,4,REGULAR,3pt,Jump Shot,[],1642268,28.597240473061763,74.50980392156863,1610612762,115,97,2026-02-24T04:47:52Z,6280000,False,-123.0,216.0,1,left,MISS I. Collier 24' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
641,PT02M55.00S,2026-02-24T04:47:46.6Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,115,97,2026-02-24T04:47:52Z,6290000,False,,,0,,A. Sengun REBOUND (Off:2 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,640.0,9.0,7.0,2.0,,,,
642,PT02M44.00S,2026-02-24T04:47:57.9Z,4,REGULAR,3pt,Jump Shot,[],1631095,77.87450722733246,9.558823529411764,1610612745,118,97,2026-02-24T04:48:02Z,6300000,False,-202.0,155.0,1,right,J. Smith Jr. 25' 3PT  (31 PTS) (A. Sengun 9 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.51,Made,31.0,A. Sengun,1630578.0,9.0,,,,,,,,,,,,,,
644,PT02M25.00S,2026-02-24T04:48:16.5Z,4,REGULAR,2pt,Jump Shot,[],1642268,21.369908015768726,62.745098039215684,1610612762,118,99,2026-02-24T04:48:23Z,6320000,False,-64.0,148.0,1,left,I. Collier 16' pullup Jump Shot (15 PTS) (K. Filipowski 4 AST),"[1642268, 1642271]",1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,16.15,Made,15.0,K. Filipowski,1642271.0,4.0,,,,,,,,,,,,,,
645,PT02M03.00S,2026-02-24T04:48:38.4Z,4,REGULAR,3pt,Jump Shot,[],1631095,65.65374507227332,38.23529411764706,1610612745,118,99,2026-02-24T04:48:52Z,6330000,False,-59.0,270.0,1,right,MISS J. Smith Jr. 27' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,27.67,Missed,,,,,,,,,,,,,,,,,,
646,PT02M00.00S,2026-02-24T04:48:41.7Z,4,REGULAR,rebound,defensive,[],1642846,,,1610612762,118,99,2026-02-24T04:48:41Z,6340000,False,,,0,,A. Bailey REBOUND (Off:3 Def:5),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,645.0,8.0,5.0,3.0,,,,
647,PT01M57.00S,2026-02-24T04:48:47.3Z,4,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612762,118,99,2026-02-24T04:48:54Z,6350000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Filipowski 2 FT),"[1628988, 1642271]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,,,,,,,1.0,0.0,Filipowski,1642271.0
649,PT01M57.00S,2026-02-24T04:49:13.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1642271,,,1610612762,118,100,2026-02-24T04:49:13Z,6370000,False,,,0,,K. Filipowski Free Throw 1 of 2 (10 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
650,PT01M57.00S,2026-02-24T04:49:14.0Z,4,REGULAR,substitution,out,[],1631095,,,1610612762,118,100,2026-02-24T04:49:22Z,6380000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M57.00S,2026-02-24T04:49:14.0Z,4,REGULAR,substitution,out,[],1630578,,,1610612762,118,100,2026-02-24T04:49:22Z,6390000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M57.00S,2026-02-24T04:49:14.0Z,4,REGULAR,substitution,in,[],201145,,,1610612762,118,100,2026-02-24T04:49:22Z,6400000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M57.00S,2026-02-24T04:49:14.0Z,4,REGULAR,substitution,in,[],1642384,,,1610612762,118,100,2026-02-24T04:49:22Z,6410000,False,,,0,,SUB in: I. Crawford,[1642384],1610612745.0,HOU,,,,Crawford,I. Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M57.00S,2026-02-24T04:49:36.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1642271,,,1610612762,118,101,2026-02-24T04:49:36Z,6420000,False,,,0,,K. Filipowski Free Throw 2 of 2 (11 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
656,PT01M44.00S,2026-02-24T04:49:53.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,85.23324572930355,51.225490196078425,1610612745,120,101,2026-02-24T04:49:58Z,6430000,False,6.0,86.0,1,right,A. Holiday 8' driving floating Jump Shot (2 PTS),[1628988],1610612745.0,HOU,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,8.65,Made,2.0,,,,,,,,,,,,,,,,,
657,PT01M37.00S,2026-02-24T04:50:03.3Z,4,REGULAR,3pt,Jump Shot,[],1642268,30.831143232588698,65.93137254901961,1610612762,120,101,2026-02-24T04:50:14Z,6440000,False,-80.0,237.0,1,left,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
658,PT01M35.00S,2026-02-24T04:50:05.3Z,4,REGULAR,rebound,defensive,[],1628988,,,1610612745,120,101,2026-02-24T04:50:14Z,6450000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,657.0,1.0,1.0,0.0,,,,
659,PT01M28.00S,2026-02-24T04:50:12.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201145,75.24638633377135,12.254901960784313,1610612745,120,101,2026-02-24T04:51:19Z,6460000,False,-189.0,180.0,1,right,MISS J. Green 26' running pullup 3PT,[201145],1610612745.0,HOU,running pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
660,PT01M28.00S,2026-02-24T04:50:12.1Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,120,101,2026-02-24T04:50:17Z,6470000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,659.0,5.0,3.0,2.0,,,,
661,PT01M19.00S,2026-02-24T04:50:21.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,7.178055190538765,53.92156862745098,1610612762,120,103,2026-02-24T04:50:29Z,6480000,False,-20.0,15.0,1,left,K. Filipowski cutting DUNK (13 PTS) (B. Sensabaugh 1 AST),"[1642271, 1641729]",1610612762.0,UTA,cutting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,2.47,Made,13.0,B. Sensabaugh,1641729.0,1.0,,,,,,,,,,,,,,
663,PT01M11.00S,2026-02-24T04:50:42.8Z,4,REGULAR,foul,personal,[],1642271,,,1610612745,120,103,2026-02-24T04:50:51Z,6500000,False,,,0,,K. Filipowski personal FOUL (3 PF),"[1642271, 1642384]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,,,,,,,,,,1626301.0,,,,,,,3.0,0.0,Crawford,1642384.0
665,PT01M04.00S,2026-02-24T04:51:09.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642271,,,1610612745,120,103,2026-02-24T04:51:14Z,6520000,False,,,0,,K. Filipowski shooting personal FOUL (4 PF) (Holiday 2 FT),"[1642271, 1628988]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1626301.0,,,,,,,4.0,0.0,Holiday,1628988.0
667,PT01M04.00S,2026-02-24T04:51:31.1Z,4,REGULAR,freethrow,1 of 2,[],1628988,,,1610612745,121,103,2026-02-24T04:51:31Z,6540000,False,,,0,,A. Holiday Free Throw 1 of 2 (3 PTS),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
668,PT01M04.00S,2026-02-24T04:51:42.1Z,4,REGULAR,freethrow,2 of 2,[],1628988,,,1610612745,122,103,2026-02-24T04:51:42Z,6550000,False,,,0,,A. Holiday Free Throw 2 of 2 (4 PTS),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
669,PT00M57.90S,2026-02-24T04:51:56.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629006,,,1610612762,122,103,2026-02-24T04:52:01Z,6560000,False,,,0,,J. Okogie personal FOUL (2 PF) (Collier 2 FT),"[1629006, 1642268]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,202053.0,,,,,,,2.0,0.0,Collier,1642268.0
