actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
247,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,44,36,2023-01-04T01:49:41Z,2410000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,out,[],203507,,,1610612749,44,36,2023-01-04T01:49:41Z,2420000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,out,[],1629060,,,1610612749,44,36,2023-01-04T01:49:41Z,2430000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,out,[],1629655,,,1610612749,44,36,2023-01-04T01:49:41Z,2440000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,out,[],1626153,,,1610612749,44,36,2023-01-04T01:49:41Z,2450000,False,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,in,[],204060,,,1610612749,44,36,2023-01-04T01:49:41Z,2460000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,44,36,2023-01-04T01:49:41Z,2470000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,in,[],201950,,,1610612749,44,36,2023-01-04T01:49:41Z,2480000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,in,[],203078,,,1610612749,44,36,2023-01-04T01:49:41Z,2490000,False,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,in,[],1630166,,,1610612749,44,36,2023-01-04T01:49:41Z,2500000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,in,[],1628420,,,1610612749,44,36,2023-01-04T01:49:41Z,2510000,False,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M35.00S,2023-01-04T01:49:53.6Z,2,REGULAR,turnover,out-of-bounds,[],201572,,,1610612749,44,36,2023-01-04T01:50:09Z,2520000,False,,,0,,B. Lopez lost ball out-of-bounds TURNOVER (1 TO),[201572],1610612749.0,MIL,lost ball,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627961.0,,,,,1.0,,
259,PT06M14.00S,2023-01-04T01:50:19.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203078,5.338370565045992,62.99019607843137,1610612764,44,38,2023-01-04T02:07:55Z,2530000,False,-65.0,-2.0,1,left,B. Beal 6' turnaround Hook (8 PTS),[203078],1610612764.0,WAS,turnaround,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,6.5,Made,,8.0,,,,,,,,,,,,,,,,
260,PT05M56.00S,2023-01-04T01:50:36.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201572,89.56964520367937,40.68627450980392,1610612749,46,38,2023-01-04T01:50:41Z,2540000,False,-47.0,46.0,1,right,B. Lopez 6' turnaround Hook (8 PTS) (J. Ingles 3 AST),"[201572, 204060]",1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,6.51,Made,,8.0,J. Ingles,204060.0,3.0,,,,,,,,,,,,,
262,PT05M36.00S,2023-01-04T01:50:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.835085413929041,49.50980392156863,1610612764,46,40,2023-01-04T02:12:58Z,2560000,False,2.0,21.0,1,left,D. Avdija driving reverse Layup (2 PTS) (M. Morris 1 AST),"[1630166, 1628420]",1610612764.0,WAS,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.12,Made,,2.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,
264,PT05M22.00S,2023-01-04T01:51:11.0Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612749,46,40,2023-01-04T01:51:16Z,2580000,False,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 203078]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Beal,203078.0
265,PT05M22.00S,2023-01-04T01:51:11.0Z,2,REGULAR,steal,,[],203078,,,1610612764,46,40,2023-01-04T01:51:13Z,2590000,False,,,0,,B. Beal STEAL (2 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
266,PT05M14.00S,2023-01-04T01:51:18.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628420,5.995400788436268,96.07843137254902,1610612764,46,43,2023-01-04T01:51:25Z,2600000,False,-230.0,4.0,1,left,M. Morris 3PT  (3 PTS) (K. Porzingis 1 AST),"[1628420, 204001]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,23.04,Made,,3.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,
268,PT04M58.00S,2023-01-04T01:51:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,90.75229960578186,58.333333333333336,1610612749,46,43,2023-01-04T01:51:43Z,2620000,False,42.0,34.0,1,right,MISS J. Holiday driving Layup - blocked,"[201950, 204001]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,,,,,,Porzingis,204001.0,,,,,,,,,,,
269,PT04M58.00S,2023-01-04T01:51:36.5Z,2,REGULAR,block,,[],204001,,,1610612749,46,43,2023-01-04T01:51:39Z,2630000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
270,PT04M57.00S,2023-01-04T01:51:37.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,46,43,2023-01-04T01:51:43Z,2640000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,268.0,,,,,,,,,,,,,,,,,
272,PT04M39.00S,2023-01-04T01:51:59.3Z,2,REGULAR,3pt,Jump Shot,[],204001,32.933639947437584,62.00980392156863,1610612764,46,46,2023-01-04T01:52:20Z,2660000,False,-60.0,257.0,1,left,K. Porzingis 26' 3PT  (13 PTS) (M. Morris 2 AST),"[204001, 1628420]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.4,Made,,13.0,M. Morris,1628420.0,2.0,,,,,,,,,,,,,
274,PT04M38.00S,2023-01-04T01:52:04.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,46,46,2023-01-04T01:52:20Z,2680000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M38.00S,2023-01-04T01:54:16.6Z,2,REGULAR,substitution,out,[],201572,,,1610612749,46,46,2023-01-04T01:54:45Z,2690000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M38.00S,2023-01-04T01:54:16.6Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,46,46,2023-01-04T01:54:45Z,2700000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M16.00S,2023-01-04T01:55:23.3Z,2,REGULAR,3pt,Jump Shot,[],1628960,65.65374507227332,49.01960784313725,1610612749,46,46,2023-01-04T01:55:27Z,2710000,False,-5.0,270.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,27.04,Missed,,,,,,,,,,,,,,,,,,
279,PT04M13.00S,2023-01-04T01:55:26.3Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612764,46,46,2023-01-04T01:55:27Z,2720000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,278.0,,,,,,,2.0,2.0,0.0,,,,,,,,
280,PT03M55.00S,2023-01-04T01:55:43.2Z,2,REGULAR,3pt,Jump Shot,[],1630557,16.376478318002626,5.147058823529411,1610612764,46,49,2023-01-04T01:55:49Z,2730000,False,224.0,101.0,1,left,C. Kispert 24' 3PT  (3 PTS) (B. Beal 4 AST),"[1630557, 203078]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,24.62,Made,,3.0,B. Beal,203078.0,4.0,,,,,,,,,,,,,
282,PT03M29.00S,2023-01-04T01:56:09.8Z,2,REGULAR,3pt,Jump Shot,[],1628960,69.20170827858082,76.47058823529412,1610612749,46,49,2023-01-04T01:56:15Z,2750000,False,132.0,237.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,27.15,Missed,,,,,,,,,,,,,,,,,,
283,PT03M27.00S,2023-01-04T01:56:11.8Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,46,49,2023-01-04T02:25:15Z,2760000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,282.0,,,,,,,1.0,1.0,0.0,,,,,,,,
286,PT03M20.00S,2023-01-04T01:56:18.5Z,2,REGULAR,2pt,Jump Shot,[],1628420,21.369908015768726,31.127450980392158,1610612764,46,49,2023-01-04T02:25:19Z,2790000,False,94.0,148.0,1,left,MISS M. Morris 17' running pullup Shot,[1628420],1610612764.0,WAS,running pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Right Center,17.59,Missed,,,,,,,,,,,,,,,,,,
287,PT03M17.00S,2023-01-04T01:56:21.5Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,46,49,2023-01-04T01:56:27Z,2800000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Right Center,,,286.0,,,,,,,2.0,2.0,0.0,,,,,,,,
288,PT03M12.00S,2023-01-04T01:56:26.3Z,2,REGULAR,3pt,Jump Shot,[],1628960,71.96123521681997,12.009803921568627,1610612749,46,49,2023-01-04T01:56:35Z,2810000,False,-190.0,211.0,1,right,MISS G. Allen 28' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,28.4,Missed,,,,,,,,,,,,,,,,,,
289,PT03M09.00S,2023-01-04T01:56:29.8Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,46,49,2023-01-04T01:56:29Z,2820000,False,,,0,,B. Portis REBOUND (Off:1 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,288.0,,,,,,,5.0,4.0,1.0,,,,,,,,
290,PT03M05.00S,2023-01-04T01:56:34.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,73.9323258869908,11.029411764705882,1610612749,49,49,2023-01-04T01:56:38Z,2830000,False,-195.0,193.0,1,right,G. Allen 27' 3PT  (3 PTS) (B. Portis 2 AST),"[1628960, 1626171]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,27.39,Made,,3.0,B. Portis,1626171.0,2.0,,,,,,,,,,,,,
292,PT02M38.00S,2023-01-04T01:57:00.8Z,2,REGULAR,2pt,Jump Shot,[],203078,12.040078843626807,73.0392156862745,1610612764,49,49,2023-01-04T01:57:13Z,2850000,False,-115.0,61.0,1,left,MISS B. Beal 13' turnaround fadeaway Shot,[203078],1610612764.0,WAS,turnaround fadeaway,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,13.02,Missed,,,,,,,,,,,,,,,,,,
293,PT02M36.00S,2023-01-04T01:57:02.8Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,49,49,2023-01-04T01:57:13Z,2860000,False,,,0,,B. Portis REBOUND (Off:1 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,292.0,,,,,,,6.0,5.0,1.0,,,,,,,,
294,PT02M29.00S,2023-01-04T01:57:16.7Z,2,REGULAR,foul,personal,[],1630557,,,1610612749,49,49,2023-01-04T01:57:31Z,2870000,False,,,0,,C. Kispert personal FOUL (1 PF),"[1630557, 201950]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,203592.0,1.0,0.0,Holiday,201950.0,,,
296,PT02M29.00S,2023-01-04T01:57:33.5Z,2,REGULAR,substitution,out,[],201950,,,1610612749,49,49,2023-01-04T01:57:51Z,2890000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M29.00S,2023-01-04T01:57:33.5Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,49,49,2023-01-04T01:57:51Z,2900000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M29.00S,2023-01-04T01:57:33.5Z,2,REGULAR,substitution,out,[],203078,,,1610612749,49,49,2023-01-04T01:57:51Z,2910000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M29.00S,2023-01-04T01:57:33.5Z,2,REGULAR,substitution,in,[],1630699,,,1610612749,49,49,2023-01-04T01:57:51Z,2920000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M29.00S,2023-01-04T01:57:33.5Z,2,REGULAR,substitution,in,[],203507,,,1610612749,49,49,2023-01-04T01:57:51Z,2930000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M29.00S,2023-01-04T01:57:33.5Z,2,REGULAR,substitution,in,[],1628398,,,1610612749,49,49,2023-01-04T01:57:51Z,2940000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M27.00S,2023-01-04T01:57:52.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.32917214191852,50.49019607843137,1610612749,51,49,2023-01-04T01:58:00Z,2950000,False,2.0,20.0,1,right,G. Antetokounmpo driving Layup (17 PTS) (G. Allen 2 AST),"[203507, 1628960]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.98,Made,,17.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,
304,PT02M27.00S,2023-01-04T01:57:57.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630166,,,1610612749,51,49,2023-01-04T01:58:11Z,2970000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1630166, 203507]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1830.0,1.0,0.0,Antetokounmpo,203507.0,,,
306,PT02M27.00S,2023-01-04T01:58:25.2Z,2,REGULAR,violation,lane,[],1630557,,,1610612749,51,49,2023-01-04T01:59:04Z,2990000,False,,,0,,C. Kispert lane VIOLATION,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M27.00S,2023-01-04T01:58:42.7Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,52,49,2023-01-04T01:58:42Z,3000000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (18 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,18.0,,,,,,,,,,,,,,,,
308,PT02M09.00S,2023-01-04T01:59:02.0Z,2,REGULAR,2pt,Jump Shot,[],204001,23.603810775295663,44.36274509803921,1610612764,52,49,2023-01-04T01:59:06Z,3010000,False,28.0,169.0,1,left,MISS K. Porzingis 17' pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,17.17,Missed,,,,,,,,,,,,,,,,,,
309,PT02M07.00S,2023-01-04T01:59:04.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,52,49,2023-01-04T01:59:06Z,3020000,False,,,0,,B. Portis REBOUND (Off:1 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Center,,,308.0,,,,,,,7.0,6.0,1.0,,,,,,,,
310,PT01M57.00S,2023-01-04T01:59:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.72339027595268,52.450980392156865,1610612749,54,49,2023-01-04T01:59:21Z,3030000,False,12.0,16.0,1,right,G. Antetokounmpo running reverse Layup (20 PTS),[203507],1610612749.0,MIL,running reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.01,Made,,20.0,,,,,,,,,,,,,,,,
311,PT01M44.00S,2023-01-04T01:59:27.4Z,2,REGULAR,2pt,Jump Shot,[],1628420,25.312089356110377,56.86274509803921,1610612764,54,49,2023-01-04T01:59:33Z,3040000,False,-34.0,185.0,1,left,MISS M. Morris 18' pullup Shot,[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Center,18.85,Missed,,,,,,,,,,,,,,,,,,
312,PT01M41.00S,2023-01-04T01:59:30.4Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,54,49,2023-01-04T01:59:33Z,3050000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,311.0,,,,,,,6.0,4.0,2.0,,,,,,,,
313,PT01M36.00S,2023-01-04T01:59:36.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],204060,71.69842312746385,14.460784313725492,1610612749,54,49,2023-01-04T02:01:14Z,3060000,False,-178.0,214.0,1,right,MISS J. Ingles 27' running 3PT,[204060],1610612749.0,MIL,running,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Left Center,27.78,Missed,,,,,,,,,,,,,,,,,,
314,PT01M33.00S,2023-01-04T01:59:38.7Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612749,54,49,2023-01-04T01:59:38Z,3070000,False,,,0,,G. Allen REBOUND (Off:2 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,313.0,,,,,,,3.0,1.0,2.0,,,,,,,,
315,PT01M32.00S,2023-01-04T01:59:40.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,66.96780551905388,69.85294117647058,1610612749,54,49,2023-01-04T02:06:52Z,3080000,False,99.0,258.0,1,right,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,27.64,Missed,,,,,,,,,,,,,,,,,,
316,PT01M30.00S,2023-01-04T01:59:42.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,54,49,2023-01-04T02:07:06Z,3090000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,315.0,,,,,,,1.0,1.0,0.0,,,,,,,,
317,PT01M22.00S,2023-01-04T02:00:34.5Z,2,REGULAR,jumpball,recovered,[],0,,,1610612764,54,49,2023-01-04T02:06:29Z,3100000,False,,,0,,Jump Ball M. Beauchamp vs. D. Avdija: Tip to Team (MIL),"[1630699, 1630166]",1610612749.0,MIL,heldball,Team (MIL),,,,Beauchamp,1630699.0,Avdija,1630166.0,,,,,,,,,,,,,,,,,,,,,,
320,PT01M22.00S,2023-01-04T02:00:34.5Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612764,54,49,2023-01-04T02:05:03Z,3130000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1628960]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Allen,1628960.0
321,PT01M22.00S,2023-01-04T02:00:34.5Z,2,REGULAR,steal,,[],1628960,,,1610612749,54,49,2023-01-04T02:05:55Z,3140000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
323,PT01M04.00S,2023-01-04T02:01:24.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612749,54,49,2023-01-04T02:01:42Z,3160000,False,,,0,,D. Avdija personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1630166, 203507]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1830.0,2.0,0.0,Antetokounmpo,203507.0,,,
325,PT01M04.00S,2023-01-04T02:01:53.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203507,,,1610612749,55,49,2023-01-04T02:01:53Z,3180000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (21 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
326,PT01M04.00S,2023-01-04T02:02:16.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203507,,,1610612749,56,49,2023-01-04T02:02:16Z,3190000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (22 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,22.0,,,,,,,,,,,,,,,,
327,PT00M55.30S,2023-01-04T02:02:31.7Z,2,REGULAR,2pt,Jump Shot,[],204001,17.821944809461236,33.82352941176471,1610612764,56,49,2023-01-04T02:02:36Z,3200000,False,81.0,115.0,1,left,MISS K. Porzingis 14' turnaround fadeaway Shot,[204001],1610612764.0,WAS,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,14.06,Missed,,,,,,,,,,,,,,,,,,
328,PT00M52.60S,2023-01-04T02:02:34.4Z,2,REGULAR,rebound,defensive,[],204060,,,1610612749,56,49,2023-01-04T02:02:36Z,3210000,False,,,0,,J. Ingles REBOUND (Off:0 Def:2),[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Mid-Range,8-16 Right,,,327.0,,,,,,,2.0,2.0,0.0,,,,,,,,
331,PT00M33.80S,2023-01-04T02:02:54.3Z,2,REGULAR,3pt,Jump Shot,[],1626171,94.03745072273325,4.411764705882353,1610612749,59,49,2023-01-04T02:02:59Z,3220000,False,-228.0,4.0,1,right,B. Portis 3PT  (10 PTS) (M. Beauchamp 1 AST),"[1626171, 1630699]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,22.79,Made,,10.0,M. Beauchamp,1630699.0,1.0,,,,,,,,,,,,,
333,PT00M13.10S,2023-01-04T02:03:18.7Z,2,REGULAR,3pt,Jump Shot,[],1628398,33.85348226018397,71.32352941176471,1610612764,59,49,2023-01-04T02:03:24Z,3240000,False,-107.0,266.0,1,left,MISS K. Kuzma 28' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,28.63,Missed,,,,,,,,,,,,,,,,,,
334,PT00M09.70S,2023-01-04T02:03:22.1Z,2,REGULAR,rebound,defensive,[],204060,,,1610612749,59,49,2023-01-04T02:03:24Z,3250000,False,,,0,,J. Ingles REBOUND (Off:0 Def:3),[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Left Center,,,333.0,,,,,,,3.0,3.0,0.0,,,,,,,,
335,PT00M02.00S,2023-01-04T02:03:30.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.72339027595268,52.450980392156865,1610612749,61,49,2023-01-04T02:03:35Z,3260000,False,12.0,16.0,1,right,G. Antetokounmpo driving finger roll Layup (24 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.01,Made,,24.0,,,,,,,,,,,,,,,,
336,PT00M00.00S,2023-01-04T02:03:50.1Z,2,REGULAR,period,end,[],0,,,1610612764,61,49,2023-01-04T02:03:50Z,3270000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-01-04T02:18:50.8Z,3,REGULAR,substitution,out,['startperiod'],204060,,,1610612764,61,49,2023-01-04T02:19:10Z,3280000,False,,,0,,SUB out: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
