actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
397,PT08M51.00S,2022-10-22T00:29:56.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629048,5.863994743758213,48.03921568627451,1610612754,63,80,2022-10-22T00:30:00Z,3930000,10.0,3.0,1,left,G. Bitadze cutting DUNK (6 PTS) (T. Haliburton 5 AST),"[1629048, 1630169]",1610612754.0,IND,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.01,Made,6.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,,
399,PT08M39.00S,2022-10-22T00:30:09.2Z,3,REGULAR,foul,personal,['2freethrow'],1629048,,,1610612759,63,80,2022-10-22T00:30:17Z,3950000,,,0,,G. Bitadze shooting personal FOUL (4 PF) (Poeltl 2 FT),"[1629048, 1627751]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,4.0,0.0,Poeltl,1627751.0,,,,,,,,,
401,PT08M39.00S,2022-10-22T00:30:38.0Z,3,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,63,80,2022-10-22T00:30:38Z,3970000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
402,PT08M39.00S,2022-10-22T00:30:38.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,63,80,2022-10-22T00:30:38Z,3980000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,401.0,,,,,,,
403,PT08M39.00S,2022-10-22T00:30:39.0Z,3,REGULAR,substitution,out,[],1629048,,,1610612759,63,80,2022-10-22T00:30:41Z,3990000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT08M39.00S,2022-10-22T00:30:39.0Z,3,REGULAR,substitution,in,[],1630543,,,1610612759,63,80,2022-10-22T00:30:41Z,4000000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT08M39.00S,2022-10-22T00:30:56.5Z,3,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,63,81,2022-10-22T00:30:56Z,4010000,,,0,,J. Poeltl Free Throw 2 of 2 (10 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
406,PT08M32.00S,2022-10-22T00:31:05.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,12.040078843626807,52.20588235294118,1610612754,65,81,2022-10-22T00:31:13Z,4020000,-11.0,61.0,1,left,T. Haliburton 6' driving floating Jump Shot (6 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,6.17,Made,6.0,,,,,,,,,,,,,,,,,
407,PT08M32.00S,2022-10-22T00:31:07.8Z,3,REGULAR,foul,personal,['1freethrow'],1630200,,,1610612754,65,81,2022-10-22T00:31:12Z,4030000,,,0,,T. Jones shooting personal FOUL (2 PF) (Haliburton 1 FT),"[1630200, 1630169]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,2.0,0.0,Haliburton,1630169.0,,,,,,,,,
409,PT08M32.00S,2022-10-22T00:31:31.6Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,66,81,2022-10-22T00:31:31Z,4050000,,,0,,T. Haliburton Free Throw 1 of 1 (7 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
410,PT08M25.00S,2022-10-22T00:31:40.1Z,3,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612759,66,81,2022-10-22T00:31:46Z,4060000,,,0,,J. Poeltl bad pass out-of-bounds TURNOVER (1 TO),[1627751],1610612759.0,SAS,bad pass,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,,,,,,,202049.0,,,,,1.0,,,,,,,,
411,PT08M11.00S,2022-10-22T00:31:59.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,32.276609724047304,61.274509803921575,1610612754,66,81,2022-10-22T00:32:14Z,4070000,-56.0,251.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
412,PT08M07.00S,2022-10-22T00:32:03.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,66,81,2022-10-22T00:32:06Z,4080000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,411.0,,,,,,,
413,PT08M07.00S,2022-10-22T00:32:07.4Z,3,REGULAR,foul,personal,[],1630200,,,1610612754,66,81,2022-10-22T00:32:18Z,4090000,,,0,,T. Jones loose ball personal FOUL (3 PF),"[1630200, 1630678]",1610612759.0,SAS,loose ball,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,3.0,0.0,Taylor,1630678.0,,,,,,,,,
415,PT08M04.00S,2022-10-22T00:32:25.6Z,3,REGULAR,foul,offensive,[],1630543,,,1610612754,66,81,2022-10-22T00:32:36Z,4110000,,,0,,I. Jackson offensive FOUL (1 PF),"[1630543, 1630200]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,1.0,0.0,Jones,1630200.0,,,,,,,,,
417,PT08M04.00S,2022-10-22T00:32:25.6Z,3,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,66,81,2022-10-22T00:32:25Z,4130000,,,0,,I. Jackson offensive foul TURNOVER (2 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,,,,,2.0,,,,,,,,
418,PT07M52.00S,2022-10-22T00:32:52.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630200,67.62483574244416,68.87254901960785,1610612759,66,81,2022-10-22T00:32:56Z,4140000,94.0,252.0,1,right,MISS T. Jones 26' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
419,PT07M50.00S,2022-10-22T00:32:55.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,66,81,2022-10-22T00:32:55Z,4150000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,418.0,,,,,,,
421,PT07M35.00S,2022-10-22T00:33:17.0Z,3,REGULAR,2pt,Jump Shot,[],1630169,15.850854139290407,27.941176470588236,1610612754,68,81,2022-10-22T00:34:16Z,4170000,110.0,96.0,1,left,T. Haliburton 14' step back Jump Shot (9 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,14.66,Made,9.0,,,,,,,,,,,,,,,,,
422,PT07M33.00S,2022-10-22T00:33:21.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,68,81,2022-10-22T00:33:21Z,4180000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M14.00S,2022-10-22T00:36:43.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,85.49605781865965,41.17647058823529,1610612759,68,83,2022-10-22T00:37:15Z,4190000,-44.0,84.0,1,right,K. Johnson 9' turnaround Hook (16 PTS),[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.47,Made,16.0,,,,,,,,,,,,,,,,,
424,PT06M50.00S,2022-10-22T00:37:06.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,6.258212877792378,53.18627450980392,1610612754,68,83,2022-10-22T00:37:10Z,4200000,-16.0,6.0,1,left,MISS I. Jackson driving Layup,[1630543],1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
425,PT06M48.00S,2022-10-22T00:37:08.4Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,68,83,2022-10-22T00:37:10Z,4210000,,,0,,J. Poeltl REBOUND (Off:1 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,424.0,5.0,4.0,1.0,,,,
426,PT06M42.00S,2022-10-22T00:37:14.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,92.06636005256242,96.32352941176471,1610612759,68,86,2022-10-22T00:37:19Z,4220000,232.0,22.0,1,right,D. Vassell 3PT running (21 PTS) (K. Johnson 6 AST),"[1630170, 1629640]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.27,Made,21.0,K. Johnson,1629640.0,6.0,,,,,,,,,,,,,,
428,PT06M35.00S,2022-10-22T00:37:21.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.652431011826544,49.754901960784316,1610612754,70,86,2022-10-22T00:37:36Z,4240000,1.0,10.0,1,left,I. Jackson cutting DUNK (7 PTS) (T. Haliburton 6 AST),"[1630543, 1630169]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.01,Made,7.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,,,,,
430,PT06M21.00S,2022-10-22T00:37:34.7Z,3,REGULAR,3pt,Jump Shot,[],1631110,89.43823915900131,4.166666666666666,1610612759,70,86,2022-10-22T00:37:39Z,4260000,-229.0,47.0,1,right,MISS J. Sochan 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,23.39,Missed,,,,,,,,,,,,,,,,,,
431,PT06M19.00S,2022-10-22T00:37:36.7Z,3,REGULAR,rebound,defensive,[],1630543,,,1610612754,70,86,2022-10-22T00:37:39Z,4270000,,,0,,I. Jackson REBOUND (Off:1 Def:3),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,430.0,4.0,3.0,1.0,,,,
432,PT06M10.00S,2022-10-22T00:37:46.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.915243101182654,50.98039215686274,1610612754,72,86,2022-10-22T00:37:57Z,4280000,-5.0,13.0,1,left,I. Jackson alley-oop DUNK (9 PTS) (T. Haliburton 7 AST),"[1630543, 1630169]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.34,Made,9.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,,,,,
434,PT05M56.00S,2022-10-22T00:37:59.8Z,3,REGULAR,3pt,Jump Shot,[],1630200,92.19776609724047,96.81372549019608,1610612759,72,86,2022-10-22T00:38:04Z,4300000,234.0,21.0,1,right,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.5,Missed,,,,,,,,,,,,,,,,,,
435,PT05M53.00S,2022-10-22T00:38:02.8Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,72,86,2022-10-22T00:38:04Z,4310000,,,0,,B. Hield REBOUND (Off:1 Def:3),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,434.0,4.0,3.0,1.0,,,,
436,PT05M50.00S,2022-10-22T00:38:06.4Z,3,REGULAR,turnover,bad pass,[],1627741,,,1610612754,72,86,2022-10-22T00:38:11Z,4320000,,,0,,B. Hield bad pass TURNOVER (3 TO),"[1627741, 1630200]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,3.0,,,,,,,Jones,1630200.0
437,PT05M50.00S,2022-10-22T00:38:06.4Z,3,REGULAR,steal,,[],1630200,,,1610612759,72,86,2022-10-22T00:38:08Z,4330000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
438,PT05M48.00S,2022-10-22T00:38:09.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,93.9060446780552,53.92156862745098,1610612759,72,88,2022-10-22T00:38:15Z,4340000,20.0,5.0,1,right,T. Jones driving finger roll Layup (9 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.02,Made,9.0,,,,,,,,,,,,,,,,,
439,PT05M47.00S,2022-10-22T00:38:14.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,72,88,2022-10-22T00:38:14Z,4350000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M47.00S,2022-10-22T00:39:11.9Z,3,REGULAR,substitution,out,[],1627741,,,1610612754,72,88,2022-10-22T00:39:42Z,4360000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M47.00S,2022-10-22T00:39:11.9Z,3,REGULAR,substitution,out,[],1630543,,,1610612754,72,88,2022-10-22T00:39:42Z,4370000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M47.00S,2022-10-22T00:39:11.9Z,3,REGULAR,substitution,out,[],1630170,,,1610612754,72,88,2022-10-22T00:39:42Z,4380000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M47.00S,2022-10-22T00:39:11.9Z,3,REGULAR,substitution,out,[],1630200,,,1610612754,72,88,2022-10-22T00:39:42Z,4390000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M47.00S,2022-10-22T00:39:11.9Z,3,REGULAR,substitution,in,[],1629614,,,1610612754,72,88,2022-10-22T00:39:42Z,4400000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M47.00S,2022-10-22T00:39:11.9Z,3,REGULAR,substitution,in,[],1630188,,,1610612754,72,88,2022-10-22T00:39:42Z,4410000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M47.00S,2022-10-22T00:39:11.9Z,3,REGULAR,substitution,in,[],1630563,,,1610612754,72,88,2022-10-22T00:39:42Z,4420000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M47.00S,2022-10-22T00:39:11.9Z,3,REGULAR,substitution,in,[],1626196,,,1610612754,72,88,2022-10-22T00:39:42Z,4430000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M36.00S,2022-10-22T00:40:07.7Z,3,REGULAR,turnover,out-of-bounds,[],1630188,,,1610612754,72,88,2022-10-22T00:40:48Z,4440000,,,0,,J. Smith bad pass out-of-bounds TURNOVER (1 TO),[1630188],1610612754.0,IND,bad pass,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,,202049.0,,,,,1.0,,,,,,,,
449,PT05M36.00S,2022-10-22T00:40:13.7Z,3,REGULAR,substitution,out,[],1631097,,,1610612759,72,88,2022-10-22T00:40:17Z,4450000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M36.00S,2022-10-22T00:40:13.7Z,3,REGULAR,substitution,in,[],1630174,,,1610612759,72,88,2022-10-22T00:40:17Z,4460000,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M33.00S,2022-10-22T00:41:16.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630678,,,1610612759,72,88,2022-10-22T00:43:26Z,4490000,,,0,,T. Taylor personal FOUL (1 PF) (Poeltl 2 FT),"[1630678, 1627751]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,
456,PT05M33.00S,2022-10-22T00:42:29.6Z,3,REGULAR,substitution,out,[],1630188,,,1610612759,72,88,2022-10-22T00:42:50Z,4520000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M33.00S,2022-10-22T00:42:29.6Z,3,REGULAR,substitution,in,[],201949,,,1610612759,72,88,2022-10-22T00:42:50Z,4530000,,,0,,SUB in: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT05M33.00S,2022-10-22T00:42:54.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627751,,,1610612759,72,88,2022-10-22T00:43:22Z,4540000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
459,PT05M33.00S,2022-10-22T00:42:54.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,72,88,2022-10-22T00:43:22Z,4550000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,
460,PT05M33.00S,2022-10-22T00:42:54.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627751,,,1610612759,72,89,2022-10-22T00:43:22Z,4560000,,,0,,J. Poeltl Free Throw 2 of 2 (11 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
461,PT05M09.00S,2022-10-22T00:43:36.6Z,3,REGULAR,3pt,Jump Shot,[],1630169,25.18068331143233,89.4607843137255,1610612754,72,89,2022-10-22T00:43:42Z,4570000,-197.0,184.0,1,left,MISS T. Haliburton 26' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.99,Missed,,,,,,,,,,,,,,,,,,
462,PT05M04.00S,2022-10-22T00:43:41.6Z,3,REGULAR,rebound,defensive,[],1631110,,,1610612759,72,89,2022-10-22T00:43:42Z,4580000,,,0,,J. Sochan REBOUND (Off:1 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,461.0,4.0,3.0,1.0,,,,
463,PT04M57.00S,2022-10-22T00:43:47.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,63.9454664914586,83.08823529411765,1610612759,72,92,2022-10-22T00:44:54Z,4590000,165.0,286.0,1,right,J. Richardson 33' 3PT running (17 PTS) (J. Sochan 1 AST),"[1626196, 1631110]",1610612759.0,SAS,running,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,33.07,Made,17.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,
465,PT04M31.00S,2022-10-22T00:44:14.7Z,3,REGULAR,3pt,Jump Shot,[],1629614,34.90473061760841,44.85294117647059,1610612754,72,92,2022-10-22T00:44:21Z,4610000,26.0,276.0,1,left,MISS A. Nembhard 27' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,27.68,Missed,,,,,,,,,,,,,,,,,,
466,PT04M29.00S,2022-10-22T00:44:16.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,72,92,2022-10-22T00:44:21Z,4620000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,465.0,,,,,,,
467,PT04M29.00S,2022-10-22T00:44:20.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630678,,,1610612759,72,92,2022-10-22T00:44:42Z,4630000,,,0,,T. Taylor loose ball personal FOUL (2 PF) (Johnson 2 FT),"[1630678, 1629640]",1610612754.0,IND,loose ball,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,2.0,0.0,Johnson,1629640.0,,,,,,,,,
469,PT04M29.00S,2022-10-22T00:44:47.6Z,3,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,72,92,2022-10-22T00:44:47Z,4650000,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
470,PT04M29.00S,2022-10-22T00:44:47.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,72,92,2022-10-22T00:44:47Z,4660000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,469.0,,,,,,,
471,PT04M29.00S,2022-10-22T00:44:48.2Z,3,REGULAR,substitution,out,[],1630169,,,1610612759,72,92,2022-10-22T00:45:05Z,4670000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M29.00S,2022-10-22T00:44:48.2Z,3,REGULAR,substitution,out,[],1630678,,,1610612759,72,92,2022-10-22T00:45:05Z,4680000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M29.00S,2022-10-22T00:44:48.2Z,3,REGULAR,substitution,out,[],1631110,,,1610612759,72,92,2022-10-22T00:45:05Z,4690000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT04M29.00S,2022-10-22T00:44:48.2Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,72,92,2022-10-22T00:45:05Z,4700000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M29.00S,2022-10-22T00:44:48.2Z,3,REGULAR,substitution,in,[],204456,,,1610612759,72,92,2022-10-22T00:45:05Z,4710000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT04M29.00S,2022-10-22T00:44:48.2Z,3,REGULAR,substitution,in,[],1630543,,,1610612759,72,92,2022-10-22T00:45:05Z,4720000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M29.00S,2022-10-22T00:44:48.2Z,3,REGULAR,substitution,in,[],203926,,,1610612759,72,92,2022-10-22T00:45:05Z,4730000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M29.00S,2022-10-22T00:44:48.2Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,72,92,2022-10-22T00:45:05Z,4740000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M29.00S,2022-10-22T00:45:06.9Z,3,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,72,93,2022-10-22T00:45:06Z,4750000,,,0,,K. Johnson Free Throw 2 of 2 (17 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
480,PT04M13.00S,2022-10-22T00:45:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,8.360709592641262,45.09803921568628,1610612754,72,93,2022-10-22T00:45:27Z,4760000,25.0,26.0,1,left,MISS A. Nesmith driving Layup - blocked,"[1630174, 1628380]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,Collins,1628380.0,,
517,PT04M13.00S,2022-10-22T00:45:23.9Z,3,REGULAR,block,,[],1628380,,,1610612754,72,93,2022-10-22T00:49:51Z,4765000,,,0,,Z. Collins BLOCK (2 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
481,PT04M10.00S,2022-10-22T00:45:26.9Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612754,72,93,2022-10-22T00:45:27Z,4770000,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,480.0,2.0,1.0,1.0,,,,
482,PT04M10.00S,2022-10-22T00:45:26.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,5.590000152587891,50.0,1610612754,72,93,2022-10-22T00:45:26Z,4780000,0.0,0.0,1,left,MISS A. Nesmith tip Layup,[1630174],1610612754.0,IND,tip,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
483,PT04M09.00S,2022-10-22T00:45:27.2Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612754,72,93,2022-10-22T00:45:27Z,4790000,,,0,,A. Nesmith REBOUND (Off:2 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,482.0,3.0,1.0,2.0,,,,
484,PT04M09.00S,2022-10-22T00:45:28.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,8.886333771353483,46.81372549019608,1610612754,72,93,2022-10-22T00:45:32Z,4800000,16.0,31.0,1,left,MISS A. Nesmith Layup - blocked,"[1630174, 1628380]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.48,Missed,,,,,,,,,,,,,,,Collins,1628380.0,,
