actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
173,PT11M49.00S,2022-10-19T23:43:03.9Z,2,REGULAR,3pt,Jump Shot,[],1630174,85.62746386333771,2.696078431372549,1610612754,25,36,2022-10-19T23:43:08Z,1690000,-237.0,83.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,25.05,,,,,,,,,,,
174,PT11M45.00S,2022-10-19T23:43:07.9Z,2,REGULAR,rebound,defensive,[],1630264,,,1610612764,25,36,2022-10-19T23:43:08Z,1700000,,,0,,A. Gill REBOUND (Off:0 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Left Corner 3,24+ Left,,,,,,,173.0,,,2.0,2.0,0.0,,,,,,,,
175,PT11M29.00S,2022-10-19T23:43:24.0Z,2,REGULAR,2pt,Jump Shot,[],203115,26.62614980289093,71.07843137254902,1610612764,25,36,2022-10-19T23:43:30Z,1710000,-105.0,198.0,1,left,MISS W. Barton 22' Jump Shot,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,22.41,,,,,,,,,,,
176,PT11M26.00S,2022-10-19T23:43:27.0Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,25,36,2022-10-19T23:43:30Z,1720000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left Center,,,,,,,175.0,,,3.0,3.0,0.0,,,,,,,,
177,PT11M22.00S,2022-10-19T23:43:31.7Z,2,REGULAR,foul,personal,[],203115,,,1610612754,25,36,2022-10-19T23:43:36Z,1730000,,,0,,W. Barton personal FOUL (1 PF),"[203115, 204456]",1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Right Center,1628953.0,1.0,0.0,McConnell,204456.0,,,,,,,,,,,,,,,
179,PT11M22.00S,2022-10-19T23:43:46.8Z,2,REGULAR,substitution,out,[],1630543,,,1610612754,25,36,2022-10-19T23:43:51Z,1750000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M22.00S,2022-10-19T23:43:46.8Z,2,REGULAR,substitution,in,[],1630188,,,1610612754,25,36,2022-10-19T23:43:51Z,1760000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M19.00S,2022-10-19T23:44:03.5Z,2,REGULAR,2pt,Jump Shot,[],204456,82.47371879106439,32.59803921568628,1610612754,27,36,2022-10-19T23:44:08Z,1770000,-87.0,112.0,1,right,T. McConnell 14' pullup Jump Shot (4 PTS) (J. Smith 1 AST),"[204456, 1630188]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,,,,Made,,4.0,14.2,,,,J. Smith,1630188.0,1.0,,,,,
183,PT11M02.00S,2022-10-19T23:44:20.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,6.1268068331143235,47.549019607843135,1610612764,27,38,2022-10-19T23:44:24Z,1790000,12.0,5.0,1,left,A. Gill reverse Layup (2 PTS) (W. Barton 1 AST),"[1630264, 203115]",1610612764.0,WAS,reverse,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.33,,,,W. Barton,203115.0,1.0,,,,,
185,PT10M43.00S,2022-10-19T23:44:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,92.85479632063075,46.81372549019608,1610612754,27,38,2022-10-19T23:44:42Z,1810000,-16.0,15.0,1,right,MISS J. Smith Layup,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.17,,,,,,,,,,,
186,PT10M41.00S,2022-10-19T23:44:40.7Z,2,REGULAR,rebound,offensive,[],1631097,,,1610612754,27,38,2022-10-19T23:44:42Z,1820000,,,0,,B. Mathurin REBOUND (Off:1 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,185.0,,,3.0,2.0,1.0,,,,,,,,
187,PT10M41.00S,2022-10-19T23:44:41.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,92.9862023653088,52.450980392156865,1610612754,29,38,2022-10-19T23:44:45Z,1830000,12.0,13.0,1,right,B. Mathurin putback Layup (12 PTS),[1631097],1610612754.0,IND,putback,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Made,,12.0,1.82,,,,,,,,,,,
188,PT10M30.00S,2022-10-19T23:44:53.5Z,2,REGULAR,foul,personal,['2freethrow'],204456,,,1610612764,29,38,2022-10-19T23:45:03Z,1840000,,,0,,T. McConnell shooting personal FOUL (1 PF) (Wright 2 FT),"[204456, 1626153]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,1162.0,1.0,0.0,Wright,1626153.0,,,,,,,,,,,,,,,
190,PT10M30.00S,2022-10-19T23:45:15.4Z,2,REGULAR,freethrow,1 of 2,[],1626153,,,1610612764,29,38,2022-10-19T23:45:15Z,1860000,,,0,,MISS D. Wright Free Throw 1 of 2,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
191,PT10M30.00S,2022-10-19T23:45:15.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,29,38,2022-10-19T23:45:15Z,1870000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,
192,PT10M30.00S,2022-10-19T23:45:28.5Z,2,REGULAR,freethrow,2 of 2,[],1626153,,,1610612764,29,39,2022-10-19T23:45:28Z,1880000,,,0,,D. Wright Free Throw 2 of 2 (5 PTS),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
193,PT10M15.00S,2022-10-19T23:45:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,92.72339027595268,54.90196078431373,1610612754,29,39,2022-10-19T23:45:49Z,1890000,25.0,16.0,1,right,MISS O. Brissett driving Layup,[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.92,,,,,,,,,,,
194,PT10M14.00S,2022-10-19T23:45:46.3Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,29,39,2022-10-19T23:45:49Z,1900000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,193.0,,,2.0,1.0,1.0,,,,,,,,
195,PT10M10.00S,2022-10-19T23:45:52.5Z,2,REGULAR,foul,offensive,[],1629060,,,1610612764,29,39,2022-10-19T23:46:05Z,1910000,,,0,,R. Hachimura charge offensive FOUL (1 PF),"[1629060, 204456]",1610612764.0,WAS,charge,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,201638.0,1.0,0.0,McConnell,204456.0,,,,,,,,,,,,,,,
197,PT10M10.00S,2022-10-19T23:45:52.5Z,2,REGULAR,turnover,offensive foul,[],1629060,,,1610612764,29,39,2022-10-19T23:45:52Z,1930000,,,0,,R. Hachimura offensive foul TURNOVER (2 TO),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,201638.0,,,,,,,,,,,,,,,2.0,,,,
198,PT09M52.00S,2022-10-19T23:46:24.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630188,85.23324572930355,44.36274509803921,1610612754,29,39,2022-10-19T23:56:44Z,1940000,-28.0,86.0,1,right,MISS J. Smith 9' turnaround Hook,[1630188],1610612754.0,IND,turnaround,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.08,,,,,,,,,,,
199,PT09M48.00S,2022-10-19T23:46:28.5Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,29,39,2022-10-19T23:46:31Z,1950000,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,198.0,,,2.0,2.0,0.0,,,,,,,,
200,PT09M47.00S,2022-10-19T23:46:30.3Z,2,REGULAR,turnover,out-of-bounds,[],1629060,,,1610612764,29,39,2022-10-19T23:46:36Z,1960000,,,0,,R. Hachimura bad pass out-of-bounds TURNOVER (3 TO),[1629060],1610612764.0,WAS,bad pass,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,201638.0,,,,,,,,,,,,,,,3.0,,,,
201,PT09M40.00S,2022-10-19T23:46:42.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204456,92.59198423127464,51.9607843137255,1610612754,29,39,2022-10-19T23:46:47Z,1970000,10.0,17.0,1,right,MISS T. McConnell driving reverse Layup,[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.97,,,,,,,,,,,
202,PT09M38.00S,2022-10-19T23:46:44.6Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,29,39,2022-10-19T23:46:47Z,1980000,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,201.0,,,3.0,2.0,1.0,,,,,,,,
203,PT09M34.00S,2022-10-19T23:46:49.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203115,6.1268068331143235,50.98039215686274,1610612764,29,41,2022-10-19T23:46:55Z,1990000,-5.0,5.0,1,left,W. Barton running DUNK (5 PTS),[203115],1610612764.0,WAS,running,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,0.71,,,,,,,,,,,
204,PT09M31.00S,2022-10-19T23:46:56.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,29,41,2022-10-19T23:46:56Z,2000000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M22.00S,2022-10-19T23:49:59.8Z,2,REGULAR,3pt,Jump Shot,[],1630188,67.88764783180025,35.53921568627451,1610612754,29,41,2022-10-19T23:51:53Z,2010000,-72.0,249.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.97,,,,,,,,,,,
207,PT09M21.00S,2022-10-19T23:50:00.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,29,41,2022-10-19T23:51:53Z,2020000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,206.0,,,,,,,,,,,,,
209,PT09M09.00S,2022-10-19T23:50:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203115,6.915243101182654,45.588235294117645,1610612764,29,41,2022-10-19T23:50:52Z,2040000,22.0,13.0,1,left,MISS W. Barton driving Layup - blocked,"[203115, 1630188]",1610612764.0,WAS,driving,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.54,,,,,,,,,,Smith,1630188.0
210,PT09M09.00S,2022-10-19T23:50:21.5Z,2,REGULAR,block,,[],1630188,,,1610612764,29,41,2022-10-19T23:50:23Z,2050000,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT09M06.00S,2022-10-19T23:50:24.5Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,29,41,2022-10-19T23:50:52Z,2060000,,,0,,B. Mathurin REBOUND (Off:1 Def:3),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,209.0,,,4.0,3.0,1.0,,,,,,,,
212,PT08M48.00S,2022-10-19T23:50:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,92.19776609724047,53.92156862745098,1610612754,29,41,2022-10-19T23:50:48Z,2070000,20.0,21.0,1,right,MISS O. Brissett cutting Layup,[1629052],1610612754.0,IND,cutting,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.86,,,,,,,,,,,
213,PT08M45.00S,2022-10-19T23:50:44.8Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,29,41,2022-10-19T23:50:44Z,2080000,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,212.0,,,4.0,3.0,1.0,,,,,,,,
214,PT08M29.00S,2022-10-19T23:51:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,6.915243101182654,54.65686274509803,1610612764,29,41,2022-10-19T23:51:06Z,2090000,-23.0,13.0,1,left,MISS R. Hachimura driving Layup,[1629060],1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.64,,,,,,,,,,,
215,PT08M27.00S,2022-10-19T23:51:02.9Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,29,41,2022-10-19T23:51:02Z,2100000,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,214.0,,,1.0,1.0,0.0,,,,,,,,
216,PT08M21.00S,2022-10-19T23:51:09.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,91.27792378449409,45.34313725490196,1610612754,29,41,2022-10-19T23:51:14Z,2110000,-23.0,29.0,1,right,MISS A. Nesmith driving Layup,[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.76,,,,,,,,,,,
217,PT08M18.00S,2022-10-19T23:51:12.1Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,29,41,2022-10-19T23:51:12Z,2120000,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,216.0,,,2.0,1.0,1.0,,,,,,,,
218,PT08M18.00S,2022-10-19T23:51:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,94.40999984741211,50.0,1610612754,31,41,2022-10-19T23:51:12Z,2130000,0.0,0.0,1,right,J. Smith tip Layup (2 PTS),[1630188],1610612754.0,IND,tip,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,,,,Made,,2.0,0.0,,,,,,,,,,,
219,PT08M02.00S,2022-10-19T23:51:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,9.674770039421814,55.14705882352941,1610612764,31,41,2022-10-19T23:51:45Z,2140000,-26.0,38.0,1,left,MISS D. Wright driving Layup - blocked,"[1626153, 204456]",1610612764.0,WAS,driving,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.62,,,,,,,,,,McConnell,204456.0
220,PT08M02.00S,2022-10-19T23:51:29.9Z,2,REGULAR,block,,[],204456,,,1610612764,31,41,2022-10-19T23:51:32Z,2150000,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
221,PT08M02.00S,2022-10-19T23:51:29.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,31,41,2022-10-19T23:51:45Z,2160000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,219.0,,,,,,,,,,,,,
223,PT08M02.00S,2022-10-19T23:51:34.9Z,2,REGULAR,substitution,out,[],1631097,,,1610612764,31,41,2022-10-19T23:51:50Z,2180000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M02.00S,2022-10-19T23:51:34.9Z,2,REGULAR,substitution,out,[],1629052,,,1610612764,31,41,2022-10-19T23:51:50Z,2190000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M02.00S,2022-10-19T23:51:34.9Z,2,REGULAR,substitution,in,[],1627741,,,1610612764,31,41,2022-10-19T23:51:50Z,2210000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M02.00S,2022-10-19T23:51:34.9Z,2,REGULAR,substitution,in,[],1630678,,,1610612764,31,41,2022-10-19T23:51:50Z,2220000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M02.00S,2022-10-19T23:51:34.9Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,31,41,2022-10-19T23:51:50Z,2230000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT08M02.00S,2022-10-19T23:51:34.9Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,31,41,2022-10-19T23:59:24Z,2235000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M57.00S,2022-10-19T23:52:14.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,9.806176084099869,49.50980392156863,1610612764,31,43,2022-10-19T23:52:19Z,2240000,2.0,40.0,1,left,D. Gafford Layup (4 PTS) (W. Barton 2 AST),"[1629655, 203115]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,3.98,,,,W. Barton,203115.0,2.0,,,,,
231,PT07M44.00S,2022-10-19T23:52:26.4Z,2,REGULAR,2pt,Jump Shot,[],204456,89.96386333771353,69.85294117647058,1610612754,31,43,2022-10-19T23:52:33Z,2260000,99.0,42.0,1,right,MISS T. McConnell 10' driving floating bank Shot,[204456],1610612754.0,IND,driving floating bank,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,10.77,,,,,,,,,,,
232,PT07M44.00S,2022-10-19T23:52:30.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,31,43,2022-10-19T23:52:30Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,231.0,,,,,,,,,,,,,
233,PT07M44.00S,2022-10-19T23:52:32.2Z,2,REGULAR,foul,personal,[],1629060,,,1610612754,31,43,2022-10-19T23:56:58Z,2280000,,,0,,R. Hachimura loose ball personal FOUL (2 PF),"[1629060, 1630188]",1610612764.0,WAS,loose ball,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,1162.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
235,PT07M44.00S,2022-10-19T23:52:38.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612754,31,43,2022-10-19T23:52:48Z,2300000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M44.00S,2022-10-19T23:52:38.9Z,2,REGULAR,substitution,out,[],203115,,,1610612754,31,43,2022-10-19T23:52:48Z,2310000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M44.00S,2022-10-19T23:52:38.9Z,2,REGULAR,substitution,in,[],1629048,,,1610612754,31,43,2022-10-19T23:52:48Z,2320000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M44.00S,2022-10-19T23:52:38.9Z,2,REGULAR,substitution,in,[],203078,,,1610612754,31,43,2022-10-19T23:52:48Z,2330000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M34.00S,2022-10-19T23:53:12.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,65.91655716162943,54.65686274509803,1610612754,31,43,2022-10-19T23:53:17Z,2340000,23.0,268.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.89,,,,,,,,,,,
240,PT07M30.00S,2022-10-19T23:53:16.7Z,2,REGULAR,rebound,offensive,[],1630678,,,1610612754,31,43,2022-10-19T23:53:17Z,2350000,,,0,,T. Taylor REBOUND (Off:1 Def:0),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Center,,,,,,,239.0,,,1.0,0.0,1.0,,,,,,,,
241,PT07M21.00S,2022-10-19T23:53:25.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,67.09921156373193,37.745098039215684,1610612754,34,43,2022-10-19T23:53:31Z,2360000,-61.0,257.0,1,right,B. Hield 26' 3PT pullup (6 PTS) (T. McConnell 3 AST),"[1627741, 204456]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,Made,,6.0,26.4,,,,T. McConnell,204456.0,3.0,,,,,
243,PT07M08.00S,2022-10-19T23:53:39.7Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612764,34,43,2022-10-19T23:53:47Z,2380000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1630174, 1628398]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,201638.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
245,PT07M08.00S,2022-10-19T23:54:13.2Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,34,43,2022-10-19T23:54:13Z,2400000,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
246,PT07M08.00S,2022-10-19T23:54:13.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,34,43,2022-10-19T23:54:13Z,2410000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,
247,PT07M08.00S,2022-10-19T23:54:14.9Z,2,REGULAR,substitution,out,[],204456,,,1610612764,34,43,2022-10-19T23:54:22Z,2420000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M08.00S,2022-10-19T23:54:14.9Z,2,REGULAR,substitution,in,[],1630169,,,1610612764,34,43,2022-10-19T23:54:22Z,2430000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M08.00S,2022-10-19T23:54:35.7Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,34,44,2022-10-19T23:54:35Z,2440000,,,0,,K. Kuzma Free Throw 2 of 2 (11 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
250,PT06M59.00S,2022-10-19T23:54:46.5Z,2,REGULAR,2pt,Jump Shot,[],1630169,84.31340341655716,77.69607843137256,1610612754,36,44,2022-10-19T23:55:06Z,2450000,138.0,95.0,1,right,T. Haliburton 16' pullup Jump Shot (12 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,,,,,,Made,,12.0,16.8,,,,,,,,,,,
251,PT06M57.00S,2022-10-19T23:54:55.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,36,44,2022-10-19T23:54:55Z,2460000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M57.00S,2022-10-19T23:57:08.7Z,2,REGULAR,substitution,out,[],1629655,,,1610612764,36,44,2022-10-19T23:57:36Z,2480000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M57.00S,2022-10-19T23:57:08.7Z,2,REGULAR,substitution,in,[],204001,,,1610612764,36,44,2022-10-19T23:57:36Z,2490000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M36.00S,2022-10-19T23:58:07.0Z,2,REGULAR,3pt,Jump Shot,[],1626153,23.078186596583443,89.2156862745098,1610612764,36,44,2022-10-19T23:58:16Z,2510000,-196.0,164.0,1,left,MISS D. Wright 25' 3PT,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.59,,,,,,,,,,,
257,PT06M30.00S,2022-10-19T23:58:13.0Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,36,44,2022-10-19T23:58:16Z,2520000,,,0,,A. Nesmith REBOUND (Off:0 Def:4),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,256.0,,,4.0,4.0,0.0,,,,,,,,
258,PT06M19.00S,2022-10-19T23:58:22.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,92.9862023653088,53.67647058823529,1610612754,38,44,2022-10-19T23:58:27Z,2530000,18.0,13.0,1,right,B. Hield driving finger roll Layup (8 PTS),[1627741],1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,2.28,,,,,,,,,,,
