actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
609,PT06M00.00S,2022-10-20T01:16:54.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630188,6.389618922470433,37.99019607843137,1610612754,91,101,2022-10-20T01:19:47Z,6020000,60.0,8.0,1,left,J. Smith 6' running Layup (13 PTS) (B. Mathurin 2 AST),"[1630188, 1631097]",1610612754.0,IND,running,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,13.0,6.05,,,,B. Mathurin,1631097.0,2.0,,,,,
611,PT06M00.00S,2022-10-20T01:16:58.3Z,4,REGULAR,foul,personal,['1freethrow'],1626153,,,1610612754,91,101,2022-10-20T01:17:06Z,6040000,,,0,,D. Wright shooting personal FOUL (3 PF) (Smith 1 FT),"[1626153, 1630188]",1610612764.0,WAS,shooting,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,3.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
613,PT06M00.00S,2022-10-20T01:17:23.5Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1630188,,,1610612754,92,101,2022-10-20T01:17:23Z,6060000,,,0,,J. Smith Free Throw 1 of 1 (14 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,
614,PT05M36.00S,2022-10-20T01:17:51.0Z,4,REGULAR,3pt,Jump Shot,[],203078,76.2976346911958,87.5,1610612764,92,101,2022-10-20T01:17:55Z,6070000,188.0,170.0,1,right,MISS B. Beal 25' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.33,,,,,,,,,,,
615,PT05M33.00S,2022-10-20T01:17:54.0Z,4,REGULAR,rebound,offensive,[],1628398,,,1610612764,92,101,2022-10-20T01:17:55Z,6080000,,,0,,K. Kuzma REBOUND (Off:1 Def:8),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,614.0,,,9.0,8.0,1.0,,,,,,,,
616,PT05M32.00S,2022-10-20T01:17:54.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,91.93495400788436,49.754901960784316,1610612764,92,103,2022-10-20T01:17:58Z,6090000,-1.0,23.0,1,right,K. Kuzma putback Layup (20 PTS),[1628398],1610612764.0,WAS,putback,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Made,,20.0,2.33,,,,,,,,,,,
617,PT05M20.00S,2022-10-20T01:18:09.1Z,4,REGULAR,2pt,Jump Shot,[],1630169,14.14257555847569,29.411764705882355,1610612754,94,103,2022-10-20T01:18:19Z,6100000,103.0,80.0,1,left,T. Haliburton 13' driving floating bank Jump Shot (23 PTS),[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,,,Made,,23.0,13.06,,,,,,,,,,,
618,PT05M20.00S,2022-10-20T01:18:19.2Z,4,REGULAR,foul,personal,['1freethrow'],1626153,,,1610612754,94,103,2022-10-20T01:18:24Z,6110000,,,0,,D. Wright shooting personal FOUL (4 PF) (Haliburton 1 FT),"[1626153, 1630169]",1610612764.0,WAS,shooting,,,Wright,D. Wright,,,,,Mid-Range,8-16 Right,1162.0,4.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
620,PT05M20.00S,2022-10-20T01:18:36.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,94,103,2022-10-20T01:19:47Z,6130000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M20.00S,2022-10-20T01:20:39.1Z,4,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,95,103,2022-10-20T01:20:39Z,6150000,,,0,,T. Haliburton Free Throw 1 of 1 (24 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,Made,,24.0,,,,,,,,,,,,
623,PT04M57.00S,2022-10-20T01:21:08.0Z,4,REGULAR,3pt,Jump Shot,[],1628398,66.70499342969777,13.725490196078432,1610612764,95,103,2022-10-20T01:21:13Z,6160000,-181.0,260.0,1,right,MISS K. Kuzma 31' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,31.74,,,,,,,,,,,
624,PT04M53.00S,2022-10-20T01:21:12.0Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,95,103,2022-10-20T01:21:13Z,6170000,,,0,,B. Hield REBOUND (Off:1 Def:6),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,623.0,,,7.0,6.0,1.0,,,,,,,,
625,PT04M46.00S,2022-10-20T01:21:18.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627741,10.988830486202366,54.166666666666664,1610612754,95,103,2022-10-20T01:21:23Z,6180000,-21.0,51.0,1,left,MISS B. Hield running Layup - blocked,"[1627741, 1628398]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.49,,,,,,,,,,Kuzma,1628398.0
626,PT04M46.00S,2022-10-20T01:21:18.4Z,4,REGULAR,block,,[],1628398,,,1610612754,95,103,2022-10-20T01:21:20Z,6190000,,,0,,K. Kuzma BLOCK (2 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
627,PT04M45.00S,2022-10-20T01:21:19.4Z,4,REGULAR,rebound,defensive,[],203078,,,1610612764,95,103,2022-10-20T01:21:47Z,6200000,,,0,,B. Beal REBOUND (Off:2 Def:3),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,625.0,,,5.0,3.0,2.0,,,,,,,,
628,PT04M42.00S,2022-10-20T01:21:24.6Z,4,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612764,95,103,2022-10-20T01:21:35Z,6210000,,,0,,A. Nesmith shooting personal FOUL (4 PF) (Beal 2 FT),"[1630174, 203078]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Right,1628953.0,4.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
630,PT04M42.00S,2022-10-20T01:21:58.9Z,4,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,95,104,2022-10-20T01:21:58Z,6230000,,,0,,B. Beal Free Throw 1 of 2 (22 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,Made,,22.0,,,,,,,,,,,,
631,PT04M42.00S,2022-10-20T01:22:15.2Z,4,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,95,105,2022-10-20T01:22:15Z,6240000,,,0,,B. Beal Free Throw 2 of 2 (23 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,Made,,23.0,,,,,,,,,,,,
632,PT04M33.00S,2022-10-20T01:22:27.5Z,4,REGULAR,2pt,Jump Shot,[],1630169,19.92444152431012,30.14705882352941,1610612754,97,105,2022-10-20T01:22:31Z,6250000,99.0,135.0,1,left,T. Haliburton 16' pullup Jump Shot (26 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,,,,,,Made,,26.0,16.74,,,,,,,,,,,
633,PT04M16.00S,2022-10-20T01:22:46.7Z,4,REGULAR,foul,offensive,[],204001,,,1610612764,97,105,2022-10-20T01:23:05Z,6260000,,,0,,K. Porzingis offensive FOUL (1 PF),"[204001, 1630174]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,1628953.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
635,PT04M16.00S,2022-10-20T01:22:46.7Z,4,REGULAR,turnover,offensive foul,[],204001,,,1610612764,97,105,2022-10-20T01:22:46Z,6280000,,,0,,K. Porzingis offensive foul TURNOVER (1 TO),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,1628953.0,,,,,,,,,,,,,,,1.0,,,,
636,PT04M00.00S,2022-10-20T01:23:20.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203078,,,1610612754,97,105,2022-10-20T01:23:26Z,6290000,,,0,,B. Beal shooting personal FOUL (2 PF) (Smith 2 FT),"[203078, 1630188]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,1162.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
638,PT04M00.00S,2022-10-20T01:23:50.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630188,,,1610612754,97,105,2022-10-20T01:24:09Z,6310000,,,0,,MISS J. Smith Free Throw 1 of 2,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
639,PT04M00.00S,2022-10-20T01:23:50.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,97,105,2022-10-20T01:24:09Z,6320000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,638.0,,,,,,,,,,,,,
640,PT04M00.00S,2022-10-20T01:23:50.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630188,,,1610612754,97,105,2022-10-20T01:24:09Z,6330000,,,0,,MISS J. Smith Free Throw 2 of 2,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
641,PT03M59.00S,2022-10-20T01:23:51.2Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,97,105,2022-10-20T01:24:09Z,6340000,,,0,,K. Kuzma REBOUND (Off:1 Def:9),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,640.0,,,10.0,9.0,1.0,,,,,,,,
642,PT03M38.00S,2022-10-20T01:24:29.1Z,4,REGULAR,3pt,Jump Shot,[],203115,89.70105124835742,97.54901960784314,1610612764,97,108,2022-10-20T01:24:34Z,6350000,238.0,44.0,1,right,W. Barton 24' 3PT  (13 PTS) (K. Porzingis 3 AST),"[203115, 204001]",1610612764.0,WAS,,,,Barton,W. Barton,,,,,Right Corner 3,24+ Right,,,,,,Made,,13.0,24.18,,,,K. Porzingis,204001.0,3.0,,,,,
644,PT03M25.00S,2022-10-20T01:24:41.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,15.193823915900131,37.5,1610612754,97,108,2022-10-20T01:24:45Z,6370000,62.0,90.0,1,left,MISS T. Haliburton 10' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,10.98,,,,,,,,,,,
645,PT03M24.00S,2022-10-20T01:24:42.1Z,4,REGULAR,rebound,defensive,[],204001,,,1610612764,97,108,2022-10-20T01:24:45Z,6380000,,,0,,K. Porzingis REBOUND (Off:1 Def:8),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,644.0,,,9.0,8.0,1.0,,,,,,,,
646,PT03M10.00S,2022-10-20T01:24:59.4Z,4,REGULAR,foul,offensive,['inpenalty'],204001,,,1610612764,97,108,2022-10-20T01:25:07Z,6390000,,,0,,K. Porzingis offensive FOUL (2 PF),"[204001, 1630188]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,1628953.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
648,PT03M10.00S,2022-10-20T01:24:59.4Z,4,REGULAR,turnover,offensive foul,[],204001,,,1610612764,97,108,2022-10-20T01:24:59Z,6410000,,,0,,K. Porzingis offensive foul TURNOVER (2 TO),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,1628953.0,,,,,,,,,,,,,,,2.0,,,,
649,PT02M55.00S,2022-10-20T01:25:39.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630188,7.30946123521682,53.18627450980392,1610612754,99,108,2022-10-20T01:25:43Z,6420000,-16.0,16.0,1,left,J. Smith cutting Layup (16 PTS) (B. Hield 3 AST),"[1630188, 1627741]",1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,Made,,16.0,2.27,,,,B. Hield,1627741.0,3.0,,,,,
651,PT02M32.00S,2022-10-20T01:26:02.5Z,4,REGULAR,2pt,Jump Shot,[],1628398,81.553876478318,83.08823529411765,1610612764,99,108,2022-10-20T01:26:15Z,6440000,165.0,121.0,1,right,MISS K. Kuzma 20' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,20.49,,,,,,,,,,,
652,PT02M30.00S,2022-10-20T01:26:04.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,99,108,2022-10-20T01:26:15Z,6450000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,651.0,,,,,,,,,,,,,
654,PT02M28.00S,2022-10-20T01:26:22.6Z,4,REGULAR,3pt,Jump Shot,[],1630188,33.98488830486202,51.71568627450981,1610612754,99,108,2022-10-20T01:26:31Z,6470000,-9.0,267.0,1,left,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.71,,,,,,,,,,,
655,PT02M22.00S,2022-10-20T01:26:28.6Z,4,REGULAR,rebound,offensive,[],1627741,,,1610612754,99,108,2022-10-20T01:26:31Z,6480000,,,0,,B. Hield REBOUND (Off:2 Def:6),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,654.0,,,8.0,6.0,2.0,,,,,,,,
656,PT02M22.00S,2022-10-20T01:26:27.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,5.590000152587891,50.0,1610612754,99,108,2022-10-20T01:26:27Z,6490000,0.0,0.0,1,left,MISS B. Hield tip Layup,[1627741],1610612754.0,IND,tip,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,0.0,,,,,,,,,,,
657,PT02M21.00S,2022-10-20T01:26:28.1Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,99,108,2022-10-20T01:26:28Z,6500000,,,0,,K. Kuzma REBOUND (Off:1 Def:10),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,656.0,,,11.0,10.0,1.0,,,,,,,,
658,PT02M14.00S,2022-10-20T01:26:41.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,99,108,2022-10-20T01:26:41Z,6510000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT02M03.00S,2022-10-20T01:28:35.1Z,4,REGULAR,2pt,Jump Shot,[],1628398,91.40932982917214,80.3921568627451,1610612764,99,110,2022-10-20T01:28:40Z,6520000,152.0,28.0,1,right,K. Kuzma 15' Jump Shot (22 PTS) (B. Beal 6 AST),"[1628398, 203078]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,Made,,22.0,15.46,,,,B. Beal,203078.0,6.0,,,,,
661,PT01M54.00S,2022-10-20T01:28:44.6Z,4,REGULAR,3pt,Jump Shot,[],1627741,30.305519053876477,77.94117647058823,1610612754,99,110,2022-10-20T01:28:49Z,6540000,-140.0,232.0,1,left,MISS B. Hield 27' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.12,,,,,,,,,,,
662,PT01M49.00S,2022-10-20T01:28:49.6Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,99,110,2022-10-20T01:28:49Z,6550000,,,0,,K. Kuzma REBOUND (Off:1 Def:11),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,661.0,,,12.0,11.0,1.0,,,,,,,,
663,PT01M28.00S,2022-10-20T01:29:10.6Z,4,REGULAR,2pt,Jump Shot,[],204001,91.14651773981603,7.8431372549019605,1610612764,99,110,2022-10-20T01:29:26Z,6560000,-211.0,31.0,1,right,MISS K. Porzingis 21' Jump Shot,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left,,,,,,Missed,,,21.3,,,,,,,,,,,
664,PT01M26.00S,2022-10-20T01:29:12.4Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,99,110,2022-10-20T01:29:12Z,6570000,,,0,,J. Smith REBOUND (Off:1 Def:6),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Left,,,,,,,663.0,,,7.0,6.0,1.0,,,,,,,,
665,PT01M23.00S,2022-10-20T01:29:15.6Z,4,REGULAR,3pt,Jump Shot,[],1630174,32.14520367936925,31.862745098039213,1610612754,102,110,2022-10-20T01:29:31Z,6580000,91.0,250.0,1,left,A. Nesmith 26' 3PT running pullup (3 PTS) (T. Haliburton 7 AST),"[1630174, 1630169]",1610612754.0,IND,running pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,3.0,26.57,,,,T. Haliburton,1630169.0,7.0,,,,,
668,PT01M03.00S,2022-10-20T01:29:39.5Z,4,REGULAR,3pt,Jump Shot,[],203078,73.14388961892247,80.88235294117648,1610612764,102,110,2022-10-20T01:29:45Z,6610000,154.0,200.0,1,right,MISS B. Beal 25' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.26,,,,,,,,,,,
669,PT00M59.20S,2022-10-20T01:29:43.3Z,4,REGULAR,rebound,offensive,[],204001,,,1610612764,102,110,2022-10-20T01:29:43Z,6620000,,,0,,K. Porzingis REBOUND (Off:2 Def:8),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,668.0,,,10.0,8.0,2.0,,,,,,,,
670,PT00M53.20S,2022-10-20T01:29:49.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,93.38042049934296,3.1862745098039214,1610612764,102,110,2022-10-20T01:29:56Z,6630000,-234.0,10.0,1,right,MISS K. Kuzma step back 3PT,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.43,,,,,,,,,,,
671,PT00M50.20S,2022-10-20T01:29:52.6Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,102,110,2022-10-20T01:29:52Z,6640000,,,0,,J. Smith REBOUND (Off:1 Def:7),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,,,,670.0,,,8.0,7.0,1.0,,,,,,,,
672,PT00M45.90S,2022-10-20T01:29:57.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,33.327858081471746,45.09803921568628,1610612754,105,110,2022-10-20T01:30:03Z,6650000,25.0,261.0,1,left,B. Mathurin 26' 3PT running pullup (17 PTS),[1631097],1610612754.0,IND,running pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,Made,,17.0,26.19,,,,,,,,,,,
673,PT00M40.90S,2022-10-20T01:30:07.0Z,4,REGULAR,turnover,bad pass,[],1628398,,,1610612764,105,110,2022-10-20T01:30:25Z,6660000,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 1631097]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Mathurin,1631097.0,,
674,PT00M40.90S,2022-10-20T01:30:07.0Z,4,REGULAR,steal,,[],1631097,,,1610612754,105,110,2022-10-20T01:30:09Z,6670000,,,0,,B. Mathurin STEAL (2 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
675,PT00M37.40S,2022-10-20T01:30:10.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,20.97568988173456,92.40196078431373,1610612754,105,110,2022-10-20T01:30:28Z,6680000,-212.0,145.0,1,left,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.67,,,,,,,,,,,
676,PT00M33.60S,2022-10-20T01:30:14.2Z,4,REGULAR,rebound,offensive,[],1627741,,,1610612754,105,110,2022-10-20T01:30:14Z,6690000,,,0,,B. Hield REBOUND (Off:3 Def:6),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,675.0,,,9.0,6.0,3.0,,,,,,,,
677,PT00M32.50S,2022-10-20T01:30:15.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630174,8.754927726675426,46.32352941176471,1610612754,105,110,2022-10-20T01:30:31Z,6700000,18.0,30.0,1,left,MISS A. Nesmith Layup - blocked,"[1630174, 203078]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.5,,,,,,,,,,Beal,203078.0
678,PT00M32.50S,2022-10-20T01:30:15.3Z,4,REGULAR,block,,[],203078,,,1610612754,105,110,2022-10-20T01:30:20Z,6710000,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
679,PT00M32.50S,2022-10-20T01:30:15.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,105,110,2022-10-20T01:30:31Z,6720000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,677.0,,,,,,,,,,,,,
681,PT00M31.20S,2022-10-20T01:30:34.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631097,6.652431011826544,54.90196078431373,1610612754,107,110,2022-10-20T01:32:44Z,6740000,-25.0,10.0,1,left,B. Mathurin reverse Layup (19 PTS) (A. Nesmith 1 AST),"[1631097, 1630174]",1610612754.0,IND,reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Made,,19.0,2.65,,,,A. Nesmith,1630174.0,1.0,,,,,
683,PT00M31.20S,2022-10-20T01:30:49.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628398,,,1610612754,107,110,2022-10-20T01:30:53Z,6760000,,,0,,K. Kuzma shooting personal FOUL (4 PF) (Mathurin 1 FT),"[1628398, 1631097]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1162.0,4.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
685,PT00M31.20S,2022-10-20T01:31:06.3Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1631097,,,1610612754,107,110,2022-10-20T01:31:06Z,6780000,,,0,,MISS B. Mathurin Free Throw 1 of 1,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
686,PT00M29.50S,2022-10-20T01:31:07.7Z,4,REGULAR,rebound,offensive,[],1627741,,,1610612754,107,110,2022-10-20T01:31:07Z,6790000,,,0,,B. Hield REBOUND (Off:4 Def:6),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,685.0,,,10.0,6.0,4.0,,,,,,,,
687,PT00M28.10S,2022-10-20T01:31:09.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630169,31.09395532194481,80.63725490196079,1610612754,107,110,2022-10-20T01:31:15Z,6800000,-153.0,240.0,1,left,MISS T. Haliburton 28' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,28.46,,,,,,,,,,,
688,PT00M24.50S,2022-10-20T01:31:12.6Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612764,107,110,2022-10-20T01:31:12Z,6810000,,,0,,D. Wright REBOUND (Off:1 Def:2),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,,,,,,,687.0,,,3.0,2.0,1.0,,,,,,,,
689,PT00M14.80S,2022-10-20T01:31:26.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612764,107,110,2022-10-20T01:31:37Z,6820000,,,0,,B. Mathurin shooting personal FOUL (3 PF) (Barton 2 FT),"[1631097, 203115]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,1162.0,3.0,0.0,Barton,203115.0,,,,,,,,,,,,,,,
691,PT00M14.80S,2022-10-20T01:31:59.7Z,4,REGULAR,freethrow,1 of 2,[],203115,,,1610612764,107,111,2022-10-20T01:31:59Z,6840000,,,0,,W. Barton Free Throw 1 of 2 (14 PTS),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,
692,PT00M14.80S,2022-10-20T01:32:00.7Z,4,REGULAR,substitution,out,[],204001,,,1610612764,107,111,2022-10-20T01:32:09Z,6850000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT00M14.80S,2022-10-20T01:32:00.7Z,4,REGULAR,substitution,in,[],1630264,,,1610612764,107,111,2022-10-20T01:32:09Z,6860000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M14.80S,2022-10-20T01:32:15.4Z,4,REGULAR,freethrow,2 of 2,[],203115,,,1610612764,107,112,2022-10-20T01:32:15Z,6870000,,,0,,W. Barton Free Throw 2 of 2 (15 PTS),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
