actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
177,PT11M03.00S,2023-02-16T00:45:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,7.30946123521682,51.9607843137255,1610612754,15,39,2023-02-16T00:45:58Z,1760000,False,-10.0,16.0,1,left,MISS J. Nwora driving finger roll Layup,[1629670],1610612754.0,IND,driving finger roll,,,,,,Restricted Area,0-8 Center,1.89,Missed,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,
178,PT11M00.00S,2023-02-16T00:45:57.2Z,2,REGULAR,rebound,offensive,[],1631097,,,1610612754,15,39,2023-02-16T00:45:58Z,1770000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:0),[1631097],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Mathurin,B. Mathurin,177.0,1.0,0.0,1.0,,,,,,,,,,,,,
179,PT10M57.00S,2023-02-16T00:46:01.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629670,4.681340341655716,96.07843137254902,1610612754,15,39,2023-02-16T00:46:06Z,1780000,False,-230.0,-8.0,1,left,MISS J. Nwora 3PT - blocked,"[1629670, 1631207]",1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,23.06,Missed,,Nwora,J. Nwora,,,,,,,,,,,,,,,,Terry,1631207.0
180,PT10M57.00S,2023-02-16T00:46:01.2Z,2,REGULAR,block,,[],1631207,,,1610612754,15,39,2023-02-16T00:46:03Z,1790000,False,,,0,,D. Terry BLOCK (1 BLK),[1631207],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,
181,PT10M56.00S,2023-02-16T00:46:02.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,15,39,2023-02-16T00:46:06Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,,,,,,179.0,,,,,,,,,,,,,,,,
184,PT10M55.00S,2023-02-16T00:46:44.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626167,5.732588699080158,50.245098039215684,1610612754,15,39,2023-02-16T00:50:50Z,1830000,False,-1.0,1.0,1,left,MISS M. Turner cutting DUNK - blocked,"[1626167, 203083]",1610612754.0,IND,cutting,,,,,,Restricted Area,0-8 Center,0.18,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,Drummond,203083.0
185,PT10M55.00S,2023-02-16T00:46:44.9Z,2,REGULAR,block,,[],203083,,,1610612754,15,39,2023-02-16T00:46:46Z,1840000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
186,PT10M51.00S,2023-02-16T00:46:48.9Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,15,39,2023-02-16T00:46:48Z,1850000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Dosunmu,A. Dosunmu,184.0,2.0,2.0,0.0,,,,,,,,,,,,,
187,PT10M49.00S,2023-02-16T00:46:49.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631207,72.09264126149803,18.872549019607842,1610612741,15,39,2023-02-16T00:46:55Z,1860000,False,-156.0,210.0,1,right,MISS D. Terry 26' running 3PT,[1631207],1610612741.0,CHI,running,,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,Terry,D. Terry,,,,,,,,,,,,,,,,,
188,PT10M45.00S,2023-02-16T00:46:53.9Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612754,15,39,2023-02-16T00:46:55Z,1870000,False,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,,Nwora,J. Nwora,187.0,2.0,2.0,0.0,,,,,,,,,,,,,
189,PT10M40.00S,2023-02-16T00:46:59.3Z,2,REGULAR,3pt,Jump Shot,[],1630537,16.507884362680684,4.166666666666666,1610612754,18,39,2023-02-16T00:52:08Z,1880000,False,229.0,103.0,1,left,C. Duarte 25' 3PT  (3 PTS) (T. McConnell 2 AST),"[1630537, 204456]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,25.12,Made,3.0,Duarte,C. Duarte,,,,,,,,T. McConnell,204456.0,2.0,,,,,,,
191,PT10M22.00S,2023-02-16T00:47:16.5Z,2,REGULAR,3pt,Jump Shot,[],1627936,92.9862023653088,4.411764705882353,1610612741,18,39,2023-02-16T00:47:24Z,1900000,False,-228.0,13.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,22.83,Missed,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
192,PT10M19.00S,2023-02-16T00:47:19.5Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612754,18,39,2023-02-16T00:47:24Z,1910000,False,,,0,,J. Nwora REBOUND (Off:0 Def:3),[1629670],1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,,,,Nwora,J. Nwora,191.0,3.0,3.0,0.0,,,,,,,,,,,,,
193,PT10M15.00S,2023-02-16T00:47:23.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629670,31.09395532194481,28.676470588235293,1610612754,18,39,2023-02-16T00:47:29Z,1920000,False,107.0,240.0,1,left,MISS J. Nwora 26' running 3PT,[1629670],1610612754.0,IND,running,,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,
194,PT10M13.00S,2023-02-16T00:47:25.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,18,39,2023-02-16T00:47:29Z,1930000,False,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Drummond,A. Drummond,193.0,5.0,4.0,1.0,,,,,,,,,,,,,
195,PT10M05.00S,2023-02-16T00:47:34.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.06636005256242,52.450980392156865,1610612741,18,41,2023-02-16T00:47:37Z,1940000,False,12.0,22.0,1,right,A. Dosunmu driving finger roll Layup (11 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,2.53,Made,11.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
196,PT09M57.00S,2023-02-16T00:47:45.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,18,41,2023-02-16T00:47:45Z,1950000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M57.00S,2023-02-16T00:50:07.5Z,2,REGULAR,substitution,out,[],1631097,,,1610612754,18,41,2023-02-16T00:50:36Z,1960000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,,,,,,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
198,PT09M57.00S,2023-02-16T00:50:07.5Z,2,REGULAR,substitution,out,[],203083,,,1610612754,18,41,2023-02-16T00:50:36Z,1970000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
199,PT09M57.00S,2023-02-16T00:50:07.5Z,2,REGULAR,substitution,out,[],1627936,,,1610612754,18,41,2023-02-16T00:50:36Z,1980000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
200,PT09M57.00S,2023-02-16T00:50:07.5Z,2,REGULAR,substitution,in,[],1627741,,,1610612754,18,41,2023-02-16T00:50:36Z,1990000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,
201,PT09M57.00S,2023-02-16T00:50:07.5Z,2,REGULAR,substitution,in,[],202696,,,1610612754,18,41,2023-02-16T00:50:36Z,2000000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
202,PT09M57.00S,2023-02-16T00:50:07.5Z,2,REGULAR,substitution,in,[],1630172,,,1610612754,18,41,2023-02-16T00:50:36Z,2010000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
203,PT09M52.00S,2023-02-16T00:50:47.0Z,2,REGULAR,3pt,Jump Shot,[],1630537,5.338370565045992,3.6764705882352944,1610612754,21,41,2023-02-16T00:50:50Z,2020000,False,232.0,-2.0,1,left,C. Duarte 3PT  (6 PTS) (T. McConnell 3 AST),"[1630537, 204456]",1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,23.16,Made,6.0,Duarte,C. Duarte,,,,,,,,T. McConnell,204456.0,3.0,,,,,,,
205,PT09M25.00S,2023-02-16T00:51:16.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,21,41,2023-02-16T00:51:25Z,2040000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2882.0,,,,,,
206,PT09M12.00S,2023-02-16T00:51:42.8Z,2,REGULAR,foul,offensive,[],1626167,,,1610612754,21,41,2023-02-16T00:51:47Z,2050000,False,,,0,,M. Turner offensive FOUL (1 PF),"[1626167, 1629632]",1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Turner,M. Turner,,,,,,,,,,,2882.0,1.0,0.0,White,1629632.0,,
208,PT09M12.00S,2023-02-16T00:51:42.8Z,2,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,21,41,2023-02-16T00:51:42Z,2070000,False,,,0,,M. Turner offensive foul TURNOVER (3 TO),[1626167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Turner,M. Turner,,,,,3.0,,,,,,2882.0,,,,,,
209,PT09M00.00S,2023-02-16T00:52:09.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630172,86.94152431011827,27.941176470588236,1610612741,21,41,2023-02-16T00:52:15Z,2080000,False,-110.0,70.0,1,right,MISS P. Williams 13' turnaround fadeaway Shot,[1630172],1610612741.0,CHI,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,13.07,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,,
210,PT08M56.00S,2023-02-16T00:52:13.0Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,21,41,2023-02-16T00:52:15Z,2090000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,,,,Mid-Range,8-16 Left,,,,McConnell,T. McConnell,209.0,1.0,1.0,0.0,,,,,,,,,,,,,
211,PT08M52.00S,2023-02-16T00:52:16.9Z,2,REGULAR,turnover,bad pass,[],204456,,,1610612754,21,41,2023-02-16T00:52:27Z,2100000,False,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 1629632]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Center,,,,McConnell,T. McConnell,,,,,1.0,White,1629632.0,,,,,,,,,,
212,PT08M52.00S,2023-02-16T00:52:16.9Z,2,REGULAR,steal,,[],1629632,,,1610612741,21,41,2023-02-16T00:52:18Z,2110000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,White,C. White,,,,,,,,,,,,,,,,,
213,PT08M51.00S,2023-02-16T00:52:20.2Z,2,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,21,41,2023-02-16T00:52:26Z,2120000,False,,,0,,C. White step out-of-bounds TURNOVER (1 TO),[1629632],1610612741.0,CHI,step,,,,,,Above the Break 3,24+ Left Center,,,,White,C. White,,,,,1.0,,,,,,1199.0,,,,,,
214,PT08M46.00S,2023-02-16T00:52:42.3Z,2,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612754,21,41,2023-02-16T00:52:46Z,2130000,False,,,0,,A. Dosunmu shooting personal FOUL (2 PF) (McConnell 2 FT),"[1630245, 204456]",1610612741.0,CHI,shooting,,,,,,Mid-Range,8-16 Right,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,2882.0,2.0,0.0,McConnell,204456.0,,
216,PT08M46.00S,2023-02-16T00:53:07.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],204456,,,1610612754,22,41,2023-02-16T00:53:07Z,2150000,False,,,0,,T. McConnell Free Throw 1 of 2 (1 PTS),[204456],1610612754.0,IND,,,,,,,,,,Made,1.0,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
217,PT08M46.00S,2023-02-16T00:53:25.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],204456,,,1610612754,23,41,2023-02-16T00:53:25Z,2160000,False,,,0,,T. McConnell Free Throw 2 of 2 (2 PTS),[204456],1610612754.0,IND,,,,,,,,,,Made,2.0,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
218,PT08M33.00S,2023-02-16T00:53:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,91.01511169513797,55.88235294117647,1610612741,23,41,2023-02-16T00:53:45Z,2170000,False,29.0,32.0,1,right,MISS N. Vucevic cutting Layup,[202696],1610612741.0,CHI,cutting,,,,,,In The Paint (Non-RA),0-8 Center,4.35,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
219,PT08M30.00S,2023-02-16T00:53:43.9Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,23,41,2023-02-16T00:53:45Z,2180000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hield,B. Hield,218.0,1.0,1.0,0.0,,,,,,,,,,,,,
220,PT08M17.00S,2023-02-16T00:53:58.4Z,2,REGULAR,foul,personal,[],1631207,,,1610612754,23,41,2023-02-16T00:54:06Z,2190000,False,,,0,,D. Terry personal FOUL (2 PF),"[1631207, 1626167]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,Terry,D. Terry,,,,,,,,,,,1199.0,2.0,0.0,Turner,1626167.0,,
222,PT08M07.00S,2023-02-16T00:54:25.3Z,2,REGULAR,3pt,Jump Shot,[],1630537,21.632720105124836,92.15686274509804,1610612754,23,41,2023-02-16T00:54:31Z,2210000,False,-211.0,151.0,1,left,MISS C. Duarte 25' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,
223,PT08M03.00S,2023-02-16T00:54:29.3Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,23,41,2023-02-16T00:54:31Z,2220000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,White,C. White,222.0,1.0,1.0,0.0,,,,,,,,,,,,,
224,PT07M51.00S,2023-02-16T00:54:40.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,87.86136662286465,42.64705882352941,1610612741,23,41,2023-02-16T00:54:45Z,2230000,False,-37.0,62.0,1,right,MISS N. Vucevic 7' floating Shot,[202696],1610612741.0,CHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,7.18,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
225,PT07M48.00S,2023-02-16T00:54:43.1Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,23,41,2023-02-16T00:54:45Z,2240000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Turner,M. Turner,224.0,2.0,2.0,0.0,,,,,,,,,,,,,
226,PT07M36.00S,2023-02-16T00:54:55.6Z,2,REGULAR,turnover,lost ball,[],1629670,,,1610612754,23,41,2023-02-16T00:55:00Z,2250000,False,,,0,,J. Nwora lost ball TURNOVER (1 TO),"[1629670, 1630172]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Nwora,J. Nwora,,,,,1.0,Williams,1630172.0,,,,,,,,,,
227,PT07M36.00S,2023-02-16T00:54:55.6Z,2,REGULAR,steal,,[],1630172,,,1610612741,23,41,2023-02-16T00:54:57Z,2260000,False,,,0,,P. Williams STEAL (2 STL),[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
228,PT07M32.00S,2023-02-16T00:54:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630172,94.82588699080158,45.83333333333333,1610612741,23,43,2023-02-16T00:55:04Z,2270000,False,-21.0,-4.0,1,right,P. Williams running finger roll Layup (4 PTS),[1630172],1610612741.0,CHI,running finger roll,,,,,,Restricted Area,0-8 Center,2.12,Made,4.0,Williams,P. Williams,,,,,,,,,,,,,,,,,
229,PT07M22.00S,2023-02-16T00:55:11.7Z,2,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,23,43,2023-02-16T00:55:16Z,2280000,False,,,0,,T. McConnell bad pass out-of-bounds TURNOVER (2 TO),[204456],1610612754.0,IND,bad pass,,,,,,Right Corner 3,24+ Right,,,,McConnell,T. McConnell,,,,,2.0,,,,,,1199.0,,,,,,
230,PT07M22.00S,2023-02-16T00:55:14.5Z,2,REGULAR,substitution,out,[],204456,,,1610612741,23,43,2023-02-16T00:55:27Z,2290000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
231,PT07M22.00S,2023-02-16T00:55:14.5Z,2,REGULAR,substitution,out,[],1629670,,,1610612741,23,43,2023-02-16T00:55:27Z,2300000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,,,,,,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,
232,PT07M22.00S,2023-02-16T00:55:14.5Z,2,REGULAR,substitution,out,[],1631207,,,1610612741,23,43,2023-02-16T00:55:27Z,2310000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,,,,,,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,
233,PT07M22.00S,2023-02-16T00:55:14.5Z,2,REGULAR,substitution,in,[],1630174,,,1610612741,23,43,2023-02-16T00:55:27Z,2320000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,,,,,,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
234,PT07M22.00S,2023-02-16T00:55:14.5Z,2,REGULAR,substitution,in,[],1630169,,,1610612741,23,43,2023-02-16T00:55:27Z,2330000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
235,PT07M22.00S,2023-02-16T00:55:14.5Z,2,REGULAR,substitution,in,[],203897,,,1610612741,23,43,2023-02-16T00:55:27Z,2340000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
236,PT07M14.00S,2023-02-16T00:55:43.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202696,66.70499342969777,50.49019607843137,1610612741,23,43,2023-02-16T00:55:49Z,2350000,False,2.0,260.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,26.05,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
237,PT07M09.00S,2023-02-16T00:55:48.5Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,23,43,2023-02-16T00:55:49Z,2360000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Turner,M. Turner,236.0,3.0,3.0,0.0,,,,,,,,,,,,,
238,PT06M59.00S,2023-02-16T00:55:57.0Z,2,REGULAR,3pt,Jump Shot,[],1627741,29.6484888304862,77.45098039215686,1610612754,23,43,2023-02-16T00:56:01Z,2370000,False,-137.0,226.0,1,left,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,Hield,B. Hield,,,,,,,,,,,,,,,,,
239,PT06M57.00S,2023-02-16T00:55:59.0Z,2,REGULAR,rebound,offensive,[],1630537,,,1610612754,23,43,2023-02-16T00:56:01Z,2380000,False,,,0,,C. Duarte REBOUND (Off:1 Def:0),[1630537],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,,Duarte,C. Duarte,238.0,1.0,0.0,1.0,,,,,,,,,,,,,
241,PT06M54.00S,2023-02-16T00:56:02.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,6.915243101182654,55.392156862745104,1610612754,25,43,2023-02-16T00:56:11Z,2400000,False,-27.0,13.0,1,left,C. Duarte putback Layup (8 PTS),[1630537],1610612754.0,IND,putback,,,,,,Restricted Area,0-8 Center,2.98,Made,8.0,Duarte,C. Duarte,,,,,,,,,,,,,,,,,
242,PT06M47.00S,2023-02-16T00:56:11.7Z,2,REGULAR,turnover,traveling,[],1630172,,,1610612741,25,43,2023-02-16T00:56:15Z,2410000,False,,,0,,P. Williams traveling TURNOVER (1 TO),[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Williams,P. Williams,,,,,1.0,,,,,,2882.0,,,,,,
244,PT06M47.00S,2023-02-16T00:56:13.8Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,25,43,2023-02-16T00:56:17Z,2430000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,,,,,,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
245,PT06M47.00S,2023-02-16T00:56:13.8Z,2,REGULAR,substitution,out,[],1627741,,,1610612754,25,43,2023-02-16T00:56:26Z,2440000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,
246,PT06M36.00S,2023-02-16T00:56:39.4Z,2,REGULAR,turnover,bad pass,[],1630537,,,1610612754,25,43,2023-02-16T00:56:42Z,2450000,False,,,0,,C. Duarte bad pass TURNOVER (2 TO),"[1630537, 1629632]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Center,,,,Duarte,C. Duarte,,,,,2.0,White,1629632.0,,,,,,,,,,
247,PT06M36.00S,2023-02-16T00:56:39.4Z,2,REGULAR,steal,,[],1629632,,,1610612741,25,43,2023-02-16T00:56:41Z,2460000,False,,,0,,C. White STEAL (2 STL),[1629632],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,White,C. White,,,,,,,,,,,,,,,,,
248,PT06M22.00S,2023-02-16T00:56:57.0Z,2,REGULAR,foul,offensive,[],202696,,,1610612741,25,43,2023-02-16T00:57:09Z,2470000,False,,,0,,N. Vucevic offensive FOUL (2 PF),"[202696, 1630537]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,Vucevic,N. Vucevic,,,,,,,,,,,1628954.0,2.0,0.0,Duarte,1630537.0,,
250,PT06M22.00S,2023-02-16T00:56:57.0Z,2,REGULAR,turnover,offensive foul,[],202696,,,1610612741,25,43,2023-02-16T00:56:57Z,2490000,False,,,0,,N. Vucevic offensive foul TURNOVER (2 TO),[202696],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,Vucevic,N. Vucevic,,,,,2.0,,,,,,1628954.0,,,,,,
251,PT06M08.00S,2023-02-16T00:57:25.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,7.440867279894875,50.49019607843137,1610612754,27,43,2023-02-16T00:57:30Z,2500000,False,-2.0,17.0,1,left,M. Turner driving Layup (2 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,Turner,M. Turner,,,,,,,,T. Haliburton,1630169.0,2.0,,,,,,,
253,PT06M08.00S,2023-02-16T00:57:28.2Z,2,REGULAR,foul,personal,['1freethrow'],203897,,,1610612754,27,43,2023-02-16T00:57:42Z,2520000,False,,,0,,Z. LaVine shooting personal FOUL (2 PF) (Turner 1 FT),"[203897, 1626167]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,LaVine,Z. LaVine,,,,,,,,,,,1628954.0,2.0,0.0,Turner,1626167.0,,
255,PT06M08.00S,2023-02-16T00:57:41.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,27,43,2023-02-16T01:02:32Z,2540000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M08.00S,2023-02-16T01:01:01.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626167,,,1610612754,28,43,2023-02-16T01:01:01Z,2550000,False,,,0,,M. Turner Free Throw 1 of 1 (3 PTS),[1626167],1610612754.0,IND,,,,,,,,,,Made,3.0,Turner,M. Turner,,,,,,,,,,,,,,,,,
257,PT05M49.00S,2023-02-16T01:01:23.9Z,2,REGULAR,2pt,Jump Shot,[],203897,92.06636005256242,17.401960784313726,1610612741,28,45,2023-02-16T01:01:29Z,2560000,False,-163.0,22.0,1,right,Z. LaVine 16' fadeaway Jump Shot (14 PTS),[203897],1610612741.0,CHI,fadeaway,,,,,,Mid-Range,16-24 Left,16.45,Made,14.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
258,PT05M39.00S,2023-02-16T01:01:35.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630172,,,1610612754,28,45,2023-02-16T01:01:43Z,2570000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1630172, 1630169]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Williams,P. Williams,,,,,,,,,,,1628954.0,1.0,0.0,Haliburton,1630169.0,,
260,PT05M39.00S,2023-02-16T01:01:56.9Z,2,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,29,45,2023-02-16T01:01:56Z,2590000,False,,,0,,T. Haliburton Free Throw 1 of 2 (4 PTS),[1630169],1610612754.0,IND,,,,,,,,,,Made,4.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
261,PT05M39.00S,2023-02-16T01:01:58.4Z,2,REGULAR,substitution,out,[],1629632,,,1610612754,29,45,2023-02-16T01:02:01Z,2600000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
