actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
524,PT08M36.00S,2023-02-16T02:04:47.7Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,92,90,2023-02-16T02:04:47Z,5180000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Smith,J. Smith,523.0,4.0,3.0,1.0,,,,,,,,,,,,,
525,PT08M31.00S,2023-02-16T02:04:52.6Z,4,REGULAR,3pt,Jump Shot,[],1630537,66.96780551905388,53.431372549019606,1610612754,92,90,2023-02-16T02:05:07Z,5190000,False,17.0,258.0,1,right,MISS C. Duarte 25' 3PT,[1630537],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,25.86,Missed,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,
526,PT08M26.00S,2023-02-16T02:04:57.6Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,92,90,2023-02-16T02:05:07Z,5200000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,White,C. White,525.0,2.0,2.0,0.0,,,,,,,,,,,,,
527,PT08M12.00S,2023-02-16T02:05:11.1Z,4,REGULAR,3pt,Jump Shot,[],1630172,6.521024967148489,2.450980392156863,1610612741,92,93,2023-02-16T02:05:18Z,5210000,False,238.0,9.0,1,left,P. Williams 3PT  (11 PTS) (A. Dosunmu 4 AST),"[1630172, 1630245]",1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,23.79,Made,11.0,Williams,P. Williams,,,,,,,,A. Dosunmu,1630245.0,4.0,,,,,,,
529,PT07M57.00S,2023-02-16T02:05:26.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,92.59198423127464,54.166666666666664,1610612754,92,93,2023-02-16T02:05:30Z,5230000,False,21.0,17.0,1,right,MISS C. Duarte driving Layup - blocked,"[1630537, 202696]",1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,2.69,Missed,,Duarte,C. Duarte,,,,,,,,,,,,,,,,Vucevic,202696.0
530,PT07M57.00S,2023-02-16T02:05:26.7Z,4,REGULAR,block,,[],202696,,,1610612754,92,93,2023-02-16T02:05:28Z,5240000,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
531,PT07M54.00S,2023-02-16T02:05:29.7Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,92,93,2023-02-16T02:05:30Z,5250000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:3),[1630245],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Dosunmu,A. Dosunmu,529.0,4.0,3.0,1.0,,,,,,,,,,,,,
533,PT07M52.00S,2023-02-16T02:05:35.7Z,4,REGULAR,substitution,out,[],203897,,,1610612741,92,93,2023-02-16T02:05:41Z,5270000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
534,PT07M52.00S,2023-02-16T02:05:35.7Z,4,REGULAR,substitution,in,[],1631207,,,1610612741,92,93,2023-02-16T02:05:41Z,5280000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,,,,,,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,
535,PT07M45.00S,2023-02-16T02:06:18.5Z,4,REGULAR,3pt,Jump Shot,[],1629632,26.231931668856767,82.35294117647058,1610612741,92,93,2023-02-16T02:09:30Z,5290000,False,-162.0,194.0,1,left,MISS C. White 25' step back 3PT,[1629632],1610612741.0,CHI,step back,,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,White,C. White,,,,,,,,,,,,,,,,,
536,PT07M37.00S,2023-02-16T02:06:26.5Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,92,93,2023-02-16T02:06:29Z,5300000,False,,,0,,T. McConnell REBOUND (Off:0 Def:4),[204456],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,,McConnell,T. McConnell,535.0,4.0,4.0,0.0,,,,,,,,,,,,,
538,PT07M37.00S,2023-02-16T02:06:42.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,92,93,2023-02-16T02:06:42Z,5320000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M30.00S,2023-02-16T02:10:03.0Z,4,REGULAR,3pt,Jump Shot,[],1630537,93.38042049934296,96.32352941176471,1610612754,95,93,2023-02-16T02:10:07Z,5330000,False,232.0,10.0,1,right,C. Duarte 3PT  (14 PTS) (T. McConnell 7 AST),"[1630537, 204456]",1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,23.18,Made,14.0,Duarte,C. Duarte,,,,,,,,T. McConnell,204456.0,7.0,,,,,,,
541,PT07M09.00S,2023-02-16T02:10:23.0Z,4,REGULAR,turnover,bad pass,[],1631207,,,1610612741,95,93,2023-02-16T02:14:16Z,5350000,False,,,0,,D. Terry bad pass TURNOVER (2 TO),"[1631207, 1631097]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,Terry,D. Terry,,,,,2.0,Mathurin,1631097.0,,,,,,,,,,
542,PT07M09.00S,2023-02-16T02:10:23.0Z,4,REGULAR,steal,,[],1631097,,,1610612754,95,93,2023-02-16T02:13:18Z,5360000,False,,,0,,B. Mathurin STEAL (2 STL),[1631097],1610612754.0,IND,,,,,,,Mid-Range,16-24 Left Center,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
543,PT07M07.00S,2023-02-16T02:10:28.0Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630174,91.80354796320631,41.66666666666667,1610612754,97,93,2023-02-16T02:10:47Z,5370000,False,-42.0,25.0,1,right,A. Nesmith running pullup Jump Shot (15 PTS),[1630174],1610612754.0,IND,running pullup,,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,15.0,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
544,PT07M07.00S,2023-02-16T02:10:34.1Z,4,REGULAR,foul,personal,['1freethrow'],1630245,,,1610612754,97,93,2023-02-16T02:10:40Z,5380000,False,,,0,,A. Dosunmu shooting personal FOUL (3 PF) (Nesmith 1 FT),"[1630245, 1630174]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,2882.0,3.0,0.0,Nesmith,1630174.0,,
546,PT07M07.00S,2023-02-16T02:10:40.8Z,4,REGULAR,substitution,out,[],1631207,,,1610612754,97,93,2023-02-16T02:10:47Z,5400000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,,,,,,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,
547,PT07M07.00S,2023-02-16T02:10:40.8Z,4,REGULAR,substitution,in,[],203897,,,1610612754,97,93,2023-02-16T02:10:47Z,5410000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
548,PT07M07.00S,2023-02-16T02:11:01.6Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630174,,,1610612754,98,93,2023-02-16T02:11:01Z,5420000,False,,,0,,A. Nesmith Free Throw 1 of 1 (16 PTS),[1630174],1610612754.0,IND,,,,,,,,,,Made,16.0,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
549,PT06M57.00S,2023-02-16T02:11:17.0Z,4,REGULAR,foul,personal,[],1630537,,,1610612741,98,93,2023-02-16T02:11:22Z,5430000,False,,,0,,C. Duarte personal FOUL (3 PF),"[1630537, 202696]",1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Duarte,C. Duarte,,,,,,,,,,,2882.0,3.0,0.0,Vucevic,202696.0,,
551,PT06M54.00S,2023-02-16T02:11:38.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,12.565703022339028,49.01960784313725,1610612741,98,95,2023-02-16T02:11:44Z,5450000,False,5.0,66.0,1,left,N. Vucevic 6' Hook (16 PTS) (Z. LaVine 7 AST),"[202696, 203897]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,6.58,Made,16.0,Vucevic,N. Vucevic,,,,,,,,Z. LaVine,203897.0,7.0,,,,,,,
553,PT06M21.00S,2023-02-16T02:12:12.8Z,4,REGULAR,foul,personal,[],1630245,,,1610612754,98,95,2023-02-16T02:12:18Z,5470000,False,,,0,,A. Dosunmu personal FOUL (4 PF),"[1630245, 1631097]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,1628954.0,4.0,0.0,Mathurin,1631097.0,,
555,PT06M08.00S,2023-02-16T02:12:46.2Z,4,REGULAR,3pt,Jump Shot,[],1630174,81.553876478318,93.62745098039215,1610612754,98,95,2023-02-16T02:12:50Z,5490000,False,218.0,121.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
556,PT06M03.00S,2023-02-16T02:12:51.2Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,98,95,2023-02-16T02:12:50Z,5500000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:10),[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,LaVine,Z. LaVine,555.0,10.0,10.0,0.0,,,,,,,,,,,,,
557,PT05M49.00S,2023-02-16T02:13:03.6Z,4,REGULAR,3pt,Jump Shot,[],1629632,31.61957950065703,38.72549019607843,1610612741,98,98,2023-02-16T02:13:07Z,5510000,False,56.0,245.0,1,left,C. White 25' 3PT  (20 PTS) (A. Dosunmu 5 AST),"[1629632, 1630245]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,25.11,Made,20.0,White,C. White,,,,,,,,A. Dosunmu,1630245.0,5.0,,,,,,,
560,PT05M34.00S,2023-02-16T02:13:22.6Z,4,REGULAR,substitution,out,[],1631097,,,1610612754,98,98,2023-02-16T02:13:38Z,5540000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,,,,,,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
561,PT05M34.00S,2023-02-16T02:13:22.6Z,4,REGULAR,substitution,out,[],204456,,,1610612754,98,98,2023-02-16T02:13:38Z,5550000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
562,PT05M34.00S,2023-02-16T02:13:22.6Z,4,REGULAR,substitution,out,[],1630188,,,1610612754,98,98,2023-02-16T02:13:38Z,5560000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,
563,PT05M34.00S,2023-02-16T02:13:22.6Z,4,REGULAR,substitution,in,[],1630169,,,1610612754,98,98,2023-02-16T02:13:38Z,5570000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
564,PT05M34.00S,2023-02-16T02:13:22.6Z,4,REGULAR,substitution,in,[],1627741,,,1610612754,98,98,2023-02-16T02:13:38Z,5580000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,
565,PT05M34.00S,2023-02-16T02:13:22.6Z,4,REGULAR,substitution,in,[],1626167,,,1610612754,98,98,2023-02-16T02:13:38Z,5590000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,
566,PT05M32.00S,2023-02-16T02:13:46.9Z,4,REGULAR,3pt,Jump Shot,[],1627741,94.56307490144546,3.9215686274509802,1610612754,98,98,2023-02-16T02:13:51Z,5600000,False,-230.0,-1.0,1,right,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,23.04,Missed,,Hield,B. Hield,,,,,,,,,,,,,,,,,
567,PT05M27.00S,2023-02-16T02:13:51.9Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,98,98,2023-02-16T02:13:51Z,5610000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,Vucevic,N. Vucevic,566.0,7.0,6.0,1.0,,,,,,,,,,,,,
568,PT05M23.00S,2023-02-16T02:13:54.0Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],203897,7.703679369250986,17.647058823529413,1610612741,98,100,2023-02-16T02:14:03Z,5620000,False,162.0,20.0,1,left,Z. LaVine 16' running pullup Jump Shot (30 PTS),[203897],1610612741.0,CHI,running pullup,,,,,,Mid-Range,16-24 Right,16.3,Made,30.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
569,PT05M22.00S,2023-02-16T02:14:02.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,98,100,2023-02-16T02:14:02Z,5630000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M22.00S,2023-02-16T02:16:43.1Z,4,REGULAR,substitution,out,[],1630537,,,1610612754,98,100,2023-02-16T02:16:51Z,5640000,False,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,,,,,,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,
574,PT05M22.00S,2023-02-16T02:16:43.1Z,4,REGULAR,substitution,in,[],1629614,,,1610612754,98,100,2023-02-16T02:16:51Z,5650000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
575,PT05M07.00S,2023-02-16T02:17:17.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,91.27792378449409,55.392156862745104,1610612754,98,100,2023-02-16T02:17:21Z,5660000,False,27.0,29.0,1,right,MISS T. Haliburton driving finger roll Layup - blocked,"[1630169, 202696]",1610612754.0,IND,driving finger roll,,,,,,Restricted Area,0-8 Center,4.0,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,Vucevic,202696.0
576,PT05M07.00S,2023-02-16T02:17:17.4Z,4,REGULAR,block,,[],202696,,,1610612754,98,100,2023-02-16T02:17:19Z,5670000,False,,,0,,N. Vucevic BLOCK (2 BLK),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
577,PT05M03.00S,2023-02-16T02:17:21.4Z,4,REGULAR,rebound,offensive,[],1627741,,,1610612754,98,100,2023-02-16T02:17:24Z,5680000,False,,,0,,B. Hield REBOUND (Off:1 Def:2),[1627741],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Hield,B. Hield,575.0,3.0,2.0,1.0,,,,,,,,,,,,,
578,PT05M02.00S,2023-02-16T02:17:21.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,93.11760840998686,52.69607843137255,1610612754,100,100,2023-02-16T02:17:25Z,5690000,False,13.0,12.0,1,right,B. Hield putback Layup (22 PTS),[1627741],1610612754.0,IND,putback,,,,,,Restricted Area,0-8 Center,1.82,Made,22.0,Hield,B. Hield,,,,,,,,,,,,,,,,,
579,PT04M48.00S,2023-02-16T02:17:36.7Z,4,REGULAR,3pt,Jump Shot,[],1629632,10.200394218134035,2.696078431372549,1610612741,100,103,2023-02-16T02:17:40Z,5700000,False,237.0,43.0,1,left,C. White 24' 3PT  (23 PTS) (N. Vucevic 3 AST),"[1629632, 202696]",1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,24.04,Made,23.0,White,C. White,,,,,,,,N. Vucevic,202696.0,3.0,,,,,,,
581,PT04M35.00S,2023-02-16T02:17:48.1Z,4,REGULAR,3pt,Jump Shot,[],1629614,86.67871222076215,95.83333333333334,1610612754,100,103,2023-02-16T02:17:53Z,5720000,False,229.0,73.0,1,right,MISS A. Nembhard 24' 3PT,[1629614],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,24.05,Missed,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
582,PT04M32.00S,2023-02-16T02:17:51.1Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,100,103,2023-02-16T02:17:53Z,5730000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:11),[203897],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,LaVine,Z. LaVine,581.0,11.0,11.0,0.0,,,,,,,,,,,,,
583,PT04M14.00S,2023-02-16T02:18:09.6Z,4,REGULAR,3pt,Jump Shot,[],1629632,11.383048620236531,95.34313725490196,1610612741,100,103,2023-02-16T02:18:14Z,5740000,False,-227.0,55.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.32,Missed,,White,C. White,,,,,,,,,,,,,,,,,
584,PT04M09.00S,2023-02-16T02:18:14.6Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612754,100,103,2023-02-16T02:18:14Z,5750000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:6),[1630174],1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,,,,Nesmith,A. Nesmith,583.0,6.0,6.0,0.0,,,,,,,,,,,,,
585,PT04M07.00S,2023-02-16T02:18:18.2Z,4,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,100,103,2023-02-16T02:18:35Z,5760000,False,,,0,,B. Hield lost ball out-of-bounds TURNOVER (3 TO),[1627741],1610612754.0,IND,lost ball,,,,,,Above the Break 3,24+ Left Center,,,,Hield,B. Hield,,,,,3.0,,,,,,1199.0,,,,,,
586,PT04M07.00S,2023-02-16T02:18:22.3Z,4,REGULAR,substitution,out,[],1630172,,,1610612741,100,103,2023-02-16T02:18:28Z,5770000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
587,PT04M07.00S,2023-02-16T02:18:22.3Z,4,REGULAR,substitution,in,[],1627936,,,1610612741,100,103,2023-02-16T02:18:28Z,5780000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
588,PT03M48.00S,2023-02-16T02:18:55.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630245,13.485545335085414,45.83333333333333,1610612741,100,103,2023-02-16T02:25:50Z,5790000,False,21.0,74.0,1,left,MISS A. Dosunmu 7' driving floating Shot,[1630245],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
589,PT03M45.00S,2023-02-16T02:18:58.0Z,4,REGULAR,rebound,offensive,[],1627936,,,1610612741,100,103,2023-02-16T02:18:59Z,5800000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Caruso,A. Caruso,588.0,2.0,1.0,1.0,,,,,,,,,,,,,
590,PT03M44.00S,2023-02-16T02:18:59.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202696,30.831143232588698,30.392156862745097,1610612741,100,106,2023-02-16T02:19:03Z,5810000,False,98.0,237.0,1,left,N. Vucevic 25' 3PT  (19 PTS) (A. Caruso 3 AST),"[202696, 1627936]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.67,Made,19.0,Vucevic,N. Vucevic,,,,,,,,A. Caruso,1627936.0,3.0,,,,,,,
592,PT03M20.00S,2023-02-16T02:19:24.2Z,4,REGULAR,3pt,Jump Shot,[],1630174,94.82588699080158,94.6078431372549,1610612754,103,106,2023-02-16T02:19:29Z,5830000,False,223.0,-4.0,1,right,A. Nesmith 3PT  (19 PTS) (T. Haliburton 8 AST),"[1630174, 1630169]",1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,22.3,Made,19.0,Nesmith,A. Nesmith,,,,,,,,T. Haliburton,1630169.0,8.0,,,,,,,
594,PT02M57.00S,2023-02-16T02:19:45.4Z,4,REGULAR,2pt,Jump Shot,[],202696,8.229303547963205,27.696078431372552,1610612741,103,106,2023-02-16T02:19:49Z,5850000,False,112.0,25.0,1,left,MISS N. Vucevic 11' turnaround Shot,[202696],1610612741.0,CHI,turnaround,,,,,,Mid-Range,8-16 Right,11.42,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
595,PT02M55.00S,2023-02-16T02:19:47.4Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612754,103,106,2023-02-16T02:19:49Z,5860000,False,,,0,,M. Turner REBOUND (Off:1 Def:7),[1626167],1610612754.0,IND,,,,,,,Mid-Range,8-16 Right,,,,Turner,M. Turner,594.0,8.0,7.0,1.0,,,,,,,,,,,,,
596,PT02M46.00S,2023-02-16T02:19:56.9Z,4,REGULAR,3pt,Jump Shot,[],1627741,69.33311432325887,24.019607843137255,1610612754,106,106,2023-02-16T02:20:02Z,5870000,False,-130.0,236.0,1,right,B. Hield 26' 3PT  (25 PTS) (A. Nesmith 3 AST),"[1627741, 1630174]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,26.92,Made,25.0,Hield,B. Hield,,,,,,,,A. Nesmith,1630174.0,3.0,,,,,,,
598,PT02M16.00S,2023-02-16T02:20:27.6Z,4,REGULAR,2pt,Jump Shot,[],203897,25.3059296977661,70.36611519607843,1610612741,106,108,2023-02-16T02:28:37Z,5890000,False,-102.0,185.0,1,left,Z. LaVine 21' turnaround Jump Shot (32 PTS),[203897],1610612741.0,CHI,turnaround,,,,,,Mid-Range,16-24 Left Center,21.15,Made,32.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
599,PT01M59.00S,2023-02-16T02:20:43.9Z,4,REGULAR,3pt,Jump Shot,[],1626167,66.83639947437582,35.049019607843135,1610612754,106,108,2023-02-16T02:20:49Z,5900000,False,-75.0,259.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,26.98,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,
600,PT01M56.00S,2023-02-16T02:20:46.9Z,4,REGULAR,rebound,offensive,[],1630174,,,1610612754,106,108,2023-02-16T02:20:49Z,5910000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:6),[1630174],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Nesmith,A. Nesmith,599.0,7.0,6.0,1.0,,,,,,,,,,,,,
601,PT01M51.00S,2023-02-16T02:20:56.9Z,4,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612754,106,108,2023-02-16T02:21:09Z,5920000,False,,,0,,A. Caruso shooting personal FOUL (3 PF) (Nesmith 2 FT),"[1627936, 1630174]",1610612741.0,CHI,shooting,,,,,,Mid-Range,8-16 Right,,,,Caruso,A. Caruso,,,,,,,,,,,2882.0,3.0,0.0,Nesmith,1630174.0,,
603,PT01M51.00S,2023-02-16T02:21:27.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630174,,,1610612754,107,108,2023-02-16T02:21:27Z,5940000,False,,,0,,A. Nesmith Free Throw 1 of 2 (20 PTS),[1630174],1610612754.0,IND,,,,,,,,,,Made,20.0,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
604,PT01M51.00S,2023-02-16T02:21:46.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630174,,,1610612754,108,108,2023-02-16T02:21:46Z,5950000,False,,,0,,A. Nesmith Free Throw 2 of 2 (21 PTS),[1630174],1610612754.0,IND,,,,,,,,,,Made,21.0,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
605,PT01M31.00S,2023-02-16T02:22:11.3Z,4,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612741,108,108,2023-02-16T02:22:19Z,5960000,False,,,0,,M. Turner shooting personal FOUL (3 PF) (White 2 FT),"[1626167, 1629632]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Turner,M. Turner,,,,,,,,,,,1199.0,3.0,0.0,White,1629632.0,,
607,PT01M31.00S,2023-02-16T02:22:39.7Z,4,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,108,109,2023-02-16T02:22:39Z,5980000,False,,,0,,C. White Free Throw 1 of 2 (24 PTS),[1629632],1610612741.0,CHI,,,,,,,,,,Made,24.0,White,C. White,,,,,,,,,,,,,,,,,
608,PT01M31.00S,2023-02-16T02:22:54.5Z,4,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,108,110,2023-02-16T02:22:54Z,5990000,False,,,0,,C. White Free Throw 2 of 2 (25 PTS),[1629632],1610612741.0,CHI,,,,,,,,,,Made,25.0,White,C. White,,,,,,,,,,,,,,,,,
609,PT01M19.00S,2023-02-16T02:23:10.4Z,4,REGULAR,3pt,Jump Shot,[],1626167,67.09921156373193,64.95098039215686,1610612754,111,110,2023-02-16T02:23:15Z,6000000,False,75.0,257.0,1,right,M. Turner 26' 3PT  (15 PTS) (A. Nembhard 5 AST),"[1626167, 1629614]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,26.75,Made,15.0,Turner,M. Turner,,,,,,,,A. Nembhard,1629614.0,5.0,,,,,,,
611,PT01M01.00S,2023-02-16T02:23:31.7Z,4,REGULAR,3pt,Jump Shot,[],202696,26.62614980289093,86.02941176470588,1610612741,111,110,2023-02-16T02:23:36Z,6020000,False,-180.0,198.0,1,left,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,26.75,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
612,PT00M57.60S,2023-02-16T02:23:35.1Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,111,110,2023-02-16T02:23:36Z,6030000,False,,,0,,B. Hield REBOUND (Off:1 Def:3),[1627741],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,,Hield,B. Hield,611.0,4.0,3.0,1.0,,,,,,,,,,,,,
613,PT00M52.90S,2023-02-16T02:23:39.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,94.43166885676742,97.30392156862744,1610612754,111,110,2023-02-16T02:23:47Z,6040000,False,237.0,0.0,1,right,MISS A. Nesmith running 3PT,[1630174],1610612754.0,IND,running,,,,,,Right Corner 3,24+ Right,23.65,Missed,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
