actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
261,PT05M11.00S,2025-03-15T00:55:22.8Z,2,REGULAR,3pt,Jump Shot,[],1630162,29.38567674113009,69.36274509803921,1610612750,52,48,2025-03-15T00:56:48Z,2580000,False,-97.0,224.0,1,left,A. Edwards 24' 3PT step back (12 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,24.37,Made,,,,,12.0,,,,,,,,
262,PT04M53.00S,2025-03-15T00:55:40.5Z,2,REGULAR,3pt,Jump Shot,[],1631094,64.86530880420499,40.44117647058824,1610612753,52,48,2025-03-15T00:57:06Z,2590000,False,-48.0,278.0,1,right,MISS P. Banchero 28' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,28.19,Missed,,,,,,,,,,,,,
263,PT04M53.00S,2025-03-15T00:55:40.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,52,48,2025-03-15T00:57:06Z,2600000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,262.0,3.0,3.0,0.0,,,,,,,,,
264,PT04M38.00S,2025-03-15T00:55:57.7Z,2,REGULAR,foul,personal,['2freethrow'],1631216,,,1610612750,52,48,2025-03-15T00:56:07Z,2610000,False,,,0,,C. Houstan shooting personal FOUL (1 PF) (Gobert 2 FT),"[1631216, 203497]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,Restricted Area,0-8 Center,2530.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
266,PT04M38.00S,2025-03-15T00:56:30.0Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,52,48,2025-03-15T00:57:10Z,2630000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
267,PT04M38.00S,2025-03-15T00:56:30.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,52,48,2025-03-15T00:57:10Z,2640000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,
268,PT04M38.00S,2025-03-15T00:56:32.5Z,2,REGULAR,substitution,out,[],201144,,,1610612750,52,48,2025-03-15T00:56:38Z,2650000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M38.00S,2025-03-15T00:56:32.5Z,2,REGULAR,substitution,in,[],203944,,,1610612750,52,48,2025-03-15T00:56:38Z,2660000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M38.00S,2025-03-15T00:56:30.0Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,52,48,2025-03-15T00:57:10Z,2670000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
271,PT04M36.00S,2025-03-15T00:56:32.0Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,52,48,2025-03-15T00:57:10Z,2680000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,270.0,2.0,2.0,0.0,,,,,,,,,
272,PT04M14.00S,2025-03-15T00:57:30.8Z,2,REGULAR,3pt,Jump Shot,[],1631216,82.47371879106439,95.83333333333334,1610612753,52,48,2025-03-15T00:57:35Z,2690000,False,229.0,112.0,1,right,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,,,,,,25.52,Missed,,,,,,,,,,,,,
273,PT04M12.00S,2025-03-15T00:57:32.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,52,48,2025-03-15T00:57:35Z,2700000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,272.0,4.0,4.0,0.0,,,,,,,,,
274,PT04M00.00S,2025-03-15T00:57:44.7Z,2,REGULAR,3pt,Jump Shot,[],1630162,24.52365308804205,81.86274509803921,1610612750,55,48,2025-03-15T00:58:14Z,2710000,False,-159.0,178.0,1,left,A. Edwards 3PT pullup (15 PTS) (J. Randle 3 AST),"[1630162, 203944]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,23.89,Made,,,,,15.0,,,,J. Randle,203944.0,3.0,,
276,PT03M44.00S,2025-03-15T00:58:00.6Z,2,REGULAR,3pt,Jump Shot,[],1641783,80.89684625492772,8.333333333333332,1610612753,55,51,2025-03-15T00:58:05Z,2730000,False,-208.0,127.0,1,right,T. da Silva 24' 3PT step back (8 PTS) (W. Carter Jr. 2 AST),"[1641783, 1628976]",1610612753.0,ORL,step back,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,,,,24.4,Made,,,,,8.0,,,,W. Carter Jr.,1628976.0,2.0,,
278,PT03M41.00S,2025-03-15T00:58:10.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,55,51,2025-03-15T00:58:10Z,2750000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M41.00S,2025-03-15T00:59:35.8Z,2,REGULAR,substitution,out,[],202709,,,1610612750,55,51,2025-03-15T01:00:59Z,2760000,False,,,0,,SUB out: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M41.00S,2025-03-15T00:59:35.8Z,2,REGULAR,substitution,out,[],1641783,,,1610612750,55,51,2025-03-15T01:00:59Z,2770000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M41.00S,2025-03-15T00:59:35.8Z,2,REGULAR,substitution,in,[],1641710,,,1610612750,55,51,2025-03-15T01:00:59Z,2780000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M41.00S,2025-03-15T00:59:35.8Z,2,REGULAR,substitution,in,[],1630532,,,1610612750,55,51,2025-03-15T01:00:59Z,2790000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M24.00S,2025-03-15T01:01:23.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,16.63929040735874,52.69607843137255,1610612750,55,51,2025-03-15T01:01:29Z,2800000,False,-13.0,104.0,1,left,MISS J. Randle 10' Jump Shot,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.48,Missed,,,,,,,,,,,,,
284,PT03M23.00S,2025-03-15T01:01:24.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,55,51,2025-03-15T01:01:29Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,283.0,,,,,,,,,,,,
286,PT03M23.00S,2025-03-15T01:01:41.0Z,2,REGULAR,substitution,out,[],1630183,,,1610612750,55,51,2025-03-15T01:01:46Z,2830000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M23.00S,2025-03-15T01:01:41.0Z,2,REGULAR,substitution,in,[],1629638,,,1610612750,55,51,2025-03-15T01:01:46Z,2840000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M11.00S,2025-03-15T01:02:08.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630162,24.655059132720105,39.705882352941174,1610612750,55,51,2025-03-15T01:02:15Z,2850000,False,51.0,179.0,1,left,MISS A. Edwards 18' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,,18.65,Missed,,,,,,,,,,,,,
289,PT03M08.00S,2025-03-15T01:02:11.9Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,55,51,2025-03-15T01:02:15Z,2860000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,,,,,,288.0,3.0,3.0,0.0,,,,,,,,,
290,PT02M56.00S,2025-03-15T01:02:26.1Z,2,REGULAR,violation,kicked ball,[],1629638,,,1610612753,55,51,2025-03-15T01:02:32Z,2870000,False,,,0,,N. Alexander-Walker kicked ball VIOLATION,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,2530.0,,,,,,,,,,,,,,,,,,,
291,PT02M56.00S,2025-03-15T01:02:31.2Z,2,REGULAR,substitution,out,[],203497,,,1610612753,55,51,2025-03-15T01:02:36Z,2880000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M56.00S,2025-03-15T01:02:31.2Z,2,REGULAR,substitution,in,[],1629675,,,1610612753,55,51,2025-03-15T01:02:36Z,2890000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M41.00S,2025-03-15T01:02:56.1Z,2,REGULAR,2pt,Jump Shot,[],1631094,89.96386333771353,76.7156862745098,1610612753,55,53,2025-03-15T01:04:48Z,2900000,False,134.0,42.0,1,right,P. Banchero 14' pullup Jump Shot (16 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,14.0,Made,,,,,16.0,,,,,,,,
295,PT02M29.00S,2025-03-15T01:03:07.5Z,2,REGULAR,3pt,Jump Shot,[],1629638,28.728646517739815,73.0392156862745,1610612750,55,53,2025-03-15T01:05:06Z,2920000,False,-115.0,218.0,1,left,MISS N. Alexander-Walker 24' pullup 3PT,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,,,24.61,Missed,,,,,,,,,,,,,
296,PT02M27.00S,2025-03-15T01:03:09.5Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,55,53,2025-03-15T01:03:11Z,2930000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,,295.0,4.0,4.0,0.0,,,,,,,,,
297,PT02M21.00S,2025-03-15T01:03:16.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628976,92.19776609724047,49.26470588235294,1610612753,55,55,2025-03-15T01:05:34Z,2940000,False,-4.0,21.0,1,right,W. Carter Jr. running Layup (2 PTS) (P. Banchero 2 AST),"[1628976, 1631094]",1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,2.11,Made,,,,,2.0,,,,P. Banchero,1631094.0,2.0,,
299,PT02M10.00S,2025-03-15T01:03:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,5.995400788436268,55.63725490196079,1610612750,57,55,2025-03-15T01:03:30Z,2960000,False,-28.0,4.0,1,left,J. Randle cutting Layup (15 PTS) (D. DiVincenzo 3 AST),"[203944, 1628978]",1610612750.0,MIN,cutting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,2.85,Made,,,,,15.0,,,,D. DiVincenzo,1628978.0,3.0,,
301,PT01M54.00S,2025-03-15T01:03:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,91.01511169513797,56.372549019607845,1610612753,57,55,2025-03-15T01:06:16Z,2980000,False,32.0,32.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.52,Missed,,,,,,,,,,,,,
302,PT01M52.00S,2025-03-15T01:03:45.1Z,2,REGULAR,rebound,offensive,[],1631094,,,1610612753,57,55,2025-03-15T01:03:45Z,2990000,False,,,0,,P. Banchero REBOUND (Off:1 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,301.0,5.0,4.0,1.0,,,,,,,,,
303,PT01M51.00S,2025-03-15T01:03:45.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,92.59198423127464,50.0,1610612753,57,55,2025-03-15T01:03:51Z,3000000,False,0.0,17.0,1,right,MISS P. Banchero putback Layup,[1631094],1610612753.0,ORL,putback,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,1.71,Missed,,,,,,,,,,,,,
304,PT01M51.00S,2025-03-15T01:03:45.7Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,57,55,2025-03-15T01:03:51Z,3010000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,303.0,2.0,2.0,0.0,,,,,,,,,
305,PT01M38.00S,2025-03-15T01:04:00.4Z,2,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612750,57,55,2025-03-15T01:04:11Z,3020000,False,,,0,,W. Carter Jr. shooting personal FOUL (3 PF) (Randle 2 FT),"[1628976, 203944]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,202056.0,3.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
307,PT01M38.00S,2025-03-15T01:04:35.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612750,57,55,2025-03-15T01:04:41Z,3040000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,1204.0,,,,,,,,,,,,,,,,,,,
308,PT01M38.00S,2025-03-15T01:04:51.6Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,58,55,2025-03-15T01:04:51Z,3050000,False,,,0,,J. Randle Free Throw 1 of 2 (16 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,Made,,,,,16.0,,,,,,,,
309,PT01M38.00S,2025-03-15T01:05:17.0Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,59,55,2025-03-15T01:05:17Z,3060000,False,,,0,,J. Randle Free Throw 2 of 2 (17 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,Made,,,,,17.0,,,,,,,,
310,PT01M22.00S,2025-03-15T01:05:36.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,89.43823915900131,53.67647058823529,1610612753,59,55,2025-03-15T01:07:07Z,3070000,False,18.0,47.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.03,Missed,,,,,,,,,,,,,
311,PT01M20.00S,2025-03-15T01:05:38.3Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,59,55,2025-03-15T01:09:49Z,3080000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,310.0,1.0,1.0,0.0,,,,,,,,,
312,PT01M13.00S,2025-03-15T01:05:45.6Z,2,REGULAR,3pt,Jump Shot,[],1628978,5.338370565045992,96.32352941176471,1610612750,62,55,2025-03-15T01:05:49Z,3090000,False,-232.0,-2.0,1,left,D. DiVincenzo 3PT  (6 PTS) (J. Randle 4 AST),"[1628978, 203944]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,,23.16,Made,,,,,6.0,,,,J. Randle,203944.0,4.0,,
314,PT01M02.00S,2025-03-15T01:05:55.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.24901445466492,43.627450980392155,1610612753,62,55,2025-03-15T01:09:41Z,3110000,False,-32.0,11.0,1,right,MISS F. Wagner driving Layup - blocked,"[1630532, 1630162]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,3.37,Missed,,,,,,,,,,,,Edwards,1630162.0
315,PT01M02.00S,2025-03-15T01:05:55.8Z,2,REGULAR,block,,[],1630162,,,1610612753,62,55,2025-03-15T01:05:57Z,3120000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
316,PT01M02.00S,2025-03-15T01:05:55.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,62,55,2025-03-15T01:09:41Z,3130000,False,,,0,,N. Reid REBOUND (Off:0 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,314.0,4.0,4.0,0.0,,,,,,,,,
317,PT00M40.40S,2025-03-15T01:06:18.8Z,2,REGULAR,3pt,Jump Shot,[],1630162,8.492115637319317,95.83333333333334,1610612750,62,55,2025-03-15T01:06:30Z,3140000,False,-229.0,27.0,1,left,MISS A. Edwards step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,23.08,Missed,,,,,,,,,,,,,
318,PT00M39.30S,2025-03-15T01:06:19.9Z,2,REGULAR,rebound,offensive,[],203944,,,1610612750,62,55,2025-03-15T01:06:30Z,3150000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,,,,,317.0,4.0,3.0,1.0,,,,,,,,,
319,PT00M39.00S,2025-03-15T01:06:23.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,62,55,2025-03-15T01:07:02Z,3160000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT00M39.00S,2025-03-15T01:06:33.1Z,2,REGULAR,substitution,out,[],1628976,,,1610612753,62,55,2025-03-15T01:06:36Z,3170000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M39.00S,2025-03-15T01:06:33.1Z,2,REGULAR,substitution,in,[],1629048,,,1610612753,62,55,2025-03-15T01:06:36Z,3180000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M39.00S,2025-03-15T01:06:47.3Z,2,REGULAR,substitution,out,[],203944,,,1610612753,62,55,2025-03-15T01:06:49Z,3190000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M39.00S,2025-03-15T01:06:47.3Z,2,REGULAR,substitution,in,[],203497,,,1610612753,62,55,2025-03-15T01:06:49Z,3200000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M28.40S,2025-03-15T01:07:12.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641710,89.83245729303549,50.98039215686274,1610612753,62,55,2025-03-15T01:11:54Z,3210000,False,5.0,43.0,1,right,MISS A. Black driving Layup,[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,4.34,Missed,,,,,,,,,,,,,
325,PT00M26.00S,2025-03-15T01:07:15.3Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,62,55,2025-03-15T01:07:58Z,3220000,False,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,324.0,3.0,2.0,1.0,,,,,,,,,
326,PT00M15.70S,2025-03-15T01:07:25.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631216,75.64060446780552,84.06862745098039,1610612753,62,58,2025-03-15T01:07:29Z,3230000,False,170.0,176.0,1,right,C. Houstan 24' 3PT  (12 PTS) (F. Wagner 3 AST),"[1631216, 1630532]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,,,,,,24.53,Made,,,,,12.0,,,,F. Wagner,1630532.0,3.0,,
328,PT00M01.10S,2025-03-15T01:07:44.3Z,2,REGULAR,3pt,Jump Shot,[],1628978,26.888961892247043,16.911764705882355,1610612750,62,58,2025-03-15T01:07:56Z,3250000,False,165.0,200.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,25.98,Missed,,,,,,,,,,,,,
329,PT00M01.10S,2025-03-15T01:07:44.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,62,58,2025-03-15T01:07:56Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,328.0,,,,,,,,,,,,
331,PT00M00.00S,2025-03-15T01:08:23.7Z,2,REGULAR,period,end,[],0,,,1610612750,62,58,2025-03-15T01:08:23Z,3280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612750,62,58,2025-03-15T01:23:02Z,3290000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,out,['startperiod'],1629638,,,1610612750,62,58,2025-03-15T01:23:02Z,3300000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,62,58,2025-03-15T01:23:02Z,3310000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,out,['startperiod'],1641710,,,1610612750,62,58,2025-03-15T01:23:02Z,3320000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,out,['startperiod'],1631216,,,1610612750,62,58,2025-03-15T01:23:02Z,3330000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,out,['startperiod'],1629048,,,1610612750,62,58,2025-03-15T01:23:02Z,3340000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,62,58,2025-03-15T01:23:02Z,3350000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,62,58,2025-03-15T01:23:02Z,3360000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,in,['startperiod'],203944,,,1610612750,62,58,2025-03-15T01:23:02Z,3370000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,in,['startperiod'],1641783,,,1610612750,62,58,2025-03-15T01:23:02Z,3380000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,in,['startperiod'],1628976,,,1610612750,62,58,2025-03-15T01:23:02Z,3390000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-03-15T01:22:31.9Z,3,REGULAR,substitution,in,['startperiod'],202709,,,1610612750,62,58,2025-03-15T01:23:02Z,3400000,False,,,0,,SUB in: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-03-15T01:23:04.1Z,3,REGULAR,period,start,[],0,,,1610612750,62,58,2025-03-15T01:23:04Z,3410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
