actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
175,PT00M34.40S,2026-03-14T00:11:08.1Z,1,REGULAR,substitution,out,[],1642266,,,1610612756,30,27,2026-03-14T00:11:18Z,1730000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M34.40S,2026-03-14T00:11:08.1Z,1,REGULAR,substitution,in,[],1630193,,,1610612756,30,27,2026-03-14T00:11:18Z,1740000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M34.40S,2026-03-14T00:11:32.8Z,1,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,30,28,2026-03-14T00:11:32Z,1750000,False,,,0,,G. Allen Free Throw 2 of 2 (4 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
178,PT00M15.80S,2026-03-14T00:11:53.6Z,1,REGULAR,3pt,Jump Shot,[],1642419,87.59855453350855,3.431372549019608,1610612761,30,28,2026-03-14T00:12:00Z,1760000,False,-233.0,64.0,1,right,MISS J. Battle 24' 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Left Corner 3,24+ Left,24.15,Missed,,,,,,,,,,,,,,,,,,
179,PT00M12.40S,2026-03-14T00:11:57.0Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,30,28,2026-03-14T01:04:41Z,1770000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:3),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Left Corner 3,24+ Left,,,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,
180,PT00M03.40S,2026-03-14T00:12:06.1Z,1,REGULAR,3pt,Jump Shot,[],1628960,31.61957950065703,25.245098039215684,1610612756,30,28,2026-03-14T00:12:12Z,1780000,False,124.0,245.0,1,left,MISS G. Allen 27' step back 3PT,[1628960],1610612756.0,PHX,step back,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,27.42,Missed,,,,,,,,,,,,,,,,,,
181,PT00M03.40S,2026-03-14T00:12:06.1Z,1,REGULAR,rebound,offensive,[],1630692,,,1610612756,30,28,2026-03-14T00:12:12Z,1790000,False,,,0,,J. Goodwin REBOUND (Off:3 Def:0),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,180.0,3.0,0.0,3.0,,,,,,,,
183,PT00M00.00S,2026-03-14T00:12:51.6Z,1,REGULAR,period,end,[],0,,,1610612756,30,28,2026-03-14T00:12:51Z,1810000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-03-14T00:12:56.9Z,2,REGULAR,substitution,out,['startperiod'],1642347,,,1610612756,30,28,2026-03-14T00:14:55Z,1820000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2026-03-14T00:12:56.9Z,2,REGULAR,substitution,out,['startperiod'],1642345,,,1610612756,30,28,2026-03-14T00:14:55Z,1830000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2026-03-14T00:12:56.9Z,2,REGULAR,substitution,out,['startperiod'],1630692,,,1610612756,30,28,2026-03-14T00:14:55Z,1840000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2026-03-14T00:12:56.9Z,2,REGULAR,substitution,in,['startperiod'],1630567,,,1610612756,30,28,2026-03-14T00:14:55Z,1850000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2026-03-14T00:12:56.9Z,2,REGULAR,substitution,in,['startperiod'],1630224,,,1610612756,30,28,2026-03-14T00:14:55Z,1860000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2026-03-14T00:12:56.9Z,2,REGULAR,substitution,in,['startperiod'],1629312,,,1610612756,30,28,2026-03-14T00:14:55Z,1870000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612756.0,PHX,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2026-03-14T00:15:02.7Z,2,REGULAR,period,start,[],0,,,1610612756,30,28,2026-03-14T00:15:02Z,1880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M39.00S,2026-03-14T00:15:22.9Z,2,REGULAR,3pt,Jump Shot,[],1630224,33.590670170827856,55.392156862745104,1610612756,30,28,2026-03-14T00:15:29Z,1890000,False,-27.0,263.0,1,left,MISS J. Green 26' step back 3PT,[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,,,,,,,,
192,PT11M36.00S,2026-03-14T00:15:25.9Z,2,REGULAR,rebound,offensive,[],1642853,,,1610612756,30,28,2026-03-14T00:15:29Z,1900000,False,,,0,,R. Fleming REBOUND (Off:2 Def:0),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Above the Break 3,24+ Center,,,,,,,,,191.0,2.0,0.0,2.0,,,,,,,,
193,PT11M33.00S,2026-03-14T00:15:29.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,23.47240473061761,12.254901960784313,1610612756,30,31,2026-03-14T00:15:34Z,1910000,False,189.0,168.0,1,left,J. Green 25' 3PT  (14 PTS) (G. Allen 1 AST),"[1630224, 1628960]",1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.27,Made,14.0,,,G. Allen,1628960.0,1.0,,,,,,,,,,,,
195,PT11M14.00S,2026-03-14T00:15:47.8Z,2,REGULAR,turnover,lost ball,[],1630572,,,1610612761,30,31,2026-03-14T00:15:51Z,1930000,False,,,0,,S. Mamukelashvili lost ball TURNOVER (1 TO),"[1630572, 1630224]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,,1.0,,,,,,,,,,,,,,Green,1630224.0
196,PT11M14.00S,2026-03-14T00:15:47.8Z,2,REGULAR,steal,,[],1630224,,,1610612756,30,31,2026-03-14T00:15:49Z,1940000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
197,PT11M04.00S,2026-03-14T00:16:00.7Z,2,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612756,30,31,2026-03-14T00:16:07Z,1950000,False,,,0,,S. Barnes shooting personal FOUL (3 PF) (Allen 2 FT),"[1630567, 1628960]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,,,,,,,3.0,0.0,Allen,1628960.0,,
199,PT11M04.00S,2026-03-14T00:16:26.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628960,,,1610612756,30,32,2026-03-14T00:16:26Z,1970000,False,,,0,,G. Allen Free Throw 1 of 2 (5 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
200,PT11M04.00S,2026-03-14T00:16:27.7Z,2,REGULAR,substitution,out,[],1630572,,,1610612756,30,32,2026-03-14T00:16:31Z,1980000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT11M04.00S,2026-03-14T00:16:27.7Z,2,REGULAR,substitution,in,[],1627751,,,1610612756,30,32,2026-03-14T00:16:31Z,1990000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT11M04.00S,2026-03-14T00:16:48.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628960,,,1610612756,30,33,2026-03-14T00:16:48Z,2000000,False,,,0,,G. Allen Free Throw 2 of 2 (6 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
203,PT10M47.00S,2026-03-14T00:17:08.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,89.17542706964521,47.549019607843135,1610612761,30,33,2026-03-14T00:17:12Z,2010000,False,-12.0,49.0,1,right,MISS S. Barnes driving Hook,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
204,PT10M45.00S,2026-03-14T00:17:10.3Z,2,REGULAR,rebound,defensive,[],1631221,,,1610612756,30,33,2026-03-14T00:17:12Z,2020000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:2),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,
205,PT10M40.00S,2026-03-14T00:17:15.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,31.61957950065703,32.84313725490196,1610612756,30,33,2026-03-14T00:27:13Z,2030000,False,86.0,245.0,1,left,MISS J. Green 25' running 3PT,[1630224],1610612756.0,PHX,running,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
206,PT10M37.00S,2026-03-14T00:17:18.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,30,33,2026-03-14T00:17:35Z,2040000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,
207,PT10M34.00S,2026-03-14T00:17:22.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630567,93.51182654402102,50.73529411764706,1610612761,32,33,2026-03-14T00:17:41Z,2050000,False,4.0,8.0,1,right,S. Barnes running DUNK (6 PTS) (R. Barrett 2 AST),"[1630567, 1629628]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.93,Made,6.0,,,R. Barrett,1629628.0,2.0,,,,,,,,,,,,
209,PT10M13.00S,2026-03-14T00:17:42.8Z,2,REGULAR,3pt,Jump Shot,[],1629312,17.16491458607096,96.07843137254902,1610612756,32,36,2026-03-14T00:17:47Z,2070000,False,-230.0,109.0,1,left,H. Highsmith 25' 3PT  (3 PTS) (G. Allen 2 AST),"[1629312, 1628960]",1610612756.0,PHX,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,25.48,Made,3.0,,,G. Allen,1628960.0,2.0,,,,,,,,,,,,
211,PT09M50.00S,2026-03-14T00:18:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,84.97043363994744,40.44117647058824,1610612761,32,36,2026-03-14T00:18:12Z,2090000,False,-48.0,89.0,1,right,MISS I. Quickley 10' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,10.08,Missed,,,,,,,,,,,,,,,,,,
212,PT09M48.00S,2026-03-14T00:18:07.9Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612756,32,36,2026-03-14T00:18:12Z,2100000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,211.0,3.0,3.0,0.0,,,,,,,,
213,PT09M40.00S,2026-03-14T00:18:16.0Z,2,REGULAR,3pt,Jump Shot,[],1628960,27.283180026281208,83.33333333333334,1610612756,32,39,2026-03-14T00:18:21Z,2110000,False,-167.0,204.0,1,left,G. Allen 26' 3PT  (9 PTS) (J. Green 1 AST),"[1628960, 1630224]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.34,Made,9.0,,,J. Green,1630224.0,1.0,,,,,,,,,,,,
215,PT09M39.00S,2026-03-14T00:18:21.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,32,39,2026-03-14T00:18:21Z,2130000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M39.00S,2026-03-14T00:18:30.6Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,32,39,2026-03-14T00:21:07Z,2140000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M39.00S,2026-03-14T00:18:30.6Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,32,39,2026-03-14T00:21:07Z,2150000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M39.00S,2026-03-14T00:18:30.6Z,2,REGULAR,substitution,out,[],1642419,,,1610612761,32,39,2026-03-14T00:21:07Z,2160000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M39.00S,2026-03-14T00:18:30.6Z,2,REGULAR,substitution,in,[],1642266,,,1610612761,32,39,2026-03-14T00:21:07Z,2170000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M39.00S,2026-03-14T00:18:30.6Z,2,REGULAR,substitution,in,[],1627742,,,1610612761,32,39,2026-03-14T00:21:07Z,2180000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M39.00S,2026-03-14T00:18:30.6Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,32,39,2026-03-14T00:21:07Z,2190000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M23.00S,2026-03-14T00:21:32.7Z,2,REGULAR,3pt,Jump Shot,[],1630193,92.72339027595268,97.54901960784314,1610612761,35,39,2026-03-14T00:21:37Z,2200000,False,238.0,16.0,1,right,I. Quickley 3PT  (3 PTS) (B. Ingram 1 AST),"[1630193, 1627742]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,23.82,Made,3.0,,,B. Ingram,1627742.0,1.0,,,,,,,,,,,,
227,PT09M07.00S,2026-03-14T00:21:51.1Z,2,REGULAR,foul,personal,[],1642347,,,1610612756,35,39,2026-03-14T00:21:59Z,2220000,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1630224]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Left,,,,204059.0,,,,,,,,,,,1.0,0.0,Green,1630224.0,,
229,PT09M07.00S,2026-03-14T00:21:58.5Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,35,39,2026-03-14T00:22:06Z,2240000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT09M07.00S,2026-03-14T00:21:58.5Z,2,REGULAR,substitution,in,[],1626220,,,1610612756,35,39,2026-03-14T00:22:06Z,2250000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M58.00S,2026-03-14T00:22:23.7Z,2,REGULAR,3pt,Jump Shot,[],1630224,29.517082785808146,73.52941176470588,1610612756,35,39,2026-03-14T00:22:28Z,2260000,False,-118.0,225.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
232,PT08M54.00S,2026-03-14T00:22:27.7Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,35,39,2026-03-14T00:22:28Z,2270000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,231.0,3.0,3.0,0.0,,,,,,,,
233,PT08M41.00S,2026-03-14T00:22:40.3Z,2,REGULAR,3pt,Jump Shot,[],1630193,71.17279894875165,20.098039215686274,1610612761,38,39,2026-03-14T00:22:44Z,2280000,False,-150.0,218.0,1,right,I. Quickley 26' 3PT  (6 PTS) (J. Shead 2 AST),"[1630193, 1642347]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,26.47,Made,6.0,,,J. Shead,1642347.0,2.0,,,,,,,,,,,,
236,PT08M26.00S,2026-03-14T00:23:03.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.1268068331143235,49.754901960784316,1610612756,38,41,2026-03-14T00:23:08Z,2310000,False,1.0,5.0,1,left,J. Green driving finger roll Layup (16 PTS),[1630224],1610612756.0,PHX,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.52,Made,16.0,,,,,,,,,,,,,,,,,
237,PT08M18.00S,2026-03-14T00:23:12.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,94.30026281208936,51.9607843137255,1610612761,38,41,2026-03-14T00:23:21Z,2320000,False,10.0,1.0,1,right,MISS I. Quickley driving finger roll Layup - blocked,"[1630193, 1626220]",1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.99,Missed,,,,,,,,,,,O'Neale,1626220.0,,,,,,
238,PT08M18.00S,2026-03-14T00:23:12.5Z,2,REGULAR,block,,[],1626220,,,1610612761,38,41,2026-03-14T00:24:58Z,2330000,False,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
239,PT08M18.00S,2026-03-14T00:23:12.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,38,41,2026-03-14T00:23:21Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,237.0,,,,,,,,,,,
241,PT08M03.00S,2026-03-14T00:23:43.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627742,93.38042049934296,53.67647058823529,1610612761,38,41,2026-03-14T00:52:01Z,2360000,False,18.0,10.0,1,right,MISS B. Ingram driving floating Shot - blocked,"[1627742, 1642853]",1610612761.0,TOR,driving floating,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,Fleming,1642853.0,,,,,,
242,PT08M03.00S,2026-03-14T00:23:43.9Z,2,REGULAR,block,,[],1642853,,,1610612761,38,41,2026-03-14T00:23:46Z,2370000,False,,,0,,R. Fleming BLOCK (1 BLK),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
243,PT08M01.00S,2026-03-14T00:23:45.9Z,2,REGULAR,rebound,defensive,[],1631221,,,1610612756,38,41,2026-03-14T00:23:50Z,2380000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:3),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,,241.0,3.0,3.0,0.0,,,,,,,,
244,PT07M56.00S,2026-03-14T00:23:51.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,34.247700394218136,53.67647058823529,1610612756,38,41,2026-03-14T00:32:31Z,2390000,False,-18.0,269.0,1,left,MISS C. Gillespie 27' running pullup 3PT,[1631221],1610612756.0,PHX,running pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,27.0,Missed,,,,,,,,,,,,,,,,,,
245,PT07M53.00S,2026-03-14T00:23:54.3Z,2,REGULAR,rebound,defensive,[],1642347,,,1610612761,38,41,2026-03-14T00:23:58Z,2400000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,,,,,,,244.0,1.0,1.0,0.0,,,,,,,,
246,PT07M49.00S,2026-03-14T00:23:58.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,90.09526938239159,50.98039215686274,1610612761,38,41,2026-03-14T00:24:09Z,2410000,False,5.0,41.0,1,right,MISS B. Ingram running Layup - blocked,"[1627742, 1642853]",1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,Fleming,1642853.0,,,,,,
247,PT07M49.00S,2026-03-14T00:23:58.4Z,2,REGULAR,block,,[],1642853,,,1610612761,38,41,2026-03-14T00:24:00Z,2420000,False,,,0,,R. Fleming BLOCK (2 BLK),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
248,PT07M45.00S,2026-03-14T00:24:02.4Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612756,38,41,2026-03-14T00:24:09Z,2430000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,246.0,4.0,4.0,0.0,,,,,,,,
249,PT07M35.00S,2026-03-14T00:24:12.9Z,2,REGULAR,3pt,Jump Shot,[],1642853,21.76412614980289,10.294117647058822,1610612756,38,44,2026-03-14T00:24:23Z,2440000,False,199.0,152.0,1,left,R. Fleming 25' 3PT  (3 PTS) (H. Highsmith 1 AST),"[1642853, 1629312]",1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Above the Break 3,24+ Right Center,25.01,Made,3.0,,,H. Highsmith,1629312.0,1.0,,,,,,,,,,,,
251,PT07M25.00S,2026-03-14T00:24:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,93.38042049934296,51.71568627450981,1610612761,40,44,2026-03-14T00:24:27Z,2460000,False,9.0,10.0,1,right,I. Quickley driving Layup (8 PTS),[1630193],1610612761.0,TOR,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,1.3,Made,8.0,,,,,,,,,,,,,,,,,
252,PT07M09.00S,2026-03-14T00:24:38.0Z,2,REGULAR,2pt,Jump Shot,[],1630224,5.338370565045992,74.26470588235294,1610612756,40,44,2026-03-14T00:24:43Z,2470000,False,-121.0,-2.0,1,left,MISS J. Green 12' fadeaway Shot,[1630224],1610612756.0,PHX,fadeaway,,,Green,J. Green,,,,,Mid-Range,8-16 Left,12.13,Missed,,,,,,,,,,,,,,,,,,
253,PT07M06.00S,2026-03-14T00:24:41.0Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,40,44,2026-03-14T00:24:43Z,2480000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,,,,,252.0,3.0,3.0,0.0,,,,,,,,
254,PT07M02.00S,2026-03-14T00:24:45.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642266,92.72339027595268,98.0392156862745,1610612761,43,44,2026-03-14T00:24:52Z,2490000,False,240.0,16.0,1,right,J. Walter 24' 3PT running (7 PTS) (J. Shead 3 AST),"[1642266, 1642347]",1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,24.07,Made,7.0,,,J. Shead,1642347.0,3.0,,,,,,,,,,,,
256,PT07M00.00S,2026-03-14T00:24:51.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,43,44,2026-03-14T00:24:51Z,2510000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M00.00S,2026-03-14T00:24:52.7Z,2,REGULAR,substitution,out,[],1631221,,,1610612756,43,44,2026-03-14T00:27:34Z,2520000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M00.00S,2026-03-14T00:24:52.7Z,2,REGULAR,substitution,out,[],1642853,,,1610612756,43,44,2026-03-14T00:27:34Z,2530000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M00.00S,2026-03-14T00:24:52.7Z,2,REGULAR,substitution,in,[],1642345,,,1610612756,43,44,2026-03-14T00:27:34Z,2540000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M00.00S,2026-03-14T00:24:52.7Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,43,44,2026-03-14T00:27:34Z,2550000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M40.00S,2026-03-14T00:28:05.7Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612756,43,44,2026-03-14T00:28:09Z,2560000,False,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 1642347]",1610612756.0,PHX,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,2.0,,,,,,,,,,,,,,Shead,1642347.0
262,PT06M40.00S,2026-03-14T00:28:05.7Z,2,REGULAR,steal,,[],1642347,,,1610612761,43,44,2026-03-14T01:13:54Z,2570000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
