actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
271,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,out,[],1629014,,,1610612761,56,47,2026-02-06T01:28:26Z,2700000,False,,,0,,SUB out: A. Simons,[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,out,[],1630644,,,1610612761,56,47,2026-02-06T01:28:26Z,2710000,False,,,0,,SUB out: M. McClung,[1630644],1610612741.0,CHI,,,,McClung,M. McClung,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612761,56,47,2026-02-06T01:28:26Z,2720000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,out,[],1630171,,,1610612761,56,47,2026-02-06T01:28:26Z,2730000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,56,47,2026-02-06T01:28:26Z,2740000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,in,[],1630172,,,1610612761,56,47,2026-02-06T01:28:26Z,2750000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,in,[],1631093,,,1610612761,56,47,2026-02-06T01:28:26Z,2760000,False,,,0,,SUB in: J. Ivey,[1631093],1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,in,[],1641824,,,1610612761,56,47,2026-02-06T01:28:26Z,2770000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M45.00S,2026-02-06T01:27:30.9Z,2,REGULAR,substitution,in,[],1642530,,,1610612761,56,47,2026-02-06T01:28:26Z,2780000,False,,,0,,SUB in: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M28.00S,2026-02-06T01:29:00.7Z,2,REGULAR,turnover,bad pass,[],1642347,,,1610612761,56,47,2026-02-06T01:29:05Z,2790000,False,,,0,,J. Shead bad pass TURNOVER (2 TO),"[1642347, 1627824]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Yabusele,1627824.0,,,,,,,,,,
281,PT03M28.00S,2026-02-06T01:29:00.7Z,2,REGULAR,steal,,[],1627824,,,1610612741,56,47,2026-02-06T01:29:03Z,2800000,False,,,0,,G. Yabusele STEAL (1 STL),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
282,PT03M19.00S,2026-02-06T01:29:08.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630172,93.24901445466492,46.81372549019608,1610612741,56,47,2026-02-06T01:31:36Z,2810000,False,-16.0,11.0,1,right,MISS P. Williams running reverse Layup,[1630172],1610612741.0,CHI,running reverse,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
284,PT03M14.00S,2026-02-06T01:29:13.8Z,2,REGULAR,rebound,offensive,[],1627824,,,1610612741,56,47,2026-02-06T01:29:16Z,2830000,False,,,0,,G. Yabusele REBOUND (Off:2 Def:3),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,282.0,,,,,,,,,,,5.0,3.0,2.0
285,PT03M14.00S,2026-02-06T01:29:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627824,94.40999984741211,50.0,1610612741,56,49,2026-02-06T01:29:14Z,2840000,False,0.0,0.0,1,right,G. Yabusele putback Layup (10 PTS),[1627824],1610612741.0,CHI,putback,,,Yabusele,G. Yabusele,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
286,PT03M04.00S,2026-02-06T01:29:24.4Z,2,REGULAR,3pt,Jump Shot,[],1642347,31.488173455978973,34.068627450980394,1610612761,59,49,2026-02-06T01:29:28Z,2850000,False,80.0,243.0,1,left,J. Shead 25' 3PT  (3 PTS) (B. Ingram 2 AST),"[1642347, 1627742]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,25.62,Made,3.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,
288,PT02M40.00S,2026-02-06T01:29:47.8Z,2,REGULAR,3pt,Jump Shot,[],1627824,90.3580814717477,2.941176470588235,1610612741,59,49,2026-02-06T01:30:05Z,2870000,False,-235.0,38.0,1,right,MISS G. Yabusele 3PT,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,23.84,Missed,,,,,,,,,,,,,,,,,,
289,PT02M37.00S,2026-02-06T01:29:50.8Z,2,REGULAR,rebound,defensive,[],1642347,,,1610612761,59,49,2026-02-06T01:30:05Z,2880000,False,,,0,,J. Shead REBOUND (Off:0 Def:3),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Left Corner 3,24+ Left,,,,,,,288.0,,,,,,,,,,,3.0,3.0,0.0
290,PT02M28.00S,2026-02-06T01:30:00.5Z,2,REGULAR,turnover,bad pass,[],1642347,,,1610612761,59,49,2026-02-06T01:30:07Z,2890000,False,,,0,,J. Shead bad pass TURNOVER (3 TO),"[1642347, 1631093]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,8-16 Left,,,,,,,,3.0,Ivey,1631093.0,,,,,,,,,,
291,PT02M28.00S,2026-02-06T01:30:00.5Z,2,REGULAR,steal,,[],1631093,,,1610612741,59,49,2026-02-06T01:30:02Z,2900000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
292,PT02M23.00S,2026-02-06T01:30:05.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641824,92.9862023653088,50.73529411764706,1610612741,59,51,2026-02-06T01:30:12Z,2910000,False,4.0,13.0,1,right,M. Buzelis running DUNK (8 PTS) (Y. Kawamura 5 AST),"[1641824, 1642530]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.39,Made,8.0,Y. Kawamura,1642530.0,5.0,,,,,,,,,,,,,,
295,PT02M19.00S,2026-02-06T01:30:17.8Z,2,REGULAR,substitution,out,[],1641711,,,1610612761,59,51,2026-02-06T01:30:23Z,2940000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M19.00S,2026-02-06T01:30:17.8Z,2,REGULAR,substitution,out,[],1642347,,,1610612761,59,51,2026-02-06T01:30:23Z,2950000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M19.00S,2026-02-06T01:30:17.8Z,2,REGULAR,substitution,in,[],1630193,,,1610612761,59,51,2026-02-06T01:30:23Z,2960000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M19.00S,2026-02-06T01:30:17.8Z,2,REGULAR,substitution,in,[],1642266,,,1610612761,59,51,2026-02-06T01:30:23Z,2970000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M15.00S,2026-02-06T01:30:48.7Z,2,REGULAR,3pt,Jump Shot,[],1627742,25.706307490144546,81.37254901960785,1610612761,59,51,2026-02-06T01:30:56Z,2980000,False,-157.0,189.0,1,left,MISS B. Ingram 24' pullup 3PT,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,24.57,Missed,,,,,,,,,,,,,,,,,,
300,PT02M13.00S,2026-02-06T01:30:52.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,59,51,2026-02-06T01:30:52Z,2990000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,299.0,,,,,,,,,,,,,
302,PT02M05.00S,2026-02-06T01:31:16.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642867,5.995400788436268,50.245098039215684,1610612761,61,51,2026-02-06T01:31:26Z,3010000,False,-1.0,4.0,1,left,C. Murray-Boyles cutting DUNK (10 PTS) (B. Ingram 3 AST),"[1642867, 1627742]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,0.41,Made,10.0,B. Ingram,1627742.0,3.0,,,,,,,,,,,,,,
305,PT01M50.00S,2026-02-06T01:31:48.9Z,2,REGULAR,2pt,Jump Shot,[],1631093,80.89684625492772,21.568627450980394,1610612741,61,53,2026-02-06T01:31:53Z,3040000,False,-142.0,127.0,1,right,J. Ivey 19' Jump Shot (7 PTS) (Y. Kawamura 6 AST),"[1631093, 1642530]",1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,19.07,Made,7.0,Y. Kawamura,1642530.0,6.0,,,,,,,,,,,,,,
307,PT01M39.00S,2026-02-06T01:31:59.8Z,2,REGULAR,2pt,Jump Shot,[],1627742,16.90210249671485,29.65686274509804,1610612761,63,53,2026-02-06T01:32:03Z,3060000,False,102.0,106.0,1,left,B. Ingram 14' pullup Jump Shot (22 PTS) (I. Quickley 3 AST),"[1627742, 1630193]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,14.72,Made,22.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,
309,PT01M23.00S,2026-02-06T01:32:16.7Z,2,REGULAR,3pt,Jump Shot,[],1630172,72.61826544021025,13.23529411764706,1610612741,63,56,2026-02-06T01:32:21Z,3080000,False,-184.0,205.0,1,right,P. Williams 27' 3PT  (6 PTS) (M. Buzelis 2 AST),"[1630172, 1641824]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,27.53,Made,6.0,M. Buzelis,1641824.0,2.0,,,,,,,,,,,,,,
311,PT01M14.00S,2026-02-06T01:32:25.0Z,2,REGULAR,turnover,lost ball,[],1630567,,,1610612761,63,56,2026-02-06T01:32:30Z,3100000,False,,,0,,S. Barnes lost ball TURNOVER (1 TO),"[1630567, 1631093]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Ivey,1631093.0,,,,,,,,,,
312,PT01M14.00S,2026-02-06T01:32:25.0Z,2,REGULAR,steal,,[],1631093,,,1610612741,63,56,2026-02-06T01:32:27Z,3110000,False,,,0,,J. Ivey STEAL (2 STL),[1631093],1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
313,PT01M10.00S,2026-02-06T01:32:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641824,94.56307490144546,51.225490196078425,1610612741,63,58,2026-02-06T01:32:36Z,3120000,False,6.0,-1.0,1,right,M. Buzelis running Layup (10 PTS) (Y. Kawamura 7 AST),"[1641824, 1642530]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,0.63,Made,10.0,Y. Kawamura,1642530.0,7.0,,,,,,,,,,,,,,
315,PT00M58.00S,2026-02-06T01:32:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642266,6.258212877792378,49.01960784313725,1610612761,65,58,2026-02-06T01:32:48Z,3140000,False,5.0,6.0,1,left,J. Walter alley-oop Layup (8 PTS) (C. Murray-Boyles 3 AST),"[1642266, 1642867]",1610612761.0,TOR,alley-oop,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,0.8,Made,8.0,C. Murray-Boyles,1642867.0,3.0,,,,,,,,,,,,,,
317,PT00M34.80S,2026-02-06T01:33:08.9Z,2,REGULAR,3pt,Jump Shot,[],1630172,62.5,57.59803921568627,1610612741,65,58,2026-02-06T01:33:22Z,3160000,False,38.0,300.0,1,right,MISS P. Williams 30' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,30.24,Missed,,,,,,,,,,,,,,,,,,
318,PT00M33.00S,2026-02-06T01:33:10.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,65,58,2026-02-06T01:33:22Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,317.0,,,,,,,,,,,,,
322,PT00M33.00S,2026-02-06T01:33:24.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,65,58,2026-02-06T01:35:19Z,3235000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201245.0,,,,,,,
323,PT00M33.00S,2026-02-06T01:33:33.7Z,2,REGULAR,substitution,out,[],1642530,,,1610612761,65,58,2026-02-06T01:36:17Z,3236250,False,,,0,,SUB out: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M33.00S,2026-02-06T01:33:33.7Z,2,REGULAR,substitution,in,[],1629014,,,1610612761,65,58,2026-02-06T01:36:17Z,3236875,False,,,0,,SUB in: A. Simons,[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M33.00S,2026-02-06T01:33:33.7Z,2,REGULAR,substitution,out,[],1627824,,,1610612761,65,58,2026-02-06T01:37:18Z,3238437,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M33.00S,2026-02-06T01:33:33.7Z,2,REGULAR,substitution,in,[],1630188,,,1610612761,65,58,2026-02-06T01:37:18Z,3239218,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M08.70S,2026-02-06T01:34:12.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642266,17.296320630749015,47.05882352941176,1610612761,65,58,2026-02-06T01:34:17Z,3240000,False,15.0,110.0,1,left,MISS J. Walter 11' turnaround fadeaway Shot,[1642266],1610612761.0,TOR,turnaround fadeaway,,,Walter,J. Walter,,,,,In The Paint (Non-RA),8-16 Center,11.11,Missed,,,,,,,,,,,,,,,,,,
326,PT00M05.60S,2026-02-06T01:34:16.2Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,65,58,2026-02-06T01:34:16Z,3250000,False,,,0,,J. Smith REBOUND (Off:2 Def:5),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,325.0,,,,,,,,,,,7.0,5.0,2.0
327,PT00M00.70S,2026-02-06T01:34:24.2Z,2,REGULAR,foul,personal,[],1642867,,,1610612741,65,58,2026-02-06T01:34:32Z,3260000,False,,,0,,C. Murray-Boyles personal FOUL (1 PF),"[1642867, 1629014]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1148.0,1.0,0.0,Simons,1629014.0,,,
329,PT00M00.70S,2026-02-06T01:34:35.7Z,2,REGULAR,substitution,out,[],1630193,,,1610612741,65,58,2026-02-06T01:34:39Z,3280000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M00.70S,2026-02-06T01:34:35.7Z,2,REGULAR,substitution,in,[],1642347,,,1610612741,65,58,2026-02-06T01:34:39Z,3290000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M00.20S,2026-02-06T01:34:47.2Z,2,REGULAR,3pt,Jump Shot,[],1629014,64.33968462549278,43.627450980392155,1610612741,65,58,2026-02-06T01:35:01Z,3300000,False,-32.0,283.0,1,right,MISS A. Simons 28' 3PT - blocked,"[1629014, 1642347]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,28.45,Missed,,,,,,,,,Shead,1642347.0,,,,,,,,
332,PT00M00.20S,2026-02-06T01:34:47.2Z,2,REGULAR,block,,[],1642347,,,1610612741,65,58,2026-02-06T01:34:51Z,3310000,False,,,0,,J. Shead BLOCK (2 BLK),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
333,PT00M00.10S,2026-02-06T01:34:47.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,65,58,2026-02-06T01:35:01Z,3320000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,331.0,,,,,,,,,,,,,
334,PT00M00.00S,2026-02-06T01:34:53.6Z,2,REGULAR,period,end,[],0,,,1610612741,65,58,2026-02-06T01:34:53Z,3330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2026-02-06T01:49:32.2Z,3,REGULAR,substitution,out,['startperiod'],1642347,,,1610612741,65,58,2026-02-06T01:50:04Z,3340000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2026-02-06T01:49:32.2Z,3,REGULAR,substitution,out,['startperiod'],1630172,,,1610612741,65,58,2026-02-06T01:50:04Z,3350000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2026-02-06T01:49:32.2Z,3,REGULAR,substitution,in,['startperiod'],1630193,,,1610612741,65,58,2026-02-06T01:50:04Z,3360000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2026-02-06T01:49:32.2Z,3,REGULAR,substitution,in,['startperiod'],1630171,,,1610612741,65,58,2026-02-06T01:50:04Z,3370000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2026-02-06T01:50:14.1Z,3,REGULAR,period,start,[],0,,,1610612741,65,58,2026-02-06T01:50:14Z,3380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M35.00S,2026-02-06T01:50:38.4Z,3,REGULAR,3pt,Jump Shot,[],1629014,31.61957950065703,26.715686274509803,1610612741,65,58,2026-02-06T01:50:43Z,3390000,False,116.0,245.0,1,left,MISS A. Simons 27' pullup 3PT,[1629014],1610612741.0,CHI,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,27.1,Missed,,,,,,,,,,,,,,,,,,
343,PT11M31.00S,2026-02-06T01:50:41.8Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612761,65,58,2026-02-06T01:50:41Z,3400000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,342.0,,,,,,,,,,,1.0,1.0,0.0
344,PT11M10.00S,2026-02-06T01:51:02.8Z,3,REGULAR,3pt,Jump Shot,[],1630567,85.23324572930355,96.32352941176471,1610612761,65,58,2026-02-06T01:51:08Z,3410000,False,232.0,86.0,1,right,MISS S. Barnes 24' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,24.72,Missed,,,,,,,,,,,,,,,,,,
345,PT11M08.00S,2026-02-06T01:51:04.8Z,3,REGULAR,rebound,defensive,[],1641824,,,1610612741,65,58,2026-02-06T01:51:08Z,3420000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:2),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,,,,,344.0,,,,,,,,,,,2.0,2.0,0.0
346,PT11M02.00S,2026-02-06T01:51:12.8Z,3,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612741,65,58,2026-02-06T01:52:47Z,3430000,False,,,0,,A. Simons bad pass out-of-bounds TURNOVER (2 TO),[1629014],1610612741.0,CHI,bad pass,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,,,,,,,,2.0,,,,,201245.0,,,,,,,
347,PT10M47.00S,2026-02-06T01:51:36.3Z,3,REGULAR,foul,personal,[],1630171,,,1610612761,65,58,2026-02-06T01:51:44Z,3440000,False,,,0,,I. Okoro personal FOUL (2 PF),"[1630171, 1630567]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202901.0,2.0,0.0,Barnes,1630567.0,,,
349,PT10M40.00S,2026-02-06T01:52:00.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642266,93.11760840998686,51.470588235294116,1610612761,67,58,2026-02-06T01:52:04Z,3460000,False,7.0,12.0,1,right,J. Walter cutting DUNK (10 PTS) (C. Murray-Boyles 4 AST),"[1642266, 1642867]",1610612761.0,TOR,cutting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,1.43,Made,10.0,C. Murray-Boyles,1642867.0,4.0,,,,,,,,,,,,,,
351,PT10M33.00S,2026-02-06T01:52:08.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,8.492115637319317,50.73529411764706,1610612741,67,58,2026-02-06T01:52:16Z,3480000,False,-4.0,27.0,1,left,MISS J. Ivey driving finger roll Layup,[1631093],1610612741.0,CHI,driving finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
352,PT10M30.00S,2026-02-06T01:52:11.0Z,3,REGULAR,rebound,defensive,[],1642266,,,1610612761,67,58,2026-02-06T01:52:11Z,3490000,False,,,0,,J. Walter REBOUND (Off:0 Def:3),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,,,,351.0,,,,,,,,,,,3.0,3.0,0.0
353,PT10M27.00S,2026-02-06T01:52:14.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,62.63140604467805,29.901960784313726,1610612761,70,58,2026-02-06T01:52:23Z,3500000,False,-100.0,299.0,1,right,I. Quickley 31' 3PT running (10 PTS) (J. Walter 1 AST),"[1630193, 1642266]",1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,31.52,Made,10.0,J. Walter,1642266.0,1.0,,,,,,,,,,,,,,
355,PT10M15.00S,2026-02-06T01:52:28.9Z,3,REGULAR,foul,personal,['2freethrow'],1642867,,,1610612741,70,58,2026-02-06T01:52:36Z,3520000,False,,,0,,C. Murray-Boyles shooting personal FOUL (2 PF) (Smith 2 FT),"[1642867, 1630188]",1610612761.0,TOR,shooting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202901.0,2.0,0.0,Smith,1630188.0,,,
357,PT10M15.00S,2026-02-06T01:52:50.3Z,3,REGULAR,freethrow,1 of 2,[],1630188,,,1610612741,70,58,2026-02-06T01:52:50Z,3540000,False,,,0,,MISS J. Smith Free Throw 1 of 2,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
358,PT10M15.00S,2026-02-06T01:52:50.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,70,58,2026-02-06T01:52:50Z,3550000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,357.0,,,,,,,,,,,,,
359,PT10M15.00S,2026-02-06T01:52:51.4Z,3,REGULAR,substitution,out,[],1630171,,,1610612741,70,58,2026-02-06T01:52:57Z,3560000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT10M15.00S,2026-02-06T01:52:51.4Z,3,REGULAR,substitution,in,[],1627824,,,1610612741,70,58,2026-02-06T01:52:57Z,3570000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT10M15.00S,2026-02-06T01:53:10.1Z,3,REGULAR,freethrow,2 of 2,[],1630188,,,1610612741,70,59,2026-02-06T01:53:10Z,3580000,False,,,0,,J. Smith Free Throw 2 of 2 (7 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
362,PT10M00.00S,2026-02-06T01:53:26.6Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612761,70,59,2026-02-06T01:53:32Z,3590000,False,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1641824]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Buzelis,1641824.0,,,,,,,,,,
363,PT10M00.00S,2026-02-06T01:53:26.6Z,3,REGULAR,steal,,[],1641824,,,1610612741,70,59,2026-02-06T01:53:28Z,3600000,False,,,0,,M. Buzelis STEAL (1 STL),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
