actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
174,PT12M00.00S,2026-03-28T01:10:13.0Z,2,REGULAR,substitution,in,['startperiod'],1642266,,,1610612740,29,25,2026-03-28T01:11:41Z,1710000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-03-28T01:10:13.0Z,2,REGULAR,substitution,in,['startperiod'],1630572,,,1610612740,29,25,2026-03-28T01:11:41Z,1720000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-03-28T01:11:54.1Z,2,REGULAR,period,start,[],0,,,1610612740,29,25,2026-03-28T01:11:54Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M40.00S,2026-03-28T01:12:16.8Z,2,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612740,29,25,2026-03-28T01:12:39Z,1740000,False,,,0,,R. Barrett shooting personal FOUL (2 PF) (Bey 2 FT),"[1629628, 1630180]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Bey,1630180.0
179,PT11M40.00S,2026-03-28T01:12:41.0Z,2,REGULAR,freethrow,1 of 2,[],1630180,,,1610612740,29,26,2026-03-28T01:12:41Z,1760000,False,,,0,,S. Bey Free Throw 1 of 2 (4 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
181,PT11M40.00S,2026-03-28T01:12:52.4Z,2,REGULAR,freethrow,2 of 2,[],1630180,,,1610612740,29,27,2026-03-28T01:12:52Z,1770000,False,,,0,,S. Bey Free Throw 2 of 2 (5 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
182,PT11M30.00S,2026-03-28T01:13:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.93495400788436,41.66666666666667,1610612761,29,27,2026-03-28T01:13:18Z,1780000,False,-42.0,23.0,1,right,MISS R. Barrett driving Layup - blocked,"[1629628, 201599]",1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,4.78,Missed,,Jordan,201599.0,,,,,,,,,,,,
183,PT11M30.00S,2026-03-28T01:13:06.1Z,2,REGULAR,block,,[],201599,,,1610612761,29,27,2026-03-28T01:13:08Z,1790000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
184,PT11M30.00S,2026-03-28T01:13:06.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,29,27,2026-03-28T01:13:18Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,182.0,,,,,,,,,,,
186,PT11M26.00S,2026-03-28T01:13:26.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1642266,94.30026281208936,75.0,1610612761,31,27,2026-03-28T01:13:33Z,1820000,False,125.0,1.0,1,right,J. Walter 12' fadeaway Jump Shot (6 PTS) (S. Barnes 3 AST),"[1642266, 1630567]",1610612761.0,TOR,fadeaway,,,Walter,J. Walter,,,,,Mid-Range,8-16 Right,,,,12.5,Made,6.0,,,,,,,S. Barnes,1630567.0,3.0,,,,,
188,PT11M09.00S,2026-03-28T01:13:44.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,10.33180026281209,57.84313725490197,1610612740,31,27,2026-03-28T01:13:48Z,1840000,False,-39.0,45.0,1,left,MISS D. Queen driving floating Shot,[1642852],1610612740.0,NOP,driving floating,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,5.94,Missed,,,,,,,,,,,,,,,
189,PT11M07.00S,2026-03-28T01:13:46.1Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,31,27,2026-03-28T01:13:48Z,1850000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,
190,PT11M04.00S,2026-03-28T01:13:49.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642266,93.9060446780552,50.73529411764706,1610612761,33,27,2026-03-28T01:13:55Z,1860000,False,4.0,5.0,1,right,J. Walter running DUNK (8 PTS) (S. Barnes 4 AST),"[1642266, 1630567]",1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,0.61,Made,8.0,,,,,,,S. Barnes,1630567.0,4.0,,,,,
192,PT10M43.00S,2026-03-28T01:14:10.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,7.966491458607096,58.08823529411765,1610612740,33,27,2026-03-28T01:14:21Z,1880000,False,-40.0,22.0,1,left,MISS S. Bey driving Layup - blocked,"[1630180, 1630572]",1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,4.62,Missed,,Mamukelashvili,1630572.0,,,,,,,,,,,,
193,PT10M43.00S,2026-03-28T01:14:10.9Z,2,REGULAR,block,,[],1630572,,,1610612740,33,27,2026-03-28T01:14:13Z,1890000,False,,,0,,S. Mamukelashvili BLOCK (1 BLK),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT10M43.00S,2026-03-28T01:14:10.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,33,27,2026-03-28T01:14:21Z,1900000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,192.0,,,,,,,,,,,
196,PT10M25.00S,2026-03-28T01:14:34.4Z,2,REGULAR,3pt,Jump Shot,[],1630572,78.26872536136662,9.068627450980392,1610612761,36,27,2026-03-28T01:14:38Z,1920000,False,-205.0,152.0,1,right,S. Mamukelashvili 25' 3PT  (3 PTS) (S. Barnes 5 AST),"[1630572, 1630567]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,25.48,Made,3.0,,,,,,,S. Barnes,1630567.0,5.0,,,,,
198,PT10M09.00S,2026-03-28T01:14:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.440867279894875,46.81372549019608,1610612740,36,29,2026-03-28T01:14:54Z,1940000,False,16.0,17.0,1,left,J. Poole driving finger roll Layup (6 PTS),[1629673],1610612740.0,NOP,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,2.36,Made,6.0,,,,,,,,,,,,,,
199,PT09M59.00S,2026-03-28T01:15:00.3Z,2,REGULAR,2pt,Jump Shot,[],1630567,94.56307490144546,19.852941176470587,1610612761,36,29,2026-03-28T01:15:07Z,1950000,False,-151.0,-1.0,1,right,MISS S. Barnes 15' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,,15.07,Missed,,,,,,,,,,,,,,,
200,PT09M54.00S,2026-03-28T01:15:05.3Z,2,REGULAR,rebound,offensive,[],1630572,,,1610612761,36,29,2026-03-28T01:15:07Z,1960000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,,,,,,,,,199.0,2.0,1.0,1.0,,,,,,,,
201,PT09M54.00S,2026-03-28T01:15:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630572,94.40999984741211,50.0,1610612761,38,29,2026-03-28T01:15:05Z,1970000,False,0.0,0.0,1,right,S. Mamukelashvili tip Layup (5 PTS),[1630572],1610612761.0,TOR,tip,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,,,,0.0,Made,5.0,,,,,,,,,,,,,,
202,PT09M43.00S,2026-03-28T01:15:20.7Z,2,REGULAR,foul,personal,[],1627751,,,1610612740,38,29,2026-03-28T01:15:32Z,1980000,False,,,0,,J. Poeltl personal FOUL (2 PF),"[1627751, 1642852]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1629183.0,2.0,0.0,Queen,1642852.0
204,PT09M43.00S,2026-03-28T01:15:30.6Z,2,REGULAR,substitution,out,[],201599,,,1610612740,38,29,2026-03-28T01:15:35Z,2000000,False,,,0,,SUB out: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M43.00S,2026-03-28T01:15:30.6Z,2,REGULAR,substitution,in,[],1631255,,,1610612740,38,29,2026-03-28T01:15:35Z,2010000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M30.00S,2026-03-28T01:15:57.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,29.911300919842315,82.35294117647058,1610612740,38,29,2026-03-28T01:17:14Z,2020000,False,-162.0,229.0,1,left,MISS J. Poole 28' pullup 3PT,[1629673],1610612740.0,NOP,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,28.01,Missed,,,,,,,,,,,,,,,
207,PT09M29.00S,2026-03-28T01:15:58.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,38,29,2026-03-28T01:16:24Z,2030000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,206.0,,,,,,,,,,,
208,PT09M29.00S,2026-03-28T01:16:03.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,38,29,2026-03-28T01:16:12Z,2040000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201246.0,,,,
209,PT09M10.00S,2026-03-28T01:16:29.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630572,96.00854139290408,50.98039215686274,1610612761,38,29,2026-03-28T01:16:33Z,2050000,False,5.0,-15.0,1,right,MISS S. Mamukelashvili driving DUNK,[1630572],1610612761.0,TOR,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,1.58,Missed,,,,,,,,,,,,,,,
210,PT09M08.00S,2026-03-28T01:16:31.3Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,38,29,2026-03-28T01:16:33Z,2060000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,209.0,1.0,1.0,0.0,,,,,,,,
211,PT09M01.00S,2026-03-28T01:16:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631255,6.652431011826544,55.63725490196079,1610612740,38,31,2026-03-28T01:16:43Z,2070000,False,-28.0,10.0,1,left,K. Matković alley-oop Layup (2 PTS) (J. Hawkins 1 AST),"[1631255, 1641722]",1610612740.0,NOP,alley-oop,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,2.99,Made,2.0,,,,,,,J. Hawkins,1641722.0,1.0,,,,,
213,PT08M54.00S,2026-03-28T01:16:45.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630572,93.77463863337714,50.0,1610612761,40,31,2026-03-28T01:20:26Z,2090000,False,0.0,6.0,1,right,S. Mamukelashvili cutting DUNK (7 PTS) (S. Barnes 6 AST),"[1630572, 1630567]",1610612761.0,TOR,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,0.6,Made,7.0,,,,,,,S. Barnes,1630567.0,6.0,,,,,
215,PT08M39.00S,2026-03-28T01:17:04.0Z,2,REGULAR,turnover,offensive-kicked-ball,[],1630180,,,1610612740,40,31,2026-03-28T01:17:22Z,2110000,False,,,0,,S. Bey offensive-kicked-ball TURNOVER (1 TO),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,,,,,
216,PT08M39.00S,2026-03-28T01:17:11.2Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,40,31,2026-03-28T01:17:19Z,2120000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M39.00S,2026-03-28T01:17:11.2Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,40,31,2026-03-28T01:17:19Z,2130000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M25.00S,2026-03-28T01:17:45.3Z,2,REGULAR,foul,personal,['2freethrow'],1641722,,,1610612761,40,31,2026-03-28T01:17:53Z,2140000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Barrett 2 FT),"[1641722, 1629628]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Barrett,1629628.0
220,PT08M25.00S,2026-03-28T01:18:08.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612761,41,31,2026-03-28T01:18:08Z,2160000,False,,,0,,R. Barrett Free Throw 1 of 2 (7 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
221,PT08M25.00S,2026-03-28T01:18:09.1Z,2,REGULAR,substitution,out,[],1627751,,,1610612761,41,31,2026-03-28T01:18:12Z,2170000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M25.00S,2026-03-28T01:18:09.1Z,2,REGULAR,substitution,in,[],1642867,,,1610612761,41,31,2026-03-28T01:18:12Z,2180000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M25.00S,2026-03-28T01:18:27.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612761,42,31,2026-03-28T01:18:27Z,2190000,False,,,0,,R. Barrett Free Throw 2 of 2 (8 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
224,PT08M12.00S,2026-03-28T01:18:42.1Z,2,REGULAR,3pt,Jump Shot,[],1641722,31.750985545335087,70.83333333333334,1610612740,42,31,2026-03-28T01:22:43Z,2200000,False,-104.0,246.0,1,left,MISS J. Hawkins 26' pullup 3PT,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,26.72,Missed,,,,,,,,,,,,,,,
225,PT08M09.00S,2026-03-28T01:18:45.1Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,42,31,2026-03-28T01:18:47Z,2210000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,,,,,,224.0,3.0,2.0,1.0,,,,,,,,
226,PT08M04.00S,2026-03-28T01:18:49.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642867,93.38042049934296,46.81372549019608,1610612761,42,31,2026-03-28T01:18:54Z,2220000,False,-16.0,10.0,1,right,MISS C. Murray-Boyles running Layup,[1642867],1610612761.0,TOR,running,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,1.86,Missed,,,,,,,,,,,,,,,
227,PT08M03.00S,2026-03-28T01:18:50.5Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,42,31,2026-03-28T01:18:54Z,2230000,False,,,0,,K. Matković REBOUND (Off:0 Def:2),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,,,,,,226.0,2.0,2.0,0.0,,,,,,,,
228,PT07M50.00S,2026-03-28T01:19:03.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,8.886333771353483,55.88235294117647,1610612740,42,31,2026-03-28T01:19:07Z,2240000,False,-29.0,31.0,1,left,MISS J. Hawkins cutting Layup,[1641722],1610612740.0,NOP,cutting,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,4.27,Missed,,,,,,,,,,,,,,,
230,PT07M48.00S,2026-03-28T01:19:05.4Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,42,31,2026-03-28T01:19:07Z,2260000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:3),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,,228.0,4.0,3.0,1.0,,,,,,,,
231,PT07M42.00S,2026-03-28T01:19:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642266,92.46057818659659,59.068627450980394,1610612761,42,31,2026-03-28T01:19:26Z,2270000,False,45.0,18.0,1,right,MISS J. Walter reverse Layup,[1642266],1610612761.0,TOR,reverse,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,4.89,Missed,,,,,,,,,,,,,,,
232,PT07M40.00S,2026-03-28T01:19:13.9Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,42,31,2026-03-28T01:19:26Z,2280000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,231.0,1.0,1.0,0.0,,,,,,,,
233,PT07M35.00S,2026-03-28T01:19:18.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,28.597240473061763,83.57843137254902,1610612740,42,31,2026-03-28T01:27:29Z,2290000,False,-168.0,216.0,1,left,MISS S. Bey 27' running 3PT,[1630180],1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,27.38,Missed,,,,,,,,,,,,,,,
234,PT07M31.00S,2026-03-28T01:19:23.0Z,2,REGULAR,rebound,offensive,[],1631255,,,1610612740,42,31,2026-03-28T01:19:23Z,2300000,False,,,0,,K. Matković REBOUND (Off:1 Def:2),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,,,,,,,,,233.0,3.0,2.0,1.0,,,,,,,,
235,PT07M26.00S,2026-03-28T01:19:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642852,6.652431011826544,45.588235294117645,1610612740,42,33,2026-03-28T01:19:32Z,2310000,False,22.0,10.0,1,left,D. Queen driving Layup (2 PTS) (J. Poole 4 AST),"[1642852, 1629673]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,2.43,Made,2.0,,,,,,,J. Poole,1629673.0,4.0,,,,,
237,PT07M16.00S,2026-03-28T01:19:38.1Z,2,REGULAR,3pt,Jump Shot,[],1642266,94.56307490144546,98.2843137254902,1610612761,42,33,2026-03-28T01:19:41Z,2330000,False,241.0,-1.0,1,right,MISS J. Walter 24' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,,,,24.14,Missed,,,,,,,,,,,,,,,
238,PT07M14.00S,2026-03-28T01:19:40.1Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,42,33,2026-03-28T01:19:41Z,2340000,False,,,0,,K. Matković REBOUND (Off:1 Def:3),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Right Corner 3,24+ Right,,,,,,,,,237.0,4.0,3.0,1.0,,,,,,,,
239,PT07M04.00S,2026-03-28T01:19:50.2Z,2,REGULAR,turnover,lost ball,[],1642852,,,1610612740,42,33,2026-03-28T01:19:56Z,2350000,False,,,0,,D. Queen lost ball TURNOVER (1 TO),"[1642852, 1642347]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,16-24 Center,1.0,Shead,1642347.0,,,,,,,,,,,,,,,,,
240,PT07M04.00S,2026-03-28T01:19:50.2Z,2,REGULAR,steal,,[],1642347,,,1610612761,42,33,2026-03-28T01:36:33Z,2360000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
241,PT07M00.00S,2026-03-28T01:19:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,93.11760840998686,47.549019607843135,1610612761,44,33,2026-03-28T01:20:06Z,2370000,False,-12.0,12.0,1,right,R. Barrett running Layup (10 PTS) (J. Shead 3 AST),"[1629628, 1642347]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,1.73,Made,10.0,,,,,,,J. Shead,1642347.0,3.0,,,,,
243,PT07M00.00S,2026-03-28T01:20:10.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,44,33,2026-03-28T01:20:10Z,2390000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M00.00S,2026-03-28T01:20:11.6Z,2,REGULAR,substitution,out,[],1630572,,,1610612740,44,33,2026-03-28T01:22:45Z,2400000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M00.00S,2026-03-28T01:20:11.6Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,44,33,2026-03-28T01:22:45Z,2410000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M00.00S,2026-03-28T01:20:11.6Z,2,REGULAR,substitution,out,[],1630180,,,1610612740,44,33,2026-03-28T01:22:45Z,2420000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M00.00S,2026-03-28T01:20:11.6Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,44,33,2026-03-28T01:22:45Z,2430000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M00.00S,2026-03-28T01:20:11.6Z,2,REGULAR,substitution,in,[],1642847,,,1610612740,44,33,2026-03-28T01:22:45Z,2440000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M00.00S,2026-03-28T01:20:11.6Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,44,33,2026-03-28T01:22:45Z,2450000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M36.00S,2026-03-28T01:23:17.8Z,2,REGULAR,3pt,Jump Shot,[],1630529,8.09789750328515,3.1862745098039214,1610612740,44,33,2026-03-28T01:23:24Z,2460000,False,234.0,24.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,23.53,Missed,,,,,,,,,,,,,,,
251,PT06M32.00S,2026-03-28T01:23:21.8Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,44,33,2026-03-28T01:23:24Z,2470000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,,,250.0,2.0,2.0,0.0,,,,,,,,
252,PT06M26.00S,2026-03-28T01:23:28.9Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612761,44,33,2026-03-28T01:23:40Z,2480000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Ingram 2 FT),"[1630529, 1627742]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Ingram,1627742.0
254,PT06M26.00S,2026-03-28T01:24:03.2Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,45,33,2026-03-28T01:24:03Z,2500000,False,,,0,,B. Ingram Free Throw 1 of 2 (5 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
255,PT06M26.00S,2026-03-28T01:24:04.7Z,2,REGULAR,substitution,out,[],1642852,,,1610612761,45,33,2026-03-28T01:24:07Z,2510000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M26.00S,2026-03-28T01:24:04.7Z,2,REGULAR,substitution,in,[],1629627,,,1610612761,45,33,2026-03-28T01:24:07Z,2520000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M26.00S,2026-03-28T01:24:03.2Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,46,33,2026-03-28T01:30:04Z,2530000,False,,,0,,B. Ingram Free Throw 2 of 2 (6 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
258,PT06M01.00S,2026-03-28T01:24:48.2Z,2,REGULAR,3pt,Jump Shot,[],1629673,11.251642575558476,97.54901960784314,1610612740,46,33,2026-03-28T01:30:55Z,2540000,False,-238.0,53.0,1,left,MISS J. Poole 24' pullup 3PT,[1629673],1610612740.0,NOP,pullup,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,,24.36,Missed,,,,,,,,,,,,,,,
