actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
176,PT10M03.00S,2026-01-17T01:14:44.0Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,38,28,2026-01-17T01:16:02Z,1750000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M03.00S,2026-01-17T01:15:20.3Z,2,REGULAR,freethrow,1 of 1,[],1642353,,,1610612746,38,29,2026-01-17T01:15:20Z,1760000,False,,,0,,C. Christie Free Throw 1 of 1 (5 PTS),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
178,PT09M54.00S,2026-01-17T01:15:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,17.0335085413929,62.00980392156863,1610612761,40,29,2026-01-17T01:15:37Z,1770000,False,-60.0,108.0,1,left,S. Barnes 12' pullup Jump Shot (4 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,12.32,Made,,,,,,,,,,,4.0,,,,,,,
179,PT09M32.00S,2026-01-17T01:15:52.5Z,2,REGULAR,3pt,Jump Shot,[],1631102,81.15965834428384,96.07843137254902,1610612746,40,32,2026-01-17T01:15:56Z,1780000,False,230.0,125.0,1,right,T. Washington Jr. 26' 3PT  (3 PTS) (C. Christie 1 AST),"[1631102, 1642353]",1610612746.0,LAC,,,,Washington Jr.,T. Washington Jr.,,,,,Above the Break 3,24+ Right Center,26.19,Made,,,,,,,,,,,3.0,C. Christie,1642353.0,1.0,,,,
181,PT09M20.00S,2026-01-17T01:16:04.5Z,2,REGULAR,turnover,bad pass,[],1642867,,,1610612761,40,32,2026-01-17T01:16:08Z,1800000,False,,,0,,C. Murray-Boyles bad pass TURNOVER (1 TO),"[1642867, 1641757]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,Miller,1641757.0,,,,,,,,,
182,PT09M20.00S,2026-01-17T01:16:04.5Z,2,REGULAR,steal,,[],1641757,,,1610612746,40,32,2026-01-17T01:16:07Z,1810000,False,,,0,,J. Miller STEAL (1 STL),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
184,PT09M11.00S,2026-01-17T01:16:32.7Z,2,REGULAR,turnover,traveling,[],1627826,,,1610612746,40,32,2026-01-17T01:16:40Z,1830000,False,,,0,,I. Zubac traveling TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left,,,,,,,,,1.0,,,1146.0,,,,,,,,
185,PT08M58.00S,2026-01-17T01:16:56.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641711,26.49474375821288,46.568627450980394,1610612761,40,32,2026-01-17T01:17:01Z,1840000,False,17.0,197.0,1,left,MISS G. Dick 19' pullup Shot,[1641711],1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,19.74,Missed,,,,,,,,,,,,,,,,,,
186,PT08M55.00S,2026-01-17T01:16:59.8Z,2,REGULAR,rebound,offensive,[],1630639,,,1610612761,40,32,2026-01-17T01:17:01Z,1850000,False,,,0,,A. Lawson REBOUND (Off:1 Def:0),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Mid-Range,16-24 Center,,,185.0,1.0,0.0,1.0,,,,,,,,,,,,,,
187,PT08M52.00S,2026-01-17T01:17:02.5Z,2,REGULAR,turnover,bad pass,[],1630639,,,1610612761,40,32,2026-01-17T01:17:06Z,1860000,False,,,0,,A. Lawson bad pass TURNOVER (1 TO),"[1630639, 1641757]",1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,Miller,1641757.0,,,,,,,,,
188,PT08M52.00S,2026-01-17T01:17:02.5Z,2,REGULAR,steal,,[],1641757,,,1610612746,40,32,2026-01-17T01:17:04Z,1870000,False,,,0,,J. Miller STEAL (2 STL),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
189,PT08M32.00S,2026-01-17T01:17:23.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641738,67.23061760840999,63.23529411764706,1610612746,40,32,2026-01-17T01:17:29Z,1880000,False,66.0,256.0,1,right,MISS K. Brown 26' 3PT - blocked,"[1641738, 1642867]",1610612746.0,LAC,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,Murray-Boyles,1642867.0,,,,,,,,,,,,
190,PT08M32.00S,2026-01-17T01:17:23.0Z,2,REGULAR,block,,[],1642867,,,1610612746,40,32,2026-01-17T01:17:27Z,1890000,False,,,0,,C. Murray-Boyles BLOCK (1 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
191,PT08M27.00S,2026-01-17T01:17:28.0Z,2,REGULAR,rebound,defensive,[],1630639,,,1610612761,40,32,2026-01-17T01:17:29Z,1900000,False,,,0,,A. Lawson REBOUND (Off:1 Def:1),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Center,,,189.0,2.0,1.0,1.0,,,,,,,,,,,,,,
192,PT08M23.00S,2026-01-17T01:17:31.7Z,2,REGULAR,3pt,Jump Shot,[],1630567,32.802233902759525,49.26470588235294,1610612761,40,32,2026-01-17T01:17:36Z,1910000,False,4.0,256.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
193,PT08M19.00S,2026-01-17T01:17:35.7Z,2,REGULAR,rebound,defensive,[],1641738,,,1610612746,40,32,2026-01-17T01:17:36Z,1920000,False,,,0,,K. Brown REBOUND (Off:0 Def:1),[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Center,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT08M11.00S,2026-01-17T01:17:43.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,87.20433639947439,47.30392156862745,1610612746,40,34,2026-01-17T01:17:47Z,1930000,False,-13.0,68.0,1,right,I. Zubac 6' Hook (4 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,,,,,,,,,,,4.0,,,,,,,
195,PT07M52.00S,2026-01-17T01:18:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.783837056504599,45.588235294117645,1610612761,40,34,2026-01-17T01:18:08Z,1940000,False,22.0,11.0,1,left,MISS S. Barnes driving finger roll Layup,[1630567],1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
196,PT07M49.00S,2026-01-17T01:18:04.7Z,2,REGULAR,rebound,offensive,[],1641711,,,1610612761,40,34,2026-01-17T01:18:08Z,1950000,False,,,0,,G. Dick REBOUND (Off:1 Def:0),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,195.0,1.0,0.0,1.0,,,,,,,,,,,,,,
197,PT07M45.00S,2026-01-17T01:18:09.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642867,12.959921156373195,42.64705882352941,1610612761,40,34,2026-01-17T01:18:16Z,1960000,False,37.0,69.0,1,left,MISS C. Murray-Boyles 7' floating Shot,[1642867],1610612761.0,TOR,floating,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,7.85,Missed,,,,,,,,,,,,,,,,,,
198,PT07M43.00S,2026-01-17T01:18:11.2Z,2,REGULAR,rebound,offensive,[],1630639,,,1610612761,40,34,2026-01-17T01:18:16Z,1970000,False,,,0,,A. Lawson REBOUND (Off:2 Def:1),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),0-8 Center,,,197.0,3.0,1.0,2.0,,,,,,,,,,,,,,
199,PT07M39.00S,2026-01-17T01:18:15.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641711,15.588042049934298,54.41176470588235,1610612761,42,34,2026-01-17T01:18:20Z,1980000,False,-22.0,94.0,1,left,G. Dick 9' driving floating Jump Shot (2 PTS) (A. Lawson 1 AST),"[1641711, 1630639]",1610612761.0,TOR,driving floating,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,9.66,Made,,,,,,,,,,,2.0,A. Lawson,1630639.0,1.0,,,,
201,PT07M39.00S,2026-01-17T01:18:20.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,42,34,2026-01-17T01:18:20Z,2000000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M39.00S,2026-01-17T01:18:22.4Z,2,REGULAR,substitution,out,[],1630639,,,1610612746,42,34,2026-01-17T01:21:20Z,2010000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M39.00S,2026-01-17T01:18:22.4Z,2,REGULAR,substitution,out,[],1630567,,,1610612746,42,34,2026-01-17T01:21:20Z,2020000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M39.00S,2026-01-17T01:18:22.4Z,2,REGULAR,substitution,out,[],1631102,,,1610612746,42,34,2026-01-17T01:21:20Z,2030000,False,,,0,,SUB out: T. Washington Jr.,[1631102],1610612746.0,LAC,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M39.00S,2026-01-17T01:18:22.4Z,2,REGULAR,substitution,in,[],1642347,,,1610612746,42,34,2026-01-17T01:21:20Z,2040000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M39.00S,2026-01-17T01:18:22.4Z,2,REGULAR,substitution,in,[],1627742,,,1610612746,42,34,2026-01-17T01:21:20Z,2050000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M39.00S,2026-01-17T01:18:22.4Z,2,REGULAR,substitution,in,[],1627739,,,1610612746,42,34,2026-01-17T01:21:20Z,2060000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M18.00S,2026-01-17T01:21:41.9Z,2,REGULAR,2pt,Jump Shot,[],1642353,92.72339027595268,72.05882352941177,1610612746,42,36,2026-01-17T01:21:47Z,2070000,False,110.0,16.0,1,right,C. Christie 11' driving floating Jump Shot (7 PTS) (K. Dunn 1 AST),"[1642353, 1627739]",1610612746.0,LAC,driving floating,,,Christie,C. Christie,,,,,Mid-Range,8-16 Right,11.14,Made,,,,,,,,,,,7.0,K. Dunn,1627739.0,1.0,,,,
211,PT06M53.00S,2026-01-17T01:22:25.4Z,2,REGULAR,turnover,bad pass,[],1642347,,,1610612761,42,36,2026-01-17T01:22:30Z,2100000,False,,,0,,J. Shead bad pass TURNOVER (2 TO),"[1642347, 1641757]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,Miller,1641757.0,,,,,,,,,
212,PT06M53.00S,2026-01-17T01:22:25.4Z,2,REGULAR,steal,,[],1641757,,,1610612746,42,36,2026-01-17T01:22:27Z,2110000,False,,,0,,J. Miller STEAL (3 STL),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
213,PT06M41.00S,2026-01-17T01:22:35.9Z,2,REGULAR,turnover,bad pass,[],1627739,,,1610612746,42,36,2026-01-17T01:22:56Z,2120000,False,,,0,,K. Dunn bad pass TURNOVER (2 TO),"[1627739, 1630534]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Left,,,,,,,,,2.0,Agbaji,1630534.0,,,,,,,,,
214,PT06M41.00S,2026-01-17T01:22:35.9Z,2,REGULAR,steal,,[],1630534,,,1610612761,42,36,2026-01-17T01:22:38Z,2130000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
215,PT06M35.00S,2026-01-17T01:22:42.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642867,5.732588699080158,49.01960784313725,1610612761,44,36,2026-01-17T01:22:48Z,2140000,False,5.0,1.0,1,left,C. Murray-Boyles running reverse Layup (5 PTS) (J. Shead 6 AST),"[1642867, 1642347]",1610612761.0,TOR,running reverse,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,,5.0,J. Shead,1642347.0,6.0,,,,
217,PT06M21.00S,2026-01-17T01:22:55.9Z,2,REGULAR,3pt,Jump Shot,[],1627739,72.48685939553219,12.745098039215685,1610612746,44,39,2026-01-17T01:23:02Z,2160000,False,-186.0,206.0,1,right,K. Dunn 27' 3PT  (8 PTS) (J. Miller 2 AST),"[1627739, 1641757]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,27.78,Made,,,,,,,,,,,8.0,J. Miller,1641757.0,2.0,,,,
219,PT05M57.00S,2026-01-17T01:23:21.2Z,2,REGULAR,3pt,Jump Shot,[],1641711,24.78646517739816,85.5392156862745,1610612761,44,39,2026-01-17T01:24:03Z,2180000,False,-178.0,180.0,1,left,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
225,PT05M55.00S,2026-01-17T01:23:23.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,44,39,2026-01-17T01:25:56Z,2185000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,219.0,,,,,,,,,,,,,,,,,
220,PT05M55.00S,2026-01-17T01:23:33.3Z,2,REGULAR,substitution,out,[],1641711,,,1610612761,44,39,2026-01-17T01:23:45Z,2190000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M55.00S,2026-01-17T01:23:33.3Z,2,REGULAR,substitution,in,[],1630639,,,1610612761,44,39,2026-01-17T01:23:45Z,2200000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M55.00S,2026-01-17T01:24:01.6Z,2,REGULAR,jumpball,recovered,[],1630639,,,1610612761,44,39,2026-01-17T01:24:36Z,2210000,False,,,0,,Jump Ball C. Murray-Boyles vs. K. Brown: Tip to A. Lawson,"[1630639, 1642867, 1641738]",1610612761.0,TOR,heldball,A. Lawson,1630639.0,Lawson,A. Lawson,Murray-Boyles,1642867.0,Brown,1641738.0,,,,,,,,,,,,,,,,,,,,,,
226,PT05M41.00S,2026-01-17T01:24:13.0Z,2,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612761,44,39,2026-01-17T01:24:26Z,2240000,False,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (2 TO),[1627742],1610612761.0,TOR,bad pass,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2.0,,,1626301.0,,,,,,,,
227,PT05M41.00S,2026-01-17T01:24:19.7Z,2,REGULAR,substitution,out,[],1641738,,,1610612746,44,39,2026-01-17T01:24:22Z,2250000,False,,,0,,SUB out: K. Brown,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M41.00S,2026-01-17T01:24:19.7Z,2,REGULAR,substitution,in,[],201935,,,1610612746,44,39,2026-01-17T01:24:22Z,2260000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M33.00S,2026-01-17T01:24:35.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201935,84.44480946123521,75.0,1610612746,44,39,2026-01-17T01:24:41Z,2270000,False,125.0,94.0,1,right,MISS J. Harden 15' Jump Shot,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,15.62,Missed,,,,,,,,,,,,,,,,,,
230,PT05M30.00S,2026-01-17T01:24:38.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,44,39,2026-01-17T01:24:41Z,2280000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Right,,,229.0,,,,,,,,,,,,,,,,,
232,PT05M15.00S,2026-01-17T01:25:04.4Z,2,REGULAR,3pt,Jump Shot,[],1642347,33.98488830486202,45.83333333333333,1610612761,44,39,2026-01-17T01:25:08Z,2300000,False,21.0,267.0,1,left,MISS J. Shead 26' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,26.78,Missed,,,,,,,,,,,,,,,,,,
233,PT05M13.00S,2026-01-17T01:25:06.4Z,2,REGULAR,rebound,offensive,[],1642867,,,1610612761,44,39,2026-01-17T01:25:08Z,2310000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Center,,,232.0,1.0,0.0,1.0,,,,,,,,,,,,,,
234,PT05M06.00S,2026-01-17T01:25:13.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,24.655059132720105,44.85294117647059,1610612761,46,39,2026-01-17T01:25:17Z,2320000,False,26.0,179.0,1,left,B. Ingram 18' turnaround Jump Shot (11 PTS),[1627742],1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,18.11,Made,,,,,,,,,,,11.0,,,,,,,
235,PT04M47.00S,2026-01-17T01:25:32.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,91.27792378449409,47.30392156862745,1610612746,46,39,2026-01-17T01:25:38Z,2330000,False,-13.0,29.0,1,right,MISS K. Dunn driving finger roll Layup,[1627739],1610612746.0,LAC,driving finger roll,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
236,PT04M45.00S,2026-01-17T01:25:34.7Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,46,39,2026-01-17T01:25:38Z,2340000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,235.0,3.0,3.0,0.0,,,,,,,,,,,,,,
237,PT04M42.00S,2026-01-17T01:25:39.1Z,2,REGULAR,turnover,out-of-bounds,[],1630534,,,1610612761,46,39,2026-01-17T01:25:44Z,2350000,False,,,0,,O. Agbaji step out-of-bounds TURNOVER (1 TO),[1630534],1610612761.0,TOR,step,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,,,,,,,1.0,,,1626301.0,,,,,,,,
238,PT04M42.00S,2026-01-17T01:25:43.4Z,2,REGULAR,substitution,out,[],1630639,,,1610612746,46,39,2026-01-17T01:25:51Z,2360000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M42.00S,2026-01-17T01:25:43.4Z,2,REGULAR,substitution,out,[],1642353,,,1610612746,46,39,2026-01-17T01:25:51Z,2370000,False,,,0,,SUB out: C. Christie,[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M42.00S,2026-01-17T01:25:43.4Z,2,REGULAR,substitution,in,[],1630567,,,1610612746,46,39,2026-01-17T01:25:51Z,2380000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M42.00S,2026-01-17T01:25:43.4Z,2,REGULAR,substitution,in,[],1642920,,,1610612746,46,39,2026-01-17T01:25:51Z,2390000,False,,,0,,SUB in: K. Sanders,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M27.00S,2026-01-17T01:26:09.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641757,94.1688567674113,50.245098039215684,1610612746,46,41,2026-01-17T01:26:13Z,2400000,False,1.0,2.0,1,right,J. Miller cutting Layup (6 PTS) (J. Harden 3 AST),"[1641757, 201935]",1610612746.0,LAC,cutting,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,,6.0,J. Harden,201935.0,3.0,,,,
244,PT04M06.00S,2026-01-17T01:26:29.3Z,2,REGULAR,3pt,Jump Shot,[],1630534,25.443495400788436,15.441176470588236,1610612761,46,41,2026-01-17T01:26:34Z,2420000,False,173.0,187.0,1,left,MISS O. Agbaji 25' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
245,PT04M04.00S,2026-01-17T01:26:31.3Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,46,41,2026-01-17T01:27:33Z,2430000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,244.0,3.0,3.0,0.0,,,,,,,,,,,,,,
246,PT03M53.00S,2026-01-17T01:26:42.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,85.62746386333771,47.30392156862745,1610612746,46,41,2026-01-17T01:26:47Z,2440000,False,-13.0,83.0,1,right,MISS J. Harden 8' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,8.37,Missed,,,,,,,,,,,,,,,,,,
247,PT03M52.00S,2026-01-17T01:26:45.8Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,46,41,2026-01-17T01:26:45Z,2450000,False,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,246.0,4.0,3.0,1.0,,,,,,,,,,,,,,
248,PT03M52.00S,2026-01-17T01:26:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,46,43,2026-01-17T01:26:45Z,2460000,False,0.0,0.0,1,right,I. Zubac putback Layup (6 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,6.0,,,,,,,
249,PT03M52.00S,2026-01-17T01:26:47.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,46,43,2026-01-17T01:26:47Z,2470000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M40.00S,2026-01-17T01:29:50.6Z,2,REGULAR,2pt,Jump Shot,[],1630567,21.76412614980289,47.794117647058826,1610612761,48,43,2026-01-17T01:29:55Z,2480000,False,11.0,152.0,1,left,S. Barnes 15' pullup Jump Shot (6 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Center,15.25,Made,,,,,,,,,,,6.0,,,,,,,
251,PT03M15.00S,2026-01-17T01:30:17.9Z,2,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612746,48,43,2026-01-17T01:30:23Z,2490000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Dunn 2 FT),"[1630534, 1627739]",1610612761.0,TOR,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2002.0,,,,,1.0,0.0,Dunn,1627739.0
253,PT03M15.00S,2026-01-17T01:30:44.3Z,2,REGULAR,freethrow,1 of 2,[],1627739,,,1610612746,48,44,2026-01-17T01:30:44Z,2510000,False,,,0,,K. Dunn Free Throw 1 of 2 (9 PTS),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
254,PT03M15.00S,2026-01-17T01:30:58.8Z,2,REGULAR,freethrow,2 of 2,[],1627739,,,1610612746,48,45,2026-01-17T01:30:58Z,2520000,False,,,0,,K. Dunn Free Throw 2 of 2 (10 PTS),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
255,PT03M03.00S,2026-01-17T01:31:11.6Z,2,REGULAR,turnover,bad pass,[],1642867,,,1610612761,48,45,2026-01-17T01:31:16Z,2530000,False,,,0,,C. Murray-Boyles bad pass TURNOVER (2 TO),"[1642867, 201935]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,Harden,201935.0,,,,,,,,,
256,PT03M03.00S,2026-01-17T01:31:11.6Z,2,REGULAR,steal,,[],201935,,,1610612746,48,45,2026-01-17T01:31:13Z,2540000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
257,PT02M57.00S,2026-01-17T01:31:18.0Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201935,65.65374507227332,30.88235294117647,1610612746,48,45,2026-01-17T01:32:38Z,2550000,False,-96.0,270.0,1,right,MISS J. Harden 28' running pullup 3PT,[201935],1610612746.0,LAC,running pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,28.68,Missed,,,,,,,,,,,,,,,,,,
