actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
182,PT11M07.00S,2023-12-24T02:10:03.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202691,71.43561103810775,78.67647058823529,1610612744,23,30,2023-12-24T02:33:19Z,1680000,False,143.0,216.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
183,PT11M03.00S,2023-12-24T02:10:07.9Z,2,REGULAR,rebound,offensive,[],1630228,,,1610612744,23,30,2023-12-24T02:10:11Z,1690000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,182.0,3.0,2.0,1.0,,,,,,,,,,
184,PT10M59.00S,2023-12-24T02:10:11.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641764,94.1688567674113,47.549019607843135,1610612744,25,30,2023-12-24T02:10:16Z,1700000,False,-12.0,2.0,1,right,B. Podziemski driving Layup (4 PTS) (J. Kuminga 2 AST),"[1641764, 1630228]",1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,1.25,Made,4.0,J. Kuminga,1630228.0,2.0,,,,,,,,,,,,,,
187,PT10M39.00S,2023-12-24T02:10:47.9Z,2,REGULAR,3pt,Jump Shot,[],203924,20.97568988173456,9.313725490196079,1610612757,25,30,2023-12-24T02:11:11Z,1730000,False,203.0,145.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,,,,,,,,,,,,,,,,,
188,PT10M34.00S,2023-12-24T02:10:52.9Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,25,30,2023-12-24T02:34:17Z,1740000,False,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,187.0,2.0,1.0,1.0,,,,,,,,,,
190,PT10M28.00S,2023-12-24T02:11:15.7Z,2,REGULAR,foul,personal,['2freethrow'],1641871,,,1610612744,25,30,2023-12-24T02:11:30Z,1760000,False,,,0,,D. Reath shooting personal FOUL (2 PF) (Kuminga 2 FT),"[1641871, 1630228]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,2.0,0.0,,,,Kuminga,1630228.0,,
192,PT10M28.00S,2023-12-24T02:11:38.1Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,26,30,2023-12-24T02:11:38Z,1780000,False,,,0,,J. Kuminga Free Throw 1 of 2 (1 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
193,PT10M28.00S,2023-12-24T02:11:41.1Z,2,REGULAR,substitution,out,[],1631133,,,1610612744,26,30,2023-12-24T02:11:48Z,1790000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M28.00S,2023-12-24T02:11:41.1Z,2,REGULAR,substitution,in,[],1627763,,,1610612744,26,30,2023-12-24T02:11:48Z,1800000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M28.00S,2023-12-24T02:11:58.9Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,27,30,2023-12-24T02:11:58Z,1810000,False,,,0,,J. Kuminga Free Throw 2 of 2 (2 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
196,PT10M16.00S,2023-12-24T02:12:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,16.113666228646515,44.6078431372549,1610612757,27,32,2023-12-24T02:12:22Z,1820000,False,27.0,99.0,1,left,M. Brogdon 10' fadeaway Jump Shot (9 PTS),[1627763],1610612757.0,POR,fadeaway,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,10.26,Made,9.0,,,,,,,,,,,,,,,,,
197,PT09M52.00S,2023-12-24T02:12:38.0Z,2,REGULAR,turnover,bad pass,[],202691,,,1610612744,27,32,2023-12-24T02:12:43Z,1830000,False,,,0,,K. Thompson bad pass TURNOVER (2 TO),"[202691, 1630703]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2.0,Henderson,1630703.0,,,,
198,PT09M52.00S,2023-12-24T02:12:38.0Z,2,REGULAR,steal,,[],1630703,,,1610612757,27,32,2023-12-24T02:12:40Z,1840000,False,,,0,,S. Henderson STEAL (2 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
199,PT09M39.00S,2023-12-24T02:12:51.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,4.5499342969776615,94.36274509803921,1610612757,27,32,2023-12-24T02:12:59Z,1850000,False,-222.0,-10.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,22.2,Missed,,,,,,,,,,,,,,,,,,
200,PT09M38.00S,2023-12-24T02:12:52.9Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,27,32,2023-12-24T02:38:05Z,1860000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,,,,,199.0,3.0,2.0,1.0,,,,,,,,,,
201,PT09M38.00S,2023-12-24T02:13:06.8Z,2,REGULAR,foul,technical,['1freethrow'],1630228,,,1610612744,27,32,2023-12-24T02:14:33Z,1870000,False,,,0,,J. Kuminga flopping technical FOUL (1 Tech),[1630228],1610612744.0,GSW,flopping,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,201639.0,0.0,1.0,,,,,,,
202,PT09M38.00S,2023-12-24T02:13:35.7Z,2,REGULAR,freethrow,1 of 1,[],203924,,,1610612744,27,33,2023-12-24T02:13:35Z,1880000,False,,,0,,J. Grant technical Free Throw 1 of 1 (3 PTS),[203924],1610612757.0,POR,technical,,,Grant,J. Grant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
203,PT09M22.00S,2023-12-24T02:13:59.6Z,2,REGULAR,foul,personal,[],1630703,,,1610612744,27,33,2023-12-24T02:14:20Z,1890000,False,,,0,,S. Henderson personal FOUL (1 PF),"[1630703, 203967]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,,,,Saric,203967.0,,
205,PT09M09.00S,2023-12-24T02:14:37.9Z,2,REGULAR,2pt,Jump Shot,[],202691,79.58278580814718,44.6078431372549,1610612744,29,33,2023-12-24T02:14:45Z,1910000,False,-27.0,139.0,1,right,K. Thompson 14' pullup Jump Shot (7 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,14.2,Made,7.0,,,,,,,,,,,,,,,,,
206,PT08M53.00S,2023-12-24T02:14:53.3Z,2,REGULAR,turnover,bad pass,[],1630703,,,1610612757,29,33,2023-12-24T02:14:58Z,1920000,False,,,0,,S. Henderson bad pass TURNOVER (2 TO),"[1630703, 203967]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,Saric,203967.0,,,,
207,PT08M53.00S,2023-12-24T02:14:53.3Z,2,REGULAR,steal,,[],203967,,,1610612744,29,33,2023-12-24T02:14:55Z,1930000,False,,,0,,D. Saric STEAL (1 STL),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
208,PT08M48.00S,2023-12-24T02:15:01.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630228,92.85479632063075,45.83333333333333,1610612744,31,33,2023-12-24T02:39:56Z,1940000,False,-21.0,15.0,1,right,J. Kuminga driving Layup (4 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.55,Made,4.0,,,,,,,,,,,,,,,,,
209,PT08M48.00S,2023-12-24T02:15:06.8Z,2,REGULAR,foul,personal,['1freethrow'],1630703,,,1610612744,31,33,2023-12-24T02:15:16Z,1950000,False,,,0,,S. Henderson shooting personal FOUL (2 PF) (Kuminga 1 FT),"[1630703, 1630228]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,2.0,0.0,,,,Kuminga,1630228.0,,
212,PT08M48.00S,2023-12-24T02:15:33.8Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630228,,,1610612744,32,33,2023-12-24T02:15:33Z,1970000,False,,,0,,J. Kuminga Free Throw 1 of 1 (5 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
213,PT08M32.00S,2023-12-24T02:15:51.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,6.783837056504599,62.745098039215684,1610612757,32,33,2023-12-24T02:40:19Z,1980000,False,-64.0,11.0,1,left,MISS J. Grant 6' driving floating bank Shot,[203924],1610612757.0,POR,driving floating bank,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,,,,,,,,,,,,,,,,,
214,PT08M28.00S,2023-12-24T02:15:55.3Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,32,33,2023-12-24T02:15:58Z,1990000,False,,,0,,K. Thompson REBOUND (Off:1 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,213.0,3.0,2.0,1.0,,,,,,,,,,
215,PT08M15.00S,2023-12-24T02:16:09.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,86.94152431011827,51.9607843137255,1610612744,34,33,2023-12-24T02:19:37Z,2000000,False,10.0,70.0,1,right,B. Podziemski 7' driving finger roll Layup (6 PTS),[1641764],1610612744.0,GSW,driving finger roll,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,6.0,,,,,,,,,,,,,,,,,
216,PT08M15.00S,2023-12-24T02:16:18.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,34,33,2023-12-24T02:16:18Z,2010000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M15.00S,2023-12-24T02:18:24.9Z,2,REGULAR,substitution,out,[],1630703,,,1610612757,34,33,2023-12-24T02:19:19Z,2020000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M15.00S,2023-12-24T02:18:24.9Z,2,REGULAR,substitution,out,[],1641871,,,1610612757,34,33,2023-12-24T02:19:19Z,2030000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M15.00S,2023-12-24T02:18:24.9Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,34,33,2023-12-24T02:19:19Z,2040000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M15.00S,2023-12-24T02:18:24.9Z,2,REGULAR,substitution,in,[],1629028,,,1610612757,34,33,2023-12-24T02:19:19Z,2050000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M57.00S,2023-12-24T02:19:40.2Z,2,REGULAR,2pt,Jump Shot,[],1629014,19.004599211563733,78.43137254901961,1610612757,34,33,2023-12-24T02:41:20Z,2060000,False,-142.0,126.0,1,left,MISS A. Simons 19' step back Shot,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,19.01,Missed,,,,,,,,,,,,,,,,,,
224,PT07M52.00S,2023-12-24T02:19:45.2Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,34,33,2023-12-24T02:19:47Z,2070000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Left Center,,,,,,,223.0,4.0,3.0,1.0,,,,,,,,,,
225,PT07M44.00S,2023-12-24T02:19:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203967,92.72339027595268,55.14705882352941,1610612744,34,33,2023-12-24T02:20:01Z,2080000,False,26.0,16.0,1,right,MISS D. Saric Layup - blocked,"[203967, 1627763]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,3.02,Missed,,,,,,,,,,,,,,,,,Brogdon,1627763.0
226,PT07M44.00S,2023-12-24T02:19:53.3Z,2,REGULAR,block,,[],1627763,,,1610612744,34,33,2023-12-24T02:19:57Z,2090000,False,,,0,,M. Brogdon BLOCK (1 BLK),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT07M38.00S,2023-12-24T02:19:59.3Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,34,33,2023-12-24T02:20:01Z,2100000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,225.0,1.0,1.0,0.0,,,,,,,,,,
228,PT07M33.00S,2023-12-24T02:20:04.0Z,2,REGULAR,3pt,Jump Shot,[],203924,28.86005256241787,25.0,1610612757,34,36,2023-12-24T02:20:27Z,2110000,False,125.0,219.0,1,left,J. Grant 25' 3PT  (6 PTS) (M. Thybulle 1 AST),"[203924, 1629680]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.2,Made,6.0,M. Thybulle,1629680.0,1.0,,,,,,,,,,,,,,
230,PT07M10.00S,2023-12-24T02:20:26.0Z,2,REGULAR,3pt,Jump Shot,[],202691,90.75229960578186,4.6568627450980395,1610612744,34,36,2023-12-24T02:20:34Z,2130000,False,-227.0,34.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
231,PT07M06.00S,2023-12-24T02:20:30.0Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612757,34,36,2023-12-24T02:20:34Z,2140000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,,,,,,,230.0,2.0,1.0,1.0,,,,,,,,,,
232,PT07M01.00S,2023-12-24T02:20:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,5.206964520367937,49.50980392156863,1610612757,34,36,2023-12-24T02:20:51Z,2150000,False,2.0,-4.0,1,left,MISS D. Ayton alley-oop Layup,[1629028],1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.44,Missed,,,,,,,,,,,,,,,,,,
233,PT07M00.00S,2023-12-24T02:20:36.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,34,36,2023-12-24T02:20:51Z,2160000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,232.0,,,,,,,,,,,,,
235,PT07M00.00S,2023-12-24T02:20:44.8Z,2,REGULAR,substitution,out,[],101108,,,1610612744,34,36,2023-12-24T02:21:02Z,2180000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M00.00S,2023-12-24T02:20:44.8Z,2,REGULAR,substitution,out,[],202691,,,1610612744,34,36,2023-12-24T02:21:02Z,2190000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M00.00S,2023-12-24T02:20:44.8Z,2,REGULAR,substitution,out,[],203967,,,1610612744,34,36,2023-12-24T02:21:02Z,2200000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M00.00S,2023-12-24T02:20:44.8Z,2,REGULAR,substitution,in,[],201939,,,1610612744,34,36,2023-12-24T02:21:02Z,2210000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M00.00S,2023-12-24T02:20:44.8Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,34,36,2023-12-24T02:21:02Z,2220000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M00.00S,2023-12-24T02:20:44.8Z,2,REGULAR,substitution,in,[],1630541,,,1610612744,34,36,2023-12-24T02:21:02Z,2230000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M42.00S,2023-12-24T02:21:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,93.9060446780552,53.431372549019606,1610612744,36,36,2023-12-24T02:42:50Z,2240000,False,17.0,5.0,1,right,M. Moody cutting Layup (2 PTS) (K. Looney 1 AST),"[1630541, 1626172]",1610612744.0,GSW,cutting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
272,PT06M27.00S,2023-12-24T02:22:01.0Z,2,REGULAR,substitution,out,[],1629680,,,1610612757,36,36,2023-12-24T02:27:00Z,2275000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M27.00S,2023-12-24T02:22:01.0Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,36,36,2023-12-24T02:27:00Z,2277500,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M27.00S,2023-12-24T02:22:15.4Z,2,REGULAR,jumpball,recovered,[],1627763,,,1610612757,36,36,2023-12-24T02:27:28Z,2280000,False,,,0,,Jump Ball J. Grant vs. J. Kuminga: Tip to M. Brogdon,"[1627763, 203924, 1630228]",1610612757.0,POR,heldball,M. Brogdon,1627763.0,Brogdon,M. Brogdon,Grant,203924.0,Kuminga,1630228.0,,,,,,,,,,,,,,,,,,,,,,
248,PT06M16.00S,2023-12-24T02:22:21.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,16.376478318002626,63.48039215686274,1610612757,36,36,2023-12-24T02:45:17Z,2310000,False,-67.0,101.0,1,left,MISS A. Simons 12' pullup Shot - blocked,"[1629014, 1641764]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Left,12.18,Missed,,,,,,,,,,,,,,,,,Podziemski,1641764.0
249,PT06M16.00S,2023-12-24T02:22:21.8Z,2,REGULAR,block,,[],1641764,,,1610612757,36,36,2023-12-24T02:22:24Z,2320000,False,,,0,,B. Podziemski BLOCK (1 BLK),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
250,PT06M13.00S,2023-12-24T02:22:24.8Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,36,36,2023-12-24T02:22:38Z,2330000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:3),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,248.0,4.0,3.0,1.0,,,,,,,,,,
251,PT06M12.00S,2023-12-24T02:22:27.5Z,2,REGULAR,turnover,out-of-bounds,[],1641764,,,1610612744,36,36,2023-12-24T02:46:14Z,2340000,False,,,0,,B. Podziemski lost ball out-of-bounds TURNOVER (1 TO),[1641764],1610612744.0,GSW,lost ball,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,,,1.0,,,,,,
252,PT05M56.00S,2023-12-24T02:22:57.5Z,2,REGULAR,foul,offensive,[],1629028,,,1610612757,36,36,2023-12-24T02:46:33Z,2350000,False,,,0,,D. Ayton charge offensive FOUL (2 PF),"[1629028, 1630541]",1610612757.0,POR,charge,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1629178.0,2.0,1.0,,,,Moody,1630541.0,,
254,PT05M56.00S,2023-12-24T02:22:57.5Z,2,REGULAR,turnover,offensive foul,[],1629028,,,1610612757,36,36,2023-12-24T02:22:57Z,2370000,False,,,0,,D. Ayton offensive foul TURNOVER (1 TO),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1629178.0,,,1.0,,,,,,
255,PT05M42.00S,2023-12-24T02:23:28.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630541,84.83902759526939,26.715686274509803,1610612744,38,36,2023-12-24T02:23:41Z,2380000,False,-116.0,90.0,1,right,M. Moody 14' pullup Jump Shot (4 PTS) (B. Podziemski 4 AST),"[1630541, 1641764]",1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,Mid-Range,8-16 Left,14.71,Made,4.0,B. Podziemski,1641764.0,4.0,,,,,,,,,,,,,,
257,PT05M27.00S,2023-12-24T02:23:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,18.610381077529567,57.35294117647059,1610612757,38,36,2023-12-24T02:23:51Z,2400000,False,-37.0,122.0,1,left,MISS D. Ayton 12' turnaround Shot,[1629028],1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,12.78,Missed,,,,,,,,,,,,,,,,,,
258,PT05M24.00S,2023-12-24T02:23:46.4Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,38,36,2023-12-24T02:23:51Z,2410000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:4),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,257.0,5.0,4.0,1.0,,,,,,,,,,
259,PT05M20.00S,2023-12-24T02:23:50.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641764,76.82325886990802,90.19607843137256,1610612744,38,36,2023-12-24T02:47:07Z,2420000,False,201.0,165.0,1,right,MISS B. Podziemski 26' running pullup 3PT,[1641764],1610612744.0,GSW,running pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
260,PT05M18.00S,2023-12-24T02:23:52.7Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,38,36,2023-12-24T02:38:07Z,2430000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,259.0,1.0,1.0,0.0,,,,,,,,,,
261,PT05M09.00S,2023-12-24T02:24:01.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,25.57490144546649,17.401960784313726,1610612757,38,39,2023-12-24T02:24:14Z,2440000,False,163.0,188.0,1,left,A. Simons 24' 3PT  (11 PTS) (J. Grant 2 AST),"[1629014, 203924]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,24.87,Made,11.0,J. Grant,203924.0,2.0,,,,,,,,,,,,,,
265,PT04M42.00S,2023-12-24T02:24:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,94.30026281208936,46.81372549019608,1610612744,40,39,2023-12-24T02:24:42Z,2480000,False,-16.0,1.0,1,right,B. Podziemski driving Layup (8 PTS) (K. Looney 2 AST),"[1641764, 1626172]",1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,1.59,Made,8.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,,
266,PT04M30.00S,2023-12-24T02:24:39.9Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612757,40,39,2023-12-24T02:49:50Z,2490000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1641764]",1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1.0,Podziemski,1641764.0,,,,
267,PT04M30.00S,2023-12-24T02:24:39.9Z,2,REGULAR,steal,,[],1641764,,,1610612744,40,39,2023-12-24T02:24:44Z,2500000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
268,PT04M18.00S,2023-12-24T02:24:52.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,91.67214191852825,55.14705882352941,1610612744,42,39,2023-12-24T02:25:07Z,2510000,False,26.0,26.0,1,right,S. Curry driving finger roll Layup (8 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,3.64,Made,8.0,,,,,,,,,,,,,,,,,
271,PT04M18.00S,2023-12-24T02:25:05.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,42,39,2023-12-24T02:25:05Z,2530000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M18.00S,2023-12-24T02:27:39.1Z,2,REGULAR,substitution,out,[],203924,,,1610612757,42,39,2023-12-24T02:28:00Z,2540000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M18.00S,2023-12-24T02:27:39.1Z,2,REGULAR,substitution,in,[],1631133,,,1610612757,42,39,2023-12-24T02:28:00Z,2550000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
