actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
628,PT02M30.00S,2023-12-24T03:43:54.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,26.888961892247043,13.725490196078432,1610612744,120,97,2023-12-24T03:44:01Z,5970000,False,181.0,200.0,1,left,M. Moody 27' 3PT  (9 PTS) (C. Joseph 1 AST),"[1630541, 202709]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,27.02,Made,9.0,C. Joseph,202709.0,1.0,,,,,,,,,,,,,,
630,PT02M17.00S,2023-12-24T03:44:06.8Z,4,REGULAR,3pt,Jump Shot,[],1630688,77.7431011826544,89.70588235294117,1610612757,120,100,2023-12-24T03:44:12Z,5990000,False,199.0,157.0,1,right,I. Wainright 25' 3PT  (3 PTS) (R. Rupert 2 AST),"[1630688, 1641712]",1610612757.0,POR,,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Right Center,25.29,Made,3.0,R. Rupert,1641712.0,2.0,,,,,,,,,,,,,,
632,PT01M57.00S,2023-12-24T03:44:26.5Z,4,REGULAR,3pt,Jump Shot,[],1629010,6.1268068331143235,3.1862745098039214,1610612744,120,100,2023-12-24T03:44:31Z,6010000,False,234.0,5.0,1,left,MISS J. Robinson 3PT,[1629010],1610612744.0,GSW,,,,Robinson,J. Robinson,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,,
633,PT01M54.00S,2023-12-24T03:44:29.5Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612757,120,100,2023-12-24T03:44:31Z,6020000,False,,,0,,J. Walker REBOUND (Off:2 Def:3),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,,,,632.0,5.0,3.0,2.0,,,,,,,,,,
634,PT01M50.00S,2023-12-24T03:44:36.8Z,4,REGULAR,foul,personal,['2freethrow'],1630541,,,1610612757,120,100,2023-12-24T03:44:49Z,6030000,False,,,0,,M. Moody shooting personal FOUL (3 PF) (Mays 2 FT),"[1630541, 1630219]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202037.0,3.0,0.0,,,,Mays,1630219.0,,
636,PT01M50.00S,2023-12-24T03:45:02.8Z,4,REGULAR,freethrow,1 of 2,[],1630219,,,1610612757,120,100,2023-12-24T03:45:02Z,6050000,False,,,0,,MISS S. Mays Free Throw 1 of 2,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
637,PT01M50.00S,2023-12-24T03:45:02.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,120,100,2023-12-24T03:45:02Z,6060000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,636.0,,,,,,,,,,,,,
638,PT01M50.00S,2023-12-24T03:45:19.3Z,4,REGULAR,freethrow,2 of 2,[],1630219,,,1610612757,120,101,2023-12-24T03:45:19Z,6070000,False,,,0,,S. Mays Free Throw 2 of 2 (1 PTS),[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
639,PT01M34.00S,2023-12-24T03:45:35.5Z,4,REGULAR,3pt,Jump Shot,[],202709,21.632720105124836,87.74509803921569,1610612744,120,101,2023-12-24T03:45:43Z,6080000,False,-189.0,151.0,1,left,MISS C. Joseph 24' 3PT,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,24.16,Missed,,,,,,,,,,,,,,,,,,
640,PT01M33.00S,2023-12-24T03:45:36.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612757,120,101,2023-12-24T03:45:43Z,6090000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,639.0,,,,,,,,,,,,,
642,PT01M23.00S,2023-12-24T03:45:58.4Z,4,REGULAR,2pt,Jump Shot,[],1630219,77.21747700394218,71.07843137254902,1610612757,120,101,2023-12-24T03:47:43Z,6110000,False,105.0,162.0,1,right,MISS S. Mays 19' pullup Shot,[1630219],1610612757.0,POR,pullup,,,Mays,S. Mays,,,,,Mid-Range,16-24 Right Center,19.3,Missed,,,,,,,,,,,,,,,,,,
643,PT01M22.00S,2023-12-24T03:45:59.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,120,101,2023-12-24T03:48:09Z,6120000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,642.0,,,,,,,,,,,,,
644,PT01M22.00S,2023-12-24T03:46:22.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631133,,,1610612744,120,101,2023-12-24T03:46:37Z,6130000,False,,,0,,J. Walker loose ball personal FOUL (2 PF) (Robinson 2 FT),"[1631133, 1629010]",1610612757.0,POR,loose ball,,,Walker,J. Walker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1629178.0,2.0,0.0,,,,Robinson,1629010.0,,
646,PT01M22.00S,2023-12-24T03:46:35.6Z,4,REGULAR,freethrow,1 of 2,[],1629010,,,1610612744,121,101,2023-12-24T03:46:35Z,6150000,False,,,0,,J. Robinson Free Throw 1 of 2 (2 PTS),[1629010],1610612744.0,GSW,,,,Robinson,J. Robinson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
647,PT01M22.00S,2023-12-24T03:46:49.3Z,4,REGULAR,freethrow,2 of 2,[],1629010,,,1610612744,122,101,2023-12-24T03:46:49Z,6160000,False,,,0,,J. Robinson Free Throw 2 of 2 (3 PTS),[1629010],1610612744.0,GSW,,,,Robinson,J. Robinson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
648,PT01M10.00S,2023-12-24T03:47:07.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641712,91.27792378449409,49.754901960784316,1610612757,122,101,2023-12-24T03:49:18Z,6170000,False,-1.0,29.0,1,right,MISS R. Rupert driving Layup,[1641712],1610612757.0,POR,driving,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
649,PT01M09.00S,2023-12-24T03:47:08.2Z,4,REGULAR,rebound,offensive,[],1631200,,,1610612757,122,101,2023-12-24T03:49:18Z,6180000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,648.0,2.0,1.0,1.0,,,,,,,,,,
650,PT01M09.00S,2023-12-24T03:47:19.9Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631200,94.40999984741211,50.0,1610612757,122,103,2023-12-24T03:49:58Z,6190000,False,0.0,0.0,1,right,K. Murray tip DUNK (2 PTS),[1631200],1610612757.0,POR,tip,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
651,PT01M00.00S,2023-12-24T03:47:22.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631200,,,1610612744,122,103,2023-12-24T03:47:37Z,6200000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Moody 2 FT),"[1631200, 1630541]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,,,,Moody,1630541.0,,
653,PT01M00.00S,2023-12-24T03:47:39.3Z,4,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,123,103,2023-12-24T03:47:39Z,6220000,False,,,0,,M. Moody Free Throw 1 of 2 (10 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
654,PT01M00.00S,2023-12-24T03:47:52.1Z,4,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,124,103,2023-12-24T03:47:52Z,6230000,False,,,0,,M. Moody Free Throw 2 of 2 (11 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
656,PT00M50.40S,2023-12-24T03:48:05.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,93.9060446780552,56.372549019607845,1610612757,124,105,2023-12-24T03:50:36Z,6240000,False,32.0,5.0,1,right,J. Walker driving Layup (4 PTS) (S. Mays 1 AST),"[1631133, 1630219]",1610612757.0,POR,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.23,Made,4.0,S. Mays,1630219.0,1.0,,,,,,,,,,,,,,
657,PT00M34.70S,2023-12-24T03:48:21.8Z,4,REGULAR,turnover,bad pass,[],202709,,,1610612744,124,105,2023-12-24T03:48:32Z,6250000,False,,,0,,C. Joseph bad pass TURNOVER (1 TO),"[202709, 1631200]",1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Murray,1631200.0,,,,
658,PT00M34.70S,2023-12-24T03:48:21.8Z,4,REGULAR,steal,,[],1631200,,,1610612757,124,105,2023-12-24T03:48:24Z,6260000,False,,,0,,K. Murray STEAL (1 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
659,PT00M26.90S,2023-12-24T03:48:29.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630219,93.77463863337714,45.83333333333333,1610612757,124,105,2023-12-24T03:52:12Z,6270000,False,-21.0,6.0,1,right,MISS S. Mays driving finger roll Layup - blocked,"[1630219, 1630541]",1610612757.0,POR,driving finger roll,,,Mays,S. Mays,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,Moody,1630541.0
661,PT00M26.90S,2023-12-24T03:48:29.7Z,4,REGULAR,block,,[],1630541,,,1610612757,124,105,2023-12-24T03:48:45Z,6275000,False,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
660,PT00M21.90S,2023-12-24T03:48:34.7Z,4,REGULAR,rebound,defensive,[],1630611,,,1610612744,124,105,2023-12-24T03:48:53Z,6280000,False,,,0,,G. Santos REBOUND (Off:1 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,,659.0,2.0,1.0,1.0,,,,,,,,,,
662,PT00M19.80S,2023-12-24T03:48:47.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631200,,,1610612744,124,105,2023-12-24T03:49:06Z,6290000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Santos 2 FT),"[1631200, 1630611]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629178.0,2.0,0.0,,,,Santos,1630611.0,,
664,PT00M19.80S,2023-12-24T03:49:07.5Z,4,REGULAR,freethrow,1 of 2,[],1630611,,,1610612744,125,105,2023-12-24T03:49:07Z,6310000,False,,,0,,G. Santos Free Throw 1 of 2 (1 PTS),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
665,PT00M19.80S,2023-12-24T03:49:16.4Z,4,REGULAR,freethrow,2 of 2,[],1630611,,,1610612744,126,105,2023-12-24T03:49:16Z,6320000,False,,,0,,G. Santos Free Throw 2 of 2 (2 PTS),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
666,PT00M10.20S,2023-12-24T03:49:34.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612757,126,105,2023-12-24T03:49:51Z,6330000,False,,,0,,U. Garuba shooting personal FOUL (1 PF) (Walker 2 FT),"[1630586, 1631133]",1610612744.0,GSW,shooting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,,,,Walker,1631133.0,,
668,PT00M10.20S,2023-12-24T03:49:53.5Z,4,REGULAR,freethrow,1 of 2,[],1631133,,,1610612757,126,105,2023-12-24T03:49:53Z,6350000,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
669,PT00M10.20S,2023-12-24T03:49:53.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,126,105,2023-12-24T03:49:53Z,6360000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,668.0,,,,,,,,,,,,,
670,PT00M10.20S,2023-12-24T03:50:09.3Z,4,REGULAR,freethrow,2 of 2,[],1631133,,,1610612757,126,106,2023-12-24T03:50:09Z,6370000,False,,,0,,J. Walker Free Throw 2 of 2 (5 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2023-12-24T03:50:23.2Z,4,REGULAR,period,end,[],0,,,1610612744,126,106,2023-12-24T03:50:23Z,6380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M00.00S,2023-12-24T03:50:37.0Z,4,REGULAR,game,end,[],0,,,0,126,106,2023-12-24T03:50:37Z,6390000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
