actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
167,PT10M37.00S,2024-03-07T03:43:28.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,74.58935611038108,11.029411764705882,1610612744,48,32,2024-03-07T03:43:32Z,1650000,False,-195.0,186.0,1,right,J. Kuminga 26' 3PT  (12 PTS) (C. Paul 6 AST),"[1630228, 101108]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,26.97,Made,12.0,Kuminga,J. Kuminga,C. Paul,101108.0,6.0,,,,,,,,,,,,,,,
169,PT10M13.00S,2024-03-07T03:43:53.7Z,2,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612749,48,32,2024-03-07T03:44:35Z,1670000,False,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630228, 203507]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,,,,,,,,1148.0,1.0,0.0,Antetokounmpo,203507.0,,,,
171,PT10M13.00S,2024-03-07T03:44:36.0Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,48,32,2024-03-07T03:44:36Z,1690000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,,,,,,,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
172,PT10M13.00S,2024-03-07T03:44:36.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,48,32,2024-03-07T03:44:36Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,
173,PT10M13.00S,2024-03-07T03:45:01.1Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,48,33,2024-03-07T03:45:01Z,1710000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,,,,,,,Made,10.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
175,PT10M00.00S,2024-03-07T03:45:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,84.57621550591328,45.588235294117645,1610612744,50,33,2024-03-07T03:45:25Z,1720000,False,-22.0,92.0,1,right,J. Kuminga 9' turnaround fadeaway Jump Shot (14 PTS),[1630228],1610612744.0,GSW,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,9.51,Made,14.0,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
176,PT09M41.00S,2024-03-07T03:45:34.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626171,8.229303547963205,50.73529411764706,1610612749,50,35,2024-03-07T03:45:37Z,1730000,False,-4.0,25.0,1,left,B. Portis DUNK (13 PTS) (P. Connaughton 2 AST),"[1626171, 1626192]",1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,2.52,Made,13.0,Portis,B. Portis,P. Connaughton,1626192.0,2.0,,,,,,,,,,,,,,,
178,PT09M17.00S,2024-03-07T03:46:02.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641764,90.3580814717477,42.8921568627451,1610612744,50,35,2024-03-07T03:46:52Z,1750000,False,-36.0,38.0,1,right,MISS B. Podziemski driving Hook,[1641764],1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
179,PT09M14.00S,2024-03-07T03:46:05.6Z,2,REGULAR,rebound,defensive,[],201976,,,1610612749,50,35,2024-03-07T03:46:52Z,1760000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Beverley,P. Beverley,,,,178.0,2.0,2.0,0.0,,,,,,,,,,,
180,PT09M03.00S,2024-03-07T03:46:12.5Z,2,REGULAR,3pt,Jump Shot,[],1626192,26.231931668856767,10.294117647058822,1610612749,50,38,2024-03-07T03:46:18Z,1770000,False,199.0,194.0,1,left,P. Connaughton 27' 3PT  (3 PTS) (B. Portis 1 AST),"[1626192, 1626171]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,27.76,Made,3.0,Connaughton,P. Connaughton,B. Portis,1626171.0,1.0,,,,,,,,,,,,,,,
182,PT08M36.00S,2024-03-07T03:46:39.9Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612744,50,38,2024-03-07T03:46:45Z,1790000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 201568]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Paul,C. Paul,,,,,,,,,,,,,,,1.0,Gallinari,201568.0,
183,PT08M36.00S,2024-03-07T03:46:39.9Z,2,REGULAR,steal,,[],201568,,,1610612749,50,38,2024-03-07T03:46:42Z,1800000,False,,,0,,D. Gallinari STEAL (1 STL),[201568],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,
184,PT08M31.00S,2024-03-07T03:46:45.2Z,2,REGULAR,foul,personal,['3freethrow'],1631218,,,1610612749,50,38,2024-03-07T03:46:53Z,1810000,False,,,0,,T. Jackson-Davis shooting personal FOUL (1 PF) (Beverley 3 FT),"[1631218, 201976]",1610612744.0,GSW,shooting,,,,,,Above the Break 3,24+ Left Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,1148.0,1.0,0.0,Beverley,201976.0,,,,
186,PT08M31.00S,2024-03-07T03:47:22.2Z,2,REGULAR,freethrow,1 of 3,"['fromturnover', 'fastbreak']",201976,,,1610612749,50,39,2024-03-07T03:47:22Z,1830000,False,,,0,,P. Beverley Free Throw 1 of 3 (1 PTS),[201976],1610612749.0,MIL,,,,,,,,,,Made,1.0,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
187,PT08M31.00S,2024-03-07T03:47:39.1Z,2,REGULAR,freethrow,2 of 3,"['fastbreak', 'fromturnover']",201976,,,1610612749,50,39,2024-03-07T03:47:39Z,1840000,False,,,0,,MISS P. Beverley Free Throw 2 of 3,[201976],1610612749.0,MIL,,,,,,,,,,Missed,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
188,PT08M31.00S,2024-03-07T03:47:39.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,50,39,2024-03-07T03:47:39Z,1850000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,
189,PT08M31.00S,2024-03-07T03:47:40.5Z,2,REGULAR,substitution,out,[],201568,,,1610612749,50,39,2024-03-07T03:47:44Z,1860000,False,,,0,,SUB out: D. Gallinari,[201568],1610612749.0,MIL,,,,,,,,,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,
190,PT08M31.00S,2024-03-07T03:47:40.5Z,2,REGULAR,substitution,in,[],1627736,,,1610612749,50,39,2024-03-07T03:47:44Z,1870000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,
191,PT08M31.00S,2024-03-07T03:48:02.4Z,2,REGULAR,freethrow,3 of 3,"['fastbreak', 'fromturnover']",201976,,,1610612749,50,40,2024-03-07T03:48:02Z,1880000,False,,,0,,P. Beverley Free Throw 3 of 3 (2 PTS),[201976],1610612749.0,MIL,,,,,,,,,,Made,2.0,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
192,PT08M12.00S,2024-03-07T03:48:25.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,87.86136662286465,48.03921568627451,1610612744,50,40,2024-03-07T03:50:01Z,1890000,False,-10.0,62.0,1,right,MISS J. Kuminga 6' driving floating Shot,[1630228],1610612744.0,GSW,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.24,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
193,PT08M11.00S,2024-03-07T03:48:26.8Z,2,REGULAR,rebound,offensive,[],1631218,,,1610612744,50,40,2024-03-07T03:50:32Z,1900000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,192.0,1.0,0.0,1.0,,,,,,,,,,,
194,PT08M11.00S,2024-03-07T03:48:28.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631218,94.40999984741211,50.0,1610612744,52,40,2024-03-07T03:50:45Z,1910000,False,0.0,0.0,1,right,T. Jackson-Davis tip Layup (4 PTS),[1631218],1610612744.0,GSW,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
195,PT07M52.00S,2024-03-07T03:48:44.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,10.5946123521682,45.34313725490196,1610612749,52,40,2024-03-07T03:51:10Z,1920000,False,23.0,47.0,1,left,MISS M. Beasley driving floating Shot,[1627736],1610612749.0,MIL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.25,Missed,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,
196,PT07M50.00S,2024-03-07T03:48:46.8Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,52,40,2024-03-07T03:48:48Z,1930000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:1),[1631218],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,195.0,2.0,1.0,1.0,,,,,,,,,,,
197,PT07M39.00S,2024-03-07T03:49:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,92.85479632063075,55.88235294117647,1610612744,52,40,2024-03-07T03:53:49Z,1940000,False,29.0,15.0,1,right,MISS M. Moody driving Layup - blocked,"[1630541, 201976]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,3.29,Missed,,Moody,M. Moody,,,,,,,,Beverley,201976.0,,,,,,,,,
198,PT07M39.00S,2024-03-07T03:49:00.1Z,2,REGULAR,block,,[],201976,,,1610612744,52,40,2024-03-07T04:25:40Z,1950000,False,,,0,,P. Beverley BLOCK (2 BLK),[201976],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
199,PT07M38.00S,2024-03-07T03:49:01.1Z,2,REGULAR,rebound,offensive,[],1630541,,,1610612744,52,40,2024-03-07T04:25:40Z,1960000,False,,,0,,M. Moody REBOUND (Off:1 Def:0),[1630541],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Moody,M. Moody,,,,197.0,1.0,0.0,1.0,,,,,,,,,,,
316,PT07M37.00S,2024-03-07T03:49:08.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630541,93.74178712220763,62.5,1610612744,52,40,2024-03-07T04:26:41Z,1965000,False,62.0,6.0,1,right,MISS M. Moody 6' putback Layup,[1630541],1610612744.0,GSW,putback,,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
317,PT07M35.00S,2024-03-07T03:49:10.5Z,2,REGULAR,rebound,defensive,[],201976,,,1610612749,52,40,2024-03-07T04:27:17Z,1967500,False,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Beverley,P. Beverley,,,,316.0,3.0,3.0,0.0,,,,,,,,,,,
200,PT07M20.00S,2024-03-07T03:49:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,6.915243101182654,42.8921568627451,1610612749,52,42,2024-03-07T03:49:21Z,1970000,False,36.0,13.0,1,left,B. Portis finger roll Layup (15 PTS) (P. Connaughton 3 AST),"[1626171, 1626192]",1610612749.0,MIL,finger roll,,,,,,Restricted Area,0-8 Center,3.76,Made,15.0,Portis,B. Portis,P. Connaughton,1626192.0,3.0,,,,,,,,,,,,,,,
202,PT07M10.00S,2024-03-07T03:49:26.4Z,2,REGULAR,3pt,Jump Shot,[],101108,75.24638633377135,9.068627450980392,1610612744,55,42,2024-03-07T03:56:44Z,1990000,False,-205.0,180.0,1,right,C. Paul 27' 3PT step back (6 PTS),[101108],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Left Center,27.27,Made,6.0,Paul,C. Paul,,,,,,,,,,,,,,,,,,
203,PT06M55.00S,2024-03-07T03:49:42.1Z,2,REGULAR,3pt,Jump Shot,[],1626171,31.488173455978973,59.55882352941176,1610612749,55,45,2024-03-07T03:49:46Z,2000000,False,-48.0,243.0,1,left,B. Portis 24' 3PT  (18 PTS) (G. Antetokounmpo 1 AST),"[1626171, 203507]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,24.81,Made,18.0,Portis,B. Portis,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,,
205,PT06M47.00S,2024-03-07T03:49:53.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,55,45,2024-03-07T03:49:53Z,2020000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M47.00S,2024-03-07T03:52:53.3Z,2,REGULAR,substitution,out,[],1630228,,,1610612744,55,45,2024-03-07T03:53:11Z,2030000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
207,PT06M47.00S,2024-03-07T03:52:53.3Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,55,45,2024-03-07T03:53:11Z,2040000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
208,PT06M47.00S,2024-03-07T03:52:53.3Z,2,REGULAR,substitution,out,[],1631218,,,1610612744,55,45,2024-03-07T03:53:11Z,2050000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
209,PT06M47.00S,2024-03-07T03:52:53.3Z,2,REGULAR,substitution,in,[],202691,,,1610612744,55,45,2024-03-07T03:53:11Z,2060000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
210,PT06M47.00S,2024-03-07T03:52:53.3Z,2,REGULAR,substitution,in,[],203952,,,1610612744,55,45,2024-03-07T03:53:11Z,2070000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
211,PT06M47.00S,2024-03-07T03:52:53.3Z,2,REGULAR,substitution,in,[],203110,,,1610612744,55,45,2024-03-07T03:53:11Z,2080000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
212,PT06M36.00S,2024-03-07T03:53:38.6Z,2,REGULAR,turnover,bad pass,[],203952,,,1610612744,55,45,2024-03-07T03:57:38Z,2090000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),[203952],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Wiggins,A. Wiggins,,,,,,,,,,1148.0,,,,,1.0,,,
213,PT06M36.00S,2024-03-07T03:53:42.2Z,2,REGULAR,foul,personal,[],101108,,,1610612749,55,45,2024-03-07T03:53:47Z,2100000,False,,,0,,C. Paul loose ball personal FOUL (1 PF),"[101108, 201976]",1610612744.0,GSW,loose ball,,,,,,Mid-Range,16-24 Left Center,,,,Paul,C. Paul,,,,,,,,,,202037.0,1.0,0.0,Beverley,201976.0,,,,
215,PT06M25.00S,2024-03-07T03:54:15.5Z,2,REGULAR,foul,offensive,[],1626171,,,1610612749,55,45,2024-03-07T03:54:21Z,2120000,False,,,0,,B. Portis offensive FOUL (1 PF),"[1626171, 202691]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Portis,B. Portis,,,,,,,,,,204058.0,1.0,0.0,Thompson,202691.0,,,,
217,PT06M25.00S,2024-03-07T03:54:15.5Z,2,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,55,45,2024-03-07T03:54:15Z,2140000,False,,,0,,B. Portis offensive foul TURNOVER (1 TO),[1626171],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Portis,B. Portis,,,,,,,,,,204058.0,,,,,1.0,,,
218,PT06M25.00S,2024-03-07T03:54:26.9Z,2,REGULAR,substitution,out,[],101108,,,1610612744,55,45,2024-03-07T03:54:33Z,2150000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,
219,PT06M25.00S,2024-03-07T03:54:26.9Z,2,REGULAR,substitution,out,[],201976,,,1610612744,55,45,2024-03-07T03:54:33Z,2160000,False,,,0,,SUB out: P. Beverley,[201976],1610612749.0,MIL,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
220,PT06M25.00S,2024-03-07T03:54:26.9Z,2,REGULAR,substitution,in,[],201939,,,1610612744,55,45,2024-03-07T03:54:33Z,2170000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
221,PT06M25.00S,2024-03-07T03:54:26.9Z,2,REGULAR,substitution,in,[],203081,,,1610612744,55,45,2024-03-07T03:54:33Z,2180000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,,,,,,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
222,PT06M14.00S,2024-03-07T03:54:53.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202691,72.61826544021025,82.35294117647058,1610612744,58,45,2024-03-07T03:54:57Z,2190000,False,162.0,205.0,1,right,K. Thompson 26' 3PT  (6 PTS) (S. Curry 2 AST),"[202691, 201939]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,26.11,Made,6.0,Thompson,K. Thompson,S. Curry,201939.0,2.0,,,,,,,,,,,,,,,
224,PT05M56.00S,2024-03-07T03:55:10.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,29.517082785808146,75.98039215686273,1610612749,58,45,2024-03-07T03:55:15Z,2210000,False,-130.0,225.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,
225,PT05M53.00S,2024-03-07T03:55:13.4Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,58,45,2024-03-07T03:55:15Z,2220000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Curry,S. Curry,,,,224.0,3.0,3.0,0.0,,,,,,,,,,,
226,PT05M37.00S,2024-03-07T03:55:29.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630541,87.33574244415243,47.05882352941176,1610612744,58,45,2024-03-07T03:58:45Z,2230000,False,-15.0,67.0,1,right,MISS M. Moody 6' driving floating Shot,[1630541],1610612744.0,GSW,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
227,PT05M35.00S,2024-03-07T03:55:31.6Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,58,45,2024-03-07T03:55:41Z,2240000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Connaughton,P. Connaughton,,,,226.0,1.0,1.0,0.0,,,,,,,,,,,
228,PT05M30.00S,2024-03-07T03:55:36.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,7.440867279894875,59.068627450980394,1610612749,58,47,2024-03-07T03:55:43Z,2250000,False,-45.0,17.0,1,left,G. Antetokounmpo running Layup (12 PTS),[203507],1610612749.0,MIL,running,,,,,,In The Paint (Non-RA),0-8 Center,4.85,Made,12.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
229,PT05M20.00S,2024-03-07T03:55:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.85479632063075,44.36274509803921,1610612744,60,47,2024-03-07T03:59:15Z,2260000,False,-28.0,15.0,1,right,D. Green driving Layup (4 PTS) (S. Curry 3 AST),"[203110, 201939]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,3.18,Made,4.0,Green,D. Green,S. Curry,201939.0,3.0,,,,,,,,,,,,,,,
231,PT05M03.00S,2024-03-07T03:56:02.9Z,2,REGULAR,3pt,Jump Shot,[],1626192,30.17411300919842,77.20588235294117,1610612749,60,50,2024-03-07T03:56:07Z,2280000,False,-136.0,231.0,1,left,P. Connaughton 26' 3PT  (6 PTS) (G. Antetokounmpo 2 AST),"[1626192, 203507]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,26.81,Made,6.0,Connaughton,P. Connaughton,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,,
233,PT04M39.00S,2024-03-07T03:56:26.9Z,2,REGULAR,3pt,Jump Shot,[],203110,69.20170827858082,23.284313725490197,1610612744,60,50,2024-03-07T03:56:32Z,2300000,False,-134.0,237.0,1,right,MISS D. Green 27' 3PT,[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,27.21,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
234,PT04M35.00S,2024-03-07T03:56:30.9Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,60,50,2024-03-07T03:56:32Z,2310000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Portis,B. Portis,,,,233.0,3.0,3.0,0.0,,,,,,,,,,,
235,PT04M24.00S,2024-03-07T03:56:42.5Z,2,REGULAR,3pt,Jump Shot,[],1627736,26.10052562417871,14.705882352941178,1610612749,60,50,2024-03-07T03:56:48Z,2320000,False,176.0,193.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,
236,PT04M21.00S,2024-03-07T03:56:45.5Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,60,50,2024-03-07T03:56:48Z,2330000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Green,D. Green,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,
237,PT04M14.00S,2024-03-07T03:56:53.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,88.12417871222075,49.50980392156863,1610612744,60,50,2024-03-07T03:57:02Z,2340000,False,-2.0,59.0,1,right,MISS S. Curry finger roll Layup,[201939],1610612744.0,GSW,finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
238,PT04M12.00S,2024-03-07T03:56:55.4Z,2,REGULAR,rebound,offensive,[],201939,,,1610612744,60,50,2024-03-07T03:57:02Z,2350000,False,,,0,,S. Curry REBOUND (Off:1 Def:3),[201939],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Curry,S. Curry,,,,237.0,4.0,3.0,1.0,,,,,,,,,,,
239,PT04M12.00S,2024-03-07T03:56:58.8Z,2,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,60,50,2024-03-07T03:57:08Z,2360000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,bad pass,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,,,,,,,,,,202037.0,,,,,2.0,,,
240,PT04M12.00S,2024-03-07T03:57:03.9Z,2,REGULAR,substitution,out,[],1630541,,,1610612749,60,50,2024-03-07T03:57:09Z,2370000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
241,PT04M12.00S,2024-03-07T03:57:03.9Z,2,REGULAR,substitution,out,[],203507,,,1610612749,60,50,2024-03-07T03:57:09Z,2380000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
242,PT04M12.00S,2024-03-07T03:57:03.9Z,2,REGULAR,substitution,in,[],1627780,,,1610612749,60,50,2024-03-07T03:57:09Z,2390000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
243,PT04M12.00S,2024-03-07T03:57:03.9Z,2,REGULAR,substitution,in,[],201572,,,1610612749,60,50,2024-03-07T03:57:09Z,2400000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
244,PT03M53.00S,2024-03-07T03:57:34.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201572,6.915243101182654,34.068627450980394,1610612749,60,50,2024-03-07T04:01:01Z,2410000,False,80.0,13.0,1,left,MISS B. Lopez 8' turnaround Hook,[201572],1610612749.0,MIL,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,8.07,Missed,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
245,PT03M50.00S,2024-03-07T03:57:37.1Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,60,50,2024-03-07T03:57:38Z,2420000,False,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Payton II,G. Payton II,,,,244.0,2.0,2.0,0.0,,,,,,,,,,,
246,PT03M43.00S,2024-03-07T03:57:46.4Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612744,60,50,2024-03-07T03:57:52Z,2430000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Curry 2 FT),"[201572, 201939]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Lopez,B. Lopez,,,,,,,,,,202037.0,1.0,0.0,Curry,201939.0,,,,
