actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
177,PT11M39.00S,2024-01-11T02:09:08.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630228,5.469776609724048,44.11764705882353,1610612744,29,46,2024-01-11T02:09:18Z,1710000,False,29.0,-1.0,1,left,J. Kuminga driving DUNK (4 PTS) (C. Joseph 1 AST),"[1630228, 202709]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,2.94,Made,,,,,,4.0,C. Joseph,202709.0,1.0,,,,,,
179,PT11M24.00S,2024-01-11T02:09:23.3Z,2,REGULAR,foul,personal,['2freethrow'],1641764,,,1610612740,29,46,2024-01-11T02:09:32Z,1730000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (Marshall 2 FT),"[1641764, 1630230]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627962.0,,,,,,,1.0,0.0,Marshall,1630230.0
181,PT11M24.00S,2024-01-11T02:09:47.0Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,29,47,2024-01-11T02:09:47Z,1750000,False,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
182,PT11M24.00S,2024-01-11T02:10:00.3Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,29,48,2024-01-11T02:10:00Z,1760000,False,,,0,,N. Marshall Free Throw 2 of 2 (2 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,,
183,PT11M13.00S,2024-01-11T02:10:14.3Z,2,REGULAR,3pt,Jump Shot,[],203967,32.14520367936925,24.754901960784316,1610612744,29,48,2024-01-11T02:10:25Z,1770000,False,126.0,250.0,1,left,MISS D. Saric 27' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,,,,27.98,Missed,,,,,,,,,,,,,,,
184,PT11M09.00S,2024-01-11T02:10:18.3Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,29,48,2024-01-11T02:10:28Z,1780000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,
185,PT11M04.00S,2024-01-11T02:10:23.3Z,2,REGULAR,3pt,Jump Shot,[],1630530,66.96780551905388,58.82352941176471,1610612740,29,51,2024-01-11T02:10:35Z,1790000,False,44.0,258.0,1,right,T. Murphy III 26' 3PT  (7 PTS) (Z. Williamson 3 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,26.17,Made,,,,,,7.0,Z. Williamson,1629627.0,3.0,,,,,,
187,PT10M52.00S,2024-01-11T02:10:36.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,6.389618922470433,41.17647058823529,1610612744,31,51,2024-01-11T02:10:48Z,1810000,False,44.0,8.0,1,left,K. Thompson cutting Layup (7 PTS) (D. Saric 1 AST),"[202691, 203967]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.48,Made,,,,,,7.0,D. Saric,203967.0,1.0,,,,,,
189,PT10M34.00S,2024-01-11T02:10:53.3Z,2,REGULAR,3pt,Jump Shot,[],1630530,66.96780551905388,35.294117647058826,1610612740,31,51,2024-01-11T02:11:07Z,1830000,False,-74.0,258.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,26.83,Missed,,,,,,,,,,,,,,,
190,PT10M29.00S,2024-01-11T02:10:58.3Z,2,REGULAR,rebound,defensive,[],203967,,,1610612744,31,51,2024-01-11T02:11:07Z,1840000,False,,,0,,D. Saric REBOUND (Off:1 Def:1),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,,,,,,189.0,2.0,1.0,1.0,,,,,,,,,,,
191,PT10M24.00S,2024-01-11T02:11:03.4Z,2,REGULAR,turnover,bad pass,[],203967,,,1610612744,31,51,2024-01-11T02:11:12Z,1850000,False,,,0,,D. Saric bad pass TURNOVER (1 TO),"[203967, 1629627]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,8-16 Left,1.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,
192,PT10M24.00S,2024-01-11T02:11:03.4Z,2,REGULAR,steal,,[],1629627,,,1610612740,31,51,2024-01-11T02:11:04Z,1860000,False,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
194,PT10M14.00S,2024-01-11T02:12:09.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203468,82.9993429697766,26.225490196078432,1610612740,31,51,2024-01-11T02:12:21Z,1880000,False,-119.0,107.0,1,right,MISS C. McCollum 16' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,16.02,Missed,,,,,,,,,,,,,,,
195,PT10M12.00S,2024-01-11T02:12:11.7Z,2,REGULAR,rebound,defensive,[],203967,,,1610612744,31,51,2024-01-11T02:12:21Z,1890000,False,,,0,,D. Saric REBOUND (Off:1 Def:2),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,8-16 Left,,,,,,194.0,3.0,2.0,1.0,,,,,,,,,,,
196,PT10M07.00S,2024-01-11T02:12:18.3Z,2,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612744,31,51,2024-01-11T02:12:55Z,1900000,False,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Kuminga 2 FT),"[1630530, 1630228]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,,,2.0,0.0,Kuminga,1630228.0
198,PT10M07.00S,2024-01-11T02:12:56.6Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,32,51,2024-01-11T02:12:56Z,1920000,False,,,0,,J. Kuminga Free Throw 1 of 2 (5 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Made,,,,,,5.0,,,,,,,,,
199,PT10M07.00S,2024-01-11T02:13:13.0Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,33,51,2024-01-11T02:13:13Z,1930000,False,,,0,,J. Kuminga Free Throw 2 of 2 (6 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
200,PT09M52.00S,2024-01-11T02:13:27.6Z,2,REGULAR,3pt,Jump Shot,[],203468,69.99014454664915,19.362745098039216,1610612740,33,51,2024-01-11T02:55:59Z,1940000,False,-153.0,230.0,1,right,MISS C. McCollum 27' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,27.6,Missed,,,,,,,,,,,,,,,
201,PT09M48.00S,2024-01-11T02:13:31.6Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,33,51,2024-01-11T02:13:34Z,1950000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:4),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,200.0,4.0,4.0,0.0,,,,,,,,,,,
202,PT09M36.00S,2024-01-11T02:13:44.2Z,2,REGULAR,3pt,Jump Shot,[],202709,30.831143232588698,72.30392156862744,1610612744,33,51,2024-01-11T02:13:49Z,1960000,False,-112.0,237.0,1,left,MISS C. Joseph 26' 3PT,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,,,,26.22,Missed,,,,,,,,,,,,,,,
203,PT09M32.00S,2024-01-11T02:13:48.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,33,51,2024-01-11T02:13:49Z,1970000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,
204,PT09M20.00S,2024-01-11T02:14:02.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,91.14651773981603,41.911764705882355,1610612740,33,51,2024-01-11T02:16:12Z,1980000,False,-40.0,31.0,1,right,MISS Z. Williamson turnaround Shot - blocked,"[1629627, 1630228]",1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,5.07,Missed,,,,,,,,,,Kuminga,1630228.0,,,,
205,PT09M20.00S,2024-01-11T02:14:02.4Z,2,REGULAR,block,,[],1630228,,,1610612740,33,51,2024-01-11T02:14:05Z,1990000,False,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M18.00S,2024-01-11T02:14:04.4Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,33,51,2024-01-11T02:16:12Z,2000000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,204.0,2.0,1.0,1.0,,,,,,,,,,,
207,PT09M16.00S,2024-01-11T02:14:07.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629627,94.40999984741211,50.0,1610612740,33,53,2024-01-11T02:16:27Z,2010000,False,0.0,0.0,1,right,Z. Williamson putback Layup (4 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,4.0,,,,,,,,,
208,PT09M00.00S,2024-01-11T02:14:19.2Z,2,REGULAR,3pt,Jump Shot,[],1630228,10.068988173455978,97.54901960784314,1610612744,33,53,2024-01-11T02:14:25Z,2020000,False,-238.0,42.0,1,left,MISS J. Kuminga 24' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,,,,24.14,Missed,,,,,,,,,,,,,,,
209,PT08M56.00S,2024-01-11T02:14:23.2Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,33,53,2024-01-11T02:14:25Z,2030000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,,
210,PT08M48.00S,2024-01-11T02:14:34.5Z,2,REGULAR,foul,personal,['2freethrow'],202691,,,1610612740,33,53,2024-01-11T02:15:13Z,2040000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (McCollum 2 FT),"[202691, 203468]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,202049.0,,,,,,,1.0,0.0,McCollum,203468.0
212,PT08M48.00S,2024-01-11T02:15:02.1Z,2,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,33,54,2024-01-11T02:15:02Z,2060000,False,,,0,,C. McCollum Free Throw 1 of 2 (6 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
213,PT08M48.00S,2024-01-11T02:15:21.7Z,2,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,33,55,2024-01-11T02:15:21Z,2070000,False,,,0,,C. McCollum Free Throw 2 of 2 (7 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,Made,,,,,,7.0,,,,,,,,,
214,PT08M30.00S,2024-01-11T02:15:41.7Z,2,REGULAR,turnover,lost ball,[],203967,,,1610612744,33,55,2024-01-11T02:15:46Z,2080000,False,,,0,,D. Saric lost ball TURNOVER (2 TO),"[203967, 203468]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,2.0,McCollum,203468.0,,,,,,,,,,,,,,,,,
215,PT08M30.00S,2024-01-11T02:15:41.7Z,2,REGULAR,steal,,[],203468,,,1610612740,33,55,2024-01-11T02:15:43Z,2090000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT08M25.00S,2024-01-11T02:15:47.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,69.59592641261499,77.20588235294117,1610612740,33,58,2024-01-11T02:15:56Z,2100000,False,136.0,233.0,1,right,C. McCollum 27' 3PT  (10 PTS) (T. Murphy III 4 AST),"[203468, 1630530]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,27.0,Made,,,,,,10.0,T. Murphy III,1630530.0,4.0,,,,,,
218,PT08M23.00S,2024-01-11T02:16:09.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,33,58,2024-01-11T02:16:12Z,2120000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M23.00S,2024-01-11T02:18:51.7Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,33,58,2024-01-11T02:19:17Z,2130000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M23.00S,2024-01-11T02:18:51.7Z,2,REGULAR,substitution,out,[],203967,,,1610612744,33,58,2024-01-11T02:19:17Z,2140000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M23.00S,2024-01-11T02:18:51.7Z,2,REGULAR,substitution,out,[],202691,,,1610612744,33,58,2024-01-11T02:19:17Z,2150000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M23.00S,2024-01-11T02:18:51.7Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,33,58,2024-01-11T02:19:17Z,2160000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M23.00S,2024-01-11T02:18:51.7Z,2,REGULAR,substitution,in,[],1630541,,,1610612744,33,58,2024-01-11T02:19:17Z,2170000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M23.00S,2024-01-11T02:18:51.7Z,2,REGULAR,substitution,in,[],201939,,,1610612744,33,58,2024-01-11T02:19:17Z,2180000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M12.00S,2024-01-11T02:19:51.5Z,2,REGULAR,3pt,Jump Shot,[],201939,32.276609724047304,62.745098039215684,1610612744,33,58,2024-01-11T02:19:59Z,2200000,False,-64.0,251.0,1,left,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,25.89,Missed,,,,,,,,,,,,,,,
228,PT08M07.00S,2024-01-11T02:19:56.1Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,33,58,2024-01-11T02:19:56Z,2210000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,,227.0,2.0,1.0,1.0,,,,,,,,,,,
229,PT08M04.00S,2024-01-11T02:19:59.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626172,7.046649145860711,46.32352941176471,1610612744,35,58,2024-01-11T02:20:06Z,2220000,False,18.0,14.0,1,left,K. Looney driving Hook (2 PTS),[1626172],1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,2.29,Made,,,,,,2.0,,,,,,,,,
230,PT07M42.00S,2024-01-11T02:20:20.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,90.88370565045992,52.94117647058824,1610612740,35,60,2024-01-11T02:20:26Z,2230000,False,15.0,33.0,1,right,Z. Williamson turnaround Hook (6 PTS) (C. McCollum 4 AST),"[1629627, 203468]",1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,3.63,Made,,,,,,6.0,C. McCollum,203468.0,4.0,,,,,,
232,PT07M22.00S,2024-01-11T02:20:40.5Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,35,60,2024-01-11T02:20:44Z,2250000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1626204]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
233,PT07M22.00S,2024-01-11T02:20:40.5Z,2,REGULAR,steal,,[],1626204,,,1610612740,35,60,2024-01-11T02:25:13Z,2260000,False,,,0,,L. Nance Jr. STEAL (2 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT07M17.00S,2024-01-11T02:20:45.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630530,80.23981603153744,95.34313725490196,1610612740,35,60,2024-01-11T02:21:52Z,2270000,False,227.0,133.0,1,right,MISS T. Murphy III 26' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,26.29,Missed,,,,,,,,,,,,,,,
235,PT07M13.00S,2024-01-11T02:20:49.5Z,2,REGULAR,rebound,defensive,[],202709,,,1610612744,35,60,2024-01-11T02:21:02Z,2280000,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,,,
236,PT07M02.00S,2024-01-11T02:21:00.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,15.982260183968464,40.68627450980392,1610612744,35,60,2024-01-11T02:21:08Z,2290000,False,47.0,98.0,1,left,MISS J. Kuminga 10' step back Shot,[1630228],1610612744.0,GSW,step back,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,,10.82,Missed,,,,,,,,,,,,,,,
237,PT07M02.00S,2024-01-11T02:21:00.0Z,2,REGULAR,rebound,offensive,[],202709,,,1610612744,35,60,2024-01-11T02:21:08Z,2300000,False,,,0,,C. Joseph REBOUND (Off:1 Def:1),[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,,,,,,236.0,2.0,1.0,1.0,,,,,,,,,,,
238,PT06M57.00S,2024-01-11T02:21:06.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,30.962549277266753,73.2843137254902,1610612744,38,60,2024-01-11T02:21:18Z,2310000,False,-116.0,239.0,1,left,S. Curry 26' 3PT  (8 PTS) (J. Kuminga 2 AST),"[201939, 1630228]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,26.54,Made,,,,,,8.0,J. Kuminga,1630228.0,2.0,,,,,,
240,PT06M44.00S,2024-01-11T02:21:18.7Z,2,REGULAR,3pt,Jump Shot,[],1630530,71.69842312746385,73.2843137254902,1610612740,38,60,2024-01-11T02:21:26Z,2330000,False,116.0,214.0,1,right,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,24.32,Missed,,,,,,,,,,,,,,,
241,PT06M40.00S,2024-01-11T02:21:22.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,38,60,2024-01-11T02:21:26Z,2340000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,,240.0,3.0,2.0,1.0,,,,,,,,,,,
242,PT06M32.00S,2024-01-11T02:21:30.8Z,2,REGULAR,3pt,Jump Shot,[],1630541,32.802233902759525,23.03921568627451,1610612744,41,60,2024-01-11T02:21:38Z,2350000,False,135.0,256.0,1,left,M. Moody 28' 3PT  (9 PTS) (J. Kuminga 3 AST),"[1630541, 1630228]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,28.91,Made,,,,,,9.0,J. Kuminga,1630228.0,3.0,,,,,,
244,PT06M32.00S,2024-01-11T02:21:46.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,41,60,2024-01-11T02:21:46Z,2370000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,out,[],1630228,,,1610612740,41,60,2024-01-11T02:24:42Z,2380000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,41,60,2024-01-11T02:24:42Z,2390000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,41,60,2024-01-11T02:24:42Z,2400000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,41,60,2024-01-11T02:24:42Z,2410000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,41,60,2024-01-11T02:24:42Z,2420000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,in,[],203952,,,1610612740,41,60,2024-01-11T02:24:42Z,2430000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,in,[],1641722,,,1610612740,41,60,2024-01-11T02:24:42Z,2440000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,in,[],202685,,,1610612740,41,60,2024-01-11T02:24:42Z,2450000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,41,60,2024-01-11T02:24:42Z,2460000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M32.00S,2024-01-11T02:24:02.3Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,41,60,2024-01-11T02:24:42Z,2470000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M11.00S,2024-01-11T02:25:21.7Z,2,REGULAR,3pt,Jump Shot,[],1641722,72.09264126149803,87.00980392156863,1610612740,41,63,2024-01-11T02:25:27Z,2480000,False,185.0,210.0,1,right,J. Hawkins 27' 3PT  (11 PTS) (J. Valanciunas 2 AST),"[1641722, 202685]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,,27.97,Made,,,,,,11.0,J. Valanciunas,202685.0,2.0,,,,,,
257,PT05M55.00S,2024-01-11T02:25:38.8Z,2,REGULAR,foul,personal,[],1630529,,,1610612744,41,63,2024-01-11T02:26:05Z,2500000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 201939]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202053.0,,,,,,,1.0,0.0,Curry,201939.0
259,PT05M49.00S,2024-01-11T02:26:09.5Z,2,REGULAR,foul,personal,['2freethrow'],202685,,,1610612744,41,63,2024-01-11T02:26:24Z,2520000,False,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Looney 2 FT),"[202685, 1626172]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,202049.0,,,,,,,2.0,0.0,Looney,1626172.0
261,PT05M49.00S,2024-01-11T02:26:36.6Z,2,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,42,63,2024-01-11T02:26:58Z,2540000,False,,,0,,K. Looney Free Throw 1 of 2 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
262,PT05M49.00S,2024-01-11T02:26:36.6Z,2,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,42,63,2024-01-11T02:26:58Z,2550000,False,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
263,PT05M46.00S,2024-01-11T02:26:39.6Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,42,63,2024-01-11T02:26:58Z,2560000,False,,,0,,B. Ingram REBOUND (Off:1 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,262.0,4.0,3.0,1.0,,,,,,,,,,,
