actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT12M00.00S,2023-03-05T03:42:13.1Z,2,REGULAR,substitution,out,['startperiod'],1627752,,,1610612750,30,36,2023-03-05T03:42:40Z,1710000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-03-05T03:42:13.1Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612750,30,36,2023-03-05T03:42:40Z,1720000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-03-05T03:42:13.1Z,2,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,30,36,2023-03-05T03:42:40Z,1730000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-03-05T03:42:13.1Z,2,REGULAR,substitution,in,['startperiod'],203937,,,1610612750,30,36,2023-03-05T03:42:40Z,1740000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-03-05T03:42:48.3Z,2,REGULAR,period,start,[],0,,,1610612758,30,36,2023-03-05T03:42:48Z,1750000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M48.00S,2023-03-05T03:42:59.4Z,2,REGULAR,3pt,Jump Shot,[],1626168,23.99802890932983,14.950980392156863,1610612758,30,36,2023-03-05T03:43:07Z,1760000,False,175.0,173.0,1,left,MISS T. Lyles 24' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,24.63,Missed,,,,,,,,,,,,,,,,
177,PT11M44.00S,2023-03-05T03:43:03.4Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,30,36,2023-03-05T03:43:07Z,1770000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,176.0,3.0,3.0,0.0,,,,,,,,,,,,
178,PT11M34.00S,2023-03-05T03:43:12.8Z,2,REGULAR,3pt,Jump Shot,[],1629675,67.09921156373193,47.05882352941176,1610612750,30,39,2023-03-05T03:43:17Z,1780000,False,-15.0,257.0,1,right,N. Reid 25' 3PT  (5 PTS) (N. Alexander-Walker 2 AST),"[1629675, 1629638]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,25.72,Made,,,,,5.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,
180,PT11M25.00S,2023-03-05T03:43:22.2Z,2,REGULAR,3pt,Jump Shot,[],203084,8.623521681997373,3.431372549019608,1610612758,33,39,2023-03-05T03:43:26Z,1800000,False,233.0,29.0,1,left,H. Barnes 3PT  (7 PTS) (M. Monk 3 AST),"[203084, 1628370]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,23.46,Made,,,,,7.0,M. Monk,1628370.0,3.0,,,,,,,,
182,PT11M11.00S,2023-03-05T03:43:37.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630183,89.30683311432325,49.01960784313725,1610612750,33,41,2023-03-05T03:47:59Z,1820000,False,-5.0,48.0,1,right,J. McDaniels turnaround Hook (4 PTS),[1630183],1610612750.0,MIN,turnaround,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,4.82,Made,,,,,4.0,,,,,,,,,,,
183,PT10M55.00S,2023-03-05T03:43:55.5Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612758,33,41,2023-03-05T03:44:10Z,1830000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Lyles 2 FT),"[1629638, 1626168]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,,,,,2.0,0.0,Lyles,1626168.0
185,PT10M55.00S,2023-03-05T03:44:23.2Z,2,REGULAR,freethrow,1 of 2,[],1626168,,,1610612758,34,41,2023-03-05T03:44:23Z,1850000,False,,,0,,T. Lyles Free Throw 1 of 2 (1 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
186,PT10M55.00S,2023-03-05T03:44:40.9Z,2,REGULAR,freethrow,2 of 2,[],1626168,,,1610612758,35,41,2023-03-05T03:44:41Z,1860000,False,,,0,,T. Lyles Free Throw 2 of 2 (2 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
190,PT10M40.00S,2023-03-05T03:44:58.2Z,2,REGULAR,3pt,Jump Shot,[],1629638,69.07030223390277,70.58823529411765,1610612750,35,41,2023-03-05T03:45:04Z,1870000,False,103.0,238.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,25.95,Missed,,,,,,,,,,,,,,,,
191,PT10M36.00S,2023-03-05T03:45:02.2Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,35,41,2023-03-05T03:45:04Z,1880000,False,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,
192,PT10M31.00S,2023-03-05T03:45:06.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628368,6.521024967148489,52.450980392156865,1610612758,35,41,2023-03-05T03:50:51Z,1890000,False,-12.0,9.0,1,left,MISS D. Fox running DUNK,[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,1.51,Missed,,,,,,,,,,,,,,,,
194,PT10M28.00S,2023-03-05T03:45:09.7Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,35,41,2023-03-05T03:45:13Z,1910000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,
195,PT10M23.00S,2023-03-05T03:45:14.6Z,2,REGULAR,3pt,Jump Shot,[],1630183,92.46057818659659,3.1862745098039214,1610612750,35,44,2023-03-05T03:54:59Z,1920000,False,-234.0,18.0,1,right,J. McDaniels 3PT  (7 PTS) (N. Reid 1 AST),"[1630183, 1629675]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,23.48,Made,,,,,7.0,N. Reid,1629675.0,1.0,,,,,,,,
197,PT10M03.00S,2023-03-05T03:45:34.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,5.863994743758213,48.77450980392157,1610612758,37,44,2023-03-05T03:45:50Z,1940000,False,6.0,3.0,1,left,C. Metu DUNK (4 PTS) (T. Lyles 1 AST),"[1629002, 1626168]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,0.66,Made,,,,,4.0,T. Lyles,1626168.0,1.0,,,,,,,,
199,PT09M44.00S,2023-03-05T03:45:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.77463863337714,50.98039215686274,1610612750,37,46,2023-03-05T03:45:58Z,1960000,False,5.0,6.0,1,right,K. Anderson reverse Layup (7 PTS) (N. Alexander-Walker 3 AST),"[203937, 1629638]",1610612750.0,MIN,reverse,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,0.77,Made,,,,,7.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,
201,PT09M38.00S,2023-03-05T03:45:59.6Z,2,REGULAR,3pt,Jump Shot,[],1628370,23.209592641261498,8.823529411764707,1610612758,37,46,2023-03-05T03:55:47Z,1980000,False,206.0,166.0,1,left,MISS M. Monk 26' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,26.43,Missed,,,,,,,,,,,,,,,,
202,PT09M35.00S,2023-03-05T03:46:02.6Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,37,46,2023-03-05T03:55:47Z,1990000,False,,,0,,K. Anderson REBOUND (Off:0 Def:4),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,201.0,4.0,4.0,0.0,,,,,,,,,,,,
203,PT09M31.00S,2023-03-05T03:46:07.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629162,92.72339027595268,95.83333333333334,1610612750,37,49,2023-03-05T03:46:13Z,2000000,False,229.0,16.0,1,right,J. McLaughlin 3PT running (3 PTS) (N. Alexander-Walker 4 AST),"[1629162, 1629638]",1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,,,22.98,Made,,,,,3.0,N. Alexander-Walker,1629638.0,4.0,,,,,,,,
205,PT09M19.00S,2023-03-05T03:46:18.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,7.835085413929041,37.5,1610612758,37,49,2023-03-05T03:56:40Z,2020000,False,62.0,21.0,1,left,MISS H. Barnes 6' driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,6.6,Missed,,,,,,,,,,,,,,,,
206,PT09M14.00S,2023-03-05T03:46:23.9Z,2,REGULAR,rebound,offensive,[],1629002,,,1610612758,37,49,2023-03-05T03:47:06Z,2030000,False,,,0,,C. Metu REBOUND (Off:1 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,In The Paint (Non-RA),0-8 Center,,,,,205.0,2.0,1.0,1.0,,,,,,,,,,,,
207,PT09M14.00S,2023-03-05T03:46:23.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629002,5.590000152587891,50.0,1610612758,39,49,2023-03-05T03:46:23Z,2040000,False,0.0,0.0,1,left,C. Metu tip Layup (6 PTS),[1629002],1610612758.0,SAC,tip,,,Metu,C. Metu,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,6.0,,,,,,,,,,,
208,PT08M59.00S,2023-03-05T03:46:38.9Z,2,REGULAR,3pt,Jump Shot,[],1629675,77.4802890932983,9.803921568627452,1610612750,39,49,2023-03-05T03:46:44Z,2050000,False,-201.0,159.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,25.64,Missed,,,,,,,,,,,,,,,,
209,PT08M55.00S,2023-03-05T03:46:42.1Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,39,49,2023-03-05T03:46:42Z,2060000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,208.0,2.0,2.0,0.0,,,,,,,,,,,,
210,PT08M50.00S,2023-03-05T03:46:47.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,8.229303547963205,48.77450980392157,1610612758,41,49,2023-03-05T03:46:53Z,2070000,False,6.0,25.0,1,left,D. Fox running Layup (7 PTS) (H. Barnes 1 AST),"[1628368, 203084]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,2.56,Made,,,,,7.0,H. Barnes,203084.0,1.0,,,,,,,,
212,PT08M28.00S,2023-03-05T03:47:09.9Z,2,REGULAR,3pt,Jump Shot,[],1629638,75.1149802890933,14.215686274509803,1610612750,41,49,2023-03-05T03:59:34Z,2090000,False,-179.0,181.0,1,right,MISS N. Alexander-Walker 25' pullup 3PT,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,25.48,Missed,,,,,,,,,,,,,,,,
213,PT08M24.00S,2023-03-05T03:47:13.9Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,41,49,2023-03-05T03:47:17Z,2100000,False,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,212.0,3.0,3.0,0.0,,,,,,,,,,,,
214,PT08M20.00S,2023-03-05T03:47:17.6Z,2,REGULAR,3pt,Jump Shot,[],203084,25.443495400788436,13.23529411764706,1610612758,44,49,2023-03-05T03:47:24Z,2110000,False,184.0,187.0,1,left,H. Barnes 26' 3PT  (10 PTS) (D. Fox 3 AST),"[203084, 1628368]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,26.2,Made,,,,,10.0,D. Fox,1628368.0,3.0,,,,,,,,
216,PT08M04.00S,2023-03-05T03:47:37.7Z,2,REGULAR,foul,personal,['2freethrow'],203084,,,1610612750,44,49,2023-03-05T03:47:56Z,2130000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Reid 2 FT),"[203084, 1629675]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,,,,,1.0,0.0,Reid,1629675.0
331,PT08M04.00S,2023-03-05T03:48:23.9Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,44,49,2023-03-05T04:12:47Z,2238750,False,,,0,,MISS N. Reid Free Throw 1 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
332,PT08M04.00S,2023-03-05T03:48:23.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,44,49,2023-03-05T04:12:47Z,2244375,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,331.0,,,,,,,,,,,,,,,
335,PT08M04.00S,2023-03-05T03:48:32.3Z,2,REGULAR,substitution,out,[],1628368,,,1610612750,44,49,2023-03-05T04:13:55Z,2245781,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT08M04.00S,2023-03-05T03:48:32.3Z,2,REGULAR,substitution,out,[],1629002,,,1610612750,44,49,2023-03-05T04:13:55Z,2246484,False,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT08M04.00S,2023-03-05T03:48:32.3Z,2,REGULAR,substitution,out,[],203084,,,1610612750,44,49,2023-03-05T04:13:55Z,2246835,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT08M04.00S,2023-03-05T03:48:32.3Z,2,REGULAR,substitution,out,[],1629638,,,1610612750,44,49,2023-03-05T04:13:55Z,2247011,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT08M04.00S,2023-03-05T03:48:32.3Z,2,REGULAR,substitution,in,[],1627734,,,1610612750,44,49,2023-03-05T04:13:55Z,2247099,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT08M04.00S,2023-03-05T03:48:32.3Z,2,REGULAR,substitution,in,[],1631099,,,1610612750,44,49,2023-03-05T04:13:55Z,2247143,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT08M04.00S,2023-03-05T03:48:32.3Z,2,REGULAR,substitution,in,[],1630558,,,1610612750,44,49,2023-03-05T04:13:55Z,2247165,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT08M04.00S,2023-03-05T03:48:32.3Z,2,REGULAR,substitution,in,[],201144,,,1610612750,44,49,2023-03-05T04:13:55Z,2247176,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT08M04.00S,2023-03-05T03:48:23.9Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,44,49,2023-03-05T04:12:47Z,2247187,False,,,0,,MISS N. Reid Free Throw 2 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
334,PT08M01.00S,2023-03-05T03:48:26.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,44,49,2023-03-05T04:12:47Z,2248593,False,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,333.0,6.0,4.0,2.0,,,,,,,,,,,,
228,PT07M49.00S,2023-03-05T03:48:40.7Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612758,44,49,2023-03-05T03:49:10Z,2250000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Monk 2 FT),"[1629675, 1628370]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,,,,,,1.0,0.0,Monk,1628370.0
232,PT07M49.00S,2023-03-05T03:49:11.7Z,2,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,45,49,2023-03-05T03:49:11Z,2290000,False,,,0,,M. Monk Free Throw 1 of 2 (3 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
233,PT07M49.00S,2023-03-05T03:49:12.8Z,2,REGULAR,substitution,out,[],1629675,,,1610612758,45,49,2023-03-05T03:49:15Z,2300000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M49.00S,2023-03-05T03:49:12.8Z,2,REGULAR,substitution,in,[],203497,,,1610612758,45,49,2023-03-05T03:49:15Z,2310000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M49.00S,2023-03-05T03:49:27.2Z,2,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,46,49,2023-03-05T03:49:27Z,2320000,False,,,0,,M. Monk Free Throw 2 of 2 (4 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
237,PT07M25.00S,2023-03-05T03:50:10.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201144,88.12417871222075,49.50980392156863,1610612750,46,49,2023-03-05T04:04:43Z,2340000,False,-2.0,59.0,1,right,MISS M. Conley driving Hook,[201144],1610612750.0,MIN,driving,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,5.92,Missed,,,,,,,,,,,,,,,,
238,PT07M23.00S,2023-03-05T03:50:12.0Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,46,49,2023-03-05T03:50:26Z,2350000,False,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,237.0,6.0,4.0,2.0,,,,,,,,,,,,
239,PT07M20.00S,2023-03-05T03:50:14.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,92.59198423127464,50.49019607843137,1610612750,46,51,2023-03-05T03:50:22Z,2360000,False,2.0,17.0,1,right,R. Gobert DUNK (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,1.73,Made,,,,,5.0,,,,,,,,,,,
240,PT07M13.00S,2023-03-05T03:50:22.5Z,2,REGULAR,3pt,Jump Shot,[],1631099,6.783837056504599,3.431372549019608,1610612758,46,51,2023-03-05T03:50:29Z,2370000,False,233.0,11.0,1,left,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,23.31,Missed,,,,,,,,,,,,,,,,
241,PT07M09.00S,2023-03-05T03:50:26.5Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,46,51,2023-03-05T03:50:29Z,2380000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,,,,,240.0,1.0,1.0,0.0,,,,,,,,,,,,
242,PT07M05.00S,2023-03-05T03:50:30.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201144,70.12155059132719,73.0392156862745,1610612750,46,54,2023-03-05T03:50:45Z,2390000,False,115.0,228.0,1,right,M. Conley 25' 3PT running pullup (7 PTS),[201144],1610612750.0,MIN,running pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,25.58,Made,,,,,7.0,,,,,,,,,,,
243,PT06M50.00S,2023-03-05T03:50:48.4Z,2,REGULAR,foul,personal,['2freethrow'],203497,,,1610612758,46,54,2023-03-05T03:50:59Z,2400000,False,,,0,,R. Gobert shooting personal FOUL (3 PF) (Sabonis 2 FT),"[203497, 1627734]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,202007.0,,,,,,,,,,,,,,,,3.0,0.0,Sabonis,1627734.0
245,PT06M50.00S,2023-03-05T03:51:02.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,46,54,2023-03-05T03:51:02Z,2420000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M50.00S,2023-03-05T03:53:22.8Z,2,REGULAR,substitution,out,[],1629162,,,1610612758,46,54,2023-03-05T03:53:55Z,2430000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M50.00S,2023-03-05T03:53:22.8Z,2,REGULAR,substitution,in,[],1627752,,,1610612758,46,54,2023-03-05T03:53:55Z,2440000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M50.00S,2023-03-05T03:54:07.9Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,46,54,2023-03-05T03:54:07Z,2450000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
251,PT06M50.00S,2023-03-05T03:54:07.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,46,54,2023-03-05T03:54:07Z,2460000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,
252,PT06M50.00S,2023-03-05T03:54:29.3Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,47,54,2023-03-05T03:54:29Z,2470000,False,,,0,,D. Sabonis Free Throw 2 of 2 (9 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
253,PT06M37.00S,2023-03-05T03:54:47.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,90.40735873850197,57.79718137254902,1610612750,47,56,2023-03-05T04:15:19Z,2480000,False,39.0,38.0,1,right,T. Prince driving floating bank Jump Shot (7 PTS) (K. Anderson 3 AST),"[1627752, 203937]",1610612750.0,MIN,driving floating bank,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,5.42,Made,,,,,7.0,K. Anderson,203937.0,3.0,,,,,,,,
254,PT06M37.00S,2023-03-05T03:54:51.7Z,2,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612750,47,56,2023-03-05T04:01:50Z,2490000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Prince 1 FT),"[1631099, 1627752]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,202007.0,,,,,,,,,,,,,,,,2.0,0.0,Prince,1627752.0
256,PT06M37.00S,2023-03-05T03:55:11.2Z,2,REGULAR,freethrow,1 of 1,[],1627752,,,1610612750,47,57,2023-03-05T04:01:58Z,2510000,False,,,0,,T. Prince Free Throw 1 of 1 (8 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
257,PT06M20.00S,2023-03-05T03:55:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,13.354139290407357,41.66666666666667,1610612758,47,57,2023-03-05T03:55:41Z,2520000,False,42.0,73.0,1,left,MISS D. Sabonis 8' turnaround fadeaway Shot,[1627734],1610612758.0,SAC,turnaround fadeaway,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,8.41,Missed,,,,,,,,,,,,,,,,
258,PT06M18.00S,2023-03-05T03:55:32.4Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,47,57,2023-03-05T03:55:45Z,2530000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,257.0,1.0,1.0,0.0,,,,,,,,,,,,
259,PT06M05.00S,2023-03-05T03:55:49.1Z,2,REGULAR,turnover,backcourt,[],1627752,,,1610612750,47,57,2023-03-05T03:56:02Z,2540000,False,,,0,,T. Prince backcourt TURNOVER (2 TO),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Left,202007.0,2.0,,,,,,,,,,,,,,,,,,
260,PT06M05.00S,2023-03-05T03:55:53.3Z,2,REGULAR,substitution,out,[],1628370,,,1610612758,47,57,2023-03-05T03:56:02Z,2550000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M05.00S,2023-03-05T03:55:53.3Z,2,REGULAR,substitution,in,[],1628989,,,1610612758,47,57,2023-03-05T03:56:02Z,2560000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
