actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
163,PT00M00.00S,2023-04-08T02:33:45.0Z,1,REGULAR,period,end,[],0,,,1610612758,16,32,2023-04-08T02:33:45Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-04-08T02:36:05.8Z,2,REGULAR,substitution,out,['startperiod'],1629002,,,1610612758,16,32,2023-04-08T02:36:32Z,1630000,False,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-04-08T02:36:05.8Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612758,16,32,2023-04-08T02:36:32Z,1640000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-04-08T02:36:05.8Z,2,REGULAR,substitution,in,['startperiod'],1626158,,,1610612758,16,32,2023-04-08T02:36:32Z,1650000,False,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-04-08T02:36:05.8Z,2,REGULAR,substitution,in,['startperiod'],1630541,,,1610612758,16,32,2023-04-08T02:36:32Z,1660000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-04-08T02:36:33.4Z,2,REGULAR,period,start,[],0,,,1610612758,16,32,2023-04-08T02:36:33Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M46.00S,2023-04-08T02:36:47.0Z,2,REGULAR,3pt,Jump Shot,[],1629056,74.58935611038108,16.666666666666664,1610612758,19,32,2023-04-08T02:36:52Z,1680000,False,-167.0,186.0,1,right,T. Davis 25' 3PT  (8 PTS) (R. Holmes 1 AST),"[1629056, 1626158]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Above the Break 3,24+ Left Center,25.01,Made,,,,,,8.0,R. Holmes,1626158.0,1.0,,,,,,,,
172,PT11M18.00S,2023-04-08T02:37:31.9Z,2,REGULAR,2pt,Jump Shot,[],1628978,20.844283837056505,30.392156862745097,1610612744,19,32,2023-04-08T02:37:36Z,1710000,False,98.0,143.0,1,left,MISS D. DiVincenzo 17' pullup Shot,[1628978],1610612744.0,GSW,pullup,,,DiVincenzo,D. DiVincenzo,,,,,,Mid-Range,16-24 Right Center,17.37,Missed,,,,,,,,,,,,,,,,,
173,PT11M16.00S,2023-04-08T02:37:33.9Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,19,32,2023-04-08T02:37:36Z,1720000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Mid-Range,16-24 Right Center,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,
174,PT11M00.00S,2023-04-08T02:37:50.3Z,2,REGULAR,3pt,Jump Shot,[],1626168,87.72996057818659,96.32352941176471,1610612758,22,32,2023-04-08T02:37:55Z,1730000,False,232.0,63.0,1,right,T. Lyles 24' 3PT  (3 PTS) (K. Edwards 2 AST),"[1626168, 1630556]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Right Corner 3,24+ Right,24.0,Made,,,,,,3.0,K. Edwards,1630556.0,2.0,,,,,,,,
176,PT10M59.00S,2023-04-08T02:37:58.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,22,32,2023-04-08T02:37:58Z,1750000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M59.00S,2023-04-08T02:38:22.6Z,2,REGULAR,substitution,out,[],1628978,,,1610612744,22,32,2023-04-08T02:40:59Z,1760000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M59.00S,2023-04-08T02:38:22.6Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,22,32,2023-04-08T02:40:59Z,1770000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M59.00S,2023-04-08T02:38:22.6Z,2,REGULAR,substitution,in,[],202691,,,1610612744,22,32,2023-04-08T02:40:59Z,1780000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M59.00S,2023-04-08T02:38:22.6Z,2,REGULAR,substitution,in,[],203110,,,1610612744,22,32,2023-04-08T02:40:59Z,1790000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M38.00S,2023-04-08T02:41:19.9Z,2,REGULAR,foul,offensive,[],202691,,,1610612744,22,32,2023-04-08T02:48:23Z,1800000,False,,,0,,K. Thompson charge offensive FOUL (1 PF),"[202691, 1628408]",1610612744.0,GSW,charge,,,Thompson,K. Thompson,,,,,101283.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Dozier,1628408.0,,
184,PT10M38.00S,2023-04-08T02:41:19.9Z,2,REGULAR,turnover,offensive foul,[],202691,,,1610612744,22,32,2023-04-08T02:41:19Z,1820000,False,,,0,,K. Thompson offensive foul TURNOVER (2 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,101283.0,Restricted Area,0-8 Center,,,,,,,2.0,,,,,,,,,,,,
185,PT10M15.00S,2023-04-08T02:41:56.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626158,92.19776609724047,35.78431372549019,1610612758,22,32,2023-04-08T02:42:01Z,1830000,False,-71.0,21.0,1,right,MISS R. Holmes 7' turnaround Hook,[1626158],1610612758.0,SAC,turnaround,,,Holmes,R. Holmes,,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,
186,PT10M13.00S,2023-04-08T02:41:58.4Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,22,32,2023-04-08T02:42:01Z,1840000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,In The Paint (Non-RA),0-8 Center,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,
187,PT10M03.00S,2023-04-08T02:42:14.4Z,2,REGULAR,foul,offensive,[],203110,,,1610612744,22,32,2023-04-08T02:42:24Z,1850000,False,,,0,,D. Green offensive FOUL (1 PF),"[203110, 1628408]",1610612744.0,GSW,,,,Green,D. Green,,,,,202053.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,0.0,Dozier,1628408.0,,
189,PT10M03.00S,2023-04-08T02:42:14.4Z,2,REGULAR,turnover,offensive foul,[],203110,,,1610612744,22,32,2023-04-08T02:42:14Z,1870000,False,,,0,,D. Green offensive foul TURNOVER (2 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,202053.0,Mid-Range,16-24 Right Center,,,,,,,2.0,,,,,,,,,,,,
190,PT09M47.00S,2023-04-08T02:42:39.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629056,90.48948751642575,3.1862745098039214,1610612758,22,32,2023-04-08T02:42:44Z,1880000,False,-234.0,37.0,1,right,MISS T. Davis pullup 3PT,[1629056],1610612758.0,SAC,pullup,,,Davis,T. Davis,,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,
191,PT09M47.00S,2023-04-08T02:42:39.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,22,32,2023-04-08T02:42:44Z,1890000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,Left Corner 3,24+ Left,,,190.0,,,,,,,,,,,,,,,,
193,PT09M29.00S,2023-04-08T02:43:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,5.601182654402102,53.18627450980392,1610612744,22,34,2023-04-08T02:50:06Z,1910000,False,-16.0,0.0,1,left,J. Kuminga driving reverse Layup (5 PTS) (K. Thompson 1 AST),"[1630228, 202691]",1610612744.0,GSW,driving reverse,,,Kuminga,J. Kuminga,,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,5.0,K. Thompson,202691.0,1.0,,,,,,,,
195,PT09M14.00S,2023-04-08T02:43:21.0Z,2,REGULAR,2pt,Jump Shot,[],1630556,92.46057818659659,27.205882352941174,1610612758,24,34,2023-04-08T02:43:30Z,1930000,False,-114.0,18.0,1,right,K. Edwards 11' turnaround Jump Shot (2 PTS),[1630556],1610612758.0,SAC,turnaround,,,Edwards,K. Edwards,,,,,,Mid-Range,8-16 Left,11.55,Made,,,,,,2.0,,,,,,,,,,,
196,PT09M02.00S,2023-04-08T02:43:34.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630228,8.754927726675426,46.07843137254902,1610612744,24,34,2023-04-08T02:43:38Z,1940000,False,20.0,30.0,1,left,MISS J. Kuminga Hook - blocked,"[1630228, 1626168]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,Lyles,1626168.0
197,PT09M02.00S,2023-04-08T02:43:34.0Z,2,REGULAR,block,,[],1626168,,,1610612744,24,34,2023-04-08T02:43:36Z,1950000,False,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
198,PT08M59.00S,2023-04-08T02:43:37.0Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,24,34,2023-04-08T02:43:38Z,1960000,False,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Restricted Area,0-8 Center,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,
199,PT08M54.00S,2023-04-08T02:43:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,93.11760840998686,52.94117647058824,1610612758,26,34,2023-04-08T02:53:54Z,1970000,False,15.0,12.0,1,right,R. Holmes cutting Layup (2 PTS),[1626158],1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,2.0,,,,,,,,,,,
201,PT08M46.00S,2023-04-08T02:43:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.966491458607096,45.09803921568628,1610612744,26,34,2023-04-08T02:53:01Z,1990000,False,25.0,22.0,1,left,MISS J. Poole driving finger roll Layup,[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,,Restricted Area,0-8 Center,3.32,Missed,,,,,,,,,,,,,,,,,
202,PT08M44.00S,2023-04-08T02:43:51.7Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612758,26,34,2023-04-08T02:43:56Z,2000000,False,,,0,,K. Edwards REBOUND (Off:1 Def:1),[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,Restricted Area,0-8 Center,,,201.0,2.0,1.0,1.0,,,,,,,,,,,,,
203,PT08M41.00S,2023-04-08T02:43:54.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626168,74.32654402102497,13.970588235294118,1610612758,26,34,2023-04-08T02:53:15Z,2010000,False,-180.0,189.0,1,right,MISS T. Lyles 26' running 3PT,[1626168],1610612758.0,SAC,running,,,Lyles,T. Lyles,,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,
204,PT08M39.00S,2023-04-08T02:43:56.7Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,26,34,2023-04-08T02:44:36Z,2020000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Above the Break 3,24+ Left Center,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,
206,PT08M27.00S,2023-04-08T02:44:22.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,24.26084099868594,84.55882352941177,1610612744,26,34,2023-04-08T02:44:26Z,2040000,False,-173.0,176.0,1,left,MISS J. Poole 24' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Left Center,24.64,Missed,,,,,,,,,,,,,,,,,
207,PT08M23.00S,2023-04-08T02:44:26.0Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,26,34,2023-04-08T02:44:26Z,2050000,False,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Above the Break 3,24+ Left Center,,,206.0,3.0,3.0,0.0,,,,,,,,,,,,,
208,PT08M16.00S,2023-04-08T02:44:32.7Z,2,REGULAR,3pt,Jump Shot,[],1628408,92.46057818659659,3.9215686274509802,1610612758,29,34,2023-04-08T02:44:39Z,2060000,False,-230.0,18.0,1,right,P. Dozier 3PT  (3 PTS) (T. Davis 1 AST),"[1628408, 1629056]",1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,,Left Corner 3,24+ Left,23.11,Made,,,,,,3.0,T. Davis,1629056.0,1.0,,,,,,,,
210,PT07M52.00S,2023-04-08T02:44:59.3Z,2,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612744,29,34,2023-04-08T02:45:16Z,2080000,False,,,0,,R. Holmes shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1626158, 1630228]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,201639.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Kuminga,1630228.0,,
212,PT07M52.00S,2023-04-08T02:45:25.8Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,29,35,2023-04-08T02:45:25Z,2100000,False,,,0,,J. Kuminga Free Throw 1 of 2 (6 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,
213,PT07M52.00S,2023-04-08T02:45:27.1Z,2,REGULAR,substitution,out,[],1629056,,,1610612744,29,35,2023-04-08T02:45:45Z,2110000,False,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M52.00S,2023-04-08T02:45:27.1Z,2,REGULAR,substitution,out,[],1630556,,,1610612744,29,35,2023-04-08T02:45:45Z,2120000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M52.00S,2023-04-08T02:45:27.1Z,2,REGULAR,substitution,in,[],1631099,,,1610612744,29,35,2023-04-08T02:45:45Z,2140000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M52.00S,2023-04-08T02:45:27.1Z,2,REGULAR,substitution,in,[],203084,,,1610612744,29,35,2023-04-08T02:45:45Z,2150000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M52.00S,2023-04-08T02:45:27.1Z,2,REGULAR,substitution,in,[],201939,,,1610612744,29,35,2023-04-08T02:45:45Z,2160000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M52.00S,2023-04-08T02:45:27.1Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,29,35,2023-04-08T02:46:05Z,2165000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M52.00S,2023-04-08T02:45:49.0Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,29,36,2023-04-08T02:45:49Z,2170000,False,,,0,,J. Kuminga Free Throw 2 of 2 (7 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,
221,PT07M31.00S,2023-04-08T02:46:07.5Z,2,REGULAR,3pt,Jump Shot,[],1626168,73.80091984231275,84.31372549019608,1610612758,32,36,2023-04-08T02:46:16Z,2180000,False,172.0,194.0,1,right,T. Lyles 25' 3PT  (6 PTS) (R. Holmes 2 AST),"[1626168, 1626158]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Above the Break 3,24+ Right Center,25.89,Made,,,,,,6.0,R. Holmes,1626158.0,2.0,,,,,,,,
223,PT07M06.00S,2023-04-08T02:46:33.1Z,2,REGULAR,2pt,Jump Shot,[],202691,5.469776609724048,17.15686274509804,1610612744,32,36,2023-04-08T02:56:26Z,2200000,False,164.0,-1.0,1,left,MISS K. Thompson 16' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,,Mid-Range,16-24 Right,16.42,Missed,,,,,,,,,,,,,,,,,
224,PT07M04.00S,2023-04-08T02:46:35.2Z,2,REGULAR,rebound,offensive,[],1630541,,,1610612744,32,36,2023-04-08T02:46:35Z,2210000,False,,,0,,M. Moody REBOUND (Off:1 Def:0),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,Mid-Range,16-24 Right,,,223.0,1.0,0.0,1.0,,,,,,,,,,,,,
225,PT07M02.00S,2023-04-08T02:46:36.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630541,9.411957950065702,57.107843137254896,1610612744,32,36,2023-04-08T02:56:39Z,2220000,False,-36.0,36.0,1,left,MISS M. Moody putback DUNK - blocked,"[1630541, 1631099]",1610612744.0,GSW,putback,,,Moody,M. Moody,,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,Murray,1631099.0
226,PT07M02.00S,2023-04-08T02:46:36.9Z,2,REGULAR,block,,[],1631099,,,1610612744,32,36,2023-04-08T02:46:40Z,2230000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
227,PT07M02.00S,2023-04-08T02:46:36.9Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,32,36,2023-04-08T02:46:45Z,2240000,False,,,0,,T. Lyles REBOUND (Off:0 Def:4),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,In The Paint (Non-RA),0-8 Center,,,225.0,4.0,4.0,0.0,,,,,,,,,,,,,
228,PT06M49.00S,2023-04-08T02:46:54.5Z,2,REGULAR,foul,personal,[],1630228,,,1610612758,32,36,2023-04-08T02:47:05Z,2250000,False,,,0,,J. Kuminga personal FOUL (1 PF),"[1630228, 203084]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,101283.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Barnes,203084.0,,
230,PT06M49.00S,2023-04-08T02:47:06.8Z,2,REGULAR,substitution,out,[],1628408,,,1610612758,32,36,2023-04-08T02:47:10Z,2270000,False,,,0,,SUB out: P. Dozier,[1628408],1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M49.00S,2023-04-08T02:47:06.8Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,32,36,2023-04-08T02:47:10Z,2280000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M45.00S,2023-04-08T02:47:16.0Z,2,REGULAR,3pt,Jump Shot,[],1626168,71.43561103810775,22.794117647058822,1610612758,32,36,2023-04-08T02:47:21Z,2290000,False,-136.0,216.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,
233,PT06M41.00S,2023-04-08T02:47:20.9Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,32,36,2023-04-08T02:47:20Z,2300000,False,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Above the Break 3,24+ Left Center,,,232.0,2.0,1.0,1.0,,,,,,,,,,,,,
234,PT06M38.00S,2023-04-08T02:47:23.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626158,72.7496714848883,79.65686274509804,1610612758,35,36,2023-04-08T02:47:34Z,2310000,False,148.0,204.0,1,right,R. Holmes 25' 3PT  (5 PTS) (K. Murray 1 AST),"[1626158, 1631099]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Above the Break 3,24+ Right Center,25.2,Made,,,,,,5.0,K. Murray,1631099.0,1.0,,,,,,,,
236,PT06M25.00S,2023-04-08T02:47:37.0Z,2,REGULAR,3pt,Jump Shot,[],1630228,28.86005256241787,25.245098039215684,1610612744,35,39,2023-04-08T02:47:44Z,2330000,False,124.0,219.0,1,left,J. Kuminga 25' 3PT  (10 PTS) (D. Green 1 AST),"[1630228, 203110]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,,10.0,D. Green,203110.0,1.0,,,,,,,,
238,PT06M25.00S,2023-04-08T02:47:45.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,35,39,2023-04-08T02:47:45Z,2350000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M25.00S,2023-04-08T02:48:51.0Z,2,REGULAR,substitution,out,[],1630228,,,1610612758,35,39,2023-04-08T02:50:24Z,2360000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M25.00S,2023-04-08T02:48:51.0Z,2,REGULAR,substitution,out,[],1630541,,,1610612758,35,39,2023-04-08T02:50:24Z,2370000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M25.00S,2023-04-08T02:48:51.0Z,2,REGULAR,substitution,out,[],202691,,,1610612758,35,39,2023-04-08T02:50:24Z,2380000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M25.00S,2023-04-08T02:48:51.0Z,2,REGULAR,substitution,in,[],1626172,,,1610612758,35,39,2023-04-08T02:50:24Z,2390000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M25.00S,2023-04-08T02:48:51.0Z,2,REGULAR,substitution,in,[],1628978,,,1610612758,35,39,2023-04-08T02:50:24Z,2400000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M25.00S,2023-04-08T02:48:51.0Z,2,REGULAR,substitution,in,[],1627780,,,1610612758,35,39,2023-04-08T02:50:24Z,2410000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M12.00S,2023-04-08T02:50:41.7Z,2,REGULAR,3pt,Jump Shot,[],1631099,66.83639947437582,45.83333333333333,1610612758,35,39,2023-04-08T02:50:47Z,2420000,False,-21.0,259.0,1,right,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,
249,PT06M07.00S,2023-04-08T02:50:46.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,35,39,2023-04-08T02:50:47Z,2430000,False,,,0,,K. Looney REBOUND (Off:5 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Above the Break 3,24+ Center,,,248.0,8.0,3.0,5.0,,,,,,,,,,,,,
250,PT05M51.00S,2023-04-08T02:51:02.1Z,2,REGULAR,foul,personal,['3freethrow'],1630558,,,1610612744,35,39,2023-04-08T02:51:14Z,2440000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Curry 3 FT),"[1630558, 201939]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,201639.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,0.0,Curry,201939.0,,
252,PT05M51.00S,2023-04-08T02:51:28.5Z,2,REGULAR,freethrow,1 of 3,[],201939,,,1610612744,35,40,2023-04-08T02:51:28Z,2460000,False,,,0,,S. Curry Free Throw 1 of 3 (7 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,
253,PT05M51.00S,2023-04-08T02:51:41.3Z,2,REGULAR,freethrow,2 of 3,[],201939,,,1610612744,35,41,2023-04-08T02:51:41Z,2470000,False,,,0,,S. Curry Free Throw 2 of 3 (8 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,
254,PT05M51.00S,2023-04-08T02:51:55.5Z,2,REGULAR,freethrow,3 of 3,[],201939,,,1610612744,35,42,2023-04-08T02:51:55Z,2480000,False,,,0,,S. Curry Free Throw 3 of 3 (9 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,9.0,,,,,,,,,,,
255,PT05M33.00S,2023-04-08T02:52:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,93.64323258869908,55.63725490196079,1610612758,35,42,2023-04-08T02:52:18Z,2490000,False,28.0,7.0,1,right,MISS R. Holmes driving Layup,[1626158],1610612758.0,SAC,driving,,,Holmes,R. Holmes,,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,
256,PT05M31.00S,2023-04-08T02:52:15.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,35,42,2023-04-08T02:52:18Z,2500000,False,,,0,,K. Looney REBOUND (Off:5 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,,,255.0,9.0,4.0,5.0,,,,,,,,,,,,,
