actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
170,PT11M15.00S,2022-11-18T03:38:58.9Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612759,37,30,2022-11-18T03:39:00Z,1680000,False,,,0,,C. Bassey REBOUND (Off:1 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Right Center,,,169.0,2.0,1.0,1.0,,,,,,,,,,,,,,
171,PT11M06.00S,2022-11-18T03:39:10.2Z,2,REGULAR,foul,personal,[],1628368,,,1610612759,37,30,2022-11-18T03:39:20Z,1690000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1629676]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,,,,,201638.0,,,,,,,,,1.0,0.0,Roby,1629676.0
173,PT11M03.00S,2022-11-18T03:39:34.5Z,2,REGULAR,foul,personal,[],1628368,,,1610612759,37,30,2022-11-18T03:39:41Z,1710000,False,,,0,,D. Fox personal FOUL (2 PF),"[1628368, 1630200]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,201638.0,,,,,,,,,2.0,0.0,Jones,1630200.0
175,PT10M55.00S,2022-11-18T03:39:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,91.01511169513797,38.970588235294116,1610612759,37,30,2022-11-18T03:40:02Z,1730000,False,-55.0,32.0,1,right,MISS I. Roby 6' driving Layup,[1629676],1610612759.0,SAS,driving,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
176,PT10M52.00S,2022-11-18T03:39:59.8Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,37,30,2022-11-18T03:39:59Z,1740000,False,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,In The Paint (Non-RA),0-8 Center,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT10M47.00S,2022-11-18T03:40:05.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629002,6.1268068331143235,51.225490196078425,1610612758,39,30,2022-11-18T04:01:18Z,1750000,False,-6.0,5.0,1,left,C. Metu DUNK (2 PTS) (T. Davis 3 AST),"[1629002, 1629056]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,2.0,,,,T. Davis,1629056.0,3.0,,,,,,,
179,PT10M33.00S,2022-11-18T03:40:18.5Z,2,REGULAR,3pt,Jump Shot,[],1630170,78.53153745072274,90.44117647058823,1610612759,39,33,2022-11-18T03:40:22Z,1770000,False,202.0,149.0,1,right,D. Vassell 25' 3PT  (5 PTS) (J. Sochan 1 AST),"[1630170, 1631110]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.13,Made,,,,,5.0,,,,J. Sochan,1631110.0,1.0,,,,,,,
182,PT10M15.00S,2022-11-18T03:40:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,6.521024967148489,44.85294117647059,1610612758,41,33,2022-11-18T03:40:53Z,1800000,False,26.0,9.0,1,left,M. Monk Layup (2 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,2.0,,,,,,,,,,,,,
184,PT10M02.00S,2022-11-18T03:41:01.8Z,2,REGULAR,3pt,Jump Shot,[],1629676,92.06636005256242,3.9215686274509802,1610612759,41,36,2022-11-18T03:41:11Z,1820000,False,-230.0,22.0,1,right,I. Roby 3PT  (9 PTS) (T. Jones 2 AST),"[1629676, 1630200]",1610612759.0,SAS,,,,Roby,I. Roby,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,9.0,,,,T. Jones,1630200.0,2.0,,,,,,,
186,PT09M49.00S,2022-11-18T03:41:14.4Z,2,REGULAR,2pt,Jump Shot,[],1628368,22.158344283837057,69.11764705882352,1610612758,43,36,2022-11-18T03:41:20Z,1840000,False,-96.0,156.0,1,left,D. Fox 18' pullup Jump Shot (12 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,18.28,Made,,,,,12.0,,,,,,,,,,,,,
187,PT09M40.00S,2022-11-18T03:41:29.5Z,2,REGULAR,foul,offensive,[],1629646,,,1610612759,43,36,2022-11-18T03:42:13Z,1850000,False,,,0,,C. Bassey offensive FOUL (1 PF),"[1629646, 1628368]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,16-24 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Fox,1628368.0
189,PT09M40.00S,2022-11-18T03:41:29.5Z,2,REGULAR,turnover,offensive foul,[],1629646,,,1610612759,43,36,2022-11-18T03:41:29Z,1870000,False,,,0,,C. Bassey offensive foul TURNOVER (2 TO),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,16-24 Center,,,,,,,,200832.0,,,,,,2.0,,,,,,
210,PT09M40.00S,2022-11-18T03:41:46.8Z,2,REGULAR,substitution,out,[],1629056,,,1610612758,43,36,2022-11-18T03:45:31Z,1895000,False,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M40.00S,2022-11-18T03:41:46.8Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,43,36,2022-11-18T03:45:31Z,1907500,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M21.00S,2022-11-18T03:42:04.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,31.225361366622867,32.84313725490196,1610612758,43,36,2022-11-18T03:42:09Z,1920000,False,86.0,241.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
195,PT09M19.00S,2022-11-18T03:42:06.9Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,43,36,2022-11-18T03:42:06Z,1930000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,,
196,PT09M14.00S,2022-11-18T03:42:11.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,92.19776609724047,40.931372549019606,1610612759,43,36,2022-11-18T04:04:21Z,1940000,False,-45.0,21.0,1,right,MISS J. Sochan driving Layup,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
197,PT09M10.00S,2022-11-18T03:42:15.5Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,43,36,2022-11-18T03:42:19Z,1950000,False,,,0,,T. Lyles REBOUND (Off:1 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,196.0,2.0,1.0,1.0,,,,,,,,,,,,,,
198,PT09M10.00S,2022-11-18T03:42:19.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629002,8.229303547963205,46.32352941176471,1610612758,45,36,2022-11-18T04:05:07Z,1960000,False,18.0,25.0,1,left,C. Metu running alley-oop DUNK (4 PTS) (D. Mitchell 1 AST),"[1629002, 1630558]",1610612758.0,SAC,running alley-oop,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,4.0,,,,D. Mitchell,1630558.0,1.0,,,,,,,
331,PT09M10.00S,2022-11-18T03:43:25.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,45,36,2022-11-18T04:06:51Z,1985000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M10.00S,2022-11-18T03:44:32.0Z,2,REGULAR,substitution,out,[],1628368,,,1610612759,45,36,2022-11-18T03:45:18Z,2000000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M10.00S,2022-11-18T03:44:32.0Z,2,REGULAR,substitution,out,[],1629676,,,1610612759,45,36,2022-11-18T03:45:18Z,2020000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M10.00S,2022-11-18T03:44:32.0Z,2,REGULAR,substitution,out,[],1629646,,,1610612759,45,36,2022-11-18T03:45:18Z,2030000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M10.00S,2022-11-18T03:44:32.0Z,2,REGULAR,substitution,in,[],1628989,,,1610612759,45,36,2022-11-18T03:45:18Z,2040000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M10.00S,2022-11-18T03:44:32.0Z,2,REGULAR,substitution,in,[],1631160,,,1610612759,45,36,2022-11-18T03:45:18Z,2060000,False,,,0,,SUB in: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M10.00S,2022-11-18T03:44:32.0Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,45,36,2022-11-18T03:45:18Z,2070000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M54.00S,2022-11-18T03:45:32.4Z,2,REGULAR,turnover,bad pass,[],1627751,,,1610612759,45,36,2022-11-18T03:45:37Z,2080000,False,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 1629002]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Metu,1629002.0,,,,
213,PT08M54.00S,2022-11-18T03:45:32.4Z,2,REGULAR,steal,,[],1629002,,,1610612758,45,36,2022-11-18T03:45:34Z,2090000,False,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
214,PT08M46.00S,2022-11-18T03:45:40.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630558,6.521024967148489,46.07843137254902,1610612758,47,36,2022-11-18T03:45:49Z,2100000,False,20.0,9.0,1,left,D. Mitchell driving Layup (2 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.15,Made,,,,,2.0,,,,,,,,,,,,,
215,PT08M36.00S,2022-11-18T03:45:50.3Z,2,REGULAR,3pt,Jump Shot,[],1630170,74.85216819973719,13.725490196078432,1610612759,47,36,2022-11-18T03:45:56Z,2110000,False,-181.0,184.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
216,PT08M32.00S,2022-11-18T03:45:55.4Z,2,REGULAR,rebound,offensive,[],1631160,,,1610612759,47,36,2022-11-18T03:45:55Z,2120000,False,,,0,,J. Hall REBOUND (Off:1 Def:3),[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,Above the Break 3,24+ Left Center,,,215.0,4.0,3.0,1.0,,,,,,,,,,,,,,
217,PT08M23.00S,2022-11-18T03:46:04.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1631110,89.70105124835742,79.16666666666666,1610612759,47,36,2022-11-18T04:08:40Z,2130000,False,146.0,44.0,1,right,MISS J. Sochan 15' turnaround fadeaway Shot,[1631110],1610612759.0,SAS,turnaround fadeaway,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,15.24,Missed,,,,,,,,,,,,,,,,,,
218,PT08M17.00S,2022-11-18T03:46:10.6Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612758,47,36,2022-11-18T03:46:12Z,2140000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,,,217.0,1.0,1.0,0.0,,,,,,,,,,,,,,
219,PT08M05.00S,2022-11-18T03:46:21.1Z,2,REGULAR,3pt,Jump Shot,[],1626168,32.276609724047304,46.81372549019608,1610612758,47,36,2022-11-18T03:46:26Z,2150000,False,16.0,251.0,1,left,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Center,25.14,Missed,,,,,,,,,,,,,,,,,,
220,PT08M03.00S,2022-11-18T03:46:23.1Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,47,36,2022-11-18T03:46:26Z,2160000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,,
221,PT07M57.00S,2022-11-18T03:46:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.11760840998686,47.05882352941176,1610612759,47,38,2022-11-18T04:09:29Z,2170000,False,-15.0,12.0,1,right,T. Jones cutting Layup (6 PTS) (J. Sochan 2 AST),"[1630200, 1631110]",1610612759.0,SAS,cutting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,6.0,,,,J. Sochan,1631110.0,2.0,,,,,,,
223,PT07M32.00S,2022-11-18T03:46:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,5.732588699080158,45.34313725490196,1610612758,49,38,2022-11-18T04:09:50Z,2190000,False,23.0,1.0,1,left,M. Monk driving Layup (4 PTS),[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,4.0,,,,,,,,,,,,,
224,PT07M21.00S,2022-11-18T03:47:06.5Z,2,REGULAR,3pt,Jump Shot,[],1631160,67.23061760840999,38.970588235294116,1610612759,49,41,2022-11-18T04:10:38Z,2200000,False,-55.0,256.0,1,right,J. Hall 26' 3PT pullup (3 PTS) (J. Poeltl 4 AST),"[1631160, 1627751]",1610612759.0,SAS,pullup,,,Hall,J. Hall,,,,,Above the Break 3,24+ Center,26.14,Made,,,,,3.0,,,,J. Poeltl,1627751.0,4.0,,,,,,,
225,PT07M06.00S,2022-11-18T03:47:22.3Z,2,REGULAR,turnover,out-of-bounds,[],1629002,,,1610612758,49,41,2022-11-18T03:47:30Z,2210000,False,,,0,,C. Metu bad pass out-of-bounds TURNOVER (1 TO),[1629002],1610612758.0,SAC,bad pass,,,Metu,C. Metu,,,,,Mid-Range,8-16 Right,,,,,,,,201638.0,,,,,,1.0,,,,,,
226,PT07M06.00S,2022-11-18T03:47:24.9Z,2,REGULAR,substitution,out,[],1629002,,,1610612759,49,41,2022-11-18T03:47:44Z,2220000,False,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M06.00S,2022-11-18T03:47:24.9Z,2,REGULAR,substitution,out,[],1626168,,,1610612759,49,41,2022-11-18T03:47:44Z,2230000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M06.00S,2022-11-18T03:47:24.9Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,49,41,2022-11-18T03:47:44Z,2240000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M06.00S,2022-11-18T03:47:24.9Z,2,REGULAR,substitution,in,[],1627734,,,1610612759,49,41,2022-11-18T03:47:44Z,2250000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M06.00S,2022-11-18T03:47:24.9Z,2,REGULAR,substitution,in,[],203084,,,1610612759,49,41,2022-11-18T03:47:44Z,2260000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M06.00S,2022-11-18T03:47:24.9Z,2,REGULAR,substitution,in,[],1626196,,,1610612759,49,41,2022-11-18T03:47:44Z,2270000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M52.00S,2022-11-18T03:47:57.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,89.56964520367937,50.0,1610612759,49,43,2022-11-18T04:12:09Z,2280000,False,0.0,46.0,1,right,D. Vassell driving floating Jump Shot (7 PTS),[1630170],1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,,,,,7.0,,,,,,,,,,,,,
233,PT06M36.00S,2022-11-18T03:48:12.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203084,6.389618922470433,49.50980392156863,1610612758,51,43,2022-11-18T04:13:20Z,2290000,False,2.0,8.0,1,left,H. Barnes driving DUNK (5 PTS) (D. Mitchell 2 AST),"[203084, 1630558]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,5.0,,,,D. Mitchell,1630558.0,2.0,,,,,,,
235,PT06M13.00S,2022-11-18T03:48:36.6Z,2,REGULAR,3pt,Jump Shot,[],1631110,91.80354796320631,3.6764705882352944,1610612759,51,43,2022-11-18T03:48:42Z,2310000,False,-232.0,25.0,1,right,MISS J. Sochan 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
236,PT06M10.00S,2022-11-18T03:48:39.6Z,2,REGULAR,rebound,offensive,[],1631160,,,1610612759,51,43,2022-11-18T03:48:42Z,2320000,False,,,0,,J. Hall REBOUND (Off:2 Def:3),[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,Left Corner 3,24+ Left,,,235.0,5.0,3.0,2.0,,,,,,,,,,,,,,
237,PT06M05.00S,2022-11-18T03:48:45.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626196,84.57621550591328,34.55882352941176,1610612759,51,43,2022-11-18T03:48:53Z,2330000,False,-77.0,92.0,1,right,MISS J. Richardson 12' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Left,12.05,Missed,,,,,,,,,,,,,,,,,,
238,PT05M59.00S,2022-11-18T03:48:51.3Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,51,43,2022-11-18T03:48:53Z,2340000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,,,237.0,3.0,2.0,1.0,,,,,,,,,,,,,,
239,PT05M58.00S,2022-11-18T03:48:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,92.85479632063075,52.450980392156865,1610612759,51,45,2022-11-18T03:48:58Z,2350000,False,12.0,15.0,1,right,J. Poeltl putback Layup (2 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,2.0,,,,,,,,,,,,,
240,PT05M48.00S,2022-11-18T03:49:01.2Z,2,REGULAR,turnover,bad pass,[],1628989,,,1610612758,51,45,2022-11-18T03:49:09Z,2360000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1627751]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Poeltl,1627751.0,,,,
241,PT05M48.00S,2022-11-18T03:49:01.2Z,2,REGULAR,steal,,[],1627751,,,1610612759,51,45,2022-11-18T04:15:30Z,2370000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT05M45.00S,2022-11-18T03:49:07.4Z,2,REGULAR,turnover,out-of-bounds,[],1631110,,,1610612759,51,45,2022-11-18T03:49:17Z,2380000,False,,,0,,J. Sochan bad pass out-of-bounds TURNOVER (1 TO),[1631110],1610612759.0,SAS,bad pass,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,,,,,,
243,PT05M45.00S,2022-11-18T03:49:16.6Z,2,REGULAR,substitution,out,[],1630170,,,1610612758,51,45,2022-11-18T03:49:27Z,2390000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M45.00S,2022-11-18T03:49:16.6Z,2,REGULAR,substitution,in,[],1628966,,,1610612758,51,45,2022-11-18T03:49:27Z,2400000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M33.00S,2022-11-18T03:49:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628370,5.995400788436268,53.67647058823529,1610612758,53,45,2022-11-18T03:49:50Z,2410000,False,-18.0,4.0,1,left,M. Monk driving Layup (6 PTS),[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,6.0,,,,,,,,,,,,,
246,PT05M13.00S,2022-11-18T03:50:05.0Z,2,REGULAR,2pt,Jump Shot,[],1631160,85.10183968462549,69.36274509803921,1610612759,53,45,2022-11-18T03:50:12Z,2420000,False,97.0,88.0,1,right,MISS J. Hall 13' pullup Shot,[1631160],1610612759.0,SAS,pullup,,,Hall,J. Hall,,,,,Mid-Range,8-16 Right,13.05,Missed,,,,,,,,,,,,,,,,,,
247,PT05M08.00S,2022-11-18T03:50:10.0Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,53,45,2022-11-18T03:50:12Z,2430000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,246.0,4.0,2.0,2.0,,,,,,,,,,,,,,
248,PT05M00.00S,2022-11-18T03:50:18.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627751,87.59855453350855,47.794117647058826,1610612759,53,47,2022-11-18T03:50:22Z,2440000,False,-11.0,64.0,1,right,J. Poeltl 6' Jump Shot (4 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,6.5,Made,,,,,4.0,,,,,,,,,,,,,
249,PT04M44.00S,2022-11-18T03:50:33.8Z,2,REGULAR,3pt,Jump Shot,[],1628370,31.09395532194481,33.57843137254902,1610612758,53,47,2022-11-18T04:17:32Z,2450000,False,82.0,240.0,1,left,MISS M. Monk 25' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
250,PT04M40.00S,2022-11-18T03:50:37.2Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,53,47,2022-11-18T03:50:37Z,2460000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,249.0,5.0,3.0,2.0,,,,,,,,,,,,,,
251,PT04M33.00S,2022-11-18T03:50:48.5Z,2,REGULAR,foul,personal,[],1628989,,,1610612759,53,47,2022-11-18T03:50:55Z,2470000,False,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 1626196]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,,,,,,,,200832.0,,,,,,,,,2.0,0.0,Richardson,1626196.0
253,PT04M33.00S,2022-11-18T03:50:55.9Z,2,REGULAR,substitution,out,[],1628370,,,1610612759,53,47,2022-11-18T03:51:12Z,2490000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M33.00S,2022-11-18T03:50:55.9Z,2,REGULAR,substitution,out,[],1630558,,,1610612759,53,47,2022-11-18T03:51:12Z,2500000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M33.00S,2022-11-18T03:50:55.9Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,53,47,2022-11-18T03:51:12Z,2510000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M33.00S,2022-11-18T03:50:55.9Z,2,REGULAR,substitution,in,[],1629056,,,1610612759,53,47,2022-11-18T03:51:12Z,2520000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M33.00S,2022-11-18T03:50:55.9Z,2,REGULAR,substitution,in,[],1628368,,,1610612759,53,47,2022-11-18T03:51:12Z,2530000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M33.00S,2022-11-18T03:50:55.9Z,2,REGULAR,substitution,in,[],203476,,,1610612759,53,47,2022-11-18T03:51:12Z,2540000,False,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M21.00S,2022-11-18T03:51:26.2Z,2,REGULAR,2pt,Jump Shot,[],1626196,77.21747700394218,50.49019607843137,1610612759,53,47,2022-11-18T04:17:47Z,2550000,False,2.0,162.0,1,right,MISS J. Richardson 16' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Center,16.17,Missed,,,,,,,,,,,,,,,,,,
