actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
178,PT00M02.50S,2022-10-29T22:39:55.4Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,31,23,2022-10-29T22:40:08Z,1760000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT00M02.50S,2022-10-29T22:39:55.4Z,1,REGULAR,substitution,in,[],1629644,,,1610612758,31,23,2022-10-29T22:40:08Z,1770000,,,0,,SUB in: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M02.50S,2022-10-29T22:39:55.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612758,31,23,2022-10-29T22:40:08Z,1780000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M02.50S,2022-10-29T22:40:16.8Z,1,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,32,23,2022-10-29T22:40:16Z,1790000,,,0,,D. Fox Free Throw 1 of 1 (7 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
182,PT00M00.00S,2022-10-29T22:40:28.3Z,1,REGULAR,period,end,[],0,,,1610612748,32,23,2022-10-29T22:40:28Z,1800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-10-29T22:42:38.9Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612748,32,23,2022-10-29T22:43:03Z,1810000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-10-29T22:42:38.9Z,2,REGULAR,substitution,out,['startperiod'],1629644,,,1610612748,32,23,2022-10-29T22:43:03Z,1820000,,,0,,SUB out: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-10-29T22:42:38.9Z,2,REGULAR,substitution,out,['startperiod'],1631107,,,1610612748,32,23,2022-10-29T22:43:03Z,1830000,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-10-29T22:42:38.9Z,2,REGULAR,substitution,in,['startperiod'],1628370,,,1610612748,32,23,2022-10-29T22:43:03Z,1840000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-10-29T22:42:38.9Z,2,REGULAR,substitution,in,['startperiod'],1626168,,,1610612748,32,23,2022-10-29T22:43:03Z,1850000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-10-29T22:42:38.9Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,32,23,2022-10-29T22:43:03Z,1860000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-10-29T22:43:07.6Z,2,REGULAR,period,start,[],0,,,1610612758,32,23,2022-10-29T22:43:07Z,1870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M43.00S,2022-10-29T22:43:23.7Z,2,REGULAR,3pt,Jump Shot,[],1628370,29.38567674113009,17.892156862745097,1610612758,32,23,2022-10-29T22:47:40Z,1880000,161.0,224.0,1,left,MISS M. Monk 27' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,27.53,Missed,,,,,,,,,,,,,,,,,,
191,PT11M40.00S,2022-10-29T22:43:26.7Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,32,23,2022-10-29T22:43:27Z,1890000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,190.0,,,,,,3.0,2.0,1.0,,,,,,,,,
192,PT11M34.00S,2022-10-29T22:43:33.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,87.86136662286465,52.94117647058824,1610612748,32,23,2022-10-29T22:43:37Z,1900000,15.0,62.0,1,right,MISS C. Martin 6' driving Layup,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,6.33,Missed,,,,,,,,,,,,,,,,,,
193,PT11M30.00S,2022-10-29T22:43:37.1Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612758,32,23,2022-10-29T22:43:37Z,1910000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,192.0,,,,,,1.0,1.0,0.0,,,,,,,,,
194,PT11M25.00S,2022-10-29T22:43:40.7Z,2,REGULAR,3pt,Jump Shot,[],1626168,30.305519053876477,67.8921568627451,1610612758,32,23,2022-10-29T22:51:05Z,1920000,-89.0,232.0,1,left,MISS T. Lyles 24' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
195,PT11M20.00S,2022-10-29T22:43:45.7Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,32,23,2022-10-29T22:43:51Z,1930000,,,0,,D. Robinson REBOUND (Off:1 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,194.0,,,,,,2.0,1.0,1.0,,,,,,,,,
196,PT11M07.00S,2022-10-29T22:43:59.4Z,2,REGULAR,2pt,Jump Shot,[],1629130,80.3712220762155,87.25490196078431,1610612748,32,23,2022-10-29T22:44:06Z,1940000,186.0,132.0,1,right,MISS D. Robinson 22' Jump Shot,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right,22.83,Missed,,,,,,,,,,,,,,,,,,
197,PT11M04.00S,2022-10-29T22:44:02.4Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,32,23,2022-10-29T22:44:06Z,1950000,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Mid-Range,16-24 Right,,,196.0,,,,,,2.0,2.0,0.0,,,,,,,,,
198,PT11M02.00S,2022-10-29T22:44:05.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,6.783837056504599,47.05882352941176,1610612758,34,23,2022-10-29T22:44:13Z,1960000,15.0,11.0,1,left,M. Monk running Layup (2 PTS) (D. Fox 1 AST),"[1628370, 1628368]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,1.85,Made,,,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,
200,PT11M02.00S,2022-10-29T22:44:09.6Z,2,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612758,34,23,2022-10-29T22:44:21Z,1980000,,,0,,G. Vincent shooting personal FOUL (2 PF) (Monk 1 FT),"[1629216, 1628370]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,1628482.0,,,,,,,,,,2.0,0.0,Monk,1628370.0,,,
202,PT11M02.00S,2022-10-29T22:44:32.8Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628370,,,1610612758,35,23,2022-10-29T22:44:32Z,2000000,,,0,,M. Monk Free Throw 1 of 1 (3 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,3.0,,,,,,,,,,,,,,,
203,PT10M38.00S,2022-10-29T22:44:59.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.97043363994744,47.30392156862745,1610612748,35,23,2022-10-29T22:54:42Z,2010000,-13.0,89.0,1,right,MISS B. Adebayo 8' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.98,Missed,,,,,,,,,,,,,,,,,,
204,PT10M32.00S,2022-10-29T22:45:05.9Z,2,REGULAR,rebound,offensive,[],1629622,,,1610612748,35,23,2022-10-29T22:55:03Z,2020000,,,0,,M. Strus REBOUND (Off:1 Def:0),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,203.0,,,,,,1.0,0.0,1.0,,,,,,,,,
205,PT10M32.00S,2022-10-29T22:45:05.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629622,94.40999984741211,50.0,1610612748,35,23,2022-10-29T22:45:42Z,2030000,0.0,0.0,1,right,MISS M. Strus tip Layup,[1629622],1610612748.0,MIA,tip,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
206,PT10M31.00S,2022-10-29T22:45:06.7Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612758,35,23,2022-10-29T22:45:42Z,2040000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,205.0,,,,,,2.0,2.0,0.0,,,,,,,,,
207,PT10M26.00S,2022-10-29T22:45:11.4Z,2,REGULAR,3pt,Jump Shot,[],1626168,4.418528252299605,94.85294117647058,1610612758,38,23,2022-10-29T22:45:25Z,2050000,-224.0,-11.0,1,left,T. Lyles 3PT  (7 PTS) (D. Fox 2 AST),"[1626168, 1628368]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,22.46,Made,,,7.0,D. Fox,1628368.0,2.0,,,,,,,,,,,,
209,PT10M26.00S,2022-10-29T22:45:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,38,23,2022-10-29T22:45:19Z,2070000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M26.00S,2022-10-29T22:47:04.7Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,38,23,2022-10-29T22:47:57Z,2080000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M26.00S,2022-10-29T22:47:04.7Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,38,23,2022-10-29T22:47:57Z,2090000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M05.00S,2022-10-29T22:48:30.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,89.43823915900131,41.66666666666667,1610612748,38,25,2022-10-29T22:48:49Z,2100000,-42.0,47.0,1,right,T. Herro 6' driving floating Jump Shot (3 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,,,3.0,,,,,,,,,,,,,,,
213,PT09M44.00S,2022-10-29T22:48:52.6Z,2,REGULAR,turnover,bad pass,[],1626168,,,1610612758,38,25,2022-10-29T22:48:57Z,2110000,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 1628997]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Martin,1628997.0
214,PT09M44.00S,2022-10-29T22:48:52.6Z,2,REGULAR,steal,,[],1628997,,,1610612748,38,25,2022-10-29T22:48:55Z,2120000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
216,PT09M40.00S,2022-10-29T22:49:07.5Z,2,REGULAR,substitution,out,[],1626168,,,1610612748,38,25,2022-10-29T22:49:18Z,2140000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M40.00S,2022-10-29T22:49:07.5Z,2,REGULAR,substitution,in,[],1629056,,,1610612748,38,25,2022-10-29T22:49:18Z,2150000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M38.00S,2022-10-29T22:49:29.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,89.83245729303549,3.6764705882352944,1610612748,38,28,2022-10-29T22:49:36Z,2160000,-232.0,43.0,1,right,M. Strus 3PT  (6 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.56,Made,,,6.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,
220,PT09M26.00S,2022-10-29T22:49:41.4Z,2,REGULAR,3pt,Jump Shot,[],1628370,31.488173455978973,63.23529411764706,1610612758,38,28,2022-10-29T22:49:52Z,2180000,-66.0,243.0,1,left,MISS M. Monk 25' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
221,PT09M24.00S,2022-10-29T22:49:43.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,38,28,2022-10-29T22:49:52Z,2190000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,220.0,,,,,,,,,,,,,,,,,
223,PT09M14.00S,2022-10-29T22:50:02.4Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,38,28,2022-10-29T22:50:17Z,2210000,,,0,,T. Herro lost ball out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,lost ball,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,1628482.0,,,,,,,,,,,,,,1.0,,
224,PT09M14.00S,2022-10-29T22:50:09.4Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,38,28,2022-10-29T22:50:19Z,2220000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M14.00S,2022-10-29T22:50:09.4Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,38,28,2022-10-29T22:50:19Z,2230000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M14.00S,2022-10-29T22:50:09.4Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,38,28,2022-10-29T22:50:19Z,2240000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M14.00S,2022-10-29T22:50:09.4Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,38,28,2022-10-29T22:50:19Z,2250000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT09M14.00S,2022-10-29T22:50:09.4Z,2,REGULAR,substitution,out,[],203084,,,1610612758,38,28,2022-10-29T23:00:06Z,2252500,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT09M14.00S,2022-10-29T22:50:09.4Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,38,28,2022-10-29T23:00:06Z,2253750,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M05.00S,2022-10-29T22:50:29.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629056,30.56833114323259,32.1078431372549,1610612758,38,28,2022-10-29T23:04:20Z,2260000,89.0,235.0,1,left,MISS T. Davis 25' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
229,PT09M02.00S,2022-10-29T22:50:32.1Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,38,28,2022-10-29T22:50:33Z,2270000,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,228.0,,,,,,2.0,1.0,1.0,,,,,,,,,
230,PT08M54.00S,2022-10-29T22:50:40.0Z,2,REGULAR,2pt,Jump Shot,[],1629639,95.22010512483574,25.0,1610612748,38,28,2022-10-29T22:50:49Z,2280000,-125.0,-8.0,1,right,MISS T. Herro 12' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,12.52,Missed,,,,,,,,,,,,,,,,,,
231,PT08M51.00S,2022-10-29T22:50:43.0Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,38,28,2022-10-29T22:50:49Z,2290000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,230.0,,,,,,1.0,1.0,0.0,,,,,,,,,
232,PT08M43.00S,2022-10-29T22:50:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.863994743758213,53.67647058823529,1610612758,40,28,2022-10-29T22:50:55Z,2300000,-18.0,3.0,1,left,D. Sabonis Layup (8 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.86,Made,,,8.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,
354,PT08M34.00S,2022-10-29T22:51:10.6Z,2,REGULAR,foul,personal,[],1631099,,,1610612748,40,28,2022-10-29T23:13:14Z,2335000,,,0,,K. Murray personal FOUL (2 PF),"[1631099, 1629622]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right,,,,202007.0,,,,,,,,,,2.0,0.0,Strus,1629622.0,,,
238,PT08M22.00S,2022-10-29T22:51:29.7Z,2,REGULAR,3pt,Jump Shot,[],1629639,73.80091984231275,16.666666666666664,1610612748,40,31,2022-10-29T23:06:01Z,2360000,-167.0,194.0,1,right,T. Herro 25' 3PT pullup (6 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,25.56,Made,,,6.0,,,,,,,,,,,,,,,
239,PT08M07.00S,2022-10-29T22:51:44.6Z,2,REGULAR,2pt,Jump Shot,[],1627734,22.946780551905388,70.58823529411765,1610612758,40,31,2022-10-29T22:51:50Z,2370000,-103.0,163.0,1,left,MISS D. Sabonis 19' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,19.29,Missed,,,,,,,,,,,,,,,,,,
240,PT08M02.00S,2022-10-29T22:51:49.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,40,31,2022-10-29T22:51:50Z,2380000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,239.0,,,,,,2.0,2.0,0.0,,,,,,,,,
241,PT07M59.00S,2022-10-29T22:51:53.1Z,2,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612748,40,31,2022-10-29T22:52:11Z,2390000,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1627734, 1628389]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,202007.0,,,,,,,,,,3.0,0.0,Adebayo,1628389.0,,,
244,PT07M59.00S,2022-10-29T22:52:24.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628389,,,1610612748,40,32,2022-10-29T22:52:25Z,2410000,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
245,PT07M59.00S,2022-10-29T22:52:27.2Z,2,REGULAR,substitution,out,[],1628370,,,1610612748,40,32,2022-10-29T22:52:31Z,2420000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M59.00S,2022-10-29T22:52:27.2Z,2,REGULAR,substitution,in,[],1628989,,,1610612748,40,32,2022-10-29T22:52:31Z,2430000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M59.00S,2022-10-29T22:52:46.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628389,,,1610612748,40,33,2022-10-29T22:52:46Z,2440000,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,8.0,,,,,,,,,,,,,,,
248,PT07M51.00S,2022-10-29T22:52:58.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,5.995400788436268,51.225490196078425,1610612758,42,33,2022-10-29T22:53:03Z,2450000,-6.0,4.0,1,left,D. Sabonis cutting DUNK (10 PTS) (K. Murray 1 AST),"[1627734, 1631099]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.72,Made,,,10.0,K. Murray,1631099.0,1.0,,,,,,,,,,,,
250,PT07M39.00S,2022-10-29T22:53:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,94.03745072273325,52.20588235294118,1610612748,42,35,2022-10-29T22:53:15Z,2470000,11.0,4.0,1,right,B. Adebayo driving Layup (10 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.15,Made,,,10.0,,,,,,,,,,,,,,,
251,PT07M28.00S,2022-10-29T22:53:20.7Z,2,REGULAR,3pt,Jump Shot,[],1628989,32.013797634691194,45.34313725490196,1610612758,45,35,2022-10-29T23:07:31Z,2480000,23.0,248.0,1,left,K. Huerter 24' 3PT step back (9 PTS),[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,24.95,Made,,,9.0,,,,,,,,,,,,,,,
252,PT07M15.00S,2022-10-29T22:53:34.9Z,2,REGULAR,2pt,Jump Shot,[],1628389,72.22404730617609,48.03921568627451,1610612748,45,37,2022-10-29T22:53:43Z,2490000,-10.0,209.0,1,right,B. Adebayo 20' pullup Jump Shot (12 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,20.88,Made,,,12.0,,,,,,,,,,,,,,,
253,PT07M00.00S,2022-10-29T22:53:53.6Z,2,REGULAR,turnover,bad pass,[],1631099,,,1610612758,45,37,2022-10-29T22:54:39Z,2500000,,,0,,K. Murray bad pass TURNOVER (2 TO),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,,
254,PT07M00.00S,2022-10-29T22:54:02.7Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,45,37,2022-10-29T22:54:05Z,2510000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M00.00S,2022-10-29T22:54:02.7Z,2,REGULAR,substitution,in,[],200768,,,1610612748,45,37,2022-10-29T22:54:05Z,2520000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M58.00S,2022-10-29T22:54:21.4Z,2,REGULAR,jumpball,recovered,[],1628389,,,1610612748,45,37,2022-10-29T23:30:57Z,2530000,,,0,,Jump Ball M. Strus vs. D. Sabonis: Tip to B. Adebayo,"[1628389, 1629622, 1627734]",1610612748.0,MIA,heldball,B. Adebayo,1628389.0,Adebayo,B. Adebayo,Strus,1629622.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
262,PT06M33.00S,2022-10-29T22:56:00.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629622,91.14651773981603,45.83333333333333,1610612748,45,37,2022-10-29T22:56:07Z,2590000,-21.0,31.0,1,right,MISS M. Strus floating Shot,[1629622],1610612748.0,MIA,floating,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,3.71,Missed,,,,,,,,,,,,,,,,,,
263,PT06M29.00S,2022-10-29T22:56:04.7Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,45,37,2022-10-29T22:56:04Z,2600000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,262.0,,,,,,3.0,2.0,1.0,,,,,,,,,
264,PT06M29.00S,2022-10-29T22:56:04.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,94.40999984741211,50.0,1610612748,45,37,2022-10-29T22:56:04Z,2610000,0.0,0.0,1,right,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
265,PT06M27.00S,2022-10-29T22:56:05.7Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,45,37,2022-10-29T22:56:05Z,2620000,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,264.0,,,,,,1.0,1.0,0.0,,,,,,,,,
266,PT06M25.00S,2022-10-29T22:56:08.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,32.14520367936925,50.98039215686274,1610612758,48,37,2022-10-29T22:56:16Z,2630000,-5.0,250.0,1,left,K. Murray 24' 3PT running pullup (10 PTS) (D. Mitchell 1 AST),"[1631099, 1630558]",1610612758.0,SAC,running pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,24.97,Made,,,10.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,
