actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
178,PT10M03.00S,2021-10-31T20:11:20.4Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,33,26,2021-10-31T20:11:24Z,1760000,,,0,,R. Holmes REBOUND (Off:1 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,177.0,3.0,2.0,1.0,,,,,,,,,,,,,
179,PT09M43.00S,2021-10-31T20:11:41.8Z,2,REGULAR,3pt,Jump Shot,[],203084,5.206964520367937,95.58823529411765,1610612758,33,29,2021-10-31T20:11:52Z,1770000,-228.0,-4.0,1,left,H. Barnes 3PT  (5 PTS) (D. Mitchell 3 AST),"[203084, 1630558]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,22.79,Made,5.0,,,,,D. Mitchell,1630558.0,3.0,,,,,,,,,,
183,PT09M43.00S,2021-10-31T20:11:48.9Z,2,REGULAR,foul,personal,[],1626158,,,1610612742,33,29,2021-10-31T20:12:12Z,1790000,,,0,,R. Holmes personal FOUL (2 PF),"[1626158, 1628373]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,2003.0,,,,,,,,,,,2.0,0.0,Ntilikina,1628373.0,,,,,,
185,PT09M43.00S,2021-10-31T20:11:57.5Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,33,29,2021-10-31T20:12:02Z,1810000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M43.00S,2021-10-31T20:11:57.5Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,33,29,2021-10-31T20:12:02Z,1820000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M32.00S,2021-10-31T20:12:19.5Z,2,REGULAR,turnover,bad pass,[],1628973,,,1610612742,33,29,2021-10-31T20:12:24Z,1830000,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 1626158]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,2.0,Holmes,1626158.0,,,
188,PT09M32.00S,2021-10-31T20:12:19.5Z,2,REGULAR,steal,,[],1626158,,,1610612758,33,29,2021-10-31T20:12:21Z,1840000,,,0,,R. Holmes STEAL (1 STL),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M30.00S,2021-10-31T20:12:23.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626158,7.046649145860711,52.450980392156865,1610612758,33,29,2021-10-31T20:12:31Z,1850000,-12.0,14.0,1,left,MISS R. Holmes running Layup - blocked,"[1626158, 1628973]",1610612758.0,SAC,running,,,Holmes,R. Holmes,,,,,,1.84,Missed,,,,,,,,,,,,,,,,Brunson,1628973.0,
190,PT09M30.00S,2021-10-31T20:12:23.1Z,2,REGULAR,block,,[],1628973,,,1610612758,33,29,2021-10-31T20:12:25Z,1860000,,,0,,J. Brunson BLOCK (1 BLK),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M30.00S,2021-10-31T20:12:23.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,33,29,2021-10-31T20:12:31Z,1870000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,
192,PT09M30.00S,2021-10-31T20:12:26.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,33,29,2021-10-31T20:12:26Z,1880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M22.00S,2021-10-31T20:12:47.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,21.107095926412615,89.4607843137255,1610612758,33,29,2021-10-31T20:12:52Z,1890000,-197.0,146.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,
194,PT09M21.00S,2021-10-31T20:12:48.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,33,29,2021-10-31T20:12:52Z,1900000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,
195,PT09M21.00S,2021-10-31T20:12:52.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,33,29,2021-10-31T20:12:52Z,1910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M21.00S,2021-10-31T20:12:52.5Z,2,REGULAR,substitution,out,[],1627741,,,1610612742,33,29,2021-10-31T20:13:10Z,1920000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M21.00S,2021-10-31T20:12:52.5Z,2,REGULAR,substitution,in,[],203090,,,1610612742,33,29,2021-10-31T20:13:10Z,1930000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M05.00S,2021-10-31T20:13:24.4Z,2,REGULAR,3pt,Jump Shot,[],1628425,69.59592641261499,31.61764705882353,1610612742,33,29,2021-10-31T20:13:38Z,1940000,-92.0,233.0,1,right,MISS S. Brown 25' 3PT - blocked,"[1628425, 1630169]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,25.07,Missed,,,,,,,,,,,,,,,,Haliburton,1630169.0,
199,PT09M05.00S,2021-10-31T20:13:24.4Z,2,REGULAR,block,,[],1630169,,,1610612742,33,29,2021-10-31T20:13:27Z,1950000,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M02.00S,2021-10-31T20:13:27.4Z,2,REGULAR,rebound,defensive,[],203090,,,1610612758,33,29,2021-10-31T20:13:38Z,1960000,,,0,,M. Harkless REBOUND (Off:0 Def:3),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,198.0,3.0,3.0,0.0,,,,,,,,,,,,,
201,PT08M52.00S,2021-10-31T20:13:35.7Z,2,REGULAR,3pt,Jump Shot,[],1630558,29.6484888304862,68.62745098039215,1610612758,33,29,2021-10-31T20:13:40Z,1970000,-93.0,226.0,1,left,MISS D. Mitchell 24' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,
202,PT08M50.00S,2021-10-31T20:13:38.0Z,2,REGULAR,rebound,offensive,[],1630169,,,1610612758,33,29,2021-10-31T20:13:38Z,1980000,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,201.0,1.0,0.0,1.0,,,,,,,,,,,,,
203,PT08M41.00S,2021-10-31T20:13:51.1Z,2,REGULAR,foul,personal,['2freethrow'],1628425,,,1610612758,33,29,2021-10-31T20:13:57Z,1990000,,,0,,S. Brown shooting personal FOUL (2 PF) (Haliburton 2 FT),"[1628425, 1630169]",1610612742.0,DAL,shooting,,,Brown,S. Brown,,,,,2002.0,,,,,,,,,,,2.0,0.0,Haliburton,1630169.0,,,,,,
205,PT08M41.00S,2021-10-31T20:14:18.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630169,,,1610612758,33,30,2021-10-31T20:14:18Z,2010000,,,0,,T. Haliburton Free Throw 1 of 2 (3 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
206,PT08M41.00S,2021-10-31T20:14:19.1Z,2,REGULAR,substitution,out,[],1628425,,,1610612758,33,30,2021-10-31T20:14:34Z,2020000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M41.00S,2021-10-31T20:14:19.1Z,2,REGULAR,substitution,out,[],1630558,,,1610612758,33,30,2021-10-31T20:14:34Z,2030000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M41.00S,2021-10-31T20:14:19.1Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,33,30,2021-10-31T20:14:34Z,2040000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M41.00S,2021-10-31T20:14:19.1Z,2,REGULAR,substitution,in,[],1627827,,,1610612758,33,30,2021-10-31T20:14:34Z,2050000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M41.00S,2021-10-31T20:14:19.1Z,2,REGULAR,substitution,in,[],202684,,,1610612758,33,30,2021-10-31T20:14:34Z,2060000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M41.00S,2021-10-31T20:14:19.1Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,33,30,2021-10-31T20:14:34Z,2070000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M41.00S,2021-10-31T20:14:40.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630169,,,1610612758,33,31,2021-10-31T20:14:40Z,2080000,,,0,,T. Haliburton Free Throw 2 of 2 (4 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
213,PT08M31.00S,2021-10-31T20:14:54.1Z,2,REGULAR,foul,personal,['2freethrow'],203090,,,1610612742,33,31,2021-10-31T20:15:03Z,2090000,,,0,,M. Harkless shooting personal FOUL (1 PF) (Doncic 2 FT),"[203090, 1629029]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,1628159.0,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,,,,
215,PT08M31.00S,2021-10-31T20:15:19.4Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,33,31,2021-10-31T20:16:02Z,2110000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT08M31.00S,2021-10-31T20:15:19.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,33,31,2021-10-31T20:16:02Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,
217,PT08M31.00S,2021-10-31T20:15:19.4Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,33,31,2021-10-31T20:16:02Z,2130000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,Missed,,,,,,,,,,,,,,,,,,
218,PT08M29.00S,2021-10-31T20:15:21.4Z,2,REGULAR,rebound,defensive,[],203090,,,1610612758,33,31,2021-10-31T20:16:02Z,2140000,,,0,,M. Harkless REBOUND (Off:0 Def:4),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,217.0,4.0,4.0,0.0,,,,,,,,,,,,,
219,PT08M19.00S,2021-10-31T20:15:54.7Z,2,REGULAR,foul,personal,['2freethrow'],203493,,,1610612758,33,31,2021-10-31T20:16:06Z,2150000,,,0,,R. Bullock shooting personal FOUL (2 PF) (Thompson 2 FT),"[203493, 202684]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,1628159.0,,,,,,,,,,,2.0,0.0,Thompson,202684.0,,,,,,
221,PT08M19.00S,2021-10-31T20:16:22.5Z,2,REGULAR,freethrow,1 of 2,[],202684,,,1610612758,33,31,2021-10-31T20:16:22Z,2170000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT08M19.00S,2021-10-31T20:16:22.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,33,31,2021-10-31T20:16:22Z,2180000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,
223,PT08M19.00S,2021-10-31T20:16:23.1Z,2,REGULAR,substitution,out,[],203493,,,1610612758,33,31,2021-10-31T20:16:42Z,2190000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M19.00S,2021-10-31T20:16:23.1Z,2,REGULAR,substitution,in,[],203501,,,1610612758,33,31,2021-10-31T20:16:42Z,2200000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M19.00S,2021-10-31T20:16:48.3Z,2,REGULAR,freethrow,2 of 2,[],202684,,,1610612758,33,32,2021-10-31T20:16:48Z,2210000,,,0,,T. Thompson Free Throw 2 of 2 (6 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
226,PT08M06.00S,2021-10-31T20:17:04.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.9060446780552,59.80392156862745,1610612742,35,32,2021-10-31T20:17:40Z,2220000,49.0,5.0,1,right,L. Doncic Layup (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,4.92,Made,8.0,,,,,,,,,,,,,,,,,
227,PT08M06.00S,2021-10-31T20:17:07.6Z,2,REGULAR,foul,personal,['1freethrow'],203090,,,1610612742,35,32,2021-10-31T20:17:12Z,2230000,,,0,,M. Harkless shooting personal FOUL (2 PF) (Doncic 1 FT),"[203090, 1629029]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,1628159.0,,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,,,,,
229,PT08M06.00S,2021-10-31T20:17:13.6Z,2,REGULAR,substitution,out,[],1628973,,,1610612742,35,32,2021-10-31T20:17:52Z,2250000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M06.00S,2021-10-31T20:17:13.6Z,2,REGULAR,substitution,in,[],1628373,,,1610612742,35,32,2021-10-31T20:17:52Z,2260000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M06.00S,2021-10-31T20:17:38.3Z,2,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,36,32,2021-10-31T20:17:38Z,2270000,,,0,,L. Doncic Free Throw 1 of 1 (9 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
232,PT07M55.00S,2021-10-31T20:17:50.0Z,2,REGULAR,3pt,Jump Shot,[],203084,26.62614980289093,21.07843137254902,1610612758,36,32,2021-10-31T20:17:56Z,2280000,145.0,198.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,
233,PT07M52.00S,2021-10-31T20:17:53.0Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,36,32,2021-10-31T20:17:56Z,2290000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,232.0,1.0,1.0,0.0,,,,,,,,,,,,,
234,PT07M45.00S,2021-10-31T20:18:03.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612742,36,32,2021-10-31T20:18:13Z,2300000,,,0,,T. Thompson personal FOUL (1 PF) (Doncic 2 FT),"[202684, 1629029]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,1628159.0,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,,,,
236,PT07M45.00S,2021-10-31T20:18:34.9Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,36,32,2021-10-31T20:18:34Z,2320000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,Missed,,,,,,,,,,,,,,,,,,
237,PT07M45.00S,2021-10-31T20:18:34.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,36,32,2021-10-31T20:18:34Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,
238,PT07M45.00S,2021-10-31T20:18:35.6Z,2,REGULAR,substitution,out,[],203084,,,1610612742,36,32,2021-10-31T20:18:57Z,2340000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M45.00S,2021-10-31T20:18:35.6Z,2,REGULAR,substitution,in,[],1627741,,,1610612742,36,32,2021-10-31T20:18:57Z,2350000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M45.00S,2021-10-31T20:18:58.3Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,37,32,2021-10-31T20:18:58Z,2360000,,,0,,L. Doncic Free Throw 2 of 2 (10 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
241,PT07M27.00S,2021-10-31T20:19:16.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,15.193823915900131,45.588235294117645,1610612758,37,32,2021-10-31T20:24:05Z,2370000,22.0,90.0,1,left,MISS T. Thompson 9' floating Shot,[202684],1610612758.0,SAC,floating,,,Thompson,T. Thompson,,,,,,9.3,Missed,,,,,,,,,,,,,,,,,,
242,PT07M25.00S,2021-10-31T20:19:18.8Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,37,32,2021-10-31T20:19:26Z,2380000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,
243,PT07M20.00S,2021-10-31T20:19:24.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,94.69448094612353,4.411764705882353,1610612742,37,32,2021-10-31T20:19:30Z,2390000,-228.0,-3.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,
244,PT07M20.00S,2021-10-31T20:19:24.1Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,37,32,2021-10-31T20:19:30Z,2400000,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,243.0,2.0,1.0,1.0,,,,,,,,,,,,,
245,PT07M15.00S,2021-10-31T20:19:29.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,26.363337713534822,81.12745098039215,1610612758,37,32,2021-10-31T20:19:34Z,2410000,-156.0,195.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
246,PT07M11.00S,2021-10-31T20:19:33.8Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,37,32,2021-10-31T20:19:34Z,2420000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,245.0,2.0,2.0,0.0,,,,,,,,,,,,,
247,PT06M55.00S,2021-10-31T20:19:48.7Z,2,REGULAR,3pt,Jump Shot,[],203501,80.1084099868594,91.66666666666666,1610612742,37,32,2021-10-31T20:19:54Z,2430000,208.0,134.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,
248,PT06M52.00S,2021-10-31T20:19:51.7Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,37,32,2021-10-31T20:19:54Z,2440000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,247.0,1.0,1.0,0.0,,,,,,,,,,,,,
249,PT06M49.00S,2021-10-31T20:19:58.5Z,2,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612758,37,32,2021-10-31T20:20:09Z,2450000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Fox 2 FT),"[1627827, 1628368]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,1628159.0,,,,,,,,,,,1.0,0.0,Fox,1628368.0,,,,,,
251,PT06M49.00S,2021-10-31T20:20:13.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,37,32,2021-10-31T20:20:13Z,2470000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M49.00S,2021-10-31T20:22:48.9Z,2,REGULAR,substitution,out,[],1630169,,,1610612758,37,32,2021-10-31T20:23:04Z,2480000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M49.00S,2021-10-31T20:22:48.9Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,37,32,2021-10-31T20:23:04Z,2490000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M49.00S,2021-10-31T20:23:15.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628368,,,1610612758,37,33,2021-10-31T20:23:33Z,2500000,,,0,,D. Fox Free Throw 1 of 2 (8 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
255,PT06M49.00S,2021-10-31T20:23:15.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628368,,,1610612758,37,33,2021-10-31T20:23:33Z,2510000,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,Missed,,,,,,,,,,,,,,,,,,
256,PT06M47.00S,2021-10-31T20:23:17.2Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,37,33,2021-10-31T20:23:33Z,2520000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,255.0,3.0,3.0,0.0,,,,,,,,,,,,,
257,PT06M37.00S,2021-10-31T20:23:42.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,94.56307490144546,49.01960784313725,1610612742,39,33,2021-10-31T20:23:48Z,2530000,-5.0,-1.0,1,right,D. Finney-Smith cutting Layup (5 PTS) (L. Doncic 5 AST),"[1627827, 1629029]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,,0.51,Made,5.0,,,,,L. Doncic,1629029.0,5.0,,,,,,,,,,
259,PT06M16.00S,2021-10-31T20:24:02.6Z,2,REGULAR,turnover,lost ball,[],1627741,,,1610612758,39,33,2021-10-31T20:24:06Z,2550000,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 203501]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,1.0,Hardaway Jr.,203501.0,,,
260,PT06M16.00S,2021-10-31T20:24:02.6Z,2,REGULAR,steal,,[],203501,,,1610612742,39,33,2021-10-31T20:24:04Z,2560000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M13.00S,2021-10-31T20:24:05.7Z,2,REGULAR,turnover,lost ball,[],203501,,,1610612742,39,33,2021-10-31T20:24:09Z,2570000,,,0,,T. Hardaway Jr. lost ball TURNOVER (1 TO),"[203501, 1627741]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,1.0,Hield,1627741.0,,,
262,PT06M13.00S,2021-10-31T20:24:05.7Z,2,REGULAR,steal,,[],1627741,,,1610612758,39,33,2021-10-31T20:24:07Z,2580000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M08.00S,2021-10-31T20:24:10.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628368,30.962549277266753,31.127450980392158,1610612758,39,33,2021-10-31T20:24:17Z,2590000,94.0,239.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
264,PT06M04.00S,2021-10-31T20:24:14.8Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,39,33,2021-10-31T20:24:17Z,2600000,,,0,,D. Finney-Smith REBOUND (Off:3 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,263.0,4.0,1.0,3.0,,,,,,,,,,,,,
265,PT05M44.00S,2021-10-31T20:24:34.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203939,88.64980289093299,44.85294117647059,1610612742,39,33,2021-10-31T20:24:40Z,2610000,-26.0,54.0,1,right,MISS D. Powell 6' turnaround Shot,[203939],1610612742.0,DAL,turnaround,,,Powell,D. Powell,,,,,,6.0,Missed,,,,,,,,,,,,,,,,,,
266,PT05M42.00S,2021-10-31T20:24:36.3Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,39,33,2021-10-31T20:24:40Z,2620000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,265.0,3.0,3.0,0.0,,,,,,,,,,,,,
