actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
178,PT10M02.00S,2021-10-29T01:12:42.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,17,25,2021-10-29T01:12:42Z,1760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M02.00S,2021-10-29T01:12:43.6Z,2,REGULAR,substitution,out,[],1626161,,,1610612742,17,25,2021-10-29T01:12:55Z,1770000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M02.00S,2021-10-29T01:12:43.6Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,17,25,2021-10-29T01:12:55Z,1780000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M50.00S,2021-10-29T01:13:10.5Z,2,REGULAR,3pt,Jump Shot,[],1628467,69.20170827858082,27.696078431372552,1610612742,17,25,2021-10-29T01:13:14Z,1790000,-112.0,237.0,1,right,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
182,PT09M46.00S,2021-10-29T01:13:14.5Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,17,25,2021-10-29T01:13:14Z,1800000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
183,PT09M39.00S,2021-10-29T01:13:20.5Z,2,REGULAR,turnover,bad pass,[],1629022,,,1610612759,17,25,2021-10-29T01:13:24Z,1810000,,,0,,L. Walker IV bad pass TURNOVER (2 TO),"[1629022, 1628467]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,2.0,,,,,Kleber,1628467.0,,,
184,PT09M39.00S,2021-10-29T01:13:20.5Z,2,REGULAR,steal,,[],1628467,,,1610612742,17,25,2021-10-29T01:19:33Z,1820000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M32.00S,2021-10-29T01:13:27.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,69.99014454664915,25.245098039215684,1610612742,17,25,2021-10-29T01:13:33Z,1830000,-124.0,230.0,1,right,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M29.00S,2021-10-29T01:13:30.9Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,17,25,2021-10-29T01:13:33Z,1840000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
187,PT09M17.00S,2021-10-29T01:13:43.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,29.122864651773984,28.186274509803923,1610612759,17,25,2021-10-29T01:19:17Z,1850000,109.0,221.0,1,left,MISS D. White 24' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,,
188,PT09M13.00S,2021-10-29T01:13:47.2Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,17,25,2021-10-29T01:13:47Z,1860000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
189,PT09M05.00S,2021-10-29T01:13:55.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,94.69448094612353,51.9607843137255,1610612742,17,25,2021-10-29T01:14:01Z,1870000,10.0,-3.0,1,right,MISS D. Finney-Smith running reverse Layup - blocked,"[1627827, 1628401]",1610612742.0,DAL,running reverse,,,Finney-Smith,D. Finney-Smith,,,,,1.01,Missed,,,,,,,,,,,,,,,,,White,1628401.0,
190,PT09M05.00S,2021-10-29T01:13:55.1Z,2,REGULAR,block,,[],1628401,,,1610612742,17,25,2021-10-29T01:13:57Z,1880000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M03.00S,2021-10-29T01:13:57.1Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612742,17,25,2021-10-29T01:14:01Z,1890000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,189.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
192,PT09M02.00S,2021-10-29T01:13:58.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,94.1688567674113,49.01960784313725,1610612742,19,25,2021-10-29T01:14:08Z,1900000,-5.0,2.0,1,right,D. Finney-Smith putback Layup (2 PTS),[1627827],1610612742.0,DAL,putback,,,Finney-Smith,D. Finney-Smith,,,,,0.54,Made,,,,,,,,,,,2.0,,,,,,,,
193,PT08M43.00S,2021-10-29T01:14:17.8Z,2,REGULAR,2pt,Jump Shot,[],1630200,14.4053876478318,31.372549019607842,1610612759,19,25,2021-10-29T01:14:26Z,1910000,93.0,83.0,1,left,MISS T. Jones 12' driving floating bank Shot,[1630200],1610612759.0,SAS,driving floating bank,,,Jones,T. Jones,,,,,12.47,Missed,,,,,,,,,,,,,,,,,,,
194,PT08M40.00S,2021-10-29T01:14:20.8Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,19,25,2021-10-29T01:14:26Z,1920000,,,0,,M. Kleber REBOUND (Off:1 Def:5),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,193.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
195,PT08M33.00S,2021-10-29T01:14:27.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203493,84.1819973718791,95.83333333333334,1610612742,19,25,2021-10-29T01:14:33Z,1930000,229.0,96.0,1,right,MISS R. Bullock 24' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,,
196,PT08M30.00S,2021-10-29T01:14:30.2Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,19,25,2021-10-29T01:14:33Z,1940000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
197,PT08M24.00S,2021-10-29T01:14:35.7Z,2,REGULAR,2pt,Jump Shot,[],1629640,7.440867279894875,16.666666666666664,1610612759,19,25,2021-10-29T01:14:42Z,1950000,167.0,17.0,1,left,MISS K. Johnson 16' Jump Shot,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,16.76,Missed,,,,,,,,,,,,,,,,,,,
198,PT08M21.00S,2021-10-29T01:14:38.7Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,19,25,2021-10-29T01:14:42Z,1960000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,197.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
199,PT08M15.00S,2021-10-29T01:14:45.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,84.57621550591328,46.07843137254902,1610612742,21,25,2021-10-29T01:14:49Z,1970000,-20.0,92.0,1,right,D. Finney-Smith 9' driving floating Jump Shot (4 PTS),[1627827],1610612742.0,DAL,driving floating,,,Finney-Smith,D. Finney-Smith,,,,,9.46,Made,,,,,,,,,,,4.0,,,,,,,,
200,PT07M57.00S,2021-10-29T01:15:03.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,8.09789750328515,37.5,1610612759,21,27,2021-10-29T01:15:09Z,1980000,62.0,24.0,1,left,J. Poeltl 6' driving bank Jump Shot (8 PTS),[1627751],1610612759.0,SAS,driving bank,,,Poeltl,J. Poeltl,,,,,6.68,Made,,,,,,,,,,,8.0,,,,,,,,
201,PT07M52.00S,2021-10-29T01:15:08.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,66.83639947437582,34.068627450980394,1610612742,24,27,2021-10-29T01:15:14Z,1990000,-80.0,259.0,1,right,J. Brunson 27' 3PT pullup (7 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,27.12,Made,,,,,,,,,,,7.0,,,,,,,,
202,PT07M39.00S,2021-10-29T01:15:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,15.850854139290407,51.225490196078425,1610612759,24,27,2021-10-29T01:15:25Z,2000000,-6.0,96.0,1,left,MISS J. Poeltl 9' Jump Shot,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,9.67,Missed,,,,,,,,,,,,,,,,,,,
203,PT07M37.00S,2021-10-29T01:15:22.5Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,24,27,2021-10-29T01:15:25Z,2010000,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,202.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
204,PT07M28.00S,2021-10-29T01:15:31.8Z,2,REGULAR,3pt,Jump Shot,[],1628467,66.70499342969777,50.0,1610612742,27,27,2021-10-29T01:15:35Z,2020000,0.0,260.0,1,right,M. Kleber 26' 3PT  (3 PTS) (J. Brunson 3 AST),"[1628467, 1628973]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,26.05,Made,,,,,,,,,,,3.0,J. Brunson,1628973.0,3.0,,,,,
206,PT07M16.00S,2021-10-29T01:15:44.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,5.601182654402102,49.50980392156863,1610612759,27,29,2021-10-29T01:15:48Z,2040000,2.0,0.0,1,left,D. White cutting Layup (4 PTS) (J. Poeltl 1 AST),"[1628401, 1627751]",1610612759.0,SAS,cutting,,,White,D. White,,,,,0.25,Made,,,,,,,,,,,4.0,J. Poeltl,1627751.0,1.0,,,,,
208,PT07M01.00S,2021-10-29T01:15:58.4Z,2,REGULAR,3pt,Jump Shot,[],1628973,68.54467805519053,68.62745098039215,1610612742,30,29,2021-10-29T01:16:01Z,2060000,93.0,243.0,1,right,J. Brunson 26' 3PT pullup (10 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,26.04,Made,,,,,,,,,,,10.0,,,,,,,,
209,PT06M44.00S,2021-10-29T01:16:20.0Z,2,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612759,30,29,2021-10-29T01:16:25Z,2070000,,,0,,J. Poeltl step out-of-bounds TURNOVER (1 TO),[1627751],1610612759.0,SAS,step,,,Poeltl,J. Poeltl,,,,,,,,,,,204059.0,,,,,1.0,,,,,,,,,
210,PT06M44.00S,2021-10-29T01:16:29.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,30,29,2021-10-29T01:16:29Z,2080000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,30,29,2021-10-29T01:19:09Z,2090000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,out,[],203493,,,1610612742,30,29,2021-10-29T01:19:09Z,2100000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,out,[],1629022,,,1610612742,30,29,2021-10-29T01:19:09Z,2110000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,out,[],1628401,,,1610612742,30,29,2021-10-29T01:19:09Z,2120000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,out,[],1630200,,,1610612742,30,29,2021-10-29T01:19:09Z,2130000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,in,[],203501,,,1610612742,30,29,2021-10-29T01:19:09Z,2140000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,30,29,2021-10-29T01:19:09Z,2150000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,in,[],1630170,,,1610612742,30,29,2021-10-29T01:19:09Z,2160000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,in,[],1627854,,,1610612742,30,29,2021-10-29T01:19:09Z,2170000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M44.00S,2021-10-29T01:18:48.5Z,2,REGULAR,substitution,in,[],1627749,,,1610612742,30,29,2021-10-29T01:19:09Z,2180000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M32.00S,2021-10-29T01:19:24.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,68.28186596583443,57.107843137254896,1610612742,33,29,2021-10-29T01:19:28Z,2190000,36.0,246.0,1,right,J. Brunson 24' 3PT pullup (13 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,24.83,Made,,,,,,,,,,,13.0,,,,,,,,
222,PT06M21.00S,2021-10-29T01:19:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.178055190538765,54.65686274509803,1610612759,33,29,2021-10-29T01:19:42Z,2200000,-23.0,15.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1628467]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,2.77,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0,
223,PT06M21.00S,2021-10-29T01:19:35.4Z,2,REGULAR,block,,[],1628467,,,1610612759,33,29,2021-10-29T01:19:37Z,2210000,,,0,,M. Kleber BLOCK (3 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M21.00S,2021-10-29T01:19:35.4Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,33,29,2021-10-29T01:19:42Z,2220000,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,222.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
225,PT06M21.00S,2021-10-29T01:19:39.2Z,2,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612759,33,29,2021-10-29T01:19:45Z,2230000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Poeltl 2 FT),"[1628467, 1627751]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,204059.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,,
227,PT06M21.00S,2021-10-29T01:20:11.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627751,,,1610612759,33,29,2021-10-29T01:20:11Z,2250000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M21.00S,2021-10-29T01:20:11.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,33,29,2021-10-29T01:20:11Z,2260000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,
229,PT06M21.00S,2021-10-29T01:20:11.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627751,,,1610612759,33,29,2021-10-29T01:20:29Z,2270000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,,
230,PT06M18.00S,2021-10-29T01:20:14.1Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,33,29,2021-10-29T01:20:29Z,2280000,,,0,,M. Kleber REBOUND (Off:1 Def:6),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,229.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
231,PT06M07.00S,2021-10-29T01:20:40.0Z,2,REGULAR,3pt,Jump Shot,[],1628467,68.67608409986859,28.921568627450984,1610612742,36,29,2021-10-29T01:20:43Z,2290000,-105.0,242.0,1,right,M. Kleber 26' 3PT  (6 PTS) (D. Finney-Smith 1 AST),"[1628467, 1627827]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,26.39,Made,,,,,,,,,,,6.0,D. Finney-Smith,1627827.0,1.0,,,,,
233,PT05M48.00S,2021-10-29T01:20:58.0Z,2,REGULAR,2pt,Jump Shot,[],1627749,9.149145860709593,81.61764705882352,1610612759,36,29,2021-10-29T01:21:02Z,2310000,-158.0,34.0,1,left,MISS D. Murray 16' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,16.16,Missed,,,,,,,,,,,,,,,,,,,
234,PT05M46.00S,2021-10-29T01:21:00.0Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,36,29,2021-10-29T01:21:02Z,2320000,,,0,,J. Brunson REBOUND (Off:0 Def:4),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,233.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
235,PT05M41.00S,2021-10-29T01:21:04.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,65.25952693823915,54.65686274509803,1610612742,36,29,2021-10-29T01:21:11Z,2330000,23.0,274.0,1,right,MISS J. Brunson 27' pullup 3PT,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,27.51,Missed,,,,,,,,,,,,,,,,,,,
236,PT05M38.00S,2021-10-29T01:21:07.8Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,36,29,2021-10-29T01:21:11Z,2340000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,235.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
237,PT05M31.00S,2021-10-29T01:21:15.0Z,2,REGULAR,3pt,Jump Shot,[],1627854,6.783837056504599,94.85294117647058,1610612759,36,32,2021-10-29T01:21:18Z,2350000,-224.0,11.0,1,left,B. Forbes 3PT  (6 PTS) (D. Murray 4 AST),"[1627854, 1627749]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,22.46,Made,,,,,,,,,,,6.0,D. Murray,1627749.0,4.0,,,,,
239,PT05M19.00S,2021-10-29T01:21:26.8Z,2,REGULAR,3pt,Jump Shot,[],1629029,66.83639947437582,37.254901960784316,1610612742,36,32,2021-10-29T01:21:30Z,2370000,-64.0,259.0,1,right,MISS L. Doncic 26' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
240,PT05M16.00S,2021-10-29T01:21:29.8Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,36,32,2021-10-29T01:21:30Z,2380000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,239.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
241,PT05M08.00S,2021-10-29T01:21:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,9.198423127463863,38.28125,1610612759,36,32,2021-10-29T01:21:44Z,2390000,59.0,34.0,1,left,MISS D. Murray 6' driving Layup - blocked,"[1627749, 1628467]",1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,6.77,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0,
242,PT05M08.00S,2021-10-29T01:21:39.1Z,2,REGULAR,block,,[],1628467,,,1610612759,36,32,2021-10-29T01:21:42Z,2400000,,,0,,M. Kleber BLOCK (4 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M08.00S,2021-10-29T01:21:39.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,36,32,2021-10-29T01:21:44Z,2410000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,
244,PT05M08.00S,2021-10-29T01:21:44.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,36,32,2021-10-29T01:21:44Z,2420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M08.00S,2021-10-29T01:21:46.1Z,2,REGULAR,substitution,out,[],1628973,,,1610612759,36,32,2021-10-29T01:22:01Z,2430000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M08.00S,2021-10-29T01:21:46.1Z,2,REGULAR,substitution,out,[],1628467,,,1610612759,36,32,2021-10-29T01:22:01Z,2440000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M08.00S,2021-10-29T01:21:46.1Z,2,REGULAR,substitution,in,[],203939,,,1610612759,36,32,2021-10-29T01:22:01Z,2450000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M08.00S,2021-10-29T01:21:46.1Z,2,REGULAR,substitution,in,[],203493,,,1610612759,36,32,2021-10-29T01:22:01Z,2460000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M54.00S,2021-10-29T01:22:17.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,26.363337713534822,19.607843137254903,1610612759,36,35,2021-10-29T01:22:21Z,2470000,152.0,195.0,1,left,D. Vassell 24' 3PT pullup (5 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,24.75,Made,,,,,,,,,,,5.0,,,,,,,,
250,PT04M27.00S,2021-10-29T01:22:43.6Z,2,REGULAR,3pt,Jump Shot,[],1627827,96.00854139290408,4.166666666666666,1610612742,39,35,2021-10-29T01:22:47Z,2480000,-229.0,-15.0,1,right,D. Finney-Smith 3PT  (7 PTS) (T. Hardaway Jr. 1 AST),"[1627827, 203501]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.97,Made,,,,,,,,,,,7.0,T. Hardaway Jr.,203501.0,1.0,,,,,
252,PT04M16.00S,2021-10-29T01:22:56.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,8.492115637319317,51.470588235294116,1610612759,39,35,2021-10-29T01:23:00Z,2500000,-7.0,27.0,1,left,MISS J. Poeltl cutting Layup,[1627751],1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,,
253,PT04M13.00S,2021-10-29T01:22:58.1Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,39,35,2021-10-29T01:22:58Z,2510000,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,252.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
254,PT04M06.00S,2021-10-29T01:23:04.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629640,6.783837056504599,49.754901960784316,1610612759,39,37,2021-10-29T01:23:08Z,2520000,1.0,11.0,1,left,K. Johnson driving floating Jump Shot (5 PTS) (B. Forbes 1 AST),"[1629640, 1627854]",1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,1.14,Made,,,,,,,,,,,5.0,B. Forbes,1627854.0,1.0,,,,,
256,PT03M53.00S,2021-10-29T01:23:17.6Z,2,REGULAR,3pt,Jump Shot,[],1627827,76.42904073587385,86.27450980392157,1610612742,39,37,2021-10-29T01:23:21Z,2540000,181.0,169.0,1,right,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,,
257,PT03M50.00S,2021-10-29T01:23:20.6Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612742,39,37,2021-10-29T01:24:18Z,2550000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,256.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
269,PT03M44.00S,2021-10-29T01:23:30.7Z,2,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,39,37,2021-10-29T01:28:18Z,2567500,,,0,,L. Doncic step out-of-bounds TURNOVER (4 TO),[1629029],1610612742.0,DAL,step,,,Doncic,L. Doncic,,,,,,,,,,,1151.0,,,,,4.0,,,,,,,,,
311,PT03M44.00S,2021-10-29T01:23:32.6Z,2,REGULAR,instantreplay,request,[],0,,,1610612759,39,37,2021-10-29T01:34:18Z,2568750,,,0,,,[],,,overturned,,,,,,,,,,,,,,,1151.0,,,,,,,,,,,,,,Out of Bounds - Overturn Call
259,PT03M43.00S,2021-10-29T01:23:34.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,39,37,2021-10-29T01:26:38Z,2570000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
