actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
439,PT02M21.00S,2021-10-29T02:06:27.3Z,3,REGULAR,rebound,offensive,[],1628467,,,1610612742,70,73,2021-10-29T02:06:27Z,4340000,,,0,,M. Kleber REBOUND (Off:2 Def:6),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,438.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
440,PT02M18.00S,2021-10-29T02:06:29.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626161,8.09789750328515,50.98039215686274,1610612742,70,73,2021-10-29T02:06:35Z,4350000,-5.0,24.0,1,left,MISS W. Cauley-Stein cutting Layup - blocked,"[1626161, 1630170]",1610612742.0,DAL,cutting,,,Cauley-Stein,W. Cauley-Stein,,,,,2.41,Missed,,,,,,,,,,,,,,,,,Vassell,1630170.0,
441,PT02M18.00S,2021-10-29T02:06:29.7Z,3,REGULAR,block,,[],1630170,,,1610612742,70,73,2021-10-29T02:06:32Z,4360000,,,0,,D. Vassell BLOCK (2 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M18.00S,2021-10-29T02:06:29.7Z,3,REGULAR,rebound,offensive,[],1628467,,,1610612742,70,73,2021-10-29T02:06:35Z,4370000,,,0,,M. Kleber REBOUND (Off:3 Def:6),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,440.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
443,PT02M13.00S,2021-10-29T02:06:34.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628373,28.07161629434954,79.16666666666666,1610612742,73,73,2021-10-29T02:06:37Z,4380000,-146.0,211.0,1,left,F. Ntilikina 25' 3PT  (6 PTS) (M. Kleber 2 AST),"[1628373, 1628467]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,25.68,Made,,,,,,,,,,,6.0,M. Kleber,1628467.0,2.0,,,,,
445,PT02M00.00S,2021-10-29T02:06:47.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,88.91261498028909,49.26470588235294,1610612759,73,73,2021-10-29T02:06:52Z,4400000,-4.0,52.0,1,right,MISS D. Vassell driving floating Shot,[1630170],1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,5.18,Missed,,,,,,,,,,,,,,,,,,,
446,PT01M59.00S,2021-10-29T02:06:50.2Z,3,REGULAR,rebound,offensive,[],1628966,,,1610612759,73,73,2021-10-29T02:06:50Z,4410000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:0),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,445.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
447,PT01M59.00S,2021-10-29T02:07:00.3Z,3,REGULAR,stoppage,other,[],0,,,1610612759,73,73,2021-10-29T02:09:30Z,4420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M58.00S,2021-10-29T02:07:16.2Z,3,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,73,73,2021-10-29T02:07:20Z,4430000,,,0,,D. Vassell bad pass out-of-bounds TURNOVER (2 TO),[1630170],1610612759.0,SAS,bad pass,,,Vassell,D. Vassell,,,,,,,,,,,204059.0,,,,,2.0,,,,,,,,,
449,PT01M58.00S,2021-10-29T02:07:39.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,73,73,2021-10-29T02:07:39Z,4440000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M58.00S,2021-10-29T02:09:46.5Z,3,REGULAR,substitution,out,[],1627749,,,1610612742,73,73,2021-10-29T02:10:15Z,4450000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT01M58.00S,2021-10-29T02:09:46.5Z,3,REGULAR,substitution,in,[],1630200,,,1610612742,73,73,2021-10-29T02:10:15Z,4460000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M43.00S,2021-10-29T02:10:29.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,28.597240473061763,21.568627450980394,1610612742,76,73,2021-10-29T02:10:34Z,4470000,142.0,216.0,1,left,M. Kleber 25' 3PT  (9 PTS) (W. Cauley-Stein 1 AST),"[1628467, 1626161]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.89,Made,,,,,,,,,,,9.0,W. Cauley-Stein,1626161.0,1.0,,,,,
454,PT01M25.00S,2021-10-29T02:10:50.3Z,3,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612759,76,73,2021-10-29T02:11:23Z,4490000,,,0,,M. Kleber shooting personal FOUL (2 PF) (Eubanks 2 FT),"[1628467, 1629234]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,1627961.0,2.0,0.0,Eubanks,1629234.0,,,,,,,,,,
456,PT01M25.00S,2021-10-29T02:11:21.0Z,3,REGULAR,freethrow,1 of 2,[],1629234,,,1610612759,76,74,2021-10-29T02:11:39Z,4510000,,,0,,D. Eubanks Free Throw 1 of 2 (5 PTS),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
457,PT01M25.00S,2021-10-29T02:11:21.0Z,3,REGULAR,freethrow,2 of 2,[],1629234,,,1610612759,76,74,2021-10-29T02:11:39Z,4520000,,,0,,MISS D. Eubanks Free Throw 2 of 2,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,Missed,,,,,,,,,,,,,,,,,,,
458,PT01M22.00S,2021-10-29T02:11:24.0Z,3,REGULAR,rebound,offensive,[],1628966,,,1610612759,76,74,2021-10-29T02:11:39Z,4530000,,,0,,K. Bates-Diop REBOUND (Off:2 Def:0),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,457.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
459,PT01M18.00S,2021-10-29T02:11:41.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,81.2910643889619,92.40196078431373,1610612759,76,74,2021-10-29T02:11:46Z,4540000,212.0,123.0,1,right,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
460,PT01M15.00S,2021-10-29T02:11:44.1Z,3,REGULAR,rebound,defensive,[],1626161,,,1610612742,76,74,2021-10-29T02:11:46Z,4550000,,,0,,W. Cauley-Stein REBOUND (Off:1 Def:2),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,459.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
461,PT01M02.00S,2021-10-29T02:11:57.9Z,3,REGULAR,3pt,Jump Shot,[],1628467,30.436925098554536,25.98039215686275,1610612742,76,74,2021-10-29T02:15:21Z,4560000,120.0,234.0,1,left,MISS M. Kleber 26' 3PT - blocked,"[1628467, 1628966]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,26.27,Missed,,,,,,,,,,,,,,,,,Bates-Diop,1628966.0,
462,PT01M02.00S,2021-10-29T02:11:57.9Z,3,REGULAR,block,,[],1628966,,,1610612742,76,74,2021-10-29T02:12:01Z,4570000,,,0,,K. Bates-Diop BLOCK (2 BLK),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M02.00S,2021-10-29T02:11:57.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,76,74,2021-10-29T02:15:52Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,461.0,,,,,,,,,,,,,,,,,,
464,PT01M02.00S,2021-10-29T02:12:03.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,76,74,2021-10-29T02:12:03Z,4590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M54.30S,2021-10-29T02:12:19.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628973,11.908672798948752,62.745098039215684,1610612742,76,74,2021-10-29T02:12:24Z,4600000,-64.0,59.0,1,left,MISS J. Brunson 8' step back Shot,[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,8.71,Missed,,,,,,,,,,,,,,,,,,,
466,PT00M52.50S,2021-10-29T02:12:21.7Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612759,76,74,2021-10-29T02:12:24Z,4610000,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,465.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
467,PT00M37.10S,2021-10-29T02:12:37.7Z,3,REGULAR,3pt,Jump Shot,[],1627854,72.7496714848883,19.852941176470587,1610612759,76,74,2021-10-29T02:12:41Z,4620000,-151.0,204.0,1,right,MISS B. Forbes 25' 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
468,PT00M33.80S,2021-10-29T02:12:41.0Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,76,74,2021-10-29T02:12:41Z,4630000,,,0,,J. Brunson REBOUND (Off:0 Def:5),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,467.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
469,PT00M25.30S,2021-10-29T02:12:49.5Z,3,REGULAR,3pt,Jump Shot,[],1628373,18.084756898817346,7.8431372549019605,1610612742,76,74,2021-10-29T02:12:53Z,4640000,211.0,117.0,1,left,MISS F. Ntilikina 24' 3PT,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,24.13,Missed,,,,,,,,,,,,,,,,,,,
470,PT00M22.30S,2021-10-29T02:12:52.5Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,76,74,2021-10-29T02:12:53Z,4650000,,,0,,T. Jones REBOUND (Off:0 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,469.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
471,PT00M07.70S,2021-10-29T02:13:09.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612759,76,74,2021-10-29T02:13:27Z,4660000,,,0,,J. Brunson take personal FOUL (2 PF) (Jones 2 FT),"[1628973, 1630200]",1610612742.0,DAL,take,,,Brunson,J. Brunson,,,,,,,,,,,1151.0,2.0,0.0,Jones,1630200.0,,,,,,,,,,
473,PT00M07.70S,2021-10-29T02:13:33.2Z,3,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,76,75,2021-10-29T02:13:33Z,4680000,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
474,PT00M07.70S,2021-10-29T02:13:35.2Z,3,REGULAR,substitution,out,[],1627854,,,1610612759,76,75,2021-10-29T02:13:48Z,4690000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M07.70S,2021-10-29T02:13:35.2Z,3,REGULAR,substitution,in,[],1628401,,,1610612759,76,75,2021-10-29T02:13:48Z,4700000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT00M07.70S,2021-10-29T02:13:54.2Z,3,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,76,76,2021-10-29T02:13:54Z,4710000,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
477,PT00M03.60S,2021-10-29T02:14:02.3Z,3,REGULAR,foul,personal,[],1630200,,,1610612742,76,76,2021-10-29T02:14:16Z,4720000,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1628973]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,1627961.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,
479,PT00M00.50S,2021-10-29T02:14:21.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.521024967148489,55.88235294117647,1610612742,76,76,2021-10-29T02:25:06Z,4740000,-29.0,9.0,1,left,MISS J. Brunson driving finger roll Layup,[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
480,PT00M00.10S,2021-10-29T02:14:22.1Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,76,76,2021-10-29T02:14:31Z,4750000,,,0,,D. Vassell REBOUND (Off:0 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,479.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
481,PT00M00.00S,2021-10-29T02:14:25.1Z,3,REGULAR,period,end,[],0,,,1610612759,76,76,2021-10-29T02:14:25Z,4760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2021-10-29T02:14:32.1Z,4,REGULAR,substitution,out,['startperiod'],1626161,,,1610612759,76,76,2021-10-29T02:17:17Z,4770000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2021-10-29T02:14:32.1Z,4,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,76,76,2021-10-29T02:17:17Z,4780000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2021-10-29T02:14:32.1Z,4,REGULAR,substitution,in,['startperiod'],1627827,,,1610612759,76,76,2021-10-29T02:17:17Z,4790000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2021-10-29T02:14:32.1Z,4,REGULAR,substitution,in,['startperiod'],1629022,,,1610612759,76,76,2021-10-29T02:17:17Z,4800000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2021-10-29T02:17:18.1Z,4,REGULAR,period,start,[],0,,,1610612759,76,76,2021-10-29T02:17:18Z,4810000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT11M45.00S,2021-10-29T02:17:32.2Z,4,REGULAR,2pt,Jump Shot,[],1628966,82.60512483574244,24.754901960784316,1610612759,76,76,2021-10-29T02:17:36Z,4820000,-126.0,111.0,1,right,MISS K. Bates-Diop 16' pullup Shot,[1628966],1610612759.0,SAS,pullup,,,Bates-Diop,K. Bates-Diop,,,,,16.81,Missed,,,,,,,,,,,,,,,,,,,
488,PT11M42.00S,2021-10-29T02:17:35.2Z,4,REGULAR,rebound,defensive,[],1628373,,,1610612742,76,76,2021-10-29T02:17:36Z,4830000,,,0,,F. Ntilikina REBOUND (Off:0 Def:4),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,487.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
489,PT11M25.00S,2021-10-29T02:17:51.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628373,8.229303547963205,60.29411764705882,1610612742,76,76,2021-10-29T02:26:23Z,4840000,-51.0,25.0,1,left,MISS F. Ntilikina driving finger roll Layup,[1628373],1610612742.0,DAL,driving finger roll,,,Ntilikina,F. Ntilikina,,,,,5.72,Missed,,,,,,,,,,,,,,,,,,,
490,PT11M23.00S,2021-10-29T02:17:53.9Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612759,76,76,2021-10-29T02:17:56Z,4850000,,,0,,D. Eubanks REBOUND (Off:0 Def:4),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,489.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
491,PT11M12.00S,2021-10-29T02:18:05.0Z,4,REGULAR,3pt,Jump Shot,[],1629022,77.87450722733246,10.784313725490197,1610612759,76,79,2021-10-29T02:18:09Z,4860000,-196.0,155.0,1,right,L. Walker IV 25' 3PT  (12 PTS) (D. White 6 AST),"[1629022, 1628401]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.03,Made,,,,,,,,,,,12.0,D. White,1628401.0,6.0,,,,,
493,PT10M48.00S,2021-10-29T02:18:32.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,76,79,2021-10-29T02:18:32Z,4880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT10M45.00S,2021-10-29T02:18:56.2Z,4,REGULAR,3pt,Jump Shot,[],1627827,29.517082785808146,71.81372549019608,1610612742,76,79,2021-10-29T02:19:15Z,4890000,-109.0,225.0,1,left,MISS D. Finney-Smith 25' 3PT - blocked,"[1627827, 1629234]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.01,Missed,,,,,,,,,,,,,,,,,Eubanks,1629234.0,
495,PT10M45.00S,2021-10-29T02:18:56.2Z,4,REGULAR,block,,[],1629234,,,1610612742,76,79,2021-10-29T02:18:59Z,4900000,,,0,,D. Eubanks BLOCK (2 BLK),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT10M45.00S,2021-10-29T02:18:56.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,76,79,2021-10-29T02:19:15Z,4910000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,,
497,PT10M45.00S,2021-10-29T02:19:04.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612742,76,79,2021-10-29T02:29:40Z,4920000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,,,,,,,1627961.0,,,,,,,,,,,,,,
498,PT10M34.00S,2021-10-29T02:19:16.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629022,76.82325886990802,11.76470588235294,1610612759,76,79,2021-10-29T02:19:21Z,4930000,-191.0,165.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
499,PT10M30.00S,2021-10-29T02:19:20.5Z,4,REGULAR,rebound,defensive,[],203493,,,1610612742,76,79,2021-10-29T02:19:21Z,4940000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,498.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
500,PT10M26.00S,2021-10-29T02:19:24.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628373,6.389618922470433,52.94117647058824,1610612742,76,79,2021-10-29T02:19:29Z,4950000,-15.0,8.0,1,left,MISS F. Ntilikina running reverse Layup,[1628373],1610612742.0,DAL,running reverse,,,Ntilikina,F. Ntilikina,,,,,1.65,Missed,,,,,,,,,,,,,,,,,,,
501,PT10M24.00S,2021-10-29T02:19:26.2Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612759,76,79,2021-10-29T02:19:29Z,4960000,,,0,,D. Eubanks REBOUND (Off:0 Def:5),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,500.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
502,PT10M14.00S,2021-10-29T02:19:35.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,87.72996057818659,61.51960784313726,1610612759,76,79,2021-10-29T02:19:39Z,4970000,58.0,63.0,1,right,MISS D. White 8' driving floating Shot,[1628401],1610612759.0,SAS,driving floating,,,White,D. White,,,,,8.52,Missed,,,,,,,,,,,,,,,,,,,
503,PT10M13.00S,2021-10-29T02:19:36.7Z,4,REGULAR,rebound,defensive,[],203493,,,1610612742,76,79,2021-10-29T02:19:39Z,4980000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,502.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
504,PT10M10.00S,2021-10-29T02:19:44.2Z,4,REGULAR,foul,personal,[],1628401,,,1610612742,76,79,2021-10-29T02:19:51Z,4990000,,,0,,D. White personal FOUL (2 PF),"[1628401, 1628973]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,204059.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,
506,PT10M04.00S,2021-10-29T02:20:09.5Z,4,REGULAR,3pt,Jump Shot,[],1627827,5.995400788436268,96.32352941176471,1610612742,79,79,2021-10-29T02:20:14Z,5010000,-232.0,4.0,1,left,D. Finney-Smith 3PT  (13 PTS) (J. Brunson 4 AST),"[1627827, 1628973]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.16,Made,,,,,,,,,,,13.0,J. Brunson,1628973.0,4.0,,,,,
508,PT09M49.00S,2021-10-29T02:20:29.0Z,4,REGULAR,foul,offensive,[],1629234,,,1610612759,79,79,2021-10-29T02:20:34Z,5030000,,,0,,D. Eubanks off-the-ball offensive FOUL (1 PF),"[1629234, 203493]",1610612759.0,SAS,off-the-ball,,,Eubanks,D. Eubanks,,,,,,,,,,,1151.0,1.0,0.0,Bullock,203493.0,,,,,,,,,,
510,PT09M49.00S,2021-10-29T02:20:29.0Z,4,REGULAR,turnover,offensive foul,[],1629234,,,1610612759,79,79,2021-10-29T02:20:29Z,5050000,,,0,,D. Eubanks offensive foul TURNOVER (1 TO),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,1151.0,,,,,1.0,,,,,,,,,
511,PT09M36.00S,2021-10-29T02:20:56.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,31.35676741130092,39.950980392156865,1610612742,82,79,2021-10-29T02:21:01Z,5060000,50.0,242.0,1,left,M. Kleber 24' 3PT  (12 PTS) (J. Brunson 5 AST),"[1628467, 1628973]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,24.74,Made,,,,,,,,,,,12.0,J. Brunson,1628973.0,5.0,,,,,
513,PT09M26.00S,2021-10-29T02:21:09.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,92.9862023653088,53.431372549019606,1610612759,82,81,2021-10-29T02:21:15Z,5080000,17.0,13.0,1,right,D. White driving Layup (6 PTS),[1628401],1610612759.0,SAS,driving,,,White,D. White,,,,,2.18,Made,,,,,,,,,,,6.0,,,,,,,,
514,PT09M26.00S,2021-10-29T02:21:13.1Z,4,REGULAR,foul,personal,['1freethrow'],1628467,,,1610612759,82,81,2021-10-29T02:21:18Z,5090000,,,0,,M. Kleber shooting personal FOUL (3 PF) (White 1 FT),"[1628467, 1628401]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,204059.0,3.0,0.0,White,1628401.0,,,,,,,,,,
516,PT09M26.00S,2021-10-29T02:21:19.7Z,4,REGULAR,substitution,out,[],1628373,,,1610612759,82,81,2021-10-29T02:21:58Z,5110000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT09M26.00S,2021-10-29T02:21:19.7Z,4,REGULAR,substitution,out,[],1628467,,,1610612759,82,81,2021-10-29T02:21:58Z,5120000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M26.00S,2021-10-29T02:21:19.7Z,4,REGULAR,substitution,out,[],1629234,,,1610612759,82,81,2021-10-29T02:21:58Z,5130000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT09M26.00S,2021-10-29T02:21:19.7Z,4,REGULAR,substitution,out,[],1630170,,,1610612759,82,81,2021-10-29T02:21:58Z,5140000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M26.00S,2021-10-29T02:21:19.7Z,4,REGULAR,substitution,in,[],203939,,,1610612759,82,81,2021-10-29T02:21:58Z,5150000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M26.00S,2021-10-29T02:21:19.7Z,4,REGULAR,substitution,in,[],1629029,,,1610612759,82,81,2021-10-29T02:21:58Z,5160000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M26.00S,2021-10-29T02:21:19.7Z,4,REGULAR,substitution,in,[],1627751,,,1610612759,82,81,2021-10-29T02:21:58Z,5170000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT09M26.00S,2021-10-29T02:21:19.7Z,4,REGULAR,substitution,in,[],1627749,,,1610612759,82,81,2021-10-29T02:21:58Z,5180000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M26.00S,2021-10-29T02:22:03.2Z,4,REGULAR,freethrow,1 of 1,[],1628401,,,1610612759,82,82,2021-10-29T02:22:03Z,5190000,,,0,,D. White Free Throw 1 of 1 (7 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
525,PT09M06.00S,2021-10-29T02:22:27.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,10.11826544021025,63.748468137254896,1610612742,84,82,2021-10-29T02:22:51Z,5200000,-69.0,43.0,1,left,J. Brunson 8' driving floating bank Jump Shot (17 PTS),[1628973],1610612742.0,DAL,driving floating bank,,,Brunson,J. Brunson,,,,,8.08,Made,,,,,,,,,,,17.0,,,,,,,,
