actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
531,PT06M04.00S,2021-12-14T03:31:31.0Z,4,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612742,104,82,2021-12-14T03:31:39Z,5280000,,,0,,K. Oubre Jr. shooting personal FOUL (5 PF) (Brunson 2 FT),"[1626162, 1628973]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,203591.0,5.0,0.0,Brunson,1628973.0,
533,PT06M04.00S,2021-12-14T03:32:17.3Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,105,82,2021-12-14T03:32:17Z,5300000,,,0,,J. Brunson Free Throw 1 of 2 (10 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
534,PT06M04.00S,2021-12-14T03:32:35.0Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,106,82,2021-12-14T03:32:35Z,5310000,,,0,,J. Brunson Free Throw 2 of 2 (11 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
535,PT05M52.00S,2021-12-14T03:32:48.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,81.553876478318,61.029411764705884,1610612766,106,84,2021-12-14T03:33:28Z,5320000,55.0,121.0,1,right,T. Rozier 13' pullup Jump Shot (14 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,13.29,Made,,,,,,,,,,14.0,,,,,,,,,
536,PT05M52.00S,2021-12-14T03:32:54.1Z,4,REGULAR,foul,personal,['1freethrow'],203493,,,1610612766,106,84,2021-12-14T03:33:11Z,5330000,,,0,,R. Bullock shooting personal FOUL (2 PF) (Rozier 1 FT),"[203493, 1626179]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Rozier,1626179.0,
538,PT05M52.00S,2021-12-14T03:33:01.1Z,4,REGULAR,substitution,out,[],1629023,,,1610612766,106,84,2021-12-14T03:33:16Z,5350000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT05M52.00S,2021-12-14T03:33:01.1Z,4,REGULAR,substitution,in,[],1630539,,,1610612766,106,84,2021-12-14T03:33:16Z,5360000,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT05M52.00S,2021-12-14T03:33:19.9Z,4,REGULAR,freethrow,1 of 1,[],1626179,,,1610612766,106,84,2021-12-14T03:33:35Z,5370000,,,0,,MISS T. Rozier Free Throw 1 of 1,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Missed,,,,,,,,,,,,,,,,,,,
541,PT05M51.00S,2021-12-14T03:33:20.9Z,4,REGULAR,rebound,offensive,[],1626179,,,1610612766,106,84,2021-12-14T03:33:35Z,5380000,,,0,,T. Rozier REBOUND (Off:1 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,540.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
542,PT05M49.00S,2021-12-14T03:33:23.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,92.72339027595268,58.82352941176471,1610612766,106,86,2021-12-14T03:33:41Z,5390000,44.0,16.0,1,right,T. Rozier driving finger roll Layup (16 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,4.69,Made,,,,,,,,,,16.0,,,,,,,,,
543,PT05M30.00S,2021-12-14T03:33:40.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203501,10.33180026281209,55.392156862745104,1610612742,106,86,2021-12-14T03:35:00Z,5400000,-27.0,45.0,1,left,MISS T. Hardaway Jr. turnaround Hook,[203501],1610612742.0,DAL,turnaround,,,Hardaway Jr.,T. Hardaway Jr.,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,,
544,PT05M27.00S,2021-12-14T03:33:43.9Z,4,REGULAR,rebound,defensive,[],1630539,,,1610612766,106,86,2021-12-14T03:33:48Z,5410000,,,0,,K. Jones REBOUND (Off:0 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,543.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
545,PT05M27.00S,2021-12-14T03:33:47.1Z,4,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,106,86,2021-12-14T03:34:10Z,5420000,,,0,,C. Martin lost ball out-of-bounds TURNOVER (2 TO),[1628998],1610612766.0,CHA,lost ball,,,Martin,C. Martin,,,,,,,,,,,,,2.0,,,,,,,1628159.0,,,,,
546,PT05M27.00S,2021-12-14T03:33:52.4Z,4,REGULAR,substitution,out,[],1628998,,,1610612742,106,86,2021-12-14T03:34:10Z,5430000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT05M27.00S,2021-12-14T03:33:52.4Z,4,REGULAR,substitution,in,[],1630547,,,1610612742,106,86,2021-12-14T03:34:10Z,5440000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT05M24.00S,2021-12-14T03:34:54.8Z,4,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612742,106,86,2021-12-14T03:35:42Z,5480000,,,0,,TEAM foul technical,[],1610612766.0,CHA,too-many-players,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,
550,PT05M24.00S,2021-12-14T03:35:12.8Z,4,REGULAR,freethrow,1 of 1,[],203493,,,1610612742,107,86,2021-12-14T03:35:52Z,5490000,,,0,,R. Bullock technical Free Throw 1 of 1 (9 PTS),[203493],1610612742.0,DAL,technical,,,Bullock,R. Bullock,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
551,PT05M04.00S,2021-12-14T03:36:01.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,30.436925098554536,69.11764705882352,1610612742,107,86,2021-12-14T03:36:07Z,5500000,-96.0,234.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
552,PT05M02.00S,2021-12-14T03:36:03.1Z,4,REGULAR,rebound,offensive,[],1627827,,,1610612742,107,86,2021-12-14T03:41:02Z,5510000,,,0,,D. Finney-Smith REBOUND (Off:3 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,551.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
555,PT04M53.00S,2021-12-14T03:36:12.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203501,18.74178712220762,60.78431372549019,1610612742,109,86,2021-12-14T03:36:19Z,5540000,-54.0,124.0,1,left,T. Hardaway Jr. 13' pullup Jump Shot (19 PTS) (M. Kleber 3 AST),"[203501, 1628467]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,13.49,Made,,,,,,,,,,19.0,M. Kleber,1628467.0,3.0,,,,,,
557,PT04M34.00S,2021-12-14T03:36:33.4Z,4,REGULAR,turnover,double dribble,[],1630547,,,1610612766,109,86,2021-12-14T03:36:43Z,5560000,,,0,,J. Bouknight double dribble TURNOVER (2 TO),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,2.0,,,,,,,1628159.0,,,,,
558,PT04M23.00S,2021-12-14T03:36:57.1Z,4,REGULAR,foul,personal,[],1626179,,,1610612742,109,86,2021-12-14T03:37:17Z,5570000,,,0,,T. Rozier personal FOUL (3 PF),"[1626179, 1628467]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,1628159.0,3.0,0.0,Kleber,1628467.0,
560,PT04M23.00S,2021-12-14T03:37:04.1Z,4,REGULAR,substitution,out,[],1626162,,,1610612742,109,86,2021-12-14T03:37:13Z,5590000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT04M23.00S,2021-12-14T03:37:04.1Z,4,REGULAR,substitution,in,[],1630575,,,1610612742,109,86,2021-12-14T03:37:13Z,5600000,,,0,,SUB in: S. Lewis,[1630575],1610612766.0,CHA,,,,Lewis,S. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT04M19.00S,2021-12-14T03:37:16.8Z,4,REGULAR,turnover,bad pass,[],1627827,,,1610612742,109,86,2021-12-14T03:37:27Z,5610000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1626179]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,1.0,Rozier,1626179.0,,,,,,,,,,
563,PT04M19.00S,2021-12-14T03:37:16.8Z,4,REGULAR,steal,,[],1626179,,,1610612766,109,86,2021-12-14T03:37:18Z,5620000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT04M17.00S,2021-12-14T03:37:20.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626179,94.30026281208936,48.529411764705884,1610612766,109,88,2021-12-14T03:41:58Z,5630000,-7.0,1.0,1,right,T. Rozier running reverse Layup (18 PTS),[1626179],1610612766.0,CHA,running reverse,,,Rozier,T. Rozier,,,,,0.75,Made,,,,,,,,,,18.0,,,,,,,,,
565,PT04M17.00S,2021-12-14T03:37:27.3Z,4,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612766,109,88,2021-12-14T03:37:31Z,5640000,,,0,,D. Finney-Smith shooting personal FOUL (4 PF) (Rozier 1 FT),"[1627827, 1626179]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,1628159.0,4.0,0.0,Rozier,1626179.0,
567,PT04M17.00S,2021-12-14T03:37:57.8Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1626179,,,1610612766,109,89,2021-12-14T03:37:57Z,5660000,,,0,,T. Rozier Free Throw 1 of 1 (19 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Made,,,,,,,,,,19.0,,,,,,,,,
568,PT03M53.00S,2021-12-14T03:38:22.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.046649145860711,58.57843137254902,1610612742,111,89,2021-12-14T03:42:27Z,5670000,-43.0,14.0,1,left,J. Brunson driving finger roll Layup (13 PTS),[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,4.5,Made,,,,,,,,,,13.0,,,,,,,,,
569,PT03M39.00S,2021-12-14T03:38:36.1Z,4,REGULAR,2pt,Jump Shot,[],1630547,78.9257555847569,49.26470588235294,1610612766,111,89,2021-12-14T03:38:42Z,5680000,-4.0,146.0,1,right,MISS J. Bouknight 14' pullup Shot,[1630547],1610612766.0,CHA,pullup,,,Bouknight,J. Bouknight,,,,,14.56,Missed,,,,,,,,,,,,,,,,,,,
570,PT03M36.00S,2021-12-14T03:38:39.1Z,4,REGULAR,rebound,defensive,[],203493,,,1610612742,111,89,2021-12-14T03:38:42Z,5690000,,,0,,R. Bullock REBOUND (Off:0 Def:4),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,569.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
571,PT03M14.00S,2021-12-14T03:39:03.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612742,111,89,2021-12-14T03:39:17Z,5700000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT03M11.00S,2021-12-14T03:39:27.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612766,111,89,2021-12-14T03:39:35Z,5710000,,,0,,J. Brunson take personal FOUL (3 PF) (Rozier 2 FT),"[1628973, 1626179]",1610612742.0,DAL,take,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,1628159.0,3.0,0.0,Rozier,1626179.0,
574,PT03M11.00S,2021-12-14T03:40:01.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1626179,,,1610612766,111,90,2021-12-14T03:40:32Z,5730000,,,0,,T. Rozier Free Throw 1 of 2 (20 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Made,,,,,,,,,,20.0,,,,,,,,,
575,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,out,[],1627827,,,1610612766,111,90,2021-12-14T03:40:17Z,5740000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,out,[],203501,,,1610612766,111,90,2021-12-14T03:40:17Z,5750000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,out,[],1628973,,,1610612766,111,90,2021-12-14T03:40:17Z,5760000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,out,[],203493,,,1610612766,111,90,2021-12-14T03:40:17Z,5770000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,out,[],1628467,,,1610612766,111,90,2021-12-14T03:40:17Z,5780000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,in,[],1626246,,,1610612766,111,90,2021-12-14T03:40:17Z,5790000,,,0,,SUB in: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,in,[],1629650,,,1610612766,111,90,2021-12-14T03:40:17Z,5800000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,in,[],1628373,,,1610612766,111,90,2021-12-14T03:40:17Z,5810000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,in,[],203504,,,1610612766,111,90,2021-12-14T03:40:17Z,5820000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT03M11.00S,2021-12-14T03:40:02.4Z,4,REGULAR,substitution,in,[],1630182,,,1610612766,111,90,2021-12-14T03:40:17Z,5830000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M11.00S,2021-12-14T03:40:01.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1626179,,,1610612766,111,90,2021-12-14T03:40:32Z,5840000,,,0,,MISS T. Rozier Free Throw 2 of 2,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Missed,,,,,,,,,,,,,,,,,,,
586,PT03M08.00S,2021-12-14T03:40:04.5Z,4,REGULAR,rebound,defensive,[],1629650,,,1610612742,111,90,2021-12-14T03:40:32Z,5850000,,,0,,M. Brown REBOUND (Off:1 Def:4),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,585.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
587,PT02M51.00S,2021-12-14T03:40:46.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626246,13.748357424441524,51.225490196078425,1610612742,113,90,2021-12-14T03:40:52Z,5860000,-6.0,77.0,1,left,B. Marjanovic 7' turnaround Hook (2 PTS) (F. Ntilikina 1 AST),"[1626246, 1628373]",1610612742.0,DAL,turnaround,,,Marjanovic,B. Marjanovic,,,,,7.69,Made,,,,,,,,,,2.0,F. Ntilikina,1628373.0,1.0,,,,,,
589,PT02M39.00S,2021-12-14T03:40:59.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630547,89.96386333771353,48.529411764705884,1610612766,113,92,2021-12-14T03:41:04Z,5880000,-7.0,42.0,1,right,J. Bouknight driving floating Jump Shot (10 PTS) (K. Jones 1 AST),"[1630547, 1630539]",1610612766.0,CHA,driving floating,,,Bouknight,J. Bouknight,,,,,4.24,Made,,,,,,,,,,10.0,K. Jones,1630539.0,1.0,,,,,,
591,PT02M17.00S,2021-12-14T03:41:20.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626246,5.732588699080158,48.28431372549019,1610612742,115,92,2021-12-14T03:41:25Z,5900000,9.0,1.0,1,left,B. Marjanovic DUNK (4 PTS),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,0.87,Made,,,,,,,,,,4.0,,,,,,,,,
592,PT02M08.00S,2021-12-14T03:41:32.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628373,,,1610612766,115,92,2021-12-14T03:41:38Z,5910000,,,0,,F. Ntilikina personal FOUL (1 PF) (Lewis 2 FT),"[1628373, 1630575]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Lewis,1630575.0,
594,PT02M08.00S,2021-12-14T03:42:03.6Z,4,REGULAR,freethrow,1 of 2,[],1630575,,,1610612766,115,93,2021-12-14T03:42:03Z,5930000,,,0,,S. Lewis Free Throw 1 of 2 (1 PTS),[1630575],1610612766.0,CHA,,,,Lewis,S. Lewis,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
595,PT02M08.00S,2021-12-14T03:42:03.6Z,4,REGULAR,freethrow,2 of 2,[],1630575,,,1610612766,115,93,2021-12-14T03:42:20Z,5940000,,,0,,MISS S. Lewis Free Throw 2 of 2,[1630575],1610612766.0,CHA,,,,Lewis,S. Lewis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
596,PT02M05.00S,2021-12-14T03:42:06.6Z,4,REGULAR,rebound,offensive,[],1630550,,,1610612766,115,93,2021-12-14T03:42:20Z,5950000,,,0,,J. Thor REBOUND (Off:2 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,595.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
597,PT01M58.00S,2021-12-14T03:42:25.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630547,90.3580814717477,53.67647058823529,1610612766,115,93,2021-12-14T03:45:23Z,5960000,18.0,38.0,1,right,MISS J. Bouknight driving Layup,[1630547],1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,4.23,Missed,,,,,,,,,,,,,,,,,,,
598,PT01M55.00S,2021-12-14T03:42:28.7Z,4,REGULAR,rebound,offensive,[],1630547,,,1610612766,115,93,2021-12-14T03:42:31Z,5970000,,,0,,J. Bouknight REBOUND (Off:5 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,597.0,6.0,1.0,5.0,,,,,,,,,,,,,,,
599,PT01M55.00S,2021-12-14T03:42:29.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630547,94.40999984741211,50.0,1610612766,115,93,2021-12-14T03:45:39Z,5980000,0.0,0.0,1,right,MISS J. Bouknight tip Layup,[1630547],1610612766.0,CHA,tip,,,Bouknight,J. Bouknight,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
600,PT01M55.00S,2021-12-14T03:42:29.0Z,4,REGULAR,rebound,defensive,[],1626246,,,1610612742,115,93,2021-12-14T03:45:39Z,5990000,,,0,,B. Marjanovic REBOUND (Off:0 Def:1),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,599.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
601,PT01M51.00S,2021-12-14T03:42:33.1Z,4,REGULAR,turnover,bad pass,[],1630182,,,1610612742,115,93,2021-12-14T03:42:37Z,6000000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1630550]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,1.0,Thor,1630550.0,,,,,,,,,,
602,PT01M51.00S,2021-12-14T03:42:33.1Z,4,REGULAR,steal,,[],1630550,,,1610612766,115,93,2021-12-14T03:43:23Z,6010000,,,0,,J. Thor STEAL (1 STL),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT01M42.00S,2021-12-14T03:42:42.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630547,95.22010512483574,3.431372549019608,1610612766,115,93,2021-12-14T03:42:45Z,6020000,-233.0,-8.0,1,right,MISS J. Bouknight 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
604,PT01M40.00S,2021-12-14T03:42:44.1Z,4,REGULAR,rebound,defensive,[],1630182,,,1610612742,115,93,2021-12-14T03:42:45Z,6030000,,,0,,J. Green REBOUND (Off:2 Def:4),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,603.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
605,PT01M39.00S,2021-12-14T03:42:45.8Z,4,REGULAR,turnover,bad pass,[],1630182,,,1610612742,115,93,2021-12-14T03:43:03Z,6040000,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630182, 1630575]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,2.0,Lewis,1630575.0,,,,,,,,,,
606,PT01M39.00S,2021-12-14T03:42:45.8Z,4,REGULAR,steal,,[],1630575,,,1610612766,115,93,2021-12-14T03:42:47Z,6050000,,,0,,S. Lewis STEAL (1 STL),[1630575],1610612766.0,CHA,,,,Lewis,S. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT01M26.00S,2021-12-14T03:42:58.9Z,4,REGULAR,turnover,out-of-bounds,[],1626179,,,1610612766,115,93,2021-12-14T03:43:08Z,6060000,,,0,,T. Rozier bad pass out-of-bounds TURNOVER (1 TO),[1626179],1610612766.0,CHA,bad pass,,,Rozier,T. Rozier,,,,,,,,,,,,,1.0,,,,,,,1628159.0,,,,,
608,PT01M11.00S,2021-12-14T03:43:29.1Z,4,REGULAR,turnover,bad pass,[],1626246,,,1610612742,115,93,2021-12-14T03:43:35Z,6070000,,,0,,B. Marjanovic bad pass TURNOVER (1 TO),"[1626246, 1630550]",1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,1.0,Thor,1630550.0,,,,,,,,,,
609,PT01M11.00S,2021-12-14T03:43:29.1Z,4,REGULAR,steal,,[],1630550,,,1610612766,115,93,2021-12-14T03:43:31Z,6080000,,,0,,J. Thor STEAL (2 STL),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M02.00S,2021-12-14T03:43:38.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630550,69.99014454664915,70.83333333333334,1610612766,115,93,2021-12-14T03:48:20Z,6090000,104.0,230.0,1,right,MISS J. Thor 25' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
611,PT01M01.00S,2021-12-14T03:43:39.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,115,93,2021-12-14T03:43:47Z,6100000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,610.0,,,,,,,,,,,,,,,,,,
612,PT01M01.00S,2021-12-14T03:43:42.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,115,93,2021-12-14T03:43:42Z,6110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M49.30S,2021-12-14T03:43:59.4Z,4,REGULAR,3pt,Jump Shot,[],1626246,31.750985545335087,58.333333333333336,1610612742,115,93,2021-12-14T03:44:07Z,6120000,-42.0,246.0,1,left,MISS B. Marjanovic 24' 3PT,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,,
614,PT00M48.20S,2021-12-14T03:44:01.6Z,4,REGULAR,rebound,offensive,[],1629650,,,1610612742,115,93,2021-12-14T03:44:01Z,6130000,,,0,,M. Brown REBOUND (Off:2 Def:4),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,613.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
615,PT00M48.20S,2021-12-14T03:44:08.5Z,4,REGULAR,foul,personal,[],1630550,,,1610612742,115,93,2021-12-14T03:44:47Z,6140000,,,0,,J. Thor personal FOUL (2 PF),"[1630550, 1629650]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Brown,1629650.0,
617,PT00M37.40S,2021-12-14T03:44:29.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203504,30.305519053876477,69.36274509803921,1610612742,118,93,2021-12-14T03:49:16Z,6160000,-97.0,232.0,1,left,T. Burke 25' 3PT pullup (22 PTS),[203504],1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,25.18,Made,,,,,,,,,,22.0,,,,,,,,,
618,PT00M25.30S,2021-12-14T03:44:44.5Z,4,REGULAR,turnover,bad pass,[],1630550,,,1610612766,118,93,2021-12-14T03:44:54Z,6170000,,,0,,J. Thor bad pass TURNOVER (1 TO),"[1630550, 1628373]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,1.0,Ntilikina,1628373.0,,,,,,,,,,
619,PT00M25.30S,2021-12-14T03:44:44.5Z,4,REGULAR,steal,,[],1628373,,,1610612742,118,93,2021-12-14T03:44:46Z,6180000,,,0,,F. Ntilikina STEAL (1 STL),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
