actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
177,PT09M33.00S,2021-12-14T02:14:19.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,6.258212877792378,96.32352941176471,1610612766,42,24,2021-12-14T02:14:27Z,1760000,-232.0,6.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
178,PT09M30.00S,2021-12-14T02:14:22.8Z,2,REGULAR,rebound,defensive,[],203504,,,1610612742,42,24,2021-12-14T02:14:27Z,1770000,,,0,,T. Burke REBOUND (Off:0 Def:1),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
179,PT09M22.00S,2021-12-14T02:14:31.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629650,88.91261498028909,50.0,1610612742,44,24,2021-12-14T02:14:35Z,1780000,0.0,52.0,1,right,M. Brown turnaround Hook (2 PTS) (M. Kleber 1 AST),"[1629650, 1628467]",1610612742.0,DAL,turnaround,,,Brown,M. Brown,,,,,5.17,Made,,,,,,,,,,2.0,M. Kleber,1628467.0,1.0,,,,,,
182,PT08M53.00S,2021-12-14T02:15:10.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,44,24,2021-12-14T02:15:22Z,1810000,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,203591.0,,,,,
183,PT08M53.00S,2021-12-14T02:15:18.8Z,2,REGULAR,substitution,out,[],1628467,,,1610612742,44,24,2021-12-14T02:15:27Z,1820000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M53.00S,2021-12-14T02:15:18.8Z,2,REGULAR,substitution,in,[],204001,,,1610612742,44,24,2021-12-14T02:15:27Z,1830000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M34.00S,2021-12-14T02:15:45.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203501,80.6340341655716,93.13725490196079,1610612742,47,24,2021-12-14T02:15:49Z,1840000,216.0,130.0,1,right,T. Hardaway Jr. 25' 3PT step back (9 PTS),[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.16,Made,,,,,,,,,,9.0,,,,,,,,,
186,PT08M23.00S,2021-12-14T02:16:00.3Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612766,47,24,2021-12-14T02:16:08Z,1850000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Bridges 2 FT),"[204001, 1628970]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Bridges,1628970.0,
188,PT08M23.00S,2021-12-14T02:16:23.4Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,47,25,2021-12-14T02:16:23Z,1870000,,,0,,M. Bridges Free Throw 1 of 2 (1 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
189,PT08M23.00S,2021-12-14T02:16:24.0Z,2,REGULAR,substitution,out,[],203504,,,1610612766,47,25,2021-12-14T02:16:38Z,1880000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M23.00S,2021-12-14T02:16:24.0Z,2,REGULAR,substitution,in,[],1628973,,,1610612766,47,25,2021-12-14T02:16:38Z,1890000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M23.00S,2021-12-14T02:16:39.5Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,47,26,2021-12-14T02:16:39Z,1900000,,,0,,M. Bridges Free Throw 2 of 2 (2 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
192,PT08M04.00S,2021-12-14T02:17:00.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,86.94152431011827,53.67647058823529,1610612742,47,26,2021-12-14T02:19:10Z,1910000,18.0,70.0,1,right,MISS J. Brunson 7' turnaround Shot,[1628973],1610612742.0,DAL,turnaround,,,Brunson,J. Brunson,,,,,7.26,Missed,,,,,,,,,,,,,,,,,,,
193,PT08M03.00S,2021-12-14T02:17:01.3Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,47,26,2021-12-14T02:17:05Z,1920000,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,192.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
194,PT07M59.00S,2021-12-14T02:17:05.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],204001,67.7562417871222,66.42156862745098,1610612742,50,26,2021-12-14T02:17:22Z,1930000,82.0,251.0,1,right,K. Porzingis 26' 3PT  (17 PTS) (T. Hardaway Jr. 3 AST),"[204001, 203501]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,26.37,Made,,,,,,,,,,17.0,T. Hardaway Jr.,203501.0,3.0,,,,,,
196,PT07M39.00S,2021-12-14T02:17:24.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,6.915243101182654,61.76470588235294,1610612766,50,26,2021-12-14T02:17:30Z,1950000,-59.0,13.0,1,left,MISS M. Bridges 6' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,6.01,Missed,,,,,,,,,,,,,,,,,,,
197,PT07M37.00S,2021-12-14T02:17:26.7Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612742,50,26,2021-12-14T02:17:30Z,1960000,,,0,,M. Brown REBOUND (Off:1 Def:3),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,196.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
198,PT07M32.00S,2021-12-14T02:17:36.7Z,2,REGULAR,foul,personal,[],1628970,,,1610612742,50,26,2021-12-14T02:18:01Z,1970000,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1629650]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Brown,1629650.0,
200,PT07M32.00S,2021-12-14T02:17:41.5Z,2,REGULAR,substitution,out,[],1629650,,,1610612742,50,26,2021-12-14T02:17:59Z,1990000,,,0,,SUB out: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M32.00S,2021-12-14T02:17:41.5Z,2,REGULAR,substitution,out,[],1626179,,,1610612742,50,26,2021-12-14T02:17:59Z,2000000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M32.00S,2021-12-14T02:17:41.5Z,2,REGULAR,substitution,out,[],1626162,,,1610612742,50,26,2021-12-14T02:17:59Z,2010000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M32.00S,2021-12-14T02:17:41.5Z,2,REGULAR,substitution,out,[],1630550,,,1610612742,50,26,2021-12-14T02:17:59Z,2020000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M32.00S,2021-12-14T02:17:41.5Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,50,26,2021-12-14T02:17:59Z,2030000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M32.00S,2021-12-14T02:17:41.5Z,2,REGULAR,substitution,in,[],1629023,,,1610612742,50,26,2021-12-14T02:17:59Z,2040000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M32.00S,2021-12-14T02:17:41.5Z,2,REGULAR,substitution,in,[],202330,,,1610612742,50,26,2021-12-14T02:17:59Z,2050000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M32.00S,2021-12-14T02:17:41.5Z,2,REGULAR,substitution,in,[],1630547,,,1610612742,50,26,2021-12-14T02:17:59Z,2060000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M28.00S,2021-12-14T02:18:05.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630182,94.30026281208936,49.50980392156863,1610612742,52,26,2021-12-14T02:18:12Z,2070000,-2.0,1.0,1,right,J. Green alley-oop DUNK (2 PTS) (T. Hardaway Jr. 4 AST),"[1630182, 203501]",1610612742.0,DAL,alley-oop,,,Green,J. Green,,,,,0.27,Made,,,,,,,,,,2.0,T. Hardaway Jr.,203501.0,4.0,,,,,,
210,PT07M10.00S,2021-12-14T02:18:25.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,9.017739816031538,40.68627450980392,1610612766,52,26,2021-12-14T02:21:06Z,2090000,47.0,32.0,1,left,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,5.67,Missed,,,,,,,,,,,,,,,,,,,
211,PT07M08.00S,2021-12-14T02:18:27.3Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,52,26,2021-12-14T02:18:31Z,2100000,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,210.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
212,PT07M02.00S,2021-12-14T02:18:33.1Z,2,REGULAR,2pt,Jump Shot,[],203501,93.38042049934296,84.55882352941177,1610612742,52,26,2021-12-14T02:21:57Z,2110000,173.0,10.0,1,right,MISS T. Hardaway Jr. 17' step back Shot,[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,17.31,Missed,,,,,,,,,,,,,,,,,,,
213,PT06M58.00S,2021-12-14T02:18:37.1Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,52,26,2021-12-14T02:18:38Z,2120000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,212.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
214,PT06M52.00S,2021-12-14T02:18:46.6Z,2,REGULAR,foul,personal,['2freethrow'],203501,,,1610612766,52,26,2021-12-14T02:18:53Z,2130000,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Bouknight 2 FT),"[203501, 1630547]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Bouknight,1630547.0,
216,PT06M52.00S,2021-12-14T02:19:11.5Z,2,REGULAR,freethrow,1 of 2,[],1630547,,,1610612766,52,27,2021-12-14T02:19:11Z,2150000,,,0,,J. Bouknight Free Throw 1 of 2 (4 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
217,PT06M52.00S,2021-12-14T02:19:11.5Z,2,REGULAR,freethrow,2 of 2,[],1630547,,,1610612766,52,27,2021-12-14T02:19:36Z,2160000,,,0,,MISS J. Bouknight Free Throw 2 of 2,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Missed,,,,,,,,,,,,,,,,,,,
218,PT06M50.00S,2021-12-14T02:19:13.5Z,2,REGULAR,rebound,offensive,[],1628970,,,1610612766,52,27,2021-12-14T02:19:53Z,2170000,,,0,,M. Bridges REBOUND (Off:2 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,217.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
219,PT06M50.00S,2021-12-14T02:19:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,6.1268068331143235,50.49019607843137,1610612766,52,27,2021-12-14T02:22:36Z,2180000,-2.0,5.0,1,left,MISS M. Bridges putback Layup,[1628970],1610612766.0,CHA,putback,,,Bridges,M. Bridges,,,,,0.57,Missed,,,,,,,,,,,,,,,,,,,
220,PT06M49.00S,2021-12-14T02:19:29.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,52,27,2021-12-14T02:19:46Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,219.0,,,,,,,,,,,,,,,,,,
221,PT06M49.00S,2021-12-14T02:19:46.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,52,27,2021-12-14T02:19:46Z,2200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M35.00S,2021-12-14T02:20:00.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628970,7.835085413929041,55.63725490196079,1610612766,52,27,2021-12-14T02:23:51Z,2210000,-28.0,21.0,1,left,MISS M. Bridges cutting DUNK - blocked,"[1628970, 204001]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,3.52,Missed,,,,,Porzingis,204001.0,,,,,,,,,,,,,
223,PT06M35.00S,2021-12-14T02:20:00.5Z,2,REGULAR,block,,[],204001,,,1610612766,52,27,2021-12-14T02:20:02Z,2220000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M32.00S,2021-12-14T02:20:03.5Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,52,27,2021-12-14T02:20:07Z,2230000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,222.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
225,PT06M29.00S,2021-12-14T02:20:06.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,70.90998685939553,82.1078431372549,1610612742,55,27,2021-12-14T02:24:18Z,2240000,161.0,221.0,1,right,T. Hardaway Jr. 27' 3PT pullup (12 PTS) (J. Brunson 4 AST),"[203501, 1628973]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,27.31,Made,,,,,,,,,,12.0,J. Brunson,1628973.0,4.0,,,,,,
227,PT06M28.00S,2021-12-14T02:20:13.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,55,27,2021-12-14T02:20:13Z,2260000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M28.00S,2021-12-14T02:20:29.4Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,55,27,2021-12-14T02:23:08Z,2270000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M28.00S,2021-12-14T02:20:29.4Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,55,27,2021-12-14T02:23:08Z,2280000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M04.00S,2021-12-14T02:23:36.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,55,27,2021-12-14T02:23:48Z,2290000,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M55.00S,2021-12-14T02:24:00.8Z,2,REGULAR,turnover,bad pass,[],1628973,,,1610612742,55,27,2021-12-14T02:24:09Z,2300000,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1628998]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,1.0,Martin,1628998.0,,,,,,,,,,
232,PT05M55.00S,2021-12-14T02:24:00.8Z,2,REGULAR,steal,,[],1628998,,,1610612766,55,27,2021-12-14T02:24:02Z,2310000,,,0,,C. Martin STEAL (2 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M53.00S,2021-12-14T02:24:07.1Z,2,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612766,55,27,2021-12-14T02:24:14Z,2320000,,,0,,J. Brunson shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1628973, 1626162]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Oubre Jr.,1626162.0,
235,PT05M53.00S,2021-12-14T02:24:33.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626162,,,1610612766,55,28,2021-12-14T02:25:35Z,2340000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (10 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
236,PT05M53.00S,2021-12-14T02:24:33.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626162,,,1610612766,55,28,2021-12-14T02:25:35Z,2350000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
237,PT05M50.00S,2021-12-14T02:24:36.8Z,2,REGULAR,rebound,offensive,[],1630547,,,1610612766,55,28,2021-12-14T02:25:35Z,2360000,,,0,,J. Bouknight REBOUND (Off:1 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,236.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
238,PT05M48.00S,2021-12-14T02:24:58.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612766,55,28,2021-12-14T02:25:05Z,2370000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1627827, 1626162]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Oubre Jr.,1626162.0,
240,PT05M48.00S,2021-12-14T02:25:19.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626162,,,1610612766,55,29,2021-12-14T02:25:19Z,2390000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (11 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
241,PT05M48.00S,2021-12-14T02:25:32.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626162,,,1610612766,55,29,2021-12-14T02:25:32Z,2400000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M44.00S,2021-12-14T02:25:34.6Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,55,29,2021-12-14T02:25:34Z,2410000,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,241.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
243,PT05M28.00S,2021-12-14T02:25:51.3Z,2,REGULAR,3pt,Jump Shot,[],203501,69.46452036793693,72.30392156862744,1610612742,55,29,2021-12-14T02:25:57Z,2420000,112.0,235.0,1,right,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
244,PT05M26.00S,2021-12-14T02:25:53.3Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,55,29,2021-12-14T02:25:57Z,2430000,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,243.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
245,PT05M21.00S,2021-12-14T02:26:07.3Z,2,REGULAR,foul,personal,[],1629023,,,1610612742,55,29,2021-12-14T02:26:29Z,2440000,,,0,,P. Washington personal FOUL (2 PF),"[1629023, 203501]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Hardaway Jr.,203501.0,
247,PT05M21.00S,2021-12-14T02:26:14.9Z,2,REGULAR,substitution,out,[],203501,,,1610612742,55,29,2021-12-14T02:26:23Z,2460000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M21.00S,2021-12-14T02:26:14.9Z,2,REGULAR,substitution,in,[],203493,,,1610612742,55,29,2021-12-14T02:26:23Z,2470000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M17.00S,2021-12-14T02:26:32.3Z,2,REGULAR,foul,personal,[],1629023,,,1610612742,55,29,2021-12-14T02:26:45Z,2480000,,,0,,P. Washington personal FOUL (3 PF),"[1629023, 204001]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,203591.0,3.0,0.0,Porzingis,204001.0,
251,PT05M01.00S,2021-12-14T02:27:05.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628973,92.85479632063075,45.83333333333333,1610612742,55,29,2021-12-14T02:27:10Z,2500000,-21.0,15.0,1,right,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,2.55,Missed,,,,,,,,,,,,,,,,,,,
252,PT04M58.00S,2021-12-14T02:27:08.5Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,55,29,2021-12-14T02:27:08Z,2510000,,,0,,K. Porzingis REBOUND (Off:2 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,251.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
253,PT04M58.00S,2021-12-14T02:27:08.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612742,55,29,2021-12-14T02:27:08Z,2520000,0.0,0.0,1,right,MISS K. Porzingis tip Layup,[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
254,PT04M58.00S,2021-12-14T02:27:09.2Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,55,29,2021-12-14T02:27:09Z,2530000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,253.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
255,PT04M55.00S,2021-12-14T02:27:11.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630547,4.812746386333772,95.83333333333334,1610612766,55,29,2021-12-14T02:28:20Z,2540000,-229.0,-7.0,1,left,MISS J. Bouknight running 3PT,[1630547],1610612766.0,CHA,running,,,Bouknight,J. Bouknight,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
256,PT04M53.00S,2021-12-14T02:27:14.3Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,55,29,2021-12-14T02:27:14Z,2550000,,,0,,P. Washington REBOUND (Off:2 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,255.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
257,PT04M52.00S,2021-12-14T02:27:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,8.09789750328515,50.98039215686274,1610612766,55,29,2021-12-14T02:28:52Z,2560000,-5.0,24.0,1,left,MISS P. Washington putback Layup - blocked,"[1629023, 204001]",1610612766.0,CHA,putback,,,Washington,P. Washington,,,,,2.41,Missed,,,,,Porzingis,204001.0,,,,,,,,,,,,,
258,PT04M52.00S,2021-12-14T02:27:15.3Z,2,REGULAR,block,,[],204001,,,1610612766,55,29,2021-12-14T02:27:17Z,2570000,,,0,,K. Porzingis BLOCK (3 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M49.00S,2021-12-14T02:27:18.3Z,2,REGULAR,rebound,offensive,[],1630547,,,1610612766,55,29,2021-12-14T02:27:26Z,2580000,,,0,,J. Bouknight REBOUND (Off:2 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,257.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
260,PT04M49.00S,2021-12-14T02:27:18.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630547,5.601182654402102,49.754901960784316,1610612766,55,31,2021-12-14T02:28:00Z,2590000,1.0,0.0,1,left,J. Bouknight floating Jump Shot (6 PTS),[1630547],1610612766.0,CHA,floating,,,Bouknight,J. Bouknight,,,,,0.12,Made,,,,,,,,,,6.0,,,,,,,,,
261,PT04M35.00S,2021-12-14T02:27:37.8Z,2,REGULAR,foul,technical,['1freethrow'],1630547,,,1610612742,55,31,2021-12-14T02:27:49Z,2600000,,,0,,J. Bouknight defensive-3-second technical FOUL (1 Tech),[1630547],1610612766.0,CHA,defensive-3-second,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,2003.0,0.0,1.0,,,
262,PT04M35.00S,2021-12-14T02:27:55.7Z,2,REGULAR,freethrow,1 of 1,[],204001,,,1610612742,56,31,2021-12-14T02:27:55Z,2610000,,,0,,K. Porzingis technical Free Throw 1 of 1 (18 PTS),[204001],1610612742.0,DAL,technical,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,18.0,,,,,,,,,
263,PT04M35.00S,2021-12-14T02:27:58.1Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,56,31,2021-12-14T02:28:09Z,2620000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
