actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
181,PT10M38.00S,2022-03-27T00:40:34.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,28,30,2022-03-27T00:40:39Z,1810000,,,0,,A. Drummond REBOUND (Off:3 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,180.0,4.0,1.0,3.0,,,,,
182,PT10M35.00S,2022-03-27T00:40:38.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203083,93.24901445466492,54.41176470588235,1610612751,28,32,2022-03-27T00:40:42Z,1820000,22.0,11.0,1,right,A. Drummond turnaround Hook (8 PTS),[203083],1610612751.0,BKN,turnaround,,,Drummond,A. Drummond,,,,,,,,2.47,Made,8.0,,,,,,,,,,,,,,,
183,PT10M21.00S,2022-03-27T00:40:51.4Z,2,REGULAR,2pt,Jump Shot,[],1629639,9.543363994743759,87.74509803921569,1610612748,28,32,2022-03-27T00:40:58Z,1830000,-189.0,37.0,1,left,MISS T. Herro 19' step back Shot,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,,19.23,Missed,,,,,,,,,,,,,,,,
184,PT10M17.00S,2022-03-27T00:40:55.4Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,28,32,2022-03-27T00:40:58Z,1840000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,
185,PT10M15.00S,2022-03-27T00:41:01.4Z,2,REGULAR,foul,personal,['2freethrow'],203473,,,1610612751,28,32,2022-03-27T00:41:16Z,1850000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Drummond 2 FT),"[203473, 203083]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,1662.0,2.0,0.0,,,,,Drummond,203083.0,,,
187,PT10M15.00S,2022-03-27T00:41:21.9Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612751,28,33,2022-03-27T00:41:39Z,1870000,,,0,,A. Drummond Free Throw 1 of 2 (9 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
188,PT10M15.00S,2022-03-27T00:41:21.9Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612751,28,33,2022-03-27T00:41:39Z,1880000,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,Missed,,,,,,,,,,,,,,,,
189,PT10M13.00S,2022-03-27T00:41:23.9Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,28,33,2022-03-27T00:41:39Z,1890000,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,188.0,3.0,3.0,0.0,,,,,
190,PT10M04.00S,2022-03-27T00:41:47.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,5.732588699080158,45.83333333333333,1610612748,30,33,2022-03-27T00:41:51Z,1900000,21.0,1.0,1,left,T. Herro driving Layup (2 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,2.08,Made,2.0,,,,,,,,,,,,,,,
191,PT09M48.00S,2022-03-27T00:42:02.3Z,2,REGULAR,3pt,Jump Shot,[],202681,68.28186596583443,60.049019607843135,1610612751,30,33,2022-03-27T00:42:08Z,1910000,50.0,246.0,1,right,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,25.08,Missed,,,,,,,,,,,,,,,,
192,PT09M46.00S,2022-03-27T00:42:05.6Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,30,33,2022-03-27T00:42:05Z,1920000,,,0,,A. Drummond REBOUND (Off:4 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,191.0,5.0,1.0,4.0,,,,,
193,PT09M46.00S,2022-03-27T00:42:08.2Z,2,REGULAR,foul,personal,[],203506,,,1610612751,30,33,2022-03-27T00:42:25Z,1930000,,,0,,V. Oladipo personal FOUL (1 PF),"[203506, 203083]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,1193.0,1.0,0.0,,,,,Drummond,203083.0,,,
195,PT09M37.00S,2022-03-27T00:42:34.8Z,2,REGULAR,2pt,Hook,['2ndchance'],203083,93.9060446780552,69.85294117647058,1610612751,30,33,2022-03-27T00:42:41Z,1950000,99.0,5.0,1,right,MISS A. Drummond 9' turnaround Hook,[203083],1610612751.0,BKN,turnaround,,,Drummond,A. Drummond,,,,,,,,9.94,Missed,,,,,,,,,,,,,,,,
196,PT09M32.00S,2022-03-27T00:42:39.8Z,2,REGULAR,rebound,offensive,[],201949,,,1610612751,30,33,2022-03-27T00:42:41Z,1960000,,,0,,J. Johnson REBOUND (Off:1 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,195.0,2.0,1.0,1.0,,,,,
197,PT09M32.00S,2022-03-27T00:42:39.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201949,94.40999984741211,50.0,1610612751,30,35,2022-03-27T00:42:39Z,1970000,0.0,0.0,1,right,J. Johnson tip DUNK (2 PTS),[201949],1610612751.0,BKN,tip,,,Johnson,J. Johnson,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,
198,PT09M29.00S,2022-03-27T00:42:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.783837056504599,45.09803921568628,1610612748,32,35,2022-03-27T00:42:50Z,1980000,25.0,11.0,1,left,T. Herro driving Layup (4 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,2.7,Made,4.0,,,,,,,,,,,,,,,
199,PT09M29.00S,2022-03-27T00:42:50.1Z,2,REGULAR,foul,personal,['1freethrow'],201609,,,1610612748,32,35,2022-03-27T00:43:09Z,1990000,,,0,,G. Dragic shooting personal FOUL (2 PF) (Herro 1 FT),"[201609, 1629639]",1610612751.0,BKN,shooting,,,Dragic,G. Dragic,,,,,,,,,,,,,,1193.0,2.0,0.0,,,,,Herro,1629639.0,,,
201,PT09M29.00S,2022-03-27T00:43:12.0Z,2,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,33,35,2022-03-27T00:43:12Z,2010000,,,0,,T. Herro Free Throw 1 of 1 (5 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
202,PT09M15.00S,2022-03-27T00:43:30.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,86.02168199737189,41.66666666666667,1610612751,33,37,2022-03-27T00:43:36Z,2020000,-42.0,79.0,1,right,K. Irving 8' pullup Jump Shot (2 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,8.92,Made,2.0,,,,,,,,,,,,,,,
203,PT09M15.00S,2022-03-27T00:43:35.2Z,2,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612751,33,37,2022-03-27T00:43:48Z,2030000,,,0,,C. Martin shooting personal FOUL (2 PF) (Irving 1 FT),"[1628997, 202681]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,2005.0,2.0,0.0,,,,,Irving,202681.0,,,
205,PT09M15.00S,2022-03-27T00:44:11.9Z,2,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,33,38,2022-03-27T00:44:11Z,2050000,,,0,,K. Irving Free Throw 1 of 1 (3 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
206,PT09M03.00S,2022-03-27T00:44:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,18.2161629434954,57.35294117647059,1610612748,33,38,2022-03-27T00:47:47Z,2060000,-37.0,119.0,1,left,MISS V. Oladipo 12' driving floating Shot,[203506],1610612748.0,MIA,driving floating,,,Oladipo,V. Oladipo,,,,,,,,12.43,Missed,,,,,,,,,,,,,,,,
207,PT09M00.00S,2022-03-27T00:44:28.1Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,33,38,2022-03-27T00:44:29Z,2070000,,,0,,A. Drummond REBOUND (Off:4 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,206.0,6.0,2.0,4.0,,,,,
208,PT08M59.00S,2022-03-27T00:44:31.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,33,38,2022-03-27T00:44:31Z,2080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M59.00S,2022-03-27T00:44:31.8Z,2,REGULAR,substitution,out,[],1629130,,,1610612751,33,38,2022-03-27T00:44:40Z,2090000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M59.00S,2022-03-27T00:44:31.8Z,2,REGULAR,substitution,in,[],200768,,,1610612751,33,38,2022-03-27T00:44:40Z,2100000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M44.00S,2022-03-27T00:45:02.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,88.91261498028909,40.19607843137255,1610612751,33,40,2022-03-27T00:45:11Z,2110000,-49.0,52.0,1,right,K. Irving 7' pullup bank Jump Shot (5 PTS),[202681],1610612751.0,BKN,pullup bank,,,Irving,K. Irving,,,,,,,,7.12,Made,5.0,,,,,,,,,,,,,,,
212,PT08M21.00S,2022-03-27T00:45:28.7Z,2,REGULAR,foul,personal,['2freethrow'],201949,,,1610612748,33,40,2022-03-27T00:45:45Z,2120000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Oladipo 2 FT),"[201949, 203506]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,2005.0,1.0,0.0,,,,,Oladipo,203506.0,,,
214,PT08M21.00S,2022-03-27T00:45:57.5Z,2,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,34,40,2022-03-27T00:46:37Z,2140000,,,0,,V. Oladipo Free Throw 1 of 2 (1 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
215,PT08M21.00S,2022-03-27T00:45:59.1Z,2,REGULAR,substitution,out,[],203473,,,1610612748,34,40,2022-03-27T00:46:03Z,2150000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M21.00S,2022-03-27T00:45:59.1Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,34,40,2022-03-27T00:46:03Z,2160000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M21.00S,2022-03-27T00:45:57.5Z,2,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,34,40,2022-03-27T00:46:37Z,2170000,,,0,,MISS V. Oladipo Free Throw 2 of 2,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
218,PT08M18.00S,2022-03-27T00:46:00.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,34,40,2022-03-27T00:46:37Z,2180000,,,0,,A. Drummond REBOUND (Off:4 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,217.0,7.0,3.0,4.0,,,,,
219,PT08M06.00S,2022-03-27T00:46:34.0Z,2,REGULAR,3pt,Jump Shot,[],202681,69.85873850197109,76.47058823529412,1610612751,34,43,2022-03-27T00:46:40Z,2190000,132.0,231.0,1,right,K. Irving 26' 3PT  (8 PTS) (G. Dragic 2 AST),"[202681, 201609]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,26.61,Made,8.0,G. Dragic,201609.0,2.0,,,,,,,,,,,,
221,PT07M54.00S,2022-03-27T00:46:45.7Z,2,REGULAR,3pt,Jump Shot,[],200768,30.436925098554536,31.372549019607842,1610612748,34,43,2022-03-27T00:46:51Z,2210000,93.0,234.0,1,left,MISS K. Lowry 25' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,25.15,Missed,,,,,,,,,,,,,,,,
222,PT07M51.00S,2022-03-27T00:46:48.7Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,34,43,2022-03-27T00:46:51Z,2220000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,221.0,1.0,1.0,0.0,,,,,
223,PT07M48.00S,2022-03-27T00:46:53.3Z,2,REGULAR,turnover,lost ball,[],202681,,,1610612751,34,43,2022-03-27T00:46:57Z,2230000,,,0,,K. Irving lost ball TURNOVER (1 TO),"[202681, 1629639]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,1.0,Herro,1629639.0,,,,,,,,,,,,,,,,,,
224,PT07M48.00S,2022-03-27T00:46:53.3Z,2,REGULAR,steal,,[],1629639,,,1610612748,34,43,2022-03-27T00:46:54Z,2240000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M41.00S,2022-03-27T00:46:59.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,5.338370565045992,55.88235294117647,1610612748,36,43,2022-03-27T00:47:05Z,2250000,-29.0,-2.0,1,left,T. Herro driving Layup (7 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,2.95,Made,7.0,,,,,,,,,,,,,,,
226,PT07M39.00S,2022-03-27T00:47:09.3Z,2,REGULAR,stoppage,other,[],0,,,1610612751,36,43,2022-03-27T00:47:09Z,2260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M30.00S,2022-03-27T00:47:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201609,91.14651773981603,39.705882352941174,1610612751,36,45,2022-03-27T00:47:29Z,2270000,-51.0,31.0,1,right,G. Dragic 6' running finger roll Layup (2 PTS),[201609],1610612751.0,BKN,running finger roll,,,Dragic,G. Dragic,,,,,,,,6.0,Made,2.0,,,,,,,,,,,,,,,
228,PT07M00.00S,2022-03-27T00:47:54.7Z,2,REGULAR,2pt,Jump Shot,[],1628389,6.915243101182654,69.85294117647058,1610612748,36,45,2022-03-27T00:48:02Z,2280000,-99.0,13.0,1,left,MISS B. Adebayo 10' turnaround Shot,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,,10.01,Missed,,,,,,,,,,,,,,,,
229,PT06M57.00S,2022-03-27T00:47:57.7Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,36,45,2022-03-27T00:48:02Z,2290000,,,0,,J. Johnson REBOUND (Off:1 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,228.0,3.0,2.0,1.0,,,,,
230,PT06M48.00S,2022-03-27T00:48:06.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201949,88.64980289093299,46.81372549019608,1610612751,36,45,2022-03-27T00:53:53Z,2300000,-16.0,54.0,1,right,MISS J. Johnson turnaround Hook,[201949],1610612751.0,BKN,turnaround,,,Johnson,J. Johnson,,,,,,,,5.65,Missed,,,,,,,,,,,,,,,,
231,PT06M44.00S,2022-03-27T00:48:10.5Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,36,45,2022-03-27T00:48:12Z,2310000,,,0,,A. Drummond REBOUND (Off:5 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,230.0,8.0,3.0,5.0,,,,,
232,PT06M44.00S,2022-03-27T00:48:10.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612751,36,45,2022-03-27T00:48:14Z,2320000,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612751.0,BKN,tip,,,Drummond,A. Drummond,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
233,PT06M44.00S,2022-03-27T00:48:10.2Z,2,REGULAR,rebound,defensive,[],203506,,,1610612748,36,45,2022-03-27T00:48:14Z,2330000,,,0,,V. Oladipo REBOUND (Off:0 Def:1),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,232.0,1.0,1.0,0.0,,,,,
234,PT06M37.00S,2022-03-27T00:48:20.1Z,2,REGULAR,foul,personal,[],201988,,,1610612748,36,45,2022-03-27T00:48:27Z,2340000,,,0,,P. Mills personal FOUL (1 PF),"[201988, 1629639]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,1662.0,1.0,0.0,,,,,Herro,1629639.0,,,
236,PT06M37.00S,2022-03-27T00:48:28.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,36,45,2022-03-27T00:48:28Z,2360000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M37.00S,2022-03-27T00:50:57.7Z,2,REGULAR,substitution,out,[],203506,,,1610612748,36,45,2022-03-27T00:51:16Z,2370000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M37.00S,2022-03-27T00:50:57.7Z,2,REGULAR,substitution,out,[],201988,,,1610612748,36,45,2022-03-27T00:51:16Z,2380000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M37.00S,2022-03-27T00:50:57.7Z,2,REGULAR,substitution,out,[],201609,,,1610612748,36,45,2022-03-27T00:51:16Z,2390000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M37.00S,2022-03-27T00:50:57.7Z,2,REGULAR,substitution,in,[],202710,,,1610612748,36,45,2022-03-27T00:51:16Z,2400000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M37.00S,2022-03-27T00:50:57.7Z,2,REGULAR,substitution,in,[],203552,,,1610612748,36,45,2022-03-27T00:51:16Z,2410000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M37.00S,2022-03-27T00:50:57.7Z,2,REGULAR,substitution,in,[],201142,,,1610612748,36,45,2022-03-27T00:51:16Z,2420000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M23.00S,2022-03-27T00:51:35.8Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612748,36,45,2022-03-27T00:51:44Z,2430000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Herro 2 FT),"[203083, 1629639]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,2005.0,1.0,1.0,,,,,Herro,1629639.0,,,
245,PT06M23.00S,2022-03-27T00:52:03.7Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,37,45,2022-03-27T01:04:54Z,2450000,,,0,,T. Herro Free Throw 1 of 2 (8 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
248,PT06M23.00S,2022-03-27T00:52:03.7Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,38,45,2022-03-27T01:04:54Z,2455000,,,0,,T. Herro Free Throw 2 of 2 (9 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
246,PT06M23.00S,2022-03-27T00:52:04.4Z,2,REGULAR,substitution,out,[],1628997,,,1610612751,38,45,2022-03-27T01:04:54Z,2460000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M23.00S,2022-03-27T00:52:04.4Z,2,REGULAR,substitution,in,[],200782,,,1610612751,38,45,2022-03-27T01:04:54Z,2470000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M05.00S,2022-03-27T00:52:47.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,84.97043363994744,42.64705882352941,1610612751,38,45,2022-03-27T00:54:41Z,2475000,-37.0,89.0,1,right,MISS K. Durant 9' pullup Shot - blocked,"[201142, 1628389]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,9.61,Missed,,,,,,,,,,,,,,Adebayo,1628389.0,
250,PT06M05.00S,2022-03-27T00:52:47.9Z,2,REGULAR,block,,[],1628389,,,1610612751,38,45,2022-03-27T00:52:52Z,2477500,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M04.00S,2022-03-27T00:52:48.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,38,45,2022-03-27T00:54:41Z,2478750,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,
252,PT06M04.00S,2022-03-27T00:52:59.6Z,2,REGULAR,foul,technical,['1freethrow'],201142,,,1610612751,38,45,2022-03-27T00:53:11Z,2520000,,,0,,K. Durant technical FOUL (1 Tech),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,1193.0,0.0,1.0,,,,,,,,,
253,PT06M04.00S,2022-03-27T00:53:19.4Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612751,38,45,2022-03-27T00:53:29Z,2530000,,,0,,MISS J. Butler technical Free Throw 1 of 1,[202710],1610612748.0,MIA,technical,,,Butler,J. Butler,,,,,,,,,Missed,,,,,,,,,,,,,,,,
254,PT06M04.00S,2022-03-27T00:53:19.4Z,2,REGULAR,rebound,defensive,"['team', 'deadball']",0,,,1610612751,38,45,2022-03-27T00:53:29Z,2540000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,253.0,,,,,,,,
255,PT06M04.00S,2022-03-27T00:53:22.2Z,2,REGULAR,substitution,out,[],203083,,,1610612751,38,45,2022-03-27T00:53:33Z,2550000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M04.00S,2022-03-27T00:53:22.2Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,38,45,2022-03-27T00:53:33Z,2560000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M01.00S,2022-03-27T00:53:51.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201142,91.80354796320631,23.52941176470588,1610612751,38,47,2022-03-27T00:53:56Z,2570000,-132.0,25.0,1,right,K. Durant 13' pullup Jump Shot (11 PTS) (K. Irving 3 AST),"[201142, 202681]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,13.46,Made,11.0,K. Irving,202681.0,3.0,,,,,,,,,,,,
259,PT05M46.00S,2022-03-27T00:54:05.2Z,2,REGULAR,3pt,Jump Shot,[],202710,24.52365308804205,12.745098039215685,1610612748,38,47,2022-03-27T00:54:11Z,2590000,186.0,178.0,1,left,MISS J. Butler 25' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,25.77,Missed,,,,,,,,,,,,,,,,
260,PT05M46.00S,2022-03-27T00:54:05.2Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,38,47,2022-03-27T00:54:11Z,2600000,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,259.0,2.0,2.0,0.0,,,,,
261,PT05M30.00S,2022-03-27T00:54:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,89.83245729303549,39.705882352941174,1610612751,38,47,2022-03-27T00:54:26Z,2610000,-51.0,43.0,1,right,MISS K. Irving 6' driving Layup - blocked,"[202681, 1628389]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,,,,6.72,Missed,,,,,,,,,,,,,,Adebayo,1628389.0,
262,PT05M30.00S,2022-03-27T00:54:21.3Z,2,REGULAR,block,,[],1628389,,,1610612751,38,47,2022-03-27T00:54:23Z,2620000,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M28.00S,2022-03-27T00:54:23.3Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,38,47,2022-03-27T00:54:26Z,2630000,,,0,,J. Butler REBOUND (Off:1 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,261.0,5.0,4.0,1.0,,,,,
264,PT05M19.00S,2022-03-27T00:54:36.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201949,,,1610612748,38,47,2022-03-27T00:55:07Z,2640000,,,0,,J. Johnson personal FOUL (2 PF) (Adebayo 2 FT),"[201949, 1628389]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,1193.0,2.0,0.0,,,,,Adebayo,1628389.0,,,
266,PT05M19.00S,2022-03-27T00:55:12.7Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,39,47,2022-03-27T00:55:12Z,2660000,,,0,,B. Adebayo Free Throw 1 of 2 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
267,PT05M19.00S,2022-03-27T00:55:13.7Z,2,REGULAR,substitution,out,[],201949,,,1610612748,39,47,2022-03-27T00:55:26Z,2670000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
