actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
187,PT09M28.00S,2022-03-08T01:14:25.0Z,2,REGULAR,block,,[],203473,,,1610612745,32,37,2022-03-08T01:14:38Z,1815000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M28.00S,2022-03-08T01:14:25.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,32,37,2022-03-08T01:14:38Z,1820000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,
186,PT09M28.00S,2022-03-08T01:14:30.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,32,37,2022-03-08T01:14:30Z,1830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M20.00S,2022-03-08T01:14:47.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630227,93.9060446780552,47.549019607843135,1610612745,32,39,2022-03-08T01:14:51Z,1840000,-12.0,5.0,1,right,D. Nix driving Layup (4 PTS) (K. Martin Jr. 2 AST),"[1630227, 1630231]",1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,,,1.32,Made,,,,,,,,,4.0,K. Martin Jr.,1630231.0,2.0,,,,,
190,PT09M03.00S,2022-03-08T01:15:04.9Z,2,REGULAR,3pt,Jump Shot,[],1629639,28.465834428383708,13.970588235294118,1610612748,32,39,2022-03-08T01:15:09Z,1860000,180.0,215.0,1,left,MISS T. Herro 28' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,28.05,Missed,,,,,,,,,,,,,,,,,
191,PT09M03.00S,2022-03-08T01:15:04.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,32,39,2022-03-08T01:15:09Z,1870000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,
192,PT09M03.00S,2022-03-08T01:15:11.9Z,2,REGULAR,foul,personal,[],203473,,,1610612745,32,39,2022-03-08T01:15:27Z,1880000,,,0,,D. Dedmon loose ball personal FOUL (3 PF),"[203473, 1629726]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,200832.0,,,,,,,,3.0,0.0,Mathews,1629726.0,,,,,,,,,
194,PT09M03.00S,2022-03-08T01:15:21.3Z,2,REGULAR,substitution,out,[],203473,,,1610612745,32,39,2022-03-08T01:15:27Z,1900000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M03.00S,2022-03-08T01:15:21.3Z,2,REGULAR,substitution,in,[],1628389,,,1610612745,32,39,2022-03-08T01:15:27Z,1910000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M49.00S,2022-03-08T01:15:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628021,94.56307490144546,51.9607843137255,1610612745,32,39,2022-03-08T01:15:59Z,1920000,10.0,-1.0,1,right,MISS D. Nwaba running finger roll Layup,[1628021],1610612745.0,HOU,running finger roll,,,Nwaba,D. Nwaba,,,,,,,0.99,Missed,,,,,,,,,,,,,,,,,
197,PT08M47.00S,2022-03-08T01:15:56.3Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,32,39,2022-03-08T01:15:59Z,1930000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,
198,PT08M45.00S,2022-03-08T01:15:58.6Z,2,REGULAR,turnover,lost ball,[],203506,,,1610612748,32,39,2022-03-08T01:16:03Z,1940000,,,0,,V. Oladipo lost ball TURNOVER (1 TO),"[203506, 1630231]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,1.0,,,,,,,,,,,,,,,Martin Jr.,1630231.0,,,
199,PT08M45.00S,2022-03-08T01:15:58.6Z,2,REGULAR,steal,,[],1630231,,,1610612745,32,39,2022-03-08T01:16:01Z,1950000,,,0,,K. Martin Jr. STEAL (1 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M43.00S,2022-03-08T01:16:05.7Z,2,REGULAR,foul,personal,['2freethrow'],200768,,,1610612745,32,39,2022-03-08T01:16:31Z,1960000,,,0,,K. Lowry shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[200768, 1630231]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,200832.0,,,,,,,,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,,
203,PT08M43.00S,2022-03-08T01:16:33.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612745,32,39,2022-03-08T01:18:20Z,1980000,,,0,,,[],,,stands,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
204,PT08M43.00S,2022-03-08T01:18:50.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630231,,,1610612745,32,39,2022-03-08T01:18:50Z,1990000,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,
205,PT08M43.00S,2022-03-08T01:18:50.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,32,39,2022-03-08T01:18:50Z,2000000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,
206,PT08M43.00S,2022-03-08T01:19:05.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630231,,,1610612745,32,40,2022-03-08T01:19:05Z,2010000,,,0,,K. Martin Jr. Free Throw 2 of 2 (4 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,
207,PT08M18.00S,2022-03-08T01:19:31.8Z,2,REGULAR,2pt,Jump Shot,[],1628997,6.258212877792378,76.22549019607843,1610612748,32,40,2022-03-08T01:19:35Z,2020000,-131.0,6.0,1,left,MISS C. Martin 13' pullup Shot,[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,,,13.13,Missed,,,,,,,,,,,,,,,,,
208,PT08M15.00S,2022-03-08T01:19:34.8Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,32,40,2022-03-08T01:19:35Z,2030000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,207.0,3.0,3.0,0.0,,,,,,,,,,,,,
209,PT08M06.00S,2022-03-08T01:19:43.6Z,2,REGULAR,3pt,Jump Shot,[],1630256,73.14388961892247,16.911764705882355,1610612745,32,40,2022-03-08T01:19:48Z,2040000,-165.0,200.0,1,right,MISS J. Tate 25' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,25.95,Missed,,,,,,,,,,,,,,,,,
210,PT08M02.00S,2022-03-08T01:19:47.6Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,32,40,2022-03-08T01:19:48Z,2050000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,
211,PT07M56.00S,2022-03-08T01:19:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203506,8.360709592641262,50.0,1610612748,32,40,2022-03-08T01:20:00Z,2060000,0.0,26.0,1,left,MISS V. Oladipo running Layup,[203506],1610612748.0,MIA,running,,,Oladipo,V. Oladipo,,,,,,,2.61,Missed,,,,,,,,,,,,,,,,,
212,PT07M52.00S,2022-03-08T01:19:57.3Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,32,40,2022-03-08T01:20:00Z,2070000,,,0,,J. Tate REBOUND (Off:1 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,211.0,3.0,2.0,1.0,,,,,,,,,,,,,
213,PT07M48.00S,2022-03-08T01:20:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,92.46057818659659,46.568627450980394,1610612745,32,42,2022-03-08T01:20:08Z,2080000,-17.0,18.0,1,right,J. Tate running Layup (2 PTS),[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,,,2.52,Made,,,,,,,,,2.0,,,,,,,,
214,PT07M31.00S,2022-03-08T01:20:18.8Z,2,REGULAR,3pt,Jump Shot,[],203506,7.046649145860711,2.941176470588235,1610612748,35,42,2022-03-08T01:20:23Z,2090000,235.0,14.0,1,left,V. Oladipo 3PT  (3 PTS) (K. Lowry 1 AST),"[203506, 200768]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,23.57,Made,,,,,,,,,3.0,K. Lowry,200768.0,1.0,,,,,
216,PT07M30.00S,2022-03-08T01:20:29.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,35,42,2022-03-08T01:20:29Z,2110000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M30.00S,2022-03-08T01:20:33.4Z,2,REGULAR,substitution,out,[],203506,,,1610612745,35,42,2022-03-08T01:23:32Z,2120000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M30.00S,2022-03-08T01:20:33.4Z,2,REGULAR,substitution,out,[],1630256,,,1610612745,35,42,2022-03-08T01:23:32Z,2130000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M30.00S,2022-03-08T01:20:33.4Z,2,REGULAR,substitution,out,[],1629726,,,1610612745,35,42,2022-03-08T01:23:32Z,2140000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M30.00S,2022-03-08T01:20:33.4Z,2,REGULAR,substitution,in,[],1629130,,,1610612745,35,42,2022-03-08T01:23:32Z,2150000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M30.00S,2022-03-08T01:20:33.4Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,35,42,2022-03-08T01:23:32Z,2160000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M30.00S,2022-03-08T01:20:33.4Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,35,42,2022-03-08T01:23:32Z,2170000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M05.00S,2022-03-08T01:23:41.3Z,2,REGULAR,3pt,Jump Shot,[],1630227,75.24638633377135,87.74509803921569,1610612745,35,45,2022-03-08T01:23:45Z,2180000,189.0,180.0,1,right,D. Nix 26' 3PT  (7 PTS) (D. Nwaba 1 AST),"[1630227, 1628021]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,26.09,Made,,,,,,,,,7.0,D. Nwaba,1628021.0,1.0,,,,,
225,PT06M49.00S,2022-03-08T01:23:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.046649145860711,45.83333333333333,1610612748,37,45,2022-03-08T01:24:01Z,2200000,21.0,14.0,1,left,T. Herro driving Layup (4 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,2.49,Made,,,,,,,,,4.0,,,,,,,,
226,PT06M37.00S,2022-03-08T01:24:13.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,37,45,2022-03-08T01:24:13Z,2210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M37.00S,2022-03-08T01:24:13.8Z,2,REGULAR,substitution,out,[],200768,,,1610612745,37,45,2022-03-08T01:24:24Z,2220000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M37.00S,2022-03-08T01:24:13.8Z,2,REGULAR,substitution,out,[],1628021,,,1610612745,37,45,2022-03-08T01:24:24Z,2230000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M37.00S,2022-03-08T01:24:13.8Z,2,REGULAR,substitution,in,[],202710,,,1610612745,37,45,2022-03-08T01:24:24Z,2240000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M37.00S,2022-03-08T01:24:13.8Z,2,REGULAR,substitution,in,[],1629645,,,1610612745,37,45,2022-03-08T01:24:24Z,2250000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M21.00S,2022-03-08T01:24:45.0Z,2,REGULAR,3pt,Jump Shot,[],1629645,96.13994743758212,95.83333333333334,1610612745,37,48,2022-03-08T01:24:50Z,2260000,229.0,-16.0,1,right,K. Porter Jr. 3PT step back (11 PTS) (D. Nix 2 AST),"[1629645, 1630227]",1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,,,22.98,Made,,,,,,,,,11.0,D. Nix,1630227.0,2.0,,,,,
232,PT06M08.00S,2022-03-08T01:24:57.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,17.0335085413929,50.49019607843137,1610612748,39,48,2022-03-08T01:25:01Z,2270000,-2.0,108.0,1,left,T. Herro 10' pullup Jump Shot (6 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,10.76,Made,,,,,,,,,6.0,,,,,,,,
234,PT05M54.00S,2022-03-08T01:25:15.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612745,39,48,2022-03-08T01:25:31Z,2280000,,,0,,C. Martin shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1628997, 1630231]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,202026.0,,,,,,,,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,,
236,PT05M54.00S,2022-03-08T01:25:42.8Z,2,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,39,48,2022-03-08T01:25:42Z,2300000,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,
237,PT05M54.00S,2022-03-08T01:25:42.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,39,48,2022-03-08T01:25:42Z,2310000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,
238,PT05M54.00S,2022-03-08T01:25:43.7Z,2,REGULAR,substitution,out,[],1628997,,,1610612745,39,48,2022-03-08T01:25:48Z,2320000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M54.00S,2022-03-08T01:25:43.7Z,2,REGULAR,substitution,in,[],200782,,,1610612745,39,48,2022-03-08T01:25:48Z,2330000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M54.00S,2022-03-08T01:26:04.1Z,2,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,39,49,2022-03-08T01:26:04Z,2340000,,,0,,K. Martin Jr. Free Throw 2 of 2 (5 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,
241,PT05M29.00S,2022-03-08T01:26:31.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,14.799605781865965,50.245098039215684,1610612748,39,49,2022-03-08T01:26:35Z,2350000,-1.0,87.0,1,left,MISS J. Butler 8' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,,,8.66,Missed,,,,,,,,,,,,,,,,,
242,PT05M26.00S,2022-03-08T01:26:34.5Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,39,49,2022-03-08T01:26:35Z,2360000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,241.0,3.0,2.0,1.0,,,,,,,,,,,,,
243,PT05M16.00S,2022-03-08T01:26:44.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,92.9862023653088,56.61764705882353,1610612745,39,49,2022-03-08T01:26:50Z,2370000,33.0,13.0,1,right,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,,,3.57,Missed,,,,,,,,,,,,,,,,,
244,PT05M11.00S,2022-03-08T01:26:48.9Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,39,49,2022-03-08T01:26:48Z,2380000,,,0,,A. Sengun REBOUND (Off:2 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,243.0,4.0,2.0,2.0,,,,,,,,,,,,,
245,PT05M11.00S,2022-03-08T01:26:48.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,94.40999984741211,50.0,1610612745,39,51,2022-03-08T01:26:48Z,2390000,0.0,0.0,1,right,A. Sengun tip Layup (10 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,,,0.0,Made,,,,,,,,,10.0,,,,,,,,
246,PT05M01.00S,2022-03-08T01:26:59.0Z,2,REGULAR,2pt,Jump Shot,[],1628389,23.866622864651774,69.6078431372549,1610612748,39,51,2022-03-08T02:56:48Z,2400000,-98.0,172.0,1,left,MISS B. Adebayo 19' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,19.78,Missed,,,,,,,,,,,,,,,,,
247,PT04M59.00S,2022-03-08T01:27:01.0Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,39,51,2022-03-08T01:27:06Z,2410000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,,,,,
248,PT04M54.00S,2022-03-08T01:27:14.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612745,39,51,2022-03-08T01:27:24Z,2420000,,,0,,B. Adebayo personal FOUL (2 PF) (Sengun 2 FT),"[1628389, 1630578]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,200832.0,,,,,,,,2.0,0.0,Sengun,1630578.0,,,,,,,,,
250,PT04M54.00S,2022-03-08T01:27:39.4Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,39,51,2022-03-08T01:27:39Z,2440000,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,
251,PT04M54.00S,2022-03-08T01:27:39.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,39,51,2022-03-08T01:27:39Z,2450000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,
252,PT04M54.00S,2022-03-08T01:28:00.0Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,39,52,2022-03-08T01:28:00Z,2460000,,,0,,A. Sengun Free Throw 2 of 2 (11 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,
253,PT04M35.00S,2022-03-08T01:28:20.8Z,2,REGULAR,3pt,Jump Shot,[],1629639,29.911300919842315,72.79411764705883,1610612748,42,52,2022-03-08T01:28:25Z,2470000,-114.0,229.0,1,left,T. Herro 25' 3PT step back (9 PTS),[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,25.55,Made,,,,,,,,,9.0,,,,,,,,
254,PT04M16.00S,2022-03-08T01:28:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.51182654402102,51.9607843137255,1610612745,42,52,2022-03-08T01:28:44Z,2480000,10.0,8.0,1,right,MISS J. Green cutting Layup - blocked,"[1630224, 1628389]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,,,1.3,Missed,,,,,,,,,,,,,,,Adebayo,1628389.0,
255,PT04M16.00S,2022-03-08T01:28:39.5Z,2,REGULAR,block,,[],1628389,,,1610612745,42,52,2022-03-08T01:28:42Z,2490000,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M12.00S,2022-03-08T01:28:43.5Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,42,52,2022-03-08T01:28:44Z,2500000,,,0,,P. Tucker REBOUND (Off:1 Def:5),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,254.0,6.0,5.0,1.0,,,,,,,,,,,,,
257,PT04M11.00S,2022-03-08T01:28:50.6Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202710,12.434296977660972,58.08823529411765,1610612748,44,52,2022-03-08T01:31:19Z,2510000,-40.0,64.0,1,left,J. Butler 7' running Jump Shot (12 PTS),[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,,,7.6,Made,,,,,,,,,12.0,,,,,,,,
258,PT04M11.00S,2022-03-08T01:28:55.1Z,2,REGULAR,foul,personal,['1freethrow'],1630227,,,1610612748,44,52,2022-03-08T01:29:05Z,2520000,,,0,,D. Nix shooting personal FOUL (2 PF) (Butler 1 FT),"[1630227, 202710]",1610612745.0,HOU,shooting,,,Nix,D. Nix,,,,,1363.0,,,,,,,,2.0,0.0,Butler,202710.0,,,,,,,,,
260,PT04M11.00S,2022-03-08T01:29:08.4Z,2,REGULAR,substitution,out,[],1630231,,,1610612748,44,52,2022-03-08T01:29:55Z,2540000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M11.00S,2022-03-08T01:29:08.4Z,2,REGULAR,substitution,out,[],1630227,,,1610612748,44,52,2022-03-08T01:29:55Z,2550000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M11.00S,2022-03-08T01:29:08.4Z,2,REGULAR,substitution,in,[],1629726,,,1610612748,44,52,2022-03-08T01:29:55Z,2560000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M11.00S,2022-03-08T01:29:08.4Z,2,REGULAR,substitution,in,[],1630256,,,1610612748,44,52,2022-03-08T01:29:55Z,2570000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M11.00S,2022-03-08T01:29:21.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],202710,,,1610612748,45,52,2022-03-08T01:29:21Z,2580000,,,0,,J. Butler Free Throw 1 of 1 (13 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,
265,PT03M55.00S,2022-03-08T01:29:40.0Z,2,REGULAR,3pt,Jump Shot,[],1629645,94.43166885676742,2.450980392156863,1610612745,45,55,2022-03-08T01:29:46Z,2590000,-238.0,0.0,1,right,K. Porter Jr. 3PT  (14 PTS) (A. Sengun 1 AST),"[1629645, 1630578]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,23.77,Made,,,,,,,,,14.0,A. Sengun,1630578.0,1.0,,,,,
267,PT03M35.00S,2022-03-08T01:30:10.1Z,2,REGULAR,foul,personal,[],1630256,,,1610612748,45,55,2022-03-08T01:30:22Z,2610000,,,0,,J. Tate personal FOUL (3 PF),"[1630256, 200782]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,202026.0,,,,,,,,3.0,0.0,Tucker,200782.0,,,,,,,,,
269,PT03M26.00S,2022-03-08T01:30:36.6Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612748,45,55,2022-03-08T01:30:40Z,2630000,,,0,,J. Butler bad pass TURNOVER (2 TO),"[202710, 1629726]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,2.0,,,,,,,,,,,,,,,Mathews,1629726.0,,,
270,PT03M26.00S,2022-03-08T01:30:36.6Z,2,REGULAR,steal,,[],1629726,,,1610612745,45,55,2022-03-08T01:30:38Z,2640000,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M12.00S,2022-03-08T01:30:49.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,74.45795006570303,84.80392156862744,1610612745,45,55,2022-03-08T01:30:54Z,2650000,174.0,188.0,1,right,MISS K. Porter Jr. 25' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,,
272,PT03M09.00S,2022-03-08T01:30:52.8Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,45,55,2022-03-08T01:30:54Z,2660000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,271.0,2.0,2.0,0.0,,,,,,,,,,,,,
273,PT03M05.00S,2022-03-08T01:30:56.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,27.020367936925098,11.76470588235294,1610612748,48,55,2022-03-08T01:31:08Z,2670000,191.0,201.0,1,left,T. Herro 27' 3PT running pullup (12 PTS),[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,,,27.78,Made,,,,,,,,,12.0,,,,,,,,
