actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
188,PT10M04.00S,2022-01-15T01:45:42.7Z,2,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612737,42,35,2022-01-15T01:45:53Z,1880000,,,0,,T. Herro shooting personal FOUL (2 PF) (Wright 2 FT),"[1629639, 1626153]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,202049.0,2.0,0.0,Wright,1626153.0,,,,,,,,,,,,,,,,
190,PT10M04.00S,2022-01-15T01:46:13.2Z,2,REGULAR,freethrow,1 of 2,[],1626153,,,1610612737,42,36,2022-01-15T01:46:13Z,1900000,,,0,,D. Wright Free Throw 1 of 2 (1 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
191,PT10M04.00S,2022-01-15T01:46:28.8Z,2,REGULAR,freethrow,2 of 2,[],1626153,,,1610612737,42,37,2022-01-15T01:46:28Z,1910000,,,0,,D. Wright Free Throw 2 of 2 (2 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,
192,PT09M50.00S,2022-01-15T01:46:44.4Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,42,37,2022-01-15T01:46:50Z,1920000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,202049.0,,,,,,,,,,,,,,,1.0,,,,,
193,PT09M36.00S,2022-01-15T01:47:10.2Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612737,42,37,2022-01-15T01:47:25Z,1930000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1629130, 201568]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,1198.0,1.0,0.0,Gallinari,201568.0,,,,,,,,,,,,,,,,
195,PT09M36.00S,2022-01-15T01:47:31.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201568,,,1610612737,42,38,2022-01-15T01:47:31Z,1950000,,,0,,D. Gallinari Free Throw 1 of 2 (7 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
196,PT09M36.00S,2022-01-15T01:47:46.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201568,,,1610612737,42,39,2022-01-15T01:47:46Z,1960000,,,0,,D. Gallinari Free Throw 2 of 2 (8 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,
197,PT09M27.00S,2022-01-15T01:48:03.9Z,2,REGULAR,foul,technical,['1freethrow'],203476,,,1610612748,42,39,2022-01-15T01:48:12Z,1970000,,,0,,G. Dieng defensive-3-second technical FOUL (1 Tech),[203476],1610612737.0,ATL,defensive-3-second,,,Dieng,G. Dieng,,,,,1198.0,1.0,1.0,,,,,,,,,,,,,,,,,,
198,PT09M27.00S,2022-01-15T01:48:21.7Z,2,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,43,39,2022-01-15T01:48:21Z,1980000,,,0,,T. Herro technical Free Throw 1 of 1 (5 PTS),[1629639],1610612748.0,MIA,technical,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
199,PT09M21.00S,2022-01-15T01:48:41.2Z,2,REGULAR,3pt,Jump Shot,[],1629639,24.52365308804205,15.931372549019606,1610612748,43,39,2022-01-15T01:48:47Z,1990000,170.0,178.0,1,left,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,24.63,Missed,,,,,,,,,,,,,,
200,PT09M18.00S,2022-01-15T01:48:44.2Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612737,43,39,2022-01-15T01:48:47Z,2000000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,
201,PT09M12.00S,2022-01-15T01:48:54.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,43,39,2022-01-15T01:48:54Z,2010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M09.00S,2022-01-15T01:49:09.9Z,2,REGULAR,2pt,Jump Shot,[],1628989,95.87713534822602,77.45098039215686,1610612737,43,39,2022-01-15T01:49:17Z,2020000,137.0,-14.0,1,right,MISS K. Huerter 13' fadeaway Shot,[1628989],1610612737.0,ATL,fadeaway,,,Huerter,K. Huerter,,,,,,,,,,13.8,Missed,,,,,,,,,,,,,,
203,PT09M04.00S,2022-01-15T01:49:14.9Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,43,39,2022-01-15T01:49:17Z,2030000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,202.0,3.0,2.0,1.0,,,,,,,,,,
204,PT08M49.00S,2022-01-15T01:49:30.4Z,2,REGULAR,3pt,Jump Shot,[],1629216,34.641918528252305,52.450980392156865,1610612748,43,39,2022-01-15T01:49:35Z,2040000,-12.0,273.0,1,left,MISS G. Vincent 27' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,27.34,Missed,,,,,,,,,,,,,,
205,PT08M46.00S,2022-01-15T01:49:33.4Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,43,39,2022-01-15T01:49:35Z,2050000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,204.0,2.0,2.0,0.0,,,,,,,,,,
206,PT08M41.00S,2022-01-15T01:49:41.1Z,2,REGULAR,foul,personal,[],1628997,,,1610612737,43,39,2022-01-15T01:49:51Z,2060000,,,0,,C. Martin personal FOUL (2 PF),"[1628997, 201568]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,1198.0,2.0,0.0,Gallinari,201568.0,,,,,,,,,,,,,,,,
208,PT08M41.00S,2022-01-15T01:49:50.5Z,2,REGULAR,substitution,out,[],1629216,,,1610612737,43,39,2022-01-15T01:50:01Z,2080000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M41.00S,2022-01-15T01:49:50.5Z,2,REGULAR,substitution,in,[],200768,,,1610612737,43,39,2022-01-15T01:50:01Z,2090000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M33.00S,2022-01-15T01:50:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,93.64323258869908,57.59803921568627,1610612737,43,39,2022-01-15T01:50:24Z,2100000,38.0,7.0,1,right,MISS K. Huerter driving Layup,[1628989],1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,,,,,,3.87,Missed,,,,,,,,,,,,,,
211,PT08M30.00S,2022-01-15T01:50:22.6Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,43,39,2022-01-15T01:50:24Z,2110000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,
212,PT08M23.00S,2022-01-15T01:50:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203473,10.988830486202366,43.627450980392155,1610612748,43,39,2022-01-15T01:50:35Z,2120000,32.0,51.0,1,left,MISS D. Dedmon 6' Layup - blocked,"[203473, 203476]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,6.0,Missed,,,,,,,,,,,,Dieng,203476.0,
213,PT08M23.00S,2022-01-15T01:50:29.1Z,2,REGULAR,block,,[],203476,,,1610612748,43,39,2022-01-15T01:50:31Z,2130000,,,0,,G. Dieng BLOCK (1 BLK),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M19.00S,2022-01-15T01:50:33.1Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,43,39,2022-01-15T01:50:35Z,2140000,,,0,,D. Dedmon REBOUND (Off:2 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,212.0,4.0,2.0,2.0,,,,,,,,,,
215,PT08M19.00S,2022-01-15T01:50:37.9Z,2,REGULAR,turnover,backcourt,[],203473,,,1610612748,43,39,2022-01-15T01:50:53Z,2150000,,,0,,D. Dedmon backcourt TURNOVER (3 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,202049.0,,,,,,,,,,,,,,,3.0,,,,,
216,PT08M02.00S,2022-01-15T01:51:11.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,74.85216819973719,12.009803921568627,1610612737,43,42,2022-01-15T01:51:18Z,2160000,-190.0,184.0,1,right,K. Huerter 26' 3PT  (11 PTS) (D. Wright 3 AST),"[1628989, 1626153]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,26.44,Made,,,,,11.0,D. Wright,1626153.0,3.0,,,,,,
218,PT07M42.00S,2022-01-15T01:51:31.4Z,2,REGULAR,3pt,Jump Shot,[],1628997,7.30946123521682,97.79411764705883,1610612748,43,42,2022-01-15T01:51:35Z,2180000,-239.0,16.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,23.95,Missed,,,,,,,,,,,,,,
219,PT07M39.00S,2022-01-15T01:51:34.4Z,2,REGULAR,rebound,defensive,[],203476,,,1610612737,43,42,2022-01-15T01:51:35Z,2190000,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,,,
236,PT07M36.00S,2022-01-15T01:51:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201568,86.94152431011827,45.34313725490196,1610612737,43,42,2022-01-15T01:55:01Z,2195000,-23.0,70.0,1,right,MISS D. Gallinari 7' driving Layup - blocked,"[201568, 200768]",1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,,,,,,7.4,Missed,,,,,,,,,,,,Lowry,200768.0,
237,PT07M36.00S,2022-01-15T01:51:39.7Z,2,REGULAR,block,,[],200768,,,1610612737,43,42,2022-01-15T01:54:48Z,2197500,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M29.00S,2022-01-15T01:51:46.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,43,42,2022-01-15T01:54:48Z,2198750,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,
220,PT07M29.00S,2022-01-15T01:51:48.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,43,42,2022-01-15T01:51:48Z,2200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M29.00S,2022-01-15T01:51:49.7Z,2,REGULAR,substitution,out,[],1628997,,,1610612737,43,42,2022-01-15T01:52:04Z,2210000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M29.00S,2022-01-15T01:51:49.7Z,2,REGULAR,substitution,out,[],203473,,,1610612737,43,42,2022-01-15T01:52:04Z,2220000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M29.00S,2022-01-15T01:51:49.7Z,2,REGULAR,substitution,in,[],202710,,,1610612737,43,42,2022-01-15T01:52:04Z,2230000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M29.00S,2022-01-15T01:51:49.7Z,2,REGULAR,substitution,in,[],200782,,,1610612737,43,42,2022-01-15T01:52:04Z,2240000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M22.00S,2022-01-15T01:52:17.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626153,81.99737187910644,13.993566176470587,1610612737,43,44,2022-01-15T01:54:48Z,2260000,-180.0,117.0,1,right,D. Wright 21' Jump Shot (4 PTS) (T. Luwawu-Cabarrot 1 AST),"[1626153, 1627789]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,21.45,Made,,,,,4.0,T. Luwawu-Cabarrot,1627789.0,1.0,,,,,,
228,PT07M06.00S,2022-01-15T01:52:33.7Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612748,43,44,2022-01-15T01:52:39Z,2280000,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 201568]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,1.0,Gallinari,201568.0,,,
229,PT07M06.00S,2022-01-15T01:52:33.7Z,2,REGULAR,steal,,[],201568,,,1610612737,43,44,2022-01-15T01:59:12Z,2290000,,,0,,D. Gallinari STEAL (1 STL),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M04.00S,2022-01-15T01:52:40.1Z,2,REGULAR,turnover,out-of-bounds,[],1627789,,,1610612737,43,44,2022-01-15T01:52:51Z,2300000,,,0,,T. Luwawu-Cabarrot step out-of-bounds TURNOVER (1 TO),[1627789],1610612737.0,ATL,step,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1198.0,,,,,,,,,,,,,,,1.0,,,,,
231,PT07M04.00S,2022-01-15T01:52:48.4Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,43,44,2022-01-15T01:52:52Z,2310000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M04.00S,2022-01-15T01:52:48.4Z,2,REGULAR,substitution,in,[],1629622,,,1610612748,43,44,2022-01-15T01:52:52Z,2320000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M51.00S,2022-01-15T01:53:06.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],200782,6.783837056504599,4.166666666666666,1610612748,46,44,2022-01-15T01:53:11Z,2330000,229.0,11.0,1,left,P. Tucker 3PT  (9 PTS) (T. Herro 2 AST),"[200782, 1629639]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,22.95,Made,,,,,9.0,T. Herro,1629639.0,2.0,,,,,,
235,PT06M44.00S,2022-01-15T01:53:17.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,46,44,2022-01-15T01:53:17Z,2350000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M44.00S,2022-01-15T01:55:22.8Z,2,REGULAR,substitution,out,[],1629639,,,1610612737,46,44,2022-01-15T01:56:02Z,2360000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M44.00S,2022-01-15T01:55:22.8Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,46,44,2022-01-15T01:56:02Z,2370000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M44.00S,2022-01-15T01:55:22.8Z,2,REGULAR,substitution,out,[],1628989,,,1610612737,46,44,2022-01-15T01:56:02Z,2380000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M44.00S,2022-01-15T01:55:22.8Z,2,REGULAR,substitution,out,[],1627789,,,1610612737,46,44,2022-01-15T01:56:02Z,2390000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M44.00S,2022-01-15T01:55:22.8Z,2,REGULAR,substitution,in,[],1630209,,,1610612737,46,44,2022-01-15T01:56:02Z,2400000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M44.00S,2022-01-15T01:55:22.8Z,2,REGULAR,substitution,in,[],203992,,,1610612737,46,44,2022-01-15T01:56:02Z,2410000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M44.00S,2022-01-15T01:55:22.8Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,46,44,2022-01-15T01:56:02Z,2420000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M44.00S,2022-01-15T01:55:22.8Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,46,44,2022-01-15T01:56:02Z,2430000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M34.00S,2022-01-15T01:56:17.5Z,2,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612737,46,44,2022-01-15T01:56:28Z,2440000,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Hunter 2 FT),"[1630209, 1629631]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,202049.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,,
249,PT06M34.00S,2022-01-15T01:56:40.7Z,2,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,46,45,2022-01-15T01:56:40Z,2460000,,,0,,D. Hunter Free Throw 1 of 2 (6 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,
250,PT06M34.00S,2022-01-15T01:56:52.1Z,2,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,46,46,2022-01-15T01:56:52Z,2470000,,,0,,D. Hunter Free Throw 2 of 2 (7 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
251,PT06M32.00S,2022-01-15T01:57:00.3Z,2,REGULAR,foul,personal,[],203992,,,1610612748,46,46,2022-01-15T01:57:17Z,2480000,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 202710]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,1198.0,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,,
253,PT06M15.00S,2022-01-15T01:57:30.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,17.296320630749015,41.42156862745098,1610612748,46,46,2022-01-15T01:57:41Z,2500000,43.0,110.0,1,left,MISS K. Lowry 11' driving floating Shot,[200768],1610612748.0,MIA,driving floating,,,Lowry,K. Lowry,,,,,,,,,,11.82,Missed,,,,,,,,,,,,,,
254,PT06M12.00S,2022-01-15T01:57:33.0Z,2,REGULAR,rebound,defensive,[],203476,,,1610612737,46,46,2022-01-15T01:57:41Z,2510000,,,0,,G. Dieng REBOUND (Off:0 Def:2),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,253.0,2.0,2.0,0.0,,,,,,,,,,
255,PT06M01.00S,2022-01-15T01:57:43.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201568,81.8166885676741,36.27450980392157,1610612737,46,48,2022-01-15T01:58:04Z,2520000,-69.0,118.0,1,right,D. Gallinari 13' pullup Jump Shot (10 PTS) (T. Young 3 AST),"[201568, 1629027]",1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,,,,,,13.68,Made,,,,,10.0,T. Young,1629027.0,3.0,,,,,,
257,PT06M00.00S,2022-01-15T01:58:05.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,46,48,2022-01-15T01:58:05Z,2540000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M38.00S,2022-01-15T02:01:03.4Z,2,REGULAR,2pt,Jump Shot,[],202710,5.469776609724048,22.794117647058822,1610612748,48,48,2022-01-15T02:01:09Z,2550000,136.0,-1.0,1,left,J. Butler 13' turnaround fadeaway Jump Shot (9 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,,,,,,13.6,Made,,,,,9.0,,,,,,,,,
259,PT05M10.00S,2022-01-15T02:01:31.4Z,2,REGULAR,2pt,Jump Shot,[],201568,97.19119579500656,13.480392156862745,1610612737,48,50,2022-01-15T02:02:54Z,2560000,-183.0,-26.0,1,right,D. Gallinari 18' pullup Jump Shot (12 PTS) (D. Hunter 1 AST),"[201568, 1629631]",1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,,,,,,18.45,Made,,,,,12.0,D. Hunter,1629631.0,1.0,,,,,,
261,PT05M06.00S,2022-01-15T02:01:41.2Z,2,REGULAR,foul,personal,[],203992,,,1610612748,48,50,2022-01-15T02:01:52Z,2580000,,,0,,B. Bogdanovic personal FOUL (2 PF),"[203992, 1629622]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,1198.0,2.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,,
263,PT04M57.00S,2022-01-15T02:02:06.0Z,2,REGULAR,3pt,Jump Shot,[],200768,33.590670170827856,59.55882352941176,1610612748,51,50,2022-01-15T02:02:12Z,2600000,-48.0,263.0,1,left,K. Lowry 26' 3PT  (3 PTS) (O. Yurtseven 2 AST),"[200768, 1630209]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,26.76,Made,,,,,3.0,O. Yurtseven,1630209.0,2.0,,,,,,
265,PT04M42.00S,2022-01-15T02:02:20.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,66.17936925098554,52.450980392156865,1610612737,51,50,2022-01-15T02:02:27Z,2620000,12.0,265.0,1,right,MISS T. Young 26' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,26.57,Missed,,,,,,,,,,,,,,
266,PT04M40.00S,2022-01-15T02:02:24.4Z,2,REGULAR,rebound,offensive,[],203476,,,1610612737,51,50,2022-01-15T02:02:24Z,2630000,,,0,,G. Dieng REBOUND (Off:1 Def:2),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,265.0,3.0,2.0,1.0,,,,,,,,,,
267,PT04M40.00S,2022-01-15T02:02:26.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612737,51,50,2022-01-15T02:02:40Z,2640000,,,0,,K. Lowry personal FOUL (1 PF) (Bogdanovic 2 FT),"[200768, 203992]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,1628172.0,1.0,0.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,,
269,PT04M40.00S,2022-01-15T02:02:56.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203992,,,1610612737,51,51,2022-01-15T02:02:56Z,2660000,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
270,PT04M40.00S,2022-01-15T02:02:57.3Z,2,REGULAR,substitution,out,[],203476,,,1610612737,51,51,2022-01-15T02:03:01Z,2670000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M40.00S,2022-01-15T02:02:57.3Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,51,51,2022-01-15T02:03:01Z,2680000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M40.00S,2022-01-15T02:03:15.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203992,,,1610612737,51,52,2022-01-15T02:03:15Z,2690000,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,
273,PT04M25.00S,2022-01-15T02:03:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,9.411957950065702,50.73529411764706,1610612748,53,52,2022-01-15T02:03:42Z,2700000,-4.0,36.0,1,left,J. Butler driving Layup (11 PTS) (K. Lowry 3 AST),"[202710, 200768]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,,,3.62,Made,,,,,11.0,K. Lowry,200768.0,3.0,,,,,,
275,PT04M16.00S,2022-01-15T02:03:50.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612737,53,52,2022-01-15T02:04:00Z,2720000,,,0,,M. Strus personal FOUL (2 PF) (Bogdanovic 2 FT),"[1629622, 203992]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,202049.0,2.0,0.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,,
277,PT04M16.00S,2022-01-15T02:04:07.0Z,2,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,53,53,2022-01-15T02:04:07Z,2740000,,,0,,B. Bogdanovic Free Throw 1 of 2 (3 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,
278,PT04M16.00S,2022-01-15T02:04:10.2Z,2,REGULAR,substitution,out,[],1629622,,,1610612737,53,53,2022-01-15T02:04:16Z,2750000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M16.00S,2022-01-15T02:04:10.2Z,2,REGULAR,substitution,in,[],1629639,,,1610612737,53,53,2022-01-15T02:04:16Z,2760000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
