actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
469,PT01M49.00S,2022-01-15T02:55:02.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203473,90.62089356110381,52.69607843137255,1610612748,89,93,2022-01-15T02:55:14Z,4620000,13.0,36.0,1,right,D. Dedmon cutting Layup (8 PTS) (J. Butler 10 AST),"[203473, 202710]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,,,,,,3.82,Made,,,,,8.0,J. Butler,202710.0,10.0,,,,,,
471,PT01M37.00S,2022-01-15T02:55:16.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,14.668199737187912,57.35294117647059,1610612737,89,93,2022-01-15T02:55:22Z,4640000,-37.0,85.0,1,left,MISS K. Huerter 9' pullup Shot,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,,,9.3,Missed,,,,,,,,,,,,,,
472,PT01M37.00S,2022-01-15T02:55:16.4Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,89,93,2022-01-15T02:55:22Z,4650000,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,471.0,3.0,2.0,1.0,,,,,,,,,,
473,PT01M37.00S,2022-01-15T02:55:20.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,5.590000152587891,50.0,1610612737,89,95,2022-01-15T02:56:51Z,4660000,0.0,0.0,1,left,O. Okongwu putback Layup (4 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,,,,,,0.0,Made,,,,,4.0,,,,,,,,,
474,PT01M37.00S,2022-01-15T02:55:22.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203473,,,1610612737,89,95,2022-01-15T02:55:58Z,4670000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Okongwu 1 FT),"[203473, 1630168]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,1198.0,2.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,
476,PT01M37.00S,2022-01-15T02:55:33.3Z,3,REGULAR,substitution,out,[],200782,,,1610612737,89,95,2022-01-15T02:55:49Z,4690000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M37.00S,2022-01-15T02:55:33.3Z,3,REGULAR,substitution,out,[],202710,,,1610612737,89,95,2022-01-15T02:55:49Z,4700000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M37.00S,2022-01-15T02:55:33.3Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,89,95,2022-01-15T02:55:49Z,4710000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M37.00S,2022-01-15T02:55:33.3Z,3,REGULAR,substitution,in,[],200768,,,1610612737,89,95,2022-01-15T02:55:49Z,4720000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M37.00S,2022-01-15T02:55:33.3Z,3,REGULAR,substitution,in,[],1628997,,,1610612737,89,95,2022-01-15T02:55:49Z,4730000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M37.00S,2022-01-15T02:55:33.3Z,3,REGULAR,substitution,in,[],1626153,,,1610612737,89,95,2022-01-15T02:55:49Z,4740000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT01M37.00S,2022-01-15T02:55:53.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630168,,,1610612737,89,95,2022-01-15T02:55:56Z,4750000,,,0,,MISS O. Okongwu Free Throw 1 of 1,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,Missed,,,,,,,,,,,,,,
483,PT01M34.00S,2022-01-15T02:55:56.0Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,89,95,2022-01-15T02:55:56Z,4760000,,,0,,D. Dedmon REBOUND (Off:2 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,482.0,5.0,3.0,2.0,,,,,,,,,,
484,PT01M12.00S,2022-01-15T02:56:17.0Z,3,REGULAR,2pt,Jump Shot,[],1629639,95.74572930354796,76.9607843137255,1610612748,89,95,2022-01-15T02:56:22Z,4770000,135.0,-13.0,1,right,MISS T. Herro 13' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,,,,,,13.54,Missed,,,,,,,,,,,,,,
485,PT01M08.00S,2022-01-15T02:56:21.0Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,89,95,2022-01-15T02:56:22Z,4780000,,,0,,D. Gallinari REBOUND (Off:0 Def:4),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,484.0,4.0,4.0,0.0,,,,,,,,,,
486,PT00M54.60S,2022-01-15T02:56:34.6Z,3,REGULAR,3pt,Jump Shot,[],1627789,35.03613666228647,56.127450980392155,1610612737,89,95,2022-01-15T02:56:39Z,4790000,-31.0,277.0,1,left,MISS T. Luwawu-Cabarrot 27' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,27.85,Missed,,,,,,,,,,,,,,
487,PT00M50.90S,2022-01-15T02:56:38.3Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,89,95,2022-01-15T02:56:39Z,4800000,,,0,,D. Dedmon REBOUND (Off:2 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,486.0,6.0,4.0,2.0,,,,,,,,,,
488,PT00M48.80S,2022-01-15T02:56:40.4Z,3,REGULAR,turnover,bad pass,[],1628997,,,1610612748,89,95,2022-01-15T02:56:44Z,4810000,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628997, 1626153]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,1.0,Wright,1626153.0,,,
489,PT00M48.80S,2022-01-15T02:56:40.4Z,3,REGULAR,steal,,[],1626153,,,1610612737,89,95,2022-01-15T02:56:42Z,4820000,,,0,,D. Wright STEAL (2 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M45.90S,2022-01-15T02:56:45.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612737,89,95,2022-01-15T02:56:55Z,4830000,,,0,,K. Lowry shooting personal FOUL (4 PF) (Wright 2 FT),"[200768, 1626153]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,1628172.0,4.0,0.0,Wright,1626153.0,,,,,,,,,,,,,,,,
492,PT00M45.90S,2022-01-15T02:57:14.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626153,,,1610612737,89,96,2022-01-15T02:57:37Z,4850000,,,0,,D. Wright Free Throw 1 of 2 (5 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
493,PT00M45.90S,2022-01-15T02:57:14.6Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626153,,,1610612737,89,96,2022-01-15T02:57:37Z,4860000,,,0,,MISS D. Wright Free Throw 2 of 2,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,Missed,,,,,,,,,,,,,,
494,PT00M43.30S,2022-01-15T02:57:17.2Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,89,96,2022-01-15T02:57:37Z,4870000,,,0,,D. Dedmon REBOUND (Off:2 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,493.0,7.0,5.0,2.0,,,,,,,,,,
495,PT00M33.40S,2022-01-15T02:57:46.3Z,3,REGULAR,3pt,Jump Shot,[],200768,68.80749014454665,16.666666666666664,1610612748,89,96,2022-01-15T02:57:54Z,4880000,-167.0,241.0,1,right,MISS K. Lowry 29' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,29.28,Missed,,,,,,,,,,,,,,
496,PT00M29.00S,2022-01-15T02:57:50.7Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,89,96,2022-01-15T02:57:54Z,4890000,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,495.0,4.0,3.0,1.0,,,,,,,,,,
497,PT00M13.70S,2022-01-15T02:58:05.9Z,3,REGULAR,3pt,Jump Shot,[],201568,10.11826544021025,4.434742647058823,1610612737,89,99,2022-01-15T02:58:24Z,4900000,228.0,43.0,1,left,D. Gallinari 3PT  (18 PTS) (O. Okongwu 1 AST),"[201568, 1630168]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,23.17,Made,,,,,18.0,O. Okongwu,1630168.0,1.0,,,,,,
499,PT00M08.50S,2022-01-15T02:58:14.6Z,3,REGULAR,3pt,Jump Shot,[],1629639,76.03482260183968,88.72549019607843,1610612748,92,99,2022-01-15T02:59:50Z,4920000,194.0,173.0,1,right,T. Herro 25' 3PT running (13 PTS) (K. Lowry 6 AST),"[1629639, 200768]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,,,,,,25.95,Made,,,,,13.0,K. Lowry,200768.0,6.0,,,,,,
501,PT00M01.90S,2022-01-15T02:58:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201568,6.783837056504599,56.86274509803921,1610612737,92,99,2022-01-15T02:58:32Z,4940000,-34.0,11.0,1,left,MISS D. Gallinari driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,,,,,,3.61,Missed,,,,,,,,,,,,,,
502,PT00M01.90S,2022-01-15T02:58:30.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,92,99,2022-01-15T02:58:30Z,4950000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,
503,PT00M01.90S,2022-01-15T02:58:32.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630168,,,1610612748,92,99,2022-01-15T02:59:08Z,4960000,,,0,,O. Okongwu loose ball personal FOUL (4 PF) (Dedmon 2 FT),"[1630168, 203473]",1610612737.0,ATL,loose ball,,,Okongwu,O. Okongwu,,,,,1198.0,4.0,0.0,Dedmon,203473.0,,,,,,,,,,,,,,,,
505,PT00M01.90S,2022-01-15T02:59:19.1Z,3,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,93,99,2022-01-15T02:59:19Z,4980000,,,0,,D. Dedmon Free Throw 1 of 2 (9 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,Made,,,,,9.0,,,,,,,,,
506,PT00M01.90S,2022-01-15T02:59:35.7Z,3,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,94,99,2022-01-15T02:59:35Z,4990000,,,0,,D. Dedmon Free Throw 2 of 2 (10 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,Made,,,,,10.0,,,,,,,,,
507,PT00M00.00S,2022-01-15T02:59:58.8Z,3,REGULAR,period,end,[],0,,,1610612737,94,99,2022-01-15T02:59:58Z,5000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-01-15T03:02:35.5Z,4,REGULAR,period,start,[],0,,,1610612737,94,99,2022-01-15T03:02:35Z,5010000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT11M43.00S,2022-01-15T03:02:51.7Z,4,REGULAR,2pt,Jump Shot,[],201568,4.812746386333772,80.88235294117648,1610612737,94,99,2022-01-15T03:03:41Z,5020000,-154.0,-7.0,1,left,MISS D. Gallinari 15' pullup Shot,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,,,,,,15.46,Missed,,,,,,,,,,,,,,
510,PT11M39.00S,2022-01-15T03:02:55.7Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,94,99,2022-01-15T03:02:57Z,5030000,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,509.0,5.0,3.0,2.0,,,,,,,,,,
511,PT11M38.00S,2022-01-15T03:02:56.2Z,4,REGULAR,turnover,bad pass,[],1630168,,,1610612737,94,99,2022-01-15T03:03:01Z,5040000,,,0,,O. Okongwu bad pass TURNOVER (2 TO),"[1630168, 1628997]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,2.0,Martin,1628997.0,,,
512,PT11M38.00S,2022-01-15T03:02:56.2Z,4,REGULAR,steal,,[],1628997,,,1610612748,94,99,2022-01-15T03:02:58Z,5050000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M34.00S,2022-01-15T03:03:00.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628997,92.19776609724047,52.69607843137255,1610612748,96,99,2022-01-15T03:03:11Z,5060000,13.0,21.0,1,right,C. Martin running finger roll Layup (2 PTS),[1628997],1610612748.0,MIA,running finger roll,,,Martin,C. Martin,,,,,,,,,,2.48,Made,,,,,2.0,,,,,,,,,
514,PT11M16.00S,2022-01-15T03:03:26.0Z,4,REGULAR,turnover,3-second-violation,[],201568,,,1610612737,96,99,2022-01-15T03:03:54Z,5070000,,,0,,D. Gallinari 3-second-violation TURNOVER (1 TO),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,1.0,,,,,
515,PT10M58.00S,2022-01-15T03:03:57.4Z,4,REGULAR,turnover,bad pass,[],1629130,,,1610612748,96,99,2022-01-15T03:04:02Z,5080000,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 1630168]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,1.0,Okongwu,1630168.0,,,
516,PT10M58.00S,2022-01-15T03:03:57.4Z,4,REGULAR,steal,,[],1630168,,,1610612737,96,99,2022-01-15T03:03:59Z,5090000,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT10M51.00S,2022-01-15T03:04:04.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626153,24.917871222076215,87.00980392156863,1610612737,96,102,2022-01-15T03:04:28Z,5100000,-185.0,182.0,1,left,D. Wright 25' 3PT  (8 PTS) (K. Huerter 2 AST),"[1626153, 1628989]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,25.93,Made,,,,,8.0,K. Huerter,1628989.0,2.0,,,,,,
519,PT10M27.00S,2022-01-15T03:04:29.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,85.3646517739816,50.0,1610612748,96,102,2022-01-15T03:04:49Z,5120000,0.0,85.0,1,right,MISS D. Dedmon 8' fadeaway Shot,[203473],1610612748.0,MIA,fadeaway,,,Dedmon,D. Dedmon,,,,,,,,,,8.51,Missed,,,,,,,,,,,,,,
521,PT10M20.00S,2022-01-15T03:04:36.9Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612737,96,102,2022-01-15T03:04:49Z,5140000,,,0,,K. Huerter REBOUND (Off:1 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,519.0,3.0,2.0,1.0,,,,,,,,,,
522,PT10M16.00S,2022-01-15T03:04:40.1Z,4,REGULAR,3pt,Jump Shot,[],1626153,28.203022339027594,21.323529411764707,1610612737,96,102,2022-01-15T03:05:02Z,5150000,143.0,213.0,1,left,MISS D. Wright 25' 3PT,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,25.64,Missed,,,,,,,,,,,,,,
523,PT10M14.00S,2022-01-15T03:04:43.9Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,96,102,2022-01-15T03:04:44Z,5160000,,,0,,O. Okongwu REBOUND (Off:3 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,522.0,6.0,3.0,3.0,,,,,,,,,,
524,PT10M14.00S,2022-01-15T03:04:46.2Z,4,REGULAR,foul,personal,['2freethrow'],203473,,,1610612737,96,102,2022-01-15T03:04:55Z,5170000,,,0,,D. Dedmon shooting personal FOUL (3 PF) (Okongwu 2 FT),"[203473, 1630168]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,1628172.0,3.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,
526,PT10M14.00S,2022-01-15T03:05:14.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,96,102,2022-01-15T03:05:14Z,5190000,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,Missed,,,,,,,,,,,,,,
527,PT10M14.00S,2022-01-15T03:05:14.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,96,102,2022-01-15T03:05:14Z,5200000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,526.0,,,,,,,,,,,,,
528,PT10M14.00S,2022-01-15T03:05:29.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,96,103,2022-01-15T03:05:29Z,5210000,,,0,,O. Okongwu Free Throw 2 of 2 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
529,PT10M00.00S,2022-01-15T03:05:50.3Z,4,REGULAR,turnover,bad pass,[],1629639,,,1610612748,96,103,2022-01-15T03:05:57Z,5220000,,,0,,T. Herro bad pass TURNOVER (3 TO),"[1629639, 1626153]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,3.0,Wright,1626153.0,,,
530,PT10M00.00S,2022-01-15T03:05:50.3Z,4,REGULAR,steal,,[],1626153,,,1610612737,96,103,2022-01-15T03:05:55Z,5230000,,,0,,D. Wright STEAL (3 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT09M45.00S,2022-01-15T03:06:05.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201568,32.53942181340342,64.95098039215686,1610612737,96,103,2022-01-15T03:06:11Z,5240000,-75.0,253.0,1,left,MISS D. Gallinari 26' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,26.42,Missed,,,,,,,,,,,,,,
532,PT09M41.00S,2022-01-15T03:06:09.4Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,96,103,2022-01-15T03:06:11Z,5250000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,531.0,2.0,2.0,0.0,,,,,,,,,,
533,PT09M34.00S,2022-01-15T03:06:15.5Z,4,REGULAR,3pt,Jump Shot,[],200768,67.7562417871222,28.676470588235293,1610612748,96,103,2022-01-15T03:06:22Z,5260000,-107.0,251.0,1,right,MISS K. Lowry 27' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,27.23,Missed,,,,,,,,,,,,,,
534,PT09M31.00S,2022-01-15T03:06:18.5Z,4,REGULAR,rebound,defensive,[],1627789,,,1610612737,96,103,2022-01-15T03:06:22Z,5270000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:3),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,533.0,3.0,3.0,0.0,,,,,,,,,,
535,PT09M20.00S,2022-01-15T03:06:31.9Z,4,REGULAR,foul,personal,[],203473,,,1610612737,96,103,2022-01-15T03:07:01Z,5280000,,,0,,D. Dedmon personal FOUL (4 PF),"[203473, 1626153]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1198.0,4.0,0.0,Wright,1626153.0,,,,,,,,,,,,,,,,
537,PT09M09.00S,2022-01-15T03:07:08.9Z,4,REGULAR,foul,offensive,[],1627789,,,1610612737,96,103,2022-01-15T03:07:23Z,5300000,,,0,,T. Luwawu-Cabarrot off-the-ball offensive FOUL (2 PF),"[1627789, 200768]",1610612737.0,ATL,off-the-ball,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1628172.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,,
539,PT09M09.00S,2022-01-15T03:07:08.9Z,4,REGULAR,turnover,offensive foul,[],1627789,,,1610612737,96,103,2022-01-15T03:07:08Z,5320000,,,0,,T. Luwawu-Cabarrot offensive foul TURNOVER (2 TO),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1628172.0,,,,,,,,,,,,,,,2.0,,,,,
540,PT08M55.00S,2022-01-15T03:07:43.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,91.80354796320631,48.28431372549019,1610612748,96,103,2022-01-15T03:11:34Z,5330000,-9.0,25.0,1,right,MISS T. Herro driving Layup - blocked,"[1629639, 1630168]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,,,2.6,Missed,,,,,,,,,,,,Okongwu,1630168.0,
541,PT08M55.00S,2022-01-15T03:07:43.9Z,4,REGULAR,block,,[],1630168,,,1610612748,96,103,2022-01-15T03:08:22Z,5340000,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M50.00S,2022-01-15T03:07:48.9Z,4,REGULAR,rebound,offensive,[],203473,,,1610612748,96,103,2022-01-15T03:34:01Z,5350000,,,0,,D. Dedmon REBOUND (Off:3 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,540.0,8.0,5.0,3.0,,,,,,,,,,
543,PT08M48.00S,2022-01-15T03:07:50.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203473,90.75229960578186,55.392156862745104,1610612748,98,103,2022-01-15T03:34:05Z,5360000,27.0,34.0,1,right,D. Dedmon putback Layup (12 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,,,,,,4.37,Made,,,,,12.0,,,,,,,,,
544,PT08M35.00S,2022-01-15T03:08:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,8.623521681997373,56.61764705882353,1610612737,98,105,2022-01-15T03:08:10Z,5370000,-33.0,29.0,1,left,K. Huerter driving Layup (15 PTS) (D. Wright 4 AST),"[1628989, 1626153]",1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,,,,,,4.37,Made,,,,,15.0,D. Wright,1626153.0,4.0,,,,,,
545,PT08M24.00S,2022-01-15T03:08:10.7Z,4,REGULAR,3pt,Jump Shot,[],1629130,67.36202365308804,63.725490196078425,1610612748,98,105,2022-01-15T03:08:16Z,5380000,69.0,254.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,26.34,Missed,,,,,,,,,,,,,,
546,PT08M21.00S,2022-01-15T03:08:13.7Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612737,98,105,2022-01-15T03:08:16Z,5390000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,545.0,1.0,1.0,0.0,,,,,,,,,,
547,PT08M06.00S,2022-01-15T03:08:29.3Z,4,REGULAR,turnover,bad pass,[],1630168,,,1610612737,98,105,2022-01-15T03:19:11Z,5400000,,,0,,O. Okongwu bad pass TURNOVER (3 TO),"[1630168, 200768]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,3.0,Lowry,200768.0,,,
548,PT08M06.00S,2022-01-15T03:08:29.3Z,4,REGULAR,steal,,[],200768,,,1610612748,98,105,2022-01-15T03:08:32Z,5410000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M05.00S,2022-01-15T03:08:38.9Z,4,REGULAR,foul,personal,[],1628989,,,1610612748,98,105,2022-01-15T03:08:54Z,5430000,,,0,,K. Huerter take personal FOUL (1 PF),"[1628989, 1628997]",1610612737.0,ATL,take,,,Huerter,K. Huerter,,,,,1628172.0,1.0,0.0,Martin,1628997.0,,,,,,,,,,,,,,,,
552,PT08M05.00S,2022-01-15T03:08:46.2Z,4,REGULAR,substitution,out,[],203473,,,1610612748,98,105,2022-01-15T03:09:18Z,5450000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M05.00S,2022-01-15T03:08:46.2Z,4,REGULAR,substitution,out,[],1627789,,,1610612748,98,105,2022-01-15T03:09:18Z,5460000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M05.00S,2022-01-15T03:08:46.2Z,4,REGULAR,substitution,out,[],1630168,,,1610612748,98,105,2022-01-15T03:09:18Z,5470000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M05.00S,2022-01-15T03:08:46.2Z,4,REGULAR,substitution,out,[],1626153,,,1610612748,98,105,2022-01-15T03:09:18Z,5480000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M05.00S,2022-01-15T03:08:46.2Z,4,REGULAR,substitution,in,[],1630209,,,1610612748,98,105,2022-01-15T03:09:18Z,5490000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
