actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
630,PT02M53.00S,2022-01-29T03:21:51.3Z,4,REGULAR,3pt,Jump Shot,[],200782,6.258212877792378,3.6764705882352944,1610612748,112,102,2022-01-29T03:21:56Z,6250000,232.0,6.0,1,left,P. Tucker 3PT  (16 PTS) (J. Butler 9 AST),"[200782, 202710]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,23.17,Made,,,,,16.0,J. Butler,202710.0,9.0,,,,
632,PT02M33.00S,2022-01-29T03:22:13.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628379,92.85479632063075,57.35294117647059,1610612746,112,104,2022-01-29T03:22:30Z,6270000,37.0,15.0,1,right,L. Kennard driving Layup (20 PTS),[1628379],1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,,,,,,,3.96,Made,,,,,20.0,,,,,,,
633,PT02M33.00S,2022-01-29T03:22:23.5Z,4,REGULAR,violation,defensive goaltending,[],1628389,,,1610612746,112,104,2022-01-29T03:22:38Z,6280000,,,0,,B. Adebayo defensive goaltending VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,202901.0,,,,,,,,,,,,,,,,,,,
634,PT02M10.00S,2022-01-29T03:22:53.9Z,4,REGULAR,3pt,Jump Shot,[],1629639,21.632720105124836,90.93137254901961,1610612748,115,104,2022-01-29T03:23:00Z,6290000,-205.0,151.0,1,left,T. Herro 25' 3PT  (11 PTS) (B. Adebayo 4 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,25.42,Made,,,,,11.0,B. Adebayo,1628389.0,4.0,,,,
636,PT01M59.00S,2022-01-29T03:23:05.3Z,4,REGULAR,3pt,Jump Shot,[],1628379,65.52233902759527,42.64705882352941,1610612746,115,107,2022-01-29T03:23:10Z,6310000,-37.0,272.0,1,right,L. Kennard 27' 3PT  (23 PTS) (J. Winslow 5 AST),"[1628379, 1626159]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,27.41,Made,,,,,23.0,J. Winslow,1626159.0,5.0,,,,
638,PT01M34.00S,2022-01-29T03:23:38.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.30946123521682,38.23529411764706,1610612748,115,107,2022-01-29T03:23:43Z,6330000,59.0,16.0,1,left,MISS J. Butler 6' driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,,,,6.1,Missed,,,,,,,,,,,,
639,PT01M32.00S,2022-01-29T03:23:40.3Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612746,115,107,2022-01-29T03:23:43Z,6340000,,,0,,J. Winslow REBOUND (Off:3 Def:6),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,638.0,9.0,6.0,3.0,,,,,,,,
640,PT01M22.00S,2022-01-29T03:23:50.0Z,4,REGULAR,3pt,Jump Shot,[],1629599,86.5473061760841,95.34313725490196,1610612746,115,107,2022-01-29T03:23:54Z,6350000,227.0,74.0,1,right,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,23.85,Missed,,,,,,,,,,,,
641,PT01M20.00S,2022-01-29T03:23:52.0Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,115,107,2022-01-29T03:23:54Z,6360000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,640.0,4.0,4.0,0.0,,,,,,,,
642,PT01M16.00S,2022-01-29T03:24:01.1Z,4,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,115,107,2022-01-29T03:24:19Z,6370000,,,0,,T. Herro lost ball out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,lost ball,,,Herro,T. Herro,,,,,202026.0,,,,,2.0,,,,,,,,,,,,,,
643,PT01M16.00S,2022-01-29T03:24:21.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,115,107,2022-01-29T03:26:51Z,6380000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M16.00S,2022-01-29T03:24:24.2Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612746,115,107,2022-01-29T03:26:55Z,6390000,,,0,,,[],1610612748.0,MIA,stands,,,,,,,,,2714.0,,,,,,,,,,,,,,,,,,,
645,PT01M10.00S,2022-01-29T03:27:00.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629599,93.77463863337714,96.56862745098039,1610612746,115,107,2022-01-29T03:27:08Z,6400000,233.0,6.0,1,right,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,23.29,Missed,,,,,,,,,,,,
646,PT01M08.00S,2022-01-29T03:27:02.1Z,4,REGULAR,rebound,offensive,[],1626159,,,1610612746,115,107,2022-01-29T03:27:08Z,6410000,,,0,,J. Winslow REBOUND (Off:4 Def:6),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,645.0,10.0,6.0,4.0,,,,,,,,
647,PT01M08.00S,2022-01-29T03:27:07.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626159,94.40999984741211,50.0,1610612746,115,109,2022-01-29T03:27:07Z,6420000,0.0,0.0,1,right,J. Winslow tip Layup (10 PTS),[1626159],1610612746.0,LAC,tip,,,Winslow,J. Winslow,,,,,,,,,,,0.0,Made,,,,,10.0,,,,,,,
648,PT00M46.10S,2022-01-29T03:27:32.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,6.652431011826544,54.90196078431373,1610612748,117,109,2022-01-29T03:27:37Z,6430000,-25.0,10.0,1,left,P. Tucker floating Jump Shot (18 PTS) (T. Herro 4 AST),"[200782, 1629639]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,,,,,2.65,Made,,,,,18.0,T. Herro,1629639.0,4.0,,,,
650,PT00M39.20S,2022-01-29T03:27:40.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202339,94.03745072273325,45.83333333333333,1610612746,117,111,2022-01-29T03:27:44Z,6450000,-21.0,4.0,1,right,E. Bledsoe driving Layup (19 PTS),[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,,2.11,Made,,,,,19.0,,,,,,,
652,PT00M33.90S,2022-01-29T03:27:52.1Z,4,REGULAR,turnover,lost ball,[],1629639,,,1610612748,117,111,2022-01-29T03:27:56Z,6470000,,,0,,T. Herro lost ball TURNOVER (3 TO),"[1629639, 1628379]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,3.0,,,,,,,,,,,,,Kennard,1628379.0
653,PT00M33.90S,2022-01-29T03:27:52.1Z,4,REGULAR,steal,,[],1628379,,,1610612746,117,111,2022-01-29T03:27:53Z,6480000,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M33.90S,2022-01-29T03:27:54.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629599,93.24901445466492,45.34313725490196,1610612746,117,113,2022-01-29T03:27:59Z,6490000,-23.0,11.0,1,right,A. Coffey Layup (14 PTS) (L. Kennard 3 AST),"[1629599, 1628379]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,2.58,Made,,,,,14.0,L. Kennard,1628379.0,3.0,,,,
657,PT00M28.60S,2022-01-29T03:28:06.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612748,117,113,2022-01-29T03:28:17Z,6520000,,,0,,A. Coffey take personal FOUL (5 PF) (Butler 2 FT),"[1629599, 202710]",1610612746.0,LAC,take,,,Coffey,A. Coffey,,,,,202901.0,5.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
659,PT00M28.60S,2022-01-29T03:28:36.4Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,118,113,2022-01-29T03:28:36Z,6540000,,,0,,J. Butler Free Throw 1 of 2 (23 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,23.0,,,,,,,
660,PT00M28.60S,2022-01-29T03:28:56.1Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,119,113,2022-01-29T03:28:56Z,6550000,,,0,,J. Butler Free Throw 2 of 2 (24 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,24.0,,,,,,,
661,PT00M28.60S,2022-01-29T03:29:00.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,119,113,2022-01-29T03:29:00Z,6560000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M25.00S,2022-01-29T03:30:47.0Z,4,REGULAR,3pt,Jump Shot,[],1628379,76.03482260183968,10.049019607843137,1610612746,119,113,2022-01-29T03:31:08Z,6570000,-200.0,173.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,26.42,Missed,,,,,,,,,,,,
663,PT00M21.00S,2022-01-29T03:30:58.1Z,4,REGULAR,rebound,offensive,[],1628379,,,1610612746,119,113,2022-01-29T03:30:58Z,6580000,,,0,,L. Kennard REBOUND (Off:1 Def:5),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,662.0,6.0,5.0,1.0,,,,,,,,
664,PT00M21.00S,2022-01-29T03:31:00.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,119,113,2022-01-29T03:31:00Z,6590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M15.10S,2022-01-29T03:31:20.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202339,71.04139290407359,16.42156862745098,1610612746,119,113,2022-01-29T03:31:27Z,6600000,-168.0,220.0,1,right,MISS E. Bledsoe 27' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,27.65,Missed,,,,,,,,,,,,
666,PT00M13.40S,2022-01-29T03:31:22.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,119,113,2022-01-29T03:31:41Z,6610000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,665.0,,,,,,,,,,,
669,PT00M13.40S,2022-01-29T03:31:42.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629639,,,1610612746,119,113,2022-01-29T03:31:50Z,6640000,,,0,,T. Herro loose ball personal FOUL (4 PF) (Coffey 2 FT),"[1629639, 1629599]",1610612748.0,MIA,loose ball,,,Herro,T. Herro,,,,,202026.0,4.0,0.0,Coffey,1629599.0,,,,,,,,,,,,,,,
671,PT00M13.40S,2022-01-29T03:31:51.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629599,,,1610612746,119,113,2022-01-29T03:31:52Z,6660000,,,0,,MISS A. Coffey Free Throw 1 of 2,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,Missed,,,,,,,,,,,,
672,PT00M13.40S,2022-01-29T03:31:51.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,119,113,2022-01-29T03:31:52Z,6670000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,671.0,,,,,,,,,,,
673,PT00M13.40S,2022-01-29T03:32:11.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629599,,,1610612746,119,114,2022-01-29T03:32:11Z,6680000,,,0,,A. Coffey Free Throw 2 of 2 (15 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,Made,,,,,15.0,,,,,,,
674,PT00M09.10S,2022-01-29T03:32:22.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612748,119,114,2022-01-29T03:32:32Z,6690000,,,0,,T. Mann take personal FOUL (5 PF) (Butler 2 FT),"[1629611, 202710]",1610612746.0,LAC,take,,,Mann,T. Mann,,,,,202901.0,5.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
676,PT00M09.10S,2022-01-29T03:32:50.0Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,120,114,2022-01-29T03:32:50Z,6710000,,,0,,J. Butler Free Throw 1 of 2 (25 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,25.0,,,,,,,
677,PT00M09.10S,2022-01-29T03:33:06.6Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,121,114,2022-01-29T03:33:06Z,6720000,,,0,,J. Butler Free Throw 2 of 2 (26 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,26.0,,,,,,,
678,PT00M05.30S,2022-01-29T03:33:13.5Z,4,REGULAR,3pt,Jump Shot,[],1629599,68.01905387647832,76.47058823529412,1610612746,121,114,2022-01-29T03:33:19Z,6730000,132.0,248.0,1,right,MISS A. Coffey 28' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,28.12,Missed,,,,,,,,,,,,
679,PT00M01.10S,2022-01-29T03:33:17.7Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,121,114,2022-01-29T03:33:26Z,6740000,,,0,,G. Vincent REBOUND (Off:1 Def:3),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,678.0,4.0,3.0,1.0,,,,,,,,
680,PT00M00.00S,2022-01-29T03:33:29.2Z,4,REGULAR,period,end,[],0,,,1610612748,121,114,2022-01-29T03:33:29Z,6750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M00.00S,2022-01-29T03:33:33.5Z,4,REGULAR,game,end,[],0,,,0,121,114,2022-01-29T03:33:33Z,6760000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
