actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
178,PT10M01.00S,2022-01-29T01:42:19.1Z,2,REGULAR,block,,[],1630527,,,1610612748,31,21,2022-01-29T01:42:39Z,1780000,,,0,,B. Boston Jr. BLOCK (1 BLK),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M01.00S,2022-01-29T01:42:19.1Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,31,21,2022-01-29T01:47:35Z,1790000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,
180,PT09M55.00S,2022-01-29T01:42:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630527,6.258212877792378,53.18627450980392,1610612746,31,21,2022-01-29T01:42:31Z,1800000,-16.0,6.0,1,left,MISS B. Boston Jr. running Layup,[1630527],1610612746.0,LAC,running,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,1.71,Missed,,,,,,,,,,,,
181,PT09M55.00S,2022-01-29T01:42:24.7Z,2,REGULAR,rebound,defensive,[],1629216,,,1610612748,31,21,2022-01-29T01:42:31Z,1810000,,,0,,G. Vincent REBOUND (Off:0 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,180.0,2.0,2.0,0.0,,,,,,,,
182,PT09M47.00S,2022-01-29T01:42:32.6Z,2,REGULAR,2pt,Jump Shot,[],1629639,94.56307490144546,74.50980392156863,1610612748,33,21,2022-01-29T02:02:44Z,1820000,123.0,-1.0,1,right,T. Herro 12' floating Jump Shot (4 PTS),[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,,,,,,,12.25,Made,,,,,4.0,,,,,,,
183,PT09M35.00S,2022-01-29T01:42:52.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,11.251642575558476,56.86274509803921,1610612746,33,23,2022-01-29T01:42:59Z,1830000,-34.0,53.0,1,left,I. Hartenstein 6' Jump Shot (4 PTS) (E. Bledsoe 2 AST),"[1628392, 202339]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,6.34,Made,,,,,4.0,E. Bledsoe,202339.0,2.0,,,,
185,PT09M21.00S,2022-01-29T01:43:06.9Z,2,REGULAR,turnover,lost ball,[],203473,,,1610612748,33,23,2022-01-29T01:43:11Z,1850000,,,0,,D. Dedmon lost ball TURNOVER (1 TO),"[203473, 1626159]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,1.0,,,,,,,,,,,,,Winslow,1626159.0
186,PT09M21.00S,2022-01-29T01:43:06.9Z,2,REGULAR,steal,,[],1626159,,,1610612746,33,23,2022-01-29T01:43:09Z,1860000,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M18.00S,2022-01-29T01:43:12.3Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612746,33,23,2022-01-29T01:43:24Z,1870000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Bledsoe 2 FT),"[1629216, 202339]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,202901.0,1.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,
189,PT09M18.00S,2022-01-29T01:43:44.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202339,,,1610612746,33,24,2022-01-29T01:43:44Z,1890000,,,0,,E. Bledsoe Free Throw 1 of 2 (1 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
190,PT09M18.00S,2022-01-29T01:43:45.9Z,2,REGULAR,substitution,out,[],203473,,,1610612746,33,24,2022-01-29T01:43:53Z,1900000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M18.00S,2022-01-29T01:43:45.9Z,2,REGULAR,substitution,out,[],1630527,,,1610612746,33,24,2022-01-29T01:43:53Z,1910000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M18.00S,2022-01-29T01:43:45.9Z,2,REGULAR,substitution,in,[],1628389,,,1610612746,33,24,2022-01-29T01:43:53Z,1920000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M18.00S,2022-01-29T01:43:45.9Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,33,24,2022-01-29T01:43:53Z,1930000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M18.00S,2022-01-29T01:44:11.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202339,,,1610612746,33,25,2022-01-29T01:44:11Z,1940000,,,0,,E. Bledsoe Free Throw 2 of 2 (2 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
195,PT09M03.00S,2022-01-29T01:44:27.8Z,2,REGULAR,3pt,Jump Shot,[],1629622,93.77463863337714,95.83333333333334,1610612748,33,25,2022-01-29T01:44:33Z,1950000,229.0,6.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,22.93,Missed,,,,,,,,,,,,
196,PT09M00.00S,2022-01-29T01:44:30.8Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,33,25,2022-01-29T01:44:33Z,1960000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,
197,PT08M54.00S,2022-01-29T01:44:37.1Z,2,REGULAR,3pt,Jump Shot,[],202339,23.73521681997372,8.57843137254902,1610612746,33,25,2022-01-29T01:44:42Z,1970000,207.0,171.0,1,left,MISS E. Bledsoe 26' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,26.83,Missed,,,,,,,,,,,,
198,PT08M51.00S,2022-01-29T01:44:40.1Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,33,25,2022-01-29T01:44:42Z,1980000,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,197.0,2.0,1.0,1.0,,,,,,,,
199,PT08M47.00S,2022-01-29T01:44:44.7Z,2,REGULAR,3pt,Jump Shot,[],1629216,66.70499342969777,50.73529411764706,1610612748,33,25,2022-01-29T01:44:52Z,1990000,4.0,260.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,26.05,Missed,,,,,,,,,,,,
200,PT08M45.00S,2022-01-29T01:44:46.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,33,25,2022-01-29T01:44:52Z,2000000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,
201,PT08M45.00S,2022-01-29T01:44:50.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,33,25,2022-01-29T01:44:50Z,2010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M32.00S,2022-01-29T01:45:31.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,33,25,2022-01-29T01:45:31Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M32.00S,2022-01-29T01:45:33.2Z,2,REGULAR,substitution,out,[],202339,,,1610612746,33,25,2022-01-29T01:45:44Z,2030000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M32.00S,2022-01-29T01:45:33.2Z,2,REGULAR,substitution,in,[],202704,,,1610612746,33,25,2022-01-29T01:45:44Z,2040000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M25.00S,2022-01-29T01:45:57.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,14.799605781865965,56.127450980392155,1610612746,33,27,2022-01-29T01:46:06Z,2050000,-31.0,87.0,1,left,J. Winslow 9' driving floating Jump Shot (4 PTS) (R. Jackson 2 AST),"[1626159, 202704]",1610612746.0,LAC,driving floating,,,Winslow,J. Winslow,,,,,,,,,,,9.18,Made,,,,,4.0,R. Jackson,202704.0,2.0,,,,
207,PT08M06.00S,2022-01-29T01:46:20.6Z,2,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,33,27,2022-01-29T01:51:28Z,2070000,,,0,,C. Martin step out-of-bounds TURNOVER (1 TO),[1628997],1610612748.0,MIA,step,,,Martin,C. Martin,,,,,202901.0,,,,,1.0,,,,,,,,,,,,,,
208,PT07M44.00S,2022-01-29T01:46:52.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,31.750985545335087,66.42156862745098,1610612746,33,27,2022-01-29T01:46:58Z,2080000,-82.0,246.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,25.93,Missed,,,,,,,,,,,,
209,PT07M42.00S,2022-01-29T01:46:54.1Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,33,27,2022-01-29T01:46:58Z,2090000,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,208.0,4.0,3.0,1.0,,,,,,,,
210,PT07M29.00S,2022-01-29T01:47:07.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,87.33574244415243,40.68627450980392,1610612748,33,27,2022-01-29T01:47:13Z,2100000,-47.0,67.0,1,right,MISS T. Herro 8' floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,,,,,,,8.12,Missed,,,,,,,,,,,,
211,PT07M27.00S,2022-01-29T01:47:09.1Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,33,27,2022-01-29T01:47:13Z,2110000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,210.0,2.0,1.0,1.0,,,,,,,,
212,PT07M26.00S,2022-01-29T01:47:14.6Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612746,33,27,2022-01-29T01:47:29Z,2120000,,,0,,M. Strus shooting personal FOUL (1 PF) (Winslow 2 FT),"[1629622, 1626159]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,202026.0,1.0,0.0,Winslow,1626159.0,,,,,,,,,,,,,,,
214,PT07M26.00S,2022-01-29T01:47:49.3Z,2,REGULAR,freethrow,1 of 2,[],1626159,,,1610612746,33,27,2022-01-29T01:47:49Z,2140000,,,0,,MISS J. Winslow Free Throw 1 of 2,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,Missed,,,,,,,,,,,,
215,PT07M26.00S,2022-01-29T01:47:49.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,33,27,2022-01-29T01:47:49Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,214.0,,,,,,,,,,,
216,PT07M26.00S,2022-01-29T01:47:50.3Z,2,REGULAR,substitution,out,[],1629216,,,1610612746,33,27,2022-01-29T01:48:00Z,2160000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M26.00S,2022-01-29T01:47:50.3Z,2,REGULAR,substitution,out,[],1629622,,,1610612746,33,27,2022-01-29T01:48:00Z,2170000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M26.00S,2022-01-29T01:47:50.3Z,2,REGULAR,substitution,out,[],1628392,,,1610612746,33,27,2022-01-29T01:48:00Z,2180000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M26.00S,2022-01-29T01:47:50.3Z,2,REGULAR,substitution,in,[],1629130,,,1610612746,33,27,2022-01-29T01:48:00Z,2190000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M26.00S,2022-01-29T01:47:50.3Z,2,REGULAR,substitution,in,[],202710,,,1610612746,33,27,2022-01-29T01:48:00Z,2200000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M26.00S,2022-01-29T01:47:50.3Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,33,27,2022-01-29T01:48:00Z,2210000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M26.00S,2022-01-29T01:48:16.2Z,2,REGULAR,freethrow,2 of 2,[],1626159,,,1610612746,33,28,2022-01-29T01:48:16Z,2220000,,,0,,J. Winslow Free Throw 2 of 2 (5 PTS),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
223,PT07M15.00S,2022-01-29T01:48:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,86.41590013140605,42.64705882352941,1610612748,35,28,2022-01-29T01:48:33Z,2230000,-37.0,75.0,1,right,B. Adebayo 8' floating Jump Shot (7 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,,,,,,,8.37,Made,,,,,7.0,T. Herro,1629639.0,1.0,,,,
225,PT07M03.00S,2022-01-29T01:48:40.7Z,2,REGULAR,turnover,bad pass,[],1627826,,,1610612746,35,28,2022-01-29T01:48:45Z,2250000,,,0,,I. Zubac bad pass TURNOVER (2 TO),"[1627826, 202710]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,2.0,,,,,,,,,,,,,Butler,202710.0
226,PT07M03.00S,2022-01-29T01:48:40.7Z,2,REGULAR,steal,,[],202710,,,1610612748,35,28,2022-01-29T01:48:42Z,2260000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M56.00S,2022-01-29T01:48:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,93.64323258869908,57.107843137254896,1610612748,35,28,2022-01-29T01:48:54Z,2270000,36.0,7.0,1,right,MISS C. Martin running Layup,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,,,,,,,3.62,Missed,,,,,,,,,,,,
228,PT06M55.00S,2022-01-29T01:48:47.6Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,35,28,2022-01-29T01:48:54Z,2280000,,,0,,J. Winslow REBOUND (Off:1 Def:2),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,227.0,3.0,2.0,1.0,,,,,,,,
229,PT06M55.00S,2022-01-29T01:48:54.6Z,2,REGULAR,foul,personal,[],202710,,,1610612746,35,28,2022-01-29T01:49:04Z,2290000,,,0,,J. Butler personal FOUL (1 PF),"[202710, 1626159]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,202026.0,1.0,0.0,Winslow,1626159.0,,,,,,,,,,,,,,,
231,PT06M55.00S,2022-01-29T01:49:04.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,35,28,2022-01-29T01:49:04Z,2310000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M55.00S,2022-01-29T01:51:28.7Z,2,REGULAR,substitution,out,[],1628997,,,1610612746,35,28,2022-01-29T01:52:04Z,2320000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M55.00S,2022-01-29T01:51:28.7Z,2,REGULAR,substitution,out,[],1626159,,,1610612746,35,28,2022-01-29T01:52:04Z,2330000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M55.00S,2022-01-29T01:51:28.7Z,2,REGULAR,substitution,in,[],200782,,,1610612746,35,28,2022-01-29T01:52:04Z,2340000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M55.00S,2022-01-29T01:51:28.7Z,2,REGULAR,substitution,in,[],201587,,,1610612746,35,28,2022-01-29T01:52:04Z,2350000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M47.00S,2022-01-29T01:52:16.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,6.652431011826544,44.6078431372549,1610612746,35,28,2022-01-29T01:52:21Z,2360000,27.0,10.0,1,left,MISS T. Mann driving Layup,[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,,,,,,,2.88,Missed,,,,,,,,,,,,
237,PT06M44.00S,2022-01-29T01:52:19.1Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,35,28,2022-01-29T01:52:21Z,2370000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,236.0,4.0,4.0,0.0,,,,,,,,
238,PT06M40.00S,2022-01-29T01:52:23.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628389,86.02168199737189,47.05882352941176,1610612748,37,28,2022-01-29T01:52:28Z,2380000,-15.0,79.0,1,right,B. Adebayo 8' pullup Jump Shot (9 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,,,,,,,8.03,Made,,,,,9.0,,,,,,,
239,PT06M18.00S,2022-01-29T01:52:44.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,15.982260183968464,36.76470588235294,1610612746,37,28,2022-01-29T01:52:50Z,2390000,66.0,98.0,1,left,MISS R. Jackson 11' turnaround fadeaway Shot,[202704],1610612746.0,LAC,turnaround fadeaway,,,Jackson,R. Jackson,,,,,,,,,,,11.8,Missed,,,,,,,,,,,,
240,PT06M14.00S,2022-01-29T01:52:48.3Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,37,28,2022-01-29T01:52:50Z,2400000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,239.0,2.0,1.0,1.0,,,,,,,,
241,PT06M13.00S,2022-01-29T01:52:52.1Z,2,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612746,37,28,2022-01-29T01:53:03Z,2410000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Zubac 2 FT),"[1628389, 1627826]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,2714.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,
243,PT06M13.00S,2022-01-29T01:53:16.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,37,29,2022-01-29T01:53:41Z,2430000,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,Made,,,,,3.0,,,,,,,
244,PT06M13.00S,2022-01-29T01:53:17.3Z,2,REGULAR,substitution,out,[],1628379,,,1610612746,37,29,2022-01-29T01:53:25Z,2440000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M13.00S,2022-01-29T01:53:17.3Z,2,REGULAR,substitution,in,[],1629599,,,1610612746,37,29,2022-01-29T01:53:25Z,2450000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M13.00S,2022-01-29T01:53:16.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,37,29,2022-01-29T01:53:41Z,2460000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,Missed,,,,,,,,,,,,
247,PT06M10.00S,2022-01-29T01:53:19.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,37,29,2022-01-29T01:53:41Z,2470000,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,246.0,5.0,5.0,0.0,,,,,,,,
248,PT05M54.00S,2022-01-29T01:53:54.1Z,2,REGULAR,2pt,Jump Shot,[],1629639,75.24638633377135,48.529411764705884,1610612748,37,29,2022-01-29T01:53:59Z,2480000,-7.0,180.0,1,right,MISS T. Herro 18' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,,18.04,Missed,,,,,,,,,,,,
249,PT05M50.00S,2022-01-29T01:53:58.1Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,37,29,2022-01-29T01:53:59Z,2490000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,248.0,3.0,2.0,1.0,,,,,,,,
250,PT05M44.00S,2022-01-29T01:54:07.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612746,37,29,2022-01-29T01:54:26Z,2500000,,,0,,D. Robinson personal FOUL (1 PF) (Mann 2 FT),"[1629130, 1629611]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,2714.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,
252,PT05M44.00S,2022-01-29T01:54:33.6Z,2,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,37,30,2022-01-29T01:54:33Z,2520000,,,0,,T. Mann Free Throw 1 of 2 (1 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
253,PT05M44.00S,2022-01-29T01:54:49.4Z,2,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,37,31,2022-01-29T01:54:49Z,2530000,,,0,,T. Mann Free Throw 2 of 2 (2 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
254,PT05M30.00S,2022-01-29T01:55:09.3Z,2,REGULAR,foul,personal,['2freethrow'],202704,,,1610612748,37,31,2022-01-29T01:55:19Z,2540000,,,0,,R. Jackson shooting personal FOUL (1 PF) (Tucker 2 FT),"[202704, 200782]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,2714.0,1.0,0.0,Tucker,200782.0,,,,,,,,,,,,,,,
256,PT05M30.00S,2022-01-29T01:55:28.9Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612748,37,31,2022-01-29T01:55:28Z,2560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M30.00S,2022-01-29T01:55:47.7Z,2,REGULAR,freethrow,1 of 2,[],200782,,,1610612748,38,31,2022-01-29T01:55:47Z,2570000,,,0,,P. Tucker Free Throw 1 of 2 (7 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,Made,,,,,7.0,,,,,,,
258,PT05M30.00S,2022-01-29T01:56:07.9Z,2,REGULAR,freethrow,2 of 2,[],200782,,,1610612748,39,31,2022-01-29T01:56:07Z,2580000,,,0,,P. Tucker Free Throw 2 of 2 (8 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,Made,,,,,8.0,,,,,,,
259,PT05M18.00S,2022-01-29T01:56:22.0Z,2,REGULAR,2pt,Jump Shot,[],202704,21.156373193166885,69.38572303921569,1610612746,39,33,2022-01-29T01:56:40Z,2590000,-97.0,146.0,1,left,R. Jackson 17' pullup Jump Shot (7 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,,,17.56,Made,,,,,7.0,,,,,,,
260,PT04M56.00S,2022-01-29T01:56:43.4Z,2,REGULAR,3pt,Jump Shot,[],200782,67.23061760840999,50.0,1610612748,39,33,2022-01-29T01:56:49Z,2600000,0.0,256.0,1,right,MISS P. Tucker 25' 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,25.55,Missed,,,,,,,,,,,,
261,PT04M52.00S,2022-01-29T01:56:47.4Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,39,33,2022-01-29T01:56:49Z,2610000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,260.0,1.0,1.0,0.0,,,,,,,,
262,PT04M47.00S,2022-01-29T01:56:52.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201587,6.1268068331143235,96.32352941176471,1610612746,39,33,2022-01-29T01:57:17Z,2620000,-232.0,5.0,1,left,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,23.17,Missed,,,,,,,,,,,,
263,PT04M45.00S,2022-01-29T01:56:54.7Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,39,33,2022-01-29T01:56:58Z,2630000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,262.0,2.0,2.0,0.0,,,,,,,,
264,PT04M33.00S,2022-01-29T01:57:06.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,94.03745072273325,46.07843137254902,1610612748,41,33,2022-01-29T01:57:12Z,2640000,-20.0,4.0,1,right,D. Robinson cutting Layup (5 PTS) (J. Butler 3 AST),"[1629130, 202710]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,,,,,,,1.99,Made,,,,,5.0,J. Butler,202710.0,3.0,,,,
