actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
178,PT09M16.00S,2021-11-05T00:11:48.9Z,2,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,28,23,2021-11-05T00:11:57Z,1750000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (2 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,,,,,,,1162.0,,,,,2.0,,,,,,,,
179,PT09M06.00S,2021-11-05T00:12:12.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629641,7.966491458607096,2.450980392156863,1610612738,28,26,2021-11-05T00:12:20Z,1760000,238.0,22.0,1,left,R. Langford 3PT  (3 PTS) (D. Schroder 3 AST),"[1629641, 203471]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.88,Made,,,,,,,,,,,,,3.0,D. Schroder,203471.0,3.0,,
181,PT08M44.00S,2021-11-05T00:12:40.6Z,2,REGULAR,turnover,out-of-bounds,[],202693,,,1610612748,28,26,2021-11-05T00:12:45Z,1780000,,,0,,M. Morris bad pass out-of-bounds TURNOVER (2 TO),[202693],1610612748.0,MIA,bad pass,,,Morris,M. Morris,,,,,,,,,,,203591.0,,,,,2.0,,,,,,,,
182,PT08M32.00S,2021-11-05T00:13:03.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,9.149145860709593,59.068627450980394,1610612738,28,26,2021-11-05T00:13:09Z,1790000,-45.0,34.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.63,Missed,,,,,,,,,,,,,,,,,,
183,PT08M29.00S,2021-11-05T00:13:06.8Z,2,REGULAR,rebound,defensive,[],202693,,,1610612748,28,26,2021-11-05T00:16:23Z,1800000,,,0,,M. Morris REBOUND (Off:1 Def:2),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,182.0,3.0,2.0,1.0,,,,,,,,,,,,,,
184,PT08M29.00S,2021-11-05T00:13:12.2Z,2,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612748,28,26,2021-11-05T00:13:27Z,1810000,,,0,,R. Langford shooting personal FOUL (2 PF) (Martin 2 FT),"[1629641, 1628997]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,202007.0,2.0,0.0,Martin,1628997.0,,,,,,,,,
186,PT08M29.00S,2021-11-05T00:13:40.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628997,,,1610612748,28,26,2021-11-05T00:13:40Z,1830000,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Missed,,,,,,,,,,,,,,,,,,
187,PT08M29.00S,2021-11-05T00:13:40.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,28,26,2021-11-05T00:13:40Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,
188,PT08M29.00S,2021-11-05T00:13:40.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628997,,,1610612748,29,26,2021-11-05T00:14:03Z,1850000,,,0,,C. Martin Free Throw 2 of 2 (1 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
189,PT08M19.00S,2021-11-05T00:14:16.6Z,2,REGULAR,foul,personal,[],1628997,,,1610612738,29,26,2021-11-05T00:14:34Z,1860000,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 1628369]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,202007.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
191,PT08M06.00S,2021-11-05T00:14:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,6.915243101182654,39.46078431372549,1610612738,29,26,2021-11-05T00:14:53Z,1880000,53.0,13.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.42,Missed,,,,,,,,,,,,,,,,,,
192,PT08M04.00S,2021-11-05T00:14:50.5Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612738,29,26,2021-11-05T00:14:53Z,1890000,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,191.0,1.0,0.0,1.0,,,,,,,,,,,,,,
193,PT08M02.00S,2021-11-05T00:14:52.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629641,6.258212877792378,48.529411764705884,1610612738,29,28,2021-11-05T00:14:59Z,1900000,7.0,6.0,1,left,R. Langford putback DUNK (5 PTS),[1629641],1610612738.0,BOS,putback,,,Langford,R. Langford,,,,,0.97,Made,,,,,,,,,,,,,5.0,,,,,
194,PT07M58.00S,2021-11-05T00:15:08.2Z,2,REGULAR,foul,personal,[],1628369,,,1610612748,29,28,2021-11-05T00:15:26Z,1910000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 200768]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,203591.0,1.0,0.0,Lowry,200768.0,,,,,,,,,
196,PT07M55.00S,2021-11-05T00:15:30.8Z,2,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,29,28,2021-11-05T00:15:35Z,1930000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (3 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,,,,,,,1162.0,,,,,3.0,,,,,,,,
197,PT07M41.00S,2021-11-05T00:15:47.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,20.18725361366623,4.901960784313726,1610612738,29,31,2021-11-05T00:15:54Z,1940000,225.0,137.0,1,left,A. Nesmith 26' 3PT  (8 PTS) (D. Schroder 4 AST),"[1630174, 203471]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,26.4,Made,,,,,,,,,,,,,8.0,D. Schroder,203471.0,4.0,,
199,PT07M40.00S,2021-11-05T00:15:56.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,29,31,2021-11-05T00:15:56Z,1960000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,out,[],200768,,,1610612748,29,31,2021-11-05T00:18:50Z,1970000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,29,31,2021-11-05T00:18:50Z,1980000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,out,[],1629641,,,1610612748,29,31,2021-11-05T00:18:50Z,1990000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,out,[],1629057,,,1610612748,29,31,2021-11-05T00:18:50Z,2000000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,out,[],203471,,,1610612748,29,31,2021-11-05T00:18:50Z,2010000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,in,[],202710,,,1610612748,29,31,2021-11-05T00:18:50Z,2020000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,29,31,2021-11-05T00:18:50Z,2030000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612748,29,31,2021-11-05T00:18:50Z,2040000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,in,[],201143,,,1610612748,29,31,2021-11-05T00:18:50Z,2050000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M40.00S,2021-11-05T00:16:16.8Z,2,REGULAR,substitution,in,[],203935,,,1610612748,29,31,2021-11-05T00:18:50Z,2060000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M20.00S,2021-11-05T00:19:19.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,85.89027595269383,57.107843137254896,1610612748,31,31,2021-11-05T00:19:24Z,2070000,36.0,80.0,1,right,T. Herro 8' driving floating Jump Shot (4 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,8.76,Made,,,,,,,,,,,,,4.0,,,,,
211,PT07M01.00S,2021-11-05T00:19:49.6Z,2,REGULAR,3pt,Jump Shot,[],1630174,21.369908015768726,6.862745098039216,1610612738,31,31,2021-11-05T00:19:53Z,2080000,216.0,148.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
212,PT06M58.00S,2021-11-05T00:19:52.6Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,31,31,2021-11-05T00:19:53Z,2090000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,211.0,2.0,2.0,0.0,,,,,,,,,,,,,,
213,PT06M57.00S,2021-11-05T00:19:57.6Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,31,31,2021-11-05T00:20:07Z,2100000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,,,,,,,,,,,,1.0,,,,,,,,
214,PT06M43.00S,2021-11-05T00:20:15.7Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,31,31,2021-11-05T00:20:21Z,2110000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,2.0,Adebayo,1628389.0,,,,,,
215,PT06M43.00S,2021-11-05T00:20:15.7Z,2,REGULAR,steal,,[],1628389,,,1610612748,31,31,2021-11-05T00:20:18Z,2120000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M21.00S,2021-11-05T00:20:38.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202693,91.67214191852825,1.9607843137254901,1610612748,31,31,2021-11-05T00:20:42Z,2130000,-240.0,26.0,1,right,MISS M. Morris 24' 3PT,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,
217,PT06M18.00S,2021-11-05T00:20:41.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,31,31,2021-11-05T00:20:42Z,2140000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,216.0,5.0,5.0,0.0,,,,,,,,,,,,,,
218,PT06M01.00S,2021-11-05T00:21:04.3Z,2,REGULAR,foul,personal,['2freethrow'],202693,,,1610612738,31,31,2021-11-05T00:21:14Z,2150000,,,0,,M. Morris shooting personal FOUL (1 PF) (Horford 2 FT),"[202693, 201143]",1610612748.0,MIA,shooting,,,Morris,M. Morris,,,,,,,,,,,203591.0,1.0,0.0,Horford,201143.0,,,,,,,,,
220,PT06M01.00S,2021-11-05T00:21:32.4Z,2,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,31,32,2021-11-05T00:21:32Z,2170000,,,0,,A. Horford Free Throw 1 of 2 (4 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
221,PT06M01.00S,2021-11-05T00:21:33.1Z,2,REGULAR,substitution,out,[],202693,,,1610612738,31,32,2021-11-05T00:21:44Z,2180000,,,0,,SUB out: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M01.00S,2021-11-05T00:21:33.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,31,32,2021-11-05T00:21:44Z,2190000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M01.00S,2021-11-05T00:21:33.1Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,31,32,2021-11-05T00:21:44Z,2200000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M01.00S,2021-11-05T00:21:33.1Z,2,REGULAR,substitution,in,[],200782,,,1610612738,31,32,2021-11-05T00:21:44Z,2210000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M01.00S,2021-11-05T00:21:33.1Z,2,REGULAR,substitution,in,[],1629641,,,1610612738,31,32,2021-11-05T00:21:44Z,2220000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M01.00S,2021-11-05T00:21:33.1Z,2,REGULAR,substitution,in,[],203471,,,1610612738,31,32,2021-11-05T00:21:44Z,2230000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M01.00S,2021-11-05T00:22:05.0Z,2,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,31,33,2021-11-05T00:22:05Z,2240000,,,0,,A. Horford Free Throw 2 of 2 (5 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
228,PT05M48.00S,2021-11-05T00:22:20.3Z,2,REGULAR,2pt,Jump Shot,[],1629639,94.03745072273325,70.34313725490196,1610612748,31,33,2021-11-05T00:22:28Z,2250000,102.0,4.0,1,right,MISS T. Herro 10' turnaround fadeaway Shot - blocked,"[1629639, 201143]",1610612748.0,MIA,turnaround fadeaway,,,Herro,T. Herro,,,,,10.18,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
229,PT05M48.00S,2021-11-05T00:22:20.3Z,2,REGULAR,block,,[],201143,,,1610612748,31,33,2021-11-05T00:22:23Z,2260000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M48.00S,2021-11-05T00:22:20.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,31,33,2021-11-05T00:22:28Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,
231,PT05M48.00S,2021-11-05T00:22:27.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,31,33,2021-11-05T00:22:27Z,2280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M43.00S,2021-11-05T00:22:48.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,87.07293035479631,96.32352941176471,1610612748,31,33,2021-11-05T00:22:57Z,2290000,232.0,69.0,1,right,MISS D. Robinson 24' bank 3PT,[1629130],1610612748.0,MIA,bank,,,Robinson,D. Robinson,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,
233,PT05M39.00S,2021-11-05T00:22:52.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,31,33,2021-11-05T00:22:53Z,2300000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,,
234,PT05M33.00S,2021-11-05T00:22:58.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,6.258212877792378,52.20588235294118,1610612738,31,33,2021-11-05T00:23:02Z,2310000,-11.0,6.0,1,left,MISS J. Brown driving DUNK,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,
235,PT05M31.00S,2021-11-05T00:23:00.2Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,31,33,2021-11-05T00:23:00Z,2320000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,234.0,4.0,3.0,1.0,,,,,,,,,,,,,,
236,PT05M24.00S,2021-11-05T00:23:12.8Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,31,33,2021-11-05T00:23:21Z,2330000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Brown 2 FT),"[1629130, 1627759]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,,,,,
238,PT05M24.00S,2021-11-05T00:23:36.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,31,34,2021-11-05T00:23:36Z,2350000,,,0,,J. Brown Free Throw 1 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
239,PT05M24.00S,2021-11-05T00:23:51.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,31,35,2021-11-05T00:23:51Z,2360000,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,,,,8.0,,,,,
240,PT05M03.00S,2021-11-05T00:24:20.8Z,2,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,31,35,2021-11-05T00:26:20Z,2370000,,,0,,J. Butler lost ball out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,lost ball,,,Butler,J. Butler,,,,,,,,,,,1162.0,,,,,1.0,,,,,,,,
241,PT04M47.00S,2021-11-05T00:24:38.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203471,22.552562417871222,89.95098039215686,1610612738,31,38,2021-11-05T00:24:42Z,2380000,-200.0,159.0,1,left,D. Schroder 25' 3PT pullup (5 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,25.57,Made,,,,,,,,,,,,,5.0,,,,,
242,PT04M38.00S,2021-11-05T00:24:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629130,88.78120893561103,95.58823529411765,1610612748,31,38,2021-11-05T00:24:56Z,2390000,228.0,53.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
243,PT04M34.00S,2021-11-05T00:24:53.0Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,31,38,2021-11-05T00:24:56Z,2400000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,242.0,5.0,4.0,1.0,,,,,,,,,,,,,,
244,PT04M33.00S,2021-11-05T00:25:04.7Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,31,38,2021-11-05T00:25:22Z,2410000,,,0,,J. Brown off-the-ball offensive FOUL (1 PF),"[1627759, 1629130]",1610612738.0,BOS,off-the-ball,,,Brown,J. Brown,,,,,,,,,,,1162.0,1.0,0.0,Robinson,1629130.0,,,,,,,,,
246,PT04M33.00S,2021-11-05T00:25:04.7Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,31,38,2021-11-05T00:25:22Z,2430000,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1162.0,,,,,1.0,,,,,,,,
247,PT04M33.00S,2021-11-05T00:25:20.3Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,31,38,2021-11-05T00:25:26Z,2440000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M33.00S,2021-11-05T00:25:20.3Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,31,38,2021-11-05T00:25:26Z,2450000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M33.00S,2021-11-05T00:25:20.3Z,2,REGULAR,substitution,in,[],200768,,,1610612748,31,38,2021-11-05T00:25:26Z,2460000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M33.00S,2021-11-05T00:25:20.3Z,2,REGULAR,substitution,in,[],203473,,,1610612748,31,38,2021-11-05T00:25:26Z,2470000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M10.00S,2021-11-05T00:25:37.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202710,86.94152431011827,29.901960784313726,1610612748,31,38,2021-11-05T00:26:34Z,2480000,-100.0,70.0,1,right,MISS J. Butler 12' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,12.26,Missed,,,,,,,,,,,,,,,,,,
252,PT04M10.00S,2021-11-05T00:25:37.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,31,38,2021-11-05T00:25:48Z,2490000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,
253,PT04M10.00S,2021-11-05T00:25:47.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612738,31,38,2021-11-05T00:31:59Z,2500000,,,0,,D. Dedmon loose ball personal FOUL (1 PF) (Smart 2 FT),"[203473, 203935]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,,,,,,,1162.0,1.0,0.0,Smart,203935.0,,,,,,,,,
255,PT04M10.00S,2021-11-05T00:26:09.8Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,31,39,2021-11-05T00:26:09Z,2520000,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
256,PT04M10.00S,2021-11-05T00:26:26.4Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,31,40,2021-11-05T00:26:26Z,2530000,,,0,,M. Smart Free Throw 2 of 2 (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
257,PT03M53.00S,2021-11-05T00:26:53.8Z,2,REGULAR,2pt,Jump Shot,[],200768,74.72076215505913,51.225490196078425,1610612748,31,40,2021-11-05T00:27:12Z,2540000,6.0,185.0,1,right,MISS K. Lowry 18' step back Shot,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,18.52,Missed,,,,,,,,,,,,,,,,,,
258,PT03M46.00S,2021-11-05T00:27:00.8Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,31,40,2021-11-05T00:27:12Z,2550000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,,,,,,
259,PT03M37.00S,2021-11-05T00:27:08.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612738,31,40,2021-11-05T00:27:41Z,2560000,,,0,,D. Dedmon personal FOUL (2 PF) (Smart 2 FT),"[203473, 203935]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,1162.0,2.0,0.0,Smart,203935.0,,,,,,,,,
261,PT03M37.00S,2021-11-05T00:27:27.2Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,31,41,2021-11-05T00:27:27Z,2580000,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
262,PT03M37.00S,2021-11-05T00:27:40.5Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,31,42,2021-11-05T00:27:40Z,2590000,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
263,PT03M23.00S,2021-11-05T00:28:01.8Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612748,31,42,2021-11-05T00:28:10Z,2600000,,,0,,A. Horford shooting personal FOUL (3 PF) (Butler 2 FT),"[201143, 202710]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,1162.0,3.0,0.0,Butler,202710.0,,,,,,,,,
265,PT03M23.00S,2021-11-05T00:28:22.8Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,31,42,2021-11-05T00:28:22Z,2620000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,
266,PT03M23.00S,2021-11-05T00:28:22.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,31,42,2021-11-05T00:28:22Z,2630000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,
267,PT03M23.00S,2021-11-05T00:28:23.8Z,2,REGULAR,substitution,out,[],201143,,,1610612748,31,42,2021-11-05T00:28:27Z,2640000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
