actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
538,PT08M08.00S,2021-11-05T01:35:49.9Z,4,REGULAR,2pt,Jump Shot,[],202693,6.652431011826544,68.87254901960785,1610612748,62,84,2021-11-05T01:35:55Z,5310000,-94.0,10.0,1,left,MISS M. Morris 9' pullup Shot,[202693],1610612748.0,MIA,pullup,,,Morris,M. Morris,,,,,9.49,Missed,,,,,,,,,,,,,,,,,,
539,PT08M08.00S,2021-11-05T01:35:49.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,62,84,2021-11-05T01:35:55Z,5320000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,,,
540,PT08M08.00S,2021-11-05T01:35:56.3Z,4,REGULAR,foul,personal,[],201143,,,1610612748,62,84,2021-11-05T01:36:18Z,5330000,,,0,,A. Horford loose ball personal FOUL (4 PF),"[201143, 202710]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,,,,,,,203591.0,4.0,0.0,Butler,202710.0,,,,,,,,,
542,PT07M54.00S,2021-11-05T01:36:21.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202693,14.931011826544022,31.372549019607842,1610612748,62,84,2021-11-05T01:36:25Z,5350000,93.0,88.0,1,left,MISS M. Morris 12' turnaround Shot,[202693],1610612748.0,MIA,turnaround,,,Morris,M. Morris,,,,,12.8,Missed,,,,,,,,,,,,,,,,,,
543,PT07M51.00S,2021-11-05T01:36:24.4Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,62,84,2021-11-05T01:36:24Z,5360000,,,0,,A. Horford REBOUND (Off:2 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,542.0,7.0,5.0,2.0,,,,,,,,,,,,,,
544,PT07M32.00S,2021-11-05T01:36:43.4Z,4,REGULAR,2pt,Jump Shot,[],1628369,90.48948751642575,32.35294117647059,1610612738,62,84,2021-11-05T01:36:49Z,5370000,-88.0,37.0,1,right,MISS J. Tatum 9' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,9.56,Missed,,,,,,,,,,,,,,,,,,
545,PT07M28.00S,2021-11-05T01:36:47.4Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,62,84,2021-11-05T01:36:49Z,5380000,,,0,,T. Herro REBOUND (Off:0 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,544.0,6.0,6.0,0.0,,,,,,,,,,,,,,
546,PT07M19.00S,2021-11-05T01:36:57.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.783837056504599,53.67647058823529,1610612748,64,84,2021-11-05T01:37:04Z,5390000,-18.0,11.0,1,left,T. Herro driving Layup (6 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,2.16,Made,,,,,,,,,,,,,6.0,,,,,
547,PT07M00.00S,2021-11-05T01:37:20.4Z,4,REGULAR,violation,kicked ball,[],200782,,,1610612738,64,84,2021-11-05T01:37:27Z,5400000,,,0,,P. Tucker kicked ball VIOLATION,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,1162.0,,,,,,,,,,,,,
548,PT07M00.00S,2021-11-05T01:37:59.7Z,4,REGULAR,foul,technical,['1freethrow'],202693,,,1610612738,64,84,2021-11-05T01:38:22Z,5410000,,,0,,M. Morris technical FOUL (1 Tech),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,203591.0,2.0,1.0,,,,,,,,,,,
549,PT07M00.00S,2021-11-05T01:38:23.8Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,64,85,2021-11-05T01:38:23Z,5420000,,,0,,J. Tatum technical Free Throw 1 of 1 (5 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
550,PT06M45.00S,2021-11-05T01:38:56.1Z,4,REGULAR,3pt,Jump Shot,[],1629641,94.56307490144546,94.6078431372549,1610612738,64,85,2021-11-05T01:39:02Z,5430000,223.0,-1.0,1,right,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,
551,PT06M43.00S,2021-11-05T01:39:00.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,64,85,2021-11-05T01:39:00Z,5440000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
552,PT06M43.00S,2021-11-05T01:39:03.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,64,85,2021-11-05T01:39:03Z,5450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M33.00S,2021-11-05T01:39:15.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202693,7.046649145860711,50.0,1610612748,66,85,2021-11-05T01:39:25Z,5460000,0.0,14.0,1,left,M. Morris DUNK (6 PTS) (T. Herro 1 AST),"[202693, 1629639]",1610612748.0,MIA,,,,Morris,M. Morris,,,,,1.37,Made,,,,,,,,,,,,,6.0,T. Herro,1629639.0,1.0,,
555,PT06M10.00S,2021-11-05T01:39:38.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.64323258869908,54.65686274509803,1610612738,66,87,2021-11-05T01:39:50Z,5480000,23.0,7.0,1,right,J. Tatum driving Layup (7 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.44,Made,,,,,,,,,,,,,7.0,,,,,
556,PT05M47.00S,2021-11-05T01:40:00.9Z,4,REGULAR,2pt,Jump Shot,[],1629639,21.76412614980289,67.8921568627451,1610612748,66,87,2021-11-05T01:40:06Z,5490000,-89.0,152.0,1,left,MISS T. Herro 17' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,17.65,Missed,,,,,,,,,,,,,,,,,,
557,PT05M43.00S,2021-11-05T01:40:05.0Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,66,87,2021-11-05T01:40:05Z,5500000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,556.0,4.0,4.0,0.0,,,,,,,,,,,,,,
558,PT05M35.00S,2021-11-05T01:40:12.5Z,4,REGULAR,3pt,Jump Shot,[],1628369,68.15045992115637,59.068627450980394,1610612738,66,90,2021-11-05T01:40:18Z,5510000,45.0,247.0,1,right,J. Tatum 25' 3PT pullup (10 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.1,Made,,,,,,,,,,,,,10.0,,,,,
559,PT05M27.00S,2021-11-05T01:40:26.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,66,90,2021-11-05T01:40:26Z,5520000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M27.00S,2021-11-05T01:43:14.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,66,90,2021-11-05T01:43:14Z,5530000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M27.00S,2021-11-05T01:43:15.7Z,4,REGULAR,substitution,out,[],202693,,,1610612748,66,90,2021-11-05T01:44:30Z,5540000,,,0,,SUB out: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M27.00S,2021-11-05T01:43:15.7Z,4,REGULAR,substitution,in,[],1628389,,,1610612748,66,90,2021-11-05T01:44:30Z,5550000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M13.00S,2021-11-05T01:44:51.3Z,4,REGULAR,3pt,Jump Shot,[],1629130,30.436925098554536,26.96078431372549,1610612748,66,90,2021-11-05T01:44:59Z,5570000,115.0,234.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,
565,PT05M10.00S,2021-11-05T01:44:54.0Z,4,REGULAR,rebound,defensive,[],203471,,,1610612738,66,90,2021-11-05T01:44:54Z,5580000,,,0,,D. Schroder REBOUND (Off:1 Def:3),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,564.0,4.0,3.0,1.0,,,,,,,,,,,,,,
566,PT04M59.00S,2021-11-05T01:45:05.4Z,4,REGULAR,3pt,Jump Shot,[],203471,67.7562417871222,60.78431372549019,1610612738,66,90,2021-11-05T01:45:10Z,5590000,54.0,251.0,1,right,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,
567,PT04M55.00S,2021-11-05T01:45:09.4Z,4,REGULAR,rebound,offensive,[],203471,,,1610612738,66,90,2021-11-05T01:45:10Z,5600000,,,0,,D. Schroder REBOUND (Off:2 Def:3),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,566.0,5.0,3.0,2.0,,,,,,,,,,,,,,
568,PT04M49.00S,2021-11-05T01:45:14.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,94.43166885676742,52.69607843137255,1610612738,66,92,2021-11-05T01:45:20Z,5610000,13.0,0.0,1,right,R. Langford cutting Layup (12 PTS) (D. Schroder 6 AST),"[1629641, 203471]",1610612738.0,BOS,cutting,,,Langford,R. Langford,,,,,1.35,Made,,,,,,,,,,,,,12.0,D. Schroder,203471.0,6.0,,
570,PT04M23.00S,2021-11-05T01:45:41.2Z,4,REGULAR,2pt,Jump Shot,[],202710,5.469776609724048,33.82352941176471,1610612748,66,92,2021-11-05T01:45:45Z,5630000,81.0,-1.0,1,left,MISS J. Butler 8' Jump Shot,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,8.09,Missed,,,,,,,,,,,,,,,,,,
571,PT04M21.00S,2021-11-05T01:45:43.4Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,66,92,2021-11-05T01:45:43Z,5640000,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,570.0,7.0,6.0,1.0,,,,,,,,,,,,,,
572,PT04M17.00S,2021-11-05T01:45:47.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628389,16.376478318002626,46.81372549019608,1610612748,68,92,2021-11-05T01:45:59Z,5650000,16.0,101.0,1,left,B. Adebayo 10' Hook (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,10.26,Made,,,,,,,,,,,,,13.0,,,,,
573,PT04M00.00S,2021-11-05T01:46:04.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,70.77858081471747,23.03921568627451,1610612738,68,92,2021-11-05T01:46:12Z,5660000,-135.0,222.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,
574,PT03M54.00S,2021-11-05T01:46:10.7Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,68,92,2021-11-05T01:46:12Z,5670000,,,0,,T. Herro REBOUND (Off:0 Def:7),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,573.0,7.0,7.0,0.0,,,,,,,,,,,,,,
575,PT03M44.00S,2021-11-05T01:46:22.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.783837056504599,46.32352941176471,1610612748,70,92,2021-11-05T01:46:27Z,5680000,18.0,11.0,1,left,J. Butler alley-oop Layup (20 PTS) (B. Adebayo 4 AST),"[202710, 1628389]",1610612748.0,MIA,alley-oop,,,Butler,J. Butler,,,,,2.16,Made,,,,,,,,,,,,,20.0,B. Adebayo,1628389.0,4.0,,
577,PT03M44.00S,2021-11-05T01:46:30.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,70,92,2021-11-05T01:46:45Z,5700000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M44.00S,2021-11-05T01:46:54.5Z,4,REGULAR,substitution,out,[],1629639,,,1610612738,70,92,2021-11-05T01:47:51Z,5720000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M44.00S,2021-11-05T01:46:54.5Z,4,REGULAR,substitution,out,[],200782,,,1610612738,70,92,2021-11-05T01:47:51Z,5730000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M44.00S,2021-11-05T01:46:54.5Z,4,REGULAR,substitution,out,[],202710,,,1610612738,70,92,2021-11-05T01:47:51Z,5740000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M44.00S,2021-11-05T01:46:54.5Z,4,REGULAR,substitution,out,[],1628389,,,1610612738,70,92,2021-11-05T01:47:51Z,5750000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M44.00S,2021-11-05T01:46:54.5Z,4,REGULAR,substitution,in,[],1629216,,,1610612738,70,92,2021-11-05T01:47:51Z,5760000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
584,PT03M44.00S,2021-11-05T01:46:54.5Z,4,REGULAR,substitution,in,[],1630209,,,1610612738,70,92,2021-11-05T01:47:51Z,5770000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M44.00S,2021-11-05T01:46:54.5Z,4,REGULAR,substitution,in,[],202693,,,1610612738,70,92,2021-11-05T01:47:51Z,5780000,,,0,,SUB in: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M44.00S,2021-11-05T01:46:54.5Z,4,REGULAR,substitution,in,[],1628997,,,1610612738,70,92,2021-11-05T01:47:51Z,5790000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
589,PT03M27.00S,2021-11-05T01:48:07.0Z,4,REGULAR,3pt,Jump Shot,[],201143,75.1149802890933,84.80392156862744,1610612738,70,92,2021-11-05T01:48:13Z,5800000,174.0,181.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
590,PT03M24.00S,2021-11-05T01:48:10.0Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,70,92,2021-11-05T01:48:13Z,5810000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,589.0,1.0,1.0,0.0,,,,,,,,,,,,,,
591,PT03M08.00S,2021-11-05T01:48:26.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,7.835085413929041,46.32352941176471,1610612748,70,92,2021-11-05T01:49:07Z,5820000,18.0,21.0,1,left,MISS O. Yurtseven floating Shot,[1630209],1610612748.0,MIA,floating,,,Yurtseven,O. Yurtseven,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,
592,PT03M04.00S,2021-11-05T01:48:30.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,92,2021-11-05T01:48:31Z,5830000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,591.0,8.0,8.0,0.0,,,,,,,,,,,,,,
593,PT02M51.00S,2021-11-05T01:48:43.1Z,4,REGULAR,3pt,Jump Shot,[],1629641,90.09526938239159,98.0392156862745,1610612738,70,92,2021-11-05T01:48:46Z,5840000,240.0,41.0,1,right,MISS R. Langford 24' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,24.36,Missed,,,,,,,,,,,,,,,,,,
594,PT02M49.00S,2021-11-05T01:48:45.1Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,70,92,2021-11-05T01:48:46Z,5850000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,593.0,1.0,1.0,0.0,,,,,,,,,,,,,,
595,PT02M40.00S,2021-11-05T01:48:54.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630209,6.389618922470433,45.34313725490196,1610612748,72,92,2021-11-05T01:49:10Z,5860000,23.0,8.0,1,left,O. Yurtseven Layup (2 PTS) (G. Vincent 1 AST),"[1630209, 1629216]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,2.45,Made,,,,,,,,,,,,,2.0,G. Vincent,1629216.0,1.0,,
597,PT02M31.00S,2021-11-05T01:49:09.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,72,92,2021-11-05T01:49:09Z,5880000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,72,92,2021-11-05T01:50:37Z,5890000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
599,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,out,[],1629641,,,1610612738,72,92,2021-11-05T01:50:37Z,5900000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
600,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,out,[],203935,,,1610612738,72,92,2021-11-05T01:50:37Z,5910000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
601,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,out,[],201143,,,1610612738,72,92,2021-11-05T01:50:37Z,5920000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,out,[],203471,,,1610612738,72,92,2021-11-05T01:50:37Z,5930000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
603,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,72,92,2021-11-05T01:50:37Z,5940000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
604,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,in,[],1628981,,,1610612738,72,92,2021-11-05T01:50:37Z,5950000,,,0,,SUB in: B. Fernando,[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
605,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,72,92,2021-11-05T01:50:37Z,5960000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
606,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,in,[],1627823,,,1610612738,72,92,2021-11-05T01:50:37Z,5970000,,,0,,SUB in: J. Hernangomez,[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
607,PT02M31.00S,2021-11-05T01:49:10.6Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,72,92,2021-11-05T01:50:37Z,5980000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M20.00S,2021-11-05T01:50:48.7Z,4,REGULAR,3pt,Jump Shot,[],1630202,67.7562417871222,23.284313725490197,1610612738,72,95,2021-11-05T01:50:55Z,5990000,-134.0,251.0,1,right,P. Pritchard 28' 3PT pullup (3 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,28.4,Made,,,,,,,,,,,,,3.0,,,,,
609,PT01M53.00S,2021-11-05T01:51:15.5Z,4,REGULAR,3pt,Jump Shot,[],1628997,32.670827858081466,44.11764705882353,1610612748,72,95,2021-11-05T01:51:19Z,6000000,29.0,255.0,1,left,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,
610,PT01M50.00S,2021-11-05T01:51:18.1Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,72,95,2021-11-05T01:51:18Z,6010000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,609.0,2.0,1.0,1.0,,,,,,,,,,,,,,
611,PT01M48.00S,2021-11-05T01:51:20.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,6.521024967148489,54.90196078431373,1610612748,72,95,2021-11-05T01:51:27Z,6020000,-25.0,9.0,1,left,MISS C. Martin driving Layup - blocked,"[1628997, 1628981]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,2.6,Missed,,,,,,,,,,,,,,,,,Fernando,1628981.0
612,PT01M48.00S,2021-11-05T01:51:20.3Z,4,REGULAR,block,,[],1628981,,,1610612748,72,95,2021-11-05T01:51:23Z,6030000,,,0,,B. Fernando BLOCK (1 BLK),[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
613,PT01M44.00S,2021-11-05T01:51:24.3Z,4,REGULAR,rebound,offensive,[],1629216,,,1610612748,72,95,2021-11-05T01:51:27Z,6040000,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,611.0,2.0,1.0,1.0,,,,,,,,,,,,,,
614,PT01M42.00S,2021-11-05T01:51:27.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,28.597240473061763,76.9607843137255,1610612748,72,95,2021-11-05T01:52:24Z,6050000,-135.0,216.0,1,left,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
615,PT01M35.00S,2021-11-05T01:51:32.8Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,72,95,2021-11-05T01:51:32Z,6060000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,614.0,2.0,2.0,0.0,,,,,,,,,,,,,,
616,PT01M30.00S,2021-11-05T01:51:44.8Z,4,REGULAR,turnover,out-of-bounds,[],1628981,,,1610612738,72,95,2021-11-05T01:51:50Z,6070000,,,0,,B. Fernando step out-of-bounds TURNOVER (1 TO),[1628981],1610612738.0,BOS,step,,,Fernando,B. Fernando,,,,,,,,,,,202007.0,,,,,1.0,,,,,,,,
617,PT01M15.00S,2021-11-05T01:52:14.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,9.543363994743759,95.83333333333334,1610612748,75,95,2021-11-05T01:52:18Z,6080000,-229.0,37.0,1,left,D. Robinson 3PT  (16 PTS) (G. Vincent 2 AST),"[1629130, 1629216]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.22,Made,,,,,,,,,,,,,16.0,G. Vincent,1629216.0,2.0,,
619,PT00M57.50S,2021-11-05T01:52:34.5Z,4,REGULAR,3pt,Jump Shot,[],1629684,76.16622864651774,86.02941176470588,1610612738,75,95,2021-11-05T01:52:39Z,6100000,180.0,172.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,
620,PT00M55.70S,2021-11-05T01:52:38.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,75,95,2021-11-05T01:52:38Z,6110000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,619.0,,,,,,,,,,,,,,,,,
621,PT00M55.70S,2021-11-05T01:52:39.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,75,95,2021-11-05T01:52:39Z,6120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M55.70S,2021-11-05T01:52:48.7Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612738,75,95,2021-11-05T01:52:48Z,6130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M47.20S,2021-11-05T01:53:08.5Z,4,REGULAR,foul,personal,[],1629130,,,1610612738,75,95,2021-11-05T01:53:24Z,6140000,,,0,,D. Robinson personal FOUL (3 PF),"[1629130, 1629684]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,203591.0,3.0,0.0,Williams,1629684.0,,,,,,,,,
625,PT00M42.50S,2021-11-05T01:53:29.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,73.66951379763469,17.401960784313726,1610612738,75,95,2021-11-05T01:53:34Z,6160000,-163.0,195.0,1,right,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,
626,PT00M40.50S,2021-11-05T01:53:31.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,75,95,2021-11-05T01:53:34Z,6170000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,625.0,,,,,,,,,,,,,,,,,
627,PT00M40.50S,2021-11-05T01:53:35.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,75,95,2021-11-05T01:53:35Z,6180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M31.90S,2021-11-05T01:53:55.3Z,4,REGULAR,turnover,traveling,[],1630202,,,1610612738,75,95,2021-11-05T01:54:01Z,6190000,,,0,,P. Pritchard traveling TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,203591.0,,,,,1.0,,,,,,,,
