actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
181,PT10M52.00S,2021-12-09T01:18:33.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,94.95729303547962,65.44117647058823,1610612748,28,26,2021-12-09T01:18:39Z,1790000,77.0,-5.0,1,right,MISS P. Tucker 7' floating Shot,[200782],1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,7.74,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M49.00S,2021-12-09T01:18:36.4Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,28,26,2021-12-09T01:18:39Z,1800000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,181.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
183,PT10M32.00S,2021-12-09T01:18:57.6Z,2,REGULAR,2pt,Jump Shot,[],202083,4.28712220762155,70.09803921568627,1610612749,28,26,2021-12-09T01:19:12Z,1810000,-100.0,-12.0,1,left,MISS W. Matthews 10' Jump Shot - blocked,"[202083, 1629639]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,10.12,Missed,,,,,,,,Herro,1629639.0,,,,,,,,,,
184,PT10M32.00S,2021-12-09T01:18:57.6Z,2,REGULAR,block,,[],1629639,,,1610612749,28,26,2021-12-09T01:19:00Z,1820000,,,0,,T. Herro BLOCK (1 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M32.00S,2021-12-09T01:18:57.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,28,26,2021-12-09T01:19:12Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,,
186,PT10M32.00S,2021-12-09T01:19:03.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,28,26,2021-12-09T01:19:03Z,1840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M29.00S,2021-12-09T01:19:16.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612749,28,26,2021-12-09T01:19:23Z,1850000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,,,,,,,201640.0,,,,,,,,,,,,,,
188,PT10M11.00S,2021-12-09T01:19:49.5Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,28,26,2021-12-09T01:19:55Z,1860000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (3 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,,,,,,,203592.0,3.0,,,,,,,,,,,,,
189,PT09M57.00S,2021-12-09T01:20:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,4.599211563731932,46.90563725490196,1610612749,28,26,2021-12-09T01:20:35Z,1870000,15.0,-9.0,1,left,MISS G. Allen cutting finger roll Layup - blocked,"[1628960, 1629644]",1610612749.0,MIL,cutting finger roll,,,Allen,G. Allen,,,,,1.81,Missed,,,,,,,,Okpala,1629644.0,,,,,,,,,,
190,PT09M57.00S,2021-12-09T01:20:09.1Z,2,REGULAR,block,,[],1629644,,,1610612749,28,26,2021-12-09T01:20:14Z,1880000,,,0,,K. Okpala BLOCK (1 BLK),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M57.00S,2021-12-09T01:20:09.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,28,26,2021-12-09T01:20:22Z,1890000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,
192,PT09M57.00S,2021-12-09T01:20:16.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,28,26,2021-12-09T01:20:16Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M55.00S,2021-12-09T01:20:31.5Z,2,REGULAR,foul,personal,['2freethrow'],1629644,,,1610612749,28,26,2021-12-09T01:20:41Z,1910000,,,0,,K. Okpala shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629644, 203507]",1610612748.0,MIA,shooting,,,Okpala,K. Okpala,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
195,PT09M55.00S,2021-12-09T01:21:26.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203507,,,1610612749,28,26,2021-12-09T01:21:26Z,1930000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
196,PT09M55.00S,2021-12-09T01:21:26.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,28,26,2021-12-09T01:21:26Z,1940000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,
197,PT09M55.00S,2021-12-09T01:21:28.6Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,28,26,2021-12-09T01:21:35Z,1950000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M55.00S,2021-12-09T01:21:28.6Z,2,REGULAR,substitution,in,[],203114,,,1610612749,28,26,2021-12-09T01:21:35Z,1960000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M55.00S,2021-12-09T01:21:58.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203507,,,1610612749,28,27,2021-12-09T01:21:58Z,1970000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
200,PT09M43.00S,2021-12-09T01:22:11.3Z,2,REGULAR,3pt,Jump Shot,[],1629639,79.05716162943496,9.313725490196079,1610612748,28,27,2021-12-09T01:22:18Z,1980000,-203.0,144.0,1,right,MISS T. Herro 24' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M39.00S,2021-12-09T01:22:15.3Z,2,REGULAR,rebound,defensive,[],1630606,,,1610612749,28,27,2021-12-09T01:22:18Z,1990000,,,0,,J. Smart REBOUND (Off:1 Def:2),[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,200.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
202,PT09M32.00S,2021-12-09T01:22:30.2Z,2,REGULAR,foul,personal,[],200782,,,1610612749,28,27,2021-12-09T01:22:49Z,2000000,,,0,,P. Tucker personal FOUL (2 PF),"[200782, 203114]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,203592.0,,,,,,,,2.0,0.0,Middleton,203114.0,,,
204,PT09M32.00S,2021-12-09T01:22:37.0Z,2,REGULAR,substitution,out,[],1629216,,,1610612749,28,27,2021-12-09T01:22:44Z,2020000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M32.00S,2021-12-09T01:22:37.0Z,2,REGULAR,substitution,out,[],202083,,,1610612749,28,27,2021-12-09T01:22:44Z,2030000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M32.00S,2021-12-09T01:22:37.0Z,2,REGULAR,substitution,in,[],200768,,,1610612749,28,27,2021-12-09T01:22:44Z,2040000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M32.00S,2021-12-09T01:22:37.0Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,28,27,2021-12-09T01:22:44Z,2050000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M29.00S,2021-12-09T01:22:56.1Z,2,REGULAR,2pt,Jump Shot,[],1626192,22.421156373193167,28.921568627450984,1610612749,28,27,2021-12-09T01:23:01Z,2060000,105.0,158.0,1,left,MISS P. Connaughton 19' Jump Shot,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,19.02,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M26.00S,2021-12-09T01:22:59.1Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,28,27,2021-12-09T01:23:01Z,2070000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
210,PT09M17.00S,2021-12-09T01:23:08.7Z,2,REGULAR,3pt,Jump Shot,[],1629639,68.26133377135348,62.27787990196079,1610612748,28,27,2021-12-09T01:23:26Z,2080000,61.0,246.0,1,right,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
211,PT09M12.00S,2021-12-09T01:23:13.7Z,2,REGULAR,rebound,defensive,[],1630606,,,1610612749,28,27,2021-12-09T01:23:26Z,2090000,,,0,,J. Smart REBOUND (Off:1 Def:3),[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,210.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
212,PT09M07.00S,2021-12-09T01:23:20.5Z,2,REGULAR,2pt,Jump Shot,[],1626171,5.863994743758213,31.127450980392158,1610612749,28,29,2021-12-09T01:23:41Z,2100000,94.0,3.0,1,left,B. Portis 9' driving floating Jump Shot (5 PTS) (J. Smart 2 AST),"[1626171, 1630606]",1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,9.44,Made,,,,,,,5.0,,,J. Smart,1630606.0,2.0,,,,,,,
214,PT09M07.00S,2021-12-09T01:23:28.4Z,2,REGULAR,foul,personal,['1freethrow'],200768,,,1610612749,28,29,2021-12-09T01:23:41Z,2120000,,,0,,K. Lowry shooting personal FOUL (2 PF) (Portis 1 FT),"[200768, 1626171]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,,,,,,,201640.0,,,,,,,,2.0,0.0,Portis,1626171.0,,,
216,PT09M07.00S,2021-12-09T01:23:36.3Z,2,REGULAR,substitution,out,[],203507,,,1610612749,28,29,2021-12-09T01:23:39Z,2140000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M07.00S,2021-12-09T01:23:36.3Z,2,REGULAR,substitution,in,[],201950,,,1610612749,28,29,2021-12-09T01:23:39Z,2150000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M07.00S,2021-12-09T01:24:02.1Z,2,REGULAR,freethrow,1 of 1,[],1626171,,,1610612749,28,30,2021-12-09T01:24:02Z,2160000,,,0,,B. Portis Free Throw 1 of 1 (6 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
219,PT08M51.00S,2021-12-09T01:24:19.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629644,93.9060446780552,48.77450980392157,1610612748,30,30,2021-12-09T01:24:34Z,2170000,-6.0,5.0,1,right,K. Okpala DUNK (2 PTS) (K. Lowry 5 AST),"[1629644, 200768]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,0.78,Made,,,,,,,2.0,,,K. Lowry,200768.0,5.0,,,,,,,
221,PT08M27.00S,2021-12-09T01:24:43.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630606,15.850854139290407,44.11764705882353,1610612749,30,30,2021-12-09T01:24:51Z,2190000,29.0,96.0,1,left,MISS J. Smart 10' driving floating Shot,[1630606],1610612749.0,MIL,driving floating,,,Smart,J. Smart,,,,,10.09,Missed,,,,,,,,,,,,,,,,,,,
222,PT08M23.00S,2021-12-09T01:24:47.3Z,2,REGULAR,rebound,defensive,[],1629644,,,1610612748,30,30,2021-12-09T01:24:51Z,2200000,,,0,,K. Okpala REBOUND (Off:0 Def:2),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
223,PT08M18.00S,2021-12-09T01:24:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,94.03745072273325,47.05882352941176,1610612748,32,30,2021-12-09T01:25:12Z,2210000,-15.0,4.0,1,right,T. Herro cutting Layup (9 PTS) (P. Tucker 3 AST),"[1629639, 200782]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,1.51,Made,,,,,,,9.0,,,P. Tucker,200782.0,3.0,,,,,,,
225,PT08M18.00S,2021-12-09T01:25:02.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,32,30,2021-12-09T01:25:02Z,2230000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M18.00S,2021-12-09T01:25:04.4Z,2,REGULAR,substitution,out,[],200782,,,1610612749,32,30,2021-12-09T01:27:58Z,2240000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M18.00S,2021-12-09T01:25:04.4Z,2,REGULAR,substitution,out,[],1630606,,,1610612749,32,30,2021-12-09T01:27:58Z,2250000,,,0,,SUB out: J. Smart,[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M18.00S,2021-12-09T01:25:04.4Z,2,REGULAR,substitution,in,[],1628997,,,1610612749,32,30,2021-12-09T01:27:58Z,2260000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M18.00S,2021-12-09T01:25:04.4Z,2,REGULAR,substitution,in,[],202326,,,1610612749,32,30,2021-12-09T01:27:58Z,2270000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M18.00S,2021-12-09T01:28:18.6Z,2,REGULAR,substitution,out,[],1629622,,,1610612749,32,30,2021-12-09T01:28:24Z,2280000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M18.00S,2021-12-09T01:28:18.6Z,2,REGULAR,substitution,in,[],203473,,,1610612749,32,30,2021-12-09T01:28:24Z,2290000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M03.00S,2021-12-09T01:28:39.3Z,2,REGULAR,3pt,Jump Shot,[],1626192,33.88222733245729,48.36856617647059,1610612749,32,30,2021-12-09T01:28:58Z,2300000,8.0,266.0,1,left,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
234,PT08M02.00S,2021-12-09T01:28:40.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,32,30,2021-12-09T01:29:52Z,2310000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,,
235,PT07M53.00S,2021-12-09T01:29:00.4Z,2,REGULAR,turnover,lost ball,[],200768,,,1610612748,32,30,2021-12-09T01:29:07Z,2320000,,,0,,K. Lowry lost ball TURNOVER (3 TO),"[200768, 1626171]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,3.0,,,,,,,,,,,Portis,1626171.0,
236,PT07M53.00S,2021-12-09T01:29:00.4Z,2,REGULAR,steal,,[],1626171,,,1610612749,32,30,2021-12-09T01:29:02Z,2330000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M49.00S,2021-12-09T01:29:04.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626171,6.652431011826544,47.30392156862745,1610612749,32,30,2021-12-09T01:30:18Z,2340000,13.0,10.0,1,left,MISS B. Portis running DUNK,[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,1.68,Missed,,,,,,,,,,,,,,,,,,,
238,PT07M48.00S,2021-12-09T01:29:05.6Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,32,30,2021-12-09T01:30:18Z,2350000,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,237.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
239,PT07M48.00S,2021-12-09T01:29:09.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626171,6.521024967148489,46.81372549019608,1610612749,32,32,2021-12-09T01:35:24Z,2360000,16.0,9.0,1,left,B. Portis putback Layup (8 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,1.82,Made,,,,,,,8.0,,,,,,,,,,,,
240,PT07M48.00S,2021-12-09T01:29:14.8Z,2,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612749,32,32,2021-12-09T01:29:20Z,2370000,,,0,,C. Martin shooting personal FOUL (1 PF) (Portis 1 FT),"[1628997, 1626171]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,Portis,1626171.0,,,
242,PT07M48.00S,2021-12-09T01:29:36.8Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1626171,,,1610612749,32,32,2021-12-09T01:29:46Z,2390000,,,0,,MISS B. Portis Free Throw 1 of 1,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
243,PT07M38.00S,2021-12-09T01:29:46.8Z,2,REGULAR,rebound,offensive,[],202326,,,1610612749,32,32,2021-12-09T01:29:46Z,2400000,,,0,,D. Cousins REBOUND (Off:1 Def:1),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,242.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
244,PT07M33.00S,2021-12-09T01:29:50.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626192,5.206964520367937,2.696078431372549,1610612749,32,32,2021-12-09T01:29:56Z,2410000,237.0,-4.0,1,left,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,,
245,PT07M28.00S,2021-12-09T01:29:55.4Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,32,32,2021-12-09T01:29:56Z,2420000,,,0,,D. Dedmon REBOUND (Off:1 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,244.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
246,PT07M21.00S,2021-12-09T01:30:07.9Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,32,32,2021-12-09T01:30:14Z,2430000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (4 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,,,,,,,201640.0,4.0,,,,,,,,,,,,,
247,PT07M10.00S,2021-12-09T01:30:27.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203114,19.44809461235217,70.8563112745098,1610612749,32,32,2021-12-09T01:30:44Z,2440000,-104.0,130.0,1,left,MISS K. Middleton 16' pullup Shot,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,16.69,Missed,,,,,,,,,,,,,,,,,,,
248,PT07M05.00S,2021-12-09T01:30:32.4Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,32,32,2021-12-09T01:30:44Z,2450000,,,0,,D. Dedmon REBOUND (Off:1 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,247.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
249,PT06M56.00S,2021-12-09T01:30:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.64323258869908,45.588235294117645,1610612748,32,32,2021-12-09T01:30:48Z,2460000,-22.0,7.0,1,right,MISS T. Herro driving Layup - blocked,"[1629639, 201950]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,2.33,Missed,,,,,,,,Holiday,201950.0,,,,,,,,,,
250,PT06M56.00S,2021-12-09T01:30:40.9Z,2,REGULAR,block,,[],201950,,,1610612748,32,32,2021-12-09T01:30:45Z,2470000,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M56.00S,2021-12-09T01:30:40.9Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,32,32,2021-12-09T01:50:43Z,2480000,,,0,,D. Dedmon REBOUND (Off:2 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,249.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
339,PT06M56.00S,2021-12-09T01:30:45.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203473,92.72339027595268,48.03921568627451,1610612748,32,32,2021-12-09T01:52:00Z,2485000,-10.0,16.0,1,right,MISS D. Dedmon Jump Shot,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,,
340,PT06M56.00S,2021-12-09T01:30:45.6Z,2,REGULAR,rebound,defensive,[],202326,,,1610612749,32,32,2021-12-09T01:52:00Z,2487500,,,0,,D. Cousins REBOUND (Off:1 Def:2),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,339.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
256,PT06M52.00S,2021-12-09T01:30:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,8.229303547963205,54.65686274509803,1610612749,32,32,2021-12-09T02:03:50Z,2488750,-23.0,25.0,1,left,MISS B. Portis Jump Shot - blocked,"[1626171, 1628997]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,3.41,Missed,,,,,,,,Martin,1628997.0,,,,,,,,,,
257,PT06M52.00S,2021-12-09T01:30:46.8Z,2,REGULAR,block,,[],1628997,,,1610612749,32,32,2021-12-09T01:31:33Z,2489375,,,0,,C. Martin BLOCK (2 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M52.00S,2021-12-09T01:30:46.8Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,32,32,2021-12-09T02:03:50Z,2489687,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
252,PT06M38.00S,2021-12-09T01:30:50.3Z,2,REGULAR,turnover,lost ball,[],1629644,,,1610612748,32,32,2021-12-09T02:01:44Z,2490000,,,0,,K. Okpala lost ball TURNOVER (1 TO),"[1629644, 1626171]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,1.0,,,,,,,,,,,Portis,1626171.0,
254,PT06M38.00S,2021-12-09T01:30:50.3Z,2,REGULAR,steal,,[],1626171,,,1610612749,32,32,2021-12-09T01:53:25Z,2495000,,,0,,B. Portis STEAL (2 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT06M31.00S,2021-12-09T01:31:13.6Z,2,REGULAR,foul,offensive,[],202326,,,1610612749,32,32,2021-12-09T01:37:29Z,2515000,,,0,,D. Cousins off-the-ball offensive FOUL (1 PF),"[202326, 203473]",1610612749.0,MIL,off-the-ball,,,Cousins,D. Cousins,,,,,,,,,,,201640.0,,,,,,,,1.0,0.0,Dedmon,203473.0,,,
289,PT06M31.00S,2021-12-09T01:31:13.6Z,2,REGULAR,turnover,offensive foul,[],202326,,,1610612749,32,32,2021-12-09T01:31:13Z,2517500,,,0,,D. Cousins offensive foul TURNOVER (2 TO),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,201640.0,2.0,,,,,,,,,,,,,
259,PT06M12.00S,2021-12-09T01:31:50.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],200768,82.21090670170827,5.392156862745098,1610612748,32,32,2021-12-09T01:52:34Z,2550000,-223.0,115.0,1,right,MISS K. Lowry 25' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
260,PT06M10.00S,2021-12-09T01:31:52.9Z,2,REGULAR,rebound,defensive,[],202326,,,1610612749,32,32,2021-12-09T01:31:52Z,2560000,,,0,,D. Cousins REBOUND (Off:1 Def:3),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,259.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
261,PT06M02.00S,2021-12-09T01:32:00.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,17.821944809461236,48.77450980392157,1610612749,32,34,2021-12-09T01:46:05Z,2570000,6.0,115.0,1,left,B. Portis 11' fadeaway Jump Shot (10 PTS),[1626171],1610612749.0,MIL,fadeaway,,,Portis,B. Portis,,,,,11.52,Made,,,,,,,10.0,,,,,,,,,,,,
262,PT05M49.00S,2021-12-09T01:32:14.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629639,94.56307490144546,50.98039215686274,1610612748,32,34,2021-12-09T01:46:53Z,2580000,5.0,-1.0,1,right,MISS T. Herro driving DUNK - blocked,"[1629639, 1626171]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,0.51,Missed,,,,,,,,Portis,1626171.0,,,,,,,,,,
264,PT05M49.00S,2021-12-09T01:32:14.0Z,2,REGULAR,block,,[],1626171,,,1610612748,32,34,2021-12-09T01:32:24Z,2585000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
