actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
518,PT01M58.00S,2024-02-15T02:54:57.0Z,3,REGULAR,3pt,Jump Shot,[],1630166,70.51576872536137,74.75490196078431,1610612764,93,98,2024-02-15T02:55:02Z,5040000,False,124.0,225.0,1,right,D. Avdija 25' 3PT step back (34 PTS),[1630166],1610612764.0,WAS,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,34.0,,,,,,,,,,,,,
519,PT01M42.00S,2024-02-15T02:55:12.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,9.017739816031538,54.65686274509803,1610612740,95,98,2024-02-15T02:55:31Z,5050000,False,-23.0,32.0,1,left,Z. Williamson driving floating Jump Shot (24 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.98,Made,,,,,24.0,,,,,,,,,,,,,
520,PT01M18.00S,2024-02-15T02:55:37.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,87.59855453350855,52.69607843137255,1610612764,95,98,2024-02-15T02:55:43Z,5060000,False,13.0,64.0,1,right,MISS R. Holmes 6' pullup Shot,[1626158],1610612764.0,WAS,pullup,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,,,,,,,,,,,,,,,,,
521,PT01M16.00S,2024-02-15T02:55:39.6Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612740,95,98,2024-02-15T02:55:43Z,5070000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,520.0,3.0,1.0,2.0,,,,,,,,,,,,,,
522,PT01M09.00S,2024-02-15T02:55:46.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630631,8.09789750328515,47.794117647058826,1610612740,97,98,2024-02-15T02:57:05Z,5080000,False,11.0,24.0,1,left,J. Alvarado running Layup (4 PTS) (N. Marshall 1 AST),"[1630631, 1630230]",1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,4.0,,,,,,,,,,,N. Marshall,1630230.0,1.0
524,PT00M50.80S,2024-02-15T02:56:05.7Z,3,REGULAR,turnover,bad pass,[],1630166,,,1610612764,97,98,2024-02-15T02:56:11Z,5100000,False,,,0,,D. Avdija bad pass TURNOVER (2 TO),"[1630166, 1626204]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,,,Nance Jr.,1626204.0,,,
525,PT00M50.80S,2024-02-15T02:56:05.7Z,3,REGULAR,steal,,[],1626204,,,1610612740,97,98,2024-02-15T02:56:07Z,5110000,False,,,0,,L. Nance Jr. STEAL (2 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
526,PT00M43.40S,2024-02-15T02:56:12.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629627,6.258212877792378,56.127450980392155,1610612740,97,98,2024-02-15T02:57:51Z,5120000,False,-31.0,6.0,1,left,MISS Z. Williamson running Layup,[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
527,PT00M43.30S,2024-02-15T02:56:13.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,97,98,2024-02-15T02:56:29Z,5130000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,526.0,,,,,,,,,,,,,,,,,
528,PT00M43.30S,2024-02-15T02:56:25.4Z,3,REGULAR,turnover,illegal assist,[],1630230,,,1610612740,97,98,2024-02-15T02:59:36Z,5140000,False,,,0,,N. Marshall illegal assist TURNOVER (2 TO),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,,,,,,,,2530.0,,,,,2.0,,,,,,,
529,PT00M30.20S,2024-02-15T02:56:48.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,66.3107752956636,44.6078431372549,1610612764,97,98,2024-02-15T02:57:02Z,5150000,False,-27.0,264.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.56,Missed,,,,,,,,,,,,,,,,,,
530,PT00M27.00S,2024-02-15T02:56:51.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,97,98,2024-02-15T02:57:02Z,5160000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,529.0,,,,,,,,,,,,,,,,,
532,PT00M12.40S,2024-02-15T02:57:23.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630166,75.77201051248358,87.5,1610612764,97,98,2024-02-15T02:57:29Z,5180000,False,188.0,175.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
533,PT00M11.00S,2024-02-15T02:57:24.4Z,3,REGULAR,rebound,offensive,[],1629013,,,1610612764,97,98,2024-02-15T03:03:35Z,5190000,False,,,0,,L. Shamet REBOUND (Off:1 Def:0),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,,,532.0,1.0,0.0,1.0,,,,,,,,,,,,,,
534,PT00M09.00S,2024-02-15T02:57:28.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629013,94.40999984741211,50.0,1610612764,97,98,2024-02-15T03:03:11Z,5200000,False,0.0,0.0,1,right,MISS L. Shamet tip Layup,[1629013],1610612764.0,WAS,tip,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
535,PT00M08.40S,2024-02-15T02:57:29.0Z,3,REGULAR,rebound,offensive,[],1629013,,,1610612764,97,98,2024-02-15T03:03:11Z,5210000,False,,,0,,L. Shamet REBOUND (Off:2 Def:0),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,534.0,2.0,0.0,2.0,,,,,,,,,,,,,,
540,PT00M06.20S,2024-02-15T03:01:27.6Z,3,REGULAR,foul,technical,['inpenalty'],1626204,,,1610612764,97,98,2024-02-15T03:01:46Z,5260000,False,,,0,,L. Nance Jr. double technical FOUL (1 Tech),[1626204],1610612740.0,NOP,double,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,2530.0,1.0,1.0,,,,,,,,,,
541,PT00M06.20S,2024-02-15T03:01:27.6Z,3,REGULAR,foul,technical,[],1629013,,,1610612764,97,98,2024-02-15T03:01:36Z,5270000,False,,,0,,L. Shamet double technical FOUL (1 Tech),[1629013],1610612764.0,WAS,double,,,Shamet,L. Shamet,,,,,,,,,,,,,,2530.0,0.0,1.0,,,,,,,,,,
542,PT00M03.70S,2024-02-15T03:02:02.6Z,3,REGULAR,jumpball,recovered,[],1629627,,,1610612764,97,98,2024-02-15T03:02:02Z,5280000,False,,,0,,Jump Ball L. Nance Jr. vs. L. Shamet: Tip to Z. Williamson,"[1629627, 1626204, 1629013]",1610612740.0,NOP,heldball,Z. Williamson,1629627.0,Williamson,Z. Williamson,Nance Jr.,1626204.0,Shamet,1629013.0,,,,,,,,,,,,,,,,,,,,,,
545,PT00M03.70S,2024-02-15T03:02:02.6Z,3,REGULAR,turnover,lost ball,[],1629013,,,1610612764,97,98,2024-02-15T03:02:02Z,5310000,False,,,0,,L. Shamet lost ball TURNOVER (2 TO),"[1629013, 1626204]",1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,2.0,,,Nance Jr.,1626204.0,,,
546,PT00M03.70S,2024-02-15T03:02:02.6Z,3,REGULAR,steal,,[],1626204,,,1610612740,97,98,2024-02-15T03:02:02Z,5320000,False,,,0,,L. Nance Jr. STEAL (3 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT00M00.40S,2024-02-15T03:02:07.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,6.521024967148489,50.0,1610612740,99,98,2024-02-15T03:02:13Z,5330000,False,0.0,9.0,1,left,Z. Williamson driving finger roll Layup (26 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,26.0,,,,,,,,,,,,,
548,PT00M00.00S,2024-02-15T03:03:02.3Z,3,REGULAR,period,end,[],0,,,1610612764,99,98,2024-02-15T03:03:02Z,5340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2024-02-15T03:04:27.3Z,4,REGULAR,substitution,out,['startperiod'],1626204,,,1610612764,99,98,2024-02-15T03:04:51Z,5350000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2024-02-15T03:04:27.3Z,4,REGULAR,substitution,out,['startperiod'],1626158,,,1610612764,99,98,2024-02-15T03:04:51Z,5360000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2024-02-15T03:04:27.3Z,4,REGULAR,substitution,out,['startperiod'],1630166,,,1610612764,99,98,2024-02-15T03:04:51Z,5370000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2024-02-15T03:04:27.3Z,4,REGULAR,substitution,out,['startperiod'],1630215,,,1610612764,99,98,2024-02-15T03:04:51Z,5380000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2024-02-15T03:04:27.3Z,4,REGULAR,substitution,in,['startperiod'],1630529,,,1610612764,99,98,2024-02-15T03:04:51Z,5390000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT12M00.00S,2024-02-15T03:04:27.3Z,4,REGULAR,substitution,in,['startperiod'],1626145,,,1610612764,99,98,2024-02-15T03:04:51Z,5400000,False,,,0,,SUB in: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT12M00.00S,2024-02-15T03:04:27.3Z,4,REGULAR,substitution,in,['startperiod'],1641731,,,1610612764,99,98,2024-02-15T03:04:51Z,5410000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT12M00.00S,2024-02-15T03:04:27.3Z,4,REGULAR,substitution,in,['startperiod'],1628963,,,1610612764,99,98,2024-02-15T03:04:51Z,5420000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT12M00.00S,2024-02-15T03:04:49.2Z,4,REGULAR,period,start,[],0,,,1610612764,99,98,2024-02-15T03:04:52Z,5430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT11M38.00S,2024-02-15T03:05:22.2Z,4,REGULAR,turnover,bad pass,[],1641731,,,1610612764,99,98,2024-02-15T03:05:26Z,5450000,False,,,0,,B. Coulibaly bad pass TURNOVER (3 TO),"[1641731, 1630631]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,3.0,,,Alvarado,1630631.0,,,
560,PT11M38.00S,2024-02-15T03:05:22.2Z,4,REGULAR,steal,,[],1630631,,,1610612740,99,98,2024-02-15T03:05:23Z,5460000,False,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
561,PT11M34.00S,2024-02-15T03:05:28.0Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629627,6.389618922470433,49.50980392156863,1610612740,101,98,2024-02-15T03:06:10Z,5470000,False,2.0,8.0,1,left,Z. Williamson running DUNK (28 PTS) (J. Alvarado 2 AST),"[1629627, 1630631]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,28.0,,,,,,,,,,,J. Alvarado,1630631.0,2.0
563,PT11M12.00S,2024-02-15T03:05:52.2Z,4,REGULAR,3pt,Jump Shot,[],1629673,73.27529566360053,85.29411764705883,1610612764,101,101,2024-02-15T03:05:58Z,5490000,False,176.0,199.0,1,right,J. Poole 26' 3PT  (13 PTS) (T. Jones 11 AST),"[1629673, 1626145]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.58,Made,,,,,13.0,,,,,,,,,,,T. Jones,1626145.0,11.0
566,PT10M44.00S,2024-02-15T03:06:34.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,16.90210249671485,50.73529411764706,1610612740,103,101,2024-02-15T03:06:42Z,5520000,False,-4.0,106.0,1,left,N. Marshall 10' turnaround Jump Shot (11 PTS) (J. Alvarado 3 AST),"[1630230, 1630631]",1610612740.0,NOP,turnaround,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,,,,,11.0,,,,,,,,,,,J. Alvarado,1630631.0,3.0
568,PT10M24.00S,2024-02-15T03:06:55.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,85.62746386333771,51.470588235294116,1610612764,103,103,2024-02-15T03:07:00Z,5540000,False,7.0,83.0,1,right,T. Jones 8' driving floating Jump Shot (8 PTS) (L. Shamet 1 AST),"[1626145, 1629013]",1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,,,,,8.0,,,,,,,,,,,L. Shamet,1629013.0,1.0
570,PT10M11.00S,2024-02-15T03:07:08.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,5.601182654402102,51.470588235294116,1610612740,105,103,2024-02-15T03:07:13Z,5560000,False,-7.0,0.0,1,left,Z. Williamson driving DUNK (30 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,30.0,,,,,,,,,,,,,
572,PT09M59.00S,2024-02-15T03:08:07.2Z,4,REGULAR,3pt,Jump Shot,[],1626145,67.7562417871222,34.80392156862745,1610612764,105,103,2024-02-15T03:08:12Z,5580000,False,-76.0,251.0,1,right,MISS T. Jones 26' pullup 3PT,[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
573,PT09M56.00S,2024-02-15T03:08:10.2Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,105,103,2024-02-15T03:08:12Z,5590000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,572.0,2.0,2.0,0.0,,,,,,,,,,,,,,
574,PT09M53.00S,2024-02-15T03:08:13.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,19.267411300919843,92.40196078431373,1610612740,105,103,2024-02-15T03:08:23Z,5600000,False,-212.0,129.0,1,left,MISS T. Murphy III 24' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
575,PT09M49.00S,2024-02-15T03:08:18.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,105,103,2024-02-15T03:08:18Z,5610000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,574.0,,,,,,,,,,,,,,,,,
577,PT09M43.00S,2024-02-15T03:08:43.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630631,6.1268068331143235,46.32352941176471,1610612740,107,103,2024-02-15T03:09:04Z,5630000,False,18.0,5.0,1,left,J. Alvarado driving finger roll Layup (6 PTS) (Z. Williamson 7 AST),"[1630631, 1629627]",1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,6.0,,,,,,,,,,,Z. Williamson,1629627.0,7.0
579,PT09M43.00S,2024-02-15T03:08:46.2Z,4,REGULAR,foul,personal,['1freethrow'],1626145,,,1610612740,107,103,2024-02-15T03:09:22Z,5650000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Alvarado 1 FT),"[1626145, 1630631]",1610612764.0,WAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,1630886.0,1.0,0.0,Alvarado,1630631.0,,,,,,,,
581,PT09M43.00S,2024-02-15T03:09:09.6Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630631,,,1610612740,108,103,2024-02-15T03:09:25Z,5670000,False,,,0,,J. Alvarado Free Throw 1 of 1 (7 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
582,PT09M35.00S,2024-02-15T03:09:19.0Z,4,REGULAR,turnover,lost ball,[],1626145,,,1610612764,108,103,2024-02-15T03:09:28Z,5680000,False,,,0,,T. Jones lost ball TURNOVER (2 TO),"[1626145, 1630230]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2.0,,,Marshall,1630230.0,,,
583,PT09M35.00S,2024-02-15T03:09:19.0Z,4,REGULAR,steal,,[],1630230,,,1610612740,108,103,2024-02-15T03:10:02Z,5690000,False,,,0,,N. Marshall STEAL (3 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
584,PT09M27.00S,2024-02-15T03:09:26.8Z,4,REGULAR,turnover,bad pass,[],1630230,,,1610612740,108,103,2024-02-15T03:09:31Z,5700000,False,,,0,,N. Marshall bad pass TURNOVER (3 TO),"[1630230, 1629673]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,3.0,,,Poole,1629673.0,,,
585,PT09M27.00S,2024-02-15T03:09:26.8Z,4,REGULAR,steal,,[],1629673,,,1610612764,108,103,2024-02-15T03:09:28Z,5710000,False,,,0,,J. Poole STEAL (3 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
586,PT09M19.00S,2024-02-15T03:09:34.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,80.1084099868594,91.42156862745098,1610612764,108,103,2024-02-15T03:09:40Z,5720000,False,207.0,134.0,1,right,MISS L. Shamet 24' 3PT,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,
587,PT09M14.00S,2024-02-15T03:09:39.8Z,4,REGULAR,rebound,offensive,[],1628963,,,1610612764,108,103,2024-02-15T03:09:40Z,5730000,False,,,0,,M. Bagley III REBOUND (Off:6 Def:4),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,,,586.0,10.0,4.0,6.0,,,,,,,,,,,,,,
588,PT09M14.00S,2024-02-15T03:09:39.9Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628963,94.40999984741211,50.0,1610612764,108,105,2024-02-15T03:10:33Z,5740000,False,0.0,0.0,1,right,M. Bagley III tip DUNK (14 PTS),[1628963],1610612764.0,WAS,tip,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,14.0,,,,,,,,,,,,,
589,PT09M01.00S,2024-02-15T03:09:52.7Z,4,REGULAR,3pt,Jump Shot,[],1630530,30.962549277266753,70.83333333333334,1610612740,111,105,2024-02-15T03:09:57Z,5750000,False,-104.0,239.0,1,left,T. Murphy III 26' 3PT  (9 PTS) (Z. Williamson 8 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.03,Made,,,,,9.0,,,,,,,,,,,Z. Williamson,1629627.0,8.0
591,PT08M59.00S,2024-02-15T03:10:05.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,111,105,2024-02-15T03:10:05Z,5770000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT08M59.00S,2024-02-15T03:12:21.3Z,4,REGULAR,substitution,out,[],1629673,,,1610612764,111,105,2024-02-15T03:12:43Z,5780000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT08M59.00S,2024-02-15T03:12:21.3Z,4,REGULAR,substitution,out,[],1629013,,,1610612764,111,105,2024-02-15T03:12:43Z,5790000,False,,,0,,SUB out: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT08M59.00S,2024-02-15T03:12:21.3Z,4,REGULAR,substitution,in,[],1630557,,,1610612764,111,105,2024-02-15T03:12:43Z,5800000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT08M59.00S,2024-02-15T03:12:21.3Z,4,REGULAR,substitution,in,[],1630166,,,1610612764,111,105,2024-02-15T03:12:43Z,5810000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT08M49.00S,2024-02-15T03:12:57.9Z,4,REGULAR,3pt,Jump Shot,[],1630166,71.82982917214193,77.69607843137256,1610612764,111,105,2024-02-15T03:13:20Z,5820000,False,138.0,212.0,1,right,MISS D. Avdija 25' step back 3PT,[1630166],1610612764.0,WAS,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
597,PT08M46.00S,2024-02-15T03:13:00.9Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,111,105,2024-02-15T03:13:04Z,5830000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,596.0,3.0,3.0,0.0,,,,,,,,,,,,,,
598,PT08M34.00S,2024-02-15T03:13:12.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.206964520367937,52.450980392156865,1610612740,113,105,2024-02-15T03:13:18Z,5840000,False,-12.0,-4.0,1,left,Z. Williamson driving Layup (32 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,32.0,,,,,,,,,,,,,
599,PT08M33.00S,2024-02-15T03:13:25.3Z,4,REGULAR,foul,personal,[],1630230,,,1610612764,113,105,2024-02-15T03:13:34Z,5850000,False,,,0,,N. Marshall personal FOUL (1 PF),"[1630230, 1630166]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left,,,,,,,,2530.0,1.0,0.0,Avdija,1630166.0,,,,,,,,
601,PT08M18.00S,2024-02-15T03:13:44.9Z,4,REGULAR,turnover,out-of-bounds,[],1641731,,,1610612764,113,105,2024-02-15T03:13:52Z,5870000,False,,,0,,B. Coulibaly bad pass out-of-bounds TURNOVER (4 TO),[1641731],1610612764.0,WAS,bad pass,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,,1630886.0,,,,,4.0,,,,,,,
603,PT08M00.00S,2024-02-15T03:14:24.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,24.78646517739816,84.06862745098039,1610612740,113,105,2024-02-15T03:14:30Z,5890000,False,-170.0,180.0,1,left,MISS J. Alvarado 24' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
604,PT08M00.00S,2024-02-15T03:14:29.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612764,113,105,2024-02-15T03:14:29Z,5900000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,603.0,,,,,,,,,,,,,,,,,
607,PT07M43.00S,2024-02-15T03:15:19.3Z,4,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612764,113,105,2024-02-15T03:15:28Z,5930000,False,,,0,,N. Marshall shooting personal FOUL (2 PF) (Avdija 2 FT),"[1630230, 1630166]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,2.0,0.0,Avdija,1630166.0,,,,,,,,
609,PT07M43.00S,2024-02-15T03:15:42.7Z,4,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,113,106,2024-02-15T03:16:02Z,5950000,False,,,0,,D. Avdija Free Throw 1 of 2 (35 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,35.0,,,,,,,,,,,,,
610,PT07M43.00S,2024-02-15T03:15:42.7Z,4,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,113,106,2024-02-15T03:16:02Z,5960000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
611,PT07M40.00S,2024-02-15T03:15:45.7Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,113,106,2024-02-15T03:16:02Z,5970000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,610.0,4.0,4.0,0.0,,,,,,,,,,,,,,
